"id","code","description"
"product_code_391400_goods","391400","Penukar ion dibuat dari polimer pos 39.01 sampai dengan 39.13, dalam bentuk asal."
"product_code_391500_goods","391500","Sis reja dan skrap, dari plastik."
"product_code_391600_goods","391600","Monofilamen yang ukuran setiap penampang silangnya melebihi 1 mm, berbentuk batang kecil, stik dan profil, yang permukaannya dikerjakan maupun tidak tetapi tidak dikerjakan secara lain, dari plastik."
"product_code_391700_goods","391700","Pembuluh, pipa dan selang, serta alat kelengkapan dari padanya (misalny penyambung pip elbow, flensa), dari plastik."
"product_code_391800_goods","391800","Penutup lantai dari plastik, dengan perekat maupun tidak, dalam gulungan atau dalam bentuk ubin penutup dinding atau langit-langit dari plastik, sebagaimana dinyatakan dalam Catatan 9 pada Bab ini."
"product_code_391900_goods","391900","Pelat, lembaran, film, foil, pit strip dan bentuk pipih lainnya berperekat, dari plastik, dalam gulungan maupun tidak."
"product_code_392000_goods","392000","Pelat, lembaran, film, foil dan strip lainny dari plastik, non seluler dan tidak diperkuat, tidak dilaminasi, tidak didukung atau tidak dikombinasi dengan cara semacam itu dengan bahan lain."
"product_code_392100_goods","392100","Pelat, lembaran, film, foil dan strip lainnya dari plastik."
"product_code_392200_goods","392200","Bak mandi, bak mandi dengan pancuran, bak cuci, wastafel, bidet, mangkuk, tempat duduk dan penutup kloset, tangki air penyiram dan perlengkapan saniter semacam itu, dari plastik."
"product_code_392300_goods","392300","Wadah untuk mengangkut atau mengemas barang, dari plastik sumbat, tutup, tutup botol dan penutup lainny dari plastik."
"product_code_392400_goods","392400","Perangkat makan, perangkat dapur, peralatan rumah tangga lainnya dan peralatan toilet atau higienis, dari plastik."
"product_code_392500_goods","392500","Perangkat bangunan dari plastik, tidak dirinci atau termasuk dalam pos lainnya."
"product_code_392600_goods","392600","Barang lain dari plastik dan barang dari bahan lain yang dimaksud dalam pos 39.01 sampai dengan 39.14."
"product_code_400000_goods","400000","Karet dan barang daripadanya"
"product_code_400100_goods","400100","Karet alam, balat getah perc guayule, chicle dan getah alam semacam itu, dalam bentuk asal atau pelat, lembaran atau strip."
"product_code_400200_goods","400200","Karet sintetik dan factice diperoleh dari minyak, dalam bentuk asal atau pelat, lembaran atau strip campuran produk dari pos 40.01 dengan produk apapun dari pos ini, dalam bentuk asal atau pelat, lembaran atau strip."
"product_code_400300_goods","400300","Reclaimed rubber dalam bentuk asal atau pelat, lembaran atau strip."
"product_code_400400_goods","400400","Sis reja dan skrap karet (selain karet keras) dan bubuk serta butir yang diperoleh daripadanya."
"product_code_400500_goods","400500","Karet campuran, tidak divulkanisasi, dalam bentuk asal atau pelat, lembaran atau strip."
"product_code_400600_goods","400600","Bentuk lainnya (misalny bentuk batang kecil, pembuluh dan profil) dan barang (misalny cakram dan cincin), dari karet tidak divulkanisasi."
"product_code_400700_goods","400700","Benang dan tali karet divulkanisasi."
"product_code_400800_goods","400800","Bentuk pelat, lembaran, strip, batang kecil dan profil, dari karet divulkanisasi selain karet keras."
"product_code_400900_goods","400900","Pembuluh, pipa dan selang dari karet divulkanisasi selain karet keras, dengan atau tanpa alat kelengkapannya (misalny penghubung, siku, flensa)."
"product_code_401000_goods","401000","Ban atau belting pengangkut atau penggerak dari karet divulkanisasi."
"product_code_401100_goods","401100","Ban bertekanan, baru, dari karet."
"product_code_401200_goods","401200","Ban bertekanan, bekas atau ditelapaki ulang, dari karet ban padat atau bantalan, telapak ban dan penutup ban dari karet."
"product_code_401300_goods","401300","Ban dalam, dari karet."
"product_code_401400_goods","401400","Barang higienis atau farmasi (termasuk dot), dari karet divulkanisasi selain karet keras, dengan atau tanpa alat kelengkapan dari karet keras."
"product_code_401500_goods","401500","Pakaian dan aksesori pakaian (termasuk sarung tangan, mitten dan mitt), untuk segala keperluan, dari karet divulkanisasi selain karet keras."
"product_code_401600_goods","401600","Barang lain dari karet divulkanisasi selain karet keras."
"product_code_401700_goods","401700","Karet keras (misalny ebonit) dalam segala bentuk, termasuk sisa dan skrap barang dari karet keras."
"product_code_410000_goods","410000","Jangat dan kulit mentah (selain kulit berbulu dan kulit samak"
"product_code_410100_goods","410100","Hide dan skin mentah dari hewan jenis lembu (termasuk kerbau) atau hewan jenis kuda (segar, atau diasinkan, dikeringkan, dikapur, diasamkan atau diawetkan secara lain, tetapi tidak disamak, tidak diolah secara perkamen atau tidak diolah lebih lanjut), dihilangkan bulunya atau split maupun tidak."
"product_code_410200_goods","410200","Skin mentah dari biri - biri atau biri - biri muda (segar atau diasinkan, dikeringkan, dikapur, diasamkan atau diawetkan secara lain tetapi tidak disamak, tidak diolah secara perkamen atau tidak diolah lebih lanjut), dengan wol atau split maupun tidak, selain yang dikecualikan oleh Catatan 1 (c) pada Bab ini."
"product_code_410300_goods","410300","Hide dan skin mentah lainnya (segar atau diasinkan, dikeringkan, dikapur, diasamkan atau diawetkan secara lain, tetapi tidak disamak, tidak diolah secara perkamen atau tidak diolah lebih lanjut), dihilangkan bulunya atau split maupun tidak, selain yang dikecualikan oleh Catatan 1 (b) atau Catatan 1 (c) dalam Bab ini."
"product_code_410400_goods","410400","Hide dan skin dari hewan jenis lembu (termasuk kerbau) atau hewan jenis kuda yang disamak atau crust, tanpa bulu, split maupun tidak, tetapi tidak diolah lebih lanjut."
"product_code_410500_goods","410500","Skin dari biri-biri atau biri-biri muda disamak atau crust, tanpa wol, split maupun tidak, tetapi tidak diolah lebih lanjut."
"product_code_410600_goods","410600","Hide dan skin dari hewan lainnya disamak atau crust, tanpa wol atau bulu, split maupun tidak, tetapi tidak diolah lebih lanjut."
"product_code_410700_goods","410700","Kulit samak yang diolah lebih lanjut setelah penyamakan atau crusting, termasuk kulit samak yang diolah secara perkamen, dari hewan jenis lembu (termasuk kerbau) atau hewan jenis kud tanpa bulu, split maupun tidak, selain kulit samak dari pos 41.14."
"product_code_411200_goods","411200","Kulit samak yang diolah lebih lanjut setelah penyamakan atau crusting, termasuk kulit samak yang diolah secara perkamen dari biri-biri atau biri-biri mud tanpa wol, split maupun tidak, selain kulit samak dari pos 41.14."
"product_code_411300_goods","411300","Kulit samak yang diolah lebih lanjut setelah penyamakan atau crusting, termasuk kulit samak yang diolah secara perkamen dari hewan lainny tanpa wol atau bulu, split maupun tidak, selain kulit samak dari pos 41.14."
"product_code_411400_goods","411400","Kulit chamois (termasuk kulit chamois kombinasi) kulit paten dan kulit paten dilaminasi, kulit samak dilapisi logam."
"product_code_411500_goods","411500","Kulit komposisi dengan bahan dasar kulit samak atau serat kulit samak, dalam lembaran tebal, lembaran atau strip, dalam gulungan maupun tidak reja dan sisa lainnya dari kulit samak atau dari kulit komposisi, tidak cocok untuk pembuatan barang dari kulit samak debu, bubuk dan tepung kulit samak."
"product_code_420000_goods","420000","Barang dari kulit samak saddlery dan harness barang untuk bepergian, tas tangan dan kemasan semacam itu barang dari usus binatang (selain benang ulat sutra)"
"product_code_420100_goods","420100","Saddlery dan harness untuk semua macam binatang (termasuk tali kekang, kekang, penutup lutut, penutup mulut, tutup sadel, tas sadel, jaket anjing dan sejenisnya), dari berbagai bahan."
"product_code_420200_goods","420200","Peti, koper, vanity-case, tas eksekutif, tas kantor, tas sekolah, dompet kacamat tas teropong, tas kamer tas peralatan musik, koper senjat sarung pistol dan kemasan semacam itu tas untuk bepergian, tas makanan dan minuman bersekat, tas rias, ransel, tas tangan, tas belanj dompet, pundi, tempat pet tempat rokok, kantong tembakau, tas perkakas, tas olahrag tempat botol, kotak perhiasan, kotak bedak, tempat pisau dan kemasan semacam itu dari kulit samak atau dari kulit komposisi, dengan lembaran dari plastik, atau dari bahan tekstil, atau dari serat vulkanisasi atau dari kertas karton seluruhnya atau sebagian besar dibungkus bahan tersebut atau dengan kertas."
"product_code_420300_goods","420300","Pakaian dan aksesori pakaian, dari kulit samak atau dari kulit komposisi."
"product_code_420500_goods","420500","Barang lainnya dari kulit samak atau dari kulit komposisi."
"product_code_420600_goods","420600","Barang dari usus (selain benang ulat sutra), dari kulit goldbeater, dari kandung kemih atau dari urat."
"product_code_430000_goods","430000","Kulit berbulu dan bulu artifisial barang daripadanya"
"product_code_430100_goods","430100","Kulit berbulu mentah (termasuk kepal ekor, cakar dan bagian atau potongan lainny cocok digunakan untuk pakaian kulit berbulu), selain hides dan skins mentah dari pos 41.01, 41.02 atau 41.03."
"product_code_430200_goods","430200","Kulit berbulu disamak atau dikerjakan (termasuk kepal ekor, cakar dan bagian atau potongan lainnya), dipisah, atau disatukan (tanpa penambahan bahan lainnya) selain yang dimaksud dalam pos 43.03."
"product_code_430300_goods","430300","Pakaian, aksesori pakaian dan barang lainnya dari kulit berbulu."
"product_code_430400_goods","430400","Bulu artifisial dan barang terbuat dari padanya."
"product_code_440000_goods","440000","Kayu dan barang dari kayu arang kayu"
"product_code_440100_goods","440100","Kayu bakar, berbentuk log, billet, ranting, ikatan cabang atau bentuk semacam itu kayu dalam bentuk keping atau pecahan kayu serbuk gergaji dan sisa serta skrap kayu, diaglomerasi berbentuk log, briket, pelet atau bentuk semacam itu maupun tidak diaglomerasi"
"product_code_440200_goods","440200","Arang kayu (termasuk arang dari tempurung atau arang dari buah bertempurung), diaglomerasi maupun tidak."
"product_code_440300_goods","440300","Kayu kasar, dihilangkan kulit atau kayu gubalnya maupun tidak, atau dibentuk bujur sangkar secara kasar."
"product_code_440400_goods","440400","Kayu simpai galah belahan piles, tiang pancang dan tonggak dari kayu, runcing tetapi tidak digergaji memanjang tongkat kayu, dipotong secara kasar tetapi tidak dibubut, dibengkokkan atau dikerjakan secara lain, cocok untuk pembuatan tongkat jalan, payung, gagang perkakas atau sejenisnya kepingan kayu dan sejenisnya."
"product_code_440500_goods","440500","Wol kayu tepung kayu."
"product_code_440600_goods","440600","Bantalan (cross-tie) rel kereta api atau trem dari kayu."
"product_code_440700_goods","440700","Kayu digergaji atau dibelah memanjang, diiris atau dikuliti, diketam, diampelas atau end-jointed maupun tidak, dengan ketebalan melebihi 6 mm."
"product_code_440800_goods","440800","Lembaran untuk veneering (termasuk yang diperoleh dengan cara mengiris kayu yang dilaminasi), untuk kayu lapis atau kayu yang dilaminasi semacam itu dan kayu lainny digergaji memanjang, diiris atau dikuliti, diketam, diampelas, disambung atau end-jointed maupun tidak, dengan ketebalan tidak melebihi 6 mm."
"product_code_440900_goods","440900","Kayu (termasuk strip dan frieze untuk lantai papan, tidak dipasang) dibentuk tidak terputus (diberi lidah, diberi alur, tepinya dikorok, diberi lereng, V-jointed, beaded, diberi pola bentukan, dibundarkan atau sejenis itu), sepanjang tepi, ujung atau permukaanny diketam, diampelas atau end-jointed maupun tidak."
"product_code_441000_goods","441000","Papan partikel, papan oriented strand (OSB) dan papan semacam itu (misalny papan wafer) dari kayu atau bahan mengandung lignin lainny diaglomerasi dengan resin atau dengan zat pengikat organik lainnya maupun tidak."
"product_code_441100_goods","441100","Papan fiber dari kayu atau bahan mengandung lignin lainny direkatkan dengan resin atau zat organik lainnya maupun tidak."
"product_code_441200_goods","441200","Kayu lapis, panel veneer dan kayu dilaminasi semacam itu."
"product_code_441300_goods","441300","Kayu dipadatkan, berbentuk blok, pelat, strip atau profil."
"product_code_441400_goods","441400","Bingkai kayu untuk lukisan, foto, cermin atau benda semacam itu."
"product_code_441500_goods","441500","Peti, kotak, krat, drum dan pengemas semacam itu, dari kayu gelendong kabel dari kayu palet, palet kotak dan papan untuk muatan lainny dari kayu kerah palet dari kayu."
"product_code_441600_goods","441600","Tahang, tong, bejan pasu dan produk lainnya dari pembuat tong/pasu dan bagianny dari kayu, termasuk stave."
"product_code_441700_goods","441700","Perkakas, badan perkakas, gagang perkakas, badan dan gagang sapu atau sikat dan gagangnya dari kayu kelebut bot atau sepatu dan boot tree atau shoe tree, dari kayu."
"product_code_441800_goods","441800","Produk pertukangan dan bahan bangunan rumah dari kayu, termasuk panel kayu seluler, rakitan panel penutup lantai, atap sirap dan shake."
"product_code_441900_goods","441900","Perangkat makan dan perangkat dapur, dari kayu."
"product_code_442000_goods","442000","Tatakan kayu dan kayu bertatah kotak dan peti untuk perhiasan atau peralatan makan dan barang semacam itu, dari kayu patung kecil dan ornamen lainny dari kayu perabotan dari kayu yang tidak termasuk Bab 94."
"product_code_442100_goods","442100","Barang lainnya dari kayu."
"product_code_450000_goods","450000","Gabus dan barang dari gabus"
"product_code_450100_goods","450100","Gabus alam, mentah atau diolah sederhana gabus sisa gabus pecahan, butiran atau gilingan."
"product_code_450200_goods","450200","Gabus alam, dikupas atau dibentuk bujur sangkar secara kasar, atau blok empat persegi panjang (termasuk bujur sangkar), pelat, lembaran atau strip, termasuk sharp-edged blanks untuk sumbat atau penutup)."
"product_code_450300_goods","450300","Barang dari gabus alam."
"product_code_450400_goods","450400","Gabus diaglomerasi (dengan atau tanpa zat pengikat) dan barang dari gabus diaglomerasi."
"product_code_460000_goods","460000","Barang dari jerami, dari rumput esparto dan dari bahan anyaman lainnya keranjang dan barang anyaman"
"product_code_460100_goods","460100","Anyaman dan produk semacam itu dari bahan anyaman, strip maupun tidak bahan anyaman, anyaman dan produk semacam itu dari bahan anyaman, diikat bersama menjadi untaian atau tenunan sejajar, dalam bentuk lembaran, merupakan barang jadi maupun tidak (misalny mat, matting, tirai)."
"product_code_460200_goods","460200","Keranjang, barang anyaman dan barang lainny dibuat secara langsung menjadi berbentuk dari bahan anyaman atau dibuat dari barang dalam pos 46.01 barang dari loofah."
"product_code_470000_goods","470000","Pulp dari kayu atau dari bahan selulosa berserat lainnya Kertas atau kertas karton yang dipulihkan (sisa dan skrap)"
"product_code_470100_goods","470100","Pulp kayu mekanik."
"product_code_470200_goods","470200","Pulp kayu kimi dissolving grade."
"product_code_470300_goods","470300","Pulp kayu kimi soda atau sulfat, selain dissolving grade."
"product_code_470400_goods","470400","Pulp kayu kimi sulfit, selain dissolving grade."
"product_code_470500_goods","470500","Pulp kayu yang diperoleh melalui kombinasi proses pembuatan pulp secara mekanik dan kimia."
"product_code_470600_goods","470600","Pulp dari serat yang berasal dari kertas atau kertas karton yang dipulihkan (sisa dan skrap) atau dari bahan selulosa berserat lainnya."
"product_code_470700_goods","470700","Kertas atau kertas karton yang dipulihkan (sisa dan skrap)."
"product_code_480000_goods","480000","Kertas dan kertas karton barang dari pulp kertas, dari kertas atau dari kertas karton"
"product_code_480100_goods","480100","Kertas koran, dalam gulungan atau lembaran."
"product_code_480200_goods","480200","Kertas dan kertas karton tidak dilapisi, dari jenis yang digunakan untuk penulisan, pencetakan atau keperluan grafik lainny serta kertas untuk punch card serta punch tape tidak dilubangi, dalam gulungan atau lembaran empat persegi panjang (termasuk bujur sangkar) dari berbagai ukuran, selain dari pos 48.01 atau 48.03 kertas dan kertas karton buatan tangan."
"product_code_480300_goods","480300","Kertas toilet atau kertas tisu untuk kulit muk kertas handuk atau kertas serbet dan kertas semacam itu dari jenis yang digunakan untuk keperluan rumah tangga atau saniter, gumpalan selulosa dan web dari serat selulos dikisutkan, dikerutkan, diembos, dilubangi, diwarnai permukaanny dihias atau dicetak permukaannya maupun tidak, dalam gulungan atau lembaran."
"product_code_480400_goods","480400","Kertas kraft dan kertas karton tidak dilapisi, dalam gulungan atau lembaran, selain yang dimaksud dalam pos 48.02 atau 48.03."
"product_code_480500_goods","480500","Kertas dan kertas karton tidak dilapisi lainny dalam gulungan atau lembaran, tidak dikerjakan atau diproses lebih lanjut selain yang dirinci dalam Catatan 3 pada Bab ini."
"product_code_480600_goods","480600","Perkamen nabati, kertas tahan lemak, kertas kalkir dan kertas glasin serta kertas transparan dikilapkan atau kertas bening lainny dalam gulungan atau lembaran."
"product_code_480700_goods","480700","Kertas komposit dan kertas karton komposit (dibuat dengan merekatkan beberapa lapisan datar kertas atau kertas karton dengan perekat), permukaannya tidak dilapisi atau diresapi , bagian dalamnya diperkuat maupun tidak, dalam gulungan atau lembaran."
"product_code_480800_goods","480800","Kertas dan kertas karton, bergelombang (dengan atau tanpa dilekati lembaran yang datar permukaannya), dikisutkan, dikerutkan, diembos atau dilubangi, dalam gulungan atau lembaran, selain kertas dari jenis yang diuraikan dalam pos 48.03."
"product_code_480900_goods","480900","Kertas karbon, kertas self-copy dan kertas kopi atau kertas transfer lainnya (termasuk kertas dilapisi atau kertas diresapi untuk stensil duplikator atau pelat offset), dicetak maupun tidak, dalam gulungan atau lembaran."
"product_code_481000_goods","481000","Kertas dan kertas karton, dilapisi satu atau kedua sisinya dengan kaolin (tanah liat Cina) atau zat anorganik lainny dengan atau tanpa bahan pengikat, dan tanpa pelapis lainny diwarnai, dihias atau dicetak permukaannya maupun tidak, dalam gulungan atau lembaran empat persegi panjang (termasuk bujur sangkar) dari berbagai ukuran."
"product_code_481100_goods","481100","Kertas, kertas karton, gumpalan selulosa dan web dari serat selulos dilapisi, diresapi, ditutupi, diwarnai permukaanny dihias atau dicetak permukaanny dalam gulungan atau lembaran empat persegi panjang (termasuk bujur sangkar), dari berbagai ukuran, selain barang dari jenis yang diuraikan dalam pos 48.03, 48.09 atau 48.10."
"product_code_481200_goods","481200","Blok, lempengan dan pelat saring, dari pulp kertas."
"product_code_481300_goods","481300","Kertas sigaret, dipotong menurut ukuran maupun tidak, baik dalam bentuk buklet atau tabung."
"product_code_481400_goods","481400","Wallpaper dan penutup dinding semacam itu kertas transparansi untuk jendela."
"product_code_481600_goods","481600","Kertas karbon, kertas self-copy dan kertas kopi atau kertas transfer lainnya (selain yang dimaksud dalam pos 48.09), stensil duplikator dan pelat offset, dari kertas, disiapkan dalam kotak maupun tidak."
"product_code_481700_goods","481700","Amplop, kartu surat, kartu pos polos dan kartu korespondensi, dari kertas atau kertas karton kotak, kantong, dompet dan kompendium tulisan, dari kertas atau kertas karton, berisi bermacam-macam kertas surat."
"product_code_481800_goods","481800","Kertas toilet dan kertas semacam itu, gumpalan selulosa atau web dari serat selulos dari jenis yang digunakan untuk keperluan rumah tangga atau saniter, dalam gulungan dengan lebar tidak melebihi 36 cm, atau dipotong menurut ukuran atau bentuk tertentu saputangan, tisu pembersih, handuk, taplak mej serbet, seprei dan keperluan rumah tangga semacam itu, barang keperluan saniter atau rumah sakit, pakaian dan aksesori pakaian, dari pulp kertas, kertas, gumpalan selulosa atau web serat selulosa."
"product_code_481900_goods","481900","Kardus, kotak, peti, tas dan kemasan lainnya dari kertas, kertas karton, gumpalan selulosa atau web dari serat selulosa kotak arsip, nampan surat dan barang semacam itu, dari kertas atau kertas karton, dari jenis yang digunakan di kantor, di toko atau sejenisnya."
"product_code_482000_goods","482000","Buku daftar, buku kas, buku catatan, buku pesanan, buku tanda terim blok kertas surat, blok kertas memo, buku harian dan barang semacam itu, buku tulis, blok kertas isap, penjilid (lembaran lepas atau lain-lain), map, penyimpan berkas, formulir bermacam-macam bisnis, karbon set bersela lembaran kosong dan barang tulis-menulis lainny dari kertas atau kertas karton album untuk contoh atau untuk koleksi dan sampul buku, dari kertas atau kertas karton."
"product_code_482100_goods","482100","Label kertas atau kertas karton dari segala jenis, dicetak maupun tidak."
"product_code_482200_goods","482200","Bobbin, kelos, cop dan alat penunjang semacam itu dari pulp kertas, kertas atau kertas karton (dilubangi atau dikeraskan maupun tidak)."
"product_code_482300_goods","482300","Kertas, kertas karton, gumpalan selulosa dan web serat selulosa lainny dipotong menurut ukuran atau bentuk barang lainnya dari pulp kertas, kertas, kertas karton, gumpalan selulosa atau web serat selulosa."
"product_code_490000_goods","490000","Buku, koran, gambar cetakan dan produk lainnya dari industri percetakan naskah tulisan tangan, naskah ketikan dan rencana"
"product_code_490100_goods","490100","Buku cetakan, brosur, selebaran dan barang cetakan semacam itu, dalam lembaran tunggal maupun tidak."
"product_code_490200_goods","490200","Koran, jurnal dan majalah berkal bergambar atau berisi iklan maupun tidak."
"product_code_490300_goods","490300","Buku bergambar, buku untuk menggambar atau mewarnai untuk anak-anak."
"product_code_490400_goods","490400","Buku musik, dicetak atau dalam bentuk manuskrip, dijilid atau bergambar maupun tidak."
"product_code_490500_goods","490500","Peta dan peta hidrografi atau peta semacam itu dari segala jenis, termasuk atlas, peta dinding, peta topografi serta bola duni dicetak."
"product_code_490600_goods","490600","Rancangan dan gambar untuk arsitektur, permesinan, industri, perdagangan, topografi atau keperluan semacam itu, asli buatan tangan teks tulisan tangan reproduksi fotografi di atas kertas peka cahaya dan carbon copy dari barang-barang tersebut."
"product_code_490700_goods","490700","Perangko, meterai atau perangko semacam itu belum digunakan, yang berlaku atau baru diterbitkan oleh negar yang mempunyai atau akan mempunyai harga yang nilainya diakui kertas meterai uang kertas formulir cek sertifikat saham, andil atau obligasi dan dokumen kepemilikan semacam itu."
"product_code_490800_goods","490800","Gambar tempel (decalcomania)."
"product_code_490900_goods","490900","Kartu pos dicetak atau diberi gambar kartu ucapan selamat pribadi, pesan atau pengumuman, diberi gambar maupun tidak, dengan atau tanpa amplop atau hiasan."
"product_code_491000_goods","491000","Berbagai jenis kalender, dicetak, termasuk blok kalender."
"product_code_491100_goods","491100","Barang cetakan lainny termasuk gambar dan foto cetakan."
"product_code_500000_goods","500000","Sutra"
"product_code_500100_goods","500100","Kepompong ulat sutra cocok untuk digulung."
"product_code_500200_goods","500200","Sutra mentah (tidak dipintal)."
"product_code_500300_goods","500300","Sisa sutra (termasuk kepompong tidak cocok untuk digulung, sisa benang dan garnetted stock)."
"product_code_500400_goods","500400","Benang sutra (selain benang pintal dari sisa sutra) tidak disiapkan untuk penjualan eceran."
"product_code_500500_goods","500500","Benang pintal dari sisa sutr tidak disiapkan untuk penjualan eceran."
"product_code_500600_goods","500600","Benang sutra dan benang pintal dari sisa sutr disiapkan untuk penjualan eceran benang ulat sutra."
"product_code_500700_goods","500700","Kain tenunan dari sutra atau sisa sutra."
"product_code_510000_goods","510000","Wol, bulu hewan halus atau kasar benang bulu kuda dan kain tenunan"
"product_code_510100_goods","510100","Wol, tidak digaruk atau disisir."
"product_code_510200_goods","510200","Bulu hewan halus atau kasar, tidak digaruk atau disisir."
"product_code_510300_goods","510300","Sisa dari wol atau dari bulu hewan halus atau kasar, termasuk sisa benang tetapi tidak termasuk garnetted stock."
"product_code_510400_goods","510400","Garnetted stock dari wol atau dari bulu hewan halus atau kasar."
"product_code_510500_goods","510500","Wol dan bulu hewan halus atau kasar, digaruk atau disisir (termasuk wol disisir dalam bentuk fragmen)."
"product_code_510600_goods","510600","Benang dari wol digaruk, tidak disiapkan untuk penjualan eceran."
"product_code_510700_goods","510700","Benang dari wol disisir, tidak disiapkan untuk penjualan eceran."
"product_code_510800_goods","510800","Benang dari bulu hewan halus (digaruk atau disisir), tidak disiapkan untuk penjualan eceran."
"product_code_510900_goods","510900","Benang dari wol atau dari bulu hewan halus, disiapkan untuk penjualan eceran."
"product_code_511000_goods","511000","Benang dari bulu hewan kasar atau dari bulu kuda (termasuk benang lilit dari bulu kuda), disiapkan untuk penjualan eceran maupun tidak."
"product_code_511100_goods","511100","Kain tenunan dari wol atau bulu hewan halus digaruk."
"product_code_511200_goods","511200","Kain tenunan dari wol atau bulu hewan halus disisir."
"product_code_511300_goods","511300","Kain tenunan dari bulu hewan kasar atau bulu kuda."
"product_code_520000_goods","520000","Kapas"
"product_code_520100_goods","520100","Kapas, tidak digaruk atau disisir."
"product_code_520200_goods","520200","Sisa kapas (termasuk sisa benang dan garnetted stock)."
"product_code_520300_goods","520300","Kapas, digaruk atau disisir."
"product_code_520400_goods","520400","Benang jahit dari kapas, disiapkan untuk penjualan eceran maupun tidak."
"product_code_520500_goods","520500","Benang kapas (selain benang jahit), mengandung kapas 85 % atau lebih menurut beratny tidak disiapkan untuk penjualan eceran."
"product_code_520600_goods","520600","Benang kapas (selain benang jahit), mengandung kapas kurang dari 85 % menurut beratny tidak disiapkan untuk penjualan eceran."
"product_code_520700_goods","520700","Benang kapas (selain benang jahit) disiapkan untuk penjualan eceran."
"product_code_520800_goods","520800","Kain tenunan dari kapas, mengandung kapas 85 % atau lebih menurut beratny beratnya tidak lebih dari 200 g/m2."
"product_code_520900_goods","520900","Kain tenunan dari kapas, mengandung kapas 85 % atau lebih menurut beratny beratnya lebih dari 200 g/m2."
"product_code_521000_goods","521000","Kain tenunan dari kapas, mengandung kapas kurang dari 85 % menurut beratny dicampur terutama atau semata-mata dengan serat buatan, beratnya tidak lebih dari 200 g/m2."
"product_code_521100_goods","521100","Kain tenunan dari kapas, mengandung kapas kurang dari 85 % menurut beratny dicampur terutama atau semata-mata dengan serat buatan, beratnya lebih dari 200 g/m2."
"product_code_521200_goods","521200","Kain tenunan lainnya dari kapas."
"product_code_530000_goods","530000","Serat tekstil nabati lainnya benang kertas dan kain tenunan Clari benang kertas"
"product_code_530100_goods","530100","Len mentah atau sudah dikerjakan tetapi tidak dipintal tow lena dan sisa lena (termasuk sisa benang dan garnetted stock)."
"product_code_530200_goods","530200","True hemp (Cannabis sativa L.), mentah atau diolah tetapi tidak dipintal tow dan sisa dari true hemp (termasuk sisa benang dan garnetted stock)."
"product_code_530300_goods","530300","Serat jute dan serat tekstil kulit pohon lainnya (tidak termasuk len true hemp dan rami), mentah atau diolah tetapi tidak dipintal tow dan sisa dari serat tersebut (termasuk sisa benang dan garnetted stock)."
"product_code_530500_goods","530500","Serat kelap abaca (serat pisang manila atau Musa textilis Nee), rami dan serat tekstil nabati lainny tidak dirinci atau termasuk dalam pos manapun, mentah atau dikerjakan tetapi tidak dipintal tow, noil dan sisa dari serat itu (termasuk sisa benang dan garnetted stock)."
"product_code_530600_goods","530600","Benang lena."
"product_code_530700_goods","530700","Benang dari serat jute atau dari serat tekstil kulit pohon lainnya dari pos 53.03."
"product_code_530800_goods","530800","Benang dari serat tekstil nabati lainnya benang kertas."
"product_code_530900_goods","530900","Kain tenunan dari lena."
"product_code_531000_goods","531000","Kain tenunan dari serat jute atau dari serat tekstil kulit pohon lainnya dari pos 53.03."
"product_code_531100_goods","531100","Kain tenunan dari serat tekstil nabati lainnya kain tenunan dari benang kertas."
"product_code_540000_goods","540000","Filamen buatan strip dan sejenisnya dari bahan tekstil buatan"
"product_code_540100_goods","540100","Benang jahit dari filamen buatan, disiapkan untuk penjualan eceran maupun tidak."
"product_code_540200_goods","540200","Benang filamen sintetik (selain benang jahit), tidak disiapkan untuk penjualan eceran, termasuk monofilamen sintetik yang kurang dari 67 desiteks."
"product_code_540300_goods","540300","Benang filamen artifisial (selain benang jahit), tidak disiapkan untuk penjualan eceran, termasuk monofilamen artifisial yang kurang dari 67 desiteks."
"product_code_540400_goods","540400","Monofilamen sintetik dengan ukuran 67 desiteks atau lebih dan yang ukuran penampang silangnya tidak ada yang lebih dari 1 mm strip dan sejenisnya (misalny jerami artifisial) dari bahan tekstil sintetik yang mempunyai lebar tidak melebihi 5 mm."
"product_code_540500_goods","540500","Monofilamen artifisial dengan ukuran 67 desiteks atau lebih dan yang ukuran penampang silangnya tidak ada yang lebih dari 1 mm strip dan sejenisnya (misalny jerami artifisial) dari bahan tekstil artifisial yang mempunyai lebar tidak melebihi 5 mm."
"product_code_540600_goods","540600","Benang filamen buatan (selain benang jahit), disiapkan untuk penjualan eceran."
"product_code_540700_goods","540700","Kain tenunan dari benang filamen sintetik, termasuk kain tenunan yang diperoleh dari bahan dari pos 54.04."
"product_code_540800_goods","540800","Kain tenunan dari benang filamen artifisial, termasuk kain tenunan yang diperoleh dari bahan dari pos 54.05."
"product_code_550000_goods","550000","Serat Stapel Buatan"
"product_code_550100_goods","550100","Tow filamen sintetik."
"product_code_550200_goods","550200","Tow filamen artifisial."
"product_code_550300_goods","550300","Serat stapel sintetik, tidak digaruk, disisir atau diproses secara lain untuk dipintal."
"product_code_550400_goods","550400","Serat stapel artifisial, tidak digaruk, disisir atau diproses secara lain untuk dipintal."
"product_code_550500_goods","550500","Sisa (termasuk noil, sisa benang dan garnetted stock) dari serat buatan."
