"id","sequence","name","description","invoice_label","amount","amount_type","type_tax_use","active","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","description@da_DK","invoice_label@da_dk","fiscal_position_ids","original_tax_ids","invoice_legal_notes","invoice_legal_notes@da_DK"
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","R-A-Y","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_keuy4","62","K_EU_Ydelser_ArealFradrag","Purchase of services, reverse payment obligation (EU), Area-based deductibility real estate","","25.0","percent","purchase","True","base","invoice","","R-A-Y","","Ydelseskøb, omvendt betalingspligt (EU), Arealbaseret fradragsret fast ejendom","","fiscal_position_template_eu_taxid","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","R-A-Y","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_kleu2","63","K_EU_Leasinghvidpladebil_Fradrag","Leasing of white plate car in min. 6 months abroad (invoice)","25 %","25.0","percent","purchase","True","base","invoice","","","","Leasing af hvidpladebil i min. 6 mdr.  Udlandet (faktura)","25 %","fiscal_position_template_eu_taxid","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","25","","","","","",""
"","","","","","","","","","tax","invoice","","","75","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","25","","","","","",""
"","","","","","","","","","tax","refund","","","75","","","","","",""
"tax_kleu3","64","K_EU_Leasinghvidpladebil_DelvisFradrag","Leasing of white plate car in min. 6 months abroad (invoice x pro rata)","25 %","25.0","percent","purchase","True","base","invoice","","","","Leasing af hvidpladebil i min. 6 mdr.  Udlandet (faktura x pro rata)","25 %","fiscal_position_template_eu_taxid","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","25","","","","","",""
"","","","","","","","","","tax","invoice","","","75","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","25","","","","","",""
"","","","","","","","","","tax","refund","","","75","","","","","",""
"tax_keuyl1","65","K_EU_Gulpladebil_FradragPrivat","Leasing of a yellow plate car from a foreign lessor, (private and mixed purposes as well as businesses)","","25.0","percent","purchase","True","base","invoice","","R-A-Y","","Leasing af gulpladebil fra udenlandsk leasinggiver, (private og blandede formål samt erhverv)","","fiscal_position_template_eu_taxid","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","R-A-Y","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_keumf","66","K_EU_Momsfritaget","VAT-exempt purchases of goods and services (EU)","0 %","0.0","percent","purchase","True","base","invoice","","","","Momsfritagede køb af varer og ydelser (EU) ","0 %","fiscal_position_template_eu_taxid","","",""
"","","","","","","","","","tax","invoice","","","","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","","","","","","","","",""
"tax_k%euv1","67","K_ejEU_Varer_FuldFradrag","Purchase of goods, Import VAT (% EU), fully deductible (100%)","","25.0","percent","purchase","True","base","invoice","","","","Varekøb, Importmoms (% EU), fuldt fradragsberettiget (100%)","","fiscal_position_template_3lande","tax_k1","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7700","MVU","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7700","MVU","-100","","","","","",""
"tax_k%euv3","68","K_ejEU_Varer_SkoennetFradrag","Purchase of goods, import VAT (% EU), discretionary deduction","","25.0","percent","purchase","True","base","invoice","","","","Varekøb, importmoms (% EU), skønsmæssigt fradrag","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7700","MVU","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7700","MVU","-100","","","","","",""
"tax_k%euv0","69","K_ejEU_Varer_IngenFradrag","Purchase of goods, import VAT (% EU), no deduction","","25.0","percent","purchase","True","base","invoice","","","","Varekøb, importmoms (% EU), ingen fradrag","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"tax_k%euv2","69","K_ejEU_Varer_DelvisFradrag","Purchase of goods, import VAT (% EU), Partial deduction (pro rata)","","25.0","percent","purchase","True","base","invoice","","","","Varekøb, importmoms (% EU), Delvis fradrag (pro rata)","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7700","MVU","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7700","MVU","-100","","","","","",""
"tax_k%euv4","70","K_ejEU_Varer_ArealFradrag","Purchase of goods, import VAT (% EU), Area-based real estate deduction","","25.0","percent","purchase","True","base","invoice","","","","Varekøb, importmoms (% EU), Arealbaseret fradragsret fast ejendom","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7700","MVU","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7700","MVU","-100","","","","","",""
"tax_k%euy1","71","K_ejEU_Ydelser_FuldFradrag","Purchase of services, reverse payment obligation (% EU), fully deductible (100%)","","25.0","percent","purchase","True","base","invoice","","","","Ydelseskøb, omvendt betalingspligt (% EU), fuldt fradragsberettiget (100%)","","fiscal_position_template_3lande","tax_k1y","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_k%euy3","72","K_ejEU_OmvBetPl_Ydelser_SkoennetFradrag","Service purchase, reverse payment obligation (% EU), discretionary deduction","","25.0","percent","purchase","True","base","invoice","","","","Ydelseskøb, omvendt betalingspligt (% EU), skønsmæssigt fradrag","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_k%euy0","73","K_ejEU_OmvBetPl_Ydelser_IngenFradrag","Purchase of services, reverse payment obligation (% EU), no deductions","","25.0","percent","purchase","True","base","invoice","","","","Ydelseskøb, omvendt betalingspligt (% EU), ingen fradrag","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_k%euy2","74","K_ejEU_OmvBetPl_Ydelser_DelvisFradrag","Purchase of services, reverse obligation to pay (% EU), Partial deduction","","25.0","percent","purchase","True","base","invoice","","","","Ydelseskøb, omvendt betalingspligt (% EU), Delvis fradrag","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
"tax_k%euy4","75","K_ejEU_OmvBetPl_Ydelser_ArealFradrag","Purchase of services, reverse payment obligation (% EU), Area-based deductibility real estate","","25.0","percent","purchase","True","base","invoice","","","","Ydelseskøb, omvendt betalingspligt (% EU), Arealbaseret fradragsret fast ejendom","","fiscal_position_template_3lande","","",""
"","","","","","","","","","tax","invoice","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","invoice","dk_coa_7720","MYUOB","-100","","","","","",""
"","","","","","","","","","base","refund","","","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7740","KM","","","","","","",""
"","","","","","","","","","tax","refund","dk_coa_7720","MYUOB","-100","","","","","",""
