"id","code","name","tag_ids","account_type","description","reconcile","active","depreciation_model_id","non_trade","parent_id","name@ko_KR","description@ko_KR"
"l10n_kr_220110","220110","Bonds Payable","account.account_tag_financing","liability_non_current","Corporate bonds issued to financial market investors.","False","True","","False","l10n_kr_220100","사채","장기 자금 조달을 목적으로 일반 투자자에게 발행한 회사채(사채)입니다."
"l10n_kr_220200","220200","Convertible Bonds","","liability_non_current","Parent account for convertible bonds.","False","False","","False","l10n_kr_220000","전환사채","전환사채의 통합 집계 계정입니다."
"l10n_kr_220210","220210","Convertible Bonds","account.account_tag_financing","liability_non_current","Corporate bonds that can be converted into common stock.","False","True","","False","l10n_kr_220200","전환사채","일정 조건에 따라 발행회사의 보통주로 전환할 수 있는 권리가 부여된 전환사채입니다."
"l10n_kr_220300","220300","Bonds with Warrants","","liability_non_current","Parent account for bonds with warrants.","False","False","","False","l10n_kr_220000","신주인수권부사채","신주인수권부사채의 통합 집계 계정입니다."
"l10n_kr_220310","220310","Bonds with Warrants","account.account_tag_financing","liability_non_current","Corporate bonds issued with detached warrants to buy stock.","False","True","","False","l10n_kr_220300","신주인수권부사채","신주를 인수할 수 있는 권리가 부여된 신주인수권부사채입니다."
"l10n_kr_220400","220400","Long-term Borrowings","","liability_non_current","Parent account for long-term borrowings.","False","False","","False","l10n_kr_220000","장기차입금","장기차입금의 통합 집계 계정입니다."
"l10n_kr_220410","220410","Long-term Borrowings","account.account_tag_financing","liability_non_current","Long-term bank loans with maturities exceeding one year.","True","True","","False","l10n_kr_220400","장기차입금","금융기관 등으로부터 차입한 자금 중 상환 기일이 1년을 초과하는 장기차입금입니다."
"l10n_kr_220500","220500","Provision for Severance Benefits","","liability_non_current","Parent account for provision for severance benefits.","False","False","","False","l10n_kr_220000","퇴직급여충당부채","퇴직급여충당부채의 통합 집계 계정입니다."
"l10n_kr_220510","220510","Provision for Severance Benefits","account.account_tag_operating","liability_non_current","Estimated provision reserves for future employee severance payouts.","False","True","","False","l10n_kr_220500","퇴직급여충당부채","임직원이 기말 현재 전원 퇴직할 경우 지급해야 할 퇴직급여 추산액(퇴직급여충당부채)입니다."
"l10n_kr_220600","220600","Provision for Product Warranties","","liability_non_current","Parent account for provision for product warranties.","False","False","","False","l10n_kr_220000","장기제품보증충당부채","장기제품보증충당부채의 통합 집계 계정입니다."
"l10n_kr_220610","220610","Provision for Product Warranties","account.account_tag_operating","liability_non_current","Estimated provision reserves for future product warranty and repair obligations.","False","True","","False","l10n_kr_220600","장기제품보증충당부채","매출 이후 발생할 제품의 무상 수리 및 보증 의무를 대비하여 설정한 장기제품보증충당부채입니다."
"l10n_kr_220700","220700","Deferred Tax Liabilities","","liability_non_current","Parent account for long-term deferred tax liabilities.","False","False","","False","l10n_kr_220000","이연법인세부채","비유동 이연법인세부채의 통합 집계 계정입니다."
"l10n_kr_220710","220710","Deferred Tax Liabilities","account.account_tag_operating","liability_non_current","Long-term deferred tax liabilities.","False","True","","False","l10n_kr_220700","이연법인세부채","가산할 일시적차이로 인하여 미래(1년 초과)에 추가로 부담하게 될 법인세액(비유동 이연법인세부채)입니다."
"l10n_kr_220900","220900","Other Non-current Liabilities","","liability_non_current","Parent account for miscellaneous non-current liabilities.","False","False","","False","l10n_kr_220000","기타비유동부채","기타비유동부채의 통합 집계 계정입니다."
"l10n_kr_220910","220910","Other Non-current Liabilities","account.account_tag_operating","liability_non_current","Miscellaneous long-term liabilities.","False","True","","False","l10n_kr_220900","기타비유동부채","다른 항목으로 분류되지 않는 기타비유동부채입니다."
"l10n_kr_310000","310000","Capital Stock","","equity","Parent account for core par value share capital.","False","False","","False","","자본금","법정자본금의 통합 집계 계정입니다."
"l10n_kr_310100","310100","Common Stock","","equity","Parent account for common stock.","False","False","","False","l10n_kr_310000","보통주자본금","보통주자본금의 통합 집계 계정입니다."
"l10n_kr_310110","310110","Common Stock","account.account_tag_financing","equity","Core common stock issued at par value.","False","True","","False","l10n_kr_310100","보통주자본금","기본 의결권이 부여된 보통주를 발행하여 조달한 법정자본금입니다."
"l10n_kr_310200","310200","Preferred Stock","","equity","Parent account for preferred stock.","False","False","","False","l10n_kr_310000","우선주자본금","우선주자본금의 통합 집계 계정입니다."
"l10n_kr_310210","310210","Preferred Stock","account.account_tag_financing","equity","Preferred stock issued with dividend or liquidation preferences.","False","True","","False","l10n_kr_310200","우선주자본금","이익 배당이나 잔여재산 분배에 우선적 지위를 가지는 우선주를 발행하여 조달한 법정자본금입니다."
"l10n_kr_320000","320000","Capital Surplus","","equity","Parent account for capital surplus reserves.","False","False","","False","","자본잉여금","주주와의 자본거래에서 발생하여 자본을 증가시키는 자본잉여금 통합 집계 계정입니다."
"l10n_kr_320100","320100","Paid-in Capital in Excess of Par Value","","equity","Parent account for paid-in capital in excess of par value.","False","False","","False","l10n_kr_320000","주식발행초과금","주식발행초과금의 통합 집계 계정입니다."
"l10n_kr_320110","320110","Paid-in Capital in Excess of Par Value","account.account_tag_financing","equity","Premium received over the par value when new shares are issued.","False","True","","False","l10n_kr_320100","주식발행초과금","주식 발행 시 액면금액을 초과하여 납입된 프리미엄 금액(주식발행초과금)입니다."
"l10n_kr_320200","320200","Other Capital Surplus","","equity","Parent account for other capital surplus.","False","False","","False","l10n_kr_320000","기타자본잉여금","기타자본잉여금의 통합 집계 계정입니다."
"l10n_kr_320210","320210","Other Capital Surplus","account.account_tag_financing","equity","Miscellaneous capital surplus items like gains on capital reduction.","False","True","","False","l10n_kr_320200","기타자본잉여금","감자차익 및 자기주식처분이익 등 주식발행초과금 외의 기타자본잉여금입니다."
"l10n_kr_330000","330000","Capital Adjustments","","equity","Parent account for temporary capital adjustment items.","False","False","","False","","자본조정","자본거래에 해당하나 최종 자본으로 볼 수 없거나 자본의 가감 성격인 자본조정 통합 집계 계정입니다."
"l10n_kr_330100","330100","Treasury Stock","","equity","Parent account for treasury stock.","False","False","","False","l10n_kr_330000","자기주식","자기주식의 통합 집계 계정입니다."
"l10n_kr_330110","330110","Treasury Stock","account.account_tag_financing","equity","Issued shares bought back and held by the company.","False","True","","False","l10n_kr_330100","자기주식","회사가 기발행한 주식을 매입하여 처분하거나 소각하기 전까지 임시로 보유하는 자기주식(자본차감)입니다."
"l10n_kr_330900","330900","Other Capital Adjustments","","equity","Parent account for miscellaneous capital adjustments.","False","False","","False","l10n_kr_330000","기타자본조정","기타 자본조정 항목의 통합 집계 계정입니다."
"l10n_kr_330910","330910","Discount on Stock Issuance","account.account_tag_financing","equity","Deduction entry created when new stock is issued below par value.","False","True","","False","l10n_kr_330900","주식할인발행차금","주식 발행 시 액면금액에 미달하여 납입된 금액(주식할인발행차금)입니다."
"l10n_kr_330920","330920","Stock Options","account.account_tag_financing","equity","Capital additions representing stock options granted to employees.","False","True","","False","l10n_kr_330900","주식선택권","임직원에게 부여한 주식선택권(스톡옵션)의 공정가치를 인식한 자본 가산 항목입니다."
"l10n_kr_340000","340000","Accumulated Other Comprehensive Income","","equity","Parent account for unrealized gains or losses bypassing the income statement.","False","False","","False","","기타포괄손익누계액","당기순손익에 포함되지 않는 미실현 손익의 잔액인 기타포괄손익누계액 통합 집계 계정입니다."
"l10n_kr_340100","340100","Gain/Loss on Valuation of AFS Securities","","equity","Parent account for AFS securities valuation.","False","False","","False","l10n_kr_340000","매도가능증권평가손익","매도가능증권평가손익의 통합 집계 계정입니다."
"l10n_kr_340110","340110","Gain/Loss on Valuation of AFS Securities","l10n_kr.l10n_kr_account_tag_other_comprehensive_income","equity","Unrealized valuation differences on available-for-sale securities.","False","True","","False","l10n_kr_340100","매도가능증권평가손익","매도가능증권의 공정가치 변동에 따른 미실현 평가손익입니다."
"l10n_kr_340200","340200","Cumulative Translation Adjustments","","equity","Parent account for cumulative translation adjustments.","False","False","","False","l10n_kr_340000","해외사업환산손익","해외사업환산손익의 통합 집계 계정입니다."
"l10n_kr_340210","340210","Cumulative Translation Adjustments","l10n_kr.l10n_kr_account_tag_other_comprehensive_income","equity","Translation adjustments from converting foreign operations.","False","True","","False","l10n_kr_340200","해외사업환산손익","해외사업장의 재무제표를 원화로 환산할 때 발생하는 환산손익입니다."
"l10n_kr_340300","340300","Valuation of Cash Flow Hedges","","equity","Parent account for cash flow hedge valuation.","False","False","","False","l10n_kr_340000","현금흐름위험회피파생상품평가손익","현금흐름위험회피 파생상품평가손익의 통합 집계 계정입니다."
"l10n_kr_340310","340310","Valuation of Cash Flow Hedges","l10n_kr.l10n_kr_account_tag_other_comprehensive_income","equity","Unrealized gains or losses on cash flow hedge derivative positions.","False","True","","False","l10n_kr_340300","현금흐름위험회피파생상품평가손익","현금흐름 위험회피 목적의 파생상품 평가에 따른 미실현 손익입니다."
"l10n_kr_350000","350000","Retained Earnings","","equity","Parent account for accumulated operational profits.","False","False","","False","","이익잉여금","영업활동의 결과 창출된 이익 중 사외로 유출되지 않고 사내에 유보된 이익잉여금 통합 집계 계정입니다."
"l10n_kr_350100","350100","Legal Reserve","","equity","Parent account for legal reserves.","False","False","","False","l10n_kr_350000","법정적립금","법정적립금의 통합 집계 계정입니다."
"l10n_kr_350110","350110","Legal Reserve","","equity","Statutory reserves mandated under corporate law.","False","True","","False","l10n_kr_350100","법정적립금","상법 등 관련 법령에 따라 의무적으로 이익잉여금에서 유보해야 하는 이익준비금 등 법정적립금입니다."
"l10n_kr_350200","350200","Voluntary Reserve","","equity","Parent account for voluntary reserves.","False","False","","False","l10n_kr_350000","임의적립금","임의적립금의 통합 집계 계정입니다."
"l10n_kr_350210","350210","Voluntary Reserve","","equity","Voluntary reserves established via board or shareholder decisions.","False","True","","False","l10n_kr_350200","임의적립금","정관이나 주주총회의 결의에 따라 회사가 임의의 목적으로 유보한 임의적립금입니다."
"l10n_kr_350300","350300","Unappropriated Retained Earnings","","equity","Parent account for unappropriated retained earnings.","False","False","","False","l10n_kr_350000","미처분이익잉여금","미처분이익잉여금의 통합 집계 계정입니다."
"l10n_kr_350310","350310","Unappropriated Retained Earnings","","equity","Retained earnings available for dividend distribution.","False","True","","False","l10n_kr_350300","미처분이익잉여금","당기말 현재 배당이나 다른 목적의 적립금으로 아직 처분되지 않은 미처분이익잉여금입니다."
"l10n_kr_350900","350900","Undistributed Profits/Losses","","equity_unaffected","Parent account for current period profits or losses.","False","False","","False","l10n_kr_350000","당기순이익","당기순이익의 통합 집계 계정입니다."
"l10n_kr_350999","350999","Undistributed Profits/Losses","","equity_unaffected","System account capturing current period net income or loss.","False","True","","False","l10n_kr_350900","당기순이익(미처리결손금)","결산 시 시스템에서 당기의 순손익을 집계하여 일시적으로 보관하는 미처리결손금(당기순이익) 계정입니다."
"l10n_kr_401000","401000","Sales of Merchandise","account.account_tag_operating","income","Revenue generated from selling purchased trading merchandise.","False","True","","False","","상품매출","외부에서 매입한 상품을 판매하여 발생한 매출액입니다."
"l10n_kr_402000","402000","Sales of Finished Goods","account.account_tag_operating","income","Revenue generated from selling in-house manufactured finished products.","False","True","","False","","제품매출","자가 제조한 제품을 판매하여 발생한 매출액입니다."
"l10n_kr_403000","403000","Sales of Semi-finished Goods","account.account_tag_operating","income","Revenue from selling partially manufactured semi-finished goods.","False","True","","False","","반제품매출액","제조 과정 중에 있는 반제품을 그대로 외부로 판매하여 발생한 매출액입니다."
"l10n_kr_404000","404000","Sales of By-products","account.account_tag_operating","income","Revenue from selling by-products generated during manufacturing.","False","True","","False","","부산물매출액","주산물의 제조 과정에서 부수적으로 발생하는 부산물을 판매하여 발생한 매출액입니다."
"l10n_kr_405000","405000","Sales of Scrap","account.account_tag_operating","income","Revenue from selling scrap or physical production waste.","False","True","","False","","작업폐물매출액","생산 공정에서 발생하는 작업폐물 및 스크랩을 판매하여 발생한 매출액입니다."
"l10n_kr_406000","406000","Export Sales","account.account_tag_operating","income","Revenue realized through foreign export transactions.","False","True","","False","","수출액","국외 거래처로 재화를 직접 수출하여 발생한 매출액입니다."
"l10n_kr_407000","407000","Long-term Installment Sales","account.account_tag_operating","income","Revenue recognized via long-term installment commercial contracts.","False","True","","False","","장기할부매출액","대금을 1년 이상에 걸쳐 분할 회수하는 장기할부 조건으로 판매한 매출액입니다."
"l10n_kr_411000","411000","Service Revenue","account.account_tag_operating","income","Revenue derived from providing contract services, technical labor, or consulting.","False","True","","False","","서비스매출","용역 제공, 기술 자문 등 서비스를 제공하여 발생한 서비스 매출액입니다."
"l10n_kr_451000","451000","Cost of Merchandise Sold","account.account_tag_operating","expense_direct_cost","Cost value of trading merchandise units sold.","False","True","","False","","상품매출원가","당기 중 판매된 상품의 매입원가(기초상품재고액 + 당기상품매입액 - 기말상품재고액)입니다."
"l10n_kr_452000","452000","Cost of Finished Goods Sold","account.account_tag_operating","expense_direct_cost","Cost value of manufactured finished products sold.","False","True","","False","","제품매출원가","당기 중 판매된 자가 제조 제품의 제조원가(기초제품재고액 + 당기제품제조원가 - 기말제품재고액)입니다."
"l10n_kr_453000","453000","Cost of Semi-finished Goods Sold","account.account_tag_operating","expense_direct_cost","Cost value of semi-finished goods sold.","False","True","","False","","반제품매출원가","당기 중 외부로 직접 판매된 반제품의 가공 원가입니다."
"l10n_kr_501000","501000","Raw Material Purchases","account.account_tag_operating","expense_direct_cost","Purchase costs of raw materials consumed in production.","False","True","","False","","원재료비","당기 제품 생산을 위해 공정에 투입되어 소비된 원재료비입니다."
"l10n_kr_502000","502000","Direct Labor (Wages)","account.account_tag_operating","expense_direct_cost","Wages and salaries paid to direct factory production workers.","False","True","","False","","임금","공장 생산직 근로자에게 지급되는 임금 및 제수당 등 직접 노무비입니다."
"l10n_kr_503000","503000","Severance Pay (Mfg)","account.account_tag_operating","expense_direct_cost","Severance and retirement benefits accrued for factory personnel.","False","True","","False","","퇴직급여(제조)","공장 생산직 근로자에게 지급하는 퇴직금 또는 퇴직급여충당부채 전입액입니다."
"l10n_kr_504000","504000","Employee Benefits (Mfg)","account.account_tag_operating","expense_direct_cost","Welfare, health insurance, and meals expenses for factory workers.","False","True","","False","","복리후생비(제조)","공장 직원들의 식대, 4대보험 회사부담금 등 복리후생비(제조원가)입니다."
"l10n_kr_505000","505000","Utilities (Mfg)","account.account_tag_operating","expense_direct_cost","Electricity, gas, and water supply expenses consumed by the factory.","False","True","","False","","수도광열비(제조)","공장 가동을 위해 소비된 산업용 전력, 가스, 수도 요금(제조원가)입니다."
"l10n_kr_506000","506000","Taxes and Dues (Mfg)","account.account_tag_operating","expense_direct_cost","Property taxes, vehicle taxes, and association dues related to the factory.","False","True","","False","","세금과공과(제조)","공장 부지 재산세, 생산용 차량 자동차세 등 공장과 관련된 세금과공과(제조원가)입니다."
"l10n_kr_507000","507000","Rent (Mfg)","account.account_tag_operating","expense_direct_cost","Rental and lease expenses for factory buildings or production machinery.","False","True","","False","","임차료(제조)","공장 건물, 부지 또는 생산 기계장치 임차에 따른 임차료(제조원가)입니다."
"l10n_kr_508000","508000","Maintenance (Mfg)","account.account_tag_operating","expense_direct_cost","Maintenance and repair costs for factory machinery and buildings.","False","True","","False","","수선비(제조)","공장 건물이나 생산용 기계장치 등의 유지 보수를 위해 지출한 수선비(제조원가)입니다."
"l10n_kr_509000","509000","Consumables (Mfg)","account.account_tag_operating","expense_direct_cost","Consumable tools and supplies used during factory operations.","False","True","","False","","소모품비(제조)","공장 생산 라인에서 소비되는 소모성 기구, 부품 및 소모품비(제조원가)입니다."
"l10n_kr_510000","510000","Outsourced Processing Costs","account.account_tag_operating","expense_direct_cost","Processing fees paid to external subcontractors for manufacturing.","False","True","","False","","외주가공비","제품 가공 및 제조의 일부 공정을 외부 업체에 위탁하여 발생하는 외주가공비(제조원가)입니다."
"l10n_kr_515000","515000","Manufacturing Cost Absorption","account.account_tag_operating","expense_direct_cost","Contra account used to absorb direct and overhead manufacturing costs into work in process.","False","True","","False","","제조원가배부차감","결산 시 당기 발생 제조원가를 재공품 계정으로 대체(흡수)하기 위한 상계용 차감 계정입니다."
"l10n_kr_520000","520000","Depreciation Exp - Buildings (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to factory buildings.","False","True","","False","","감가상각비-건물(제조)","제품 생산에 사용되는 공장 건물의 당기 감가상각비(제조원가)입니다."
"l10n_kr_521000","521000","Depreciation Exp - Structures (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to factory structures.","False","True","","False","","감가상각비-구축물(제조)","공장 부지 내 구축물의 당기 감가상각비(제조원가)입니다."
"l10n_kr_522000","522000","Depreciation Exp - Machinery (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to production machinery.","False","True","","False","","감가상각비-기계장치(제조)","생산용 기계장치 및 자동화 설비의 당기 감가상각비(제조원가)입니다."
"l10n_kr_523000","523000","Depreciation Exp - Vehicles (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to factory logistics vehicles.","False","True","","False","","감가상각비-차량운반구(제조)","공장 내 화물차, 지게차 등 차량운반구의 당기 감가상각비(제조원가)입니다."
"l10n_kr_524000","524000","Depreciation Exp - Fixtures (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to factory-level fixtures.","False","True","","False","","감가상각비-비품(제조)","공장 작업실에서 사용하는 집기비품의 당기 감가상각비(제조원가)입니다."
"l10n_kr_525000","525000","Depreciation Exp - Equipment (Mfg)","account.account_tag_operating","expense_direct_cost","Depreciation expenses allocated to factory utility equipment.","False","True","","False","","감가상각비-설비자산(제조)","공장 동력 설비 등 기타 설비자산의 당기 감가상각비(제조원가)입니다."
"l10n_kr_801000","801000","Salaries","account.account_tag_operating","expense","Salaries, bonuses, and allowances paid to office and administrative staff.","False","True","","False","","급여","본사 임직원 및 일반 관리·영업 직원에게 지급하는 급여, 상여금 및 제수당입니다."
"l10n_kr_802000","802000","Severance Pay","account.account_tag_operating","expense","Severance and retirement expenses accrued for office staff.","False","True","","False","","퇴직급여","본사 임직원에게 지급하는 퇴직금 또는 당기 퇴직급여충당부채 전입액입니다."
"l10n_kr_803000","803000","Employee Benefits","account.account_tag_operating","expense","Welfare, health insurance, and meals for office employees.","False","True","","False","","복리후생비","본사 직원의 식대, 경조사비, 4대보험 회사부담금 등 판매비와관리비에 속하는 복리후생비입니다."
"l10n_kr_804000","804000","Rent","account.account_tag_operating","expense","Rental payments for corporate offices and sales facilities.","False","True","","False","","임차료","본사 사무실, 영업 지점 매장 등의 부동산 임차에 따른 임차료입니다."
"l10n_kr_805000","805000","Entertainment","account.account_tag_operating","expense","Expenses incurred for client relationships and business entertainment.","False","True","","False","","접대비","거래처와의 영업 관계 유지를 위해 지출한 교제비, 식사비, 선물 구입비 등 접대비입니다."
"l10n_kr_806000","806000","Taxes and Dues","account.account_tag_operating","expense","Corporate dues, vehicle taxes, and municipal taxes for office operations.","False","True","","False","","세금과공과","본사 사무실 및 영업과 관련하여 발생하는 재산세, 자동차세, 상공회의소 회비 등 세금과공과입니다."
"l10n_kr_807000","807000","Advertising Expenses","account.account_tag_operating","expense","Marketing, media advertising, and promotional campaign expenses.","False","True","","False","","광고선전비","제품 홍보 및 판촉을 위해 지출한 미디어 광고, 판촉물 제작 등 광고선전비입니다."
"l10n_kr_808000","808000","Research Expenses","account.account_tag_operating","expense","Expenses incurred during the initial research phase for new products.","False","True","","False","","연구비","신제품 및 신기술 개발 이전의 탐색 및 연구 단계에서 발생한 연구비(비용)입니다."
"l10n_kr_809000","809000","Ordinary Development Expenses","account.account_tag_operating","expense","Routine development costs that do not meet capitalization criteria.","False","True","","False","","경상개발비","제품 개선 등 개발 활동에서 발생했으나 무형자산(개발비) 인식 요건을 충족하지 못한 경상개발비입니다."
"l10n_kr_810000","810000","Bad Debt Expense","account.account_tag_operating","expense","Expenses recognized for uncollectible trade accounts or notes receivable.","False","True","","False","","대손상각비","주된 영업활동에서 발생한 매출채권 중 회수가 불가능해진 금액을 비용 처리하는 대손상각비입니다."
"l10n_kr_811000","811000","Travel Expenses","account.account_tag_operating","expense","Business travel accommodations, transport fares, and local commuting costs.","False","True","","False","","여비교통비","임직원의 국내외 출장 여비, 숙박비, 항공료 및 시내 교통비 등 여비교통비입니다."
"l10n_kr_812000","812000","Communication Expenses","account.account_tag_operating","expense","Corporate phone bills, internet networks, and postal delivery fees.","False","True","","False","","통신비","본사 전화요금, 인터넷 회선료, 우편 및 택배 발송 비용 등 통신비입니다."
"l10n_kr_813000","813000","Utilities","account.account_tag_operating","expense","Electricity, gas, and water supply expenses for corporate offices.","False","True","","False","","수도광열비","본사 및 영업 사무실 운영에 소요되는 전력, 가스, 수도 및 냉난방 요금인 수도광열비입니다."
"l10n_kr_814000","814000","Insurance","account.account_tag_operating","expense","Insurance premiums covering corporate assets, fire risks, and liabilities.","False","True","","False","","보험료","본사 건물 화재보험, 업무용 차량 자동차보험 및 책임보험 등 보험료입니다."
"l10n_kr_815000","815000","Vehicle Maintenance","account.account_tag_operating","expense","Fuel costs, repairs, tolls, and maintenance fees for corporate cars.","False","True","","False","","차량유지비","업무용 승용차의 유류비, 수리비, 주차료 및 통행료 등 차량유지비입니다."
"l10n_kr_816000","816000","Books and Printing","account.account_tag_operating","expense","Books, newspaper subscriptions, and office printing supplies.","False","True","","False","","도서인쇄비","도서 구입, 신문 구독, 각종 인쇄 대금 및 복사기 관련 비용 등 도서인쇄비입니다."
"l10n_kr_817000","817000","Education and Training","account.account_tag_operating","expense","External training seminars, educational materials, and tuition support.","False","True","","False","","교육훈련비","임직원의 직무 능력 향상을 위한 사내외 위탁 교육비, 세미나 참가비 등 교육훈련비입니다."
"l10n_kr_818000","818000","Consumables","account.account_tag_operating","expense","General office stationery, ink cartridges, and small low-value supplies.","False","True","","False","","소모품비","사무용 문구류, 잉크 카트리지 및 취득가액이 낮은 소모품 구입 비용입니다."
"l10n_kr_819000","819000","Commissions","account.account_tag_operating","expense","Fees paid for outsourced professional services like accounting and legal counsel.","False","True","","False","","지급수수료","세무대리, 법률 자문, 경영 컨설팅 등 외부 전문가에게 지급하는 지급수수료입니다."
"l10n_kr_820000","820000","Depreciation Exp - Buildings","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to office buildings.","False","True","","False","","감가상각비-건물","본사 및 영업용으로 사용하는 건물의 당기 감가상각비입니다."
"l10n_kr_821000","821000","Depreciation Exp - Structures","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to non-factory physical structures.","False","True","","False","","감가상각비-구축물","본사 부지 내 주차장 설비, 담장 등 영업용 구축물의 당기 감가상각비입니다."
"l10n_kr_822000","822000","Depreciation Exp - Machinery","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to office or non-production machinery.","False","True","","False","","감가상각비-기계장치","비생산 영업용 기계장치의 당기 감가상각비입니다."
"l10n_kr_823000","823000","Depreciation Exp - Vehicles","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to executive and sales staff cars.","False","True","","False","","감가상각비-차량운반구","본사 업무용 승용차 및 영업용 차량운반구의 당기 감가상각비입니다."
"l10n_kr_824000","824000","Depreciation Exp - Fixtures","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to office furniture and computers.","False","True","","False","","감가상각비-비품","본사 사무실용 책상, 의자, 컴퓨터 등 영업용 비품의 당기 감가상각비입니다."
"l10n_kr_825000","825000","Depreciation Exp - Equipment","account.account_tag_operating","expense_depreciation","Depreciation expenses allocated to general corporate operations equipment.","False","True","","False","","감가상각비-설비자산","본사 및 영업 지원 목적의 기타 설비자산 당기 감가상각비입니다."
"l10n_kr_826000","826000","Amortization of Goodwill","account.account_tag_operating","expense_depreciation","Amortization expense recognized for capitalized goodwill.","False","True","","False","","영업권상각비","영업권에 대하여 당기에 인식한 무형자산상각비입니다."
"l10n_kr_826100","826100","Amortization of Patents","account.account_tag_operating","expense_depreciation","Amortization expense recognized for capitalized patents.","False","True","","False","","산업재산권상각비","특허권 등 산업재산권에 대하여 당기에 인식한 무형자산상각비입니다."
"l10n_kr_826200","826200","Amortization of Development Costs","account.account_tag_operating","expense_depreciation","Amortization expense recognized for capitalized development costs.","False","True","","False","","개발비상각비","자본화된 개발비에 대하여 당기에 인식한 무형자산상각비입니다."
"l10n_kr_826300","826300","Amortization of Software","account.account_tag_operating","expense_depreciation","Amortization expense recognized for capitalized software.","False","True","","False","","소프트웨어상각비","자본화된 소프트웨어에 대하여 당기에 인식한 무형자산상각비입니다."
"l10n_kr_901000","901000","Interest Income","account.account_tag_operating","income_other","Interest earned from bank deposits, loans, or debt instruments.","False","True","","False","","이자수익","보통예금, 단기금융상품, 대여금 등으로부터 발생한 이자수익입니다."
"l10n_kr_902000","902000","Dividend Income","account.account_tag_operating","income_other","Dividends received from stock investments in other entities.","False","True","","False","","배당금수익","타 회사의 주식 등 지분증권에 투자하여 수취한 배당금수익입니다."
"l10n_kr_903000","903000","Rental Income","account.account_tag_operating","income_other","Rental revenues collected from leasing out unused properties.","False","True","","False","","임대료","영업활동 외의 목적으로 보유 중인 부동산 등을 타인에게 임대하여 수취한 임대료 수익입니다."
"l10n_kr_904000","904000","Gain on Disp of Short-term Investments","account.account_tag_investing","income_other","Profits realized upon disposing of short-term financial instruments.","False","True","","False","","단기투자자산처분이익","단기매매증권 등 단기투자자산을 장부금액보다 높은 가액으로 처분하여 발생한 단기투자자산처분이익입니다."
"l10n_kr_905000","905000","Gain on Val of Short-term Investments","account.account_tag_investing","income_other","Unrealized evaluation gains on short-term marketable securities.","False","True","","False","","단기투자자산평가이익","기말에 단기매매증권 등 단기투자자산을 공정가치로 평가하여 발생한 미실현 단기투자자산평가이익입니다."
"l10n_kr_906000","906000","Gain on Foreign Exchange","account.account_tag_operating","income_other","Realized gains arising from the settlement of foreign currency transactions.","False","True","","False","","외환차익","외화 채권 회수나 채무 상환 시 결제 환율의 차이로 인해 실제로 발생한 외환차익입니다."
"l10n_kr_907000","907000","Gain on Foreign Currency Translation","account.account_tag_operating","income_other","Unrealized translation gains computed over foreign currency items at closing.","False","True","","False","","외화환산이익","기말 결산 시 환율 변동에 따라 외화 자산 및 부채를 원화로 환산할 때 발생하는 외화환산이익입니다."
"l10n_kr_908000","908000","Equity in Earnings of Affiliates","account.account_tag_investing","income_other","Net income share attributed from equity-method investee companies.","False","True","","False","","지분법이익","지분법을 적용하는 피투자회사가 당기순이익을 기록함에 따라 회사의 지분율만큼 인식하는 지분법이익입니다."
"l10n_kr_909000","909000","Reversal of Impairment on Long-term Inv","account.account_tag_investing","income_other","Reversals of historical impairment losses recorded on non-current investments.","False","True","","False","","장기투자증권손상차손환입","과거 손상차손을 인식했던 장기투자증권의 회수가능액이 회복되어 당기 수익으로 환입하는 금액입니다."
"l10n_kr_910000","910000","Gain on Disp of Tangible Assets","account.account_tag_investing","income_other","Profits captured upon selling tangible fixed assets.","False","True","","False","","유형자산처분이익","토지, 건물, 기계 등 유형자산을 장부금액보다 높은 가액으로 처분하여 발생한 유형자산처분이익입니다."
"l10n_kr_911000","911000","Gain on Redemption of Bonds","account.account_tag_financing","income_other","Gains achieved by redeeming corporate bonds prior to maturity.","False","True","","False","","사채상환이익","회사가 발행한 사채를 만기 전에 장부금액보다 낮은 가액으로 조기 상환하여 발생한 사채상환이익입니다."
"l10n_kr_912000","912000","Gain on Prior Period Error Corrections","account.account_tag_operating","income_other","Gains resulting from correcting accounting errors from prior fiscal years.","False","True","","False","","전기오류수정이익","전기 이전의 회계적 오류를 당기에 발견하여 수정할 때 발생하는 중대하지 않은 전기오류수정이익입니다."
"l10n_kr_913000","913000","Miscellaneous Income","account.account_tag_operating","income_other","Miscellaneous minor revenues not classified elsewhere.","False","True","","False","","잡이익","금액이 중요하지 않고 다른 계정으로 분류하기 어려운 영업외수익(잡이익)입니다."
