id,code,exception,name,tax_ipi_id:id,tax_ii_id:id,uoe_id:id
ncm_29037724,2903.77.24,,"Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do etano, unicamente com flúor e cloro",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29039924,2903.99.24,,"Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: Outros Derivados halogenados, unicamente com bromo",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29094924,2909.49.24,,"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas (de constituição química definida ou não), e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Éteres-álcoois e seus derivados halogenados, sulfonados, nitrados ou nitrosados: Outros Etilenoglicóis e seus éteres",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29124100,2912.41.00,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Vanilina (aldeído metilprotocatéquico)",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124200,2912.42.00,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Etilvanilina (aldeído etilprotocatéquico)",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124910,2912.49.10,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124920,2912.49.20,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124930,2912.49.30,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124941,2912.49.41,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros Aldeídos-álcoois",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29124949,2912.49.49,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros Aldeídos-álcoois",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29124990,2912.49.90,,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído. - Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29152400,2915.24.00,,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácido acético e seus sais; anidrido acético: Anidrido acético",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29159024,2915.90.24,,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanóico, seus sais e seus ésteres",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29161240,2916.12.40,,"Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: Ésteres do ácido acrílico",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29202400,2920.24.00,,"Ésteres dos outros ácidos inorgânicos de não-metais (exceto os ésteres de halogenetos de hidrogênio) e seus sais; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ésteres de fosfitos e seus sais; seus derivados halogenados, sulfonados, nitrados ou nitrosados: Fosfito de trietila",tax_ipi_0,tax_ii_0,uom.product_uom_kgm
ncm_29211924,2921.19.24,,Compostos de função amina. - Monoaminas acíclicas e seus derivados; sais destes produtos: Outros n-Propilaminas e isopropilaminas; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29214241,2921.42.41,,Compostos de função amina. - Monoaminas aromáticas e seus derivados; sais destes produtos: Derivados da anilina e seus sais Cloronitroanilinas e seus sais,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29214249,2921.42.49,,Compostos de função amina. - Monoaminas aromáticas e seus derivados; sais destes produtos: Derivados da anilina e seus sais Cloronitroanilinas e seus sais,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224110,2922.41.10,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Lisina e seus ésteres; sais destes produtos",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29224190,2922.41.90,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Lisina e seus ésteres; sais destes produtos",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29224210,2922.42.10,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Ácido glutâmico e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224220,2922.42.20,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Ácido glutâmico e seus sais",tax_ipi_0,tax_ii_8,uom.product_uom_kgm
ncm_29224300,2922.43.00,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Ácido antranílico e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224410,2922.44.10,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Tilidina (DCI) e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224420,2922.44.20,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Tilidina (DCI) e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224910,2922.49.10,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224920,2922.49.20,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29224931,2922.49.31,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Ácido iminodiacético e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224932,2922.49.32,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Ácido iminodiacético e seus sais",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224940,2922.49.40,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29224951,2922.49.51,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros alfa-Fenilglicina e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224952,2922.49.52,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros alfa-Fenilglicina e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29224959,2922.49.59,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros alfa-Fenilglicina e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224961,2922.49.61,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Diclofenaco e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29224962,2922.49.62,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Diclofenaco e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29224963,2922.49.63,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Diclofenaco e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29224964,2922.49.64,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Diclofenaco e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29224969,2922.49.69,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros Diclofenaco e seus sais; derivados destes produtos",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29224990,2922.49.90,,"Compostos aminados de funções oxigenadas. - Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos: Outros",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241100,2924.11.00,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Meprobamato (DCI),tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241210,2924.12.10,,"Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Fluoracetamida (ISO), fosfamidona (ISO) e monocrotofós (ISO)",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241220,2924.12.20,,"Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Fluoracetamida (ISO), fosfamidona (ISO) e monocrotofós (ISO)",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241230,2924.12.30,,"Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Fluoracetamida (ISO), fosfamidona (ISO) e monocrotofós (ISO)",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29241911,2924.19.11,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Acetoacetamida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241919,2924.19.19,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Acetoacetamida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241921,2924.19.21,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Formamidas; acetamidas,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241922,2924.19.22,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Formamidas; acetamidas,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29241929,2924.19.29,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Formamidas; acetamidas,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241931,2924.19.31,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Acrilamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241932,2924.19.32,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Acrilamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241939,2924.19.39,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Acrilamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241942,2924.19.42,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Crotonamidas e seus derivados,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29241949,2924.19.49,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Crotonamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241991,2924.19.91,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241992,2924.19.92,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29241993,2924.19.93,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29241994,2924.19.94,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29241999,2924.19.99,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242111,2924.21.11,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Ureínas e seus derivados; sais destes produtos Carbanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242119,2924.21.19,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Ureínas e seus derivados; sais destes produtos Carbanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242120,2924.21.20,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Ureínas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242190,2924.21.90,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Ureínas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242300,2924.23.00,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Ácido 2-acetamidobenzóico (ácido N-acetilantranílico) e seus sais,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242400,2924.24.00,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Etinamato (DCI),tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242500,2924.25.00,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Alaclor (ISO),tax_ipi_0,tax_ii_0,uom.product_uom_kgm
ncm_29242911,2924.29.11,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29242912,2924.29.12,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242913,2924.29.13,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242914,2924.29.14,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242915,2924.29.15,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242919,2924.29.19,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetanilida e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242920,2924.29.20,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242931,2924.29.31,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Carbamatos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242932,2924.29.32,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Carbamatos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242939,2924.29.39,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Carbamatos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242941,2924.29.41,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242943,2924.29.43,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242944,2924.29.44,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242945,2924.29.45,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242946,2924.29.46,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242947,2924.29.47,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242949,2924.29.49,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Acetamidas e seus derivados,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242951,2924.29.51,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Metoxibenzamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242952,2924.29.52,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Metoxibenzamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242959,2924.29.59,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Metoxibenzamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242961,2924.29.61,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Propanamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242962,2924.29.62,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Propanamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242963,2924.29.63,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Propanamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242964,2924.29.64,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Propanamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242969,2924.29.69,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Propanamidas e seus derivados; sais destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242991,2924.29.91,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242992,2924.29.92,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242993,2924.29.93,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242994,2924.29.94,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242995,2924.29.95,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29242996,2924.29.96,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29242999,2924.29.99,,Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos: Outros Outros,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29269024,2926.90.24,,Compostos de função nitrila. - Outros Álcool alfa-ciano-3-fenoxibenzílico e seus derivados; ésteres destes produtos,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29302024,2930.20.24,,Tiocompostos orgânicos. - Tiocarbamatos e ditiocarbamatos Ditiocarbamatos,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29332924,2933.29.24,,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Compostos cuja estrutura contém um ciclo imidazol (hidrogenado ou não) não condensado: Outros Cuja estrutura contém um ciclo benzeno clorado, exceto os que contenham um ciclo nitroimidazol",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29333924,2933.39.24,,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não) não condensado: Outros Cuja estrutura contém cloro, mas não contém flúor nem bromo, em ligação covalente",tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_29349924,2934.99.24,,"Ácidos nucleicos e seus sais, de constituição química definida ou não; outros compostos heterocíclicos. - Outros: Outros Cuja estrutura contém exclusivamente 3 heteroátomos de nitrogênio (azoto) e oxigênio em conjunto, exceto os ácidos nucleicos e seus sais e os produtos compreendidos no item 2934.99.1",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29359024,2935.90.24,,Sulfonamidas. - Outras Cuja estrutura contém outro(s) heterociclo(s),tax_ipi_0,tax_ii_0,uom.product_uom_kgm
