"id","code","name","tag_ids","account_type","description","reconcile","non_trade","active","parent_id","depreciation_model_id","name@zh_HK","description@zh_HK"
"l10n_hk_525100","525100","Advertising","account.account_tag_operating","expense","Marketing and ad campaigns","False","False","True","l10n_hk_525000","","廣告開支","市場營銷、推廣及廣告活動開支"
"l10n_hk_525200","525200","Sales Commission","account.account_tag_operating","expense","Commissions paid to sales staff","False","False","True","l10n_hk_525000","","銷售佣金","支付給銷售人員的佣金"
"l10n_hk_525300","525300","Entertainment","account.account_tag_operating","expense","Client entertainment and meals","False","False","True","l10n_hk_525000","","交際款待及酬酢","客戶相關的交際、款待、餐飲及酬酢開支"
"l10n_hk_525400","525400","Business gift","account.account_tag_operating","expense","Gifts provided to clients","False","False","True","l10n_hk_525000","","商務禮品","送給客戶的禮品"
"l10n_hk_525500","525500","Bar & Restaurant","account.account_tag_operating","expense","Specific dining expenses","False","False","True","l10n_hk_525000","","酒吧及餐廳開支","特定餐飲開支"
"l10n_hk_525600","525600","Food: Reception & delivery","account.account_tag_operating","expense","Catering for events or office","False","False","True","l10n_hk_525000","","食品：招待及外賣","活動或辦公室餐飲到會開支"
"l10n_hk_525700","525700","Travel & Transportation costs","account.account_tag_operating","expense","General travel expenses","False","False","True","l10n_hk_525000","","差旅及交通費用","一般差旅及交通費用"
"l10n_hk_525710","525710","Flights","account.account_tag_operating","expense","Airfare","False","False","True","l10n_hk_525000","","機票","航空機票費用"
"l10n_hk_525720","525720","Hotels","account.account_tag_operating","expense","Accommodation","False","False","True","l10n_hk_525000","","酒店","酒店住宿費用"
"l10n_hk_525730","525730","Public Transportation","account.account_tag_operating","expense","Taxis and mass transit","False","False","True","l10n_hk_525000","","公共交通","的士、大眾運輸等公共交通工具費用"
"l10n_hk_525740","525740","Other travel costs","account.account_tag_operating","expense","Incidental travel costs","False","False","True","l10n_hk_525000","","其他差旅成本","非預期/偶發性的差旅成本"
"l10n_hk_525800","525800","Overseas Traveling","account.account_tag_operating","expense","Specific international business trips","False","False","True","l10n_hk_525000","","海外公幹","特定國際商務行程的費用"
"l10n_hk_525900","525900","Local Delivery","account.account_tag_operating","expense","Local courier and delivery for sales","False","False","True","l10n_hk_525000","","本地送遞服務","銷售相關的本地快遞及派送服務費用"
"l10n_hk_526000","526000","Facilities & Vehicle Expenses","","expense","Parent account for facilities and vehicles","False","False","False","","","設施及車輛開支","設施及車輛開支的母賬戶"
"l10n_hk_526100","526100","Repair and Maintenance","account.account_tag_operating","expense","General repairs","False","False","True","l10n_hk_526000","","維修及保養","一般維修及保養開支"
"l10n_hk_526110","526110","Office Maintenance services","account.account_tag_operating","expense","Specific office repairs","False","False","True","l10n_hk_526000","","辦公室保養服務","特定辦公室維修保養開支"
"l10n_hk_526200","526200","Vehicle rent","account.account_tag_operating","expense","Vehicle leasing","False","False","True","l10n_hk_526000","","車輛租金","車輛租賃費用"
"l10n_hk_526300","526300","Vehicle maintenance","account.account_tag_operating","expense","Repairs for company cars","False","False","True","l10n_hk_526000","","車輛保養","公司車輛維修及保養"
"l10n_hk_526400","526400","Fuel","account.account_tag_operating","expense","Gasoline for company cars","False","False","True","l10n_hk_526000","","燃油費用","公司車輛汽油及柴油費用"
"l10n_hk_526500","526500","Traffic Fees","account.account_tag_operating","expense","Tolls and parking","False","False","True","l10n_hk_526000","","車輛交通費用","道路及隧道收費、泊車費用等"
"l10n_hk_526600","526600","Studies & works","account.account_tag_operating","expense","Research and feasibility studies","False","False","True","l10n_hk_526000","","研究及相關工作","資料搜集、可行性研究等費用"
"l10n_hk_526700","526700","Membership fees","account.account_tag_operating","expense","Professional or trade memberships","False","False","True","l10n_hk_526000","","會員/會籍費用","專業或行業團體會員/會籍費用"
"l10n_hk_529000","529000","Other Operating Expenses","","expense","Parent account for sundry expenses","False","False","False","","","其他營運開支","雜項營運開支的母賬戶"
"l10n_hk_529100","529100","Sundry Expenses","account.account_tag_operating","expense","Miscellaneous small expenses","False","False","True","l10n_hk_529000","","雜項開支","雜項小額開支及費用"
"l10n_hk_529200","529200","Disposal","account.account_tag_operating","expense","Loss on disposal of fixed assets","False","False","True","l10n_hk_529000","","資產處置損失","處置固定資產所引致的損失"
"l10n_hk_529300","529300","Dividend","account.account_tag_financing","expense","Dividends paid (if treated as expense by user setup)","False","False","True","l10n_hk_529000","","股息","已支付的股息 (如使用者設定為當作費用處理)"
"l10n_hk_529400","529400","Foreign Exchange Loss","account.account_tag_operating","expense_other","Realized/Unrealized FX Losses","False","False","True","l10n_hk_529000","","匯兌損失","已實現/未實現的匯兌損失"
"l10n_hk_529500","529500","Cash Discount Loss","account.account_tag_operating","expense_other","Discounts given to customers","False","False","True","l10n_hk_529000","","現金折扣損失","給予客戶的折扣"
"l10n_hk_529600","529600","Deferred Tax Expense/Credit","account.account_tag_operating","expense","Deferred tax provision adjustment","False","False","True","l10n_hk_529000","","遞延稅項開支/貸記款項","遞延稅務撥備調整"
"l10n_hk_530000","530000","Finance Costs","l10n_hk.account_tag_finance_costs","expense","Parent account for Finance Costs","False","False","False","","","財務成本","財務成本的母賬戶"
"l10n_hk_530100","530100","Interest Expense on Bank Loans","account.account_tag_operating,l10n_hk.account_tag_finance_costs","expense","Interest on bank borrowing","False","False","True","l10n_hk_530000","","銀行借貸利息開支","向銀行借貸的利息開支"
"l10n_hk_530200","530200","Interest Expense on Leases","account.account_tag_operating,l10n_hk.account_tag_finance_costs","expense","Interest on lease liabilities","False","False","True","l10n_hk_530000","","租賃利息開支","租賃負債的利息開支"
"l10n_hk_540000","540000","Income Tax Expense","l10n_hk.account_tag_income_tax_expense","expense","Parent account for Income Taxes","False","False","False","","","利得稅/所得稅開支","利得稅/所得稅開支的母賬戶"
"l10n_hk_540100","540100","Hong Kong Profits Tax","account.account_tag_operating,l10n_hk.account_tag_income_tax_expense","expense","Current year HK profits tax","False","False","True","l10n_hk_540000","","香港利得稅","本年度香港利得稅"
"l10n_hk_550000","550000","Impairment Losses","","expense","Parent account for Impairments","False","False","False","","","減值損失","減值損失的母賬戶"
"l10n_hk_550100","550100","Impairment of Receivables","account.account_tag_operating","expense","ECL or impairment of trade receivables","False","False","True","l10n_hk_550000","","應收款項減值","預期信貸損失 (ECL) 或營業應收款項減值"
"l10n_hk_550200","550200","Impairment of Fixed Assets","account.account_tag_operating","expense","Impairment of PPE","False","False","True","l10n_hk_550000","","固定資產減值","物業、廠房及設備減值"
"l10n_hk_650000","650000","Depreciation & Amortization","","expense_depreciation","Parent account for depreciation","False","False","False","","","折舊及攤銷","折舊及攤銷的母賬戶"
"l10n_hk_650100","650100","Depr Exp - Buildings","account.account_tag_operating","expense_depreciation","Depreciation of Buildings","False","False","True","l10n_hk_650000","","折舊開支 - 樓宇","樓宇折舊"
"l10n_hk_650200","650200","Depr Exp - Leasehold Improvements","account.account_tag_operating","expense_depreciation","Depreciation of Leasehold Improvements","False","False","True","l10n_hk_650000","","折舊開支 - 租賃物業修繕","租賃物業裝修及改善工程的折舊"
"l10n_hk_650300","650300","Depr Exp - Plant and Machinery","account.account_tag_operating","expense_depreciation","Depreciation of Plant and Machinery","False","False","True","l10n_hk_650000","","折舊開支 - 廠房及機器","廠房及機器折舊"
"l10n_hk_650400","650400","Depr Exp - Furniture and Fixtures","account.account_tag_operating","expense_depreciation","Depreciation of Furniture","False","False","True","l10n_hk_650000","","折舊開支 - 傢俬及裝置","傢俬及裝置物料折舊"
"l10n_hk_650500","650500","Depr Exp - Office & Computer Equipment","account.account_tag_operating","expense_depreciation","Depreciation of Computers","False","False","True","l10n_hk_650000","","折舊開支 - 辦公室及電腦設備","電腦設備折舊"
"l10n_hk_650600","650600","Depr Exp - Motor Vehicles","account.account_tag_operating","expense_depreciation","Depreciation of Vehicles","False","False","True","l10n_hk_650000","","折舊開支 - 車輛","車輛折舊"
"l10n_hk_650700","650700","Depr Exp - ROU Premises","account.account_tag_operating","expense_depreciation","Depreciation of ROU Premises","False","False","True","l10n_hk_650000","","折舊開支 - 使用權物業","使用權物業折舊"
"l10n_hk_650800","650800","Depr Exp - ROU Equipment","account.account_tag_operating","expense_depreciation","Depreciation of ROU Equipment","False","False","True","l10n_hk_650000","","折舊開支 - 使用權設備","使用權設備折舊"
"l10n_hk_650900","650900","Depr Exp - ROU Vehicles","account.account_tag_operating","expense_depreciation","Depreciation of ROU Vehicles","False","False","True","l10n_hk_650000","","折舊開支 - 使用權車輛","使用權車輛折舊"
"l10n_hk_651000","651000","Amortization Exp - Computer Software","account.account_tag_operating","expense_depreciation","Amortization of Software","False","False","True","l10n_hk_650000","","攤銷開支 - 電腦軟件","軟件攤銷"
"l10n_hk_651100","651100","Amortization Exp - Patents & Copyrights","account.account_tag_operating","expense_depreciation","Amortization of Patents","False","False","True","l10n_hk_650000","","攤銷開支 - 專利及版權","專利及版權攤銷"
"l10n_hk_651200","651200","Amortization Exp - Trademarks & Brand Names","account.account_tag_operating","expense_depreciation","Amortization of Trademarks","False","False","True","l10n_hk_650000","","攤銷開支 - 商標及品牌名稱","商標攤銷"
"l10n_hk_651300","651300","Amortization Exp - Franchise Rights & Licenses","account.account_tag_operating","expense_depreciation","Amortization of Franchises","False","False","True","l10n_hk_650000","","攤銷開支 - 特許經營權及牌照","特許經營權攤銷"
"l10n_hk_810000","810000","Share of Profit/Loss of Associates & JVs","","income_other","Parent account for share of associates/JVs","False","False","False","","","分佔關聯及合資企業利潤/虧損","分佔關聯/合資企業利潤/虧損的母賬戶"
"l10n_hk_810100","810100","Share of Profit of Associates","account.account_tag_investing","income_other","Share of profit from associates","False","False","True","l10n_hk_810000","","分佔關聯企業利潤","分佔關聯企業利潤"
"l10n_hk_810200","810200","Share of Loss of Associates","account.account_tag_investing","expense","Share of loss from associates","False","False","True","l10n_hk_810000","","分佔關聯企業虧損","分佔關聯企業虧損"
"l10n_hk_999001","999001","Cash Difference Gain","account.account_tag_operating","income_other","Positive discrepancies in petty cash","False","False","True","","","現金差異收益","零用現金的正數差異"
"l10n_hk_999002","999002","Cash Difference Loss","account.account_tag_operating","expense_other","Negative discrepancies in petty cash","False","False","True","","","現金差異損失","零用現金的負數差異"
"l10n_hk_999999","999999","Undistributed Profits/Losses","","equity_unaffected","Final equity account where the current year's profit or loss is closed.","False","False","True","","","未分配利潤/虧損","結算本年度利潤或虧損的最終權益賬戶"
