"id","name","code","account_type","tag_ids","reconcile","non_trade","name@nl","name@de"
"4012","Employer's share of social security contributions","4012","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_18","False","","Werkgeversdeel sociale lasten","Anteil des Arbeitgebers an den Sozialversicherungsbeiträgen"
"4015","Provision for holidays","4015","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Voorziening vakantiedagen","Rückstellung für Urlaub"
"4016","Compensation for commuting","4016","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Vergoeding woon-werkverkeer","Entschädigung für Pendler"
"4017","Reimbursement of study costs","4017","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Vergoeding studiekosten","Rückerstattung der Studienkosten"
"4018","Reimbursement of other travel expenses","4018","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Vergoeding overige reiskosten","Erstattung der sonstigen Reisekosten"
"4019","Reimbursement of other expenses","4019","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Vergoeding overige kosten","Erstattung sonstiger Kosten"
"4020","Management fees","4020","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Managementvergoedingen","Verwaltungsgebühren"
"4021","Staff on loan","4021","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Ingeleend personeel","Ausgeliehenes Personal"
"4022","Working expenses scheme (WKR max 1.2% gross pay)","4022","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Werkkostenregeling (WKR max 1.2% brutoloon)","Arbeitskostenregelung (WKR max. 1,2 % des Bruttolohns)"
"4024","Travel costs of hired staff","4024","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Reiskosten ingeleend personeel","Reisekosten für eingestelltes Personal"
"4029","Recharge of direct labour costs","4029","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Doorbelasting directe loonkosten","Weiterberechnung der direkten Arbeitskosten"
"4030","Sick leave insurance","4030","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_18","False","","Ziekteverzuimverzekering","Versicherung gegen Krankheitsurlaub"
"4040","Canteen costs","4040","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Kantinekosten","Kantinenkosten"
"4041","Corporate clothing","4041","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Bedrijfskleding","Firmenkleidung"
"4042","Other travel expenses","4042","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Overige reiskosten","Sonstige Reisekosten"
"4043","Conferences, seminars and symposia","4043","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Vergoeding woon- werkverkeer","Konferenzen, Seminare und Symposien"
"4044","Staff recruitment costs","4044","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Wervingskosten personeel","Kosten für die Einstellung von Personal"
"4045","Study and training costs","4045","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Studie- en opleidingskosten","Studien- und Ausbildungskosten"
"4090","Other personnel costs","4090","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_19","False","","Overige personeelskosten","Sonstige Personalkosten"
"4110","Property rental","4110","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Huur onroerend goed","Vermietung von Immobilien"
"4111","Major property maintenance","4111","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Groot onderhoud onroerend goed","Instandhaltung von Immobilien"
"4112","Property maintenance","4112","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Onderhoud onroerend goed","Instandhaltung von Immobilien"
"4113","Addition to large-scale maintenance equalisation reserve","4113","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Toevoeging egalisatiereserve Groot onderhoud","Zuführung zur Schwankungsreserve für Großanlagen"
"4120","Property taxes","4120","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Belastingen onroerend goed","Grundsteuern"
"4130","Energy costs","4130","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Energiekosten","Energiekosten"
"4140","Cleaning costs","4140","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Schoonmaakkosten","Kosten für die Reinigung"
"4150","Property insurance","4150","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Assurantie onroerend goed","Sachversicherung"
"4190","Other housing costs","4190","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Overige huisvestingskosten","Sonstige Wohnkosten"
"4201","Machine rental","4201","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Huur machines","Vermietung von Maschinen"
"4202","Machines leasen (operationele lease)","4202","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Lease machines (operational lease)","Geleaste Maschinen (Betriebsleasing)"
"4210","Inventory rental","4210","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Huur inventaris","Vermietung von Inventar"
"4211","Lease inventaris (operationele lease)","4211","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Lease inventaris (operational lease)","Leasing-Inventare (Operating-Leasing)"
"4220","Machinery maintenance","4220","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Onderhoud machines","Instandhaltung von Maschinen"
"4230","Inventory maintenance","4230","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Onderhoud inventaris","Pflege des Inventars"
"4240","Tools","4240","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Gereedschappen","Werkzeuge"
"4250","Small acquisitions","4250","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Kleine aanschaffingen","Kleine Akquisitionen"
"4260","Energy costs machines/inventory","4260","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Energiekosten machines / inventaris","Energiekosten Maschinen/Lagerbestand"
"4270","Insurance machinery/inventory","4270","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Assurantie machines / inventaris","Versicherung Maschinen/Vorräte"
"4280","Environmental costs","4280","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Milieukosten","Umweltkosten"
"4290","Other operating expenses","4290","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Overige bedrijfskosten","Sonstige betriebliche Aufwendungen"
"4305","Contributies / subscriptionen","4305","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Contributies / abonnementen","Beiträge / Abonnements"
"4310","Office supplies","4310","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Kantoorbenodigdheden","Büromaterial"
"4320","Maintenance of office equipment","4320","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Onderhoud kantoorinventaris","Wartung der Büroausstattung"
"4321","Office equipment rental","4321","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Huur kantoorapparatuur","Vermietung von Büroausstattung"
"4322","Lease of office equipment (operating lease)","4322","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Lease kantoorinventaris (operational lease)","Leasing von Büroausstattung (Operating Lease)"
"4330","Phone","4330","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Telefoon","Telefon"
"4340","Internet / e-mail","4340","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Internet / e-mail","Internet/E-Mail"
"4350","Postage","4350","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Porti","Porto"
"4360","Automation costs","4360","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_hous","False","","Automatiseringskosten","Kosten der Automatisierung"
"4390","Other office expenses","4390","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_5","False","","Overige kantoorkosten","Sonstige Bürokosten"
"4401","Fuel for trucks","4401","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Brandstof vrachtauto's","Kraftstoff für Lkw"
"4402","Truck maintenance","4402","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Onderhoud vrachtauto's","Wartung von Lastkraftwagen"
"4403","Truck rental","4403","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Huur vrachtauto's","Lkw-Vermietung"
"4404","Leasing trucks (operational lease)","4404","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Lease vrachtauto's (operational lease)","Leasing von Lastkraftwagen (Operational Lease)"
"4405","Insurance trucks","4405","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Assurantie vrachtauto's","Versicherung Lkw"
"4406","Truck taxes","4406","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Belastingen vrachtauto's","Lkw-Steuern"
"4408","Other costs of trucks","4408","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Overige kosten vrachtauto's","Sonstige Kosten für Lkw"
"4411","Fuel cars","4411","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Brandstof personenauto's","Benzinautos"
"4412","Car maintenance","4412","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Onderhoud personenauto's","Autopflege"
"4413","Car rental","4413","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Huur personenauto's","Autovermietung"
"4414","Lease of cars (operational lease)","4414","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Lease personenauto's (operational lease)","Leasing von Fahrzeugen (operatives Leasing)"
"4415","Car insurance","4415","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Assurantie personenauto's","Autoversicherung"
"4416","Taxes on cars","4416","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Belastingen personenauto's","Steuern auf Autos"
"4418","Private car use","4418","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Privégebruik personenauto's","Private Pkw-Nutzung"
"4419","Other costs cars","4419","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Overige kosten personenauto's","Sonstige Kosten Autos"
"4421","Fuel other means of transport","4421","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Brandstof overige vervoermiddelen","Kraftstoff für andere Verkehrsmittel"
"4422","Maintenance of other means of transport","4422","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Onderhoud overige vervoermiddelen","Wartung anderer Verkehrsmittel"
"4423","Rental of other means of transport","4423","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Huur overige vervoermiddelen","Anmietung von sonstigen Verkehrsmitteln"
"4424","Lease of other means of transport (operational lease)","4424","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Lease overige vervoermiddelen (operational lease)","Leasing von sonstigen Verkehrsmitteln (Operating Leasing)"
"4425","Insurance other means of transport","4425","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Assurantie overige vervoermiddelen","Versicherung anderer Verkehrsmittel"
"4426","Taxes on other means of transport","4426","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Belastingen overige vervoermiddelen","Steuern auf andere Verkehrsmittel"
"4428","Other remaining means of transport","4428","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Overige overige vervoermiddelen","Andere verbleibende Verkehrsmittel"
"4490","Other transport costs","4490","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_6","False","","Overige vervoerskosten","Sonstige Transportkosten"
"4505","Business gifts","4505","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Relatiegeschenken","Werbegeschenke"
"4510","Travel and accommodation expenses","4510","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Reis- en verblijfkosten","Reise- und Unterbringungskosten"
"4515","Representation costs","4515","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Representatiekosten","Repräsentationskosten"
"4520","Advertising costs","4520","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Etalagekosten","Kosten für Werbung"
"4525","Advertisements","4525","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Advertenties","Inserate"
"4530","Scholarship costs","4530","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Beurskosten","Kosten für das Stipendium"
"4535","Advertising costs","4535","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Etalagekosten","Kosten für Werbung"
"4540","Website costs","4540","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Websitekosten","Kosten der Website"
"4550","Bad debt write-off","4550","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Afschrijving dubieuze debiteuren","Abschreibung uneinbringlicher Forderungen"
"4560","Credit limitation debtors","4560","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Kredietbeperking debiteuren","Kreditbeschränkung Schuldner"
"4570","Freight costs","4570","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_26","False","","Vrachtkosten","Frachtkosten"
"4590","Other selling expenses","4590","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_10","False","","Overige verkoopkosten","Sonstige Vertriebskosten"
"4601","Audit fees","4601","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Accountantskosten","Prüfungsgebühren"
"4605","Consultancy fees","4605","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Advieskosten","Beratungsgebühren"
"4610","Legal costs","4610","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Juridische kosten","Gerichtskosten"
"4620","Insurance","4620","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Assuranties","Versicherung"
"4621","Administration fee","4621","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Administratiekosten","Administration fee"
"4630","Bank charges","4630","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Bankkosten","Bankgebühren"
"4690","Other overheads","4690","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Overige algemene kosten","Sonstige Gemeinkosten"
"4705","Mortgage interest","4705","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Rente hypotheek","Mortgage interest"
"4710","Loan interest","4710","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Rente lening","Loan interest"
"4720","Bank current account interest","4720","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Rente rekening-courant bank","Bank current account interest"
"4790","Other interest expenses","4790","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Overige rentelasten","Other interest expenses"
"4795","Other interest income","4795","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_30","False","","Overige rentebaten","Sonstige Zinserträge"
"4805","Goodwill","4805","expense_depreciation","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_22","False","","Goodwill","Goodwill"
"4810","Buildings / conversions","4810","expense_depreciation","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_21","False","","Gebouwen / verbouwingen","Gebäude/Umbauten"
"4820","Machinery","4820","expense_depreciation","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_21","False","","Machines","Maschinenpark"
"4830","Inventory","4830","expense_depreciation","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_21","False","","Inventaris","Bestandsaufnahme"
"4840","Transport resources","4840","expense_depreciation","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_21","False","","Vervoermiddelen","Transportmittel"
"4901","Book profit fixed assets","4901","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_reso","False","","Boekwinst vaste activa","Buchgewinn Anlagevermögen"
"4902","Book loss fixed assets","4902","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_reso","False","","Boekverlies vaste activa","Buchverlust Anlagevermögen"
"4910","Small business scheme Turnover tax","4910","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_33","False","","Kleine ondernemingsregeling Omzetbelasting","Regelung für Kleinunternehmen Umsatzsteuern"
"4920","Exchange rate differences","4920","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Koersverschillen","Wechselkursdifferenzen"
"4930","Payment differences","4930","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Betalingsverschillen","Unterschiede bei den Zahlungen"
"4940","Cash differences","4940","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Kasverschillen","Differenzbeträge"
"4950","Other income","4950","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Overige baten","Sonstige Einnahmen"
"4960","Other expenses","4960","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Overige lasten","Sonstige Ausgaben"
"4970","Other income previous years","4970","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Overige baten voorgaande jaren","Sonstige Einnahmen Vorjahre"
"4980","Other expenses prior years","4980","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_31","False","","Overige lasten voorgaande jaren","Sonstige Ausgaben Vorjahre"
"7000","Cost price raw materials","7000","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs grondstoffen","Selbstkostenpreis der Rohstoffe"
"7001","Cost price NL trade goods 1","7001","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs NL handelsgoederen 1","Selbstkostenpreis NL Handelswaren 1"
"7002","Cost price within EU trade goods 1","7002","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs binnen EU handelsgoederen 1","Selbstkostenpreis innerhalb der EU Handelswaren 1"
"7003","Cost price outside EU trade goods 1","7003","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs buiten EU handelsgoederen 1","Selbstkostenpreis außerhalb der EU Handelswaren 1"
"7004","Cost Intercompany trade goods 1","7004","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs Intercompany handelsgoederen 1","Kosten konzerninterne Handelswaren 1"
"7005","Cost price NL trade goods 2","7005","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs NL handelsgoederen 2","Selbstkostenpreis NL Handelswaren 2"
"7006","Cost price within EU trade goods 2","7006","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs binnen EU handelsgoederen 2","Selbstkostenpreis innerhalb der EU Handelswaren 2"
"7007","Cost price outside EU trade goods 2","7007","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs buiten EU handelsgoederen 2","Selbstkostenpreis außerhalb der EU Handelswaren 2"
"7008","Cost Intercompany trade goods 2","7008","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs Intercompany handelsgoederen 2","Kosten konzerninterne Handelswaren 2"
"7009","Cost price NL trade goods 3","7009","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs NL handelsgoederen 3","Selbstkostenpreis NL Handelswaren 3"
"7010","Cost price within EU trade goods 3","7010","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs binnen EU handelsgoederen 3","Selbstkostenpreis innerhalb der EU Handelswaren 3"
"7011","Cost price outside EU trade goods 3","7011","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs buiten EU handelsgoederen 3","Selbstkostenpreis außerhalb der EU Handelswaren 3"
"7012","Cost Intercompany trade goods 3","7012","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs Intercompany handelsgoederen 3","Kosten konzerninterne Handelswaren 3"
"7020","Direct salary costs","7020","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Directe loonkosten","Direkte Lohnkosten"
"7030","Production results","7030","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Productieresultaten","Ergebnisse der Produktion"
"7040","Cost of third-party work","7040","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Kostprijs werk derden","Cost of third-party work"
"7050","Provision for raw material obsolescence","7050","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Voorziening incourante voorraad grondstof","Provision for raw material obsolescence"
"7051","Provision for obsolete supplies of consumables","7051","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Voorziening incourante voorraad hulpstof","Rückstellung für veraltete Verbrauchsgüter"
"7052","Provision for obsolete stock of trade goods","7052","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Voorziening incourante voorraad handelsgoederen","Rückstellung für veraltete Bestände an Handelswaren"
"7060","Purchasing costs","7060","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Inkoopkosten","Purchasing costs"
"7061","Purchasing commission","7061","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Inkoopprovisie","Purchasing commission"
"7062","Freight costs","7062","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Vrachtkosten","Frachtkosten"
"7063","Import costs","7063","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Invoerkosten","Kosten der Einfuhr"
"7064","Purchase bonuses","7064","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Inkoopbonussen","Kaufprämien"
"7065","Payment discount creditors","7065","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Betalingskorting crediteuren","Skontogläubiger"
"7070","Warranty costs","7070","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Garantiekosten","Gewährleistungskosten"
"7071","Change in warranty liability","7071","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Mutatie garantieverplichting","Veränderung der Garantieverpflichtung"
"7080","Price differences cost","7080","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Prijsverschillen kostprijs","Preisunterschiede Kosten"
"7090","Stock adjustment","7090","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Voorraadaanpassing","Anpassung der Bestände"
"7091","Rejected stock","7091","expense_direct_cost","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_7","False","","Afgekeurde voorraad","Zurückgewiesene Bestände"
"8001","Turnover NL trade goods 1","8001","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL handelsgoederen 1","Umsatz NL Handelswaren 1"
"8002","Turnover within EU trade goods 1","8002","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet binnen EU handelsgoederen 1","Umsatz im EU-Warenhandel 1"
"8003","Turnover outside EU trade goods 1","8003","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet buiten EU handelsgoederen 1","Umsatz außerhalb der EU Handelswaren 1"
"8004","Turnover Intercompany trade goods 1","8004","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet Intercompany handelsgoederen 1","Umsatz konzerninterne Handelswaren 1"
"8005","Turnover NL services 1","8005","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL diensten 1","Umsatz NL Dienstleistungen 1"
"8011","Turnover NL trade goods 2","8011","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL handelsgoederen 2","Umsatz NL Handelswaren 2"
"8012","Turnover within EU trade goods 2","8012","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet binnen EU handelsgoederen 2","Umsatz im EU-Warenhandel 2"
"8013","Turnover outside EU trade goods 2","8013","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet buiten EU handelsgoederen 2","Umsatz außerhalb der EU Handelswaren 2"
"8014","Turnover Intercompany trade goods 2","8014","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet Intercompany handelsgoederen 2","Umsatz konzerninterne Handelswaren 2"
"8015","Turnover NL services 2","8015","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL diensten 2","Umsatz NL Dienstleistungen 2"
"8021","Turnover NL trade goods 3","8021","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL handelsgoederen 3","Umsatz NL Handelswaren 3"
"8022","Turnover within EU trade goods 3","8022","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet binnen EU handelsgoederen 3","Umsatz im EU-Warenhandel 3"
"8023","Turnover outside EU trade goods 3","8023","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet buiten EU handelsgoederen 2","Umsatz außerhalb der EU Handelswaren 3"
"8024","Turnover Intercompany trade goods 3","8024","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet Intercompany handelsgoederen 3","Umsatz konzerninterne Handelswaren 3"
"8025","Turnover NL services 3","8025","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL diensten 3","Umsatz NL Dienstleistungen 3"
"8041","Turnover NL third-party work","8041","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet NL werk derden","Umsatz NL Fremdarbeiten"
"8042","Turnover within EU third-party work","8042","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet binnen EU werk derden","Umsatz innerhalb der EU bei Arbeiten für Dritte"
"8043","Turnover outside EU third-party work","8043","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet buiten EU werk derden","Umsatz außerhalb der EU Arbeiten für Dritte"
