"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile",note
"tr253","Tesis, Makine Ve Cihazlar",253,"asset_fixed","l10n_tr.chart_template_common",,"False","Üretimde kullanılan her türlü makine, tesis ve cihazlar ile bunların eklentileri ve bu amaçla kullanılan taşıma gereçlerinin (Konveyör, Forklift vb) izlendiği hesaptır. Bu hesap kullanım amaçlarına ve makine çeşitlerine göre bölümlenebilir."
"tr254","Taşıtlar",254,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletme faaliyetlerinde kullanılan tüm taşıtların izlendiği hesaptır. Ulaştırma sektöründe hizmet üretimi amacıyla kullanımda olan tüm taşıt araçları da bu hesapta izlenir. Ancak. ulaştırma sektöründe ana üretimde kullanılan taşıt araçlarının toplam tutarı bilanço dipnotlarında gösterilir."
"tr255","Demirbaşlar",255,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletme faaliyetlerinin yürütülmesinde kullanılan her türlü büro makine ve cihazları ile döşeme, masa, koltuk, dolap, mobilya gibi maddi varlıkların izlendiği hesaptır."
"tr256","Diğer Maddi Duran Varlıklar",256,"asset_fixed","l10n_tr.chart_template_common",,"False","Yukarıda belirtilen hesapların hiçbirinin kapsamına girmeyen özellikle kendi bölümlerinde tanımlanmayan diğer maddi duran varlıkların izlendiği hesaptır.\n\nİşleyişleri :\n\nMaddi duran varlıklar hesapları satınalma, devir, inşa veya imal bedelleriyle borçlandırılır. Satılan, devredilen, kullanma yeteneğini kaybedenler ise, alacak kaydı ile hesaplardan çıkarılır."
"tr257","Birikmiş Amortismanlar(-)",257,"asset_fixed","l10n_tr.chart_template_common",,"False","Maddi duran varlık bedellerinin, kullanılabilecekleri süre içerisinde hesaben yokedilebilmesini sağlamak amacıyla kullanılan hesaptır.\n\nİşleyişi :\n\nAyrılan amortismanlar ilgili gider hesapları karşılığında bu hesaba alacak; satılan, devredilen, kullanma yeteneğini kaybedenler ise hesaba borç, ilgili varlık hesabına da alacak kaydedilir."
"tr258","Yapılmakta Olan Yatırımlar",258,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmede, yapımı süren ve tamamlandığında ilgili maddi duran varlık hesabına aktarılacak olan, her türlü madde ve malzeme ile işçilik ve genel giderlerle ilgili harcamaların izlendiği hesaptır.\n\nİşleyişi :\n\nYapılmakta olan yatırım projelerine direkt ve endirekt şekilde gelen harcamalar bu hesaba borç: tamamlanan yatırım bedelleri ilgili maddi duran varlık hesabına borç kaydedilerek, bu hesaba alacak kaydedilir."
"tr259","Verilen Avanslar",259,"asset_fixed","l10n_tr.chart_template_common",,"False","Yurt içinden veya yurt dışından satınalınmak üzere sipariş edilen maddi duran varlıklarla ilgili olarak yapılan avans ödemelerinin izlendiği hesaptır. Sipariş avansıyla ilgili giderleri de kapsar.\n\nİşleyişi :\n\nÖdeme yapıldığında hesaba borç: sipariş edilen malzeme teslim alındığında ilgili hesabın borcu karşılığında bu hesaba alacak kaydedilir."
"tr260","Haklar",260,"asset_fixed","l10n_tr.chart_template_common",,"False","İmtiyaz, patent, lisans, ticari marka ve ünvan gibi bir bedel ödenerek elde edilen bazı hukuki tasarruflar ile kamu otoritelerinin işletmeye belirli alanlarda tanıdığı kullanma, yararlanma gibi yetkiler dolayısıyla yapılan harcamaları kapsar.\n\nİşleyişi :\n\nEdinilen haklar, maliyet bedelleri ile bu hesaba borç kaydedilir. Yararlanma süreleri içerisinde, yararlanma sürelerinin belli olmaması durumunda, 5 yıllık sürede eşit taksitlerle itfa olunarak yok edilir."
"tr261","Şerefiye",261,"asset_fixed","l10n_tr.chart_template_common",,"False","Bu hesap, bir işletme devralınırken katlanılan maliyet ile söz konusu işletmenin rayiç bedelle hesaplanan net varlıklarının (öz varlık) değeri arasındaki olumlu farkların izlenmesinde kullanılır. Şerefiye hesaplanırken rayiç bedelin tespit edilmemesi halinde, net defter değeri esas alınır.\n\nİşleyişi :\n\nÖdenen şerefiye bedellerinin tamamı bu hesabın borcuna kaydolunur. Yok edilmeleri amortisman yoluyla 5 yıl içinde eşit taksitlerle yapılır."
"tr262","Kuruluş Ve Örgütlenme Giderleri",262,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin kurulması, yeni bir şubenin açılması, işlerin sürekli olarak genişletilmesi için yapılan ve karşılığında maddi bir değer elde edilmeyen giderlerin aktifleştirilmeleri durumunda izlendiği hesaptır.\n\nİşleyişi :\n\nMaliyet değerleri ile bu hesaba borç kaydedilir. Yokedilmeleri amortisman yolu ile olur. Genelde beş yılda eşit taksitlerle itfa olunarak yok edilir."
"tr263","Araştırma Ve Geliştirme Giderleri",263,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmede yeni ürün ve teknolojiler oluşturulması mevcutların geliştirilmesi ve benzeri amaçlarla yapılan her türlü harcamalardan, aktifleştirilen kısmının izlendiği hesaptır.\n\nİşleyişi :\n\nMaliyet değerleri ile bu hesaba borç kaydedilir. 5 yıl içinde eşit taksitlerle itfa edilerek yok edilir."
"tr264","Özel Maliyetler",264,"asset_fixed","l10n_tr.chart_template_common",,"False","Kiralanan gayrimenkullerin geliştirilmesi veya ekonomik değerinin sürekli olarak artırılması amacıyla yapılan giderler ile (normal bakım, onarım ve temizleme giderleri hariç) bu gayrimenkulun kullanılması için yapılıp kira süresinin sonunda mal sahibine bırakılacak olan, varlıkların bedellerini kapsar.\n\nİşleyişi :\n\nYapılan harcamalar hesaba borç kaydedilir. Bu harcamalar kira süresi içerisinde, kira süresinin beş yıldan fazla olması durumunda da beş yılda eşit tutarlarla, amorti edilir."
"tr267","Diğer Maddi Olmayan Duran Varlıklar",267,"asset_fixed","l10n_tr.chart_template_common",,"False","Yukarıda sayılanların dışında kalan diğer maddi olmayan duran varlık kalemlerinin izlendiği hesaptır."
"tr268","Birikmiş Amortismanlar(-)",268,"asset_fixed","l10n_tr.chart_template_common",,"False","Maddi olmayan duran varlık bedellerinin, kullanılabilecekleri süre içerisinde yokedilebilmesini sağlamak amacıyla kullanılan hesaptır.\n\nİşleyişi :\n\nAyrılan amortismanlar, ilgili gider hesapları karşılığında bu hesaba alacak; kullanım hakkı sona erenler ya da elden çıkarılanlar hesaba borç, ilgili varlık hesabına alacak kaydedilir."
"tr269","Verilen Avanslar",269,"asset_fixed","l10n_tr.chart_template_common",,"False","Maddi olmayan duran varlıklarla ilgili olarak gerek yurt içi, gerekse yurt dışındaki kişi ve kuruluşlara yapılan avans ödemelerinin izlendiği hesaptır.\n\nİşleyişi :\n\nÖdeme yapıldığında hesaba borç; varlıklar elde edildiğinde ilgili hesabın borcu karşılığında bu hesaba alacak kaydedilir."
"tr271","Arama Giderleri",271,"expense","l10n_tr.chart_template_common",,"False","Arama amacı ile yapılan ve bununla ilgili giderlerin izlendiği hesaptır. Maden yatağının işletmeye elverişli olup olmadığının belirlenmesi ve giriş noktalarının saptanması için, işletmeye geçmeden önce yapılan arama giderleri ile petrol araştırması ile ilgili olarak arazinin yerden ve havadan (topoğrafik, jeolojik, jeofizik, jeoşimik vb.) incelenmesine ve gerekli işlem, deneyim ve jeolojik bilgi almak amacı ile yapılan sondaj giderleri gibi yapılan harcamalar bu hesapta izlenir.\n\nArama faaliyetlerinin sonucunda üretilebilir cevher rezervi saptanamamışsa yapılan giderler zarar kaydedilir."
"tr272","Hazırlık Ve Geliştirme Giderleri",272,"expense","l10n_tr.chart_template_common",,"False","Açık işletmelerde, maden üstündeki örtüyü kaldırmak veya yeraltındaki maden yataklarına girmek, bu yatakla yerüstü arasında genel kütlenin tüketilmesine kadar sürekli bir bağlantı kurmak ve maden yataklarını üretime elverişli parçalara bölmek, gerek insanların gerekse araçların gidip gelme ve havalandırılmalarını ve cevherin taşınmasını sağlamak amacıyla açılacak olan düşey, yatay ve eğilimli yol, mecra ve benzeri faaliyetlerin gerektirdiği giderlerle; petrol işlemlerinden kuyu açma, temizleme, derinleştirme, bitirme veya bu işlemlere hazırlık için yapılan işçilik, yakıt, tamir ve bakım, nakliye, ikmal, malzeme vb. giderlerin izlendiği hesaptır."
"tr277","Diğer Özel Tükenmeye Tabi Varlıklar",277,"expense","l10n_tr.chart_template_common",,"False","Özellikle kendi bölümlerinde tanımlanmayan özel tükenmeye tabi diğer varlık değerlerinin izlendiği hesaptır.\n\nİşleyişleri :\n\nBelirli maddi varlıkla ilgisi kesinlikle saptanan harcamalar bu hesaplara borç, özelliğini yitirmiş olan varlıklar ise kayıtlardan çıkarılmak üzere bu hesaplara alacak kaydedilir."
"tr278","Birikmiş Tükenme Payları(-)",278,"expense","l10n_tr.chart_template_common",,"False","Özel tükenmeye tabi varlıklar grubuna giren kalemler özelliklerine göre ""Tükenme payı"" ayrılmak suretiyle itfa edilir.\n\nİşleyişi :\n\nÖzel tükenmeye tabi varlıklar tükenme payı, maliyet ve gider hesapları karşılığında hu hesaba alacak, kayıtlardan çıkarıldığı takdirde borç kaydedilir."
"tr279","Verilen Avanslar",279,"expense","l10n_tr.chart_template_common",,"False","Özel tükenmeye tabi varlıklar için yapılan avans ödemelerinin izlendiği hesaptır.\n\nİşleyişi :\n\nAvans ödemesi yapıldığında hesaba borç, kesinleşen ödemelerde, önceki avans ödemesi mahsup edilmek üzere hesaba alacak kaydedilir."
"tr280","Gelecek Yıllara Ait Giderler",280,"expense","l10n_tr.chart_template_common",,"False","Bu hesap, peşin ödenen ve cari dönem içinde ilgili gider hesaplarına kaydedilmemesi gereken, gelecek yıllara ait giderleri izlemek için kullanılır.\n\nİşleyişi :\n\nGelecek yıllarla ilgili gider ve maliyet hesaplarına borç kaydedilecek olan peşin ödenen giderler bu hesabın borcuna kaydedilir. ilgili hesap dönemlerinde bu hesabın alacağı karşılığında dönen varlıklardaki ""Gelecek Aylara Ait Giderler"" hesabına gerekli aktarmalar yapılır."
"tr281","Gelir Tahakkukları",281,"expense","l10n_tr.chart_template_common",,"False","Üçüncü kişilerden tahsili ya da bunlar hesabına kesin borç kaydı bir yıl veya daha sonraki yıllarda yapılacak gelirlerin içinde bulunulan döneme ait olan kısımlarının, ilgili gelir hesabı karşılığında borç kaydedileceği hesaptır.\n\nİşleyişi :\n\nDönem sonlarında, döneme ait olarak hesaplanacak tutarlar ilgili hasılat ve gelir hesapları karşılığında bu hesaba borç kaydedilir. Sonraki yıllarda alacakların kesinleşmesiyle hesaptaki tutarlar bu hesabın alacağına karşılık, üçüncü kişi hesaplarının borcuna geçirilerek kapatılır."
"tr291","Gelecek Yıllarda İndirilecek KDV",291,"asset_current","l10n_tr.chart_template_common",,"False","Satın alınan veya imal edilen, amortismana tabi iktisadi kıymetlerle ilgili, bir yıldan daha uzun sürede indirilebilecek nitelikteki KDV'nin kayıt ve izlendiği hesaptır.\n\nİşleyişi :\n\nAmortismana tabi iktisadi kıymetlerle ilgili bir yıldan daha uzun sürede indirilebilecek nitelikteki KDV bu hesaba borç, indirilebilme dönemlerine isabet eden tutarlar ise bilanço dönemi sonunda bu hesaba alacak verilirken, ""191. İndirilecek Katma Değer Vergisi Hesabı""na aktarılır."
"tr292","Diğer KDV",292,"asset_current","l10n_tr.chart_template_common",,"False","Ertelenen, iadesi gereken, tahsil edilen ve çeşitli şekillerde ortaya çıkan diğer KDV'nin bir yılı aşan tutarlarının kaydedildiği hesaptır.\n\nİşleyişi :\n\nYukarıda belirtilen nitelikteki KDV'nin ortaya çıkması halinde bu hesaba borç, ilgili hesaba alacak kaydedilir."
"tr293","Gelecek Yıllar İhtiyacı Stoklar",293,"asset_current","l10n_tr.chart_template_common",,"False","Tedbirli satın alma ve imal etme politikası gereği ve stok dönüş hızı düşüklüğü nedeniyle işletmede bulunan ve işletmenin bir yıllık dönem içinde kullanabileceğinden daha fazla olan stok kalemlerinin izlendiği hesaptır.\n\nİşleyişi :\n\nGelecek yıllar ihtiyacı stoklar bu hesaba gruplar olarak borç ve kullanım dönemi bir yılın altına düştüğünde ilgili stok hesaplarına devredilerek bu hesaba alacak kaydedilir."
"tr294","Elden Çıkarılacak Stoklar Ve Maddi Duran Varlıklar",294,"asset_current","l10n_tr.chart_template_common",,"False","Çeşitli nedenlerle işletmede kullanılma ve satış olanaklarını yitiren stoklar ve duran varlıkların izlendiği hesaptır.\n\nİşleyişi :\n\nTanımdaki niteliğe dönüşen varlıklar ilgili bulundukları varlık hesaplarından çıkarılarak bu hesaba alınır; elden çıkarıldıklarında ise hesap kapatılır."
"tr295","Peşin Ödenen Vergi Ve Fonlar",295,"asset_current","l10n_tr.chart_template_common",,"False"," "
"tr297","Diğer Çeşitli Duran Varlıklar",297,"asset_current","l10n_tr.chart_template_common",,"False","Bu hesap grubu içerisinde sayılanların dışında kalan diğer çeşitli duran varlıkların izlendiği hesaptır."
"tr298","Stok Değer Düşüklüğü Karşılığı(-)",298,"asset_current","l10n_tr.chart_template_common",,"False","Bu hesap yangın, deprem, su basması gibi doğal afetler ve bozulmak, çürümek, kırılmak, çatlamak, paslanmak, teknolojik gelişmeler ve moda değişiklikleri nedeniyle, stokların fiziki ve ekonomik değerlerinde önemli azalışların ortaya çıkması veya bunun dışında diğer nedenlerle gelecek yıllar ihtiyaç stokların piyasa fiyatlarında düşmelerin meydana gelmesi veya elden çıkarılacak stoklar dolayısıyla, kayıpları karşılamak üzere ayrılan karşılıkların izlendiği hesaptır.\n\nİşleyişi :\n\nDönen varlıklar grubundaki ""158. Stok Değer Düşüklüğü Karşılığı Hesabı""nda açıklanmıştır."
"tr299","Birikmiş Amortismanlar(-)",299,"asset_current","l10n_tr.chart_template_common",,"False","Bu gruptaki amortismana tabi varlıklar için ayrılan amortismanların izlendiği hesaptır."
"tr300","Banka Kredileri",300,"liability_current","l10n_tr.chart_template_common",,"False","Bu hesap, banka ve diğer finans kuruluşlarından sağlanan kısa vadeli kredilere ilişkin tutarları içeren hesap kalemidir.\n\nİşleyişi :\n\nAlınan kısa vadeli krediler bu hesaba alacak, ödenmeleri halinde borç kaydedilir."
"tr301","Finansal Kiralama İşlemlerinden Borçlar",301,"liability_current","l10n_tr.chart_template_common",,"False"," "
"tr302","Ertelenmiş Finansal Kiralama Borçlanma Maliyetleri(-)",302,"liability_current","l10n_tr.chart_template_common",,"False"," "
"tr303","Uzun Vadeli Kredilerin Anapara Taksitleri Ve Faizleri",303,"liability_current","l10n_tr.chart_template_common",,"False","Vadelerine bir yıldan fazla süre bulunmakla birlikte uzun vadeli kredilerin, bilanço tarihinden itibaren bir yıl içinde ödenecek anapara taksitleri ile vadesi bir yılın altına düşenleri ve bunların tahakkuk ettiği halde henüz ödenmeyen faizlerini kapsar.\n\nİşleyişi :\n\nİşletmenin uzun vadeli borçlarından, bilançonun düzenlenme tarihini izleyen bir yıllık dönemde ödenecek olan taksitleri ve faizleri bu hesaba alacak, ödenmeleri halinde borç kaydedilir."
"tr304","Tahvil Anapara Borç, Taksit Ve Faizleri",304,"liability_current","l10n_tr.chart_template_common",,"False","Bilanço tarihinden itibaren bir yıl içinde ödenecek tahvil anapara borç taksitleri ile tahvillerin tahakkuk edip de henüz ödenmeyen faizlerinin izlendiği hesaptır.\n\nİşleyişi :\n\nYukarıda belirtilen tahvil anapara borç, taksit ve faizleri bu hesaba alacak, ödenmeleri halinde borç kaydedilir."
"tr305","Çıkarılan Bonolar Ve Senetler",305,"liability_current","l10n_tr.chart_template_common",,"False","Tedavüldeki finansman bonoları ve banka bonoları gibi kısa vadeli para ve sermaye piyasası araçları karşılığında sağlanan fonlar bu hesapta izlenir.\n\nİşleyişi :\n\nBu hesapta tanımlanan menkul kıymetler ihraç edildiğinde nominal bedel üzerinden bu hesaba alacak, ilgili hesaplara borç kaydedilir. Ödenmeleri halinde hesaba borç kaydedilir."
"tr306","Çıkarılmış Diğer Menkul Kıymetler",306,"liability_current","l10n_tr.chart_template_common",,"False","Çıkarılmış bonolar ve senetler kapsamına alınamayan diğer menkul kıymetlerin izlendiği hesaptır.\n\nİşleyişi :\n\nYukarıda tanımlananlar dışında çıkarılmış diğer menkul kıymetler nominal bedel üzerinden bu hesaba alacak, ilgili hesaplara borç kaydedilir. Ödenmeleri halinde borç kaydedilir."
"tr308","Menkul Kıymetler İhraç Farkı(-)",308,"liability_current","l10n_tr.chart_template_common",,"False","Nominal değerinin altında ihraç edilen tahvil, senet vs. diğer menkul kıymetlerin nominal değeri ile satış fiyatı arasındaki farkın gelecek döneme ait olan kısmı bu hesapta izlenir.\n\nİşleyişi :\n\nNominal değerin altında ihraç edilen tahvil, senet vs. diğer menkul kıymetlerin nominal değeri ile satış fiyatı arasındaki farklardan gelecek döneme ait olanlar ve ""408. Menkul Kıymetler İhraç Farkı Hesabı""ndan bu hesaba aktarılanlar bu hesabın borcuna, menkul kıymetin vadesine paralel olarak itfa edilmesi kaydıyla hesaplanan itfa tutarları, ""66. Finansman Giderleri"" grubundaki hesaplar karşılığında bu hesaba alacak kaydedilir."
"tr309","Diğer Mali Borçlar",309,"liability_current","l10n_tr.chart_template_common",,"False","Yukarıdaki hesap kalemlerinin hiç birinin kapsamına alınmayan mali borçların izlendiği hesaptır.\n\nİşleyişi :\n\nBu hesaba; borcun doğması halinde alacak, ödenmesi halinde borç kaydedilir."
"tr320","Satıcılar",320,"liability_payable","l10n_tr.chart_template_common",,"True","İşletmenin faaliyet konusu ile ilgili her türlü mal ve hizmet alımlarından kaynaklanan senetsiz borçların izlendiği hesaptır. Ortaklar, ana kuruluş, iştirakler ve bağlı ortaklıklara olan senetsiz ticari borçların bilanço dipnotlarında gösterilmesi gerekir.\n\nİşleyişi :\n\nSenetsiz borcun doğması ile bu hesaba alacak, ödenmesi halinde borç kaydedilir."
"tr321","Borç Senetleri",321,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin faaliyet konusu ile ilgili her türlü mal ve hizmet alımlarından kaynaklanan senede bağlanmış ticari borçlarının izlendiği hesaptır. Ortaklar ana kuruluş, iştirakler ve bağlı ortaklıklara olan senetli ticari borçların bilanço dipnotlarında gösterilmesi gerekir.\n\nİşleyişi :\n\nBorç senetleri tutarları bu hesaba alacak, ödenmesi halinde borç kaydedilir."
"tr322","Borç Senetleri Reeskontu(-)",322,"liability_current","l10n_tr.chart_template_common",,"False","Bilanço gününde, senetli borçların tasarruf değeri ile değerlemesini sağlamak üzere borç senetleri için ayrılan reeskont tutarlarının izlenmesinde kullanılır.\n\nİşleyişi :\n\nHesaplanan reeskont tutarları bu hesaba borç, ""64. Diğer Faaliyetlerden Olağan Gelir ve Kârlar"" grubundaki ""642. Faiz Gelirleri Hesabı""na gelir kaydedilir. İzleyen dönemde hu hesap ""65. Diğer Faaliyetlerden Olağan Gider ve Zararlar"" grubunun ""652. Reeskont Faiz Giderleri Hesabı""na aktarılarak kapatılır."
"tr326","Alınan Depozito Ve Teminatlar",326,"liability_current","l10n_tr.chart_template_common",,"False","Üçüncü kişilerin belli bir işi yapmalarını, aldıkları bir değeri geri vermelerini sağlamak amacıyla ve belli sözleşmeler nedeniyle gerçekleşecek bir alacağın karşılığı olarak alınan depozito ve teminat niteliğindeki değerlerin izlendiği hesaptır.\n\nİşleyişi :\n\nAlınan depozito ve teminatlar bu hesabın alacağına, geri verilenler veya hesaba sayılanlar borcuna kaydedilir."
"tr329","Diğer Ticari Borçlar",329,"liability_current","l10n_tr.chart_template_common",,"False","Yukarıdaki hesap kalemlerinin hiç birinin kapsamına alınamayan ticari borçların izlendiği hesaptır.\n\nİşleyişi :\n\nBu hesaba, borcun doğması halinde alacak, ödenmesi halinde borç kaydedilir."
"tr331","Ortaklara Borçlar",331,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin esas faaliyet konusu dışındaki işlemleri dolayısıyla ortaklara borçlu bulunduğu tutarların izlendiği hesaptır.(1)\n\nİşleyişi :\n\nBorcun doğması halinde hesaba alacak, ödenmesi halinde ise borç kaydedilir."
"tr332","İştiraklere Borçlar",332,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin esas faaliyet konusu dışındaki işlemleri dolayısıyla iştiraklerine olan borçlarının izlendiği hesaptır.\n\nİşleyişi :\n\nBu hesaba; borcun doğması halinde alacak, ödenmesi halinde işe borç kaydedilir."
"tr333","Bağlı Ortaklıklara Borçlar",333,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin; sermaye taahhüdünden borçları hariç olmak üzere faaliyet konusu dışındaki işlemleri dolayısıyla bağlı ortaklıklara olan borçlarının izlendiği hesaptır.\n\nİşleyişi :\n\nBu hesaba, borcun doğması halinde alacak, ödenmesi halinde ise borç kaydedilir."
"tr335","Personele Borçlar",335,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin personeline olan çeşitli borçlar bu hesapta izlenir.\n\nİşleyişi :\n\nTahakkuk eden personele borçlar bu hesabın alacağına, ödenmesi halinde borcuna kaydedilir."
"tr336","Diğer Çeşitli Borçlar",336,"liability_current","l10n_tr.chart_template_common",,"False"," "
"tr337","Diğer Borç Senetleri Reeskontu(-)",337,"liability_current","l10n_tr.chart_template_common",,"False","Bilanço gününde, diğer borçlar gurubundaki senetli borçların değerlemesini sağlamak amacı ile borç senetleri için ayrılan reeskont tutarlarının izlendiği hesaptır.\n\nİşleyişi :\n\nHesaplanan reeskont tutarları bu hesaba borç, ""642. Faiz Gelirleri Hesabı""na gelir kaydedilir. İzleyen dönemde hu hesap ""652. Reeskont Faiz Giderleri Hesabı""na aktarılarak kapatılır."
"tr340","Alınan Sipariş Avansları",340,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin satış amacıyla gelecekte yapacağı mal ve hizmet teslimleri ile ilgili olarak peşin tahsil ettiği tutarların izlendiği hesaptır.\n\nİşleyişi :\n\nAlıcılardan alınan avanslar bu hesabın alacağına, malın teslim edilmesi, hizmetin görülmesi halinde borcuna yazılır."
"tr349","Alınan Diğer Avanslar",349,"liability_current","l10n_tr.chart_template_common",,"False","Özel bölümünde tanımlanan avanslar dışında, işletmenin aldığı her türlü kısa vadeli avansların izlendiği hesaptır.\n\nİşleyişi :\n\n""Diğer Avanslar"" ""340. Alınan Sipariş Avansları Hesabında"" açıklanmıştır."
"tr350","350 Yıllara Yaygın İnşaat Ve Onarım Hakedişleri Bedelleri",350,"liability_current","l10n_tr.chart_template_common",,"False",""
"tr360","Ödenecek Vergi Ve Fonlar",360,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin ekonomik faaliyetlerde bulunmasının sonucu ilgili mali mevzuat uyarınca mükellef veya sorumlu sıfatıyla işletmenin kendisine, personeline ve üçüncü kişilere ilişkin olarak ödenmesi gereken vergi, resim, harç ve fonların izlendiği hesaptır.\n\nİşleyişi :\n\nVergi, resim, harçların tahakkuk ettirilmesini gerektiren olaylar ve işlemler ortaya çıktıkça anılan hesaplar alacaklanır, ödemeler yapıldıkça borçlanır. Bir yıldan daha uzun sürede ödenecek ertelenmiş veya takside bağlanmış vergiler varsa, bunlar ""438. Kamuya Olan Ertelenmiş veya Taksitlendirilmiş Borçlar Hesabı"" na aktarılır."
"tr361","Ödenecek Sosyal Güvenlük Kesintileri",361,"liability_current","l10n_tr.chart_template_common",,"False","İşletmenin, personelin hakedişlerinden sosyal güvenlik mevzuatı hükümlerine göre kesintiye tabi tutmakla yükümlü bulunduğu, personele ait emeklilik keseneği ve sigorta primleri ile bunlara ilişkin işveren katılma payları ve işverence sosyal güvenlik kuruluşlarına ödenecek diğer yükümlülüklerin izlendiği hesaptır.\n\nİşleyişi :\n\nKesintiler yapıldıkça bu hesap alacaklandırılır ve ödemeler yapıldıkça borçlandırılır Bir yıldan daha uzun sürede ödenecek Sosyal Güvenlik Kesintileri varsa, bunlar ""438. Kamuya Olan Ertelenmiş veya Taksitlendirilmiş Borçlar Hesabı"" na aktarılır."
"tr368","Vadesi Geçmiş, Ertelenmiş Veya Taksitlendirilmiş Vergi Ve Diğer Yükümlülükler",368,"liability_current","l10n_tr.chart_template_common",,"False","Kanuni süresi içerisinde ödenmeyen vergi ve yükümlülükler ile erteleme ve taksitlendirme süresi bilanço tarihinde bir yıldan az olan vergi ve yükümlülükleri kapsar.\n\nİşleyişi :\n\nVadelerinde ödenemeyen vergi ve diğer yükümlülüklerle erteleme veya taksitlendirme süresi bir yıldan az olanlar ile vadesi bir yılın altına düştüğü için 438 nolu hesaptan bu hesaba aktarılanlar, hesabın alacağına kaydedilir. Ödenmeleri halinde hesaba borç kaydedilir. Ancak, vadesi geçmiş vergi ve diğer yükümlülüklerde erteleme veya taksite bağlama süresi bir yılı aşanlar bu hesabın borcu karşılığında ""438. Kamuya Olan Ertelenmiş veya Taksitlendirilmiş Borçlar Hesabı""na aktarılır."
"tr369","Ödenecek Diğer Yükümlülükler",369,"liability_current","l10n_tr.chart_template_common",,"False","Özel bölümlerinde tanımlananlar dışında kalan yükümlülüklerin izlendiği hesaptır.\n\nİşleyişi :\n\nTahakkuk ettirilmesini gerektiren olaylar ve işlemler ortaya çıktıkça anılan hesaplar alacaklanır, ödemeler yapıldıkça borçlanır."
"tr370","Dönem Kârı Vergi Ve Diğer Yasal Yükümlülük Karşılıkları",370,"liability_current","l10n_tr.chart_template_common",,"False","Dönem kârı üzerinden hesaplanan kurumlar vergisi, diğer vergi ve kesintiler, fonlar ve benzeri diğer yükümlülükler için ayrılan karşılıkların izlendiği hesaptır.\n\nİşleyişi :\n\nDönem kârı üzerinden hesaplanan kurumlar vergisi ve yasal yükümlülükler, dönem kârı hesabının borcu karşılığında bu hesaba alacak kaydedilir. Vergi tahakkukunun kesinleşmesi durumunda borç kaydı suretiyle hesap kapatılır ve ilgili tutar ""371. Dönem Kârının Peşin Ödenen Vergi ve Diğer Yükümlülükleri"" ile mahsup edilerek kalan tutar ""350. Ödenecek Vergi ve Fonlar"" hesabına aktarılır."
"tr371","Dönem Kârının Peşin Ödenen Vergi Ve Diğer Yükümlülükler(-)",371,"liability_current","l10n_tr.chart_template_common",,"False","Mevzuat gereğince peşin ödenen gelir ve kurumlar vergisi ile diğer yükümlülüklerin izlendiği hesaptır.\n\nİşleyişi :\n\nDönem Kârı Vergi ve Diğer Yasal Yükümlülük Karşılıklarından indirilmek üzere, ""193. Peşin Ödenen Vergiler ve Fonlar Hesabı""ndan yapılan aktarmalar bu hesabın borcuna, 193 nolu hesabın alacağına kaydedilir. Tahakkuk eden tutarlar ve gelir vergisinden mahsup edilen tutarlar ise bu hesaba alacak kaydedilir."
"tr372","Kıdem Tazminatı Karşılığı",372,"liability_current","l10n_tr.chart_template_common",,"False","Bu hesapta, belirlenecek esaslar çerçevesinde ayrılan ve bir yıl içinde ödeneceği öngörülen kıdem tazminatları karşılıkları izlenir.\n\nİşleyişi :\n\n""472. Kıdem Tazminatı Karşılığı Hesabı""ndan yukarıda yapılan tanım çerçevesinde yapılan aktarmalar bu hesaba alacak, ödenmesi halinde ise borç kaydedilir."
"tr373","Maliyet Giderleri Karşılığı",373,"expense","l10n_tr.chart_template_common",,"False","Aylık maliyetlerin saptanmasında, gelecek aylarda veya yıl sonunda kesin tahakkuku yapılacak giderlerle aylık maliyetlere pay verilmesinde, amortismanlar, tamir-bakım, ikramiyeler, finansman giderleri ... ve benzeri giderlere ilişkin tahmini gider karşılıklarının izlendiği hesaptır. Bu hesap, bilanço dönemi sonunda kapatılır.(1)\n\nİşleyişi :\n\nAylık maliyetlere yüklenen tahmini gider karşılıkları bu hesaba alacak bu giderlerin kesin tutarları belli olduğunda ise bu hesaba borç kaydedilir."
"tr379","Diğer Borç Ve Gider Karşılıkları",379,"liability_current","l10n_tr.chart_template_common",,"False","Kısa vadeli diğer borç ve gider karşılıklarının izlendiği hesaptır.\n\nİşleyişi :\n\nBu grubun yukarıda belirtilen hesapları içinde yer almayan ve önemlilik kavramına göre de ayrı ayrı hesaplarda izlenmesi mümkün olmayan borç ve gider karşılıkları bu hesaba alacak, ödenmeleri halinde de borç kaydedilir."
