"id","name","code","account_type","tag_ids","reconcile","name@lt"
"account_account_template_6802","Costs of Other Loan Interests","6802","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Kitų suteiktų paskolų palūkanų sąnaudos"
"account_account_template_6803","Negative Currency Exchange Difference","6803","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Neigiama valiutų kursų pokyčio įtaka"
"account_account_template_6804","Costs of Fines","6804","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Baudų ir delspinigių sąnaudos"
"account_account_template_6805","Representation and other disallowed deductions","6805","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Reprezentacija ir kiti neleidžiami atskaitymai"
"account_account_template_6806","Costs of Interests for Financial Rent","6806","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Palūkanų sąnaudos už finansinės nuomos būdu įsigyjamą turtą"
"account_account_template_6809","Investment Disposition Losses","6809","expense","l10n_lt.account_account_tag_11_interest_other_similar_expenses","False","Investicijų perleidimo nuostoliai"
"account_account_template_6900","Profit and Other Similar Taxes of The Current Year","6900","income","l10n_lt.account_account_tag_12_tax_on_profit","False","Ataskaitinių metų pelno ir panašūs mokesčiai"
"account_account_template_6901","Costs (Income) of Deferred Value-Added Tax","6901","expense","l10n_lt.account_account_tag_12_tax_on_profit","False","Atidėtojo pelno mokesčio sąnaudos (pajamos)"
"account_chart_template_lithuania_liquidity_transfer","Cash in Transit","273","asset_current","l10n_lt.account_account_tag_b_4","True","Pinigai kelyje"
"account_account_template_999","Interim Account","999","asset_cash","","False","Tarpinė sąskaita užskaitoms"
