"id","code","name","account_type","reconcile","tag_ids","non_trade","description","name@th_TH","description@th_TH"
"l10n_th_account_612900","612900","Other Fixed Assets (Depr)","expense_depreciation","False","","","Periodic depreciation charge for miscellaneous assets.","ค่าเสื่อมราคา - สินทรัพย์อื่น","ค่าใช้จ่ายค่าเสื่อมราคาตามงวดบัญชีสำหรับสินทรัพย์เบ็ดเตล็ด"
"l10n_th_account_612950","612950","Computer Software (Amt)","expense_depreciation","False","","","Amortization expense for intangible software assets.","ค่าตัดจำหน่าย - ซอฟต์แวร์","ค่าใช้จ่ายค่าตัดจำหน่ายสำหรับสินทรัพย์ไม่มีตัวตน (ซอฟต์แวร์)"
"l10n_th_account_612960","612960","Goodwill (Amt)","expense_depreciation","False","","","Amortization expense for goodwill.","ค่าตัดจำหน่าย - ค่าความนิยม","ค่าใช้จ่ายค่าตัดจำหน่ายสำหรับค่าความนิยม"
"l10n_th_account_613100","613100","Office Rent","expense","False","","","Monthly rental fees for office space (Operating Lease).","ค่าเช่าสำนักงาน","ค่าเช่ารายเดือนสำหรับพื้นที่สำนักงาน (สัญญาเช่าดำเนินงาน)"
"l10n_th_account_613200","613200","Vehicle rent","expense","False","","","Rental fees for cars or transport vehicles.","ค่าเช่ายานพาหนะ","ค่าเช่ารถยนต์หรือยานพาหนะขนส่ง"
"l10n_th_account_613300","613300","Freight & Postage Expenses","expense","False","","","Administrative expenses for courier services, document delivery, and postage.","ค่าไปรษณีย์และค่าขนส่ง (สนง.)","ค่าใช้จ่ายสำนักงานสำหรับบริการรับส่งเอกสารและพัสดุภัณฑ์"
"l10n_th_account_614100","614100","Office Maintenance services","expense","False","","","Costs for office cleaning, repairs, and general upkeep.","ค่าบริการดูแลรักษาสำนักงาน","ค่าใช้จ่ายทำความสะอาด ซ่อมแซม และดูแลรักษาสำนักงานทั่วไป"
"l10n_th_account_614200","614200","Vehicle maintenance","expense","False","","","Routine repair and maintenance costs for vehicles.","ค่าซ่อมบำรุงยานพาหนะ","ค่าซ่อมแซมและบำรุงรักษายานพาหนะตามปกติ"
"l10n_th_account_614300","614300","Studies & works","expense","False","","","Professional fees for research, studies, or external consultations.","ค่าที่ปรึกษาและวิจัย","ค่าวิชาชีพสำหรับการวิจัย การศึกษา หรือที่ปรึกษาภายนอก"
"l10n_th_account_615100","615100","Accounting Fees","expense","False","","","Fees paid to external audit or bookkeeping firms.","ค่าทำบัญชี / ค่าสอบบัญชี","ค่าธรรมเนียมที่จ่ายให้สำนักงานบัญชีหรือผู้สอบบัญชีภายนอก"
"l10n_th_account_615200","615200","Legal expenses","expense","False","","","Fees paid to lawyers or legal advisors.","ค่าทนายความและกฎหมาย","ค่าธรรมเนียมที่จ่ายให้ทนายความหรือที่ปรึกษากฎหมาย"
"l10n_th_account_615300","615300","Administration fees","expense","False","","","General administrative service fees.","ค่าธรรมเนียมการบริหาร","ค่าธรรมเนียมการบริหารจัดการทั่วไป"
"l10n_th_account_615400","615400","Membership fees","expense","False","","","Subscriptions to professional clubs or associations.","ค่าสมาชิก","ค่าบำรุงสมาชิกสโมสรหรือสมาคมวิชาชีพต่างๆ"
"l10n_th_account_615500","615500","Software Subscription","expense","False","","","Recurring fees for SaaS/Cloud software (not capitalized).","ค่าเช่าใช้ซอฟต์แวร์ (Subscription)","ค่าธรรมเนียมรายงวดสำหรับซอฟต์แวร์ SaaS/Cloud (ไม่บันทึกเป็นสินทรัพย์)"
"l10n_th_account_615801","615801","Fire Insurance","expense","False","","","Insurance premiums for property protection against fire/theft.","ค่าเบี้ยประกันอัคคีภัย","เบี้ยประกันสำหรับคุ้มครองทรัพย์สินจากไฟไหม้/โจรกรรม"
"l10n_th_account_615802","615802","Professional Insurance","expense","False","","","Insurance premiums for business liability coverage.","ค่าเบี้ยประกันภัยวิชาชีพ","เบี้ยประกันภัยสำหรับความรับผิดทางธุรกิจ"
"l10n_th_account_615803","615803","Legal protection Insurance","expense","False","","","Insurance coverage for legal costs.","ประกันภัยคุ้มครองทางกฎหมาย","ความคุ้มครองประกันภัยสำหรับค่าใช้จ่ายทางกฎหมาย"
"l10n_th_account_615804","615804","Professional Liability Insurance","expense","False","","","Insurance for errors and omissions.","ประกันภัยความรับผิดทางวิชาชีพ","ประกันภัยสำหรับความผิดพลาดและการละเลยในการปฏิบัติงาน"
"l10n_th_account_617100","617100","Advertising","expense","False","","","Costs for marketing campaigns and advertising.","ค่าโฆษณา","ค่าใช้จ่ายสำหรับแคมเปญการตลาดและการโฆษณา"
"l10n_th_account_617200","617200","Business gift","expense","False","","","Gifts for clients or partners (Check tax deductibility limits).","ของขวัญธุรกิจ / ของสมนาคุณ","ของขวัญสำหรับลูกค้าหรือคู่ค้า (ตรวจสอบเงื่อนไขภาษีเกี่ยวกับมูลค่า)"
"l10n_th_account_618100","618100","Consumables","expense","False","","","Low-value items used immediately (expensed upon purchase).","วัสดุสิ้นเปลืองใช้ไป","รายการมูลค่าต่ำที่ใช้หมดไปทันที (บันทึกเป็นค่าใช้จ่ายเมื่อซื้อ)"
"l10n_th_account_618200","618200","Office supplies","expense","False","","","Stationery, paper, ink, and general office supplies.","วัสดุสำนักงาน","เครื่องเขียน กระดาษ หมึกพิมพ์ และอุปกรณ์สำนักงานทั่วไป"
"l10n_th_account_618300","618300","Office services","expense","False","","","Utilities, internet, and other general office services.","ค่าบริการสำนักงาน","ค่าสาธารณูปโภค อินเทอร์เน็ต และบริการทั่วไปในสำนักงาน"
"l10n_th_account_618400","618400","Water, electricity, gas","expense","False","","","Utility bills for business premises.","ค่าน้ำ ค่าไฟ แก๊ส","บิลค่าสาธารณูปโภคสำหรับสถานที่ประกอบธุรกิจ"
"l10n_th_account_618500","618500","Phone & Internet","expense","False","","","Communication and internet service costs.","ค่าโทรศัพท์และอินเทอร์เน็ต","ค่าใช้จ่ายด้านการสื่อสารและบริการอินเทอร์เน็ต"
"l10n_th_account_618600","618600","Fuel","expense","False","","","Fuel costs for company vehicles.","ค่าน้ำมันเชื้อเพลิง","ค่าน้ำมันสำหรับยานพาหนะของบริษัท"
"l10n_th_account_618700","618700","Property tax","expense","False","","","Annual taxes paid on land and building ownership.","ภาษีที่ดินและสิ่งปลูกสร้าง","ภาษีรายปีที่จ่ายจากการเป็นเจ้าของที่ดินและอาคาร"
"l10n_th_account_619101","619101","Flights","expense","False","","","Air travel costs for business purposes.","ค่าตั๋วเครื่องบิน","ค่าเดินทางโดยเครื่องบินเพื่อวัตถุประสงค์ทางธุรกิจ"
"l10n_th_account_619102","619102","Hotels","expense","False","","","Accommodation costs during business travel.","ค่าที่พักแรม","ค่าที่พักระหว่างการเดินทางไปติดต่อธุรกิจ"
"l10n_th_account_619103","619103","Public Transportation","expense","False","","","Taxi, train, or bus fares for business travel.","ค่าพาหนะเดินทาง","ค่าแท็กซี่ รถไฟ หรือรถโดยสารสำหรับการเดินทางไปติดต่อธุรกิจ"
"l10n_th_account_619104","619104","Other travel costs","expense","False","","","Miscellaneous travel expenses (per diems, etc.).","ค่าเดินทางอื่นๆ","ค่าใช้จ่ายการเดินทางเบ็ดเตล็ด (เบี้ยเลี้ยง ฯลฯ)"
"l10n_th_account_619200","619200","Bar & Restaurant","expense","False","","","Business meals and entertainment expenses.","ค่ารับรอง (อาหารและเครื่องดื่ม)","ค่าอาหารและการบันเทิงเพื่อธุรกิจ"
"l10n_th_account_619300","619300","Food: Reception & delivery","expense","False","","","Catering costs for office events or receptions.","ค่าอาหารรับรองและจัดเลี้ยง","ค่าจัดเลี้ยงสำหรับกิจกรรมในสำนักงานหรือการต้อนรับ"
"l10n_th_account_619900","619900","Donations","expense","False","","","Charitable donation.","เงินบริจาค","การบริจาคเพื่อการกุศล"
"l10n_th_account_621100","621100","Interest Expense","expense","False","","","Cost of borrowing funds (Finance costs).","ดอกเบี้ยจ่าย","ต้นทุนจากการกู้ยืมเงิน (ต้นทุนทางการเงิน)"
"l10n_th_account_621200","621200","Loss on Exchange Rate","expense","False","","","Realized/unrealized losses from currency fluctuations.","ขาดทุนจากอัตราแลกเปลี่ยน","ผลขาดทุนที่เกิดขึ้นจริง/ยังไม่เกิดขึ้นจริงจากความผันผวนของค่าเงิน"
"l10n_th_account_622100","622100","Bank fees","expense","False","","","Bank charges, transaction fees, and transfer costs.","ค่าธรรมเนียมธนาคาร","ค่าธรรมเนียมธนาคาร ค่าทำธุรกรรม และค่าโอนเงิน"
"l10n_th_account_622200","622200","Cash Difference Loss","expense","False","","","Cash Diff Expense: Cash shortages found during reconciliation or rounding.","ขาดทุนจากเงินสดขาดบัญชี","ค่าใช้จ่ายจากเงินสดขาดบัญชีที่พบระหว่างการกระทบยอดหรือปัดเศษ"
"l10n_th_account_631100","631100","Corporate Income Tax","expense","False","","","Annual tax expense on net profit.","ภาษีเงินได้นิติบุคคล (ค่าใช้จ่าย)","ค่าใช้จ่ายภาษีประจำปีคำนวณจากกำไรสุทธิ"
"l10n_th_account_999999","999999","Current Year Earnings","equity_unaffected","False","","","Automated account for current year profit/loss accumulation.","กำไร(ขาดทุน) สุทธิประจำปี","บัญชีอัตโนมัติสำหรับสะสมกำไรหรือขาดทุนในปีปัจจุบัน"
