"id","name","code","account_type","reconcile","non_trade","name@ar","description","description@ar","tax_ids","depreciation_model_id","parent_id","active"
"sa_account_400046","Gifts & Donations","423600","expense","False","","الهدايا والتبرعات","Business gifts to clients over 220 SAR","هدايا الشركات للعملاء التي تتجاوز قيمتها 220 ريال سعودي","","","sa_account_420000",""
"sa_account_400021","Courier","423700","expense","False","","ساعي","Expenses for courier and express delivery services.","مصاريف خدمات التوصيل والتوصيل السريع.","","","sa_account_420000",""
"sa_account_400034","Other - Advertising Expenses","423800","expense","False","","أخرى - نفقات الإعلان","Publicity fees for your activity, including promotional material","رسوم الدعاية لنشاطك، بما في ذلك المواد الترويجية","","","sa_account_420000",""
"sa_account_423900","Amortization on Leasehold Improvement","423900","expense_depreciation","False","","","","","","","sa_account_420000",""
"sa_account_424000","Depreciation on Right of Use Asset (IFRS 16)","424000","expense_depreciation","False","","","","","","","sa_account_420000",""
"sa_account_401006","Depreciation Of Furniture & Office Equipment","424100","expense_depreciation","False","","إهلاك الأثاث والمعدات","Expenses for depreciating office furniture and equipment over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأثاث والمعدات المكتبية على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401001","Depreciation Of Computer Hard & Soft","424200","expense_depreciation","False","","إهلاك أجهزة وبرامج الكمبيوتر","Expenses for depreciating computer hardware and software over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة أجهزة وبرامج الكمبيوتر على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401007","Depreciation of Motor Vehicles","424300","expense_depreciation","False","","إهلاك المركبات الآلية","Expenses for depreciating motor vehicles over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة المركبات على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401002","Depreciation of Construction","424400","expense_depreciation","False","","إهلاك البناء","Expenses for depreciating construction-related assets over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالإنشاء على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401003","Depreciation of Installations","424500","expense_depreciation","False","","إهلاك المنشآت","Expenses for depreciating installation-related assets over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالتركيب على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401004","Depreciation of Machine & Tools","424600","expense_depreciation","False","","إهلاك الآلات والأدوات","Expenses for depreciating machinery and tools over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الآلات والأدوات على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401005","Depreciation of Other Property","424700","expense_depreciation","False","","إهلاك الممتلكات الأخرى","Expenses for depreciating other real property assets over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول العقارية الأخرى على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_401008","Depreciation of Vehicle Aceessories","424800","expense_depreciation","False","","إهلاك ملحقات السيارة","Expenses for depreciating vehicle accessories over their useful life.","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة ملحقات المركبات على مدى عمرها الإنتاجي.","","","sa_account_420000",""
"sa_account_400028","Others","424900","expense","False","","آحرون","Miscellaneous expenses that do not fall under any specific account category","النفقات المتنوعة التي لا تندرج تحت أي فئة حساب محددة","","","sa_account_420000",""
"sa_account_430000","Finance Costs","430000","expense","False","","","","","","","","False"
"sa_account_400051","Other Bank Charges","430100","expense","False","","رسوم بنكية أخرى","Nasty charges and interests from your bank","رسوم وفوائد باهظة من البنك الخاص بك","","","sa_account_430000",""
"sa_account_400058","Credit Card Charges","430200","expense","False","","رسوم بطاقات الائتمان","Fees and charges incurred on company credit card usage","الرسوم والتكاليف المستحقة على استخدام بطاقة الائتمان الخاصة بالشركة","","","sa_account_430000",""
"sa_account_400059","Bank Finance & Loan Charges","430300","expense","False","","رسوم التمويل والقروض المصرفية","Charges and interests from your bank","رسوم وفوائد باهظة من البنك الخاص بك","","","sa_account_430000",""
"sa_account_400060","Air Miles Card Charges","430400","expense","False","","رسوم بطاقة أميال الطيران","Charges related to the usage or maintenance of the company's air miles card","الرسوم المتعلقة باستخدام أو صيانة بطاقة أميال الطيران الخاصة بالشركة","","","sa_account_430000",""
"sa_account_430500","Credit Card Swipe Charges","430500","expense","False","","","","","","","sa_account_430000",""
"sa_account_400062","PayPal Charges","430600","expense","False","","رسوم باي بال","Fees charged by PayPal for processing company transactions","الرسوم التي تفرضها PayPal لمعالجة معاملات الشركة","","","sa_account_430000",""
"sa_account_400053","Loss on Difference on Exchange","430700","expense","False","","خسارة على الفرق في سعر الصرف","Loss from currency exchange rate fluctuations on foreign transactions.","الخسارة الناجمة عن تقلبات أسعار صرف العملات في المعاملات الأجنبية.","","","sa_account_430000",""
"sa_account_430800","Cash Discount Loss","430800","expense","False","","","","","","","sa_account_430000",""
"sa_account_440000","Other and Non-Operating Costs","440000","expense","False","","","","","","","","False"
"sa_account_400035","Write Off Receivables & Payables","440100","expense","False","","شطب المستحقات والمدفوعات","Adjustment for uncollectible receivables or unpayable liabilities removed from the accounts.","تعديل للمستحقات غير القابلة للتحصيل أو الالتزامات غير القابلة للدفع التي تم إزالتها من الحسابات.","","","sa_account_440000",""
"sa_account_400036","Write Off Inventory","440200","expense","False","","شطب المخزون","Reduction of inventory value due to loss, damage, or obsolescence.","انخفاض قيمة المخزون بسبب الخسارة أو التلف أو التقادم.","","","sa_account_440000",""
"sa_account_400068","Provision for Doubtful Debts","440300","expense","False","","مخصص الديون المشكوك في تحصيلها","Estimated loss set aside for receivables that may not be collected.","الخسارة المقدرة المخصصة للمستحقات التي قد لا يتم تحصيلها.","","","sa_account_440000",""
"sa_account_400038","Cash Shortage","440400","expense","False","","نقص النقد","Losses due to shortages found during cash counts or reconciliations.","الخسائر الناجمة عن النقص الذي تم اكتشافه أثناء جرد النقدية أو عمليات المقارنة.","","","sa_account_440000",""
"sa_account_400039","Others - Provision & Write off","440500","expense","False","","آخرون - التوفير والشطب","Estimated losses and write-offs not classified under specific categories.","الخسائر المقدرة وعمليات الشطب غير المصنفة ضمن فئات محددة.","","","sa_account_440000",""
"sa_account_400037","Amortisation of Preoperating Expenses","440600","expense","False","","إطفاء مصاريف ما قبل التشغيل","Allocation of pre-operating costs over the benefit period.","توزيع تكاليف ما قبل التشغيل على فترة الاستفادة.","","","sa_account_440000",""
"sa_account_400052","Loss On Fixed Assets Disposal","440700","expense","False","","خسارة التخلص من الأصول الثابتة","Loss incurred from selling fixed assets below their book value.","الخسارة الناتجة عن بيع الأصول الثابتة بأقل من قيمتها الدفترية.","","","sa_account_440000",""
"sa_account_400054","Disposal of Business Branch","440800","expense","False","","التخلص من فرع الأعمال","Loss or cost incurred from closing or selling a business branch.","الخسارة أو التكلفة الناجمة عن إغلاق أو بيع فرع تجاري.","","","sa_account_440000",""
"sa_account_400055","Income Tax","440900","expense","False","","ضريبة الدخل","Statutory tax expense on company's taxable income.","مصروف الضريبة القانوني على الدخل الخاضع للضريبة للشركة.","","","sa_account_440000",""
"sa_account_400072","ZAKAT Expense","440910","expense","False","","مصروف الزكاة","Mandatory charitable contribution under Islamic law, based on earnings or assets","المساهمة الخيرية الإلزامية في الشريعة الإسلامية، على أساس الأرباح أو الأصول","","","sa_account_440000",""
"sa_account_400073","Withholding Tax Expense","440920","expense","False","","مصروف الضريبة المستقطعة","Tax withheld at source on certain payments made to foreign or domestic parties","الضريبة المستقطعة من المصدر على مدفوعات معينة تُدفع لأطراف أجنبية أو محلية","","","sa_account_440000",""
"sa_account_400056","Previous Year Adjustments Account","441000","expense","False","","حساب تعديلات السنة السابقة","Adjustments related to prior year income or expenses identified in the current year","التعديلات المتعلقة بإيرادات أو مصروفات السنة السابقة التي تم تحديدها في السنة الحالية","","","sa_account_440000",""
"sa_account_400088","Property Tax","441100","expense","False","","ضريبة الأملاك","Local taxes that have to paid due to the ownership of property","الضرائب المحلية التي يجب دفعها بسبب ملكية العقار","","","sa_account_440000",""
"sa_account_400057","Other Non Operating Expenses","441200","expense","False","","مصاريف غير تشغيلية أخرى","Expenses not related to core business operations, incurred occasionally or irregularly","النفقات غير المتعلقة بعمليات الأعمال الأساسية، والتي يتم تكبدها من حين لآخر أو بشكل غير منتظم","","","sa_account_440000",""
"sa_account_400069","Closing Account","441300","expense","False","","إغلاق الحساب","Used to transfer balances and close temporary accounts at period end","يستخدم لنقل الأرصدة وإغلاق الحسابات المؤقتة في نهاية الفترة","","","sa_account_440000",""
"sa_account_500000","Operating Income","500000","income","False","","","","","","","","False"
"sa_account_500001","Sales Account","500100","income","False","","حساب المبيعات","","","","","sa_account_500000",""
"sa_account_500002","Sales of I/C","500200","income","False","","مبيعات I/C","","","","","sa_account_500000",""
"sa_account_500003","Management Consultancy Fees","500300","income","False","","رسوم الاستشارات الإدارية","","","","","sa_account_500000",""
"sa_account_500004","Sales from Other Region","500400","income","False","","المبيعات من منطقة أخرى","","","","","sa_account_500000",""
"sa_account_500005","Advertising Income","500500","income","False","","دخل الإعلانات","","","","","sa_account_500000",""
"sa_account_500006","Branding Income","500600","income","False","","دخل العلامة التجارية","","","","","sa_account_500000",""
"sa_account_500008","Service Income","500700","income","False","","دخل الخدمة","","","","","sa_account_500000",""
"sa_account_510000","Non-operating Income","510000","income_other","False","","","","","","","","False"
"sa_account_500007","Space Rental Income","510100","income","False","","إيرادات إيجار المساحات","","","","","sa_account_510000",""
"sa_account_500011","Gain On Difference Of Exchange","510200","income","False","","الربح من فرق الصرف","","","","","sa_account_510000",""
"sa_account_510300","Excess in Till","510300","income_other","False","","","","","","","sa_account_510000",""
"sa_account_500010","Capital Gain","510400","income","False","","مكاسب رأس المال","","","","","sa_account_510000",""
"sa_account_510500","Cash Discount Gain","510500","income_other","False","","","","","","","sa_account_510000",""
"sa_account_500013","Other Income","510600","income_other","False","","الدخل الآخر","","","","","sa_account_510000",""
"sa_account_520000","Investment Income","520000","income_other","False","","","","","","","","False"
"sa_account_520100","Finance Income","520100","income_other","False","","","","","","","sa_account_520000",""
"sa_account_500009","Interest Revenue","520200","income","False","","إيرادات الفوائد","","","","","sa_account_520000",""
"sa_account_600000","Equity","600000","equity","False","","","","","","","","False"
"sa_account_601000","Share Capital","601000","equity","False","","","","","","","sa_account_600000",""
"sa_account_602000","Capital Contributions","602000","equity","False","","","","","","","sa_account_600000",""
"sa_account_604000","Retained Earnings","604000","equity","False","","","","","","","sa_account_600000",""
"sa_account_605000","Dividends paid","605000","equity","False","","","","","","","sa_account_600000",""
"sa_account_999001","Cash Difference Gain","999001","income_other","False","","","","","","","",""
"sa_account_999002","Cash Difference Loss","999002","expense","False","","","","","","","",""
"sa_account_999999","Undistributed Profits/Losses","999999","equity_unaffected","False","","الأرباح/الخسائر غير الموزعة","","","","","",""
