id,code_prefix_start,code_prefix_end,name,chart_template_id/id
account_group_46158,46158,,"Other foreign taxes",l10n_lu.lu_2011_chart_1
account_group_462,462,,"Social security debts and other social securities offices",l10n_lu.lu_2011_chart_1
account_group_4621,4621,,"Joint Social Security Centre (CCSS)",l10n_lu.lu_2011_chart_1
account_group_4622,4622,,"Foreign Social Security offices",l10n_lu.lu_2011_chart_1
account_group_4628,4628,,"Other social bodies",l10n_lu.lu_2011_chart_1
account_group_47,47,,"Other debts",l10n_lu.lu_2011_chart_1
account_group_471,471,,"Other debts payable within one year",l10n_lu.lu_2011_chart_1
account_group_4711,4711,,"Received deposits and guarantees",l10n_lu.lu_2011_chart_1
account_group_4712,4712,,"Amounts payable to partners and shareholders (others than from affiliated undertakings)",l10n_lu.lu_2011_chart_1
account_group_4713,4713,,"Amounts payable to directors, managers, statutory auditors and similar",l10n_lu.lu_2011_chart_1
account_group_4714,4714,,"Amounts payable to staff",l10n_lu.lu_2011_chart_1
account_group_4715,4715,,"State - Greenhous gas and similar emission quotas to be returned or acquired",l10n_lu.lu_2011_chart_1
account_group_4716,4716,,"Loans and similar debts",l10n_lu.lu_2011_chart_1
account_group_47161,47161,,"Other loans",l10n_lu.lu_2011_chart_1
account_group_47162,47162,,"Lease debts",l10n_lu.lu_2011_chart_1
account_group_47163,47163,,"Life annuities",l10n_lu.lu_2011_chart_1
account_group_47168,47168,,"Other similar debts",l10n_lu.lu_2011_chart_1
account_group_4717,4717,,"Derivative financial instruments",l10n_lu.lu_2011_chart_1
account_group_4718,4718,,"Other miscellaneous debts",l10n_lu.lu_2011_chart_1
account_group_472,472,,"Other debts payable after more than one year",l10n_lu.lu_2011_chart_1
account_group_4721,4721,,"Received deposits and guarantees",l10n_lu.lu_2011_chart_1
account_group_4722,4722,,"Amounts payable to partners and shareholders (others than from affiliated undertakings)",l10n_lu.lu_2011_chart_1
account_group_4723,4723,,"Amounts payable to directors, managers, statutory auditors and similar",l10n_lu.lu_2011_chart_1
account_group_4724,4724,,"Amounts payable to staff",l10n_lu.lu_2011_chart_1
account_group_4726,4726,,"Loans and similar debts",l10n_lu.lu_2011_chart_1
account_group_47261,47261,,"Other loans",l10n_lu.lu_2011_chart_1
account_group_47262,47262,,"Lease debts",l10n_lu.lu_2011_chart_1
account_group_47263,47263,,"Life annuities",l10n_lu.lu_2011_chart_1
account_group_47268,47268,,"Other similar debts",l10n_lu.lu_2011_chart_1
account_group_4727,4727,,"Derivative financial instruments",l10n_lu.lu_2011_chart_1
account_group_4728,4728,,"Other miscellaneous debts",l10n_lu.lu_2011_chart_1
account_group_48,48,,"Deferred charges and income",l10n_lu.lu_2011_chart_1
account_group_481,481,,"Deferred charges (on one or more financial years)",l10n_lu.lu_2011_chart_1
account_group_482,482,,"Deferred income (on one or more financial years)",l10n_lu.lu_2011_chart_1
account_group_483,483,,"State - Greenhous gas and similar emission quotas received",l10n_lu.lu_2011_chart_1
account_group_484,484,,"Transitory or suspense accounts - Assets",l10n_lu.lu_2011_chart_1
account_group_485,485,,"Transitory or suspense accounts - Liabilities",l10n_lu.lu_2011_chart_1
account_group_486,486,,"Linking accounts (branches) - Assets",l10n_lu.lu_2011_chart_1
account_group_487,487,,"Linking accounts (branches) - Liabilities",l10n_lu.lu_2011_chart_1
account_group_5,5,,"FINANCIAL ACCOUNTS",l10n_lu.lu_2011_chart_1
account_group_50,50,,"Transferable securities",l10n_lu.lu_2011_chart_1
account_group_501,501,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_502,502,,"Own shares or own corporate units",l10n_lu.lu_2011_chart_1
account_group_503,503,,"Shares in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_508,508,,"Other transferable securities",l10n_lu.lu_2011_chart_1
account_group_5081,5081,,"Shares - listed securities",l10n_lu.lu_2011_chart_1
account_group_5082,5082,,"Shares - unlisted securities",l10n_lu.lu_2011_chart_1
account_group_5083,5083,,"Debenture loans and other notes issued and repurchased by the company",l10n_lu.lu_2011_chart_1
account_group_5084,5084,,"Listed debenture loans",l10n_lu.lu_2011_chart_1
account_group_5085,5085,,"Unlisted debenture loans",l10n_lu.lu_2011_chart_1
account_group_5088,5088,,"Other miscellaneous transferable securities",l10n_lu.lu_2011_chart_1
account_group_51,51,,"Cash at bank, in postal cheques accounts, cheques and in hand",l10n_lu.lu_2011_chart_1
account_group_513,513,,"Banks and postal cheques accounts (CCP)",l10n_lu.lu_2011_chart_1
account_group_5131,5131,,"Banks and CCP : available balance",l10n_lu.lu_2011_chart_1
account_group_5132,5132,,"Banks and CCP : overdraft",l10n_lu.lu_2011_chart_1
account_group_516,516,,"Cash in hand",l10n_lu.lu_2011_chart_1
account_group_517,517,,"Internal transfers",l10n_lu.lu_2011_chart_1
account_group_5171,5171,,"Internal transfers : debit balance",l10n_lu.lu_2011_chart_1
account_group_5172,5172,,"Internal transfers : credit balance",l10n_lu.lu_2011_chart_1
account_group_518,518,,"Other cash amounts",l10n_lu.lu_2011_chart_1
account_group_6,6,,"CHARGES ACCOUNTS",l10n_lu.lu_2011_chart_1
account_group_60,60,,"Use of merchandise, raw and consumable materials",l10n_lu.lu_2011_chart_1
account_group_601,601,,"Purchases of raw materials",l10n_lu.lu_2011_chart_1
account_group_603,603,,"Purchases of consumable materials and supplies",l10n_lu.lu_2011_chart_1
account_group_6031,6031,,"Fuels, gas, water and electricity",l10n_lu.lu_2011_chart_1
account_group_60311,60311,,"Solid fuels",l10n_lu.lu_2011_chart_1
account_group_60312,60312,,"Liquid fuels",l10n_lu.lu_2011_chart_1
account_group_60313,60313,,"Gas",l10n_lu.lu_2011_chart_1
account_group_60314,60314,,"Water and sewage",l10n_lu.lu_2011_chart_1
account_group_60315,60315,,"Electricity",l10n_lu.lu_2011_chart_1
account_group_6032,6032,,"Maintenance supplies",l10n_lu.lu_2011_chart_1
account_group_6033,6033,,"Workshop, factory and store supplies and small equipment",l10n_lu.lu_2011_chart_1
account_group_6034,6034,,"Work clothes",l10n_lu.lu_2011_chart_1
account_group_6035,6035,,"Office and administrative supplies",l10n_lu.lu_2011_chart_1
account_group_6036,6036,,"Motor fuels",l10n_lu.lu_2011_chart_1
account_group_6037,6037,,"Lubricants",l10n_lu.lu_2011_chart_1
account_group_6038,6038,,"Other consumable supplies",l10n_lu.lu_2011_chart_1
account_group_604,604,,"Purchases of packaging",l10n_lu.lu_2011_chart_1
account_group_606,606,,"Purchases of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_6061,6061,,"Purchases of merchandise",l10n_lu.lu_2011_chart_1
account_group_6062,6062,,"Purchases of land for resale",l10n_lu.lu_2011_chart_1
account_group_6063,6063,,"Purchases of buildings for resale",l10n_lu.lu_2011_chart_1
account_group_607,607,,"Changes in inventory",l10n_lu.lu_2011_chart_1
account_group_6071,6071,,"Changes in inventory of raw materials",l10n_lu.lu_2011_chart_1
account_group_6073,6073,,"Changes in inventory of consumable materials and supplies",l10n_lu.lu_2011_chart_1
account_group_6074,6074,,"Changes in inventory of packaging",l10n_lu.lu_2011_chart_1
account_group_6076,6076,,"Changes in inventory of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_60761,60761,,"Merchandise",l10n_lu.lu_2011_chart_1
account_group_60762,60762,,"Land for resale",l10n_lu.lu_2011_chart_1
account_group_60763,60763,,"Buildings for resale",l10n_lu.lu_2011_chart_1
account_group_608,608,,"Purchases of items included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_6081,6081,,"Services included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_60811,60811,,"Tailoring",l10n_lu.lu_2011_chart_1
account_group_60812,60812,,"Research and development",l10n_lu.lu_2011_chart_1
account_group_60813,60813,,"Architects' and engineers' fees",l10n_lu.lu_2011_chart_1
account_group_60814,60814,,"Outsourcing included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_6082,6082,,"Other purchases of material included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_6083,6083,,"Purchase of greenhous gas and similar emission quotas",l10n_lu.lu_2011_chart_1
account_group_6088,6088,,"Other purchases included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_609,609,,"Rebates, discounts and refunds (RDR) received and not directly deducted from purchases",l10n_lu.lu_2011_chart_1
account_group_6091,6091,,"RDR on purchases of raw materials",l10n_lu.lu_2011_chart_1
account_group_6093,6093,,"RDR on purchases of consumable materials and supplies",l10n_lu.lu_2011_chart_1
account_group_6094,6094,,"RDR on purchases of packaging",l10n_lu.lu_2011_chart_1
account_group_6096,6096,,"RDR on purchases of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_6098,6098,,"RDR on purchases included in the production of goods and services",l10n_lu.lu_2011_chart_1
account_group_6099,6099,,"Unallocated RDR",l10n_lu.lu_2011_chart_1
account_group_61,61,,"Other external charges",l10n_lu.lu_2011_chart_1
account_group_611,611,,"Rents and service charges",l10n_lu.lu_2011_chart_1
account_group_6111,6111,,"Rents and operationnal leasing for real property",l10n_lu.lu_2011_chart_1
account_group_61111,61111,,"Land",l10n_lu.lu_2011_chart_1
account_group_61112,61112,,"Buildings",l10n_lu.lu_2011_chart_1
account_group_6112,6112,,"Rents and operational leasing on movable property",l10n_lu.lu_2011_chart_1
account_group_61123,61123,,"Rolling stock",l10n_lu.lu_2011_chart_1
account_group_61128,61128,,"Other",l10n_lu.lu_2011_chart_1
account_group_6113,6113,,"Service charges and co-ownership expenses",l10n_lu.lu_2011_chart_1
account_group_6114,6114,,"Financial leasing on real property",l10n_lu.lu_2011_chart_1
account_group_6115,6115,,"Financial leasing on movable property",l10n_lu.lu_2011_chart_1
account_group_61153,61153,,"Rolling stock",l10n_lu.lu_2011_chart_1
account_group_61158,61158,,"Other",l10n_lu.lu_2011_chart_1
account_group_612,612,,"Subcontracting, servicing, repairs and maintenance",l10n_lu.lu_2011_chart_1
account_group_6121,6121,,"General subcontracting (not included in the production of goods and services)",l10n_lu.lu_2011_chart_1
account_group_6122,6122,,"Servicing, repairs and maintenance",l10n_lu.lu_2011_chart_1
account_group_61221,61221,,"Buildings",l10n_lu.lu_2011_chart_1
account_group_61223,61223,,"Rolling stock",l10n_lu.lu_2011_chart_1
account_group_61228,61228,,"Other",l10n_lu.lu_2011_chart_1
account_group_613,613,,"Remuneration of intermediaries and professional fees",l10n_lu.lu_2011_chart_1
account_group_6131,6131,,"Commissions and brokerage fees",l10n_lu.lu_2011_chart_1
account_group_6132,6132,,"IT services",l10n_lu.lu_2011_chart_1
account_group_6133,6133,,"Banking and similar services",l10n_lu.lu_2011_chart_1
account_group_61332,61332,,"Loans' issuance expenses",l10n_lu.lu_2011_chart_1
account_group_61333,61333,,"Bank account charges and bank commissions (included custody fees on securities)",l10n_lu.lu_2011_chart_1
account_group_61334,61334,,"Charges for electronic means of paiment",l10n_lu.lu_2011_chart_1
account_group_61336,61336,,"Factoring services",l10n_lu.lu_2011_chart_1
account_group_61338,61338,,"Other banking and similar services (except interest and similar expenses)",l10n_lu.lu_2011_chart_1
account_group_6134,6134,,"Professional fees",l10n_lu.lu_2011_chart_1
account_group_61341,61341,,"Legal, litigation and similar fees",l10n_lu.lu_2011_chart_1
account_group_61342,61342,,"Accounting, tax consulting, auditing and similar fees",l10n_lu.lu_2011_chart_1
account_group_61348,61348,,"Other professional fees",l10n_lu.lu_2011_chart_1
account_group_6135,6135,,"Notarial and similar fees",l10n_lu.lu_2011_chart_1
account_group_6138,6138,,"Other remuneration of intermediaries and professional fees",l10n_lu.lu_2011_chart_1
account_group_614,614,,"Insurance premiums",l10n_lu.lu_2011_chart_1
account_group_6141,6141,,"Insurance for assets",l10n_lu.lu_2011_chart_1
account_group_61411,61411,,"Buildings",l10n_lu.lu_2011_chart_1
account_group_61412,61412,,"Rolling stock",l10n_lu.lu_2011_chart_1
account_group_61418,61418,,"Other",l10n_lu.lu_2011_chart_1
account_group_6142,6142,,"Insurance on rented assets",l10n_lu.lu_2011_chart_1
account_group_6143,6143,,"Transport insurance",l10n_lu.lu_2011_chart_1
account_group_6144,6144,,"Business risk insurance",l10n_lu.lu_2011_chart_1
account_group_6145,6145,,"Customers credit insurance",l10n_lu.lu_2011_chart_1
account_group_6146,6146,,"Third-party insurance",l10n_lu.lu_2011_chart_1
account_group_6148,6148,,"Other insurances",l10n_lu.lu_2011_chart_1
account_group_615,615,,"Marketing and communication costs",l10n_lu.lu_2011_chart_1
account_group_6151,6151,,"Marketing and advertising costs",l10n_lu.lu_2011_chart_1
account_group_61511,61511,,"Press advertising",l10n_lu.lu_2011_chart_1
account_group_61512,61512,,"Samples",l10n_lu.lu_2011_chart_1
account_group_61513,61513,,"Fairs and exhibitions",l10n_lu.lu_2011_chart_1
account_group_61514,61514,,"Gifts to customers",l10n_lu.lu_2011_chart_1
account_group_61515,61515,,"Catalogues, printed materials and publications",l10n_lu.lu_2011_chart_1
account_group_61516,61516,,"Donations",l10n_lu.lu_2011_chart_1
account_group_61517,61517,,"Sponsorship",l10n_lu.lu_2011_chart_1
account_group_61518,61518,,"Other purchases of advertising services",l10n_lu.lu_2011_chart_1
account_group_6152,6152,,"Travel and entertainment expenses",l10n_lu.lu_2011_chart_1
account_group_61521,61521,,"Travel expenses",l10n_lu.lu_2011_chart_1
account_group_615211,615211,,"Management (if appropriate owner and partner)",l10n_lu.lu_2011_chart_1
account_group_615212,615212,,"Staff",l10n_lu.lu_2011_chart_1
account_group_61522,61522,,"Relocation expenses",l10n_lu.lu_2011_chart_1
account_group_61523,61523,,"Business assignments",l10n_lu.lu_2011_chart_1
account_group_61524,61524,,"Receptions and entertainment costs",l10n_lu.lu_2011_chart_1
account_group_6153,6153,,"Postal charges and telecommunication costs",l10n_lu.lu_2011_chart_1
account_group_61531,61531,,"Postal charges",l10n_lu.lu_2011_chart_1
account_group_61532,61532,,"Telecommunication costs",l10n_lu.lu_2011_chart_1
account_group_616,616,,"Transportation of goods and collective staff transportation",l10n_lu.lu_2011_chart_1
account_group_6161,6161,,"Transportation of purchased goods",l10n_lu.lu_2011_chart_1
account_group_6162,6162,,"Transportation of sold goods",l10n_lu.lu_2011_chart_1
account_group_6165,6165,,"Collective staff transportation",l10n_lu.lu_2011_chart_1
account_group_6168,6168,,"Other transportation",l10n_lu.lu_2011_chart_1
account_group_617,617,,"External staff of the company",l10n_lu.lu_2011_chart_1
account_group_6171,6171,,"Temporary staff",l10n_lu.lu_2011_chart_1
account_group_6172,6172,,"External staff on secondment",l10n_lu.lu_2011_chart_1
account_group_618,618,,"Miscellaneous external charges",l10n_lu.lu_2011_chart_1
account_group_6181,6181,,"Documentation",l10n_lu.lu_2011_chart_1
account_group_6182,6182,,"Costs of training, symposiums, seminars, conferences",l10n_lu.lu_2011_chart_1
account_group_6183,6183,,"Industrial and non-industrial waste treatment",l10n_lu.lu_2011_chart_1
account_group_6184,6184,,"Fuels, gas, water and electricity (not included in the production of goods and services)",l10n_lu.lu_2011_chart_1
account_group_61841,61841,,"Solid fuels",l10n_lu.lu_2011_chart_1
account_group_61842,61842,,"Liquid fuels (oil, motor fuel, etc.)",l10n_lu.lu_2011_chart_1
account_group_61843,61843,,"Gas",l10n_lu.lu_2011_chart_1
account_group_61844,61844,,"Water and waste water",l10n_lu.lu_2011_chart_1
account_group_61845,61845,,"Electricity",l10n_lu.lu_2011_chart_1
account_group_6185,6185,,"Supplies and small equipment",l10n_lu.lu_2011_chart_1
account_group_61851,61851,,"Office supplies",l10n_lu.lu_2011_chart_1
account_group_61852,61852,,"Small equipment",l10n_lu.lu_2011_chart_1
account_group_61853,61853,,"Work clothes",l10n_lu.lu_2011_chart_1
account_group_61854,61854,,"Maintenance supplies",l10n_lu.lu_2011_chart_1
account_group_61858,61858,,"Other",l10n_lu.lu_2011_chart_1
account_group_6186,6186,,"Surveillance and security charges",l10n_lu.lu_2011_chart_1
account_group_6187,6187,,"Contributions to professional associations",l10n_lu.lu_2011_chart_1
account_group_6188,6188,,"Other miscellaneous external charges",l10n_lu.lu_2011_chart_1
account_group_619,619,,"Rebates, discounts and refunds received on other external charges",l10n_lu.lu_2011_chart_1
account_group_62,62,,"Staff expenses",l10n_lu.lu_2011_chart_1
account_group_621,621,,"Staff remuneration",l10n_lu.lu_2011_chart_1
account_group_6211,6211,,"Gross wages",l10n_lu.lu_2011_chart_1
account_group_62111,62111,,"Base wages",l10n_lu.lu_2011_chart_1
account_group_62112,62112,,"Wage supplements",l10n_lu.lu_2011_chart_1
account_group_621121,621121,,"Sunday",l10n_lu.lu_2011_chart_1
account_group_621122,621122,,"Public holidays",l10n_lu.lu_2011_chart_1
account_group_621123,621123,,"Overtime",l10n_lu.lu_2011_chart_1
account_group_621128,621128,,"Other supplements",l10n_lu.lu_2011_chart_1
account_group_62114,62114,,"Incentives, bonuses and commissions",l10n_lu.lu_2011_chart_1
account_group_62115,62115,,"Benefits in kind",l10n_lu.lu_2011_chart_1
account_group_62116,62116,,"Severance pay",l10n_lu.lu_2011_chart_1
account_group_62117,62117,,"Survivor's pay",l10n_lu.lu_2011_chart_1
account_group_6218,6218,,"Other benefits",l10n_lu.lu_2011_chart_1
account_group_6219,6219,,"Refunds on wages paid",l10n_lu.lu_2011_chart_1
account_group_622,622,,"Other staff remuneration",l10n_lu.lu_2011_chart_1
account_group_6221,6221,,"Students",l10n_lu.lu_2011_chart_1
account_group_6222,6222,,"Casual workers",l10n_lu.lu_2011_chart_1
account_group_6228,6228,,"Other",l10n_lu.lu_2011_chart_1
account_group_623,623,,"Social security costs (employer's share)",l10n_lu.lu_2011_chart_1
account_group_6231,6231,,"Social security on pensions",l10n_lu.lu_2011_chart_1
account_group_6232,6232,,"Other social security costs (including illness, accidents, a.s.o.)",l10n_lu.lu_2011_chart_1
account_group_624,624,,"Other staff expenses",l10n_lu.lu_2011_chart_1
account_group_6241,6241,,"Complementary pensions",l10n_lu.lu_2011_chart_1
account_group_62411,62411,,"Premiums for external pensions funds",l10n_lu.lu_2011_chart_1
account_group_62412,62412,,"Changes to provisions for complementary pensions",l10n_lu.lu_2011_chart_1
account_group_62413,62413,,"Withholding tax on complementary pensions",l10n_lu.lu_2011_chart_1
account_group_62414,62414,,"Insolvency insurance premiums",l10n_lu.lu_2011_chart_1
account_group_62415,62415,,"Complementary pensions paid by the employer",l10n_lu.lu_2011_chart_1
account_group_6248,6248,,"Other staff expenses not mentioned above",l10n_lu.lu_2011_chart_1
account_group_63,63,,"Allocations to value adjustments (AVA) and fair value adjustments (FVA) on formation expenses, intangible, tangible and current assets (except transferable securities)",l10n_lu.lu_2011_chart_1
account_group_631,631,,"AVA on formation expenses and similar expenses",l10n_lu.lu_2011_chart_1
account_group_6311,6311,,"AVA on set-up and start-up costs",l10n_lu.lu_2011_chart_1
account_group_6313,6313,,"AVA on expenses for capital increases and various operations (mergers, demergers, changes of legal form)",l10n_lu.lu_2011_chart_1
account_group_6314,6314,,"AVA on loan-issuance expenses",l10n_lu.lu_2011_chart_1
account_group_6318,6318,,"AVA on other similar expenses",l10n_lu.lu_2011_chart_1
account_group_632,632,,"AVA on intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_6321,6321,,"AVA on development costs",l10n_lu.lu_2011_chart_1
account_group_6322,6322,,"AVA on concessions, patents, licences, trademarks and similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_6323,6323,,"AVA on goodwill acquired for consideration",l10n_lu.lu_2011_chart_1
account_group_6324,6324,,"AVA on down payments and intangible fixed assets under development",l10n_lu.lu_2011_chart_1
account_group_633,633,,"AVA on tangible fixed assets and fair value adjustments (FVA) on investment properties",l10n_lu.lu_2011_chart_1
account_group_6331,6331,,"AVA on land, fittings-out and buildings and FVA on investment properties",l10n_lu.lu_2011_chart_1
account_group_63311,63311,,"AVA on land",l10n_lu.lu_2011_chart_1
account_group_63312,63312,,"AVA on fixtures and fittings-out of land",l10n_lu.lu_2011_chart_1
account_group_63313,63313,,"AVA on buildings",l10n_lu.lu_2011_chart_1
account_group_63314,63314,,"AVA on fixtures and fittings-out of buildings",l10n_lu.lu_2011_chart_1
account_group_63315,63315,,"FVA on investment properties",l10n_lu.lu_2011_chart_1
account_group_6332,6332,,"AVA on plant and machinery",l10n_lu.lu_2011_chart_1
account_group_6333,6333,,"AVA on other fixtures and fittings, tools and equipment (including rolling stock)",l10n_lu.lu_2011_chart_1
account_group_6334,6334,,"AVA on down payments and tangible fixed assets under development",l10n_lu.lu_2011_chart_1
account_group_634,634,,"AVA on inventories",l10n_lu.lu_2011_chart_1
account_group_6341,6341,,"AVA on inventories of raw materials and consumables",l10n_lu.lu_2011_chart_1
account_group_6342,6342,,"AVA on inventories of work and contracts in progress",l10n_lu.lu_2011_chart_1
account_group_6343,6343,,"AVA on inventories of goods",l10n_lu.lu_2011_chart_1
account_group_6344,6344,,"AVA on inventories of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_6345,6345,,"AVA on down payments on inventories",l10n_lu.lu_2011_chart_1
account_group_635,635,,"AVA and FVA on receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_6351,6351,,"AVA on trade receivables",l10n_lu.lu_2011_chart_1
account_group_6352,6352,,"AVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_6353,6353,,"AVA on other receivables",l10n_lu.lu_2011_chart_1
account_group_6354,6354,,"FVA on receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_64,64,,"Other operating charges",l10n_lu.lu_2011_chart_1
account_group_641,641,,"Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_6411,6411,,"Concessions",l10n_lu.lu_2011_chart_1
account_group_6412,6412,,"Patents",l10n_lu.lu_2011_chart_1
account_group_6413,6413,,"Software licences",l10n_lu.lu_2011_chart_1
account_group_6414,6414,,"Trademarks and franchise",l10n_lu.lu_2011_chart_1
account_group_6415,6415,,"Similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_64151,64151,,"Copyrights and reproduction rights",l10n_lu.lu_2011_chart_1
account_group_64158,64158,,"Other similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_642,642,,"Indemnities, damages and interest",l10n_lu.lu_2011_chart_1
account_group_643,643,,"Attendance fees, director's fees and similar remuneration",l10n_lu.lu_2011_chart_1
account_group_6431,6431,,"Attendance fees",l10n_lu.lu_2011_chart_1
account_group_6432,6432,,"Director's fees",l10n_lu.lu_2011_chart_1
account_group_6438,6438,,"Other similar remuneration",l10n_lu.lu_2011_chart_1
account_group_644,644,,"Loss on disposal of intangible and tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_6441,6441,,"Loss on disposal of intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_64411,64411,,"Book value of yielded intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_64412,64412,,"Disposal proceeds of intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_6442,6442,,"Loss on disposal of tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_64421,64421,,"Book value of yielded tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_64422,64422,,"Disposal proceeds of tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_645,645,,"Losses on bad debts",l10n_lu.lu_2011_chart_1
account_group_6451,6451,,"Trade receivables",l10n_lu.lu_2011_chart_1
account_group_6452,6452,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_6453,6453,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_6454,6454,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_646,646,,"Taxes, duties and similar expenses",l10n_lu.lu_2011_chart_1
account_group_6461,6461,,"Real property tax",l10n_lu.lu_2011_chart_1
account_group_6462,6462,,"Non-refundable VAT",l10n_lu.lu_2011_chart_1
account_group_6463,6463,,"Duties on imported merchandise",l10n_lu.lu_2011_chart_1
account_group_6464,6464,,"Excise duties on production and tax on consumption",l10n_lu.lu_2011_chart_1
account_group_6465,6465,,"Registration fees, stamp duties and mortgage duties",l10n_lu.lu_2011_chart_1
account_group_64651,64651,,"Registration fees",l10n_lu.lu_2011_chart_1
account_group_64658,64658,,"Other registration fees, stamp duties and mortgage duties",l10n_lu.lu_2011_chart_1
account_group_6466,6466,,"Motor-vehicle taxes",l10n_lu.lu_2011_chart_1
account_group_6467,6467,,"Bar licence tax",l10n_lu.lu_2011_chart_1
account_group_6468,6468,,"Other duties and taxes",l10n_lu.lu_2011_chart_1
account_group_647,647,,"Allocations to tax-exempt capital gains",l10n_lu.lu_2011_chart_1
account_group_648,648,,"Other miscellaneous operating charges",l10n_lu.lu_2011_chart_1
account_group_6481,6481,,"Fines, sanctions and penalties",l10n_lu.lu_2011_chart_1
account_group_6488,6488,,"Miscellaneous operating charges",l10n_lu.lu_2011_chart_1
account_group_649,649,,"Allocations to provisions",l10n_lu.lu_2011_chart_1
account_group_6491,6491,,"Allocations to tax provisions",l10n_lu.lu_2011_chart_1
account_group_6492,6492,,"Allocations to operating provisions",l10n_lu.lu_2011_chart_1
account_group_65,65,,"Financial charges",l10n_lu.lu_2011_chart_1
account_group_651,651,,"Allocations to value adjustments (AVA) and fair-value adjustments (FVA) of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_6511,6511,,"AVA on financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_65111,65111,,"AVA on shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65112,65112,,"AVA on amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65113,65113,,"AVA on participating interests",l10n_lu.lu_2011_chart_1
account_group_65114,65114,,"AVA on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65115,65115,,"AVA on securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_65116,65116,,"AVA on loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_6512,6512,,"FVA on financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_652,652,,"Charges and loss of disposal of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_6521,6521,,"Charges of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_65211,65211,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65212,65212,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65213,65213,,"Participating interests",l10n_lu.lu_2011_chart_1
account_group_65214,65214,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65215,65215,,"Securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_65216,65216,,"Loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_6522,6522,,"Loss on disposal of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_65221,65221,,"Loss on disposal of shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_652211,652211,,"Book value of yielded shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_652212,652212,,"Disposal proceeds of shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65222,65222,,"Loss on disposal of amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_652221,652221,,"Book value of yielded amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_652222,652222,,"Disposal proceeds of amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65223,65223,,"Loss on disposal of participating interests",l10n_lu.lu_2011_chart_1
account_group_652231,652231,,"Book value of yielded participating interests",l10n_lu.lu_2011_chart_1
account_group_652232,652232,,"Disposal proceeds of participating interests",l10n_lu.lu_2011_chart_1
