id,code,name,account_type,reconcile,chart_template_id:id
lu_2011_account_485,485,Transitory or suspense accounts - Liabilities,liability_current,FALSE,lu_2011_chart_1
lu_2011_account_486,486,Linking accounts (branches) - Assets,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_487,487,Linking accounts (branches) - Liabilities,liability_current,FALSE,lu_2011_chart_1
lu_2011_account_501,501,Shares in affiliated undertakings,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_502,502,Own shares or own corporate units,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_503,503,Shares in undertakings with which the undertaking is linked by virtue of participating interests,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5081,5081,Shares - listed securities,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5082,5082,Shares - unlisted securities,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5083,5083,Debenture loans and other notes issued and repurchased by the company,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5084,5084,Listed debenture loans,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5085,5085,Unlisted debenture loans,asset_current,FALSE,lu_2011_chart_1
lu_2011_account_5088,5088,Other miscellaneous transferable securities,asset_current,FALSE,lu_2011_chart_1
lu_2020_account_5131,5131,Banks and CCP : available balance,asset_cash,FALSE,lu_2011_chart_1
lu_2020_account_5132,5132,Banks and CCP : overdraft,asset_cash,FALSE,lu_2011_chart_1
lu_2020_account_516,516,Cash in hand,asset_cash,FALSE,lu_2011_chart_1
lu_2020_account_5171,5171,Internal transfers : debit balance,asset_cash,FALSE,lu_2011_chart_1
lu_2020_account_5172,5172,Internal transfers : credit balance,asset_cash,FALSE,lu_2011_chart_1
lu_2011_account_518,518,Other cash amounts,asset_current,FALSE,lu_2011_chart_1
lu_2020_account_601,601,Purchases of raw materials,expense,FALSE,lu_2011_chart_1
lu_2011_account_60311,60311,Solid fuels,expense,FALSE,lu_2011_chart_1
lu_2011_account_60312,60312,Liquid fuels,expense,FALSE,lu_2011_chart_1
lu_2011_account_60313,60313,Gas,expense,FALSE,lu_2011_chart_1
lu_2020_account_60314,60314,Water and sewage,expense,FALSE,lu_2011_chart_1
lu_2020_account_60315,60315,Electricity,expense,FALSE,lu_2011_chart_1
lu_2011_account_6032,6032,Maintenance supplies,expense,FALSE,lu_2011_chart_1
lu_2011_account_6033,6033,"Workshop, factory and store supplies and small equipment",expense,FALSE,lu_2011_chart_1
lu_2011_account_6034,6034,Work clothes,expense,FALSE,lu_2011_chart_1
lu_2011_account_6035,6035,Office and administrative supplies,expense,FALSE,lu_2011_chart_1
lu_2011_account_6036,6036,Motor fuels,expense,FALSE,lu_2011_chart_1
lu_2011_account_6037,6037,Lubricants,expense,FALSE,lu_2011_chart_1
lu_2011_account_6038,6038,Other consumable supplies,expense,FALSE,lu_2011_chart_1
lu_2020_account_604,604,Purchases of packaging,expense,FALSE,lu_2011_chart_1
lu_2011_account_6061,6061,Purchases of merchandise,expense,FALSE,lu_2011_chart_1
lu_2011_account_6062,6062,Purchases of land for resale,expense,FALSE,lu_2011_chart_1
lu_2011_account_6063,6063,Purchases of buildings for resale,expense,FALSE,lu_2011_chart_1
lu_2011_account_6071,6071,Changes in inventory of raw materials,expense,FALSE,lu_2011_chart_1
lu_2011_account_6073,6073,Changes in inventory of consumable materials and supplies,expense,FALSE,lu_2011_chart_1
lu_2011_account_6074,6074,Changes in inventory of packaging,expense,FALSE,lu_2011_chart_1
lu_2020_account_60761,60761,Merchandise,expense,FALSE,lu_2011_chart_1
lu_2020_account_60762,60762,Land for resale,expense,FALSE,lu_2011_chart_1
lu_2020_account_60763,60763,Buildings for resale,expense,FALSE,lu_2011_chart_1
lu_2020_account_60811,60811,Tailoring,expense,FALSE,lu_2011_chart_1
lu_2011_account_60812,60812,Research and development,expense,FALSE,lu_2011_chart_1
lu_2011_account_60813,60813,Architects' and engineers' fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_60814,60814,Outsourcing included in the production of goods and services,expense,FALSE,lu_2011_chart_1
lu_2020_account_6082,6082,Other purchases of material included in the production of goods and services,expense,FALSE,lu_2011_chart_1
lu_2020_account_6083,6083,Purchase of greenhouse gas and similar emission quotas,expense,FALSE,lu_2011_chart_1
lu_2020_account_6088,6088,Other purchases included in the production of goods and services,expense,FALSE,lu_2011_chart_1
lu_2011_account_6091,6091,RDR on purchases of raw materials,expense,FALSE,lu_2011_chart_1
lu_2011_account_6093,6093,RDR on purchases of consumable materials and supplies,expense,FALSE,lu_2011_chart_1
lu_2011_account_6094,6094,RDR on purchases of packaging,expense,FALSE,lu_2011_chart_1
lu_2011_account_6096,6096,RDR on purchases of merchandise and other goods for resale,expense,FALSE,lu_2011_chart_1
lu_2011_account_6098,6098,RDR on purchases included in the production of goods and services,expense,FALSE,lu_2011_chart_1
lu_2011_account_6099,6099,Unallocated RDR,expense,FALSE,lu_2011_chart_1
lu_2011_account_61111,61111,Land,expense,FALSE,lu_2011_chart_1
lu_2011_account_61112,61112,Buildings,expense,FALSE,lu_2011_chart_1
lu_2011_account_61123,61123,Rolling stock,expense,FALSE,lu_2011_chart_1
lu_2020_account_61128,61128,Other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6113,6113,Service charges and co-ownership expenses,expense,FALSE,lu_2011_chart_1
lu_2020_account_6114,6114,Financial leasing on real property,expense,FALSE,lu_2011_chart_1
lu_2011_account_61153,61153,Rolling stock,expense,FALSE,lu_2011_chart_1
lu_2020_account_61158,61158,Other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6121,6121,General subcontracting (not included in the production of goods and services),expense,FALSE,lu_2011_chart_1
lu_2011_account_61221,61221,Buildings,expense,FALSE,lu_2011_chart_1
lu_2011_account_61223,61223,Rolling stock,expense,FALSE,lu_2011_chart_1
lu_2020_account_61228,61228,Other,expense,FALSE,lu_2011_chart_1
lu_2020_account_6131,6131,Commissions and brokerage fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_6132,6132,IT services,expense,FALSE,lu_2011_chart_1
lu_2011_account_61332,61332,Loans' issuance expenses,expense,FALSE,lu_2011_chart_1
lu_2011_account_61333,61333,Bank account charges and bank commissions (included custody fees on securities),expense,FALSE,lu_2011_chart_1
lu_2011_account_61334,61334,Charges for electronic means of payment,expense,FALSE,lu_2011_chart_1
lu_2011_account_61336,61336,Factoring services,expense,FALSE,lu_2011_chart_1
lu_2011_account_61338,61338,Other banking and similar services (except interest and similar expenses),expense,FALSE,lu_2011_chart_1
lu_2011_account_61341,61341,"Legal, litigation and similar fees",expense,FALSE,lu_2011_chart_1
lu_2011_account_61342,61342,"Accounting, tax consulting, auditing and similar fees",expense,FALSE,lu_2011_chart_1
lu_2011_account_61348,61348,Other professional fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_6135,6135,Notarial and similar fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_6138,6138,Other remuneration of intermediaries and professional fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_61411,61411,Buildings,expense,FALSE,lu_2011_chart_1
lu_2011_account_61412,61412,Rolling stock,expense,FALSE,lu_2011_chart_1
lu_2011_account_61418,61418,Other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6142,6142,Insurance on rented assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_6143,6143,Transport insurance,expense,FALSE,lu_2011_chart_1
lu_2011_account_6144,6144,Business risk insurance,expense,FALSE,lu_2011_chart_1
lu_2011_account_6145,6145,Customers credit insurance,expense,FALSE,lu_2011_chart_1
lu_2011_account_6146,6146,Third-party insurance,expense,FALSE,lu_2011_chart_1
lu_2011_account_6148,6148,Other insurances,expense,FALSE,lu_2011_chart_1
lu_2011_account_61511,61511,Press advertising,expense,FALSE,lu_2011_chart_1
lu_2011_account_61512,61512,Samples,expense,FALSE,lu_2011_chart_1
lu_2011_account_61513,61513,Fairs and exhibitions,expense,FALSE,lu_2011_chart_1
lu_2011_account_61514,61514,Gifts to customers,expense,FALSE,lu_2011_chart_1
lu_2011_account_61515,61515,"Catalogues, printed materials and publications",expense,FALSE,lu_2011_chart_1
lu_2011_account_61516,61516,Donations,expense,FALSE,lu_2011_chart_1
lu_2011_account_61517,61517,Sponsorship,expense,FALSE,lu_2011_chart_1
lu_2011_account_61518,61518,Other purchases of advertising services,expense,FALSE,lu_2011_chart_1
lu_2011_account_615211,615211,Management (respectively owner and partner),expense,FALSE,lu_2011_chart_1
lu_2011_account_615212,615212,Staff,expense,FALSE,lu_2011_chart_1
lu_2011_account_61522,61522,Relocation expenses,expense,FALSE,lu_2011_chart_1
lu_2011_account_61523,61523,Business assignments,expense,FALSE,lu_2011_chart_1
lu_2011_account_61524,61524,Receptions and entertainment costs,expense,FALSE,lu_2011_chart_1
lu_2011_account_61531,61531,Postal charges,expense,FALSE,lu_2011_chart_1
lu_2011_account_61532,61532,Telecommunication costs,expense,FALSE,lu_2011_chart_1
lu_2011_account_6161,6161,Transportation of purchased goods,expense,FALSE,lu_2011_chart_1
lu_2011_account_6162,6162,Transportation of sold goods,expense,FALSE,lu_2011_chart_1
lu_2011_account_6165,6165,Collective staff transportation,expense,FALSE,lu_2011_chart_1
lu_2011_account_6168,6168,Other transportation,expense,FALSE,lu_2011_chart_1
lu_2011_account_6171,6171,Temporary staff,expense,FALSE,lu_2011_chart_1
lu_2011_account_6172,6172,External staff on secondment,expense,FALSE,lu_2011_chart_1
lu_2020_account_6181,6181,Documentation,expense,FALSE,lu_2011_chart_1
lu_2011_account_6182,6182,"Costs of training, symposiums, seminars, conferences",expense,FALSE,lu_2011_chart_1
lu_2011_account_6183,6183,Industrial and non-industrial waste treatment,expense,FALSE,lu_2011_chart_1
lu_2020_account_61841,61841,Solid fuels,expense,FALSE,lu_2011_chart_1
lu_2020_account_61842,61842,"Liquid fuels (oil, motor fuel, etc.)",expense,FALSE,lu_2011_chart_1
lu_2020_account_61843,61843,Gas,expense,FALSE,lu_2011_chart_1
lu_2020_account_61844,61844,Water and waste water,expense,FALSE,lu_2011_chart_1
lu_2020_account_61845,61845,Electricity,expense,FALSE,lu_2011_chart_1
lu_2020_account_61851,61851,Office supplies,expense,FALSE,lu_2011_chart_1
lu_2020_account_61852,61852,Small equipment,expense,FALSE,lu_2011_chart_1
lu_2020_account_61853,61853,Work clothes,expense,FALSE,lu_2011_chart_1
lu_2020_account_61854,61854,Maintenance supplies,expense,FALSE,lu_2011_chart_1
lu_2020_account_61858,61858,Other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6186,6186,Surveillance and security charges,expense,FALSE,lu_2011_chart_1
lu_2011_account_6187,6187,Contributions to professional associations,expense,FALSE,lu_2011_chart_1
lu_2011_account_6188,6188,Other miscellaneous external charges,expense,FALSE,lu_2011_chart_1
lu_2011_account_619,619,"Rebates, discounts and refunds received on other external charges",expense,FALSE,lu_2011_chart_1
lu_2011_account_62111,62111,Base wages,expense,FALSE,lu_2011_chart_1
lu_2011_account_621121,621121,Sunday,expense,FALSE,lu_2011_chart_1
lu_2011_account_621122,621122,Public holidays,expense,FALSE,lu_2011_chart_1
lu_2011_account_621123,621123,Overtime,expense,FALSE,lu_2011_chart_1
lu_2011_account_621128,621128,Other supplements,expense,FALSE,lu_2011_chart_1
lu_2011_account_62114,62114,"Incentives, bonuses and commissions",expense,FALSE,lu_2011_chart_1
lu_2011_account_62115,62115,Benefits in kind,expense,FALSE,lu_2011_chart_1
lu_2011_account_62116,62116,Severance pay,expense,FALSE,lu_2011_chart_1
lu_2011_account_62117,62117,Survivor's pay,expense,FALSE,lu_2011_chart_1
lu_2011_account_6218,6218,Other benefits,expense,FALSE,lu_2011_chart_1
lu_2020_account_6219,6219,Refunds on wages paid,expense,FALSE,lu_2011_chart_1
lu_2011_account_6221,6221,Students,expense,FALSE,lu_2011_chart_1
lu_2011_account_6222,6222,Casual workers,expense,FALSE,lu_2011_chart_1
lu_2011_account_6228,6228,Other,expense,FALSE,lu_2011_chart_1
lu_2020_account_6231,6231,Social security on pensions,expense,FALSE,lu_2011_chart_1
lu_2011_account_6232,6232,"Other social security costs (including illness, accidents, a.s.o.)",expense,FALSE,lu_2011_chart_1
lu_2020_account_62411,62411,Premiums for external pensions funds,expense,FALSE,lu_2011_chart_1
lu_2020_account_62412,62412,Changes to provisions for complementary pensions,expense,FALSE,lu_2011_chart_1
lu_2020_account_62413,62413,Withholding tax on complementary pensions,expense,FALSE,lu_2011_chart_1
lu_2020_account_62414,62414,Insolvency insurance premiums,expense,FALSE,lu_2011_chart_1
lu_2020_account_62415,62415,Complementary pensions paid by the employer,expense,FALSE,lu_2011_chart_1
lu_2020_account_6248,6248,Other staff expenses not mentioned above,expense,FALSE,lu_2011_chart_1
lu_2011_account_6311,6311,AVA on set-up and start-up costs,expense,FALSE,lu_2011_chart_1
lu_2011_account_6313,6313,"AVA on expenses for capital increases and various operations (mergers, demergers, changes of legal form)",expense,FALSE,lu_2011_chart_1
lu_2011_account_6314,6314,AVA on loan-issuance expenses,expense,FALSE,lu_2011_chart_1
lu_2011_account_6318,6318,AVA on other similar expenses,expense,FALSE,lu_2011_chart_1
lu_2011_account_6321,6321,AVA on development costs,expense,FALSE,lu_2011_chart_1
lu_2011_account_6322,6322,"AVA on concessions, patents, licences, trademarks and similar rights and assets",expense,FALSE,lu_2011_chart_1
lu_2011_account_6323,6323,AVA on goodwill acquired for consideration,expense,FALSE,lu_2011_chart_1
lu_2011_account_6324,6324,AVA on down payments and intangible fixed assets under development,expense,FALSE,lu_2011_chart_1
lu_2011_account_63311,63311,AVA on land,expense,FALSE,lu_2011_chart_1
lu_2011_account_63312,63312,AVA on fixtures and fittings-out of land,expense,FALSE,lu_2011_chart_1
lu_2011_account_63313,63313,AVA on buildings,expense,FALSE,lu_2011_chart_1
lu_2020_account_63314,63314,AVA on fixtures and fittings-out of buildings,expense,FALSE,lu_2011_chart_1
lu_2020_account_63315,63315,FVA on investment properties,expense,FALSE,lu_2011_chart_1
lu_2011_account_6332,6332,AVA on plant and machinery,expense,FALSE,lu_2011_chart_1
lu_2011_account_6333,6333,"AVA on other fixtures and fittings, tools and equipment (including rolling stock)",expense,FALSE,lu_2011_chart_1
lu_2011_account_6334,6334,AVA on down payments and tangible fixed assets under development,expense,FALSE,lu_2011_chart_1
lu_2011_account_6341,6341,AVA on inventories of raw materials and consumables,expense,FALSE,lu_2011_chart_1
lu_2011_account_6342,6342,AVA on inventories of work and contracts in progress,expense,FALSE,lu_2011_chart_1
lu_2011_account_6343,6343,AVA on inventories of goods,expense,FALSE,lu_2011_chart_1
lu_2011_account_6344,6344,AVA on inventories of merchandise and other goods for resale,expense,FALSE,lu_2011_chart_1
lu_2011_account_6345,6345,AVA on down payments on inventories,expense,FALSE,lu_2011_chart_1
lu_2011_account_6351,6351,AVA on trade receivables,expense,FALSE,lu_2011_chart_1
lu_2011_account_6352,6352,AVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2011_account_6353,6353,AVA on other receivables,expense,FALSE,lu_2011_chart_1
lu_2020_account_6354,6354,FVA on receivables from current assets,expense,FALSE,lu_2011_chart_1
lu_2011_account_6411,6411,Concessions,expense,FALSE,lu_2011_chart_1
lu_2011_account_6412,6412,Patents,expense,FALSE,lu_2011_chart_1
lu_2011_account_6413,6413,Software licences,expense,FALSE,lu_2011_chart_1
lu_2011_account_6414,6414,Trademarks and franchise,expense,FALSE,lu_2011_chart_1
lu_2011_account_64151,64151,Copyrights and reproduction rights,expense,FALSE,lu_2011_chart_1
lu_2011_account_64158,64158,Other similar rights and assets,expense,FALSE,lu_2011_chart_1
lu_2011_account_642,642,"Indemnities, damages and interest",expense,FALSE,lu_2011_chart_1
lu_2020_account_6431,6431,Attendance fees,expense,FALSE,lu_2011_chart_1
lu_2020_account_6432,6432,"Director's fees",expense,FALSE,lu_2011_chart_1
lu_2020_account_6438,6438,Other similar remuneration,expense,FALSE,lu_2011_chart_1
lu_2020_account_64411,64411,Book value of intangible fixed assets disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_64412,64412,Disposal proceeds of intangible fixed assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_64421,64421,Book value of tangible fixed assets disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_64422,64422,Disposal proceeds of tangible fixed assets,expense,FALSE,lu_2011_chart_1
lu_2011_account_6451,6451,Trade receivables,expense,FALSE,lu_2011_chart_1
lu_2011_account_6452,6452,Amounts owed by affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_6453,6453,Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_6454,6454,Other receivables,expense,FALSE,lu_2011_chart_1
lu_2011_account_6461,6461,Real property tax,expense,FALSE,lu_2011_chart_1
lu_2011_account_6462,6462,Non-refundable VAT,expense,FALSE,lu_2011_chart_1
lu_2020_account_6463,6463,Duties on imported merchandise,expense,FALSE,lu_2011_chart_1
lu_2011_account_6464,6464,Excise duties on production and tax on consumption,expense,FALSE,lu_2011_chart_1
lu_2011_account_64651,64651,Registration fees,expense,FALSE,lu_2011_chart_1
lu_2011_account_64658,64658,"Other registration fees, stamp duties and mortgage duties",expense,FALSE,lu_2011_chart_1
lu_2011_account_6466,6466,Motor-vehicle taxes,expense,FALSE,lu_2011_chart_1
lu_2011_account_6467,6467,Bar licence tax,expense,FALSE,lu_2011_chart_1
lu_2011_account_6468,6468,Other duties and taxes,expense,FALSE,lu_2011_chart_1
lu_2011_account_647,647,Allocations to tax-exempt capital gains,expense,FALSE,lu_2011_chart_1
lu_2020_account_6481,6481,"Fines, sanctions and penalties",expense,FALSE,lu_2011_chart_1
lu_2020_account_6488,6488,Miscellaneous operating charges,expense,FALSE,lu_2011_chart_1
lu_2020_account_6491,6491,Allocations to tax provisions,expense,FALSE,lu_2011_chart_1
lu_2020_account_6492,6492,Allocations to operating provisions,expense,FALSE,lu_2011_chart_1
lu_2011_account_65111,65111,AVA on shares in affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_65112,65112,AVA on amounts owed by affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_65113,65113,AVA on participating interests,expense,FALSE,lu_2011_chart_1
lu_2011_account_65114,65114,AVA on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2011_account_65115,65115,AVA on securities held as fixed assets,expense,FALSE,lu_2011_chart_1
lu_2011_account_65116,65116,"AVA on loans, deposits and claims held as fixed assets",expense,FALSE,lu_2011_chart_1
lu_2011_account_6512,6512,FVA on financial fixed assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_65211,65211,Shares in affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65212,65212,Amounts owed by affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65213,65213,Participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_65214,65214,Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_65215,65215,Securities held as fixed assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_65216,65216,"Loans, deposits and claims held as fixed assets",expense,FALSE,lu_2011_chart_1
lu_2020_account_652211,652211,Book value of shares in affiliated undertakings disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_652212,652212,Disposal proceeds of shares in affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_652221,652221,Book value of amounts owed by affiliated undertakings disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_652222,652222,Disposal proceeds of amounts owed by affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_652231,652231,Book value of participating interests disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_652232,652232,Disposal proceeds of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_652241,652241,Book value of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_652242,652242,Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_652251,652251,Book value of securities held as fixed assets disposed of,expense,FALSE,lu_2011_chart_1
lu_2020_account_652252,652252,Disposal proceeds of securities held as fixed assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_652261,652261,"Book value of yielded loans, deposits and claims held as fixed assets",expense,FALSE,lu_2011_chart_1
lu_2020_account_652262,652262,"Disposal proceeds of loans, deposits and claims held as fixed assets",expense,FALSE,lu_2011_chart_1
lu_2011_account_65311,65311,AVA on shares in affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_65312,65312,AVA on own shares or own corporate units,expense,FALSE,lu_2011_chart_1
lu_2011_account_65313,65313,AVA on shares in undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2011_account_65318,65318,AVA on other transferable securities,expense,FALSE,lu_2011_chart_1
lu_2011_account_6532,6532,FVA on transferable securities,expense,FALSE,lu_2011_chart_1
lu_2020_account_65411,65411,From affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65412,65412,From undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_65413,65413,From other receivables from current assets,expense,FALSE,lu_2011_chart_1
lu_2020_account_65421,65421,Shares in affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65422,65422,Own shares or corporate units,expense,FALSE,lu_2011_chart_1
lu_2020_account_65423,65423,Shares in undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_65428,65428,Other transferable securities,expense,FALSE,lu_2011_chart_1
lu_2011_account_65511,65511,Interest on debenture loans - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_65512,65512,Interest on debenture loans - other,expense,FALSE,lu_2011_chart_1
lu_2011_account_65521,65521,Banking interest on current accounts,expense,FALSE,lu_2011_chart_1
lu_2011_account_65522,65522,Banking interest on financing operations,expense,FALSE,lu_2011_chart_1
lu_2020_account_655231,655231,Interest on financial leases - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_655232,655232,Interest on financial leases - other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6553,6553,Interest on trade payables,expense,FALSE,lu_2011_chart_1
lu_2020_account_65541,65541,Interest payable to affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65542,65542,Interest payable to undertakings with which the undertaking is linked by virtue of participating interests,expense,FALSE,lu_2011_chart_1
lu_2020_account_65551,65551,Discounts and charges on bills of exchange - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65552,65552,Discounts and charges on bills of exchange - other,expense,FALSE,lu_2011_chart_1
lu_2020_account_65561,65561,Granted discounts - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65562,65562,Granted discounts - other,expense,FALSE,lu_2011_chart_1
lu_2011_account_657,657,Share in the losses of undertakings accounted for under the equity method,expense,FALSE,lu_2011_chart_1
lu_2020_account_65581,65581,Interest payable on other loans and debts - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_65582,65582,Interest payable on other loans and debts - other,expense,FALSE,lu_2011_chart_1
lu_2020_account_6561,6561,Foreign currency exchange losses - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_6562,6562,Foreign currency exchange losses - other,expense,FALSE,lu_2011_chart_1
lu_2020_account_6581,6581,Other financial charges - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_6582,6582,Other financial charges - other,expense,FALSE,lu_2011_chart_1
lu_2020_account_6591,6591,Allocations to financial provisions - affiliated undertakings,expense,FALSE,lu_2011_chart_1
lu_2020_account_6592,6592,Allocations to financial provisions - other,expense,FALSE,lu_2011_chart_1
lu_2011_account_6711,6711,CIT - current financial year,expense,FALSE,lu_2011_chart_1
lu_2011_account_6712,6712,CIT - previous financial years,expense,FALSE,lu_2011_chart_1
lu_2011_account_6721,6721,MBT - current financial year,expense,FALSE,lu_2011_chart_1
lu_2011_account_6722,6722,MBT - previous financial years,expense,FALSE,lu_2011_chart_1
lu_2011_account_6731,6731,Withholding taxes,expense,FALSE,lu_2011_chart_1
lu_2011_account_67321,67321,Current financial year,expense,FALSE,lu_2011_chart_1
lu_2011_account_67322,67322,Previous financial years,expense,FALSE,lu_2011_chart_1
lu_2011_account_6733,6733,Taxes levied on non-resident undertakings,expense,FALSE,lu_2011_chart_1
lu_2011_account_6738,6738,Other foreign income taxes,expense,FALSE,lu_2011_chart_1
lu_2020_account_679,679,Allocations to provisions for deferred taxes,expense,FALSE,lu_2011_chart_1
lu_2011_account_6811,6811,NWT - current financial year,expense,FALSE,lu_2011_chart_1
lu_2011_account_6812,6812,NWT - previous financial years,expense,FALSE,lu_2011_chart_1
lu_2011_account_682,682,Subscription tax,expense,FALSE,lu_2011_chart_1
lu_2011_account_683,683,Foreign taxes,expense,FALSE,lu_2011_chart_1
lu_2011_account_688,688,Other taxes,expense,FALSE,lu_2011_chart_1
lu_2020_account_7021,7021,Sales of finished goods,income,FALSE,lu_2011_chart_1
lu_2020_account_7022,7022,Sales of semi-finished goods,income,FALSE,lu_2011_chart_1
lu_2020_account_7023,7023,Sales of residual products,income,FALSE,lu_2011_chart_1
lu_2020_account_7029,7029,Sales of work in progress,income,FALSE,lu_2011_chart_1
lu_2020_account_703001,703001,Sale of Services,income,FALSE,lu_2011_chart_1
lu_2020_account_70311,70311,Concessions,income,FALSE,lu_2011_chart_1
lu_2020_account_70312,70312,Patents,income,FALSE,lu_2011_chart_1
lu_2020_account_70313,70313,Software licences,income,FALSE,lu_2011_chart_1
lu_2020_account_70314,70314,Trademarks and franchises,income,FALSE,lu_2011_chart_1
lu_2020_account_703151,703151,Copyrights and reproduction rights,income,FALSE,lu_2011_chart_1
lu_2020_account_703158,703158,Other similar rights and assets,income,FALSE,lu_2011_chart_1
lu_2020_account_70321,70321,Rental income from real property,income,FALSE,lu_2011_chart_1
lu_2020_account_70322,70322,Rental income from movable property,income,FALSE,lu_2011_chart_1
lu_2020_account_7033,7033,Sales of services not mentioned above,income,FALSE,lu_2011_chart_1
lu_2020_account_7039,7039,Sales of services in the course of completion,income,FALSE,lu_2011_chart_1
lu_2011_account_704,704,Sales of packaging,income,FALSE,lu_2011_chart_1
lu_2020_account_705,705,Commissions and brokerage fees,income,FALSE,lu_2011_chart_1
lu_2020_account_7061,7061,Sales of merchandise,income,FALSE,lu_2011_chart_1
lu_2020_account_7062,7062,Sales of land resale,income,FALSE,lu_2011_chart_1
lu_2020_account_7063,7063,Sales of buildings for resale,income,FALSE,lu_2011_chart_1
lu_2020_account_708,708,Other components of turnover,income,FALSE,lu_2011_chart_1
lu_2011_account_7092,7092,RDR on sales of goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7093,7093,RDR on sales of services,income,FALSE,lu_2011_chart_1
lu_2011_account_7094,7094,RDR on sales of packages,income,FALSE,lu_2011_chart_1
lu_2011_account_7095,7095,RDR on commissions and brokerage fees,income,FALSE,lu_2011_chart_1
lu_2011_account_7096,7096,RDR on sales of merchandise and other goods for resale,income,FALSE,lu_2011_chart_1
lu_2011_account_7098,7098,RDR on other components of turnover,income,FALSE,lu_2011_chart_1
lu_2020_account_7099,7099,"Not allocated rebates, discounts and refunds",income,FALSE,lu_2011_chart_1
lu_2011_account_7111,7111,Change in inventories of work in progress,income,FALSE,lu_2011_chart_1
lu_2011_account_7112,7112,Change in inventories: contracts in progress - goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7113,7113,Change in inventories: contracts in progress - services,income,FALSE,lu_2011_chart_1
