"id","name","bic","country:id"
"bank_fr_cppgfrp1","CARPILIG","CPPGFRP1","base.fr"
"bank_fr_caikfrp1","CARPIMKO","CAIKFRP1","base.fr"
"bank_fr_cauffr21","CARREFOUR","CAUFFR21","base.fr"
"bank_fr_soapfr22","CARREFOUR BANQUE","SOAPFR22","base.fr"
"bank_fr_ctttfrp1","CARTESIA","CTTTFRP1","base.fr"
"bank_fr_cssvfr21","CASINO SERVICES","CSSVFR21","base.fr"
"bank_fr_tcatfrpp","CAT COMPAGNIE D'AFFRETEMENT ET DE TRANSPORT","TCATFRPP","base.fr"
"bank_fr_cafffr21","CATERPILLAR FINANCE FRANCE SA","CAFFFR21","base.fr"
"bank_fr_ctopfrp1","CAUMUPRO TEOL.CAUT.MUT.NEGOC. OLEA PROTEA","CTOPFRP1","base.fr"
"bank_fr_caoafrp1","CAUTION GRAINOL","CAOAFRP1","base.fr"
"bank_fr_cmcmfrp1","CAUTION MUTUELLE DU CREDIT IMMOBILIER DE FRANCE","CMCMFRP1","base.fr"
"bank_fr_cavffr21","CAVA FINANCE","CAVFFR21","base.fr"
"bank_fr_cvaafr21","CAVAC","CVAAFR21","base.fr"
"bank_fr_cavgfr21","CAVAGESTION","CAVGFR21","base.fr"
"bank_fr_cveefrp1","CAVEC","CVEEFRP1","base.fr"
"bank_fr_cclvfrp1","CAVOM CAISSE ALLOCATION VIEILLESSE DES OFFICIERS MINISTERIELS","CCLVFRP1","base.fr"
"bank_fr_czasfrp1","CAZENOVE AND ASSOCIES","CZASFRP1","base.fr"
"bank_fr_cbsefr22","CBASE","CBSEFR22","base.fr"
"bank_fr_cbgsfrp1","CBT GESTION","CBGSFRP1","base.fr"
"bank_fr_ccclfrp1","CCF CHARTERHOUSE LEASING","CCCLFRP1","base.fr"
"bank_fr_ccfefrp1","CCM FDS DU REGIME CC PF","CCFEFRP1","base.fr"
"bank_fr_cchmfr21","CCMO CAISSE CHIRURGICALE MUTUELLE DE L OISE","CCHMFR21","base.fr"
"bank_fr_cccnfr21","CCMO CONSEIL SARL","CCCNFR21","base.fr"
"bank_fr_ugaafrp1","CCR ASSET MANAGEMENT","UGAAFRP1","base.fr"
"bank_fr_cccpfrp1","CCR CHEVRILLON PHILIPPE SA","CCCPFRP1","base.fr"
"bank_fr_cdprfrp1","CDC PROJETS","CDPRFRP1","base.fr"
"bank_fr_fbumfrp1","CDR FINANCE","FBUMFRP1","base.fr"
"bank_fr_eeacfrp1","CEA","EEACFRP1","base.fr"
"bank_fr_cerrfrp1","CEDRUS AM","CERRFRP1","base.fr"
"bank_fr_cegifrp1","CEGI","CEGIFRP1","base.fr"
"bank_fr_cgdgfr22","CEGID GROUP","CGDGFR22","base.fr"
"bank_fr_ceexfrp1","CENTRAL EXPANSION SA","CEEXFRP1","base.fr"
"bank_fr_cefafrp1","CENTRE FRANCAIS DU PATRIMOINE","CEFAFRP1","base.fr"
"bank_fr_cndsfrp1","CENTRE NATIONAL D'ETUDES SPACIALES","CNDSFRP1","base.fr"
"bank_fr_cetnfrp1","CERCLE ANTEIS","CETNFRP1","base.fr"
"bank_fr_eesafrp1","CEREALIS SAS","EESAFRP1","base.fr"
"bank_fr_cfaffr22","CFAO","CFAFFR22","base.fr"
"bank_fr_cfcgfrp1","CFD CAPITAL MANAGEMENT SA","CFCGFRP1","base.fr"
"bank_fr_cfpbfrp1","CFE PARIS BRANCH","CFPBFRP1","base.fr"
"bank_fr_cfgafr21","CFGI GALILEE","CFGAFR21","base.fr"
"bank_fr_cfrrfrp1","CFHL2014 - TO BE CREATED","CFRRFRP1","base.fr"
"bank_fr_cgkefrp1","CGM KEMPF","CGKEFRP1","base.fr"
"bank_fr_ccedfrp1","CHAMBRE DE COMMERCE ET D'INDUSTRIE DE PARIS","CCEDFRP1","base.fr"
"bank_fr_ccgafrp1","CHAMBRE DE COMPENSATION ET DE GARANTIE","CCGAFRP1","base.fr"
"bank_fr_chjlfr21","CHAMPEIL (JEAN-LOUIS)","CHJLFR21","base.fr"
"bank_fr_chnlfr22","CHANEL","CHNLFR22","base.fr"
"bank_fr_ctllfrp1","CHANTELLE SA","CTLLFRP1","base.fr"
"bank_fr_chfafr21","CHARBONNAGES DE FRANCE CDF ETABLISSEMENT PUBLIC NATIONAL","CHFAFR21","base.fr"
"bank_fr_chgefrp1","CHAUSSIER GESTION S.A.","CHGEFRP1","base.fr"
"bank_fr_pcbcfrpp","CHINA CONSTRUCTION BANK (EUROPE) S.A., PARIS BRANCH","PCBCFRPP","base.fr"
"bank_fr_cdanfrp1","CHOLET DUPONT ASSET MANAGEMENT","CDANFRP1","base.fr"
"bank_fr_chdufrpp","CHOLET DUPONT SA","CHDUFRPP","base.fr"
"bank_fr_dcoufrpp","CHRISTIAN DIOR COUTURE","DCOUFRPP","base.fr"
"bank_fr_diorfrp1","CHRISTIAN DIOR SA","DIORFRP1","base.fr"
"bank_fr_cloufrpp","CHRISTIAN LOUBOUTIN","CLOUFRPP","base.fr"
"bank_fr_bcnofr21","CI BTP CAISSE DU NORD OUEST","BCNOFR21","base.fr"
"bank_fr_cibrfrp1","CIB FINANCE","CIBRFRP1","base.fr"
"bank_fr_cicafrp1","CICOBAIL SOCIETE ANONYME","CICAFRP1","base.fr"
"bank_fr_euglfrp1","CIE EUROPEENNE DE GESTION ET PLACEMENT","EUGLFRP1","base.fr"
"bank_fr_inoafrp1","CIE INTERNAT COURTAGE MONETAIRE C I C M","INOAFRP1","base.fr"
"bank_fr_cierfrp1","CIF EUROMORTGAGE SA","CIERFRP1","base.fr"
"bank_fr_cilgfrp1","CILOGER","CILGFRP1","base.fr"
"bank_fr_cinefrp1","CINERGIE","CINEFRP1","base.fr"
"bank_fr_cipnfr21","CIP CONSEIL","CIPNFR21","base.fr"
"bank_fr_cipafr21","CIPA-CIV","CIPAFR21","base.fr"
"bank_fr_cppsfrp1","CIPS SARL","CPPSFRP1","base.fr"
"bank_fr_cioefrp1","CIRCIA FONDS DU REGIME CC PF","CIOEFRP1","base.fr"
"bank_fr_ciogfrp1","CIRNASE FONDS DU REGIME CC PF","CIOGFRP1","base.fr"
"bank_fr_cidrfrp1","CIRSIC FONDS DU REGIME CC PF","CIDRFRP1","base.fr"
"bank_fr_cgfffr21","CIT GROUP FINANCE (FRANCE) SNC","CGFFFR21","base.fr"
"bank_fr_ciudfrp1","CITCO FUND ADVISORS","CIUDFRP1","base.fr"
"bank_fr_citifrpp","CITIBANK EUROPE PLC FRANCE BRANCH","CITIFRPP","base.fr"
"bank_fr_sbilfrp1","CITIGROUP GLOBAL MARKETS LIMITED","SBILFRP1","base.fr"
"bank_fr_cigpfr21","CITY GESTION PRIVEE","CIGPFR21","base.fr"
"bank_fr_claafrp1","CLAAS FINANCIAL SERVICES SAS","CLAAFRP1","base.fr"
"bank_fr_clacfrp1","CLARESCO","CLACFRP1","base.fr"
"bank_fr_cltmfrp1","CLAYS ASSET MANAGEMENT","CLTMFRP1","base.fr"
"bank_fr_cllofrp1","CLF LOCABAIL","CLLOFRP1","base.fr"
"bank_fr_cltrfrp1","CLIC TRADE","CLTRFRP1","base.fr"
"bank_fr_clikfrp1","CLICKOPTIONS SOCIETE ANONYME","CLIKFRP1","base.fr"
"bank_fr_cbemfrp1","CLOSE BROTHERS EQUITY MARKETS S.A.","CBEMFRP1","base.fr"
"bank_fr_cmedfrpp","CLUB MEDITERRANEE","CMEDFRPP","base.fr"
"bank_fr_cisnfrp1","CM CIC ASSET MANAGEMENT","CISNFRP1","base.fr"
"bank_fr_fcoefrp1","CM FINANCE CONSEIL SARL","FCOEFRP1","base.fr"
"bank_fr_fnnsfrp1","CM FINANCES","FNNSFRP1","base.fr"
"bank_fr_cmgefrp1","CM-CIC GESTION","CMGEFRP1","base.fr"
"bank_fr_cmagfr22","CMA CGM","CMAGFR22","base.fr"
"bank_fr_cmfrfrp1","CMI FRANCE SA","CMFRFRP1","base.fr"
"bank_fr_cmpcfrp1","CMP BANQUE SA","CMPCFRP1","base.fr"
"bank_fr_cmvmfrp1","CMV MEDIFORCE SA","CMVMFRP1","base.fr"
"bank_fr_cncufrp1","CNH CAPITAL EUROPE SAS","CNCUFRP1","base.fr"
"bank_fr_cnfsfr21","CNH INDUSTRIAL FINANCIAL SERVICES SA","CNFSFR21","base.fr"
"bank_fr_cnpafrpp","CNP ASSURANCES","CNPAFRPP","base.fr"
"bank_fr_cofafr22","COFACE","COFAFR22","base.fr"
"bank_fr_cofefr2p","COFACREDIT","COFEFR2P","base.fr"
"bank_fr_coaifrp1","COFICA BAIL SA","COAIFRP1","base.fr"
"bank_fr_cooifrp1","COFICO GESTION SA","COOIFRP1","base.fr"
"bank_fr_cffifr21","COFIDIS","CFFIFR21","base.fr"
"bank_fr_cffgfr21","COFINGEST","CFFGFR21","base.fr"
"bank_fr_conofrp1","COFINOGA","CONOFRP1","base.fr"
"bank_fr_coipfrp1","COFIPLAN SA","COIPFRP1","base.fr"
"bank_fr_couofr21","COFIROUTE","COUOFR21","base.fr"
"bank_fr_cooffrp1","COFITEM-COFIMUR SA","COOFFRP1","base.fr"
"bank_fr_cggefrp1","COGEFI GESTION","CGGEFRP1","base.fr"
"bank_fr_cogrfr21","COGERA SA","COGRFR21","base.fr"
"bank_fr_coepfrp1","COGERAP SAS","COEPFRP1","base.fr"
"bank_fr_ccfmfrp1","COHEN AND COMPANY FINANCIAL LIMITED (FRANCE)","CCFMFRP1","base.fr"
"bank_fr_coeffrp1","COINSTAR MONEY TRANSFER","COEFFRP1","base.fr"
"bank_fr_cllafr21","COLAS SA","CLLAFR21","base.fr"
"bank_fr_collfr22","COLLECTE LOCALISATION SATELLITES","COLLFR22","base.fr"
"bank_fr_cotofrp1","COLLINS STEWART EUROPE LIMITED","COTOFRP1","base.fr"
"bank_fr_cmmgfrp1","COMGEST","CMMGFRP1","base.fr"
"bank_fr_coclfrp1","COMPAGNIE COMMERCIALE DE LOCATION - CCL SA","COCLFRP1","base.fr"
"bank_fr_gieofrpp","COMPAGNIE D'INVESTISSEMENTS INDUSTRIELS ET COMMERCIAUX - CIIC","GIEOFRPP","base.fr"
"bank_fr_cffofrpp","COMPAGNIE DE FINANCEMENT FONCIER","CFFOFRPP","base.fr"
"bank_fr_cogpfr21","COMPAGNIE DE GESTION ET DE PRETS","COGPFR21","base.fr"
"bank_fr_sgobfrpp","COMPAGNIE DE SAINT-GOBAIN","SGOBFRPP","base.fr"
"bank_fr_cdalfrpp","COMPAGNIE DES ALPES","CDALFRPP","base.fr"
"bank_fr_coeafrp1","COMPAGNIE EUROPEENNE DE BAIL","COEAFRP1","base.fr"
"bank_fr_aurafrp1","COMPAGNIE FINANCIERE AURA","AURAFRP1","base.fr"
"bank_fr_cfbpfrp1","COMPAGNIE FINANCIERE BNP PARIBAS","CFBPFRP1","base.fr"
"bank_fr_conufr21","COMPAGNIE FINANCIERE DE BOURBON SA","CONUFR21","base.fr"
"bank_fr_coaffrp1","COMPAGNIE FINANCIERE DE LA MACIF","COAFFRP1","base.fr"
"bank_fr_roulfr22","COMPAGNIE FINANCIERE ET DE PARTICIPATIONS ROULLIER","ROULFR22","base.fr"
"bank_fr_ecfifrp1","COMPAGNIE FINANCIERE EUROPEENNE SOCIETE A RESPONSABILITE LIMITEE","ECFIFRP1","base.fr"
"bank_fr_cmflfr21","COMPAGNIE FINANCIERE LAMARTINE","CMFLFR21","base.fr"
"bank_fr_cofpfrp1","COMPAGNIE FIRE DE PARIS","COFPFRP1","base.fr"
"bank_fr_coftfr21","COMPAGNIE FIRE DU LITTORAL","COFTFR21","base.fr"
"bank_fr_cofrfr21","COMPAGNIE FIRE POUR LA DISTRIBUTION","COFRFR21","base.fr"
"bank_fr_cfocfrp1","COMPAGNIE FONCIERE DE CREDIT SA","CFOCFRP1","base.fr"
"bank_fr_cfbbfrp1","COMPAGNIE FRANCAISE BAIL ET CIT-BAIL IMMO","CFBBFRP1","base.fr"
"bank_fr_cfetfr21","COMPAGNIE FRANCAISE D'ASSURANCE POUR LE COMMERCE EXTERIEUR SA","CFETFR21","base.fr"
"bank_fr_cficfrp1","COMPAGNIE FRANCAISE IMMOBILIERE POUR COMMERCE ET INDUSTRIE","CFICFRP1","base.fr"
"bank_fr_cogdfrp1","COMPAGNIE GENERALE D'AFFACTURAGE SA","COGDFRP1","base.fr"
"bank_fr_cgcpfrpl","COMPAGNIE GENERALE DE CREDIT AUX PARTICULIERS - CREDIPAR","CGCPFRPL","base.fr"
"bank_fr_cgcpfrp1","COMPAGNIE GENERALE DE CREDIT AUX PARTICULIERS-CREDIPAR SA","CGCPFRP1","base.fr"
"bank_fr_coggfrp1","COMPAGNIE GENERALE DE GARANTIE","COGGFRP1","base.fr"
"bank_fr_cglefr2m","COMPAGNIE GENERALE DE LOCATION D'EQUIPEMENTS","CGLEFR2M","base.fr"
"bank_fr_cglefr21","COMPAGNIE GENERALE DE LOCATION D'EQUIPEMENTS SA","CGLEFR21","base.fr"
"bank_fr_sciifr21","COMPAGNIE IMMOBILIERE RIVES DE LOIRE","SCIIFR21","base.fr"
"bank_fr_colcfrp1","COMPAGNIE LA LUCETTE","COLCFRP1","base.fr"
"bank_fr_cmfvfrp1","COMPAGNIE MEDICALE DE FINT VOIT ET MAT","CMFVFRP1","base.fr"
"bank_fr_pomnfr22","COMPAGNIE PLASTIC OMNIUM","POMNFR22","base.fr"
"bank_fr_colvfrp1","COMPAGNIE POUR LA LOCATION DE VEHICULES SOCIETE ANONYME","COLVFRP1","base.fr"
"bank_fr_cflcfrp1","COMPAGNIE POUR LE FINANCEMENT DES LOISIRS SA","CFLCFRP1","base.fr"
"bank_fr_cosffrp1","COMPAGNIE SUISSE ET FRANCAISE","COSFFRP1","base.fr"
"bank_fr_cpgffr21","COMPANGIE PARISIENNE DE GESTION FINANCIERE","CPGFFR21","base.fr"
"bank_fr_cfssfr21","COMPAQ FINANCIAL SERVICES SAS","CFSSFR21","base.fr"
"bank_fr_congfr21","COMPTOIR FINANCIER DE GARANTIE SA","CONGFR21","base.fr"
"bank_fr_cfcpfrp1","CONCES FRANC CONST EXPL TUN MONT BLANC","CFCPFRP1","base.fr"
"bank_fr_cfdtfrp1","CONFEDRATION FRANCAISE DEMOCRATIQUE DE TRAVAIL (CFDT)","CFDTFRP1","base.fr"
"bank_fr_cipefr21","CONGES INTEMPERIES BTP CAISSE BAS RHIN","CIPEFR21","base.fr"
"bank_fr_cipufr21","CONGES INTEMPERIES BTP DE L'OUEST","CIPUFR21","base.fr"
"bank_fr_cipffr21","CONGES INTEMPERIES BTP MASSIF CENTRAL","CIPFFR21","base.fr"
"bank_fr_cgfcfrp1","CONSEIL DE GESTION FINANCIERE COGEFI","CGFCFRP1","base.fr"
"bank_fr_cogffrp1","CONSEIL DE GESTION FINANCIERE SA","COGFFRP1","base.fr"
"bank_fr_cneufr21","CONSEIL DE L EUROPE","CNEUFR21","base.fr"
"bank_fr_cnoafrp1","CONSEIL NATIONAL DE L'ORDRE DES ARCHITECTES","CNOAFRP1","base.fr"
"bank_fr_copufr21","CONSEIL PLUS","COPUFR21","base.fr"
"bank_fr_cgmtfr21","CONSEILS EN GESTION ET MANAGEMENT POUR LE TRANSPORT ROUTIER SA","CGMTFR21","base.fr"
"bank_fr_coanfrp1","CONSERVATEUR FINANCE SA","COANFRP1","base.fr"
"bank_fr_cnsafrp1","CONSTANCE ASSOCIES S.A.S.","CNSAFRP1","base.fr"
"bank_fr_cgalfrpp","CONTOURGLOBAL MANAGEMENT FRANCE SAS","CGALFRPP","base.fr"
"bank_fr_covifrp1","CONVICTIONS AM","COVIFRP1","base.fr"
"bank_fr_scirfr21","COOPERATIVE IMMOBILIERE REGIONALE DE HAUTE NORMANDIE","SCIRFR21","base.fr"
"bank_fr_clmsfrp1","COOPERNEFF ALTERNATIVE MANAGERS SAS","CLMSFRP1","base.fr"
"bank_fr_cptrfr21","COPARTIS","CPTRFR21","base.fr"
"bank_fr_coeofr21","CORA-SERVICE TRESORERIE","COEOFR21","base.fr"
"bank_fr_ceivfrp1","CORREL INVEST","CEIVFRP1","base.fr"
"bank_fr_cogafr21","CORSE GARANTIE","COGAFR21","base.fr"
"bank_fr_bcrtfra1","CORTAL CONSORS FRANCE","BCRTFRA1","base.fr"
"bank_fr_cgepfrp1","COSMOS GESTION PRIVEE","CGEPFRP1","base.fr"
"bank_fr_cefpfrpp","COUNCIL OF EUROPE DEVELOPMENT BANK","CEFPFRPP","base.fr"
"bank_fr_cboufrp1","COURCOUX BOUVET","CBOUFRP1","base.fr"
"bank_fr_covafrp1","COVEA FINANCE SOCIETE PAR ACTIONS SIMPLIFIEE","COVAFRP1","base.fr"
"bank_fr_cvflfr21","COVEA FLEET SA","CVFLFR21","base.fr"
"bank_fr_cpbifrpp","CP OR DEVISES","CPBIFRPP","base.fr"
"bank_fr_cterfrp1","CPR - INTERMEDIATON","CTERFRP1","base.fr"
"bank_fr_cprmfrpp","CPR ASSET MANAGEMENT","CPRMFRPP","base.fr"
"bank_fr_schpfrp1","CPR COMPENSATION PARIS","SCHPFRP1","base.fr"
"bank_fr_cprgfrp1","CPR GESTION","CPRGFRP1","base.fr"
"bank_fr_cponfrp1","CPR ONLINE SA","CPONFRP1","base.fr"
"bank_fr_cprpfr22","CPRPSNCF","CPRPFR22","base.fr"
"bank_fr_crfnfrp1","CRAIGSTON FINANCE SAS","CRFNFRP1","base.fr"
"bank_fr_crlnfr21","CRAMA ALPES MEDITERRANEE","CRLNFR21","base.fr"
"bank_fr_crcvfr21","CRCAM DU CALVADOS","CRCVFR21","base.fr"
"bank_fr_craffrp1","CREALFI SAS","CRAFFRP1","base.fr"
"bank_fr_nactfr21","CREATION FRSE BEAUTE SISLEY","NACTFR21","base.fr"
"bank_fr_crtafr21","CREATIS SA","CRTAFR21","base.fr"
"bank_fr_crddfrp1","CREDIAL","CRDDFRP1","base.fr"
"bank_fr_cgavfr21","CREDIT AGRICOLE ALSACE VOSGES","CGAVFR21","base.fr"
"bank_fr_bsuifrpp","CREDIT AGRICOLE CIB","BSUIFRPP","base.fr"
"bank_fr_caodfrp1","CREDIT AGRICOLE COVERED BONDS","CAODFRP1","base.fr"
"bank_fr_calffrp1","CREDIT AGRICOLE LAZARD FINANCIAL PRODUCTS - PARIS BRANCH","CALFFRP1","base.fr"
"bank_fr_cdarfrp1","CREDIT DE L'ARCHE SA","CDARFRP1","base.fr"
"bank_fr_crsffrp1","CREDIT ET SERVICES FINANCIERS SA","CRSFFRP1","base.fr"
"bank_fr_crflfr21","CREDIT FINANCIER LILLOIS SA","CRFLFR21","base.fr"
"bank_fr_cfaofrp1","CREDIT FONCIER ASSURANCE COURTAGE","CFAOFRP1","base.fr"
"bank_fr_cffrfrpp","CREDIT FONCIER DE FRANCE","CFFRFRPP","base.fr"
"bank_fr_cfcsfr21","CREDIT FONCIER ET COMMUNAL D'ALSACE ET DE LORRAINE","CFCSFR21","base.fr"
"bank_fr_cfodfr21","CREDIT FONCIER ET COMMUNAL D'ALSACE ET DE LORRAINE BANQUE S.A.","CFODFR21","base.fr"
"bank_fr_cfclfr21","CREDIT FONCIER ET COMMUNAL D'ALSACE ET DE LORRAINE-BANQUE","CFCLFR21","base.fr"
"bank_fr_cifbfr21","CREDIT IMMOB FRANCE BOURGOGNE SUD ALLIER","CIFBFR21","base.fr"
"bank_fr_cirbfr21","CREDIT IMMOB FRANCE BRETAGNE ATLANTIQUE","CIRBFR21","base.fr"
"bank_fr_ciaofr21","CREDIT IMMOBILIER ALSACE LORRAINE FILIALE FINANCIERE","CIAOFR21","base.fr"
"bank_fr_cricfr21","CREDIT IMMOBILIER DE CHAMPAGNE","CRICFR21","base.fr"
"bank_fr_cifffr21","CREDIT IMMOBILIER DE FCIT FRANCE BOURGOGNE","CIFFFR21","base.fr"
"bank_fr_frhpfr21","CREDIT IMMOBILIER DE FRANCE - PAYS DE LA LOIRE SA","FRHPFR21","base.fr"
"bank_fr_cinpfrp1","CREDIT IMMOBILIER DE FRANCE DEVELOPPEMENT","CINPFRP1","base.fr"
"bank_fr_cirsfr21","CREDIT IMMOBILIER DE FRANCE EST","CIRSFR21","base.fr"
"bank_fr_ciflfr21","CREDIT IMMOBILIER DE FRANCE FINALOG","CIFLFR21","base.fr"
"bank_fr_ciiffrp1","CREDIT IMMOBILIER DE FRANCE ILE DE FRANCE SOCIETE ANONYME","CIIFFRP1","base.fr"
"bank_fr_cirdfr21","CREDIT IMMOBILIER DE FRANCE MEDITERRANEE","CIRDFR21","base.fr"
"bank_fr_cifdfr21","CREDIT IMMOBILIER DE FRANCE MIDI-PYRENEES FINANCIERE REGIONALE SA","CIFDFR21","base.fr"
"bank_fr_cirnfr21","CREDIT IMMOBILIER DE FRANCE NORD-PAS-DE-CALAIS","CIRNFR21","base.fr"
"bank_fr_cifrfr21","CREDIT IMMOBILIER DE FRANCE NORMANDIE SA","CIFRFR21","base.fr"
"bank_fr_cifefr21","CREDIT IMMOBILIER DE FRANCE-CENTRE OUEST SA","CIFEFR21","base.fr"
"bank_fr_cifvfr21","CREDIT IMMOBILIER DE FRANCE-VIVARAIS-SACI","CIFVFR21","base.fr"
"bank_fr_scmlfr21","CREDIT IMMOBILIER DES ALPES","SCMLFR21","base.fr"
"bank_fr_scitfr21","CREDIT IMMOBILIER DES ALPES SA","SCITFR21","base.fr"
"bank_fr_cifufr21","CREDIT IMMOBILIER FRANCE EURE ET DIEPPE","CIFUFR21","base.fr"
"bank_fr_cifyfr21","CREDIT IMMOBILIER FRANCE LYON SACI","CIFYFR21","base.fr"
"bank_fr_crigfrp1","CREDIT IMMOBILIER GENERAL","CRIGFRP1","base.fr"
"bank_fr_cihffr21","CREDIT IMMOBILIER HAUTS DE FRANCE","CIHFFR21","base.fr"
"bank_fr_sdcifr21","CREDIT IMMOBILIER MORBIHAN","SDCIFR21","base.fr"
"bank_fr_ciplfr21","CREDIT IMMOBILIER PAYS DE L'AIN","CIPLFR21","base.fr"
"bank_fr_crfffrp1","CREDIT LIFT SAS","CRFFFRP1","base.fr"
"bank_fr_crlgfrp1","CREDIT LOGEMENT SA","CRLGFRP1","base.fr"
"bank_fr_crlffrp1","CREDIT LYONNAIS FORFAITING","CRLFFRP1","base.fr"
"bank_fr_crlifrp1","CREDIT LYONNAIS IMMOBILIER","CRLIFRP1","base.fr"
"bank_fr_rousfrp1","CREDIT LYONNAIS ROUSE (FRANCE) SNC","ROUSFRP1","base.fr"
"bank_fr_clsrfr21","CREDIT LYONNAIS SECUR EUROPE SMALL CAPS","CLSRFR21","base.fr"
"bank_fr_cmmufrp1","CREDIT MARITIME MUTUEL-CMM","CMMUFRP1","base.fr"
"bank_fr_cmoifr21","CREDIT MODERNE OCEAN INDIEN","CMOIFR21","base.fr"
"bank_fr_crmpfrp1","CREDIT MUNICIPAL DE PARIS ETABLISSEMENT PUBLIC ADMINISTRATIF","CRMPFRP1","base.fr"
"bank_fr_cmutfr21","CREDIT MUTUEL","CMUTFR21","base.fr"
"bank_fr_cmcifr2a","CREDIT MUTUEL","CMCIFR2A","base.fr"
"bank_fr_cmcifrpb","CREDIT MUTUEL-CIC BANQUES-CM-CIC SECURITIES","CMCIFRPB","base.fr"
"bank_fr_cnavfrp1","CREDIT NAVAL","CNAVFRP1","base.fr"
"bank_fr_cresfrpp","CREDIT SUISSE (FRANCE), PARIS","CRESFRPP","base.fr"
"bank_fr_cresfrpz","CREDIT SUISSE AG, PARIS BRANCH","CRESFRPZ","base.fr"
"bank_fr_csfbfrp1","CREDIT SUISSE ASSET MANAGEMENT FRANCE SA","CSFBFRP1","base.fr"
"bank_fr_csatfrp1","CREDIT SUISSE ASSET MANAGEMENT GESTION","CSATFRP1","base.fr"
"bank_fr_csrsfrp1","CREDIT SUISSE FIRST BOSTON LTD","CSRSFRP1","base.fr"
"bank_fr_cseefrp1","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","CSEEFRP1","base.fr"
"bank_fr_cunvfr21","CREDIT UNIVERSEL","CUNVFR21","base.fr"
"bank_fr_crfsfr21","CREFIDIS SA","CRFSFR21","base.fr"
"bank_fr_crrhfrp1","CRH - CAISSE DE REFINANCEMENT DE L'HABITAT SA","CRRHFRP1","base.fr"
"bank_fr_crirfrp1","CRICA REGIME","CRIRFRP1","base.fr"
"bank_fr_ctiefrpp","CRITEO SA","CTIEFRPP","base.fr"
"bank_fr_cgllfrp1","CSSE GARANTIE DU LOGEMENT LOCATIF SOCIAL","CGLLFRP1","base.fr"
"bank_fr_cndvfrp1","CSSE NAT D'ASSU VIEILLESSE DES PROF LIB (CNAVPL)","CNDVFRP1","base.fr"
"bank_fr_cypafrp1","CYPANGA","CYPAFRP1","base.fr"
"bank_fr_cfagfrp1","CYRIL FINANCE ASSET MANAGEMENT","CFAGFRP1","base.fr"
"bank_fr_cyrifrp1","CYRIL FINANCE-GESTION (C.F.G)","CYRIFRP1","base.fr"
"bank_fr_cyvbfr22","CYRILLUS VERTBAUDET GROUP","CYVBFR22","base.fr"
"bank_fr_cycofrp1","CYRUS CONSEIL SAS","CYCOFRP1","base.fr"
"bank_fr_dcndfrp1","D C N S SOCIETE ANONYME","DCNDFRP1","base.fr"
"bank_fr_dimofr21","D.I.M.O. GESTION","DIMOFR21","base.fr"
"bank_fr_dafefr21","DAF FINANCE ET SERVICES SA","DAFEFR21","base.fr"
"bank_fr_dafrfr21","DAIMLERCHRYSLER FINANCIAL SERVICES","DAFRFR21","base.fr"
"bank_fr_dscrfrp1","DAIWA SECURITIES SB CAPITAL MARKETS","DSCRFRP1","base.fr"
"bank_fr_dalpfr21","DALENYS PAYMENT","DALPFR21","base.fr"
"bank_fr_dafifrpp","DANONE S.A.","DAFIFRPP","base.fr"
"bank_fr_dacrfrp1","DARIUS CAPITAL PARTNERS","DACRFRP1","base.fr"
"bank_fr_daavfr21","DASSAULT AVIATION","DAAVFR21","base.fr"
"bank_fr_dssafr22","DASSAULT SYSTEMES","DSSAFR22","base.fr"
"bank_fr_dtamfrp1","DAY TRADE ASSET MANAGEMENT","DTAMFRP1","base.fr"
"bank_fr_dbavfrp1","DBENCH ALTERNATIVE INVESTMENTS","DBAVFRP1","base.fr"
"bank_fr_dbvtfr2m","DBV TECHNOLOGIES S.A.","DBVTFR2M","base.fr"
"bank_fr_dcnsfrpp","DCNS","DCNSFRPP","base.fr"
"bank_fr_lllsfrp1","DE LAGE LANDEN LEASING SAS","LLLSFRP1","base.fr"
"bank_fr_oxylfr22","DECATHLON SA","OXYLFR22","base.fr"
"bank_fr_decyfrp1","DECYBEN","DECYFRP1","base.fr"
"bank_fr_dectfrp1","DEFENSE CONSEIL INTERNATIONAL","DECTFRP1","base.fr"
"bank_fr_degofrp1","DEGROOF GESTION","DEGOFRP1","base.fr"
"bank_fr_defifrp1","DELAHAYE FINANCE SA","DEFIFRP1","base.fr"
"bank_fr_delefr21","DELORE SARL","DELEFR21","base.fr"
"bank_fr_deaefrp1","DELTA ALTERNATIVE MANAGEMENT","DEAEFRP1","base.fr"
"bank_fr_decafr21","DELTA CAPS","DECAFR21","base.fr"
"bank_fr_deatfrp1","DELUBAC ASSET MANAGEMENT SA","DEATFRP1","base.fr"
"bank_fr_dpfafrp1","DEPFA BANK EUROPE PLC","DPFAFRP1","base.fr"
"bank_fr_depafrp1","DEPFA BANK PUBLIC LIMITED COMPANY","DEPAFRP1","base.fr"
"bank_fr_derhfrpp","DERICHEBOURG SA","DERHFRPP","base.fr"
"bank_fr_detdfrpp","DESCARTES TRADING","DETDFRPP","base.fr"
"bank_fr_deutfra1","DEUTSCHE ASSET MANAGEMENT FRANCE","DEUTFRA1","base.fr"
"bank_fr_deutfrpp","DEUTSCHE BANK AG","DEUTFRPP","base.fr"
