"id","code_prefix_start","name","name@es","name@ca"
"account_group_2954","2954","Impairment of non-current loans to associates","Deterioro de valor de créditos a largo plazo a empresas asociadas","Deteriorament de valor de crèdits a llarg termini a empreses associades"
"account_group_2955","2955","Impairment of non-current loans to other related parties","Deterioro de valor de créditos a largo plazo a otras partes vinculadas","Deteriorament de valor de crèdits a llarg termini a altres parts vinculades"
"account_group_296","296","Impairment of non-current debt","Deterioro de valor de participaciones en el patrimonio neto a largo plazo","Deteriorament de valor de participacions en el patrimoni net a llarg termini"
"account_group_297","297","Impairment of non-current equity holdings","Deterioro de valor de valores representativos de deuda a largo plazo","Deteriorament de valor de valors representatius de deute a llarg termini"
"account_group_298","298","Impairment of non-current loans","Deterioro de valor de créditos a largo plazo","Deteriorament de valor de crèdits a llarg termini"
"account_group_299","299","Impairment of real estate","Deterioro de valor de bienes inmuebles","Deteriorament de valor de béns immobles"
"account_group_3","3","Inventories","Existencias","EXISTÈNCIES"
"account_group_30","30","Goods for resale","Comerciales","COMERCIALS"
"account_group_300","300","Merchandise A","Mercaderías A","Mercaderies A"
"account_group_301","301","Merchandise B","Mercaderías B","Mercaderies B"
"account_group_31","31","Raw materials","Materias primas","PRIMERES MATÈRIES"
"account_group_310","310","Raw materials A","Materias primas A","Primeres matèries A"
"account_group_311","311","Raw materials B","Materias primas B","Primeres matèries B"
"account_group_32","32","Other supplies","Otros aprovisionamientos","ALTRES APROVISIONAMENTS"
"account_group_320","320","Components","Elementos y conjuntos incorporables","Elements i conjunts incorporables"
"account_group_321","321","Fuel","Combustibles","Combustibles"
"account_group_322","322","Spare parts","Repuestos","Recanvis"
"account_group_325","325","Sundry materials","Materiales diversos","Materials diversos"
"account_group_326","326","Packaging","Embalajes","Embalatges"
"account_group_327","327","Containers","Envases","Envasos"
"account_group_328","328","Office supplies","Material de oficina","Material d’oficina"
"account_group_33","33","Work in progress","Productos en curso","PRODUCTES EN CURS"
"account_group_330","330","Work in progress A","Productos en curso A","Productes en curs A"
"account_group_331","331","Work in progress B","Productos en curso B","Productes en curs B"
"account_group_34","34","Semi-finished goods","Productos semiterminados","PRODUCTES SEMIACABATS"
"account_group_340","340","Semi-finished goods A","Productos semiterminados A","Productes semiacabats A"
"account_group_341","341","Semi-finished goods B","Productos semiterminados B","Productes semiacabats B"
"account_group_35","35","Finished goods","Productos terminados","PRODUCTES ACABATS"
"account_group_350","350","Finished goods A","Productos terminados A","Productes acabats A"
"account_group_351","351","Finished goods B","Productos terminados B","Productes acabats B"
"account_group_36","36","By-products, waste and recovered materials","Subproductos, residuos y materiales recuperados","SUBPRODUCTES, RESIDUS I MATERIALS RECUPERATS"
"account_group_360","360","By-products A","Subproductos A","Subproductes A"
"account_group_361","361","By-products B","Subproductos B","Subproductes B"
"account_group_365","365","Waste A","Residuos A","Residus A"
"account_group_366","366","Waste B","Residuos B","Residus B"
"account_group_368","368","Recovered materials A","Materiales recuperados A","Materials recuperats A"
"account_group_369","369","Recovered materials B","Materiales recuperados B","Materials recuperats B"
"account_group_39","39","Impairment of inventories","Deterioro de valor de las existencias","DETERIORAMENT DE VALOR DE LES EXISTÈNCIES"
"account_group_390","390","Impairment of merchandise","Deterioro de valor de las mercaderías","Deteriorament de valor de les mercaderies"
"account_group_391","391","Impairment of raw materials","Deterioro de valor de las materias primas","Deteriorament de valor de les primeres matèries"
"account_group_392","392","Impairment of other supplies","Deterioro de valor de otros aprovisionamientos","Deteriorament de valor d’altres aprovisionaments"
"account_group_393","393","Impairment of work in progress","Deterioro de valor de los productos en curso","Deteriorament de valor dels productes en curs"
"account_group_394","394","Impairment of semi-finished goods","Deterioro de valor de los productos semiterminados","Deteriorament de valor dels productes semiacabats"
"account_group_395","395","Impairment of finished goods","Deterioro de valor de los productos terminados","Deteriorament de valor dels productes acabats"
"account_group_396","396","Impairment of by-products, waste and recovered materials","Deterioro de valor de los subproductos, residuos y materiales recuperados","Deteriorament de valor dels subproductes, residus i materials recuperats"
"account_group_4","4","Trade payables and trade receivables","Acreedores y deudores por operaciones comerciales","CREDITORS I DEUTORS PER OPERACIONS COMERCIALS"
"account_group_40","40","Suppliers","Proveedores","PROVEÏDORS"
"account_group_400","400","Suppliers","Proveedores","Proveïdors"
"account_group_4000","4000","Suppliers (euros)","Proveedores (euros)","Proveïdors (euros)"
"account_group_4004","4004","Suppliers (foreign currency)","Proveedores (moneda extranjera)","Proveïdors (moneda estrangera)"
"account_group_4009","4009","Suppliers, pending invoices","Proveedores, facturas pendientes de recibir o de formalizar","Proveïdors, factures pendents de rebre o de formalitzar"
"account_group_401","401","Suppliers, trade bills payable","Proveedores, efectos comerciales a pagar","Proveïdors, efectes comercials a pagar"
"account_group_403","403","Suppliers, group companies","Proveedores, empresas del grupo","Proveïdors, empreses del grup"
"account_group_4030","4030","Suppliers, group companies (euros)","Proveedores, empresas del grupo (euros)","Proveïdors, empreses del grup (euros)"
"account_group_4031","4031","Trade bills payable, group companies","Efectos comerciales a pagar, empresas del grupo","Efectes comercials a pagar, empreses del grup"
"account_group_4034","4034","Suppliers, group companies (foreign currency)","Proveedores, empresas del grupo (moneda extranjera)","Proveïdors, empreses del grup (moneda estrangera)"
"account_group_4036","4036","Containers and packaging returnable to suppliers, group companies","Envases y embalajes a devolver a proveedores, empresas del grupo","Envasos i embalatges a tornar a proveïdors, empreses del grup"
"account_group_4039","4039","Suppliers, group companies, pending invoices","Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar","Proveïdors, empreses del grup, factures pendents de rebre o de formalitzar"
"account_group_404","404","Suppliers, associates","Proveedores, empresas asociadas","Proveïdors, empreses associades"
"account_group_405","405","Suppliers, other related parties","Proveedores, otras partes vinculadas","Proveïdors, altres parts vinculades"
"account_group_406","406","Containers and packaging returnable to suppliers","Envases y embalajes a devolver a proveedores","Envasos i embalatges a tornar a proveïdors"
"account_group_407","407","Advances to suppliers","Anticipos a proveedores","Avançaments a proveïdors"
"account_group_41","41","Other payables","Acreedores varios","CREDITORS DIVERSOS"
"account_group_410","410","Payables for the rendering of services","Acreedores por prestaciones de servicios","Creditors per prestacions de serveis"
"account_group_4100","4100","Payables for the rendering of services (euros)","Acreedores por prestaciones de servicios (euros)","Creditors per prestacions de serveis (euros)"
"account_group_4104","4104","Payables for the rendering of services (foreign currency)","Acreedores por prestaciones de servicios (moneda extranjera)","Creditors per prestacions de serveis (moneda estrangera)"
"account_group_4109","4109","Payables for the rendering of services, pending invoices","Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar","Creditors per prestacions de serveis, factures pendents de rebre o de formalitzar"
"account_group_411","411","Trade bills payable","Acreedores, efectos comerciales a pagar","Creditors, efectes comercials a pagar"
"account_group_412","412","Beneficiaries, creditors","Beneficiarios, acreedores","Beneficiaris, creditors"
"account_group_419","419","Payables for profit-sharing agreements","Acreedores por operaciones en común","Creditors per operacions en comú"
"account_group_43","43","Trade receivables","Clientes","CLIENTS"
"account_group_430","430","Trade receivables","Clientes","Clients"
"account_group_4300","4300","Trade receivables (euros)","Clientes (euros)","Clients (euros)"
"account_group_4304","4304","Trade receivables (foreign currency)","Clientes (moneda extranjera)","Clients (moneda estrangera)"
"account_group_4309","4309","Trade receivables, pending invoices","Clientes, facturas pendientes de formalizar","Clients, factures pendents de formalitzar"
"account_group_431","431","Trade receivables, trade bills receivable","Clientes, efectos comerciales a cobrar","Clients, efectes comercials a cobrar"
"account_group_4310","4310","Trade bills in portfolio","Efectos comerciales en cartera","Efectes comercials en cartera"
"account_group_4311","4311","Discounted trade bills","Efectos comerciales descontados","Efectes comercials descomptats"
"account_group_4312","4312","Trade bills in debt collection management","Efectos comerciales en gestión de cobro","Efectes comercials en gestió de cobrament"
"account_group_4315","4315","Past due trade bills","Efectos comerciales impagados","Efectes comercials impagats"
"account_group_432","432","Trade receivables, factoring","Clientes, operaciones de «factoring»","Clients, operacions de facturatge"
"account_group_433","433","Trade receivables, group companies","Clientes, empresas del grupo","Clients, empreses del grup"
"account_group_4330","4330","Trade receivables, group companies (euros)","Clientes empresas del grupo (euros)","Clients empreses del grup (euros)"
"account_group_4331","4331","Trade bills receivable, group companies","Efectos comerciales a cobrar, empresas del grupo","Efectes comercials a cobrar, empreses del grup"
"account_group_4332","4332","Trade receivables, group companies, factoring","Clientes empresas del grupo, operaciones de «factoring»","Clients empreses del grup, operacions de facturatge"
"account_group_4334","4334","Trade receivables, group companies (foreign currency)","Clientes empresas del grupo (moneda extranjera)","Clients empreses del grup (moneda estrangera)"
"account_group_4336","4336","Doubtful trade receivables, group companies","Clientes empresas del grupo de dudoso cobro","Clients empreses del grup de cobrament dubtós"
"account_group_4337","4337","Containers and packaging returnable to customers, group companies","Envases y embalajes a devolver a clientes, empresas del grupo","Envasos i embalatges a tornar a clients, empreses del grup"
"account_group_4339","4339","Trade receivables, group companies, pending invoices","Clientes empresas del grupo, facturas pendientes de formalizar","Clients empreses del grup, factures pendents de formalitzar"
"account_group_434","434","Trade receivables, associates","Clientes, empresas asociadas","Clients, empreses associades"
"account_group_435","435","Trade receivables, other related parties","Clientes, otras partes vinculadas","Clients, altres parts vinculades"
"account_group_436","436","Doubtful trade receivables","Clientes de dudoso cobro","Clients de cobrament dubtós"
"account_group_437","437","Containers and packaging returnable by customers","Envases y embalajes a devolver por clientes","Envasos i embalatges a tornar per clients"
"account_group_438","438","Advances from customers","Anticipos de clientes","Avançaments de clients"
"account_group_44","44","Other receivables","Deudores varios","DEUTORS DIVERSOS"
"account_group_440","440","Receivables","Deudores","Deutors"
"account_group_4400","4400","Receivables (euros)","Deudores (euros)","Deutors (euros)"
"account_group_4404","4404","Receivables (foreign currency)","Deudores (moneda extranjera)","Deutors (moneda estrangera)"
"account_group_4409","4409","Receivables, pending invoices","Deudores, facturas pendientes de formalizar","Deutors, factures pendents de formalitzar"
"account_group_441","441","Receivables, trade bills","Deudores, efectos comerciales a cobrar","Deutors, efectes comercials a cobrar"
"account_group_4410","4410","Receivables, trade bills in portfolio","Deudores, efectos comerciales en cartera","Deutors, efectes comercials en cartera"
"account_group_4411","4411","Receivables, discounted trade bills","Deudores, efectos comerciales descontados","Deutors, efectes comercials descomptats"
"account_group_4412","4412","Receivables, trade bills in debt collection management","Deudores, efectos comerciales en gestión de cobro","Deutors, efectes comercials en gestió de cobrament"
"account_group_4415","4415","Receivables, past due trade bills","Deudores, efectos comerciales impagados","Deutors, efectes comercials impagats"
"account_group_446","446","Doubtful receivables","Deudores de dudoso cobro","Deutors de cobrament dubtós"
"account_group_447","447","Borrowers, debtors","Usuarios, deudores","Usuaris, deutors"
"account_group_448","448","Sponsors, affiliates and other receivables","Patrocinadores, afiliados y otros deudores","Patrocinadors, afiliats i altres deutors"
"account_group_449","449","Receivables for profit-sharing agreements","Deudores por operaciones en común","Deutors per operacions en comú"
"account_group_46","46","Personnel","Personal","PERSONAL"
"account_group_460","460","Salary advances","Anticipos de remuneraciones","Avançaments de remuneracions"
"account_group_464","464","Deliveries for expenses to be justified","Entregas para gastos a justificar","Lliuraments per a despeses a justificar"
"account_group_465","465","Salaries payable","Remuneraciones pendientes de pago","Remuneracions pendents de pagament"
"account_group_466","466","Employee benefits payable through defined contribution schemes","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Remuneracions mitjançant sistemes d’aportació definida pendents de pagament"
"account_group_47","47","Public entities","Administraciones públicas","ADMINISTRACIONS PÚBLIQUES"
"account_group_470","470","Taxation authorities, receivables","Hacienda Pública, deudora por diversos conceptos","Hisenda pública, deutora per diversos conceptes"
"account_group_4700","4700","VAT recoverable","Hacienda Pública, deudora por IVA","Hisenda pública, deutora per IVA"
"account_group_4708","4708","Grants receivable","Hacienda Pública, deudora por subvenciones concedidas","Hisenda pública, deutora per subvencions concedides"
"account_group_4709","4709","Recoverable taxes","Hacienda Pública, deudora por devolución de impuestos","Hisenda pública, deutora per devolució d’impostos"
"account_group_471","471","Social Security, receivables","Organismos de la Seguridad Social, deudores","Organismes de la Seguretat Social, deutors"
"account_group_472","472","Input VAT","Hacienda Pública, IVA soportado","Hisenda pública, IVA suportat"
"account_group_473","473","Withholdings and payments on account","Hacienda Pública, retenciones y pagos a cuenta","Hisenda pública, retencions i pagaments a compte"
"account_group_474","474","Deferred tax assets","Activos por impuesto diferido","Actius per impost diferit"
"account_group_4740","4740","Assets arising from deductible temporary differences","Activos por diferencias temporarias deducibles","Actius per diferències temporànies deduïbles"
"account_group_4742","4742","Rights to tax deductions and credits pending application","Derechos por deducciones y bonificaciones pendientes de aplicar","Drets per deduccions i bonificacions pendents d’aplicar"
"account_group_4745","4745","Tax loss carryforwards","Crédito por pérdidas a compensar del ejercicio","Crèdit per pèrdues a compensar de l’exercici"
"account_group_475","475","Taxation authorities, taxes payable","Hacienda Pública, acreedora por conceptos fiscales","Hisenda pública, creditora per conceptes fiscals"
"account_group_4750","4750","VAT payable","Hacienda Pública, acreedora por IVA","Hisenda pública, creditora per IVA"
"account_group_4751","4751","Taxation authorities, withholding tax","Hacienda Pública, acreedora por retenciones practicadas","Hisenda pública, creditora per retencions practicades"
"account_group_4752","4752","Income tax payable","Hacienda Pública, acreedora por impuesto sobre sociedades","Hisenda pública, creditora per impost sobre societats"
"account_group_4758","4758","Repayable grants","Hacienda Pública, acreedora por subvenciones a reintegrar","Hisenda pública, creditora per subvencions a reintegrar"
"account_group_4759","4759","Other payables","Hacienda Pública, acreedora por otros conceptos","Hisenda pública, creditora per altres conceptes"
"account_group_476","476","Social Security, payables","Organismos de la Seguridad Social, acreedores","Organismes de la Seguretat Social, creditors"
"account_group_477","477","Output VAT","Hacienda Pública, IVA repercutido","Hisenda pública, IVA repercutit"
"account_group_479","479","Liabilities arising from taxable temporary differences","Pasivos por diferencias temporarias imponibles","Passius per diferències temporànies imposables"
"account_group_48","48","Prepaid expenses and deferred income","Ajustes por periodificación","AJUSTOS PER PERIODIFICACIÓ"
"account_group_480","480","Prepaid expenses","Gastos anticipados","Despeses anticipades"
"account_group_485","485","Deferred income","Ingresos anticipados","Ingressos anticipats"
"account_group_49","49","Impairment of trade receivables and current provisions","Deterioro de valor de créditos comerciales y provisiones a corto plazo","DETERIORAMENT DE VALOR DE CRÈDITS COMERCIALS I PROVISIONS A CURT TERMINI"
"account_group_490","490","Impairment of trade receivables","Deterioro de valor de créditos por operaciones comerciales","Deteriorament de valor de crèdits per operacions comercials"
"account_group_493","493","Impairment of trade receivables from related parties","Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Deteriorament de valor de crèdits per operacions comercials amb parts vinculades"
"account_group_4933","4933","Impairment of trade receivables from group companies","Deterioro de valor de créditos por operaciones comerciales con empresas del grupo","Deteriorament de valor de crèdits per operacions comercials amb empreses del grup"
"account_group_4934","4934","Impairment of trade receivables from associates","Deterioro de valor de créditos por operaciones comerciales con empresas asociadas","Deteriorament de valor de crèdits per operacions comercials amb empreses associades"
"account_group_4935","4935","Impairment of trade receivables from other related parties","Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas","Deteriorament de valor de crèdits per operacions comercials amb altres parts vinculades"
"account_group_499","499","Trade provisions","Provisiones por operaciones comerciales","Provisions per operacions comercials"
"account_group_4994","4994","Provisions for onerous contracts","Provisión por contratos onerosos","Provisió per contractes onerosos"
"account_group_4999","4999","Provisions for other trade operations","Provisión para otras operaciones comerciales","Provisió per a altres operacions comercials"
"account_group_5","5","Financial accounts","Cuentas financieras","COMPTES FINANCERS"
"account_group_50","50","Current debentures, payables of a special nature and similar issuances","Empréstitos, deudas con carácterísticas especiales y otras emisiones análogas a corto plazo","EMPRÈSTITS, DEUTES AMB CARACTERÍSTIQUES ESPECIALS I ALTRES EMISSIONS ANÀLOGUES A CURT TERMINI"
"account_group_500","500","Current bonds and obligations","Obligaciones y bonos a corto plazo Obligaciones y bonos convertibles a corto plazo","Obligacions i bons a curt termini"
"account_group_501","501","Current convertible bonds and obligations","Obligaciones y bonos convertibles a corto plazo","Obligacions i bons convertibles a curt termini"
"account_group_502","502","Current liability-classified shares or equity holdings","Acciones o participaciones a corto plazo consideradas como pasivos financieros","Accions o participacions a curt termini considerades passius financers"
"account_group_505","505","Other current marketable securities","Deudas representadas en otros valores negociables a corto plazo","Deutes representats en altres valors negociables a curt termini"
"account_group_506","506","Current interest on debentures and similar issues","Intereses a corto plazo de empréstitos y otras emisiones análogas","Interessos a curt termini d’emprèstits i altres emissions anàlogues"
"account_group_507","507","Dividends payable on liability-classified instruments","Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividends d’accions o participacions considerades passius financers"
"account_group_509","509","Redeemed marketable securities","Valores negociables amortizados","Valors negociables amortitzats"
"account_group_5090","5090","Redeemed bonds and obligations","Obligaciones y bonos amortizados","Obligacions i bons amortitzats"
"account_group_5091","5091","Redeemed convertible bonds and obligations","Obligaciones y bonos convertibles amortizados","Obligacions i bons convertibles amortitzats"
"account_group_5095","5095","Other redeemed marketable securities","Otros valores negociables amortizados","Altres valors negociables amortitzats"
"account_group_51","51","Current payables to related parties","Deudas a corto plazo con partes vinculadas","DEUTES A CURT TERMINI AMB PARTS VINCULADES"
"account_group_510","510","Current debt with related financial institutions","Deudas a corto plazo con entidades de crédito vinculadas","Deutes a curt termini amb entitats de crèdit vinculades"
"account_group_5103","5103","Current debt with financial institutions, group companies","Deudas a corto plazo con entidades de crédito, empresas del grupo","Deutes a curt termini amb entitats de crèdit, empreses del grup"
"account_group_5104","5104","Current debt with financial institutions, associates","Deudas a corto plazo con entidades de crédito, empresas asociadas","Deutes a curt termini amb entitats de crèdit, empreses associades"
"account_group_5105","5105","Current debt with other related financial institutions","Deudas a corto plazo con otras entidades de crédito vinculadas","Deutes a curt termini amb altres entitats de crèdit vinculades"
"account_group_511","511","Current payables to suppliers of fixed assets, related parties","Proveedores de inmovilizado a corto plazo, partes vinculadas","Proveïdors d’immobilitzat a curt termini, parts vinculades"
"account_group_5113","5113","Current payables to suppliers of fixed assets, group companies","Proveedores de inmovilizado a corto plazo, empresas del grupo","Proveïdors d’immobilitzat a curt termini, empreses del grup"
"account_group_5114","5114","Current payables to suppliers of fixed assets, associates","Proveedores de inmovilizado a corto plazo, empresas asociadas","Proveïdors d’immobilitzat a curt termini, empreses associades"
"account_group_5115","5115","Current payables to suppliers of fixed assets, other related parties","Proveedores de inmovilizado a corto plazo, otras partes vinculadas","Proveïdors d’immobilitzat a curt termini, altres parts vinculades"
"account_group_512","512","Current finance lease payables, related parties","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Creditors per arrendament financer a curt termini, parts vinculades."
"account_group_5123","5123","Current finance lease payables, group companies","Acreedores por arrendamiento financiero a corto plazo, empresas del grupo","Creditors per arrendament financer a curt termini, empreses del grup"
"account_group_5124","5124","Current finance lease payables, associates","Acreedores por arrendamiento financiero a corto plazo, empresas asociadas","Creditors per arrendament financer a curt termini, empreses associades"
"account_group_5125","5125","Current finance lease payables, other related parties","Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas","Creditors per arrendament financer a curt termini, altres parts vinculades"
"account_group_513","513","Other current payables to related parties","Otras deudas a corto plazo con partes vinculadas","Altres deutes a curt termini amb parts vinculades"
"account_group_5133","5133","Other current payables, group companies","Otras deudas a corto plazo con empresas del grupo","Altres deutes a curt termini amb empreses del grup"
"account_group_5134","5134","Other current payables, associates","Otras deudas a corto plazo con empresas asociadas","Altres deutes a curt termini amb empreses associades"
"account_group_5135","5135","Other current payables, other related parties","Otras deudas a corto plazo con otras partes vinculadas","Altres deutes a curt termini amb altres parts vinculades"
"account_group_514","514","Current interest on payables to related parties","Intereses a corto plazo de deudas con partes vinculadas","Interessos a curt termini de deutes amb parts vinculades"
"account_group_5143","5143","Current interest on payables, group companies","Intereses a corto plazo de deudas, empresas del grupo","Interessos a curt termini de deutes, empreses del grup"
"account_group_5144","5144","Current interest on payables, associates","Intereses a corto plazo de deudas, empresas asociadas","Interessos a curt termini de deutes, empreses associades"
"account_group_5145","5145","Current interest on payables, other related parties","Intereses a corto plazo de deudas, otras partes vinculadas","Interessos a curt termini de deutes, altres parts vinculades"
"account_group_52","52","Current payables for loans and other","Deudas a corto plazo por préstamos recibidos y otros conceptos","DEUTES A CURT TERMINI PER PRÉSTECS REBUTS I ALTRES CONCEPTES"
"account_group_520","520","Current debt with financial institutions","Deudas a corto plazo con entidades de crédito","Deutes a curt termini amb entitats de crèdit"
"account_group_5200","5200","Current loans from financial institutions","Préstamos a corto plazo de entidades de crédito","Préstecs a curt termini d’entitats de crèdit"
"account_group_5201","5201","Current payables for drawdowns on credit facilities","Deudas a corto plazo por crédito dispuesto","Deutes a curt termini per crèdit disposat"
"account_group_5208","5208","Payables, discounted trade bills","Deudas por efectos descontados","Deutes per efectes descomptats"
"account_group_5209","5209","Payables, factoring","Deudas por operaciones de «factoring»","Deutes per operacions de facturatge"
"account_group_521","521","Current payables","Deudas a corto plazo","Deutes a curt termini"
"account_group_522","522","Current payables convertible into grants, donations and bequests","Deudas a corto plazo transformables en subvenciones, donaciones y legados","Deutes a curt termini transformables en subvencions, donacions i llegats"
"account_group_523","523","Current payables to suppliers of fixed assets","Proveedores de inmovilizado a corto plazo","Proveïdors d’immobilitzat a curt termini"
"account_group_524","524","Current finance lease payables","Acreedores por arrendamiento financiero a corto plazo","Creditors per arrendament financer a curt termini"
"account_group_525","525","Current bills payable","Efectos a pagar a corto plazo","Efectes a pagar a curt termini"
"account_group_526","526","Dividend payable","Dividendo activo a pagar","Dividend actiu a pagar"
"account_group_527","527","Current interest on debt with financial institutions","Intereses a corto plazo de deudas con entidades de crédito","Interessos a curt termini de deutes amb entitats de crèdit"
"account_group_528","528","Current interest on payables","Intereses a corto plazo de deudas","Interessos a curt termini de deutes"
"account_group_529","529","Current provisions","Provisiones a corto plazo","Provisions a curt termini"
"account_group_5290","5290","Current provisions for employee benefits","Provisión a corto plazo por retribuciones al personal","Provisió a curt termini per retribucions al personal"
"account_group_5291","5291","Current provisions for taxes","Provisión a corto plazo para impuestos","Provisió a curt termini per a impostos"
"account_group_5292","5292","Current provisions for other liabilities","Provisión a corto plazo para otras responsabilidades","Provisió a curt termini per a altres responsabilitats"
"account_group_5293","5293","Current provisions for dismantlement, removal or restoration of fixed assets","Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado","Provisió a curt termini per desmantellament, retirament o rehabilitació de l’immobilitzat"
"account_group_5295","5295","Current provisions for environmental actions","Provisión a corto plazo para actuaciones medioambientales","Provisió a curt termini per a actuacions mediambientals"
"account_group_5296","5296","Current provisions for restructuring costs","Provisión a corto plazo para reestructuraciones","Provisió a curt termini per a reestructuracions"
"account_group_5297","5297","Current provisions for share-based payment transactions","Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio","Provisió a curt termini per transaccions amb pagaments basats en instruments de patrimoni"
"account_group_53","53","Current investments in related parties","Inversiones financieras a corto plazo en partes vinculadas","INVERSIONS FINANCERES A CURT TERMINI EN PARTS VINCULADES"
"account_group_530","530","Current investments in related parties","Participaciones a corto plazo en partes vinculadas","Participacions a curt termini en parts vinculades"
"account_group_5303","5303","Current investments in group companies","Participaciones a corto plazo, en empresas del grupo","Participacions a curt termini, en empreses del grup"
"account_group_5304","5304","Current investments in associates","Participaciones a corto plazo, en empresas asociadas","Participacions a curt termini, en empreses associades"
"account_group_5305","5305","Current investments in other related parties","Participaciones a corto plazo, en otras partes vinculadas","Participacions a curt termini, en altres parts vinculades"
"account_group_531","531","Current debt securities of related parties","Valores representativos de deuda a corto plazo de partes vinculadas","Valors representatius de deute a curt termini de parts vinculades"
"account_group_5313","5313","Current debt securities of group companies","Valores representativos de deuda a corto plazo de empresas del grupo","Valors representatius de deute a curt termini d’empreses del grup"
"account_group_5314","5314","Current debt securities of associates","Valores representativos de deuda a corto plazo de empresas asociadas","Valors representatius de deute a curt termini d’empreses associades"
"account_group_5315","5315","Current debt securities of other related parties","Valores representativos de deuda a corto plazo de otras partes vinculadas","Valors representatius de deute a curt termini d’altres parts vinculades"
"account_group_532","532","Current loans to related parties","Créditos a corto plazo a partes vinculadas","Crèdits a curt termini a parts vinculades"
"account_group_5323","5323","Current loans to group companies","Créditos a corto plazo a empresas del grupo","Crèdits a curt termini a empreses del grup"
"account_group_5324","5324","Current loans to associates","Créditos a corto plazo a empresas asociadas","Crèdits a curt termini a empreses associades"
"account_group_5325","5325","Current loans to other related parties","Créditos a corto plazo a otras partes vinculadas","Crèdits a curt termini a altres parts vinculades"
"account_group_533","533","Current interest on debt securities of related parties","Intereses a corto plazo de valores representativos de deuda de partes vinculadas","Interessos a curt termini de valors representatius de deute de parts vinculades"
"account_group_5333","5333","Current interest on debt securities of group companies","Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Interessos a curt termini de valors representatius de deute d’empreses del grup"
"account_group_5334","5334","Current interest on debt securities of associates","Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Interessos a curt termini de valors representatius de deute d’empreses associades"
"account_group_5335","5335","Current interest on debt securities of other related parties","Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas","Interessos a curt termini de valors representatius de deute d’altres parts vinculades"
"account_group_534","534","Current interest on loans to related parties","Intereses a corto plazo de créditos a partes vinculadas","Interessos a curt termini de crèdits a parts vinculades"
"account_group_5343","5343","Current interest on loans to group companies","Intereses a corto plazo de créditos a empresas del grupo","Interessos a curt termini de crèdits a empreses del grup"
"account_group_5344","5344","Current interest on loans to associates","Intereses a corto plazo de créditos a empresas asociadas","Interessos a curt termini de crèdits a empreses associades"
"account_group_5345","5345","Current interest on loans to other related parties","Intereses a corto plazo de créditos a otras partes vinculadas","Interessos a curt termini de crèdits a altres parts vinculades"
"account_group_535","535","Dividend receivable on investments in related parties","Dividendo a cobrar de inversiones financieras en partes vinculadas","Dividend a cobrar d’inversions financeres en parts vinculades"
"account_group_5353","5353","Dividend receivable from group companies","Dividendo a cobrar de empresas del grupo","Dividend a cobrar d’empreses del grup"
"account_group_5354","5354","Dividend receivable from associates","Dividendo a cobrar de empresas asociadas","Dividend a cobrar d’empreses associades"
"account_group_5355","5355","Dividend receivable from other related parties","Dividendo a cobrar de otras partes vinculadas","Dividend a cobrar d’altres parts vinculades"
"account_group_539","539","Current uncalled equity holdings in related parties","Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas","Desemborsaments pendents sobre participacions a curt termini en parts vinculades"
"account_group_5393","5393","Current uncalled equity holdings in group companies","Desembolsos pendientes sobre participaciones a corto plazo en empresas del grupo.","Desemborsaments pendents sobre participacions a curt termini en empreses del grup"
"account_group_5394","5394","Current uncalled equity holdings in associates","Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas.","Desemborsaments pendents sobre participacions a curt termini en empreses associades"
"account_group_5395","5395","Current uncalled equity holdings in other related parties","Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas","Desemborsaments pendents sobre participacions a curt termini en altres parts vinculades"
"account_group_54","54","Other current investments","Otras inversiones financieras a corto plazo","ALTRES INVERSIONS FINANCERES A CURT TERMINI"
"account_group_540","540","Current investments in equity instruments","Inversiones financieras a corto plazo en instrumentos de patrimonio","Inversions financeres a curt termini en instruments de patrimoni"
"account_group_541","541","Current debt securities","Valores representativos de deuda a corto plazo","Valors representatius de deute a curt termini"
"account_group_542","542","Current loans","Créditos a corto plazo","Crèdits a curt termini"
"account_group_543","543","Current loans for disposal of fixed assets","Créditos a corto plazo por enajenación de inmovilizado","Crèdits a curt termini per alienació d’immobilitzat"
"account_group_544","544","Current loans to personnel","Créditos a corto plazo al personal","Crèdits a curt termini al personal"
"account_group_545","545","Dividend receivable","Dividendo a cobrar","Dividend a cobrar"
"account_group_546","546","Current interest on debt securities","Intereses a corto plazo de valores representativos de deudas","Interessos a curt termini de valors representatius de deutes"
