"id","code","name","account_type","account_class"
"4453","4453","Kundenskonto 0 % Kleinunternehmer","4","4"
"4454","4454","Kundenskonto Art. 6 Abs.1 (Fahrzeuge EU)","4","4"
"4455","4455","Kundenskonto 0 % Grundstücksumsätze","4","4"
"4456","4456","Kundenskonto übrige Umsätze ohne VSt-Abzug","4","4"
"4457","4457","Kundenskonto § 19 Abs. 1b","4","4"
"4458","4458","Kundenskonto § 19 Abs. 1c","4","4"
"4459","4459","Kundenskonto § 19 Abs. 1d","4","4"
"4460","4460","Kundenboni und Rabatte 20 %","4","4"
"4461","4461","Kundenboni und Rabatte 10 %","4","4"
"4462","4462","Kundenboni und Rabatte 12 %","4","4"
"4466","4466","Kundenboni und Rabatte 16 %","4","4"
"4469","4469","Kundenboni und Rabatte 19 %","4","4"
"4470","4470","Kundenboni und Rabatte 0 %","4","4"
"4480","4480","Andere Erlösminderungen 20 %","4","4"
"4481","4481","Andere Erlösminderungen 10 %","4","4"
"4482","4482","Andere Erlösminderungen 12 %","4","4"
"4486","4486","Andere Erlösminderungen 16 %","4","4"
"4489","4489","Andere Erlösminderungen 19 %","4","4"
"4490","4490","Andere Erlösminderungen 0 %","4","4"
"4500","4500","Veränderungen des Bestandes an fertigen Erzeugnissen","4","4"
"4510","4510","Veränderungen des Bestandes an halbfertigen Erzeugnissen","4","4"
"4520","4520","Veränderungen des Bestandes an noch nicht abrechenbaren Leistungen","4","4"
"4580","4580","Andere aktivierte Eigenleistungen","4","4"
"4600","4600","Erlöse aus dem Abgang von Anlagenvermögen 20 %","4","4"
"4605","4605","Erlöse aus dem Abgang von Anlagenvermögen 0 % Ausland","4","4"
"4610","4610","Erlöse aus dem Abgang von Anlagenvermögen 0 % ig. Lieferung","4","4"
"4630","4630","Erträge aus dem Abgang von Anlagevermögen ausgenommen Finanzanlagen (-)","4","4"
"4631","4631","Erträge aus dem Abgang von Anlagevermögen ausgenommen Finanzanlagen (+)","4","4"
"4660","4660","Erträge aus der Zuschreibung zum Anlagevermögen ausgenommen Finanzanlagen","4","4"
"4700","4700","Erträge aus der Auflösung von Abfertigungsrückstellung","4","4"
"4701","4701","Erträge aus der Auflösung von Pensionsrückstellung","4","4"
"4702","4702","Erträge aus der Auflösung von Jubiläumsrückstellung","4","4"
"4705","4705","Erträge aus der Auflösung von Steuerrückstellung","4","4"
"4709","4709","Erträge aus der Auflösung von sonstige Rückstellungen","4","4"
"4800","4800","Übrige betriebliche Erträge 20 %","4","4"
"4810","4810","Übrige betriebliche Erträge 10 %","4","4"
"4820","4820","Übrige betriebliche Erträge 12 %","4","4"
"4826","4826","Übrige betriebliche Erträge 16 %","4","4"
"4829","4829","Übrige betriebliche Erträge 19 %","4","4"
"4830","4830","Übrige betriebliche Erträge 0 %","4","4"
"4831","4831","Übrige betriebliche Erträge nicht steuerbar","4","4"
"4835","4835","Erträge aus Provisionen","4","4"
"4840","4840","Patent- und Lizenzerträge","4","4"
"4850","4850","Miet- und Pachterträge 20 %","4","4"
"4851","4851","Miet- und Pachterträge 10 %","4","4"
"4852","4852","Miet- und Pachterträge 0 %","4","4"
"4855","4855","Nebenerlöse","4","4"
"4860","4860","Kursgewinn Fremdwährungstransaktion","4","4"
"4865","4865","Zuwendungen aus öffentlichen Mitteln","4","4"
"4866","4866","Zuwendungen aus öffentlichen Mitteln 20%","4","4"
"4867","4867","Zuwendungen aus öffentlichen Mitteln 10%","4","4"
"4870","4870","Schuldnachlässe 20 %","4","4"
"4871","4871","Schuldnachlässe 10 %","4","4"
"4872","4872","Schuldnachlässe 0 %","4","4"
"4875","4875","Erträge aus der Auflösung Wertberichtigung Forderungen","4","4"
"4880","4880","Erträge aus Schadenersatz","4","4"
"4881","4881","Erträge aus Versicherungsvergütungen","4","4"
"4882","4882","Schadensersatz, Versicherungsvergütung 20 %","4","4"
"4885","4885","Erträge aus den Zuschreibungen zum Umlaufvermögen","4","4"
"4900","4900","Eigenverbrauch 20 %","4","4"
"4901","4901","Eigenverbrauch 10 %","4","4"
"4902","4902","Eigenverbrauch 12 %","4","4"
"4903","4903","Eigenverbrauch 0 %","4","4"
"4940","4940","Privatanteil 20 %","4","4"
"4941","4941","Privatanteil 10 %","4","4"
"4942","4942","Privatanteil 0 %","4","4"
"4943","4943","Privatanteil (nicht steuerbar)","4","4"
"4980","4980","Sachbezüge 20 %","4","4"
"4981","4981","Sachbezüge 10 %","4","4"
"4982","4982","Sachbezüge 12 %","4","4"
"4983","4983","Sachbezüge 0 %","4","4"
"4995","4995","Auflösung Sonderposten Investitionszuschuss","4","4"
"4999","4999","Nicht cash-wirksame übrige betriebliche Erlöse","4","4"
"5000","5000","Wareneinsatz","3","5"
"5001","5001","Wareneinsatz 20 %","3","5"
"5002","5002","Wareneinsatz 10 %","3","5"
"5003","5003","Wareneinsatz 12 %","3","5"
"5004","5004","Wareneinsatz 16 %","3","5"
"5005","5005","Wareneinsatz 18 %","3","5"
"5006","5006","Wareneinsatz 19 %","3","5"
"5007","5007","Wareneinsatz 0 %","3","5"
"5080","5080","Erhaltene Teilrechnungen","3","5"
"5084","5084","Erhaltene Teilrechnungen § 19 Abs. 1a","3","5"
"5100","5100","Verbrauch von Rohstoffen","3","5"
"5200","5200","Verbrauch von bezogenen Fertig- und Einzelteilen","3","5"
"5300","5300","Verbrauch von Hilfsstoffen","3","5"
"5310","5310","Wareneinkauf ig. Erwerb 10 %","3","5"
"5320","5320","Wareneinkauf ig. Erwerb 20 %","3","5"
"5330","5330","Wareneinkauf ig. Erwerb 0% nach Art. 6 Abs. 2","3","5"
"5340","5340","Wareneinkauf ig. Erwerb 19 % Jungholz Mittelberg","3","5"
"5350","5350","Wareneinkauf ig. Erwerb 16 % Jungholz Mittelberg","3","5"
"5360","5360","Erwerbe nach Art. 3 Abs. 8, die im Mitgliedsstaat des Bestimmungslandes besteuert worden sind","3","5"
"5370","5370","Erwerbe nach Art. 3 Abs. 8, die gem. Art. 25 Abs. 2 im Inland als besteuert gelten","3","5"
"5400","5400","Verbrauch von Betriebsstoffen","3","5"
"5410","5410","Wareneinkauf 20 %","3","5"
"5411","5411","Wareneinkauf 10 %","3","5"
"5412","5412","Wareneinkauf 12 %","3","5"
"5414","5414","Wareneinkauf 16 %","3","5"
"5415","5415","Wareneinkauf 18 %","3","5"
"5416","5416","Wareneinkauf 19 %","3","5"
"5417","5417","Wareneinkauf 0 %","3","5"
"5440","5440","Bezugskosten","3","5"
"5441","5441","Bezugskosten ig. Erwerb","3","5"
"5450","5450","Verpackungsmaterial","3","5"
"5451","5451","Verpackungsmaterial ig. Erwerb","3","5"
"5460","5460","Dekorationsmaterial","3","5"
"5461","5461","Dekorationsmaterial ig. Erwerb","3","5"
"5470","5470","Reinigungsmaterial","3","5"
"5471","5471","Reinigungsmaterial ig. Erwerb","3","5"
"5500","5500","Verbrauch von Werkzeugen und anderen Erzeugungshilfsmittel","3","5"
"5501","5501","Verbrauch von Werkzeugen und anderen Erzeugungshilfsmittel ig. Erwerb","3","5"
"5600","5600","Verbrauch von Treibstoffe PKW","3","5"
"5601","5601","Verbrauch von Treibstoffe LKW","3","5"
"5610","5610","Verbrauch von Strom","3","5"
"5615","5615","Verbrauch von Heizung, Gas, Energie","3","5"
"5620","5620","Verbrauch von Wasser und Kanalgebühren","3","5"
"5621","5621","Verbrauch von Abfallentsorgung","3","5"
"5700","5700","Fremdleistungen","3","5"
"5750","5750","Fremdleistungen Ausland Reverse Charge","3","5"
"5770","5770","Bauleistungen von Subunternehmen § 19 Abs. 1a","3","5"
"5772","5772","Aufwand § 19 Abs. 1b Vorbehaltskauf, Sicherungsübereignung","3","5"
"5774","5774","Aufwand § 19 Abs. 1c Gas/Elektrizitätsleistungen","3","5"
"5780","5780","Aufwandsatzungsmäßige Aufgabenerfüllung (Verein)","3","5"
"5800","5800","Skontoertrag 20 %","3","5"
"5801","5801","Skontoertrag 10 %","3","5"
"5802","5802","Skontoertrag 12 %","3","5"
"5803","5803","Skontoertrag 14 %","3","5"
"5805","5805","Skontoertrag 0 %","3","5"
"5806","5806","Skontoertrag 0 % Teilrechnungen","3","5"
"5810","5810","Skontoertrag ig. Erwerb 0 % (mit VSt)","3","5"
"5811","5811","Skontoertrag ig. Erwerb 10 % (mit VSt)","3","5"
"5812","5812","Skontoertrag ig. Erwerb 20 % (mit VSt)","3","5"
"5820","5820","Skontoertrag ig. Erwerb 0 % (ohne VSt)","3","5"
"5821","5821","Skontoertrag ig. Erwerb. 10 % (ohne VSt)","3","5"
"5822","5822","Skontoertrag ig. Erwerb 20 % (ohne VSt)","3","5"
"5830","5830","Skontoertrag 20 % bezogene Leistungen","3","5"
"5831","5831","Skontoertrag 10 % bezogene Leistungen","3","5"
"5834","5834","Skontoertrag 20 % Reverse Charge Leistungen","3","5"
"5835","5835","Skontoertrag 10 % Reverse Charge Leistungen","3","5"
"5840","5840","Skontoertrag Bauleistungen § 19 Abs. 1a","3","5"
"5842","5842","Skontoertrag § 19 Abs. 1b","3","5"
"5844","5844","Skontoertrag § 19 Abs. 1c","3","5"
"5850","5850","Lieferantenboni 20 %","3","5"
"5851","5851","Lieferantenboni 10 %","3","5"
"5852","5852","Lieferantenboni 12 %","3","5"
"5853","5853","Lieferantenboni 0 %","3","5"
"5855","5855","Lieferantenrabatte 20 %","3","5"
"5856","5856","Lieferantenrabatte 10 %","3","5"
"5857","5857","Lieferantenrabatte 12 %","3","5"
"5858","5858","Lieferantenrabatte 0 %","3","5"
"5860","5860","Kursverluste Fremdwährungstransaktionen","3","5"
"5900","5900","Aufwandsstellenrechnung","3","5"
"6000","6000","Löhne","3","6"
"6005","6005","Lehrlingsentschädigung - Arbeiter","3","6"
"6010","6010","Überstunden - Arbeiter","3","6"
"6015","6015","Hilfslöhne","3","6"
"6020","6020","Nichtleistungslöhne","3","6"
"6025","6025","Zulagen - Arbeiter","3","6"
"6030","6030","Prämien - Arbeiter","3","6"
"6040","6040","Sonderzahlungen - Arbeiter","3","6"
"6050","6050","Jubiläumsaufwendungen - Arbeiter","3","6"
"6060","6060","Freiwillige Fahrt- und Verpflegungszuschüsse - Arbeiter","3","6"
"6070","6070","Sachbezüge - Arbeiter","3","6"
"6090","6090","Urlaubsablösen - Arbeiter","3","6"
"6100","6100","Personalaufwand (Verein)","3","6"
"6200","6200","Gehälter","3","6"
"6205","6205","Lehrlingsentschädigung - Angestellte","3","6"
"6210","6210","Überstunden - Angestellte","3","6"
"6220","6220","Nichtleistungsgehälter","3","6"
"6225","6225","Zulagen - Angestellte","3","6"
"6230","6230","Prämien und Provisionen - Angestellte","3","6"
"6240","6240","Sonderzahlungen - Angestellte","3","6"
"6250","6250","Jubiläumsaufwendungen - Angestellte","3","6"
"6260","6260","Freiwillige Fahrt- und Verpflegungszuschüsse - Angestellte","3","6"
"6270","6270","Sachbezüge - Angestellte","3","6"
"6290","6290","Urlaubsablösen - Angestellte","3","6"
"6400","6400","Aufwendungen für Abfertigungen - Arbeiter","3","6"
"6401","6401","Aufwendungen für Abfertigungen - Angestellte","3","6"
"6402","6402","Veränderung Abfertigungsrückstellung - Arbeiter","3","6"
"6403","6403","Veränderung Abfertigungsrückstellung - Angestellte","3","6"
"6404","6404","Abfertigungsversicherungen","3","6"
"6410","6410","Veränderung Jubiläumsrückstellung - Arbeiter","3","6"
"6411","6411","Veränderung Jubiläumsrückstellung - Angestellte","3","6"
"6420","6420","Veränderung Urlaubsrückstellung - Arbeiter","3","6"
"6421","6421","Veränderung Urlaubsrückstellung - Angestellte","3","6"
"6450","6450","Aufwendungen für Altersvorsorgung - Arbeiter","3","6"
"6451","6451","Aufwendungen für Altersvorsorgung - Angestellte","3","6"
"6452","6452","Veränderung Pensionsrückstellung - Arbeiter","3","6"
"6453","6453","Veränderung Pensionsrückstellung - Angestellte","3","6"
"6454","6454","Zahlungen an Pensionskasse","3","6"
"6455","6455","Sonstige Beiträge für die Altersversorgung","3","6"
"6460","6460","Mitarbeitervorsorge (MVK) - Arbeiter","3","6"
"6461","6461","Mitarbeitervorsorge (MVK) - Angestellte","3","6"
"6500","6500","Gesetzlicher Sozialaufwand - Arbeiter","3","6"
"6560","6560","Gesetzlicher Sozialaufwand - Angestellte","3","6"
"6580","6580","Eigene Pflichtversicherungsbeiträge und Beiträge zu Versorgungs- und Unterstützungseinrichtungen","3","6"
"6590","6590","Aufwendungen/Betriebsausgaben: Beiträge zur Selbständigenvorsorge nach dem BMSVG","3","6"
"6600","6600","Dienstgeberbeitrag - Arbeiter","3","6"
"6601","6601","Dienstgeberzuschlag - Arbeiter","3","6"
"6602","6602","Kommunalsteuer - Arbeiter","3","6"
"6603","6603","Wiener Dienstgeberabgabe (U-Bahn) - Arbeiter","3","6"
"6660","6660","Dienstgeberbeitrag - Angestellte","3","6"
"6661","6661","Dienstgeberzuschlag - Angestellte","3","6"
"6662","6662","Kommunalsteuer - Angestellte","3","6"
"6663","6663","Wiener Dienstgeberabgabe (U-Bahn) - Angestellte","3","6"
"6670","6670","Lohnsteuer","3","6"
"6680","6680","Vergütung Entgeltfortzahlung","3","6"
"6685","6685","Vorschreibung BUAK","3","6"
"6690","6690","Wohnbauförderungsbeitrag","3","6"
"6695","6695","Centausgleich","3","6"
"6700","6700","Zuwendung an den Betriebsratsfonds","3","6"
"6710","6710","Zuwendung an Unterstützungskassen","3","6"
"6720","6720","Aufwendungen für Betriebsausflüge","3","6"
"6730","6730","Weihnachtsgeschenke Arbeitnehmer","3","6"
"6731","6731","Weihnachtsgeschenke Arbeitnehmer ig. Erwerb","3","6"
"6740","6740","Betriebsveranstaltungen","3","6"
"6750","6750","Arbeitskleidung","3","6"
"6751","6751","Arbeitskleidung ig. Erwerb","3","6"
"6790","6790","Freiwilliger Sozialaufwand","3","6"
"6791","6791","Freiwilliger Sozialaufwand ig. Erwerb","3","6"
"6800","6800","AMF Beihilfe","3","6"
"7000","7000","Abschreibung auf aktivierte Aufwendungen für das Ingangsetzen und Erweitern eines Betriebes","3","7"
"7005","7005","Außerplanmäßige Abschreibung auf aktivierte Aufwendungen für das Ingangsetzen und Erweitern eines Betriebes","3","7"
"7010","7010","Abschreibung auf das Anlagevermögen (ausgenommen Finanzanlagen)","3","7"
"7011","7011","Abschreibung für aktivierten Erweiterungsaufwand","3","7"
"7020","7020","Abschreibung für immaterielles Anlagevermögen","3","7"
"7021","7021","Geringwertiges immaterielles Anlagevermögen","3","7"
"7022","7022","Geringwertiges immaterielles Anlagevermögen ig. Erwerb","3","7"
"7030","7030","Außerplanmäßige Abschreibung immaterieller Anlagen","3","7"
"7040","7040","Abschreibung für Sachanlagevermögen","3","7"
"7041","7041","Geringwertiges Sachanlagevermögen","3","7"
"7042","7042","Geringwertiges Sachanlagevermögen ig. Erwerb","3","7"
"7050","7050","Außerplanmäßige Abschreibung Sachanlagen","3","7"
"7090","7090","Abschreibungen auf das Umlaufvermögen, soweit diese die im Unternehmen üblichen Abschreibungen übersteigen","3","7"
"7100","7100","Nicht abzugsfähige Vorsteuer","3","7"
"7110","7110","Getränkesteuer","3","7"
"7120","7120","Vergnügungsteuer","3","7"
"7130","7130","Gesellschaftsteuer","3","7"
"7140","7140","Sonstige Steuern","3","7"
"7150","7150","Grundsteuer","3","7"
"7160","7160","Beförderungsteuer","3","7"
"7161","7161","Straßenbenützungsabgabe","3","7"
"7162","7162","LKW-Maut","3","7"
"7170","7170","AKM und Lustbarkeitsabgabe","3","7"
"7171","7171","Fremdenverkehrsabgabe","3","7"
"7180","7180","Sonstige Gebühren und Abgaben","3","7"
"7200","7200","Instandhaltung","3","7"
"7201","7201","Instandhaltung Gebäude","3","7"
"7202","7202","Instandhaltung technische Anlagen","3","7"
"7203","7203","Instandhaltung Maschinen","3","7"
"7204","7204","Instandhaltung andere Anlagen","3","7"
"7205","7205","Instandhaltung Betriebs- und Geschäftsausstattung","3","7"
"7206","7206","Software Wartung","3","7"
"7209","7209","Instandhaltung, Wartung ig. Erwerb","3","7"
"7210","7210","Reinigung durch Dritte","3","7"
"7215","7215","Reinigungsmaterial","3","7"
"7216","7216","Reinigungsmaterial ig. Erwerb","3","7"
"7220","7220","Wasser und Kanalgebühren","3","7"
"7225","7225","Abfallentsorgung","3","7"
"7230","7230","Strom","3","7"
"7235","7235","Heizung, Gas, Energie","3","7"
"7300","7300","Transporte durch Dritte","3","7"
"7320","7320","Instandhaltungen LKW","3","7"
"7321","7321","Instandhaltungen PKW","3","7"
"7322","7322","Betriebstoffverbrauch LKW","3","7"
"7323","7323","Betriebstoffverbrauch PKW","3","7"
"7324","7324","Reparatur- und Serviceaufwand LKW","3","7"
"7325","7325","Reparatur- und Serviceaufwand PKW","3","7"
"7326","7326","Instandhaltung, Reparatur PKW, LKW ig. Erwerb","3","7"
"7330","7330","Kfz-Versicherungen","3","7"
"7332","7332","Kfz-Steuer","3","7"
"7334","7334","Sonstiger Aufwand LKW","3","7"
"7335","7335","Sonstiger Aufwand PKW","3","7"
"7336","7336","Sonstiger Aufwand LKW, PKW ig. Erwerb","3","7"
"7340","7340","Reisespesen","3","7"
"7345","7345","Kilometergelder","3","7"
"7350","7350","Diäten Inland","3","7"
"7355","7355","Diäten Ausland","3","7"
"7360","7360","Taggelder","3","7"
"7370","7370","Nächtigungsgelder","3","7"
"7380","7380","Telefon","3","7"
"7381","7381","Internet","3","7"
"7382","7382","Mobiltelefon","3","7"
"7385","7385","Miete und Wartung Telefonanlage","3","7"
"7390","7390","Post und Telegrammgebühren","3","7"
"7400","7400","Mietaufwand 20 %","3","7"
"7401","7401","Mietaufwand 10 %","3","7"
"7402","7402","Mietaufwand 0 %","3","7"
"7410","7410","Pachtaufwand 20 %","3","7"
"7411","7411","Pachtaufwand 10 %","3","7"
"7412","7412","Pachtaufwand 0 %","3","7"
"7440","7440","Leasingaufwand","3","7"
"7480","7480","Lizenzgebühren","3","7"
"7490","7490","Patentgebühren","3","7"
"7500","7500","Aufwand für beigestelltes Personal","3","7"
"7540","7540","Provisionen an Dritte","3","7"
"7580","7580","Aufsichtsratsvergütungen","3","7"
"7585","7585","Geschäftsführerbezug","3","7"
"7600","7600","Büromaterial und Drucksorten","3","7"
"7601","7601","Büromaterial und Drucksorten ig. Erwerb","3","7"
"7610","7610","Druckerzeugnisse und Vervielfältigung","3","7"
"7611","7611","Druckerzeugnisse und Vervielfältigung ig. Erwerb","3","7"
"7630","7630","Fachliteratur und Zeitungen","3","7"
"7631","7631","Fachliteratur und Zeitungen ig. Erwerb","3","7"
"7650","7650","Werbung","3","7"
"7651","7651","Inserate und Prospekte","3","7"
"7652","7652","Messen und Ausstellungen","3","7"
"7653","7653","Dekorationsmaterial","3","7"
"7654","7654","Werbung, Dekorationsmaterial ig. Erwerb","3","7"
"7660","7660","Repräsentationsaufwand","3","7"
"7661","7661","Repräsentation nicht abzugsfähig","3","7"
"7685","7685","Anzeigen- und Ankündigungsabgaben","3","7"
"7690","7690","Spenden und Trinkgelder","3","7"
"7695","7695","Strafen","3","7"
"7696","7696","Säumnis- und Verspätungszuschläge","3","7"
"7700","7700","Versicherungen","3","7"
"7710","7710","Lebensversicherungen","3","7"
"7720","7720","Unfallversicherungen","3","7"
"7740","7740","Steuerberatungsaufwand","3","7"
"7750","7750","Rechts- und Beratungsaufwand","3","7"
"7755","7755","Buchhaltungsaufwand","3","7"
"7758","7758","Prüfungsaufwand","3","7"
"7760","7760","Unternehmensberatung","3","7"
"7765","7765","Lohnverrechnungsaufwand","3","7"
"7770","7770","Aus- und Weiterbildung","3","7"
"7775","7775","Forschung und Entwicklung","3","7"
"7780","7780","gesetzliche Pflichtbeiträge","3","7"
"7782","7782","Kammerumlage","3","7"
"7785","7785","Mitgliedsbeiträge","3","7"
"7790","7790","Spesen des Geldverkehrs","3","7"
"7800","7800","Schadensfälle","3","7"
"7801","7801","Abschreibung von Vorräten","3","7"
"7804","7804","Abschreibung von Forderungen 20 %","3","7"
"7805","7805","Abschreibung von Forderungen 10 %","3","7"
"7806","7806","Abschreibung von Forderungen 12 %","3","7"
"7807","7807","Abschreibung von Forderungen 0 %","3","7"
"7808","7808","Abschreibung Forderungen (EU)","3","7"
"7809","7809","Abschreibung Forderungen (Drittland)","3","7"
"7810","7810","Zuweisung Pauschalwertberichtigung Forderungen","3","7"
"7811","7811","Zuweisung Pauschalwertberichtigung Ausland","3","7"
"7815","7815","Zuweisung Einzelwertberichtigung Forderungen","3","7"
"7816","7816","Zuweisung Einzelwertberichtigung Forderungen Ausland","3","7"
"7820","7820","Buchwert abgegangener Anlagen (ausgenommen Finanzanlagen)","3","7"
"7825","7825","Gewinn aus dem Abgang von Anlagevermögen, ausgenommen Finanzanlagen (Buchwert verkaufter Anlagen (+))","3","7"
"7830","7830","Verlust aus dem Abgang von Anlagevermögen, ausgenommen Finanzanlagen (Buchwert verkaufter Anlagen (-))","3","7"
"7840","7840","Verschiedene betriebliche Aufwendungen","3","7"
"7841","7841","Verschiedene betriebliche Aufwendungen ig. Erwerb","3","7"
"7850","7850","Kursdifferenzen","3","7"
"7860","7860","Abschreibung auf den nächsten Zukunftswert","3","7"
"7870","7870","Nicht abzugsfähige Aufwendungen","3","7"
"7890","7890","Skontoerträge auf sonstige betriebliche Aufwendungen","3","7"
"7900","7900","Aufwandsstellenrechnung","3","7"
"7910","7910","Aufwandsstellen zur Herstellung","3","7"
"7960","7960","Herstellungskosten der zur Erzielung der Umsatzerlöse erbrachten Leistungen","3","7"
"7970","7970","Vertriebskosten","3","7"
"7980","7980","Verwaltungskosten","3","7"
"7990","7990","Sonstige betriebliche Aufwendungen","3","7"
"7999","7999","Nicht cash-wirksame sonstige betriebliche Aufwendungen","3","7"
"8000","8000","Gewinnanteil Personengesellschaft","4","8"
"8010","8010","Ausschüttung Kapitalgesellschaft","4","8"
"8020","8020","Ausschüttung Genossenschaft","4","8"
"8030","8030","Gewinnüberrechnung Ergebnisabführung","4","8"
"8040","8040","Erträge aus dem Abgang von Beteiligungen, Beteiligungserträge verbundener Unternehmen","4","8"
"8045","8045","Erträge assoziierte Unternehmen","4","8"
"8050","8050","Erträge aus dem Abgang anderer Wertpapiere","4","8"
"8052","8052","Erträge aus Ausleihungen","4","8"
"8055","8055","Erträge andere Wertpapiere ausländischer verbundener Unternehmen","4","8"
"8060","8060","Zinserträge festverzinsliche Wertpapiere","4","8"
"8070","8070","Dividendenerträge","4","8"
"8080","8080","Zinsen und Dividenden verbundener Unternehmen","4","8"
"8100","8100","Zinserträge aus Bankguthaben","4","8"
"8101","8101","Zinserträge sonstiger gewährte Kredite","4","8"
"8110","8110","Zinsen und ähnliche Erträge verbundener Unternehmen","4","8"
"8120","8120","Kundenverzugszinsen 20 %","4","8"
"8121","8121","Kundenverzugszinsen 10 %","4","8"
"8122","8122","Kundenverzugszinsen 0 %","4","8"
"8125","8125","Mahngebühren 20 %","4","8"
"8140","8140","Erlöse Abgang von Beteiligungen (-)","4","8"
"8150","8150","Erlöse Abgang sonstige Finanzanlagen (-)","4","8"
"8160","8160","Erlöse Abgang Wertpapiere Umlaufvermögen (-)","4","8"
"8170","8170","Buchwert abgegangener Beteiligungen (+)","3","8"
"8171","8171","Buchwert abgegangener Beteiligungen (-)","3","8"
"8180","8180","Buchwert abgegangener sonstiger Finanzanlagen(+)","3","8"
"8181","8181","Buchwert abgegangener sonstiger Finanzanlagen (-)","3","8"
"8190","8190","Buchwert abgegangener Wertpapiere des Umlaufvermögens (+)","3","8"
"8191","8191","Buchwert abgegangener Wertpapiere des Umlaufvermögens (-)","3","8"
"8200","8200","Erlöse durch Abgang von Beteiligungen (+)","4","8"
"8201","8201","Erlöse aus Zuschreibung zu Beteiligungen","4","8"
"8205","8205","Erlöse durch Abgang sonstige Finanzanlagen (+)","4","8"
"8206","8206","Erlöse aus Zuschreibung sonstige Finanzanlagen","4","8"
"8210","8210","Erlöse Abgang Wertpapiere des Umlaufvermögens (+)","4","8"
"8211","8211","Zuschreibung Wertpapiere des Umlaufvermögens","4","8"
"8220","8220","Aufwendungen aus Beteiligungen","4","8"
"8230","8230","Verlustübernahme Ergebnisabführung","4","8"
"8231","8231","Abschreibung von Finanzanlagen","3","8"
"8232","8232","Abschreibung Wertpapiere des Umlaufvermögens","3","8"
"8260","8260","Aufwendungen Finanzanlagen verbundener Unternehmen","3","8"
"8261","8261","Aufwendungen Wertpapiere des Umlaufvermögens verbundener Unternehmen","3","8"
"8270","8270","Sonstige Aufwendungen Wertpapiere des Umlaufvermögens","3","8"
"8271","8271","Sonstige Aufwendungen andere Finanzanlagen","3","8"
"8280","8280","Zinsen für Bankkredite","3","8"
"8281","8281","Zinsenzuschüsse","3","8"
"8290","8290","Zinsen für Darlehen","3","8"
"8300","8300","Bereitstellungsprovisionen","3","8"
"8310","8310","Überziehungsprovisionen","3","8"
"8320","8320","Stundungsgebühren","3","8"
"8340","8340","Lieferantenzinsen","3","8"
"8350","8350","Nicht ausgenützte Lieferantenskonti","3","8"
"8360","8360","Zinsaufwand betreffend verbundener Unternehmen","3","8"
"8400","8400","Außerordentliche Erträge","4","8"
"8410","8410","Ertrag aus Sale-and-Lease-Back","4","8"
"8420","8420","Ertrag aus Betriebsstilllegung","4","8"
"8440","8440","Zuschüsse zur Umstrukturierung","4","8"
"8445","8445","Außerordentliche Abschreibungen","3","8"
"8450","8450","Außerordentliche Aufwendungen","3","8"
"8460","8460","Forderungsausfälle","3","8"
"8470","8470","Verluste aus Betriebsstilllegung","3","8"
"8480","8480","Außerplanmäßige Abschreibungen","3","8"
"8490","8490","Außergewöhnliche Schadensfälle","3","8"
"8500","8500","Körperschaftsteuer","3","8"
"8510","8510","Dotierung KöSt-Rückstellung","3","8"
"8520","8520","Auflösung KöSt-Rückstellung","4","8"
"8530","8530","Körperschaftsteuer aus Vorperioden","3","8"
"8540","8540","Kapitalertragsteuer","3","8"
"8550","8550","Sonstige Steuern vom Einkommen","3","8"
"8560","8560","Steuern vom außerordentlichen Ergebnis","3","8"
"8600","8600","Auflösung Bewertungsreserven","4","8"
"8610","8610","Auflösung sonstige unversteuerte Rücklagen","4","8"
"8700","8700","Auflösung gebundene Kapitalrücklage","4","8"
"8710","8710","Auflösung Rücklage für eigene Anteile","4","8"
"8720","8720","Auflösung nicht gebundene Kapitalrücklage","4","8"
"8750","8750","Auflösung gesetzliche Rücklage","4","8"
"8760","8760","Auflösung satzungsmäßige Rücklage","4","8"
"8770","8770","Auflösung andere (freie) Rücklage","4","8"
"8800","8800","Zuweisung Bewertungsreserve","3","8"
"8810","8810","Zuweisung sonstige unversteuerte Rücklagen","3","8"
"8900","8900","Zuweisung gesetzliche Rücklagen","3","8"
"8910","8910","Zuweisung satzungsmäßige Rücklagen","3","8"
"8920","8920","Zuweisung andere (freie) Rücklagen","3","8"
"8990","8990","Gewinnanteile andere Gesellschafter","3","8"
"8991","8991","Verlustanteile andere Gesellschafter","3","8"
"9000","9000","Kapital","2","9"
"9001","9001","Kapital N.N. (OHG)","2","9"
"9009","9009","Kapitaländerungen laut Betriebsprüfung","2","9"
"9010","9010","Stammkapital","2","9"
"9011","9011","Erhöhung Stammkapital (aus Gewinn)","2","9"
"9030","9030","Grundkapital","2","9"
"9031","9031","Erhöhung Grundkapital (aus Gewinn)","2","9"
"9040","9040","Festkapital (Komplementär)","2","9"
"9050","9050","Variables Kapital (Komplementär)","2","9"
"9060","9060","Einlage N.N. (Kommanditist)","2","9"
"9070","9070","Sonstiges variables Kapital (Kommanditist)","2","9"
"9080","9080","Verlustanteil N.N. (Kommanditist)","2","9"
"9090","9090","Nicht durch bedungene Einlagen gedeckte Verlustanteile (Kommanditist)","2","9"
"9130","9130","Stiftungsvermögen","2","9"
"9140","9140","Nettovereinsvermögen","2","9"
"9150","9150","Gewidmete Rücklagen (Verein)","2","9"
