"id","name","code_prefix_start","name@es"
"account_subgroup_impuestos_diferidos","Deferred taxes","185","Impuestos diferidos"
"account_subgroup_impuestos_diferidos_isr","Deferred income taxes","185.01","Impuestos diferidos ISR"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo","Long-term accounts and notes receivable","186","Cuentas y documentos por cobrar a largo plazo"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_nacional","Long-term accounts and notes receivable domestic","186.01","Cuentas y documentos por cobrar a largo plazo nacional"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_extranjero","Foreign long-term accounts and notes receivable","186.02","Cuentas y documentos por cobrar a largo plazo extranjero"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_nacional_parte_relacionada","Long-term accounts and notes receivable domestic related party","186.03","Cuentas y documentos por cobrar a largo plazo nacional parte relacionada"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_extranjero_parte_relacionada","Long-term accounts and notes receivable foreign related party","186.04","Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_nacional","Long-term interest receivable domestic","186.05","Intereses por cobrar a largo plazo nacional"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_extranjero","Foreign long-term interest receivable","186.06","Intereses por cobrar a largo plazo extranjero"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_nacional_parte_relacionada","Long-term interest receivable domestic related party","186.07","Intereses por cobrar a largo plazo nacional parte relacionada"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_extranjero_parte_relacionada","Foreign long-term interest receivable foreign related party","186.08","Intereses por cobrar a largo plazo extranjero parte relacionada"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_largo_plazo","Other long-term accounts and notes receivable","186.09","Otras cuentas y documentos por cobrar a largo plazo"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_largo_plazo_parte_relacionada","Other long-term accounts and notes receivable related party","186.10","Otras cuentas y documentos por cobrar a largo plazo parte relacionada"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferidas","Employee deferred profit sharing","187","Participación de los trabajadores en las utilidades diferidas"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferidas_1","Employee deferred profit sharing","187.01","Participación de los trabajadores en las utilidades diferidas"
"account_subgroup_inversiones_permanentes_en_acciones","Permanent equity investments","188","Inversiones permanentes en acciones"
"account_subgroup_inversiones_a_largo_plazo_en_subsidiarias","Long-term investments in subsidiaries","188.01","Inversiones a largo plazo en subsidiarias"
"account_subgroup_inversiones_a_largo_plazo_en_asociadas","Long-term investments in associates","188.02","Inversiones a largo plazo en asociadas"
"account_subgroup_otras_inversiones_permanentes_en_acciones","Other permanent investments in shares","188.03","Otras inversiones permanentes en acciones"
"account_subgroup_estimación_por_deterioro_de_inversiones_permanentes_en_acciones","Allowance for impairment of permanent investments in shares","189","Estimación por deterioro de inversiones permanentes en acciones"
"account_subgroup_estimación_por_deterioro_de_inversiones_permanentes_en_acciones_1","Allowance for impairment of permanent investments in shares","189.01","Estimación por deterioro de inversiones permanentes en acciones"
"account_subgroup_otros_instrumentos_financieros_2","Other financial instruments","190","Otros instrumentos financieros"
"account_subgroup_otros_instrumentos_financieros_3","Other financial instruments","190.01","Otros instrumentos financieros"
"account_subgroup_otros_activos_a_largo_plazo","Other long-term assets","191","Otros activos a largo plazo"
"account_subgroup_otros_activos_a_largo_plazo_1","Other long-term assets","191.01","Otros activos a largo plazo"
"account_group_pasivos","Passive","2","Pasivos"
"account_subgroup_pasivo_a_corto_plazo","Short-term liabilities","200.01","Pasivo a corto plazo"
"account_subgroup_proveedores","Suppliers","201","Proveedores"
"account_subgroup_proveedores_nacionales","National suppliers","201.01","Proveedores nacionales"
"account_subgroup_proveedores_extranjeros","Foreign suppliers","201.02","Proveedores extranjeros"
"account_subgroup_proveedores_nacionales_parte_relacionada","National suppliers related party","201.03","Proveedores nacionales parte relacionada"
"account_subgroup_proveedores_extranjeros_parte_relacionada","Foreign suppliers related party","201.04","Proveedores extranjeros parte relacionada"
"account_subgroup_cuentas_por_pagar_a_corto_plazo","Short-term accounts payable","202","Cuentas por pagar a corto plazo"
"account_subgroup_documentos_por_pagar_bancario_y_financiero_nacional","Domestic bank and financial payables","202.01","Documentos por pagar bancario y financiero nacional"
"account_subgroup_documentos_por_pagar_bancario_y_financiero_extranjero","Foreign bank and financial notes payable","202.02","Documentos por pagar bancario y financiero extranjero"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_nacional","Domestic short-term notes and accounts payable","202.03","Documentos y cuentas por pagar a corto plazo nacional"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_extranjero","Foreign short-term notes and accounts payable","202.04","Documentos y cuentas por pagar a corto plazo extranjero"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_nacional_parte_relacionada","Domestic short-term notes and accounts payable related party","202.05","Documentos y cuentas por pagar a corto plazo nacional parte relacionada"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_extranjero_parte_relacionada","Foreign short-term notes and accounts payable foreign related party","202.06","Documentos y cuentas por pagar a corto plazo extranjero parte relacionada"
"account_subgroup_intereses_por_pagar_a_corto_plazo_nacional","Short-term interest payable domestic","202.07","Intereses por pagar a corto plazo nacional"
"account_subgroup_intereses_por_pagar_a_corto_plazo_extranjero","Foreign short-term interest payable","202.08","Intereses por pagar a corto plazo extranjero"
"account_subgroup_intereses_por_pagar_a_corto_plazo_nacional_parte_relacionada","Short-term interest payable domestic related party","202.09","Intereses por pagar a corto plazo nacional parte relacionada"
"account_subgroup_intereses_por_pagar_a_corto_plazo_extranjero_parte_relacionada","Foreign short-term interest payable foreign related party","202.10","Intereses por pagar a corto plazo extranjero parte relacionada"
"account_subgroup_dividendo_por_pagar_nacional","Domestic dividend payable","202.11","Dividendo por pagar nacional"
"account_subgroup_dividendo_por_pagar_extranjero","Foreign dividend payable","202.12","Dividendo por pagar extranjero"
"account_subgroup_cobros_anticipados_a_corto_plazo","Short-term prepayments","203","Cobros anticipados a corto plazo"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_nacional","Domestic short term prepaid income","203.01","Rentas cobradas por anticipado a corto plazo nacional"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_extranjero","Foreign short-term prepaid foreign income","203.02","Rentas cobradas por anticipado a corto plazo extranjero"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_nacional_parte_relacionada","Short-term prepaid national rents related party","203.03","Rentas cobradas por anticipado a corto plazo nacional parte relacionada"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","Short-term foreign prepaid foreign income related party","203.04","Rentas cobradas por anticipado a corto plazo extranjero parte relacionada"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_nacional","Short-term interest received in advance nationally","203.05","Intereses cobrados por anticipado a corto plazo nacional"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_extranjero","Short-term foreign interest collected in advance","203.06","Intereses cobrados por anticipado a corto plazo extranjero"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","Short-term interest received in advance national related party","203.07","Intereses cobrados por anticipado a corto plazo nacional parte relacionada"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","Short-term interest received in advance foreign related party","203.08","Intereses cobrados por anticipado a corto plazo extranjero parte relacionada"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_nacional","Domestic short-term factoring of cash collected in advance","203.09","Factoraje financiero cobrados por anticipado a corto plazo nacional"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero","Foreign short-term advance factoring receivables","203.10","Factoraje financiero cobrados por anticipado a corto plazo extranjero"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","Financial factoring short term prepaid domestic related party","203.11","Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","Financial factoring short-term prepaid foreign related parties","203.12","Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_nacional","Short-term prepaid national finance leases","203.13","Arrendamiento financiero cobrados por anticipado a corto plazo nacional"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero","Foreign short term prepaid finance leases","203.14","Arrendamiento financiero cobrados por anticipado a corto plazo extranjero"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","Finance leases collected in advance at short term domestic related party","203.15","Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","Finance leases collected in advance in the short term foreign related party","203.16","Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada"
"account_subgroup_derechos_fiduciarios_1","Fiduciary rights","203.17","Derechos fiduciarios"
"account_subgroup_otros_cobros_anticipados","Other advance receipts","203.18","Otros cobros anticipados"
"account_subgroup_instrumentos_financieros_a_corto_plazo","Short-term financial instruments","204","Instrumentos financieros a corto plazo"
"account_subgroup_instrumentos_financieros_a_corto_plazo_1","Short-term financial instruments","204.01","Instrumentos financieros a corto plazo"
"account_subgroup_acreedores_diversos_a_corto_plazo","Short-term sundry creditors","205","Acreedores diversos a corto plazo"
"account_subgroup_socios,_accionistas_o_representante_legal","Partners, shareholders or legal representative","205.01","Socios, accionistas o representante legal"
"account_subgroup_acreedores_diversos_a_corto_plazo_nacional","Domestic short-term sundry creditors","205.02","Acreedores diversos a corto plazo nacional"
"account_subgroup_acreedores_diversos_a_corto_plazo_extranjero","Foreign short-term sundry creditors","205.03","Acreedores diversos a corto plazo extranjero"
"account_subgroup_acreedores_diversos_a_corto_plazo_nacional_parte_relacionada","Short-term sundry creditors national related party","205.04","Acreedores diversos a corto plazo nacional parte relacionada"
"account_subgroup_acreedores_diversos_a_corto_plazo_extranjero_parte_relacionada","Foreign short-term sundry creditors foreign related party","205.05","Acreedores diversos a corto plazo extranjero parte relacionada"
"account_subgroup_otros_acreedores_diversos_a_corto_plazo","Other short-term sundry creditors","205.06","Otros acreedores diversos a corto plazo"
"account_subgroup_anticipo_de_cliente","Customer advance","206","Anticipo de cliente"
"account_subgroup_anticipo_de_cliente_nacional","Domestic customer advance","206.01","Anticipo de cliente nacional"
"account_subgroup_anticipo_de_cliente_extranjero","Advance payment from foreign customer","206.02","Anticipo de cliente extranjero"
"account_subgroup_anticipo_de_cliente_nacional_parte_relacionada","Advance from domestic customer related party","206.03","Anticipo de cliente nacional parte relacionada"
"account_subgroup_anticipo_de_cliente_extranjero_parte_relacionada","Advance from foreign customer related party","206.04","Anticipo de cliente extranjero parte relacionada"
"account_subgroup_otros_anticipos_de_clientes","Other customer advances","206.05","Otros anticipos de clientes"
"account_subgroup_impuestos_trasladados","Taxes carried forward","207","Impuestos trasladados"
"account_subgroup_iva_trasladado","VAT carried forward","207.01","IVA trasladado"
"account_subgroup_ieps_trasladado","IEPS carried forward","207.02","IEPS trasladado"
"account_subgroup_impuestos_trasladados_cobrados","Taxes carried forward collected","208","Impuestos trasladados cobrados"
"account_subgroup_iva_trasladado_cobrado","VAT carried forward collected","208.01","IVA trasladado cobrado"
"account_subgroup_ieps_trasladado_cobrado","IEPS carried forward collected","208.02","IEPS trasladado cobrado"
"account_subgroup_impuestos_trasladados_no_cobrados","Uncollected taxes carried forward","209","Impuestos trasladados no cobrados"
"account_subgroup_iva_trasladado_no_cobrado","VAT carried forward not collected","209.01","IVA trasladado no cobrado"
"account_subgroup_ieps_trasladado_no_cobrado","IEPS carried forward not collected","209.02","IEPS trasladado no cobrado"
"account_subgroup_provisión_de_sueldos_y_salarios_por_pagar","Provision for wages and salaries payable","210","Provisión de sueldos y salarios por pagar"
"account_subgroup_provisión_de_sueldos_y_salarios_por_pagar_1","Provision for wages and salaries payable","210.01","Provisión de sueldos y salarios por pagar"
"account_subgroup_provisión_de_vacaciones_por_pagar","Provision for holidays payable","210.02","Provisión de vacaciones por pagar"
"account_subgroup_provisión_de_aguinaldo_por_pagar","Provision for Christmas bonus payable","210.03","Provisión de aguinaldo por pagar"
"account_subgroup_provisión_de_fondo_de_ahorro_por_pagar","Savings fund provision payable","210.04","Provisión de fondo de ahorro por pagar"
"account_subgroup_provisión_de_asimilados_a_salarios_por_pagar","Provision for similar salaries payable","210.05","Provisión de asimilados a salarios por pagar"
"account_subgroup_provisión_de_anticipos_o_remanentes_por_distribuir","Provisions for advances or unallocated surpluses","210.06","Provisión de anticipos o remanentes por distribuir"
"account_subgroup_provisión_de_otros_sueldos_y_salarios_por_pagar","Provision for other wages and salaries payable","210.07","Provisión de otros sueldos y salarios por pagar"
"account_subgroup_provisión_de_contribuciones_de_seguridad_social_por_pagar","Provision for social security contributions payable","211","Provisión de contribuciones de seguridad social por pagar"
"account_subgroup_provisión_de_imss_patronal_por_pagar","Employer's IMSS provision payable","211.01","Provisión de IMSS patronal por pagar"
"account_subgroup_provisión_de_sar_por_pagar","Provision for SAR payable","211.02","Provisión de SAR por pagar"
"account_subgroup_provisión_de_infonavit_por_pagar","Infonavit provision payable","211.03","Provisión de infonavit por pagar"
"account_subgroup_provisión_de_impuesto_estatal_sobre_nómina_por_pagar","Provision for state payroll tax payable","212","Provisión de impuesto estatal sobre nómina por pagar"
"account_subgroup_provisión_de_impuesto_estatal_sobre_nómina_por_pagar_1","Provision for state payroll tax payable","212.01","Provisión de impuesto estatal sobre nómina por pagar"
"account_subgroup_impuestos_y_derechos_por_pagar","Taxes and duties payable","213","Impuestos y derechos por pagar"
"account_subgroup_iva_por_pagar","VAT payable","213.01","IVA por pagar"
"account_subgroup_ieps_por_pagar","IEPS payable","213.02","IEPS por pagar"
"account_subgroup_isr_por_pagar","Income tax payable","213.03","ISR a favor"
"account_subgroup_impuesto_estatal_sobre_nómina_por_pagar","State payroll tax payable","213.04","Impuesto estatal sobre nómina por pagar"
"account_subgroup_impuesto_estatal_y_municipal_por_pagar","State and municipal tax payable","213.05","Impuesto estatal y municipal por pagar"
"account_subgroup_derechos_por_pagar","Duties payable","213.06","Derechos por pagar"
"account_subgroup_otros_impuestos_por_pagar","Other taxes payable","213.07","Otros impuestos por pagar"
"account_subgroup_dividendos_por_pagar","Dividends payable","214","Dividendos por pagar"
"account_subgroup_dividendos_por_pagar_1","Dividends payable","214.01","Dividendos por pagar"
"account_subgroup_ptu_por_pagar","Employees' Statutory Profit Sharing Payable","215","PTU por pagar"
"account_subgroup_ptu_por_pagar_1","Employees' Statutory Profit Sharing Payable","215.01","PTU por pagar"
"account_subgroup_ptu_por_pagar_de_ejercicios_anteriores","Employees' Statutory Profit Sharing payable from previous years","215.02","PTU por pagar de ejercicios anteriores"
"account_subgroup_provisión_de_ptu_por_pagar","Workers' Profit Sharing Provision Payable","215.03","Provisión de PTU por pagar"
"account_subgroup_impuestos_retenidos","Taxes withheld","216","Impuestos retenidos"
"account_subgroup_impuestos_retenidos_de_isr_por_sueldos_y_salarios","Taxes withheld from income tax on wages and salaries","216.01","Impuestos retenidos de ISR por sueldos y salarios"
"account_subgroup_impuestos_retenidos_de_isr_por_asimilados_a_salarios","Taxes withheld from income tax for similar to salaries","216.02","Impuestos retenidos de ISR por asimilados a salarios"
"account_subgroup_impuestos_retenidos_de_isr_por_arrendamiento","Withholding of income tax for leasing","216.03","Impuestos retenidos de ISR por arrendamiento"
"account_subgroup_impuestos_retenidos_de_isr_por_servicios_profesionales","Taxes withheld from income tax for professional services","216.04","Impuestos retenidos de ISR por servicios profesionales"
"account_subgroup_impuestos_retenidos_de_isr_por_dividendos","Taxes withheld from income tax on dividends","216.05","Impuestos retenidos de ISR por dividendos"
"account_subgroup_impuestos_retenidos_de_isr_por_intereses","Income tax withheld on interest","216.06","Impuestos retenidos de ISR por intereses"
"account_subgroup_impuestos_retenidos_de_isr_por_pagos_al_extranjero","Withholding of income tax on payments abroad","216.07","Impuestos retenidos de ISR por pagos al extranjero"
"account_subgroup_impuestos_retenidos_de_isr_por_venta_de_acciones","Withholding of income tax on sale of shares","216.08","Impuestos retenidos de ISR por venta de acciones"
"account_subgroup_impuestos_retenidos_de_isr_por_venta_de_partes_sociales","Withholding of income tax on sale of shares","216.09","Impuestos retenidos de ISR por venta de acciones"
"account_subgroup_impuestos_retenidos_de_iva","VAT withholding taxes","216.10","Impuestos retenidos de IVA"
"account_subgroup_retenciones_de_imss_a_los_trabajadores","IMSS withholdings from workers","216.11","Retenciones de IMSS a los trabajadores"
"account_subgroup_otras_impuestos_retenidos","Other withholding taxes","216.12","Otras impuestos retenidos"
"account_subgroup_pagos_realizados_por_cuenta_de_terceros","Payments made on behalf of third parties","217","Pagos realizados por cuenta de terceros"
"account_subgroup_pagos_realizados_por_cuenta_de_terceros_1","Payments made on behalf of third parties","217.01","Pagos realizados por cuenta de terceros"
"account_subgroup_otros_pasivos_a_corto_plazo","Other short-term liabilities","218","Otros pasivos a corto plazo"
"account_subgroup_otros_pasivos_a_corto_plazo_1","Other short-term liabilities","218.01","Otros pasivos a corto plazo"
"account_subgroup_pasivo_a_largo_plazo","Long-term liabilities","200.02","Pasivo a largo plazo"
"account_subgroup_acreedores_diversos_a_largo_plazo","Long-term sundry creditors","251","Acreedores diversos a largo plazo"
"account_subgroup_socios,_accionistas_o_representante_legal_1","Partners, shareholders or legal representative","251.01","Socios, accionistas o representante legal"
"account_subgroup_acreedores_diversos_a_largo_plazo_nacional","Long-term sundry creditors national","251.02","Acreedores diversos a largo plazo nacional"
"account_subgroup_acreedores_diversos_a_largo_plazo_extranjero","Long-term sundry creditors foreign","251.03","Acreedores diversos a largo plazo extranjero"
"account_subgroup_acreedores_diversos_a_largo_plazo_nacional_parte_relacionada","Long-term sundry creditors national related party","251.04","Acreedores diversos a largo plazo nacional parte relacionada"
"account_subgroup_acreedores_diversos_a_largo_plazo_extranjero_parte_relacionada","Long-term sundry accounts payable foreign related party","251.05","Acreedores diversos a largo plazo extranjero parte relacionada"
"account_subgroup_otros_acreedores_diversos_a_largo_plazo","Other long-term sundry creditors","251.06","Otros acreedores diversos a largo plazo"
"account_subgroup_cuentas_por_pagar_a_largo_plazo","Long-term accounts payable","252","Cuentas por pagar a largo plazo"
"account_subgroup_documentos_bancarios_y_financieros_por_pagar_a_largo_plazo_nacional","Long-term bank and financial notes payable domestic","252.01","Documentos bancarios y financieros por pagar a largo plazo nacional"
"account_subgroup_documentos_bancarios_y_financieros_por_pagar_a_largo_plazo_extranjero","Long-term foreign bank and financial notes payable","252.02","Documentos bancarios y financieros por pagar a largo plazo extranjero"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_nacional","Long-term notes and accounts payable national","252.03","Documentos y cuentas por pagar a largo plazo nacional"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_extranjero","Foreign long-term notes and accounts payable","252.04","Documentos y cuentas por pagar a largo plazo extranjero"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_nacional_parte_relacionada","Long-term notes and accounts payable national related party","252.05","Documentos y cuentas por pagar a largo plazo nacional parte relacionada"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_extranjero_parte_relacionada","Foreign long-term notes and accounts payable foreign related party","252.06","Documentos y cuentas por pagar a largo plazo extranjero parte relacionada"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional","Long-term mortgages payable national","252.07","account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_extranjero","Long-term foreign mortgages payable","252.08","Hipotecas por pagar a largo plazo extranjero"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional_parte_relacionada","Long-term mortgages payable domestic related party","252.09","Hipotecas por pagar a largo plazo nacional parte relacionada"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_extranjero_parte_relacionada","Long-term mortgages payable foreign related party","252.10","Hipotecas por pagar a largo plazo extranjero parte relacionada"
"account_subgroup_intereses_por_pagar_a_largo_plazo_nacional","Long-term interest payable domestic","252.11","Intereses por pagar a largo plazo nacional"
"account_subgroup_intereses_por_pagar_a_largo_plazo_extranjero","Foreign long-term interest payable","252.12","Intereses por pagar a largo plazo extranjero"
"account_subgroup_intereses_por_pagar_a_largo_plazo_nacional_parte_relacionada","Long-term interest payable domestic related party","252.13","Intereses por pagar a largo plazo nacional parte relacionada"
"account_subgroup_intereses_por_pagar_a_largo_plazo_extranjero_parte_relacionada","Foreign long-term interest payable foreign related party","252.14","Intereses por pagar a largo plazo extranjero parte relacionada"
"account_subgroup_dividendos_por_pagar_nacionales","Domestic dividends payable","252.15","Dividendos por pagar nacionales"
"account_subgroup_dividendos_por_pagar_extranjeros","Foreign dividends payable","252.16","Dividendos por pagar extranjeros"
"account_subgroup_otras_cuentas_y_documentos_por_pagar_a_largo_plazo","Other long-term accounts and notes payable","252.17","Otras cuentas y documentos por pagar a largo plazo"
"account_subgroup_cobros_anticipados_a_largo_plazo","Long-term prepayments","253","Cobros anticipados a largo plazo"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_nacional","National long-term income collected in advance","253.01","Rentas cobradas por anticipado a largo plazo nacional"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_extranjero","Foreign long-term prepaid foreign income","253.02","Rentas cobradas por anticipado a largo plazo extranjero"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_nacional_parte_relacionada","Long-term prepaid national annuities related party","253.03","Rentas cobradas por anticipado a largo plazo nacional parte relacionada"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","Long-term prepaid foreign annuities foreign related party","253.04","Rentas cobradas por anticipado a largo plazo extranjero parte relacionada"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_nacional","Domestic long-term interest collected in advance","253.05","Intereses cobrados por anticipado a largo plazo nacional"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_extranjero","Foreign long-term interest collected in advance","253.06","Intereses cobrados por anticipado a largo plazo extranjero"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","Long-term interest received in advance national related party","253.07","Intereses cobrados por anticipado a largo plazo nacional parte relacionada"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","Long-term interest received in advance foreign related party","253.08","Intereses cobrados por anticipado a largo plazo extranjero parte relacionada"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_nacional","Financial factoring long-term prepaid domestic factoring","253.09","Factoraje financiero cobrados por anticipado a largo plazo nacional"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero","Long-term prepaid foreign factoring","253.10","Factoraje financiero cobrados por anticipado a largo plazo extranjero"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","Financial factoring long term prepaid domestic related party","253.11","Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","Financial factoring long-term prepaid foreign related parties","253.12","Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_nacional","Long-term prepaid national finance leases","253.13","Arrendamiento financiero cobrados por anticipado a largo plazo nacional"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero","Foreign long term prepaid finance leases","253.14","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","Long-term prepaid finance leases domestic related party","253.15","Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","Long-term prepaid finance leases foreign related party","253.16","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada"
"account_subgroup_derechos_fiduciarios_2","Fiduciary rights","253.17","Derechos fiduciarios"
"account_subgroup_otros_cobros_anticipados_1","Other advance receipts","253.18","Otros cobros anticipados"
"account_subgroup_instrumentos_financieros_a_largo_plazo","Long-term financial instruments","254","Instrumentos financieros a largo plazo"
"account_subgroup_instrumentos_financieros_a_largo_plazo_1","Long-term financial instruments","254.01","Instrumentos financieros a largo plazo"
"account_subgroup_pasivos_por_beneficios_a_los_empleados_a_largo_plazo","Long-term employee benefit liabilities","255","Pasivos por beneficios a los empleados a largo plazo"
"account_subgroup_pasivos_por_beneficios_a_los_empleados_a_largo_plazo_1","Long-term employee benefit liabilities","255.01","Pasivos por beneficios a los empleados a largo plazo"
"account_subgroup_otros_pasivos_a_largo_plazo","Other long-term liabilities","256","Otros pasivos a largo plazo"
"account_subgroup_otros_pasivos_a_largo_plazo_1","Other long-term liabilities","256.01","Otros pasivos a largo plazo"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferida","Deferred employee profit sharing","257","Participación de los trabajadores en las utilidades diferida"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferida_1","Deferred employee profit sharing","257.01","Participación de los trabajadores en las utilidades diferida"
"account_subgroup_obligaciones_contraídas_de_fideicomisos","Trust obligations","258","Obligaciones contraídas de fideicomisos"
"account_subgroup_obligaciones_contraídas_de_fideicomisos_1","Trust obligations","258.01","Obligaciones contraídas de fideicomisos"
"account_subgroup_impuestos_diferidos_1","Deferred taxes","259","Impuestos diferidos"
"account_subgroup_isr_diferido","Deferred income tax","259.01","ISR diferido"
"account_subgroup_isr_por_dividendo_diferido","Deferred dividend income tax","259.02","ISR por dividendo diferido"
"account_subgroup_otros_impuestos_diferidos","Other deferred taxes","259.03","Otros impuestos diferidos"
"account_subgroup_pasivos_diferidos","Deferred liabilities","260","Pasivos diferidos"
"account_subgroup_pasivos_diferidos_1","Deferred liabilities","260.01","Pasivos diferidos"
"account_group_capital_contable","Stockholders' equity","3","Capital Contable"
"account_subgroup_capital_social","Social capital","301","Capital social"
"account_subgroup_capital_fijo","Fixed capital","301.01","Capital fijo"
"account_subgroup_capital_variable","Variable capital","301.02","Capital variable"
"account_subgroup_aportaciones_para_futuros_aumentos_de_capital","Contributions for future capital increases","301.03","Aportaciones para futuros aumentos de capital"
"account_subgroup_prima_en_suscripción_de_acciones","Share subscription premium","301.04","Prima en suscripción de acciones"
"account_subgroup_prima_en_suscripción_de_partes_sociales","Premium on share subscription","301.05","Prima en suscripción de partes sociales"
"account_subgroup_patrimonio","Heritage","302","Patrimonio"
"account_subgroup_patrimonio_1","Heritage","302.01","Patrimonio"
"account_subgroup_aportación_patrimonial","Equity contribution","302.02","Aportación patrimonial"
"account_subgroup_déficit_o_remanente_del_ejercicio","Deficit or surplus for the financial year","302.03","Déficit o remanente del ejercicio"
"account_subgroup_reserva_legal","Legal reserve","303","Reserva legal"
"account_subgroup_reserva_legal_1","Legal reserve","303.01","Reserva legal"
"account_subgroup_resultado_de_ejercicios_anteriores","Result of previous years","304","Resultado de ejercicios anteriores"
"account_subgroup_utilidad_de_ejercicios_anteriores","Profit from previous years","304.01","Utilidad de ejercicios anteriores"
"account_subgroup_pérdida_de_ejercicios_anteriores","Loss from previous years","304.02","Pérdida de ejercicios anteriores"
