"id","name","code","account_type","reconcile","non_trade","name@cs","description","description@cs","tax_ids","depreciation_model_id"
"chart_cz_343221","VAT basic rate output","343221","liability_current","False","","DPH základní sazba výstup","VAT amounts collected from customers on outgoing sales invoices utilizing the standard 21% basic tax rate.","Částky DPH vybrané od zákazníků na vydaných prodejních fakturách s využitím základní 21% sazby daně.","",""
"chart_cz_345000","Other taxes and charges","345000","liability_current","False","","Ostatní daně a poplatky","Obligations for road tax, real estate tax, excise duties, and specific environmental charges.","Závazky k silniční dani, dani z nemovitosti, spotřebním daním a specifickým ekologickým poplatkům.","",""
"chart_cz_346000","Subsidies from the state budget","346000","liability_current","False","","Dotace ze státního rozpočtu","Claims for promised but unreceived operational subsidies from government or EU-backed state funds.","Pohledávky za přislíbenými, ale nepřijatými provozními dotacemi od vlády nebo státních fondů s podporou EU.","",""
"chart_cz_347000","Other deliveries","347000","liability_current","False","","Ostatní dodace","Clearing account for specific municipal or regional subsidies not covered by the main state budget.","Zúčtovací účet pro specifické obecní nebo krajské dotace nezahrnuté do hlavního státního rozpočtu.","",""
"chart_cz_349000","VAT link account","349000","liability_current","False","","Spojovací účet k DPH","Technical transition account used temporarily when matching complex cross-border VAT adjustments.","Technický přechodný účet dočasně používaný při párování složitých přeshraničních úprav DPH.","",""
"chart_cz_351000","Receivables - controlled or controlling person","351000","asset_current","False","","Pohledávky – ovládaná nebo ovládající osoba","Short-term amounts owed to the company by its direct parent organization or its subsidiaries.","Krátkodobé částky, které společnosti dluží její přímá mateřská organizace nebo její dceřiné společnosti.","",""
"chart_cz_352000","Receivables - significant influence","352000","asset_current","False","","Pohledávky – podstatný vliv","Short-term amounts owed by associate companies where the business holds significant influence.","Krátkodobé částky dlužné přidruženými společnostmi, ve kterých má podnik podstatný vliv.","",""
"chart_cz_353000","Receivables for subscribed share capital","353000","asset_current","False","","Pohledávky za upsaný základní kapitál","Amounts investors promised to pay into the company's capital but have not yet fully transferred.","Částky, které investoři slíbili zaplatit do kapitálu společnosti, ale ještě je plně nepřevedli.","",""
"chart_cz_354000","Receivables for shareholders in settlement of losses","354000","asset_current","False","","Pohledávky za společníky při úhradě ztráty","Mandated contributions from partners required to cover the company's past operational losses.","Povinné příspěvky od společníků nutné k pokrytí minulých provozních ztrát společnosti.","",""
"chart_cz_355000","Other receivables from shareholders of the corporation","355000","asset_current","False","","Ostatní pohledávky za společníky obchodní korporace","Short-term loans or miscellaneous cash advances provided directly to the company's shareholders.","Krátkodobé půjčky nebo různé hotovostní zálohy poskytnuté přímo akcionářům společnosti.","",""
"chart_cz_358000","Receivables from shareholders associated in the company","358000","asset_current","False","","Pohledávky za společníky združenými ve společnosti","Claims specifically between consortium partners operating under a joint association agreement.","Pohledávky konkrétně mezi partnery konsorcia fungujícími na základě dohody o společném sdružení.","",""
"chart_cz_361000","Accounts payable - controlled or controlling person","361000","liability_current","False","","Závazky – ovládaná nebo ovládající osoba","Short-term debts and invoices the company owes to its parent organization or its subsidiaries.","Krátkodobé dluhy a faktury, které společnost dluží své mateřské organizaci nebo dceřiným společnostem.","",""
"chart_cz_362000","Liabilities - significant influence","362000","liability_current","False","","Závazky - podstatný vliv","Short-term debts and unpaid invoices owed to associate companies within the broader corporate group.","Krátkodobé dluhy a nezaplacené faktury dlužné přidruženým společnostem v rámci širší korporátní skupiny.","",""
"chart_cz_364000","Liabilities to shareholders on distribution of profits","364000","liability_current","False","","Závazky ke společníkům při rozdělování zisku","Declared but unpaid dividends and profit shares currently owed to the shareholders.","Vyhlášené, ale nevyplacené dividendy a podíly na zisku, které společnost aktuálně dluží akcionářům.","",""
"chart_cz_365000","Other liabilities to shareholders of the corporation","365000","liability_current","False","","Ostatní závazky ke společníkům obchodní korporace","Short-term bridging loans or operational cash injections provided to the company by its shareholders.","Krátkodobé překlenovací úvěry nebo provozní hotovostní injekce poskytnuté společnosti jejími akcionáři.","",""
"chart_cz_366000","Liabilities to partners and members of the cooperative from dependent activities","366000","liability_current","False","","Závazky ke společníkům a členům družstva ze závislé činnosti","Remuneration owed specifically to cooperative members for their dependent labor contributions.","Odměny dlužné specificky členům družstva za jejich závislou pracovní činnost.","",""
"chart_cz_367000","Liabilities from subscribed outstanding securities and deposits","367000","liability_current","False","","Závazky z upsaných nesplacených cenných papírů a vkladů","Debts generated when the company promises to buy external securities but hasn't paid yet.","Dluhy vzniklé, když se společnost zaváže koupit externí cenné papíry, ale ještě je nezaplatila.","",""
"chart_cz_368000","Liabilities to associates of the company","368000","liability_current","False","","Závazky ke společníkům sdruženým ve společnosti","Debts owed to consortium members regarding the split of joint expenses or revenues.","Dluhy vůči členům konsorcia týkající se rozdělení společných výdajů nebo výnosů.","",""
"chart_cz_371000","Receivables from the sale of the plant","371000","asset_current","False","","Pohledávky z prodeje závodu","Massive claims generated strictly when the company sells off a major operational branch or plant.","Rozsáhlé pohledávky vzniklé výhradně při prodeji hlavní provozní pobočky nebo závodu.","",""
"chart_cz_372000","Liabilities from purchase of plant","372000","liability_current","False","","Závazky z koupě závodu","Outstanding obligations resulting from the acquisition of an entire external business branch or plant.","Nevypořádané závazky vyplývající z akvizice celé externí obchodní pobočky nebo závodu.","",""
"chart_cz_373000","Receivables and payables from fixed term operations","373000","asset_current","False","","Pohledávky a závazky z pevných termínových operací","Margin calls, deposits, and clearing balances tied to financial derivatives and futures contracts.","Výzvy k úhradě marže, depozita a zúčtovací zůstatky vázané na finanční deriváty a termínové kontrakty.","",""
"chart_cz_374000","Receivables from lease and rent","374000","asset_current","False","","Pohledávky z nájmu a pachtu","Amounts owed to the company by tenants leasing the company's real estate or equipment.","Částky, které společnosti dluží nájemci za pronájem nemovitostí nebo vybavení společnosti.","",""
"chart_cz_375000","Receivables from bonds issued","375000","asset_current","False","","Pohledávky z emitovaných dluhopisů","Claims against investors who subscribed to buy the company's bonds but haven't remitted the cash.","Pohledávky za investory, kteří se zapsali k nákupu dluhopisů společnosti, ale dosud nezaslali hotovost.","",""
"chart_cz_376000","Purchased options","376000","asset_current","False","","Nakoupené opce","Premiums paid to acquire financial options (e.g., currency hedging) before they are exercised.","Pojistné zaplacené za pořízení finančních opcí (např. měnové zajištění) před jejich uplatněním.","",""
"chart_cz_377000","Options sold","377000","liability_current","False","","Prodané opce","Premiums received from selling financial options to third parties, acting as a temporary liability.","Prémie přijaté z prodeje finančních opcí třetím stranám, působící jako dočasný závazek.","",""
"chart_cz_378000","Other receivables","378000","asset_current","False","","Jiné pohledávky","Rare claims against third parties, such as expected insurance payouts after an accident.","Vzácné pohledávky vůči třetím stranám, jako je například očekávané pojistné plnění po nehodě.","",""
"chart_cz_379000","Other payables","379000","liability_current","False","","Jiné závazky","Rare debts to third parties, such as court-ordered reparations waiting to be paid.","Vzácné dluhy vůči třetím stranám, jako jsou například soudem nařízené reparace čekající na výplatu.","",""
"chart_cz_381000","Accrued expenses","381000","asset_current","False","","Náklady příštích období","Invoices paid in the current year for services (like an annual software license) used next year.","Faktury zaplacené v aktuálním roce za služby (např. roční licence), které budou využity v dalším roce.","",""
"chart_cz_382000","Comprehensive accrued expenses","382000","asset_current","False","","Komplexní náklady příštích období","Aggregated deferrals for complex projects stretching across multiple accounting years.","Agregované časové rozlišení pro komplexní projekty táhnoucí se přes několik účetních let.","",""
"chart_cz_383000","Accrued expenses","383000","liability_current","False","","Výdaje příštích období","Services consumed this year (like December rent) where the invoice won't arrive or be paid until January.","Služby spotřebované letos (např. prosincový nájem), u kterých faktura dorazí nebo bude zaplacena až v lednu.","",""
"chart_cz_384000","Deferred income","384000","liability_current","False","","Výnosy příštích období","Cash received from a customer this year for a subscription or service extending into next year.","Hotovost přijatá od zákazníka letos za předplatné nebo službu přesahující do příštího roku.","",""
"chart_cz_385000","Deferred income","385000","asset_current","False","","Příjmy příštích období","Revenues earned this year (service provided) that cannot be officially invoiced to the client until next year.","Výnosy dosažené letos (poskytnutá služba), které lze klientovi oficiálně vyfakturovat až v příštím roce.","",""
"chart_cz_388000","Accounts receivable active","388000","asset_current","False","","Dohadné účty aktivní","Estimated claims (like unbilled revenue or insurance estimates) where the exact amount is still unknown.","Odhadované pohledávky (jako nevyfakturované výnosy nebo odhady pojišťoven), kde přesná částka není známa.","",""
"chart_cz_389000","Accounts receivable and payable","389000","liability_current","False","","Dohadné účty pasivní","Estimated liabilities (like expected annual bonuses or unbilled energy) where the exact invoice is missing.","Odhadované závazky (jako očekávané roční prémie nebo nevyfakturovaná energie), kde chybí přesná faktura.","",""
"chart_cz_391000","Allowance for receivables","391000","asset_current","False","","Opravná položka k pohledávkám","Provisions set aside for customer invoices that are heavily overdue and likely won't be paid.","Opravné položky vyhrazené na faktury zákazníků, které jsou značně po splatnosti a pravděpodobně nebudou zaplaceny.","",""
"chart_cz_395000","Internal clearing","395000","asset_current","False","","Vnitřní zúčtování","Technical clearing account utilized strictly to pass data between different accounting sub-ledgers.","Technický zúčtovací účet využívaný výhradně k předávání dat mezi různými účetními analytikami.","",""
"chart_cz_398000","Company (association) liaison account","398000","liability_current","False","","Spojovací účet při společnosti (sdružení)","Clearing account handling transactions between entities operating within the same legal association.","Zúčtovací účet zpracovávající transakce mezi subjekty působícími v rámci stejného právního sdružení.","",""
"chart_cz_411000","Share capital","411000","equity","False","","Základní kapitál","The official registered capital contributed by the business owners or shareholders at founding.","Oficiální zapsaný kapitál vložený majiteli podniku nebo akcionáři při zakládání.","",""
"chart_cz_412000","Premium","412000","equity","False","","Ážio","The excess amount paid by investors over the nominal par value of the company's shares.","Částka zaplacená investory, která převyšuje nominální hodnotu akcií společnosti (emisní ážio).","",""
"chart_cz_413000","Other capital funds","413000","equity","False","","Ostatní kapitálové fondy","Additional capital contributions from partners outside of the officially registered share capital.","Dodatečné kapitálové vklady od společníků mimo oficiálně zapsaný základní kapitál (příplatky mimo základní kapitál).","",""
"chart_cz_414000","Valuation differences on revaluation of assets and liabilities","414000","equity","False","","Oceňovací rozdíly z přecenění majetku a závazků","Equity impact of revaluing specific assets (like securities or land) to their current fair market value.","Dopad přecenění specifických aktiv (jako jsou cenné papíry nebo pozemky) na jejich reálnou tržní hodnotu do vlastního kapitálu.","",""
"chart_cz_416000","Revaluation differences on corporate reorganisations","416000","equity","False","","Rozdíly z přecenění při přemenách obchodních korporací","Equity adjustments specifically triggered when a company is legally transformed, merged, or split.","Úpravy vlastního kapitálu vyvolané konkrétně při právní přeměně, fúzi nebo rozdělení společnosti.","",""
"chart_cz_417000","Differences on conversions of business corporations","417000","equity","False","","Rozdíly z přeměn obchodních korporací","Historical accounting differences retained in equity resulting from corporate restructuring.","Historické účetní rozdíly zadržené ve vlastním kapitálu vyplývající z korporátní restrukturalizace.","",""
"chart_cz_418000","Valuation differences on revaluations on conversions of business corporations","418000","equity","False","","Oceňovací rozdíly z přecenění při přeměnách obchodních korporací","Specific valuation shifts locked into equity exclusively during the process of a corporate merger.","Specifické posuny v ocenění uzamčené ve vlastním kapitálu výhradně během procesu fúze společnosti.","",""
"chart_cz_419000","Changes in share capital","419000","equity","False","","Změny základního kapitálu","Temporary equity account tracking capital increases or decreases waiting for commercial registry approval.","Dočasný účet vlastního kapitálu sledující zvýšení nebo snížení kapitálu čekající na schválení obchodním rejstříkem.","",""
"chart_cz_421000","Reserve fund","421000","equity","False","","Rezervní fond","Profits mandatorily set aside into a legal reserve fund to protect the company against future losses.","Zisky povinně vyčleněné do zákonného rezervního fondu na ochranu společnosti před budoucími ztrátami.","",""
"chart_cz_422000","Undivided fund","422000","equity","False","","Nedělitelný fond","A specific statutory reserve fund utilized exclusively by cooperative legal entities.","Specifický statutární rezervní fond využívaný výhradně družstevními právnickými osobami.","",""
"chart_cz_423000","Statutory funds","423000","equity","False","","Statutární fondy","Internal funds created from profit based on the company's articles of association for specific employee benefits.","Interní fondy tvořené ze zisku na základě stanov společnosti pro specifické zaměstnanecké výhody.","",""
"chart_cz_424000","Other funds from profit","424000","equity","False","","Ostatní fondy ze zisku","Voluntary funds built from retained earnings used to finance future corporate projects or goals.","Dobrovolné fondy tvořené z nerozděleného zisku sloužící k financování budoucích firemních projektů nebo cílů.","",""
"chart_cz_426000","Other result of previous years","426000","equity","False","","Jiný výsledek hospodaření minulých let","Corrections of significant accounting errors made in past years that adjust current equity directly.","Opravy významných účetních chyb z minulých let, které přímo upravují aktuální vlastní kapitál.","",""
"chart_cz_427000","Other funds","427000","equity","False","","Ostatní fondy","Miscellaneous non-statutory funds established to harbor equity for unspecified future operations.","Různé nestatutární fondy zřízené za účelem úschovy vlastního kapitálu pro blíže neurčené budoucí operace.","",""
"chart_cz_428000","Retained earnings of previous years","428000","equity","False","","Nerozdělený zisk minulých let","Aggregated historical profits that the company chose to keep inside the business rather than pay out.","Agregované historické zisky, které se společnost rozhodla ponechat v podniku, místo aby je vyplatila.","",""
"chart_cz_429000","Unrelieved loss of previous years","429000","equity","False","","Neuhrazená ztráta minulých let","Accumulated historical losses that have not yet been compensated by future profits or shareholder funds.","Kumulované historické ztráty, které dosud nebyly kompenzovány budoucími zisky nebo fondy společníků.","",""
"chart_cz_431000","Outturn under approval","431000","equity_unaffected","False","","Výsledek hospodaření v schvalovacím řízení","The net profit/loss for the recently closed year, sitting here until the general assembly approves it.","Čistý zisk/ztráta za nedávno uzavřený rok, nacházející se zde do doby schválení valnou hromadou.","",""
"chart_cz_432000","Advances on profit-sharing","432000","equity","False","","Zálohy na podíly na zisku","Dividends and profit payouts distributed to shareholders mid-year before the final tax audit.","Dividendy a výplaty zisků rozdělené akcionářům v polovině roku před konečným daňovým auditem.","",""
"chart_cz_451000","Reserves under special legislation","451000","equity","False","","Rezervy podle zvláštních právních předpisů","Tax-deductible long-term reserves mandated by law, such as strict banking or insurance reserves.","Daňově uznatelné dlouhodobé rezervy nařízené zákonem, jako jsou přísné bankovní nebo pojistné rezervy.","",""
"chart_cz_452000","Provision for pensions and similar liabilities","452000","equity","False","","Rezerva na důchody a podobné závazky","Reserves built over time to cover future corporate pension obligations owed to retiring employees.","Rezervy tvořené v průběhu času na pokrytí budoucích firemních penzijních závazků vůči zaměstnancům v důchodu.","",""
"chart_cz_453000","Provision for income tax","453000","equity","False","","Rezerva na daň z příjmů","Funds set aside to cover the expected corporate income tax burden when advances haven't been paid.","Prostředky vyčleněné na pokrytí očekávaného daňového zatížení v případě, že nebyly zaplaceny zálohy na daň.","",""
"chart_cz_459000","Other reserves","459000","equity","False","","Ostatní rezervy","General accounting provisions locking away equity for potential future lawsuits or restructuring costs.","Obecné účetní rezervy blokující vlastní kapitál pro případné budoucí soudní spory nebo náklady na restrukturalizaci.","",""
"chart_cz_461000","Long-term loans","461000","equity","False","","Dlouhodobé úvěry","Bank mortgages and heavy investment loans where the maturity date stretches beyond one year.","Bankovní hypotéky a těžké investiční úvěry, u kterých doba splatnosti přesahuje jeden rok.","",""
"chart_cz_471000","Long-term liabilities - controlled or controlling person","471000","liability_non_current","False","","Dlouhodobé závazky – ovládaná nebo ovládající osoba","Long-term debts stretching over a year owed to the parent company or its subsidiaries.","Dlouhodobé dluhy přesahující jeden rok dlužné mateřské společnosti nebo jejím dceřiným společnostem.","",""
"chart_cz_472000","Long-term liabilities - significant influence","472000","liability_non_current","False","","Dlouhodobé závazky – podstatný vliv","Long-term debts stretching over a year owed to associated entities under significant influence.","Dlouhodobé dluhy přesahující jeden rok dlužné přidruženým subjektům pod podstatným vlivem.","",""
"chart_cz_473000","Bonds issued","473000","liability_non_current","False","","Emitované dluhopisy","High-value corporate bonds and debentures issued to external investors maturing in multiple years.","Firemní dluhopisy vysoké hodnoty vydané externím investorům se splatností za více let.","",""
"chart_cz_473100","Long-term bonds issued","473100","liability_non_current","False","","Vydané dlouhodobé dluhopisy","Specific corporate bonds issued to the public with a repayment date far exceeding one year.","Konkrétní firemní dluhopisy vydané veřejnosti s datem splatnosti výrazně přesahujícím jeden rok.","",""
"chart_cz_473200","Short-term bonds issued","473200","liability_non_current","False","","Vydané krátkodobé dluhopisy","Bonds approaching maturity whose categorization has shifted but originally fell under long-term debt.","Dluhopisy blížící se splatnosti, jejichž kategorizace se změnila, ale původně spadaly pod dlouhodobý dluh.","",""
"chart_cz_474000","Liabilities under leases and tenancies","474000","liability_non_current","False","","Závazky z nájmu a pachtu","Long-term financial debts recognized when acquiring machinery or vehicles via financial leasing.","Dlouhodobé finanční dluhy vykázané při pořízení strojů nebo vozidel prostřednictvím finančního leasingu.","",""
"chart_cz_475000","Long-term advances received","475000","liability_non_current","False","","Dlouhodobé přijaté zálohy","Massive customer deposits received for multi-year construction or engineering projects.","Rozsáhlé zálohy přijaté od zákazníků na víceleté stavební nebo inženýrské projekty.","",""
"chart_cz_478000","Long-term notes receivable","478000","liability_non_current","False","","Dlouhodobé směnky k úhradě","Formal long-term written promises (bills of exchange) committing the company to pay suppliers later.","Formální dlouhodobé písemné sliby (směnky) zavazující společnost k pozdější platbě dodavatelům.","",""
"chart_cz_479000","Other long-term liabilities","479000","liability_non_current","False","","Ostatní dlouhodobé závazky","Miscellaneous debts taking more than a year to repay, such as specific government or partner loans.","Různé dluhy, jejichž splacení trvá déle než rok, např. specifické vládní nebo partnerské půjčky.","",""
"chart_cz_481000","Deferred tax liability and receivable","481000","liability_non_current","False","","Odložený daňový závazek a pohledávka","Future tax consequences arising from the difference between accounting depreciation and tax depreciation.","Budoucí daňové dopady vyplývající z rozdílu mezi účetními a daňovými odpisy.","",""
"chart_cz_491000","Sole proprietorship account","491000","equity","False","","Účet individuálního podnikatele","The central equity account tracking the personal deposits and withdrawals of a sole proprietor.","Centrální účet vlastního kapitálu sledující osobní vklady a výběry individuálního podnikatele.","",""
"chart_cz_501000","Consumption of material","501000","expense","False","","Spotřeba materiálu","Direct operational costs of raw materials, energy, and goods sold that are consumed in the business.","Přímé provozní náklady na suroviny, energie a prodané zboží, které jsou spotřebovány v podniku.","",""
"chart_cz_501100","Raw materials","501100","expense","False","","Suroviny","Direct materials and raw components purchased to be manufactured or transformed into finished products.","Přímé materiály a suroviny nakoupené k výrobě nebo přeměně na hotové výrobky.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501200","Consumables","501200","expense","False","","Spotřební materiál","Packaging, safety gear, small tools, and disposable items consumed during standard business operations.","Obaly, ochranné pomůcky, drobné nářadí a jednorázové předměty spotřebované při běžném provozu.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501300","Office supplies","501300","expense","False","","Kancelářské potřeby","Everyday workplace supplies: printer ink, paper, pens, notebooks, and small desk accessories.","Každodenní kancelářské potřeby: inkoust do tiskárny, papír, pera, sešity a drobné doplňky.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501400","Fuel","501400","expense","False","","Pohonné hmoty","Gasoline, diesel, and electric charging costs for company-owned or leased vehicles.","Náklady na benzín, naftu a nabíjení pro firemní nebo pronajatá vozidla.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_502000","Energy consumption","502000","expense","False","","Spotřeba energie","Vendor bills received for the consumption of electricity, heating gas, and municipal water.","Faktury přijaté od dodavatelů za spotřebu elektřiny, plynu na vytápění a komunální vody.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_503000","Consumption of other non-stackable supplies","503000","expense","False","","Spotřeba ostatních neskladovatelných dodávek","Specialized supplies consumed immediately upon delivery without ever hitting warehouse inventory.","Specializované dodávky spotřebované bezprostředně po dodání bez předchozího uskladnění.","",""
"chart_cz_504000","Goods sold","504000","expense","False","","Prodané zboží","Purchase value of standard merchandise and inventory bought explicitly to be resold to customers.","Nákupní hodnota standardního zboží a zásob nakoupených výhradně za účelem dalšího prodeje zákazníkům.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_511000","Repairs and maintenance","511000","expense","False","","Opravy a udržování","Expenses for services provided by third parties (e.g., maintenance, travel, rent, marketing, legal).","Náklady na služby poskytované třetími stranami (např. údržba, cestování, nájem, marketing, právní služby).","",""
"chart_cz_511100","Office Maintenance","511100","expense","False","","Údržba kanceláře","Cleaning services, HVAC repairs, plumbing, and general upkeep of the company's premises.","Úklidové služby, opravy klimatizace, instalatérské práce a celková údržba prostor společnosti.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_511200","Vehicle maintenance","511200","expense","False","","Údržba vozidla","Routine car servicing, tire changes, oil replacement, and repairs for the company fleet.","Běžný servis vozidel, výměna pneumatik, oleje a opravy firemního vozového parku.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_512000","Travel","512000","expense","False","","Cestovné","Expenses for services provided by third parties (e.g., maintenance, travel, rent, marketing, legal).","Náklady na služby poskytované třetími stranami (např. údržba, cestování, nájem, marketing, právní služby).","",""
"chart_cz_512100","Flights","512100","expense","False","","Lety","Airfare and baggage fees incurred by employees during domestic or international business trips.","Letenky a poplatky za zavazadla zaměstnanců během tuzemských nebo mezinárodních pracovních cest.","l10n_cz_not_subject_vat",""
"chart_cz_512200","Hotels","512200","expense","False","","Hotely","Accommodation expenses, hotel stays, and B&B receipts from employees traveling for business.","Výdaje na ubytování, pobyty v hotelech a penzionech pro zaměstnance na pracovních cestách.","l10n_cz_12_receipt_domestic_supplies",""
"chart_cz_512300","Public Transportation","512300","expense","False","","Veřejná doprava","Train, metro, tram, and bus tickets utilized by staff during daily commutes or business travel.","Jízdenky na vlak, metro, tramvaj a autobus využívané zaměstnanci při dojíždění nebo pracovních cestách.","l10n_cz_12_receipt_domestic_supplies",""
"chart_cz_512400","Other travel costs","512400","expense","False","","Ostatní cestovní výdaje","Highway tolls, road vignettes, and taxi rides related to company business trips.","Dálniční mýtné, dálniční známky a jízdy taxíkem související s firemními pracovními cestami.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_513000","Representation costs","513000","expense","False","","Náklady na reprezentaci","Expenses for services provided by third parties (e.g., maintenance, travel, rent, marketing, legal).","Náklady na služby poskytované třetími stranami (např. údržba, cestování, nájem, marketing, právní služby).","",""
"chart_cz_513100","Business gift","513100","expense","False","","Obchodní dary","Wine, gift baskets, and branded promotional items given to clients or partners to build relationships.","Víno, dárkové koše a značkové reklamní předměty darované klientům k budování vztahů.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_513200","Bar & Restaurant","513200","expense","False","","Bar a restaurace","Meals and drinks consumed at restaurants while entertaining clients or during team events.","Jídla a nápoje zkonzumované v restauracích při pohoštění klientů nebo na týmových akcích.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_513300","Food: Reception/deliv.","513300","expense","False","","Jídlo: Recepce a rozvoz","Catering, food delivery, and snacks ordered to the office for meetings or employee consumption.","Catering, rozvoz jídla a občerstvení objednané do kanceláře na schůzky nebo pro zaměstnance.","l10n_cz_12_receipt_domestic_supplies",""
"chart_cz_518000","Other services","518000","expense","False","","Ostatní služby","Expenses for services provided by third parties (e.g., maintenance, travel, rent, marketing, legal).","Náklady na služby poskytované třetími stranami (např. údržba, cestování, nájem, marketing, právní služby).","",""
"chart_cz_518100","Studies & works","518100","expense","False","","Studie a práce","Fees for specialized market research, architectural studies, or environmental impact assessments.","Poplatky za specializovaný průzkum trhu, architektonické studie nebo posouzení vlivu na životní prostředí.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518200","General subcontracting","518200","expense","False","","Obecné subdodávky","Invoices from freelancers, consultants, and external agencies contracted to execute project work.","Faktury od nezávislých pracovníků, poradců a externích agentur najatých na realizaci projektů.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518300","Office Rent","518300","expense","False","","Nájem kanceláře","Monthly leasing fees and utility charges associated with renting headquarters, office space, or warehouses.","Měsíční poplatky za pronájem a energie spojené s nájmem sídla, kancelářských prostor nebo skladů.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518400","Vehicle rent","518400","expense","False","","Pronájem vozidla","Short-term car rentals, Zipcar, or moving truck rentals (excludes long-term operational leasing).","Krátkodobé pronájmy aut, sdílená vozidla nebo pronájem stěhovacích vozů (nezahrnuje operativní leasing).","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518500","Office services","518500","expense","False","","Kancelářské služby","Shredding services, document archiving, water delivery, and other intangible office support services.","Skartace dokumentů, archivace, dodávka pitné vody a další nehmotné služby podpory kanceláře.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518600","Accounting","518600","expense","False","","Účetnictví","Fees paid to external bookkeeping firms, tax advisors, and chartered accountants.","Odměny placené externím účetním firmám, daňovým poradcům a certifikovaným účetním.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518700","Legal expenses","518700","expense","False","","Právní výdaje","Invoices from law firms, notaries, trademark registrations, and court fees.","Faktury od advokátních kanceláří, notářů, registrace ochranných známek a soudní poplatky.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518800","Software","518800","expense","False","","Software","Recurring SaaS subscriptions (Odoo, Google Workspace, Adobe) and short-term software licenses.","Pravidelné předplatné SaaS (Odoo, Google Workspace, Adobe) a krátkodobé softwarové licence.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518900","Administration fees","518900","expense","False","","Správní poplatky","Municipal fees, trade license renewals, and state administrative charges required to operate.","Komunální poplatky, obnova živnostenských oprávnění a státní správní poplatky nutné k provozu.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518910","Phone & internet","518910","expense","False","","Telefon a internet","Monthly telecommunication bills, fiber internet connections, and corporate mobile phone plans.","Měsíční účty za telekomunikace, optické internetové připojení a firemní mobilní tarify.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518920","Advertising","518920","expense","False","","Reklama","Digital ad spend (Google, Meta), billboard placements, print media, and general marketing campaigns.","Výdaje na digitální reklamu (Google, Meta), billboardy, tištěná média a obecné marketingové kampaně.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518930","Training and doc.","518930","expense","False","","Školení a dokumentace","Employee seminars, professional certifications, online courses, and technical manuals.","Semináře pro zaměstnance, profesní certifikace, online kurzy a technické manuály.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_518940","Import fees","518940","expense","False","","Dovozní poplatky","Customs duties, tariffs, and brokerage fees incurred when importing goods from outside the EU.","Clo, tarify a poplatky celním deklarantům vzniklé při dovozu zboží ze zemí mimo EU.","l10n_cz_21_receipt_domestic_services",""
"chart_cz_521000","Payroll costs","521000","expense","False","","Mzdové náklady","Gross wages, salaries, and bonuses paid to internal employees under standard employment contracts.","Hrubé mzdy, platy a prémie vyplácené interním zaměstnancům na základě standardních pracovních smluv.","l10n_cz_not_subject_vat",""
"chart_cz_522000","Income of partners of a corporation from dependent activities","522000","expense","False","","Příjmy společníků obchodní korporace ze závislé činnosti","Payments directly compensating business partners serving in operational executive roles.","Platby přímo kompenzující obchodní partnery působící v provozních výkonných rolích.","",""
"chart_cz_523000","Remuneration to members of the bodies of the corporation","523000","expense","False","","Odměny členům orgánů obchodní korporace","Fees and stipends paid to the board of directors or supervisory board members.","Odměny a stipendia vyplácené členům představenstva nebo dozorčí rady.","",""
"chart_cz_524000","Statutory social and health insurance","524000","expense","False","","Zákonné sociální a zdravotní pojištění","The employer's mandatory portion of health and social security contributions paid to the state.","Povinná část odvodů zaměstnavatele na zdravotní a sociální zabezpečení odváděná státu.","l10n_cz_not_subject_vat",""
"chart_cz_525000","Other social insurance","525000","expense","False","","Ostatní sociální pojištění","Voluntary or union-mandated insurance contributions protecting employees beyond state minimums.","Dobrovolné nebo odborově nařízené příspěvky na pojištění chránící zaměstnance nad rámec státních minim.","",""
"chart_cz_526000","Health and social insurance of individual entrepreneur","526000","expense","False","","Zdravotní a sociální pojištění individuálního podnikatele","Payments made by sole proprietors to cover their own personal health and social security.","Platby individuálních podnikatelů na pokrytí vlastního zdravotního a sociálního pojištění.","",""
