id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_101110175,1.01.11.01.75,"( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativo Não Circulante Mantido para Venda","Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de estoques. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real. Concomitante controle ocorrerá nesta subconta até a revenda da mercadoria, quando valor do AVP poderá ser excluído do Lucro Real do período (art.5º, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplo 4, Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",asset_current,,l10n_br_account_chart_template
account_template_101110190,1.01.11.01.90,"Subconta – Adoção Inicial - Ativo Não circulante Mantido para Venda","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida da realização do bem, (arts. 164 e 167, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",asset_current,,l10n_br_account_chart_template
account_template_102010101,1.02.01.01.01,"Clientes - Longo Prazo","Contas que registram os valores a receber de clientes. Recebe esta classificação no longo prazo, independente se decorrentes de operações com ou não partes relacionadas, no país ou exterior.",asset_non_current,,l10n_br_account_chart_template
account_template_102010102,1.02.01.01.02,"Mútuos com Partes Não Relacionadas - Ativo- Longo Prazo","Contas que registram a empréstimos efetuados a partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, seja sediada no país ou exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",asset_non_current,,l10n_br_account_chart_template
account_template_102010103,1.02.01.01.03,"Mútuos com Partes Relacionadas - Ativo - Longo Prazo","Contas que registram empréstimos efetuados a partes relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, seja sediada no país ou exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",asset_non_current,,l10n_br_account_chart_template
account_template_102010104,1.02.01.01.04,"Adiantamento para Futuro Aumento de Capital - Ativo - Longo Prazo","Contas que registram valores de adiantamento para futuro aumento de capital.",asset_non_current,,l10n_br_account_chart_template
account_template_102010107,1.02.01.01.07,"Títulos Patrimoniais Avaliados pelo Custo - Longo Prazo","Contas que registram os títulos patrimoniais, participações societárias, avaliados pelo custo de aquisição, quando o valor justo não puder ser aplicado por ausência de informações confiáveis.",asset_non_current,,l10n_br_account_chart_template
account_template_102010109,1.02.01.01.09,"Contraprestação Contingente Ativa - Combinação de Negócios – Longo Prazo","Contas que registram a contraprestação contingente ativa, em uma combinação de negócios. Em termos gerais, constitui cláusula contratual que confere ao adquirente o direito de reaver parte da contraprestação já transferida, se certas condições específicas venham a ocorrer. Para fins de gerar efeito sobre tratamento fiscal das parcelas integrantes do custo de aquisição de participação societária, deve-se observar os arts. 110/111, Instrução Normativa SRF nº 1.515/2014 .",asset_non_current,,l10n_br_account_chart_template
account_template_102010110,1.02.01.01.10,"Outros Valores Mobiliários - No Exterior - Longo Prazo","Contas que registram os créditos a receber no exterior, que não possuem classificação adequada no grupo 1.02.01.03. Na data de migração do valor para o Circulante deve-se observar se há conta específica para melhor classificação.",asset_non_current,,l10n_br_account_chart_template
account_template_102010119,1.02.01.01.19,"(-) Outras Contas Retificadoras – Créditos e Valores - Longo Prazo","Contas que registram parcelas a serem subtraídas do Ativo Não Circulante que não possam ser classificadas em outras contas desse plano de contas.",asset_non_current,,l10n_br_account_chart_template
account_template_102010120,1.02.01.01.20,"Direitos Creditórios Cedidos –Longo Prazo","Contas que registram os recebíveis que foram negociados em processos de securitização, ou assemelhando, enquanto não baixados. Já a securitizadora deve registrar os recebíveis em Direitos Creditórios a Receber(1.01.02.09.25)",asset_non_current,,l10n_br_account_chart_template
account_template_102010121,1.02.01.01.21,"(-) Deságio na Cessão de Títulos–Longo Prazo","Contas que registram o deságio em recebíveis que foram negociados em processos de securitização, ou assemelhando, enquanto não baixados.",asset_non_current,,l10n_br_account_chart_template
account_template_102010125,1.02.01.01.25,"Direitos Creditórios a Receber–Longo Prazo","Contas que registram os direitos creditórios adquiridos por empresa que exerça atividade de securitização ou assemelhantada.",asset_non_current,,l10n_br_account_chart_template
account_template_102010126,1.02.01.01.26,"Duplicatas a Receber – Operações com Partes Não Relacionadas - no País – Longo Prazo","Contas que registram os valores a receber de clientes no país de longo prazo, não relacionados com a declarante conforme conceito definido no CPC 05(R1), itens 09 a 12, mesmo que haja imediata intenção de venda os títulos.",asset_non_current,,l10n_br_account_chart_template
account_template_102010127,1.02.01.01.27,"Duplicatas a Receber - Operações com Partes Não Relacionadas - no Exterior – Longo Prazo","Contas que registram os valores a receber de clientes no exterior de longo prazo, não relacionados com a declarante conforme conceito definido no CPC 05(R1), itens 09 a 12, mesmo que haja imediata intenção de venda os títulos.",asset_non_current,,l10n_br_account_chart_template
account_template_102010128,1.02.01.01.28,"Duplicatas a Receber - Operações com Partes Relacionadas - no País – Longo Prazo","Contas que registram os valores a receber de clientes no país de longo prazo, relacionados com a declarante conforme conceito definido no CPC 05(R1), itens 09 a 12, mesmo que haja imediata intenção de venda os títulos.",asset_non_current,,l10n_br_account_chart_template
account_template_102010129,1.02.01.01.29,"Duplicatas a Receber - Operações com Partes Relacionadas - no Exterior – Longo Prazo","Contas que registram os valores a receber de clientes no exterior de longo prazo, relacionados com a declarante conforme conceito definido no CPC 05(R1), itens 09 a 12, mesmo que haja imediata intenção de venda os títulos.",asset_non_current,,l10n_br_account_chart_template
account_template_102010150,1.02.01.01.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Créditos –Longo Prazo","Contas que registram os ajustes a valor presente efetuados sobre os créditos a longo prazo, sua contrapartida não deve ser excluída da Receita Bruta do período, mas compor uma dedução, art. 12, Decreto-Lei nº 1.598/1977(conta referencial 3.01.01.01.02.10). Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do e-Lalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei nº 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010152,1.02.01.01.52,"(-) Perdas Estimadas em Créditos de Liquidação Duvidosa – Longo Prazo","Contas que registram parcelas a serem subtraídas, correspondentes a valores das perdas estimadas para os créditos de liquidação duvidosa.",asset_non_current,,l10n_br_account_chart_template
account_template_102010155,1.02.01.01.55,"(-) Perdas por Redução ao Valor Recuperável (Impairment) - Créditos e Valores - Longo Prazo","Contas que registram as perdas incorridas com base em evidências objetivas passadas, mas posteriores ao reconhecimento inicial, impactantes no fluxo de caixa futuros estimados desses ativos financeiros. O registro e dedutibilidade no Lucro Real deve observar os regramentos dispostos nos arts. 24/25, Instrução Normativa SRF nº 1.515/2014",asset_non_current,,l10n_br_account_chart_template
account_template_102010170,1.02.01.01.70,"Subconta - Ajuste a Valor Justo - Créditos –Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os ativos financeiros, inclusive decorrentes apenas de sua mensuração inicial. . Referidos valores deverão ser computados na apuração Lucro Real quando da alienação ou baixa do ativo(arts. 49/50, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010190,1.02.01.01.90,"Subconta – Adoção Inicial - Créditos e Valores – Longo Prazo","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida da realização do bem, (arts. 164 e 167, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010201,1.02.01.02.01,"Títulos para Negociação - No País - Longo Prazo","Contas que registram ativos financeiros, utilizados em operações de hedge ou não, cuja contraparte ou ambiente negocial tenham sede ou domicílio no país, sobre os quais há a intenção de negociação no curto prazo ou se a mensuração pelo valor justo diminuir ou eliminar alguma inconsistência de mensuração de acordo com a gestão financeira da empresa (fair value option) e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76",asset_non_current,,l10n_br_account_chart_template
account_template_102010202,1.02.01.02.02,"Títulos Disponíveis para Venda - No País - Longo Prazo","Contas que registram ativos financeiros, utilizados em operações de hedge ou não, cuja contraparte ou ambiente negocial tenham sede ou domicílio no país, sobre os quais não há definição de quando nem quais condições vai negociá-los e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Contrapartida das alterações no seu valor justo, bem como custos de transação, devem ser reconhecidos no Patrimônio Líquido até a realização do ativo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010203,1.02.01.02.03,"Títulos Mantidos até o Vencimento - No País - Longo Prazo","Contas que registram ativos financeiros, cuja contraparte ou ambiente negocial tenham sede ou domicílio no país, com pagamentos fixos ou determináveis e com vencimento fixo, para os quais há a intenção e a capacidade de se manter até o vencimento e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Esses títulos são avaliados pelo método de custo amortizado, com os custos de transação capitalizados ao valor do ativo. Ações e outros títulos patrimoniais não devem receber esta classificação. Títulos públicos e de renda fixa constumam receber esta classificação.",asset_non_current,,l10n_br_account_chart_template
account_template_102010210,1.02.01.02.10,"Debêntures emitidas por Partes Relacionada - No País - Longo Prazo","Contas que registram as debêntures de longo prazo emitidas por empresas com sede no país, relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12. Independente da base de mensuração utilizada ou se tais Valores Mobiliários poderiam ser classificáveis em outras contas mais genéricas de ativos financeiros.",asset_non_current,,l10n_br_account_chart_template
account_template_102010211,1.02.01.02.11,"Debêntures emitidas por Partes Não Relacionada - No País - Longo Prazo","Contas que registram as debêntures de longo prazo emitidas por empresas com sede no país, não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12. Independente da base de mensuração utilizada ou se tais Valores Mobiliários poderiam ser classificáveis em outras contas mais genéricas de ativos financeiros.",asset_non_current,,l10n_br_account_chart_template
account_template_102010214,1.02.01.02.14,"Outros Valores Mobiliários – No País - Longo Prazo","Contas que registram outros valores mobiliários de longo prazo, cuja contraparte tenha sede ou domicílio no país, e que não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76.",asset_non_current,,l10n_br_account_chart_template
account_template_102010215,1.02.01.02.15,"Outros Empréstimos e Recebíveis – No País - Longo Prazo","Contas que registram outros empréstimos e recebíveis de longo prazo, cuja contraparte tenha sede ou domicílio no país, e que não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Registram-se neste grupo ativos financeiros com pagamentos fixos ou determináveis não cotados em um mercado ativo. Esses títulos são avaliados pelo método de custo amortizado, com os custos de transação capitalizados ao valor do ativo. Instrumentos financeiros representativos da indenização, decorrente da exploração de serviços públicos, constumam receber esta classificação(item 22, OCPC05).",asset_non_current,,l10n_br_account_chart_template
account_template_102010216,1.02.01.02.16,"Outros Juros a Receber – No País - Longo Prazo","Contas que registram outros juros a receber de longo prazo, cuja contraparte tenha sede ou domicílio no país, e que não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76.",asset_non_current,,l10n_br_account_chart_template
account_template_102010250,1.02.01.02.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) Valores Mobiliários – No País - Longo Prazo","Contas que registram os ajustes a valor presente efetuados sobre os créditos a longo prazo. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do Lalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei nº 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010255,1.02.01.02.55,"(-) Perdas por Redução ao Valor Recuperável (Impairment) - Valores Mobiliários - No País - Longo Prazo","Contas que registram as perdas incorridas com base em evidências objetivas passadas, mas posteriores ao reconhecimento inicial, impactantes no fluxo de caixa futuros estimados desses ativos financeiros. Os títulos para negociação não estão sujeitos a teste de “impairment”. Esta conta também registra as eventuais reversões, não se admitindo para títulos patrimoniais. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do Lalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real (art. 32, Lei nº 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010270,1.02.01.02.70,"Subconta - Ajuste a Valor Justo – Valores Mobiliários – No País - Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os ativos financeiros no país, inclusive decorrentes apenas de sua mensuração inicial ou efetuados nos objetos de hedge de valor justo. Os títulos para negociação e disponíveis para venda devem seguir a mensuração pelo valor justo até sua baixa. Referidos valores deverão ser computados na apuração Lucro Real quando da alienação ou baixa do ativo(arts. 49/53, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010290,1.02.01.02.90,"Subconta – Adoção Inicial - Valores Mobiliários - No País – Longo Prazo","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida da realização do bem, (arts. 164 e 167, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010301,1.02.01.03.01,"Títulos para Negociação - No Exterior - Longo Prazo","Contas que registram ativos financeiros, utilizados em operações de hedge ou não, cuja contraparte ou ambiente negocial tenham sede ou domicílio no exterior, sobre os quais há a intenção de negociação no curto prazo ou se a mensuração pelo valor justo diminuir ou eliminar alguma inconsistência de mensuração de acordo com a gestão financeira da empresa (fair value option) e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76.",asset_non_current,,l10n_br_account_chart_template
account_template_102010302,1.02.01.03.02,"Títulos Disponíveis para Venda - No Exterior - Longo Prazo","Contas que registram ativos financeiros, utilizados em operações de hedge ou não, cuja contraparte ou ambiente negocial tenham sede ou domicílio no exterior, sobre os quais não há definição de quando nem quais condições vai negociá-los e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Contrapartida das alterações no seu valor justo, bem como custos de transação, devem ser reconhecidos no Patrimônio Líquido até a realização do ativo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010303,1.02.01.03.03,"Títulos Mantidos até o Vencimento - No Exterior - Longo Prazo","Contas que registram ativos financeiros, cuja contraparte ou ambiente negocial tenham sede ou domicílio no exterior, com pagamentos fixos ou determináveis e com vencimento fixo, para os quais há a intenção e a capacidade de se manter até o vencimento e ainda não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Esses títulos são avaliados pelo método de custo amortizado, com os custos de transação capitalizados ao valor do ativo. Ações e outros títulos patrimoniais não devem receber esta classificação. Títulos públicos e de renda fixa constumam receber esta classificação.",asset_non_current,,l10n_br_account_chart_template
account_template_102010304,1.02.01.03.04,"Debêntures emitidas por Partes Relacionada – No Exterior - Longo Prazo","Contas que registram as debêntures de longo prazo emitidas por empresas com sede no exterior, relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12. Independente da base de mensuração utilizada ou se tais Valores Mobiliários poderiam ser classificáveis em outras contas mais genéricas de ativos financeiros.",asset_non_current,,l10n_br_account_chart_template
account_template_102010305,1.02.01.03.05,"Debêntures emitidas por Partes Não Relacionada - No Exterior - Longo Prazo","Contas que registram as debêntures de longo prazo emitidas por empresas com sede no exterior, não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12. Independente da base de mensuração utilizada ou se tais Valores Mobiliários poderiam ser classificáveis em outras contas mais genéricas de ativos financeiros.",asset_non_current,,l10n_br_account_chart_template
account_template_102010306,1.02.01.03.06,"Outros Empréstimos e Recebíveis – No Exterior - Longo Prazo","Contas que registram outros empréstimos e recebíveis de longo prazo, cuja contraparte tenha sede ou domicílio no exterior, e que não estejam melhor classificados em outras contas mais específica, mesmo que extrapolem o conceito da Lei nº 6.385/76. Registram-se neste grupo ativos financeiros com pagamentos fixos ou determináveis não cotados em um mercado ativo. Esses títulos são avaliados pelo método de custo amortizado, com os custos de transação capitalizados ao valor do ativo. Instrumentos financeiros representativos da indenização, decorrente da exploração de serviços públicos, constumam receber esta classificação(item 22, OCPC05).",asset_non_current,,l10n_br_account_chart_template
account_template_102010350,1.02.01.03.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) Valores Mobiliários – No Exterior - Longo Prazo","Contas que registram os ajustes a valor presente efetuados sobre os créditos a longo prazo. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do Lalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei nº 12.973/2014), sem prejuízo observância aos arts. 9º a 12 da Instrução Normativa SRF nº 213/2002.",asset_non_current,,l10n_br_account_chart_template
account_template_102010355,1.02.01.03.55,"(-) Perdas por Redução ao Valor Recuperável (Impairment) - Valores Mobiliário - No Exterior - Longo Prazo","Contas que registram as perdas incorridas com base em evidências objetivas passadas, mas posteriores ao reconhecimento inicial, impactantes no fluxo de caixa futuros estimados desses ativos financeiros. Os títulos para negociação não estão sujeitos a teste de “impairment”. Esta conta também registra as eventuais reversões, não se admitindo para títulos patrimoniais. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do Lalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real (art. 32, Lei nº 12.973/2014), sem prejuízo observância aos arts. 9º a 12 da Instrução Normativa SRF nº 213/2002.",asset_non_current,,l10n_br_account_chart_template
account_template_102010370,1.02.01.03.70,"Subconta - Ajuste a Valor Justo – Valores Mobiliários – No Exterior - Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os ativos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores deverão ser computados na apuração Lucro Real quando da alienação ou baixa do ativo(arts. 49/53, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6) sem prejuízo observância aos arts. 9º a 12 da Instrução Normativa SRF nº 213/2002. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010390,1.02.01.03.90,"Subconta – Adoção Inicial - Valores Mobiliários - No Exterior – Longo Prazo","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida da realização do bem, (arts. 164 e 167, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2), sem prejuízo observância aos arts. 9º a 12 da Instrução Normativa SRF nº 213/2002. Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",asset_non_current,,l10n_br_account_chart_template
account_template_102010501,1.02.01.05.01,"Créditos Fiscais CSLL - Diferenças Temporárias e Base de Cálculo Negativa - Longo Prazo","Contas que registram o valor do tributo recuperável em período futuro relacionado a diferenças temporárias dedutíveis, compensação de bases de cálculo negativas de CSLL e compensação de créditos fiscais. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",asset_non_current,,l10n_br_account_chart_template
account_template_102010502,1.02.01.05.02,"Créditos Fiscais IRPJ - Diferenças Temporárias e Prejuízos Fiscais - Longo Prazo","Contas que registram o valor do tributo recuperável em período futuro relacionado a diferenças temporárias dedutíveis, compensação de prejuízos ficais e compensação de créditos fiscais. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",asset_non_current,,l10n_br_account_chart_template
account_template_102010701,1.02.01.07.01,"Depósitos em Contencioso - Longo Prazo","Contas que registram os depósitos efetuados, decorrentes de demanda contenciosa, a qualquer título, pendentes de decisão, que se realizarão em período posterior ao exercício seguinte à data do balanço.",asset_non_current,,l10n_br_account_chart_template
account_template_102010710,1.02.01.07.10,"Outros Créditos em Contencioso - Longo Prazo","Contas que registram créditos decorrentes de demanda contenciosa, de qualquer natureza, pendentes de decisão, que se realizarão em período posterior ao exercício seguinte à data do balanço.",asset_non_current,,l10n_br_account_chart_template
account_template_102010755,1.02.01.07.55,"( - ) Perdas por Redução ao Valor Recuperável (Impairment) - Créditos em Contencioso – Longo Prazo","Contas que registram as perdas estimadas com base em evidências objetivas impactantes no fluxo de caixa futuros estimados desses créditos em contecioso. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010801,1.02.01.08.01,"IPI a Recuperar - Longo Prazo","Contas que registram o IPI a recuperar no longo prazo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010802,1.02.01.08.02,"ICMS a Recuperar - Longo Prazo","Contas que registram o ICMS a recuperar no longo prazo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010803,1.02.01.08.03,"PIS a Recuperar - Crédito Básico - Longo Prazo","Contas correspondentes ao PIS a recuperar após o final do período de apuração seguinte (longo prazo).",asset_non_current,,l10n_br_account_chart_template
account_template_102010804,1.02.01.08.04,"PIS a Recuperar - Crédito Presumido - Longo Prazo","Contas que registram o PIS a recuperar no longo prazo, decorrente de crédito presumido.",asset_non_current,,l10n_br_account_chart_template
account_template_102010805,1.02.01.08.05,"COFINS a Recuperar - Crédito Básico - Longo Prazo","Contas que registram a COFINS a recuperar no longo prazo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010806,1.02.01.08.06,"COFINS a Recuperar - Crédito Presumido - Longo Prazo","Contas que registram a COFINS a recuperar no longo prazo, decorrente de crédito presumido.",asset_non_current,,l10n_br_account_chart_template
account_template_102010807,1.02.01.08.07,"CIDE a Recuperar - Longo Prazo","Contas que registram a CIDE a recuperar no longo prazo.",asset_non_current,,l10n_br_account_chart_template
account_template_102010840,1.02.01.08.40,"Outros Impostos e Contribuições a Recuperar - Longo Prazo","Contas que registram outros impostos e contribuições a recuperar no longo prazo. Valores referentes ao ISSQN devem receber esta classificação.",asset_non_current,,l10n_br_account_chart_template
account_template_102010850,1.02.01.08.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Recuperar - Longo Prazo","Contas que registram os ajustes a valor presente efetuados sobre os tributos a recuperar. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do eLalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010855,1.02.01.08.55,"(-) Perdas por Redução ao Valor Recuperável (Impairment) - Tributos a Recuperar - Longo Prazo","Contas que registram as perdas estimadas com base em evidências objetivas impactantes no fluxo de caixa futuros estimados desses tributos a recuperar. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real (art. 32, Lei 12.973/2014).",asset_non_current,,l10n_br_account_chart_template
account_template_102010901,1.02.01.09.01,"Alugueis pagos Antecipadamente - Longo Prazo","Contas que registram pagamentos antecipados de aluguéis, cujos benefícios à pessoa jurídica ocorrerão em período posterior ao exercício seguinte à data do balanço. São valores relativos a despesas que efetivamente pertencem a período posterior ao exercício seguinte à data do balanço.",asset_non_current,,l10n_br_account_chart_template
account_template_102010902,1.02.01.09.02,"Prêmios de Seguros a Apropriar - Longo Prazo","Contas que registram pagamentos antecipados de prêmios de seguros, cujos benefícios à pessoa jurídica ocorrerão durante o exercício seguinte. São valores relativos a despesas que efetivamente pertencem a período posterior ao exercício seguinte à data do balanço.",asset_non_current,,l10n_br_account_chart_template
account_template_102010903,1.02.01.09.03,"Encargos Financeiros a Apropriar –Longo Prazo","Contas que registram pagamentos antecipados de despesas financeiras, cujos benefícios à pessoa jurídica ocorrerão após término do exercício seguinte. São valores relativos a despesas que efetivamente pertencem a períodos posteriores ao exercício seguinte.",asset_non_current,,l10n_br_account_chart_template
