id,city_id:id,start,end
zip_range_1335,city_br_1572,28740-000,28749-999
zip_range_1336,city_br_1573,44540-000,44549-999
zip_range_1337,city_br_1574,68540-000,68542-999
zip_range_1338,city_br_1575,64740-000,64744-999
zip_range_1339,city_br_1576,29370-000,29374-999
zip_range_1340,city_br_1577,48730-000,48749-999
zip_range_1341,city_br_1578,44245-000,44249-999
zip_range_1342,city_br_1579,65340-000,65344-999
zip_range_1343,city_br_1580,35858-000,35864-999
zip_range_1344,city_br_1581,35668-000,35668-999
zip_range_1345,city_br_1582,37430-000,37439-999
zip_range_1346,city_br_1583,77305-000,77307-999
zip_range_1347,city_br_1584,37548-000,37548-999
zip_range_1348,city_br_1585,13835-000,13839-999
zip_range_1349,city_br_1586,18570-000,18579-999
zip_range_1350,city_br_1587,89700-001,89729-999
zip_range_1351,city_br_1588,68685-000,68689-999
zip_range_1352,city_br_1589,58714-000,58714-999
zip_range_1353,city_br_1590,55940-000,55949-999
zip_range_1354,city_br_1591,48300-000,48309-999
zip_range_1355,city_br_1592,58322-000,58323-999
zip_range_1356,city_br_1593,46200-000,46204-999
zip_range_1357,city_br_1594,98290-000,98299-999
zip_range_1358,city_br_1595,39489-000,39489-999
zip_range_1359,city_br_1596,33500-000,33599-999
zip_range_1360,city_br_1597,78652-000,78654-999
zip_range_1361,city_br_1598,58535-000,58539-999
zip_range_1362,city_br_1599,37584-000,37585-999
zip_range_1363,city_br_1600,36415-000,36419-999
zip_range_1364,city_br_1601,35850-000,35857-999
zip_range_1365,city_br_1602,86320-000,86329-999
zip_range_1366,city_br_1603,38195-000,38199-999
zip_range_1367,city_br_1604,78254-000,78254-999
zip_range_1368,city_br_227,36400-000,36414-999
zip_range_1369,city_br_1605,86480-000,86489-999
zip_range_1370,city_br_1606,35240-000,35245-999
zip_range_1371,city_br_1607,37670-000,37679-999
zip_range_1372,city_br_1608,99680-000,99686-999
zip_range_1373,city_br_033,32000-001,32399-999
zip_range_1374,city_br_1609,83730-000,83749-999
zip_range_1375,city_br_1610,46620-000,46639-999
zip_range_1376,city_br_1611,37235-000,37239-999
zip_range_1377,city_br_1612,95955-000,95959-999
zip_range_1378,city_br_1613,57140-000,57149-999
zip_range_1379,city_br_1614,99528-000,99529-999
zip_range_1380,city_br_1615,39340-000,39349-999
zip_range_1381,city_br_1616,44250-000,44254-999
zip_range_1382,city_br_1617,85420-000,85422-999
zip_range_1383,city_br_1618,28540-000,28544-999
zip_range_1384,city_br_1619,13490-000,13494-999
zip_range_1385,city_br_1620,46280-000,46289-999
zip_range_1386,city_br_1621,89819-000,89819-999
zip_range_1387,city_br_1622,35780-000,35784-999
zip_range_1388,city_br_1623,37498-000,37499-999
zip_range_1389,city_br_1624,62160-000,62169-999
zip_range_1390,city_br_1625,58770-000,58774-999
zip_range_1391,city_br_1626,79460-000,79469-999
zip_range_1392,city_br_1627,47690-000,47699-999
zip_range_1393,city_br_1628,39200-000,39204-999
zip_range_1394,city_br_1629,86300-000,86309-999
zip_range_1395,city_br_1630,39710-000,39714-999
zip_range_1396,city_br_1631,16260-000,16264-999
zip_range_1397,city_br_1632,65415-000,65417-999
zip_range_1398,city_br_1633,38550-000,38569-999
zip_range_1399,city_br_1634,98735-000,98739-999
zip_range_1400,city_br_1635,98580-000,98589-999
zip_range_1401,city_br_1636,85557-000,85559-999
zip_range_1402,city_br_1637,59220-000,59224-999
zip_range_1403,city_br_301,35170-001,35176-999
zip_range_1404,city_br_1638,89840-000,89842-999
zip_range_1405,city_br_1639,59930-000,59939-999
zip_range_1406,city_br_1640,48590-000,48599-999
zip_range_1407,city_br_1641,64793-000,64794-999
zip_range_1408,city_br_1642,18745-000,18759-999
zip_range_1409,city_br_1643,89837-000,89837-999
zip_range_1410,city_br_1644,39635-000,39639-999
zip_range_1411,city_br_1645,36155-000,36156-999
zip_range_1412,city_br_1646,95726-000,95726-999
zip_range_1413,city_br_1647,79995-000,79999-999
zip_range_1414,city_br_1648,85550-000,85554-999
zip_range_1415,city_br_1649,36330-000,36334-999
zip_range_1416,city_br_1650,38990-000,39099-999
zip_range_1417,city_br_1651,37605-000,37609-999
zip_range_1418,city_br_1652,76145-000,76149-999
zip_range_1419,city_br_1653,35578-000,35579-999
zip_range_1420,city_br_1654,35345-000,35347-999
zip_range_1421,city_br_1655,88535-000,88537-999
zip_range_1422,city_br_1656,64980-000,64984-999
zip_range_1423,city_br_1657,55315-000,55319-999
zip_range_1424,city_br_1658,47650-000,47654-999
zip_range_1425,city_br_1659,55525-000,55529-999
zip_range_1426,city_br_1660,79300-001,79369-999
zip_range_1427,city_br_1661,72960-000,72974-999
zip_range_1428,city_br_1662,75680-000,75689-999
zip_range_1429,city_br_1663,13540-000,13549-999
zip_range_1430,city_br_1664,86970-000,86974-999
zip_range_1431,city_br_1665,76995-000,76996-999
zip_range_1432,city_br_1666,89278-000,89279-999
zip_range_1433,city_br_1667,57230-000,57239-999
zip_range_1434,city_br_1668,13150-000,13159-999
zip_range_1435,city_br_1669,15530-000,15539-999
zip_range_1436,city_br_1670,76937-000,76939-999
zip_range_1437,city_br_1671,79550-000,79555-999
zip_range_1438,city_br_1672,47900-000,47939-999
zip_range_1439,city_br_100,06700-001,06729-999
zip_range_1440,city_br_1673,95335-000,95339-999
zip_range_1441,city_br_1674,78330-000,78334-999
zip_range_1442,city_br_1675,39188-000,39189-999
zip_range_1443,city_br_1676,77750-000,77752-999
zip_range_1444,city_br_1677,99145-000,99149-999
zip_range_1445,city_br_1678,79400-000,79409-999
zip_range_1446,city_br_1679,58588-000,58589-999
zip_range_1447,city_br_1680,57320-000,57324-999
zip_range_1448,city_br_1681,63700-000,63739-999
zip_range_1449,city_br_229,63100-001,63139-999
zip_range_1450,city_br_1682,14140-000,14149-999
zip_range_1451,city_br_1683,45330-000,45339-999
zip_range_1452,city_br_145,88800-001,88819-999
zip_range_1453,city_br_1684,39885-000,39889-999
zip_range_1454,city_br_1685,48480-000,48484-999
zip_range_1455,city_br_1686,98640-000,98669-999
zip_range_1456,city_br_1687,37275-000,37277-999
zip_range_1457,city_br_1688,14460-000,14469-999
zip_range_1458,city_br_1689,96195-000,96199-999
zip_range_1459,city_br_1690,98368-000,98369-999
zip_range_1460,city_br_1691,77490-000,77492-999
zip_range_1461,city_br_1692,64995-000,64999-999
zip_range_1462,city_br_1693,39598-000,39599-999
zip_range_1463,city_br_1694,73850-000,73859-999
zip_range_1464,city_br_1695,36426-000,36427-999
zip_range_1465,city_br_1696,75230-000,75239-999
zip_range_1466,city_br_1697,37476-000,37477-999
zip_range_1467,city_br_1698,49270-000,49279-999
zip_range_1468,city_br_1699,64920-000,64922-999
zip_range_1469,city_br_1700,47950-000,47959-999
zip_range_1470,city_br_1701,76510-000,76514-999
zip_range_1471,city_br_1702,77463-000,77464-999
zip_range_1472,city_br_1703,62390-000,62399-999
zip_range_1473,city_br_1704,75635-000,75639-999
zip_range_1474,city_br_1705,35478-000,35479-999
zip_range_1475,city_br_1706,62595-000,62597-999
zip_range_1476,city_br_1707,98000-001,98059-999
zip_range_1477,city_br_1708,44380-000,44399-999
zip_range_1478,city_br_1709,58337-000,58337-999
zip_range_1479,city_br_1710,84620-000,84629-999
zip_range_1480,city_br_1711,19860-000,19864-999
zip_range_1481,city_br_1712,99665-000,99669-999
zip_range_1482,city_br_1713,12700-001,12759-999
zip_range_1483,city_br_1714,38735-000,38739-999
zip_range_1484,city_br_1715,85598-000,85599-999
zip_range_1485,city_br_1716,87400-000,87429-999
zip_range_1486,city_br_1717,69980-000,69981-999
zip_range_1487,city_br_1718,87650-000,87659-999
zip_range_1488,city_br_1719,95930-000,95932-999
zip_range_1489,city_br_1720,59375-000,59377-999
zip_range_1490,city_br_1721,37445-000,37446-999
zip_range_1491,city_br_1722,86855-000,86859-999
zip_range_1492,city_br_278,11500-001,11599-999
zip_range_1493,city_br_1723,58167-000,58169-999
zip_range_1494,city_br_031,78000-001,78109-999
zip_range_1495,city_br_1724,58175-000,58176-999
zip_range_1496,city_br_1725,58289-000,58290-999
zip_range_1497,city_br_1726,58208-000,58209-999
zip_range_1498,city_br_1727,76864-000,76865-999
zip_range_1499,city_br_1728,75760-000,75769-999
zip_range_1500,city_br_1729,55655-000,55659-999
zip_range_1501,city_br_1730,68398-000,68399-999
zip_range_1502,city_br_1731,49660-000,49669-999
zip_range_1503,city_br_1732,12530-000,12569-999
zip_range_1504,city_br_1733,89890-000,89890-999
zip_range_1505,city_br_1734,89886-000,89886-999
zip_range_1506,city_br_1735,35246-000,35247-999
zip_range_1507,city_br_1736,55460-000,55469-999
zip_range_1508,city_br_1737,48930-000,48949-999
zip_range_1509,city_br_1738,64960-000,64962-999
zip_range_1510,city_br_1739,68523-000,68523-999
zip_range_1511,city_br_008,80000-001,82999-999
zip_range_1512,city_br_1740,89520-000,89529-999
zip_range_1513,city_br_1741,84280-000,84284-999
zip_range_1514,city_br_1742,64905-000,64909-999
zip_range_1515,city_br_1743,59380-000,59389-999
zip_range_1516,city_br_1744,58291-000,58291-999
zip_range_1517,city_br_1745,39569-000,39569-999
zip_range_1518,city_br_1746,64595-000,64599-999
zip_range_1519,city_br_1747,58990-000,58992-999
zip_range_1520,city_br_1748,68815-000,68819-999
zip_range_1521,city_br_1749,64453-000,64454-999
zip_range_1522,city_br_1750,68210-000,68219-999
zip_range_1523,city_br_1751,68750-000,68759-999
zip_range_1524,city_br_1752,65268-000,65268-999
zip_range_1525,city_br_1753,78237-000,78239-999
zip_range_1526,city_br_1754,35789-000,35799-999
zip_range_1527,city_br_1755,56640-000,56669-999
zip_range_1528,city_br_1756,68973-000,68975-999
zip_range_1529,city_br_1757,73980-000,73989-999
zip_range_1530,city_br_1758,58173-000,58174-999
zip_range_1531,city_br_1759,75420-000,75429-999
zip_range_1532,city_br_1760,77910-000,77912-999
zip_range_1533,city_br_1761,45590-000,45599-999
zip_range_1534,city_br_1762,39130-000,39134-999
zip_range_1535,city_br_1763,99980-000,99989-999
zip_range_1536,city_br_1764,75730-000,75739-999
zip_range_1537,city_br_1765,65927-000,65927-999
zip_range_1538,city_br_1766,37514-000,37515-999
zip_range_1539,city_br_1767,37910-000,37919-999
zip_range_1540,city_br_1768,57480-000,57489-999
zip_range_1541,city_br_1769,38108-000,38109-999
zip_range_1542,city_br_1770,64390-000,64394-999
zip_range_1543,city_br_1771,78380-000,78389-999
zip_range_1544,city_br_1772,79790-000,79799-999
zip_range_1545,city_br_1773,63645-000,63649-999
zip_range_1546,city_br_1774,98528-000,98529-999
zip_range_1547,city_br_1775,13690-000,13699-999
zip_range_1548,city_br_1776,89910-000,89914-999
zip_range_1549,city_br_1777,36690-000,36699-999
zip_range_1550,city_br_1778,58695-000,58697-999
zip_range_1551,city_br_1779,35492-000,35494-999
zip_range_1552,city_br_1780,36210-000,36211-999
zip_range_1553,city_br_1781,97845-000,97849-999
zip_range_1554,city_br_063,09900-001,09999-999
zip_range_1555,city_br_1782,58994-000,58994-999
zip_range_1556,city_br_1783,85896-000,85897-999
zip_range_1557,city_br_1784,87990-000,87999-999
zip_range_1558,city_br_1785,85408-000,85409-999
zip_range_1559,city_br_1786,39100-000,39119-999
zip_range_1560,city_br_1787,78400-000,78409-999
zip_range_1561,city_br_1788,77300-000,77302-999
zip_range_1562,city_br_1789,42850-000,43699-999
zip_range_1563,city_br_1790,97180-000,97184-999
zip_range_1564,city_br_1791,35437-000,35437-999
zip_range_1565,city_br_1792,35984-000,35985-999
zip_range_1566,city_br_1793,89950-000,89969-999
zip_range_1567,city_br_1794,76260-000,76264-999
zip_range_1568,city_br_1795,15715-000,15717-999
zip_range_1569,city_br_1796,64785-000,64787-999
zip_range_1570,city_br_1797,49650-000,49659-999
zip_range_1571,city_br_1798,36546-000,36549-999
zip_range_1572,city_br_1799,36820-000,36827-999
zip_range_1573,city_br_1800,35265-000,35269-999
zip_range_1574,city_br_1801,29590-000,29599-999
zip_range_1575,city_br_1802,13780-000,13789-999
zip_range_1576,city_br_1803,39735-000,39739-999
zip_range_1577,city_br_131,35500-001,35516-999
zip_range_1578,city_br_1804,73865-000,73869-999
zip_range_1579,city_br_1805,77670-000,77672-999
zip_range_1580,city_br_1806,39995-000,39997-999
zip_range_1581,city_br_1807,37142-000,37142-999
zip_range_1582,city_br_1808,39912-000,39914-999
zip_range_1583,city_br_1809,15980-000,15989-999
zip_range_1584,city_br_1810,17300-000,17319-999
zip_range_1585,city_br_1811,93950-000,93989-999
zip_range_1586,city_br_1812,98385-000,98389-999
zip_range_1587,city_br_1813,79215-000,79219-999
zip_range_1588,city_br_1814,77685-000,77689-999
zip_range_1589,city_br_1815,99220-000,99239-999
zip_range_1590,city_br_1816,57560-000,57569-999
zip_range_1591,city_br_1817,85660-000,85669-999
zip_range_1592,city_br_1818,15740-000,15744-999
zip_range_1593,city_br_1819,78830-000,78834-999
zip_range_1594,city_br_1820,46165-000,46169-999
zip_range_1595,city_br_1821,38654-000,38657-999
zip_range_1596,city_br_1822,35148-000,35149-999
zip_range_1597,city_br_1823,68633-000,68634-999
zip_range_1598,city_br_1824,64620-000,64624-999
zip_range_1599,city_br_1825,96190-000,96192-999
zip_range_1600,city_br_1826,64790-000,64792-999
zip_range_1601,city_br_1827,35865-000,35874-999
zip_range_1602,city_br_1828,44560-000,44564-999
zip_range_1603,city_br_1829,96450-000,96459-999
zip_range_1604,city_br_1830,65765-000,65767-999
zip_range_1605,city_br_1831,95568-000,95571-999
zip_range_1606,city_br_1832,35440-000,35440-999
zip_range_1607,city_br_1833,37474-000,37475-999
zip_range_1608,city_br_1834,29260-000,29279-999
zip_range_1609,city_br_1835,64250-000,64252-999
zip_range_1610,city_br_1836,89155-000,89156-999
zip_range_1611,city_br_1837,36784-000,36787-999
zip_range_1612,city_br_1838,97280-000,97299-999
zip_range_1613,city_br_1839,58228-000,58229-999
zip_range_1614,city_br_1840,36213-000,36214-999
zip_range_1615,city_br_1841,35894-000,35899-999
zip_range_1616,city_br_1842,35610-000,35612-999
zip_range_1617,city_br_1843,29580-000,29589-999
zip_range_1618,city_br_1844,36513-000,36514-999
zip_range_1619,city_br_1845,37926-000,37926-999
zip_range_1620,city_br_1846,56355-000,56359-999
zip_range_1621,city_br_1847,79880-000,79889-999
zip_range_1622,city_br_1848,87485-000,87489-999
zip_range_1623,city_br_1849,13590-000,13599-999
zip_range_1624,city_br_1850,38530-000,38539-999
zip_range_1625,city_br_120,79800-000,79849-999
zip_range_1626,city_br_1851,87155-000,87159-999
zip_range_1627,city_br_1852,98925-000,98929-999
zip_range_1628,city_br_1853,89126-000,89127-999
zip_range_1629,city_br_1854,95967-000,95969-999
zip_range_1630,city_br_1855,59910-000,59919-999
zip_range_1631,city_br_1856,83590-000,83599-999
zip_range_1632,city_br_1857,75855-000,75859-999
zip_range_1633,city_br_1858,17900-000,17919-999
zip_range_1634,city_br_1859,17470-000,17474-999
zip_range_1635,city_br_1860,28650-000,28659-999
zip_range_1636,city_br_1861,58265-000,58267-999
zip_range_1637,city_br_1862,77485-000,77489-999
zip_range_1638,city_br_1863,14120-000,14139-999
zip_range_1639,city_br_1864,65625-000,65629-999
zip_range_1640,city_br_022,25000-001,25499-999
zip_range_1641,city_br_1865,36974-000,36975-999
zip_range_1642,city_br_1866,19830-000,19839-999
zip_range_1643,city_br_1867,29850-000,29879-999
zip_range_1644,city_br_1868,75945-000,75949-999
zip_range_1645,city_br_1869,75940-000,75944-999
zip_range_1646,city_br_1870,69880-000,69889-999
zip_range_1647,city_br_1871,79970-000,79974-999
zip_range_1648,city_br_1872,11960-000,11989-999
zip_range_1649,city_br_1873,68524-000,68524-999
zip_range_1650,city_br_1874,92990-000,92999-999
zip_range_1651,city_br_1875,64325-000,64329-999
zip_range_1652,city_br_1876,13350-000,13359-999
zip_range_1653,city_br_1877,64880-000,64884-999
zip_range_1654,city_br_1878,15823-000,15824-999
zip_range_1655,city_br_1879,45305-000,45309-999
zip_range_1656,city_br_1880,37110-000,37114-999
zip_range_1657,city_br_1881,58763-000,58764-999
zip_range_1658,city_br_1882,15425-000,15429-999
zip_range_1659,city_br_116,06800-001,06849-999
zip_range_1660,city_br_1883,06900-000,06949-999
zip_range_1661,city_br_1884,19350-000,19359-999
zip_range_1662,city_br_1885,95960-000,95964-999
zip_range_1663,city_br_1886,59905-000,59907-999
zip_range_1664,city_br_1887,45150-000,45154-999
zip_range_1665,city_br_1888,96610-000,96634-999
zip_range_1666,city_br_1889,85630-000,85634-999
zip_range_1667,city_br_1890,87270-000,87279-999
zip_range_1668,city_br_1891,35130-000,35134-999
zip_range_1669,city_br_1892,13165-000,13169-999
zip_range_1670,city_br_1893,39363-000,39364-999
zip_range_1671,city_br_1894,26650-000,26699-999
zip_range_1672,city_br_1895,99698-000,99699-999
zip_range_1673,city_br_1896,35324-000,35324-999
zip_range_1674,city_br_1897,98855-000,98859-999
zip_range_1675,city_br_1898,48180-000,48279-999
zip_range_1676,city_br_1899,89862-000,89864-999
zip_range_1677,city_br_1900,35490-000,35491-999
zip_range_1678,city_br_1901,85988-000,85989-999
zip_range_1679,city_br_1902,99645-000,99649-999
zip_range_1680,city_br_1903,69870-000,69879-999
zip_range_1681,city_br_1904,69934-000,69934-999
zip_range_1682,city_br_1905,59355-000,59359-999
zip_range_1683,city_br_1906,99920-000,99924-999
zip_range_1684,city_br_295,99700-001,99717-999
zip_range_1685,city_br_1907,63470-000,63474-999
zip_range_1686,city_br_1908,46180-000,46189-999
zip_range_1687,city_br_1909,88935-000,88939-999
zip_range_1688,city_br_1910,99140-000,99144-999
zip_range_1689,city_br_1911,99750-000,99759-999
zip_range_1690,city_br_1912,98390-000,98399-999
zip_range_1691,city_br_1913,89613-000,89617-999
zip_range_1692,city_br_1914,36555-000,36559-999
zip_range_1693,city_br_1915,55500-000,55509-999
zip_range_1694,city_br_1916,95380-000,95389-999
zip_range_1695,city_br_1917,35740-000,35759-999
zip_range_1696,city_br_1918,36830-000,36831-999
zip_range_1697,city_br_1919,58135-000,58139-999
zip_range_1698,city_br_1920,98635-000,98639-999
zip_range_1699,city_br_1921,87545-000,87549-999
zip_range_1700,city_br_1922,64180-000,64189-999
zip_range_1701,city_br_1923,77993-000,77994-999
zip_range_1702,city_br_1924,65750-000,65752-999
zip_range_1703,city_br_1925,85465-000,85469-999
zip_range_1704,city_br_1926,76974-000,76975-999
zip_range_1705,city_br_1927,39510-000,39515-999
zip_range_1706,city_br_1928,59180-000,59181-999
zip_range_1707,city_br_1929,37566-000,37566-999
zip_range_1708,city_br_1930,13990-000,13994-999
zip_range_1709,city_br_1931,18935-000,18939-999
zip_range_1710,city_br_1932,48370-000,48389-999
zip_range_1711,city_br_1933,99400-000,99429-999
zip_range_1712,city_br_1934,99930-000,99939-999
zip_range_1713,city_br_1935,49200-000,49219-999
zip_range_1714,city_br_1936,93600-001,93699-999
zip_range_1715,city_br_1937,93250-001,93299-999
zip_range_1716,city_br_1938,37542-000,37544-999
zip_range_1717,city_br_1939,13857-000,13859-999
zip_range_1718,city_br_1940,65975-000,65977-999
zip_range_1719,city_br_1941,95880-000,95884-999
zip_range_1720,city_br_1942,15650-000,15669-999
zip_range_1721,city_br_1943,36725-000,36729-999
zip_range_1722,city_br_1944,57625-000,57629-999
zip_range_1723,city_br_1945,35613-000,35616-999
zip_range_1724,city_br_1946,76485-000,76489-999
zip_range_1725,city_br_1947,19230-000,19249-999
zip_range_1726,city_br_1948,38525-000,38529-999
zip_range_1727,city_br_1949,96990-000,96999-999
zip_range_1728,city_br_1950,48500-000,48519-999
zip_range_1729,city_br_1951,19275-000,19279-999
zip_range_1730,city_br_1952,98860-000,98864-999
zip_range_1731,city_br_1953,36855-000,36859-999
zip_range_1732,city_br_274,45820-001,45833-999
zip_range_1733,city_br_1954,61760-000,61799-999
zip_range_1734,city_br_1955,36108-000,36109-999
zip_range_1735,city_br_1956,37640-000,37649-999
zip_range_1736,city_br_1957,59575-000,59577-999
zip_range_1737,city_br_1958,56230-000,56249-999
zip_range_1738,city_br_1959,58487-000,58488-999
zip_range_1739,city_br_1960,95333-000,95333-999
zip_range_1740,city_br_1961,76740-000,76759-999
zip_range_1741,city_br_1962,37144-000,37144-999
zip_range_1742,city_br_1963,36840-000,36843-999
zip_range_1743,city_br_1964,63185-000,63189-999
zip_range_1744,city_br_1965,68280-000,68284-999
zip_range_1745,city_br_1966,87325-000,87329-999
zip_range_1746,city_br_1967,95180-000,95184-999
zip_range_1747,city_br_1968,18870-000,18889-999
zip_range_1748,city_br_1969,64788-000,64789-999
zip_range_1749,city_br_1970,48415-000,48419-999
zip_range_1750,city_br_1971,77555-000,77557-999
zip_range_1751,city_br_1972,79700-000,79709-999
zip_range_1752,city_br_1973,86840-000,86844-999
zip_range_1753,city_br_1974,97220-000,97229-999
zip_range_1754,city_br_1975,89694-000,89699-999
zip_range_1755,city_br_1976,99655-000,99659-999
zip_range_1756,city_br_1977,76220-000,76229-999
zip_range_1757,city_br_202,83820-001,83839-999
zip_range_1758,city_br_1978,95875-000,95879-999
zip_range_1759,city_br_1979,69960-000,69969-999
zip_range_1760,city_br_1980,46446-000,46449-999
zip_range_1761,city_br_035,44000-001,44149-999
zip_range_1762,city_br_1981,57340-000,57349-999
zip_range_1763,city_br_1982,55715-000,55719-999
zip_range_1764,city_br_1983,49670-000,49679-999
zip_range_1765,city_br_1984,65995-000,65999-999
zip_range_1766,city_br_1985,39180-000,39184-999
zip_range_1767,city_br_1986,59795-000,59799-999
zip_range_1768,city_br_1987,39895-000,39899-999
zip_range_1769,city_br_1988,39237-000,39239-999
zip_range_1770,city_br_1989,95770-000,95772-999
zip_range_1771,city_br_1990,57220-000,57229-999
zip_range_1772,city_br_1991,78885-000,78886-999
zip_range_1773,city_br_1992,86950-000,86959-999
zip_range_1774,city_br_1993,84535-000,84549-999
zip_range_1775,city_br_1994,35135-000,35137-999
zip_range_1776,city_br_1995,53990-000,53999-999
zip_range_1777,city_br_1996,65964-000,65967-999
zip_range_1778,city_br_1997,59517-000,59517-999
zip_range_1779,city_br_1998,15940-000,15949-999
zip_range_1780,city_br_1999,15600-000,15619-999
zip_range_1781,city_br_2000,17455-000,17469-999
zip_range_1782,city_br_166,08500-001,08549-999
zip_range_1783,city_br_2001,68915-000,68917-999
zip_range_1784,city_br_2002,55880-000,55889-999
zip_range_1785,city_br_2003,35800-000,35809-999
zip_range_1786,city_br_2004,36815-000,36819-999
zip_range_1787,city_br_2005,84285-000,84289-999
zip_range_1788,city_br_2006,79428-000,79429-999
zip_range_1789,city_br_2007,77465-000,77469-999
zip_range_1790,city_br_2008,78290-000,78292-999
zip_range_1791,city_br_2009,44775-000,44779-999
zip_range_1792,city_br_2010,77795-000,77797-999
zip_range_1793,city_br_2011,45720-000,45724-999
zip_range_1794,city_br_2012,76105-000,76109-999
zip_range_1795,city_br_2013,57995-000,57999-999
zip_range_1796,city_br_2014,85618-000,85619-999
zip_range_1797,city_br_2015,89878-000,89878-999
zip_range_1798,city_br_2016,17870-000,17879-999
zip_range_1799,city_br_2017,87185-000,87189-999
zip_range_1800,city_br_2018,59335-000,59337-999
zip_range_1801,city_br_2019,15320-000,15329-999
zip_range_1802,city_br_2020,56850-000,56869-999
zip_range_1803,city_br_2021,95270-000,95274-999
zip_range_1804,city_br_2022,73890-000,73899-999
zip_range_1805,city_br_2023,64815-000,64819-999
zip_range_1806,city_br_2024,56400-000,56419-999
zip_range_1807,city_br_2025,87120-000,87129-999
zip_range_1808,city_br_2026,45740-000,45744-999
zip_range_1809,city_br_2027,68543-000,68544-999
zip_range_1810,city_br_2028,64563-000,64564-999
zip_range_1811,city_br_2029,35690-000,35693-999
zip_range_1812,city_br_2030,86165-000,86169-999
zip_range_1813,city_br_2031,64800-001,64814-999
zip_range_1814,city_br_2032,99910-000,99919-999
zip_range_1815,city_br_039,88000-001,88099-999
zip_range_1816,city_br_2033,86780-000,86789-999
zip_range_1817,city_br_2034,17830-000,17859-999
zip_range_1818,city_br_2035,19870-000,19879-999
zip_range_1819,city_br_2036,69670-000,69679-999
zip_range_1820,city_br_2037,99370-000,99379-999
zip_range_1821,city_br_2038,35570-000,35577-999
zip_range_1822,city_br_2039,97210-000,97219-999
zip_range_1823,city_br_268,73800-001,73819-999
zip_range_1824,city_br_2040,65943-000,65944-999
zip_range_1825,city_br_2041,85830-000,85832-999
zip_range_1826,city_br_2042,47990-000,47999-999
zip_range_1827,city_br_2043,89859-000,89859-999
zip_range_1828,city_br_2044,76470-000,76479-999
zip_range_1829,city_br_2045,38690-000,38699-999
zip_range_1830,city_br_2046,77470-000,77474-999
zip_range_1831,city_br_2047,95937-000,95939-999
zip_range_1832,city_br_2048,62115-000,62119-999
zip_range_1833,city_br_2049,88850-000,88859-999
zip_range_1834,city_br_004,60000-001,61599-999
zip_range_1835,city_br_2050,37905-000,37909-999
zip_range_1836,city_br_2051,77708-000,77709-999
zip_range_1837,city_br_2052,65805-000,65807-999
zip_range_1838,city_br_2053,98125-000,98129-999
zip_range_1839,city_br_2054,62815-000,62819-999
zip_range_1840,city_br_2055,65695-000,65699-999
zip_range_1841,city_br_2056,35760-000,35762-999
zip_range_1842,city_br_097,85850-001,85874-999
zip_range_1843,city_br_2057,85145-000,85147-999
zip_range_1844,city_br_2058,89580-000,89589-999
zip_range_1845,city_br_075,14400-001,14414-999
zip_range_1846,city_br_2059,64520-000,64524-999
zip_range_1847,city_br_2060,87570-000,87579-999
zip_range_1848,city_br_2061,64475-000,64479-999
zip_range_1849,city_br_2062,39644-000,39644-999
zip_range_1850,city_br_2063,85600-001,85609-999
zip_range_1851,city_br_2064,59902-000,59904-999
zip_range_1852,city_br_2065,39387-000,39389-999
zip_range_1853,city_br_2066,64683-000,64684-999
zip_range_1854,city_br_180,07900-001,07999-999
zip_range_1855,city_br_2067,39580-000,39589-999
zip_range_1856,city_br_2068,64645-000,64649-999
zip_range_1857,city_br_2069,39695-000,39699-999
zip_range_1858,city_br_209,07800-001,07899-999
zip_range_1859,city_br_2070,62340-000,62349-999
zip_range_1860,city_br_2071,98400-000,98409-999
zip_range_1861,city_br_2072,39840-000,39847-999
zip_range_1862,city_br_2073,35112-000,35112-999
zip_range_1863,city_br_2074,39708-000,39709-999
zip_range_1864,city_br_2075,58195-000,58199-999
zip_range_1865,city_br_2076,55780-000,55789-999
zip_range_1866,city_br_2077,49514-000,49516-999
zip_range_1867,city_br_2078,89530-000,89532-999
zip_range_1868,city_br_2079,38230-000,38239-999
zip_range_1869,city_br_2080,39870-000,39872-999
zip_range_1870,city_br_2081,64690-000,64694-999
zip_range_1871,city_br_2082,39558-000,39559-999
zip_range_1872,city_br_2083,38200-000,38209-999
zip_range_1873,city_br_2084,59890-000,59899-999
zip_range_1874,city_br_2085,29185-000,29189-999
zip_range_1875,city_br_2086,35736-000,35737-999
zip_range_1876,city_br_2087,16220-000,16229-999
zip_range_1877,city_br_2088,58492-000,58493-999
zip_range_1878,city_br_2089,17450-000,17454-999
zip_range_1879,city_br_2090,35250-000,35257-999
zip_range_1880,city_br_2091,59596-000,59597-999
zip_range_1881,city_br_2092,89838-000,89838-999
zip_range_1882,city_br_2093,55530-000,55534-999
zip_range_1883,city_br_2094,75184-000,75184-999
zip_range_1884,city_br_2095,39505-000,39507-999
zip_range_1885,city_br_2096,45450-000,45451-999
zip_range_1886,city_br_210,55290-001,55304-999
zip_range_1887,city_br_2097,49830-000,49859-999
zip_range_1888,city_br_2098,17400-000,17409-999
zip_range_1889,city_br_2099,95720-000,95725-999
zip_range_1890,city_br_2100,88495-000,88499-999
zip_range_1891,city_br_2101,68665-000,68669-999
zip_range_1892,city_br_2102,97690-000,97699-999
zip_range_1893,city_br_2103,89248-000,89248-999
zip_range_1894,city_br_2104,89110-001,89119-999
