"id","name","code","account_type","tag_ids","active","reconcile","non_trade","name@tr"
"tr791","Wages And Expenses Of Workers","791","expense","","False","False","","İŞÇİ ÜCRET VE GİDERLERİ"
"tr792","Salaries And Expenses Of Personnel","792","expense","","False","False","","MEMUR ÜCRET VE GİDERLERİ"
"tr793","External Utilities And Services Obtained","793","expense","","False","False","","DIŞARIDAN SAĞLANAN FAYDA VE HİZMETLER"
"tr794","Miscellaneous Expenses","794","expense","","False","False","","ÇEŞİTLİ GİDERLER"
"tr795","Taxes, Duties And Fees","795","expense","","False","False","","VERGİ, RESİM VE HARÇLAR"
"tr796","Depreciation And Depletion Expenses","796","expense","","False","False","","AMORTİSMANLAR VE TÜKENME PAYLARI"
"tr797","Financial Expenses","797","expense","","False","False","","FİNANSMAN GİDERLERİ"
"tr798","Reflection Account For Expenses","798","expense","","False","False","","GİDER ÇEŞİTLERİ YANSITMA HESABI"
"tr799","Cost Of Production","799","expense","","False","False","","ÜRETİM MALİYET HESABI"
"tr391001","20% VAT","391001","liability_current","","","False","","20% KDV"
"tr391002","10% VAT","391002","liability_current","","","False","","10% KDV"
"tr391003","1% VAT","391003","liability_current","","","False","","1% KDV"
"tr391004","Sales WH","391004","liability_current","","","False","","SATIŞ NOKTASI"
"tr391005","Purchases WH","391005","liability_current","","","False","","SATIN ALIMLAR NE ZAMAN"
