id,code,type,description,supplementary_unit,start_date,expiry_date
"commodity_code_2018_20089778","20089778","commodity","Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, of >= 50% by weight, groundnuts and other seeds, mixtures in which the weight of no single fruit exceeds 50% of the total weight of the fruits, and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)","","",""
"commodity_code_2018_20089792","20089792","commodity","Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg","","",""
"commodity_code_2018_20089793","20089793","commodity","Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg, n.e.s. (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)","","",""
"commodity_code_2018_20089794","20089794","commodity","Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 4,5 kg but < 5 kg","","",""
"commodity_code_2018_20089796","20089796","commodity","Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 4,5 kg but < 5 kg, n.e.s. (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)","","",""
"commodity_code_2018_20089797","20089797","commodity","Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 4,5 kg","","",""
"commodity_code_2018_20089798","20089798","commodity","Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 4,5 kg, n.e.s. (excl. mixtures of nuts, tropical fruit of a type specified in Additional Note 7 to chapter 20, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)","","",""
"commodity_code_2018_20089911","20089911","commodity","Ginger, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas","","",""
"commodity_code_2018_20089919","20089919","commodity","Ginger, prepared or preserved, containing added spirit, with actual alcoholic strength of > 11,85% mas","","",""
"commodity_code_2018_20089921","20089921","commodity","Grapes, prepared or preserved, containing added spirit, with sugar content of > 13%","","",""
"commodity_code_2018_20089923","20089923","commodity","Grapes, prepared or preserved, with added spirit, with sugar content <= 13% (excl. with sugar content > 13%)","","",""
"commodity_code_2018_20089924","20089924","commodity","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength <= 11,85% mas","","",""
"commodity_code_2018_20089928","20089928","commodity","Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of <= 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)","","",""
"commodity_code_2018_20089931","20089931","commodity","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength > 11,85% mas","","",""
"commodity_code_2018_20089934","20089934","commodity","Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of > 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)","","",""
"commodity_code_2018_20089936","20089936","commodity","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, of an actual alcoholic strength <= 11,85% mas (excl. with sugar content > 9% by weight)","","",""
"commodity_code_2018_20089937","20089937","commodity","Fruit and other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength of <= 11,85% mas (excl. with a sugar content of > 9% by weight, nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)","","",""
"commodity_code_2018_20089938","20089938","commodity","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, of an actual alcoholic strength > 11,85% mas (excl. with sugar content > 9% by weight)","","",""
"commodity_code_2018_20089940","20089940","commodity","Fruit and other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength of > 11,85% mas (excl. with a sugar content of > 9% by weight, nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)","","",""
"commodity_code_2018_20089941","20089941","commodity","Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg","","",""
"commodity_code_2018_20089943","20089943","commodity","Grapes, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg","","",""
"commodity_code_2018_20089945","20089945","commodity","Plums, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg","","",""
"commodity_code_2018_20089948","20089948","commodity","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content > 1 kg","","",""
"commodity_code_2018_20089949","20089949","commodity","Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, plums, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)","","",""
"commodity_code_2018_20089951","20089951","commodity","Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of <= 1 kg","","",""
"commodity_code_2018_20089963","20089963","commodity","Guavas, Mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content <= 1 kg (excl. mixtures)","","",""
"commodity_code_2018_20089967","20089967","commodity","Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)","","",""
"commodity_code_2018_20089972","20089972","commodity","Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg","","",""
"commodity_code_2018_20089978","20089978","commodity","Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 5 kg","","",""
"commodity_code_2018_20089985","20089985","commodity","Maize ""corn"", prepared or preserved, not containing added spirit or added sugar (excl. sweetcorn ""Zea mays var. Saccharata"")","","",""
"commodity_code_2018_20089991","20089991","commodity","Yams, sweet potatoes and similar edible parts of plants, containing >= 5% starch, prepared or preserved, not containing added spirit or added sugar (excl. frozen or dried)","","",""
"commodity_code_2018_20089999","20089999","commodity","Fruit and other edible part of plants, prepared or preserved, not containing added spirit or added sugar (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, plums, corn, yam roots, sweet potatoes and similar edible parts of plants)","","",""
"commodity_code_2018_20091111","20091111","commodity","Frozen orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20091119","20091119","commodity","Frozen orange juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20091191","20091191","commodity","Frozen orange juice, unfermented, Brix value <= 67 at 20°C, value of <= 30  per 100 kg, with > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20091199","20091199","commodity","Frozen orange juice, unfermented, Brix value <= 67 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit, with a value of <= 30  per 100 kg and with > 30% added sugar)","","",""
"commodity_code_2018_20091200","20091200","commodity","Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)","","",""
"commodity_code_2018_20091911","20091911","commodity","Orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)","","",""
"commodity_code_2018_20091919","20091919","commodity","Orange juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)","","",""
"commodity_code_2018_20091991","20091991","commodity","Orange juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. containing spirit and frozen)","","",""
"commodity_code_2018_20091998","20091998","commodity","Orange juice, unfermented, Brix value > 20 but <= 67 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen, with a value of <= 30  per 100 kg and with > 30% added sugar)","","",""
"commodity_code_2018_20092100","20092100","commodity","Grapefruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20092911","20092911","commodity","Grapefruit juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20092919","20092919","commodity","Grapefruit juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20092991","20092991","commodity","Grapefruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20092999","20092999","commodity","Grapefruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit, with a value of <= 30  per 100 kg and with > 30% added sugar)","","",""
"commodity_code_2018_20093111","20093111","commodity","Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, value of > 30  per 100 kg, containing added sugar (excl. containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093119","20093119","commodity","Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, with a value of > 30  per 100 kg (excl. containing added sugar, containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093151","20093151","commodity","Lemon juice, unfermented, Brix value <= 20 at 20°C, value of <= 30  per 100 kg, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20093159","20093159","commodity","Lemon juice, unfermented, Brix value <= 20 at 20°C, value of <= 30  per 100 kg (excl. containing spirit or added sugar)","","",""
"commodity_code_2018_20093191","20093191","commodity","Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, value of <= 30  per 100 kg, containing added sugar (excl. containing spirit, mixtures, lemon, orange and grapefruit juice)","","",""
"commodity_code_2018_20093199","20093199","commodity","Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, value of <= 30  per 100 kg (excl. containing added sugar, containing spirit, mixtures, lemon, orange and grapefruit juice)","","",""
"commodity_code_2018_20093911","20093911","commodity","Single citrus fruit juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093919","20093919","commodity","Single citrus fruit juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093931","20093931","commodity","Single citrus fruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of > 30  per 100 kg, containing added sugar (excl. containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093939","20093939","commodity","Single citrus fruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, with a value of > 30  per 100 kg (excl. containing added sugar, containing spirit, mixtures, orange juice and grapefruit juice)","","",""
"commodity_code_2018_20093951","20093951","commodity","Lemon juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20093955","20093955","commodity","Lemon juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing <= 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20093959","20093959","commodity","Lemon juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg (excl. containing spirit or added sugar)","","",""
"commodity_code_2018_20093991","20093991","commodity","Single citrus fruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. or containing spirit, mixtures, lemon, orange and grapefruit juice)","","",""
"commodity_code_2018_20093995","20093995","commodity","Single citrus fruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing <= 30% added sugar (excl. containing spirit, mixtures, lemon, orange and grapefruit juice)","","",""
"commodity_code_2018_20093999","20093999","commodity","Single citrus fruit juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg (excl. containing added sugar, containing spirit, mixtures, lemon, orange and grapefruit juice)","","",""
"commodity_code_2018_20094192","20094192","commodity","Pineapple juice, unfermented, Brix value <= 20 at 20°C, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20094199","20094199","commodity","Pineapple juice, unfermented, Brix value <= 20 at 20°C (excl. containing added sugar or containing spirit)","","",""
"commodity_code_2018_20094911","20094911","commodity","Pineapple juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20094919","20094919","commodity","Pineapple juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20094930","20094930","commodity","Pineapple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of > 30  per 100 kg, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20094991","20094991","commodity","Pineapple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20094993","20094993","commodity","Pineapple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing <= 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20094999","20094999","commodity","Pineapple juice, unfermented, Brix value > 20 but <= 67 at 20°C (excl. containing added sugar or containing spirit)","","",""
"commodity_code_2018_20095010","20095010","commodity","Tomato juice of a dry extract content < 7% by weight, containing added sugar, unfermented (excl. containing added spirit)","","",""
"commodity_code_2018_20095090","20095090","commodity","Tomato juice of a dry extract content < 7% by weight, unfermented (excl. containing added sugar or spirit)","","",""
"commodity_code_2018_20096110","20096110","commodity","Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, value of > 18  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20096190","20096190","commodity","Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, value of <= 18  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20096911","20096911","commodity","Grape juice, incl. grape must, unfermented, Brix value > 67 at 20°C, value of <= 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20096919","20096919","commodity","Grape juice, incl. grape must, unfermented, Brix value > 67 at 20°C, value of > 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20096951","20096951","commodity","Concentrated grape juice, incl. grape must, unfermented, Brix value > 30 but <= 67 at 20°C, value of > 18  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20096959","20096959","commodity","Grape juice, incl. grape must, unfermented, Brix value > 30 but <= 67 at 20°C, value of > 18  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. concentrated or containing spirit)","","",""
"commodity_code_2018_20096971","20096971","commodity","Concentrated grape juice, incl. grape must, unfermented, Brix value > 30 but <= 67 at 20°C, value of <= 18  per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20096979","20096979","commodity","Grape juice, incl. grape must, unfermented, Brix value > 30 but <= 67 at 20°C, value of <= 18  per 100 kg, containing > 30% added sugar (excl. concentrated or containing spirit)","","",""
"commodity_code_2018_20096990","20096990","commodity","Grape juice, incl. grape must, unfermented, Brix value > 30 but <= 67 at 20°C, value of <= 18  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing > 30% added sugar or containing spirit)","","",""
"commodity_code_2018_20097120","20097120","commodity","Apple juice, unfermented, Brix value <= 20 at 20°C, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20097199","20097199","commodity","Apple juice, unfermented, Brix value <= 20 at 20°C (excl. containing added sugar or containing spirit)","","",""
"commodity_code_2018_20097911","20097911","commodity","Apple juice, unfermented, Brix value > 67 at 20°C, value of <= 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20097919","20097919","commodity","Apple juice, unfermented, Brix value > 67 at 20°C, value of > 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20097930","20097930","commodity","Apple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of > 18  per 100 kg, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20097991","20097991","commodity","Apple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 18  per 100 kg, d containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20097998","20097998","commodity","Apple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 18  per 100 kg and containing <= 30% added sugar, or containing no added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098111","20098111","commodity","Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of <=  30 per 100 kg (excl. containing spirit)","","",""
"commodity_code_2018_20098119","20098119","commodity","Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of >  30 per 100 kg (excl. containing spirit)","","",""
"commodity_code_2018_20098131","20098131","commodity","Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, Brix value <= 67 at 20°C, value of >  30 per 100 kg, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098151","20098151","commodity","Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098159","20098159","commodity","Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing <= 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098195","20098195","commodity","Juice of fruit of the species Vaccinium macrocarpon, unfermented, Brix value <= 67 at 20°C (excl. containing added sugar or spirit)","","",""
"commodity_code_2018_20098199","20098199","commodity","Cranberry ""Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, Brix value <= 67 at 20°C (excl. containing spirit or added sugar)","","",""
"commodity_code_2018_20098911","20098911","commodity","Pear juice, unfermented, Brix value > 67 at 20°C, value of <= 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20098919","20098919","commodity","Pear juice, unfermented, Brix value > 67 at 20°C, value of > 22  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)","","",""
"commodity_code_2018_20098934","20098934","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of <=  30 per 100 kg (excl. mixtures)","","",""
"commodity_code_2018_20098935","20098935","commodity","Juice of fruit or vegetables, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of <=  30 per 100 kg (excl. mixtures and juice of citrus fruit, passion fruit, mangoes, mangosteens, papaws ""papayas"", jackfruit, guavas, tamarinds, cashew apples, lychees, sapodillo plums, carambola or pitahaya, pineapples, tomatoes, grapes, apples, cranberries and pears)","","",""
"commodity_code_2018_20098936","20098936","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of >  30 per 100 kg (excl. containing spirit and mixtures)","","",""
"commodity_code_2018_20098938","20098938","commodity","Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening matter, Brix value > 67 at 20°C, value of >  30 per 100 kg (excl. containing spirit, mixtures and juice of citrus fruits, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, pineapples, tomatoes, grapes incl. grape must, apples, cranberries and pears)","","",""
"commodity_code_2018_20098950","20098950","commodity","Pear juice, unfermented, Brix value <= 67 at 20°C, value of > 18  per 100 kg, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098961","20098961","commodity","Pear juice, unfermented, Brix value <= 67 at 20°C, value of <= 18  per 100 kg, containing > 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098963","20098963","commodity","Pear juice, unfermented, Brix value <= 67 at 20°C, value of <= 18  per 100 kg, containing <= 30% added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098969","20098969","commodity","Pear juice, unfermented, Brix value <= 67 at 20°C (excl. containing added sugar or containing spirit)","","",""
"commodity_code_2018_20098971","20098971","commodity","Cherry juice, unfermented, Brix value <= 67 at 20°C, value of >  30 per 100 kg net weight, containing added sugar (excl. containing spirit)","","",""
"commodity_code_2018_20098973","20098973","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C, value of >  30 per 100 kg net weight, containing added sugar (excl. mixtures or containing spirit)","","",""
"commodity_code_2018_20098979","20098979","commodity","Juice of fruit or vegetables, unfermented, Brix value <= 67 at 20°C, value of >  30 per 100 kg, containing added sugar (excl. mixtures or containing spirit and juice of citrus fruits, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, pineapples, tomatoes, grapes incl. grape must, apples, cranberries, pears and cherries)","","",""
"commodity_code_2018_20098985","20098985","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing > 30% added sugar (excl. mixtures or containing spirit)","","",""
"commodity_code_2018_20098986","20098986","commodity","Juice of fruit or vegetables, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing > 30% added sugar (excl. mixtures or containing spirit, and juice of citrus fruits, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, pineapples, tomatoes, grapes incl. grape must, apples, cranberries and pears)","","",""
"commodity_code_2018_20098988","20098988","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing <= 30% added sugar (excl. mixtures or containing spirit)","","",""
"commodity_code_2018_20098989","20098989","commodity","Juice of fruit or vegetables, unfermented, Brix value <= 67 at 20°C, value of <=  30 per 100 kg, containing <= 30% added sugar (excl. mixtures or containing spirit, and juice of citrus fruits, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, pineapples, tomatoes, grapes incl. grape must, apples, cranberries and pears)","","",""
"commodity_code_2018_20098996","20098996","commodity","Cherry juice, unfermented, Brix value <= 67 at 20°C (excl. containing added sugar or containing spirit)","","",""
"commodity_code_2018_20098997","20098997","commodity","Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C (excl. mixtures, and containing added sugar or containing spirit)","","",""
