"id","name","code","account_type","tag_ids","reconcile","name@bg"
"l10n_bg_933","Debtors by collection operations","933","off_balance","","False","Дебитори по операции за инкасиране"
"l10n_bg_934","Receivables from derivative transactions","934","off_balance","","False","Вземания по дериватни сделки"
"l10n_bg_941","Receivables from spot transactions","941","off_balance","","False","Вземания по спот операции"
"l10n_bg_942","Write-off of outstanding receivables in banks","942","off_balance","","False","Отписани непогасени вземания в банките"
"l10n_bg_943","Debtors on collection operations in banks","943","off_balance","","False","Дебитори по операции за инкасиране в банките"
"l10n_bg_945","Contingent receivables from other banking operations","945","off_balance","","False","Условни вземания по други банкови операции"
"l10n_bg_951","Guarantees and other similar contingent liabilities","951","off_balance","","False","Гаранции и други подобни непредвидени задължения"
"l10n_bg_952","Irrevocable commitments","952","off_balance","","False","Неотменяеми ангажименти"
"l10n_bg_953","Cancellable commitments","953","off_balance","","False","Задължения по дериватни сделки"
"l10n_bg_954","Liabilities under spot operations","954","off_balance","","False","Задължения по спот операции"
"l10n_bg_955","Liabilities under derivative transactions","955","off_balance","","False","Задължения по дериватни сделки"
"l10n_bg_956","Contingent liabilities on other banking operations","956","off_balance","","False","Условни задължения по други банкови операции"
"l10n_bg_961","Reserve fund","961","off_balance","","False","Резервна каса"
"l10n_bg_962","Assets in use, reported","962","off_balance","","False","Активи в употреба, отчете"
"l10n_bg_971","Issue reserve","971","off_balance","","False","Емисионен резерв"
"l10n_bg_972","Own issues out of circulation with expired term for exchange","972","off_balance","","False","Собствени емисии извън обращение с изтекъл срок за обмяна"
"l10n_bg_981","Reserve account","981","off_balance","","False","Сметка по резервите"
"l10n_bg_982","Accounts receivable","982","off_balance","","False","Сметки по изискуеми обезпечения"
"l10n_bg_983","Commitments on authorized loans","983","off_balance","","False","Ангажименти по резрешени кредити"
"l10n_bg_984","Various statistical accounts","984","off_balance","","False","Разни статистически сметки"
"l10n_bg_989","Other contingent asset accounts","985","off_balance","","False","Други сметки за условни активи"
"l10n_bg_991","Other contingent liability accounts","991","off_balance","","False","Други сметки за условни пасиви"
