"id","name","code","account_type","reconcile","non_trade","name@sk","description","description@sk","tax_ids","depreciation_model_id"
"chart_sk_312000","Bills of exchange to be collected","312000","asset_receivable","True","False","Zmenky na inkaso","Bills of exchange received from customers that are awaiting collection.","Zmenky prijaté od odberateľov, ktoré čakajú na inkaso.","",""
"chart_sk_313000","Receivables for discounted securities","313000","asset_receivable","True","False","Pohľadávky za eskontované cenné papiere","Receivables held against securities that have been discounted with a bank.","Pohľadávky voči cenným papierom, ktoré boli eskontované u banky.","",""
"chart_sk_314000","Advances granted","314000","asset_receivable","True","False","Poskytnuté preddavky","Advance payments made to suppliers ahead of future delivery of goods or services.","Preddavky poskytnuté dodávateľom pred budúcim dodaním tovaru alebo služieb.","",""
"chart_sk_314100","Advances granted for inventory","314100","asset_receivable","True","False","Zálohy poskytnuté na zásoby","Advance payments made specifically for future inventory deliveries.","Zálohy poskytnuté konkrétne na budúce dodanie zásob.","",""
"chart_sk_314200","Advances for financial assets","314200","asset_current","True","False","Zálohy na finančné aktíva","Advance payments made for the future acquisition of financial assets.","Zálohy poskytnuté na budúce obstaranie finančných aktív.","",""
"chart_sk_315000","Other receivables","315000","asset_receivable","True","False","Iné pohľadávky","Other receivables not classified as trade, employee, or shareholder receivables.","Ostatné pohľadávky nezaradené medzi obchodné, zamestnanecké alebo spoločnícke pohľadávky.","",""
"chart_sk_316000","Net contract value","316000","asset_receivable","True","False","Čistá hodnota zákazky","Net contractual asset representing amounts earned on contracts but not yet invoiced.","Čistá zmluvná hodnota predstavujúca sumy zarobené na zákazkách, ktoré ešte neboli vyfakturované.","",""
"chart_sk_316100","Net contract value (Long-term)","316100","asset_non_current","False","False","Čistá hodnota zmluvy (dlhodobá)","Long-term portion of the net contract asset described in account 316000.","Dlhodobá časť čistej zmluvnej hodnoty popísanej v účte 316000.","",""
"chart_sk_321000","Suppliers","321000","liability_payable","True","False","Dodávatelia","Amounts owed by the company to suppliers for goods or services received on credit.","Sumy, ktoré spoločnosť dlží dodávateľom za prijatý tovar alebo služby na úver.","",""
"chart_sk_321200","Suppliers (Long term)","321200","liability_payable","True","False","Dodávatelia (dlhodobí)","Trade payables owed to suppliers with settlement due beyond one year.","Záväzky voči dodávateľom so splatnosťou dlhšou ako jeden rok.","",""
"chart_sk_321300","Suppliers (Group - Short-term)","321300","liability_payable","True","False","Dodávatelia (skupina – krátkodobí)","Short-term trade payables owed to group companies.","Krátkodobé záväzky voči dodávateľom v rámci skupiny.","",""
"chart_sk_321400","Suppliers (Interco - LT)","321400","liability_payable","True","False","Dodávatelia (Interco - dlhodobí)","Long-term trade payables owed to intercompany suppliers.","Dlhodobé záväzky voči dodávateľom v rámci skupiny (interco).","",""
"chart_sk_321500","Suppliers (Assoc. - Short-term)","321500","liability_payable","True","False","Dodávatelia (asociovaní - krátkodobí)","Short-term trade payables owed to associated companies.","Krátkodobé záväzky voči pridruženým spoločnostiam.","",""
"chart_sk_321600","Suppliers (Associate - LT)","321600","liability_payable","True","False","Dodávatelia (spoločník - dlhodobí)","Long-term trade payables owed to associated companies.","Dlhodobé záväzky voči pridruženým spoločnostiam.","",""
"chart_sk_322000","Bills of exchange","322000","liability_current","False","False","Zmenky na úhradu","Bills of exchange issued by the company that are payable to suppliers.","Zmenky vystavené spoločnosťou, ktoré sú splatné dodávateľom.","",""
"chart_sk_322100","Bills of Exchange (interco)","322100","liability_current","False","False","Zmenky (interco)","Bills of exchange payable to intercompany counterparties.","Zmenky splatné voči prepojeným spoločnostiam v rámci skupiny.","",""
"chart_sk_322200","Bills of Exchange (Associates)","322200","liability_current","False","False","Zmenky (spoločníci)","Bills of exchange payable to associated companies.","Zmenky splatné voči pridruženým spoločnostiam.","",""
"chart_sk_323000","Short-term reserves","323000","liability_current","False","False","Krátkodobé rezervy","Short-term provisions recognized for anticipated obligations or risks.","Krátkodobé rezervy vytvorené na predpokladané záväzky alebo riziká.","",""
"chart_sk_324000","Advances received","324000","liability_current","False","False","Prijaté preddavky","Advance payments received from customers ahead of delivering goods or services.","Preddavky prijaté od odberateľov pred dodaním tovaru alebo služieb.","",""
"chart_sk_324300","Advances Received (interco)","324300","liability_current","False","False","Prijaté zálohy (medzipodnikové)","Advance payments received from intercompany customers.","Preddavky prijaté od odberateľov v rámci skupiny.","",""
"chart_sk_324500","Advances Received (Associates)","324500","liability_current","False","False","Prijaté zálohy (spoločníci)","Advance payments received from associated companies.","Preddavky prijaté od pridružených spoločností.","",""
"chart_sk_325000","Other liabilities","325000","liability_current","False","False","Iné záväzky","Other payables not classified as trade, employee, or tax liabilities.","Ostatné záväzky nezaradené medzi obchodné, zamestnanecké alebo daňové záväzky.","",""
"chart_sk_326000","Uninvoiced deliveries","326000","liability_current","False","False","Nevyfakturované dodávky","Liabilities for goods or services received but not yet formally invoiced by the supplier.","Záväzky za prijatý tovar alebo služby, ktoré ešte neboli formálne vyfakturované dodávateľom.","",""
"chart_sk_331000","Employees (net wages)","331000","liability_current","False","False","Zamestnanci","Net wages and salaries owed to employees for work performed.","Čisté mzdy a platy dlžné zamestnancom za vykonanú prácu.","",""
"chart_sk_333000","Other payables to employees","333000","liability_current","False","False","Ostatné záväzky voči zamestnancom","Other amounts owed to employees beyond standard net wages, such as reimbursements.","Ostatné sumy dlžné zamestnancom nad rámec štandardnej čistej mzdy, napríklad refundácie.","",""
"chart_sk_335000","Claims on employees","335000","asset_current","False","False","Pohľadávky voči zamestnancom","Amounts owed by employees to the company, such as travel advance settlements.","Sumy, ktoré dlžia zamestnanci spoločnosti, napríklad vyúčtovanie cestovných preddavkov.","",""
"chart_sk_336000","Settlement with social security and health insurance bodies","336000","liability_current","False","False","Zúčtovanie s orgánmi sociálneho zabezpečenia a zdravotného poistenia","Amounts due to or from social security and health insurance authorities.","Sumy dlžné voči orgánom sociálneho zabezpečenia a zdravotného poistenia alebo od nich.","",""
"chart_sk_341000","Income tax","341000","liability_current","False","False","Daň z príjmov","Corporate income tax liability owed to the tax authorities.","Záväzok z dane z príjmov voči daňovému úradu.","",""
"chart_sk_342000","Other direct taxes","342000","liability_current","False","False","Ostatné priame dane","Other direct taxes owed by the company beyond corporate income tax.","Ostatné priame dane, ktoré spoločnosť dlží nad rámec dane z príjmov.","",""
"chart_sk_343000","Value added tax","343000","liability_current","False","False","Daň z pridanej hodnoty","Value added tax position with the tax authorities before splitting into rate-specific sub-accounts.","Pozícia dane z pridanej hodnoty voči daňovému úradu pred rozdelením na účty podľa sadzby.","",""
"chart_sk_343110","VAT lower purchase rate","343110","asset_current","False","False","DPH nižšia sadzba vstup","Input VAT charged on purchases subject to the reduced VAT rate.","Vstupná DPH účtovaná na nákupy podliehajúce zníženej sadzbe DPH.","",""
"chart_sk_343120","VAT base purchase rate","343120","asset_current","False","False","DPH základná sadzba vstup","Input VAT charged on purchases subject to the standard VAT rate.","Vstupná DPH účtovaná na nákupy podliehajúce základnej sadzbe DPH.","",""
"chart_sk_343210","VAT lower sales rate","343210","liability_current","False","False","DPH nižšia sadzba výstup","Output VAT charged on sales subject to the reduced VAT rate.","Výstupná DPH účtovaná na tržby podliehajúce zníženej sadzbe DPH.","",""
"chart_sk_343220","VAT base sales rate","343220","liability_current","False","False","DPH základná sadzba výstup","Output VAT charged on sales subject to the standard VAT rate.","Výstupná DPH účtovaná na tržby podliehajúce základnej sadzbe DPH.","",""
"chart_sk_343900","VAT Payable current account","343900","liability_payable","True","True","Bežný účet splatný DPH","Current VAT payable position summarizing the net amount owed to the tax authorities.","Bežná splatná pozícia DPH sumarizujúca čistú sumu dlžnú daňovému úradu.","",""
"chart_sk_343910","Vat Receivable current account","343910","asset_receivable","True","True","Bežný účet s pohľadávkou DPH","Current VAT receivable position summarizing the net amount reclaimable from the tax authorities.","Bežná pohľadávková pozícia DPH sumarizujúca čistú sumu nárokovateľnú od daňového úradu.","",""
"chart_sk_345000","Other taxes and charges","345000","liability_current","False","False","Ostatné dane a poplatky","Other taxes and administrative charges owed by the company besides income tax and VAT.","Ostatné dane a poplatky, ktoré spoločnosť dlží mimo dane z príjmov a DPH.","",""
"chart_sk_346000","Subsidies from the state budget","346000","liability_current","False","False","Dotácie zo štatneho rozpočtu","Subsidies and grants received or receivable from the state budget.","Dotácie a granty prijaté alebo nárokovateľné zo štátneho rozpočtu.","",""
"chart_sk_347000","Other deliveries","347000","liability_current","False","False","Ostatné dodácie","Other deliveries and related liabilities not classified as standard trade payables.","Ostatné dodávky a súvisiace záväzky nezaradené medzi štandardné obchodné záväzky.","",""
"chart_sk_351000","Amounts due from related entities and participating entities","351000","asset_current","False","False","Pohľadávky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti","Receivables owed to the company by related entities and entities under participating interest.","Pohľadávky voči prepojeným účtovným jednotkám a jednotkám s podielovou účasťou.","",""
"chart_sk_351100","Other LT receivables - Related Parties","351100","asset_non_current","False","False","Ostatné pohľadávky LT - prepojené osoby","Other long-term receivables owed by related parties.","Ostatné dlhodobé pohľadávky voči prepojeným osobám.","",""
"chart_sk_351200","Other LT receivables - Participating Interests","351200","asset_non_current","False","False","Ostatné dlhodobé pohľadávky - podielové účasti","Other long-term receivables owed by entities under participating interest.","Ostatné dlhodobé pohľadávky voči účtovným jednotkám s podielovou účasťou.","",""
"chart_sk_351300","Other ST receivables - Related Parties","351300","asset_current","False","False","Ostatné krátkodobé pohľadávky - prepojené osoby","Other short-term receivables owed by related parties.","Ostatné krátkodobé pohľadávky voči prepojeným osobám.","",""
"chart_sk_351400","Other ST receivables - Participating Interests","351400","asset_current","False","False","Ostatné krátkodobé pohľadávky - podielové účasti","Other short-term receivables owed by entities under participating interest.","Ostatné krátkodobé pohľadávky voči účtovným jednotkám s podielovou účasťou.","",""
"chart_sk_353000","Receivables for subscribed equity","353000","equity","False","False","Pohľadávky za upísané vlastné imanie","Receivables for share capital that has been subscribed but not yet paid in by shareholders.","Pohľadávky za upísané základné imanie, ktoré ešte nebolo splatené spoločníkmi.","",""
"chart_sk_354000","Claims on shareholders and members in settlement of losses","354000","asset_current","False","False","Pohľadávky voči spoločníkom a členom pri úhrade straty","Amounts owed by shareholders or members to cover a settled loss.","Sumy dlžné spoločníkmi alebo členmi na úhradu vysporiadanej straty.","",""
"chart_sk_355000","Other receivables from shareholders and members","355000","asset_current","False","False","Ostatné pohľadávky voči spoločníkom a členom","Other receivables owed by shareholders and members not classified elsewhere.","Ostatné pohľadávky voči spoločníkom a členom nezaradené inde.","",""
"chart_sk_355100","LT Receivables from partners & members","355100","asset_non_current","False","False","Dlhodobé pohľadávky od partnerov a členov","Long-term receivables owed by partners and members.","Dlhodobé pohľadávky voči partnerom a členom.","",""
"chart_sk_358000","Claims on participants in the association","358000","asset_current","False","False","Pohľadávky voči účastníkom združenia","Receivables owed by participants in an association or joint venture.","Pohľadávky voči účastníkom združenia.","",""
"chart_sk_361000","Liabilities within the consolidated entity","361000","liability_current","False","False","Záväzky v rámci konsolidovaného celku","Liabilities owed within the group to entities under common control.","Záväzky v rámci skupiny voči jednotkám pod spoločnou kontrolou.","",""
"chart_sk_361100","Liabilities to group (Short-term)","361100","liability_current","False","False","Záväzky voči skupine (krátkodobé)","Short-term liabilities owed to other group companies.","Krátkodobé záväzky voči ostatným spoločnostiam v skupine.","",""
"chart_sk_361200","Liabilities to Associates (ST)","361200","liability_current","False","False","Záväzky voči pridruženým spoločnostiam (krátkodobé)","Short-term liabilities owed to associated companies.","Krátkodobé záväzky voči pridruženým spoločnostiam.","",""
"chart_sk_364000","Liabilities to shareholders and members on distribution of profits","364000","liability_current","False","False","Záväzky voči spoločníkom a členom pri rozdeľovaní zisku","Liabilities owed to shareholders and members for profit distributions declared but not yet paid.","Záväzky voči spoločníkom a členom za deklarované, no ešte nevyplatené rozdelenie zisku.","",""
"chart_sk_365000","Other liabilities to shareholders and members","365000","liability_current","False","False","Ostatné záväzky voči spoločníkom a členom","Other liabilities owed to shareholders and members not classified as profit distribution.","Ostatné záväzky voči spoločníkom a členom nezaradené ako rozdelenie zisku.","",""
"chart_sk_366000","Liabilities to partners and members from dependent activities","366000","liability_current","False","False","Záväzky voči spoločníkom a členom zo závislej činnosti","Liabilities owed to partners and members arising from dependent (employment-like) activities.","Záväzky voči spoločníkom a členom vyplývajúce zo závislej činnosti.","",""
"chart_sk_367000","Liabilities arising from subscriptions for outstanding securities and deposits","367000","liability_current","False","False","Záväzky z upísaných nesplatených cenných papierov a vkladov","Liabilities arising from subscribed but not yet paid-up securities and capital deposits.","Záväzky z upísaných, no ešte nesplatených cenných papierov a kapitálových vkladov.","",""
"chart_sk_368000","Liabilities to participants in the association","368000","liability_current","False","False","Záväzky voči účastníkom združenia","Liabilities owed to participants in an association or joint venture.","Záväzky voči účastníkom združenia.","",""
"chart_sk_371000","Receivables from the sale of a business","371000","asset_current","False","False","Pohľadávky z predaja podniku","Receivables arising from the sale of a business or part of a business.","Pohľadávky vzniknuté z predaja podniku alebo jeho časti.","",""
"chart_sk_372000","Liabilities from acquisition (ST)","372000","liability_current","False","False","Záväzky z akvizície (krátkodobé)","Short-term liabilities arising from the acquisition of a business.","Krátkodobé záväzky vzniknuté z akvizície podniku.","",""
"chart_sk_372200","Liabilities from acquisition (LT)","372200","liability_non_current","False","False","Záväzky z akvizície (dlhodobé)","Long-term liabilities arising from the acquisition of a business.","Dlhodobé záväzky vzniknuté z akvizície podniku.","",""
"chart_sk_373000","Fixed-term receivables and payables","373000","asset_current","False","False","Pohľadávky a záväzky z pevných termínových operácií","Receivables and payables arising from fixed-term (forward) financial operations.","Pohľadávky a záväzky vzniknuté z pevných termínových operácií.","",""
"chart_sk_373100","Receivables from derivative operations","373100","asset_non_current","False","False","Pohľadávky z derivátových operácií","Receivables arising from derivative financial operations.","Pohľadávky vzniknuté z derivátových operácií.","",""
"chart_sk_373200","Receivables from derivative operations (Long-term)","373200","asset_non_current","False","False","Pohľadávky z derivátových operácií (dlhodobé)","Long-term receivables arising from derivative financial operations.","Dlhodobé pohľadávky vzniknuté z derivátových operácií.","",""
"chart_sk_374000","Lease receivables","374000","asset_current","False","False","Pohľadávky z nájmu","Receivables owed to the company under lease arrangements.","Pohľadávky voči nájomcom vyplývajúce z nájomných zmlúv.","",""
"chart_sk_375000","Receivables from bonds issued","375000","asset_current","False","False","Pohľadávky z vydaných dlhopisov","Receivables related to bonds issued by the company.","Pohľadávky súvisiace s dlhopismi vydanými spoločnosťou.","",""
"chart_sk_376000","Purchased options","376000","asset_current","False","False","Nakúpené opcie","Value of financial options purchased by the company.","Hodnota finančných opcií nakúpených spoločnosťou.","",""
"chart_sk_377000","Options sold","377000","liability_current","False","False","Predané opcie","Value of financial options written (sold) by the company.","Hodnota finančných opcií vypísaných (predaných) spoločnosťou.","",""
"chart_sk_378000","Other receivables","378000","asset_receivable","True","False","Iné pohľadávky","Other receivables not classified under the standard receivable categories.","Ostatné pohľadávky nezaradené v štandardných kategóriách pohľadávok.","",""
"chart_sk_378100","Other long-term receivables","378100","asset_non_current","False","False","Ostatné dlhodobé pohľadávky","Other long-term receivables not classified elsewhere.","Ostatné dlhodobé pohľadávky nezaradené inde.","",""
"chart_sk_379000","Other liabilities","379000","liability_current","False","False","Iné záväzky","Other liabilities not classified under the standard payable categories.","Ostatné záväzky nezaradené v štandardných kategóriách záväzkov.","",""
"chart_sk_381000","Deferred charges (Short-term)","381000","asset_current","False","False","Náklady budúcich období","Prepaid expenses relating to future periods, expected to reverse within one year.","Náklady budúcich období očakávané na zúčtovanie do jedného roka.","",""
"chart_sk_381100","Deferred charges (Long-term)","381100","asset_non_current","False","False","Odložené náklady (dlhodobé)","Prepaid expenses relating to future periods beyond one year.","Náklady budúcich období očakávané na zúčtovanie po viac ako jednom roku.","",""
"chart_sk_382000","Comprehensive deferred charges (Short-term)","382000","asset_current","False","False","Komplexné náklady budúcich období","Comprehensive multi-period deferred charges expected to reverse within one year.","Komplexné náklady budúcich období očakávané na zúčtovanie do jedného roka.","",""
"chart_sk_382100","Comprehensive deferred charges (LT)","382100","asset_non_current","False","False","Komplexné odložené náklady (dlhodobé)","Comprehensive multi-period deferred charges expected to reverse beyond one year.","Komplexné náklady budúcich období očakávané na zúčtovanie po viac ako jednom roku.","",""
"chart_sk_383000","Deferred expenses","383000","liability_current","False","False","Výdaje budúcich období","Accrued expenses relating to costs incurred but not yet invoiced.","Výdavky budúcich období vzťahujúce sa na vzniknuté, no ešte nevyfakturované náklady.","",""
"chart_sk_383100","Accrued expenses (Short-term)","383100","liability_current","False","False","Výdaje budúcich období","Short-term accrued expenses expected to be settled within one year.","Krátkodobé výdavky budúcich období, ktoré sa očakávajú vysporiadať do jedného roka.","",""
"chart_sk_383200","Accrued expenses (Long-term)","383200","liability_non_current","False","False","Výdaje budúcich období","Long-term accrued expenses expected to be settled beyond one year.","Dlhodobé výdavky budúcich období, ktoré sa očakávajú vysporiadať po viac ako jednom roku.","",""
"chart_sk_384000","Deferred revenue","384000","liability_current","False","False","Výnosy budúcich období","Revenue received or invoiced in advance of the period to which it relates.","Výnosy prijaté alebo vyfakturované vopred pred obdobím, ktorého sa týkajú.","",""
"chart_sk_384100","Deferred income (Short-term)","384100","liability_current","False","False","Odložené príjmy (krátkodobé)","Short-term deferred income expected to be recognized within one year.","Krátkodobé výnosy budúcich období očakávané na zaúčtovanie do jedného roka.","",""
"chart_sk_384200","Deferred income (Long-term)","384200","liability_non_current","False","False","Odložené príjmy (dlhodobé)","Long-term deferred income expected to be recognized beyond one year.","Dlhodobé výnosy budúcich období očakávané na zaúčtovanie po viac ako jednom roku.","",""
"chart_sk_385000","Accrued income (Short-term)","385000","asset_current","False","False","Náklady budúcich období (krátkodobé)","Income earned but not yet invoiced, expected to be collected within one year.","Príjmy zarobené, no ešte nevyfakturované, očakávané na inkaso do jedného roka.","",""
"chart_sk_385100","Accrued income (Long-term)","385100","asset_non_current","False","False","Náklady budúcich období (dlhodobé)","Income earned but not yet invoiced, expected to be collected beyond one year.","Príjmy zarobené, no ešte nevyfakturované, očakávané na inkaso po viac ako jednom roku.","",""
"chart_sk_391000","Allowance for trade receivables","391000","asset_current","False","False","Opravná položka k pohľadávkam","Impairment allowance recognized against trade receivables.","Opravná položka vytvorená k pohľadávkam z obchodného styku.","",""
"chart_sk_391100","Allowance for LT trade receivables","391100","asset_non_current","False","False","Opravná položka k dlhodobým pohľadávkam z obchodného styku","Impairment allowance recognized against long-term trade receivables.","Opravná položka vytvorená k dlhodobým pohľadávkam z obchodného styku.","",""
"chart_sk_391110","Allowance for trade receivables","391110","asset_non_current","False","False","Opravná položka k pohľadávkam z dlhodobého majetku (prepojené strany)","Impairment allowance recognized against long-term trade receivables from related parties.","Opravná položka vytvorená k dlhodobým pohľadávkam voči prepojeným osobám.","",""
"chart_sk_391120","Allowance for LT receivables (Participating)","391120","asset_non_current","False","False","Opravná položka k pohľadávkam z dlhodobých pohľadávok (účastnícka)","Impairment allowance recognized against long-term receivables from entities under participating interest.","Opravná položka vytvorená k dlhodobým pohľadávkam voči jednotkám s podielovou účasťou.","",""
"chart_sk_391200","Allowance for ST related parties","391200","asset_current","False","False","Opravná položka pre krátkodobé záväzky voči spriazneným stranám","Impairment allowance recognized against short-term receivables from related parties.","Opravná položka vytvorená ku krátkodobým pohľadávkam voči prepojeným osobám.","",""
"chart_sk_391300","Allowance for ST participating","391300","asset_current","False","False","Príspevok na krátkodobú účasť","Impairment allowance recognized against short-term receivables from entities under participating interest.","Opravná položka vytvorená ku krátkodobým pohľadávkam voči jednotkám s podielovou účasťou.","",""
"chart_sk_391336","Allowance for social security claims","391336","asset_current","False","False","Príspevok na sociálne zabezpečenie","Impairment allowance recognized against social security related claims.","Opravná položka vytvorená k pohľadávkam voči sociálnemu zabezpečeniu.","",""
"chart_sk_391340","Allowance for tax & subsidies","391340","asset_current","False","False","Daňové úľavy a dotácie","Impairment allowance recognized against tax refunds and subsidy claims.","Opravná položka vytvorená k daňovým a dotačným pohľadávkam.","",""
"chart_sk_391341","Allowance for inventory advances","391341","asset_non_current","False","False","Opravná položka na zásoby","Impairment allowance recognized against advances paid for inventory.","Opravná položka vytvorená k poskytnutým zálohám na zásoby.","",""
"chart_sk_391500","Allowance for ST partners & members","391500","asset_current","False","False","Príspevok pre partnerov a členov (krátkodobé)","Impairment allowance recognized against short-term receivables from partners and members.","Opravná položka vytvorená ku krátkodobým pohľadávkam voči partnerom a členom.","",""
"chart_sk_391510","Allowance for other LT receivables (Related)","391510","asset_non_current","False","False","Opravná položka k ostatným dlhodobým pohľadávkam (súvisiace)","Impairment allowance recognized against other long-term receivables from related parties.","Opravná položka vytvorená k ostatným dlhodobým pohľadávkam voči prepojeným osobám.","",""
"chart_sk_391520","Allowance for other LT rec. (Participation)","391520","asset_non_current","False","False","Príspevok na ostatné dlhodobé záznamy (účasť)","Impairment allowance recognized against other long-term receivables from participating entities.","Opravná položka vytvorená k ostatným dlhodobým pohľadávkam voči účastinným jednotkám.","",""
"chart_sk_391530","Allowance for other ST rec. (Related)","391530","asset_current","False","False","Opravná položka na ostatné krátkodobé pohľadávky (súvisiace)","Impairment allowance recognized against other short-term receivables from related parties.","Opravná položka vytvorená k ostatným krátkodobým pohľadávkam voči prepojeným osobám.","",""
"chart_sk_391540","Allowance for other ST rec. (Participation)","391540","asset_current","False","False","Príspevok na ostatné krátkodobé výdavky (účasť)","Impairment allowance recognized against other short-term receivables from participating entities.","Opravná položka vytvorená k ostatným krátkodobým pohľadávkam voči účastinným jednotkám.","",""
"chart_sk_391550","Allowance for LT partners & members","391550","asset_non_current","False","False","Príspevok pre partnerov a členov (dlhodobé)","Impairment allowance recognized against long-term receivables from partners and members.","Opravná položka vytvorená k dlhodobým pohľadávkam voči partnerom a členom.","",""
"chart_sk_391600","Adjustment to net contract value","391600","asset_current","False","False","Úprava čistej hodnoty zmluvy","Valuation adjustment reducing the recognized net contract asset value.","Oceňovacia úprava znižujúca vykázanú čistú hodnotu zmluvy.","",""
"chart_sk_391700","Allowance for other LT receivables (Related)","391700","asset_non_current","False","False","Opravná položka k ostatným dlhodobým pohľadávkam (súvisiace)","Impairment allowance recognized against other long-term receivables from related parties.","Opravná položka vytvorená k ostatným dlhodobým pohľadávkam voči prepojeným osobám.","",""
"chart_sk_391730","Valuation adjustment for derivatives","391730","asset_non_current","False","False","Úprava ocenenia derivátov","Valuation adjustment recognized against outstanding derivative positions.","Oceňovacia úprava vytvorená k otvoreným derivátovým pozíciám.","",""
"chart_sk_391800","Allowance for other ST receivables","391800","asset_current","False","False","Opravná položka k ostatným pohľadávkam z krátkodobého majetku","Impairment allowance recognized against other short-term receivables.","Opravná položka vytvorená k ostatným krátkodobým pohľadávkam.","",""
"chart_sk_395000","Internal settlement","395000","liability_current","False","False","Vnútorné zúčtovanie","Internal clearing account used to settle transactions between company divisions or branches.","Interný zúčtovací účet používaný na vysporiadanie transakcií medzi divíziami alebo pobočkami spoločnosti.","",""
"chart_sk_398000","Connection account with the association (Liability)","398000","liability_current","False","False","Pripojenie účtu s asociáciou (zodpovednosť)","Liability side of the settlement account maintained with an association or joint venture.","Záväzková strana zúčtovacieho účtu vedeného so združením.","",""
"chart_sk_398100","Connection account with the association (Receivable)","398100","asset_current","False","False","Pripojenie účtu s asociáciou (Pohľadávka)","Receivable side of the settlement account maintained with an association or joint venture.","Pohľadávková strana zúčtovacieho účtu vedeného so združením.","",""
"chart_sk_411000","Capital","411000","equity","False","False","Základné imanie","Registered share capital contributed by the company's owners.","Základné imanie vložené vlastníkmi spoločnosti.","",""
"chart_sk_412000","Share premium","412000","equity","False","False","Emisné ážio","Premium paid by investors above the nominal value of shares issued.","Ážio zaplatené investormi nad nominálnu hodnotu vydaných akcií.","",""
"chart_sk_413000","Other capital funds","413000","equity","False","False","Ostatné kapitalové fondy","Other capital funds contributed by owners beyond registered capital and share premium.","Ostatné kapitálové fondy vložené vlastníkmi nad rámec základného imania a emisného ážia.","",""
"chart_sk_414000","Valuation differences on revaluation of assets and liabilities","414000","equity","False","False","Oceňovacie rozdiely z precenenia majetku a záväzkov","Valuation differences arising from the revaluation of assets and liabilities directly in equity.","Oceňovacie rozdiely vzniknuté z precenenia majetku a záväzkov priamo vo vlastnom imaní.","",""
"chart_sk_415000","Valuation differences on equity participations","415000","equity","False","False","Oceňovacie rozdiely z kapitálových účastín","Valuation differences arising from the revaluation of equity participations.","Oceňovacie rozdiely vzniknuté z precenenia kapitálových účastí.","",""
"chart_sk_416000","Revaluation differences on mergers and divisions","416000","equity","False","False","Oceňovacie rozdiely z precenenia pri zlúčení, splynutí a rozdelení","Revaluation differences arising from mergers, consolidations, and demergers.","Oceňovacie rozdiely vzniknuté z precenenia pri zlúčení, splynutí a rozdelení.","",""
"chart_sk_417000","Statutory reserve fund from capital contributions","417000","equity","False","False","Zákonný rezervný fond z kapitálových vkladov","Statutory reserve fund created from contributions of capital.","Zákonný rezervný fond vytvorený z kapitálových vkladov.","",""
"chart_sk_417100","Reserve fund for own shares (Capital)","417100","equity","False","False","Rezervný fond na vlastné akcie (Kapitál)","Reserve fund set aside specifically to cover the company's own shares.","Rezervný fond vyčlenený konkrétne na krytie vlastných akcií spoločnosti.","",""
"chart_sk_418000","Non-divisible fund from capital deposits","418000","equity","False","False","Nedeliteľný fond z kapitálových vkladov","Non-divisible fund created from capital deposits, that cannot be distributed to owners.","Nedeliteľný fond vytvorený z kapitálových vkladov, ktorý nemožno rozdeliť vlastníkom.","",""
"chart_sk_419000","Changes in share capital","419000","equity","False","False","Zmeny základného imania","Movements recognized during changes to the company's registered share capital.","Pohyby zaznamenané pri zmenách základného imania spoločnosti.","",""
"chart_sk_421000","Legal reserve fund","421000","equity","False","False","Zakonný rezervný fond","Legal reserve fund required by law, typically funded from retained profits.","Zákonný rezervný fond vyžadovaný zákonom, zvyčajne tvorený z nerozdeleného zisku.","",""
"chart_sk_421100","Reserve fund for own shares (Profit)","421100","equity","False","False","Rezervný fond na vlastné akcie (zisk)","Reserve fund funded from profit and set aside to cover the company's own shares.","Rezervný fond tvorený zo zisku, vyčlenený na krytie vlastných akcií spoločnosti.","",""
"chart_sk_422000","The indivisible fund","422000","equity","False","False","Nedeliteľný fond","Non-divisible fund that cannot be distributed among the company's owners.","Nedeliteľný fond, ktorý nemožno rozdeliť medzi vlastníkov spoločnosti.","",""
"chart_sk_423000","Statutory funds","423000","equity","False","False","Štatutárne fondy","Funds created under the company's statutes or articles of association.","Fondy vytvorené na základe stanov alebo spoločenskej zmluvy spoločnosti.","",""
"chart_sk_427000","Other funds","427000","equity","False","False","Ostatné fondy","Other equity funds not classified under legal, statutory, or capital reserve categories.","Ostatné vlastné fondy nezaradené medzi zákonné, štatutárne alebo kapitálové rezervy.","",""
"chart_sk_428000","Retained earnings of previous years","428000","equity","False","False","Nerozdelený zisk minulých rokov","Cumulative retained profits carried forward from previous accounting periods.","Kumulovaný nerozdelený zisk prenesený z predchádzajúcich účtovných období.","",""
"chart_sk_429000","Unreimbursed loss of previous years","429000","equity","False","False","Neuhradená strata minulých rokov","Cumulative losses from previous periods that have not yet been covered.","Kumulovaná strata z predchádzajúcich období, ktorá ešte nebola uhradená.","",""
"chart_sk_431000","Economic result under approval","431000","equity_unaffected","False","False","Výsledok hospodárenia v schvaľovaní","Current-period profit or loss awaiting formal approval by shareholders.","Výsledok hospodárenia bežného obdobia čakajúci na formálne schválenie spoločníkmi.","",""
"chart_sk_451000","Legal reserves","451000","equity","False","False","Rezervy zákonné","Provisions required by law to cover anticipated future obligations.","Zákonné rezervy vytvorené na krytie predpokladaných budúcich záväzkov.","",""
