"id","name","code","account_type","reconcile","name@fr"
"syscebnl_2944","Depreciation of equipment and furniture",2944,"asset_fixed","False","Dépréciations du matériel et du mobilier"
"syscebnl_2945","Impairment of transport equipment",2945,"asset_fixed","False","Dépréciations du matériel de transport"
"syscebnl_2946","Impairment of biological assets",2946,"asset_fixed","False","Dépréciations des actifs biologiques"
"syscebnl_2947","Impairment of fixtures and fittings, equipment and biological assets",2947,"asset_fixed","False","Dépréciations des aménagements et agencements du matériel et des actifs biologiques"
"syscebnl_2948","Impairment of other equipment",2948,"asset_fixed","False","Dépréciations des autres matériels"
"syscebnl_2949","Impairment of equipment in progress",2949,"asset_fixed","False","Dépréciations de matériel en cours"
"syscebnl_2951","Impairment of advance payments on intangible assets",2951,"asset_non_current","False","Dépréciations des avances et acomptes versés sur immobilisations incorporelles"
"syscebnl_2952","Impairment of advance payments on property, plant and equipment",2952,"asset_fixed","False","Dépréciations des avances et acomptes versés sur immobilisations corporelles"
"syscebnl_2961","Impairment of equity investments",2961,"asset_non_current","False","Dépréciations des titres de participation"
"syscebnl_2965","Impairment of investments in professional bodies",2965,"asset_non_current","False","Dépréciations des participations dans des organismes professionnels"
"syscebnl_2966","Impairment of shares in EIGs",2966,"asset_non_current","False","Dépréciations des parts dans des GIE"
"syscebnl_2968","Impairment of other investments",2968,"asset_non_current","False","Dépréciations des autres titres de participation"
"syscebnl_2971","Impairment of loans and receivables",2971,"asset_non_current","False","Dépréciations des prèts et créances"
"syscebnl_2972","Impairment of employee loans",2972,"asset_non_current","False","Dépréciations des prêts au personnel"
"syscebnl_2973","Impairment of receivables from the State",2973,"asset_non_current","False","Dépréciations des créances sur l'Etat"
"syscebnl_2974","Impairment of long-term investments",2974,"asset_non_current","False","Dépréciations des titres immobilisés"
"syscebnl_2975","Impairment of deposits and guarantees paid",2975,"asset_non_current","False","Dépréciations des dépôts et cautionnements versés"
"syscebnl_2977","Impairment of receivables from equity interests and advances to economic interest groupings (EIGs)",2977,"asset_non_current","False","Dépréciations des créances rattachées à des participations et avances à des GIE"
"syscebnl_2978","Impairment of other financial receivables",2978,"asset_non_current","False","Dépréciations des créances financières diverses"
"syscebnl_311","Assets related to business A",311,"asset_current","False","Biens liés à l'activité A"
"syscebnl_312","Assets related to business B",312,"asset_current","False","Biens liés à l'activité B"
"syscebnl_321","Goods A",321,"asset_current","False","Marchandises A"
"syscebnl_322","Goods B",322,"asset_current","False","Marchandises B"
"syscebnl_323","Materials A",323,"asset_current","False","Matières A"
"syscebnl_324","Materials B",324,"asset_current","False","Matières B"
"syscebnl_325","Related supplies (A, B)",325,"asset_current","False","Fournitures liées (A, B)"
"syscebnl_331","Consumables",331,"asset_current","False","Matières consommables"
"syscebnl_333","Store supplies",333,"asset_current","False","Fournitures de magasin"
"syscebnl_334","Office supplies",334,"asset_current","False","Fournitures de bureau"
"syscebnl_3351","Lost packaging",3351,"asset_current","False","Emballages perdus"
"syscebnl_3352","Unidentifiable recoverable packaging",3352,"asset_current","False","Emballages récupérables non identifiables"
"syscebnl_3353","Mixed-use packaging",3353,"asset_current","False","Emballages à usage mixte"
"syscebnl_3358","Other packaging",3358,"asset_current","False","Autres emballages"
"syscebnl_338","Other materials",338,"asset_current","False","Autres matières"
"syscebnl_341","Unallocated gifts in kind",341,"asset_current","False","Dons en nature non affectés"
"syscebnl_345","Allocated donations in kind",345,"asset_current","False","Dons en nature affectés"
"syscebnl_361","Finished products A",361,"asset_current","False","Produits finis A"
"syscebnl_362","Finished products B",362,"asset_current","False","Produits finis B"
"syscebnl_3631","Animals",3631,"asset_current","False","Animaux"
"syscebnl_3632","Plants",3632,"asset_current","False","Végétaux"
"syscebnl_3638","Other inventories (ancillary activities)",3638,"asset_current","False","Autres stocks (activités annexes)"
"syscebnl_367","Intermediate and residual products",367,"asset_current","False","Produits intermédiaires et résiduels"
"syscebnl_371","Goods linked to the activity en route",371,"asset_current","False","Biens liés à l'activité en cours de route"
"syscebnl_372","Goods, raw materials and supplies tied up en route",372,"asset_current","False","Marchandises, matières premières et fournitures liés en cours de route"
"syscebnl_373","Other supplies en route",373,"asset_current","False","Autres approvisionnements en cours de route"
"syscebnl_376","Finished products en route",376,"asset_current","False","Produits finis en cours de route"
"syscebnl_3771","Consignment stock",3771,"asset_current","False","Stock en consignation"
"syscebnl_3772","Stock in warehouse",3772,"asset_current","False","Stock en dépôt"
"syscebnl_378","Stock from retired or scrapped fixed assets",378,"asset_current","False","Stock provenant d'immobilisations mises hors services ou au rebut"
"syscebnl_381","unallocated",381,"asset_current","False","non affectés"
"syscebnl_385","allocated",385,"asset_current","False","affectés"
"syscebnl_391","Impairment of inventories of goods used in operations",391,"asset_current","False","Dépréciations des stocks de biens liés à l'activité"
"syscebnl_392","Impairment of inventories of merchandise, raw materials and related supplies",392,"asset_current","False","Dépréciations des stocks de marchandises, et matières premières et fournitures liées"
"syscebnl_393","Impairment of inventories of other supplies",393,"asset_current","False","Dépréciations des stocks d'autres approvisionnements"
"syscebnl_396","Impairment of inventories of finished goods, intermediate products and residuals",396,"asset_current","False","Dépréciations des stocks de produits finis, produits intermédiaires et résiduels"
"syscebnl_397","Depreciation of inventories in transit, on consignment or on deposit",397,"asset_current","False","Dépréciations des stocks en cours de route, en consignation ou en dépôt"
"syscebnl_401","Trade payables",401,"liability_payable","True","Fournisseurs, dettes en compte"
"syscebnl_4011","Suppliers, payable",4011,"liability_payable","True","Fournisseurs, dettes en compte"
"syscebnl_4013","Subcontractor suppliers, payable",4013,"liability_payable","True","Fournisseurs sous-traitants, dettes en compte"
"syscebnl_4016","Suppliers, retention of title",4016,"liability_payable","True","Fournisseurs, réserve de propriété"
"syscebnl_4017","Suppliers, holdbacks",4017,"liability_payable","True","Fournisseurs, retenues de garantie"
"syscebnl_4021","Suppliers, bills payable",4021,"liability_payable","True","Fournisseurs, effets à payer"
"syscebnl_4023","Subcontractors, bills payable",4023,"liability_payable","True","Fournisseurs sous-traitants, effets à payer"
"syscebnl_4081","Suppliers",4081,"liability_payable","True","Fournisseurs, factures non parvenues"
"syscebnl_4083","Subcontractor suppliers",4083,"liability_payable","True","Fournisseurs sous-traitants, factures non parvenues"
"syscebnl_4086","Trade payables, accrued interest",4086,"liability_payable","True","Fournisseurs, intérêts courus"
"syscebnl_409","Trade accounts receivable",409,"asset_receivable","True","Fournisseurs débiteurs"
"syscebnl_4091","Advances and deposits paid to suppliers",4091,"asset_receivable","True","Fournisseurs avances et acomptes versés"
"syscebnl_4093","Advances and deposits paid to suppliers and subcontractors",4093,"asset_receivable","True","Fournisseurs sous-traitants avances et acomptes versés"
"syscebnl_4094","Trade accounts receivable for packaging and materials to be returned",4094,"asset_receivable","True","Fournisseurs créances pour emballages et matériels à rendre"
"syscebnl_4098","Suppliers, discounts, rebates and other credit notes to be obtained",4098,"asset_receivable","True","Fournisseurs, rabais, remises, ristournes et autres avoirs à obtenir"
"syscebnl_411","Members",411,"asset_receivable","True","Adhérents"
"syscebnl_412","Customers-users",412,"asset_receivable","True","Clients-usagers"
"syscebnl_4131","Members, unpaid cheques",4131,"asset_receivable","True","Adhérents, chèques impayés"
"syscebnl_4132","Customer-users, unpaid cheques",4132,"asset_receivable","True","Clients-usagers, chèques impayés"
"syscebnl_4133","Members, other unpaid values",4133,"asset_receivable","True","Adhérents, autres valeurs impayées"
"syscebnl_4138","Customers, other unpaid items",4138,"asset_receivable","True","Clients-usagers, autres valeurs impayées"
"syscebnl_4161","Members with disputed or questionable dues",4161,"asset_receivable","True","Adhérents cotisations litigieuses ou douteuses"
"syscebnl_4162","Doubtful or disputed receivables",4162,"asset_receivable","True","Créances litigieuses ou douteuses"
"syscebnl_4181","Members, call for funds",4181,"asset_receivable","True","Adhérents, appels de fonds à établir"
"syscebnl_4182","Customer-users, invoicing",4182,"asset_receivable","True","Clients-usagers, factures à établir"
"syscebnl_4186","Members, customer-users, accrued interest",4186,"asset_receivable","True","Adhérents, Clients-usagers, intérêts courus"
"syscebnl_419","Members, Customer-users creditors",419,"liability_payable","True","Adhérents, Clients-usagers créditeurs"
"syscebnl_4191","Members, advances received",4191,"liability_payable","True","Adhérents, avances reçues"
"syscebnl_4192","Customer advances and deposits received",4192,"liability_payable","True","Clients-usagers, avances et acomptes reçus"
"syscebnl_4194","Customer payables for returnable packaging and materials",4194,"liability_payable","True","Clients-usagers, dettes pour emballages et matériels consignés"
"syscebnl_4198","Customer rebates, discounts, refunds and other credit notes to be granted",4198,"liability_payable","True","Clients-usagers, rabais, remises, ristournes et autres avoirs à accorder"
"syscebnl_4211","Personnel, advances",4211,"asset_current","False","Personnel, avances"
"syscebnl_4212","Personnel, advance payments",4212,"asset_current","False","Personnel, acomptes"
"syscebnl_4213","Advanced expenses and staff supplies",4213,"asset_current","False","Frais avancés et fournitures au personnel"
"syscebnl_422","Personnel, remuneration due",422,"asset_current","False","Personnel, rémunérations dues"
"syscebnl_4231","Personnel, objections",4231,"asset_current","False","Personnel, oppositions"
"syscebnl_4232","Personnel, arrest seizures",4232,"asset_current","False","Personnel, saisies arrêts"
"syscebnl_4233","Personnel, third-party notices",4233,"asset_current","False","Personnel, avis à tiers détenteur"
"syscebnl_4241","Medical assistance",4241,"asset_current","False","Assistance médicale"
"syscebnl_4242","Family allowances",4242,"asset_current","False","Allocations familiales"
"syscebnl_4245","Social organizations attached to entity",4245,"asset_current","False","Organismes sociaux rattachés à entité"
"syscebnl_4248","Other internal social works",4248,"asset_current","False","Autres œuvres sociales internes"
"syscebnl_4251","Employee delegates",4251,"asset_current","False","Délégués du personnel"
"syscebnl_4252","Trade unions and similar bodies",4252,"asset_current","False","Syndicats et assimilés"
"syscebnl_4258","Other personnel representatives",4258,"asset_current","False","Autres représentants du personnel"
"syscebnl_427","Personnel – deposits",427,"asset_current","False","Personnel - dépôts"
"syscebnl_4281","Personnel, vacation pay",4281,"asset_current","False","Personnel, congés à payer"
"syscebnl_4286","Personnel, other accrued expenses",4286,"asset_current","False","Personnel, autres charges à payer"
"syscebnl_4287","Personnel, receivables",4287,"asset_current","False","Personnel, produits à recevoir"
"syscebnl_4311","Family benefits",4311,"asset_current","False","Prestations familiales"
"syscebnl_4312","Work accidents",4312,"asset_current","False","Accidents de travail"
"syscebnl_4318","Other social security contributions",4318,"asset_current","False","Autres cotisations sociales"
"syscebnl_4321","Mandatory pension fund",4321,"asset_current","False","Caisse de retraite obligatoire"
"syscebnl_4322","Supplementary pension fund",4322,"asset_current","False","Caisse de retraite complémentaire"
"syscebnl_4328","Other pension funds",4328,"asset_current","False","Autres caisses de retraites"
"syscebnl_4331","Health insurance",4331,"asset_current","False","Mutuelle de santé"
"syscebnl_4332","Pension insurance",4332,"asset_current","False","Assurances retraite"
"syscebnl_4333","Insurance and health organizations",4333,"asset_current","False","Assurances et organismes de santé"
"syscebnl_4381","Social security contributions on gratuities payable",4381,"asset_current","False","Charges sociales sur gratifications à payer"
"syscebnl_4382","Social security contributions on vacation pay",4382,"asset_current","False","Charges sociales sur congés à payer"
"syscebnl_4386","Social security, other accrued expenses",4386,"asset_current","False","Organismes sociaux, autres charges à payer"
"syscebnl_4387","Receivables",4387,"asset_current","False","Produits à recevoir"
"syscebnl_4421","State taxes and duties",4421,"asset_current","False","Impôts et taxes d'État"
"syscebnl_4422","Taxes and levies for public authorities",4422,"asset_current","False","Impôts et taxes pour les collectivités publiques"
"syscebnl_4423","Taxes and duties recoverable from bondholders",4423,"asset_current","False","Impôts et taxes recouvrables sur des obligataires"
"syscebnl_4424","Taxes and duties recoverable from members and others",4424,"asset_current","False","Impôts et taxes recouvrables sur des adhérents et autres"
"syscebnl_4426","Customs duties",4426,"asset_current","False","Droits de douane"
"syscebnl_4428","Other taxes and duties",4428,"asset_current","False","Autres impôts et taxes"
"syscebnl_443","State, VAT invoiced",443,"liability_current","False","État, T.V.A. Facturée"
"syscebnl_444","State, VAT due or VAT credit",444,"liability_current","False","État, T.V.A. due ou crédit de T.V.A."
"syscebnl_445","State, V.A.T. recoverable",445,"asset_current","False","État, T.V.A. Récupérable"
"syscebnl_446","State, other sales taxes",446,"liability_current","False","État, autres taxes sur le chiffre d'affaires"
"syscebnl_4471","General income tax",4471,"asset_current","False","Impôt général sur le revenu"
"syscebnl_4472","Payroll taxes",4472,"asset_current","False","Impôts sur salaires"
"syscebnl_4473","National contribution",4473,"asset_current","False","Contribution nationale"
"syscebnl_4474","National solidarity contribution",4474,"asset_current","False","Contribution nationale de solidarité"
"syscebnl_4478","Other taxes and contributions",4478,"asset_current","False","Autres impôts et contributions"
"syscebnl_4486","State, accrued expenses",4486,"asset_current","False","État,charges à payer"
"syscebnl_4487","State, receivables",4487,"asset_current","False","État, produits à recevoir"
"syscebnl_449","Government, sundry receivables and payables",449,"asset_current","False","État, créances et dettes diverses"
"syscebnl_4491","Government, subsidy receivable",4491,"asset_current","False","État, Subvention à recevoir"
"syscebnl_4511","Associations and similar - Contributors in kind",4511,"asset_current","False","Associations et assimilées - Apporteurs en nature"
"syscebnl_4512","Associations and similar - Cash contributors",4512,"asset_current","False","Associations et assimilées - Apporteurs en numéraire"
"syscebnl_4515","Associations and similar - Members, managers, current accounts",4515,"asset_current","False","Associations et assimilées - Adhérents, dirigeants, comptes courants"
"syscebnl_4521","Foundations and similar - Contributors in kind",4521,"asset_current","False","Fondations et assimilées - Apporteurs en nature"
"syscebnl_4522","Foundations and similar - Contributors in cash",4522,"asset_current","False","Fondations et assimilées - Apporteurs en numéraire"
"syscebnl_4555","Founders, executives, current accounts",4555,"asset_current","False","Fondateurs, dirigeants, comptes courants"
"syscebnl_4531","Professional orders - Contributors in kind",4531,"asset_current","False","Ordres professionnels - Apporteurs en nature"
"syscebnl_4532","Professional orders - Contributors in cash",4532,"asset_current","False","Ordres professionnels - Apporteurs en numéraire"
"syscebnl_4535","Professional orders - Members, officers, current accounts",4535,"asset_current","False","Ordres professionnels - Membres, dirigeants, comptes courants"
"syscebnl_4541","Political organizations - Contributors in kind",4541,"asset_current","False","Organisations politiques - Apporteurs en nature"
"syscebnl_4542","Political organizations - Contributors in cash",4542,"asset_current","False","Organisations politiques - Apporteurs en numéraire"
"syscebnl_4545","Political organizations - Members, officers, current accounts",4545,"asset_current","False","Organisations politiques - Adhérents, dirigeants, comptes courants"
"syscebnl_4551","Trade unions - Contributors in kind",4551,"asset_current","False","Organisations syndicales - Apporteurs en nature"
"syscebnl_4552","Trade unions - Contributors in cash",4552,"asset_current","False","Organisations syndicales - Apporteurs en numéraire"
"syscebnl_4555","Trade unions - Members, officers, current accounts",4555,"asset_current","False","Organisations syndicales - Adhérents, dirigeants, comptes courants"
"syscebnl_4561","Religious congregations and similar bodies",4561,"asset_current","False","Congrégations religieuses et assimilées et assimilés"
"syscebnl_4562","Waqf and similar",4562,"asset_current","False","Waqf et assimilés"
"syscebnl_4571","Patrons and similar",4571,"asset_current","False","Mécènes et assimilés"
"syscebnl_4572","Volunteers and similar",4572,"asset_current","False","Bénévoles et assimilés"
"syscebnl_458","Other founders and contributors",458,"asset_current","False","Autres fondateurs et apporteurs"
"syscebnl_462","Donors-development projects, administration funds",462,"asset_current","False","Bailleurs-projet de développement, Fonds d'administration"
"syscebnl_463","State development project, administration fund",463,"asset_current","False","État-projet de développement, Fonds d'administration"
"syscebnl_464","Other third parties or similar funding bodies-development projects, administration funds",464,"asset_current","False","Autres tiers ou organismes de financement assimilés-projet de développement, Fonds d'administration"
"syscebnl_4692","Lessors-Administration funds receivable",4692,"asset_current","False","Bailleurs-Fonds d'administration à recevoir"
"syscebnl_4693","State-administration funds receivable",4693,"asset_current","False","État-Fonds d'administration à recevoir"
"syscebnl_4694","Other third parties or similar financing administrative bodies-funds receivable",4694,"asset_current","False","Autres tiers ou organismes de financement assimilés-Fonds d'administration à recevoir"
"syscebnl_4711","Sundry debtors",4711,"asset_current","False","Débiteurs divers"
"syscebnl_4712","Sundry creditors",4712,"asset_current","False","Créditeurs divers"
"syscebnl_4713","Accounts payable, current unused donations in kind",4713,"asset_current","False","Créditeurs, dons en nature courants non consommés"
"syscebnl_4717","Sundry debtors-guarantee retentions",4717,"asset_current","False","Débiteurs divers-retenues de garantie"
"syscebnl_4719","Stock and bond warrants",4719,"asset_current","False","Bons de souscription d'actions et d'obligations"
"syscebnl_4721","Receivables on disposals of marketable securities",4721,"asset_current","False","Créances sur cessions de titres de placement"
"syscebnl_4726","Payments outstanding on unpaid investment securities",4726,"asset_current","False","Versements restant à effectuer sur titres de placement non libérés"
"syscebnl_4731","Investment grants receivable",4731,"asset_current","False","Subventions d'investissement à recevoir"
"syscebnl_4732","Operating subsidies receivable",4732,"asset_current","False","Subventions d'exploitation à recevoir"
"syscebnl_4733","Balancing subsidies receivable",4733,"asset_current","False","Subventions d'équilibre à recevoir"
"syscebnl_4738","Other grants receivable",4738,"asset_current","False","Autres subventions à recevoir"
"syscebnl_4739","Grants repayable",4739,"asset_current","False","Subventions à reverser"
"syscebnl_4746","Periodic expense allocation account",4746,"asset_current","False","Compte de répartition périodique des charges"
"syscebnl_4747","Periodic income allocation account",4747,"asset_current","False","Compte de répartition périodique des produits"
"syscebnl_475","Financial generosity receivable",475,"asset_current","False","Générosités financières à recevoir"
"syscebnl_476","Prepaid expenses",476,"asset_current","False","Charges constatés d'avance"
"syscebnl_477","Deferred income",477,"asset_current","False","Produits constatés d'avance"
"syscebnl_47811","Decrease in operating receivables",47811,"asset_current","False","Diminution des créances d'exploitation"
"syscebnl_47818","Decrease in H.A.O. receivables",47818,"asset_current","False","Diminution des créances H.A.O."
"syscebnl_4782","Decrease in financial receivables",4782,"asset_current","False","Diminution des créances financières"
"syscebnl_47831","Increase in operating liabilities",47831,"asset_current","False","Augmentation des dettes d'exploitation"
"syscebnl_47838","Increase in H.A.O. liabilities",47838,"asset_current","False","Augmentation des dettes H.A.O."
"syscebnl_4784","Increase in financial liabilities",4784,"asset_current","False","Augmentation des dettes financières"
"syscebnl_4786","Valuation differences on cash instruments",4786,"asset_current","False","Différences d'évaluation sur instruments de trésorerie"
"syscebnl_4788","Differences offset by currency hedges",4788,"asset_current","False","Différences compensées par couverture de change"
"syscebnl_47911","Increase in operating receivables",47911,"liability_current","False","Augmentation des créances d'exploitation"
"syscebnl_47918","Increase in H.A.O. receivables",47918,"liability_current","False","Augmentation des créances H.A.O."
"syscebnl_4792","Increase in financial receivables",4792,"liability_current","False","Augmentation des créances financières"
"syscebnl_47931","Decrease in trade payables",47931,"liability_current","False","Diminution des dettes d'exploitation"
"syscebnl_47938","Decrease in trade payables",47938,"liability_current","False","Diminution des dettes H.A.O."
"syscebnl_4794","Decrease in financial liabilities",4794,"liability_current","False","Diminution des dettes financières"
"syscebnl_4797","Valuation differences on cash instruments",4797,"liability_current","False","Différences d'évaluation sur instruments de trésorerie"
"syscebnl_4798","Differences offset by currency hedges",4798,"liability_current","False","Différences compensées par couverture de change"
"syscebnl_4811","Suppliers of intangible assets",4811,"liability_current","False","Fournisseurs, immobilisations incorporelles"
"syscebnl_4812","Suppliers of property, plant and equipment",4812,"liability_current","False","Fournisseurs, immobilisations corporelles"
"syscebnl_4813","Outstanding payments on investments in subsidiaries and affiliates and non-voting shares",4813,"liability_current","False","Versements restant à effectuer sur titres de participation et titres immobilisé non libérés"
"syscebnl_48161","Suppliers, retention of title - intangible assets",48161,"liability_current","False","Fournisseurs, réserve de propriété immobilisations incorporelles"
"syscebnl_48162","Suppliers, retention of title - property, plant and equipment",48162,"liability_current","False","Fournisseurs, réserve de propriété-immobilisations corporelles"
"syscebnl_48171","Suppliers, retention of title - intangible assets",48171,"liability_current","False","Fournisseurs, retenues de garantie-immobilisations incorporelles"
"syscebnl_48172","Suppliers, retention of title - property, plant and equipment",48172,"liability_current","False","Fournisseurs, retenues de garantie-immobilisations corporelles"
"syscebnl_48181","Suppliers, unpaid invoices - intangible assets",48181,"liability_current","False","Fournisseurs, factures non venues-immobilisations incorporelles"
"syscebnl_48182","Trade payables, invoices not received - fixed assets",48182,"liability_current","False","Fournisseurs, factures non, arvenues-immobilisations"
"syscebnl_484","Other liabilities outside ordinary activities (H.A.O.)",484,"liability_current","False","Autres dettes hors activités ordinaires (H.A.O.)"
"syscebnl_4851","Receivables, on account, intangible assets",4851,"asset_receivable","True","Créances, en compte, immobilisations incorporelles"
"syscebnl_4852","Receivables, tangible fixed assets",4852,"asset_receivable","True","Créances, en compte, immobilisations corporelles"
"syscebnl_4856","Receivables, financial fixed assets",4856,"asset_receivable","True","Créances, immobilisations financières"
"syscebnl_4857","Receivables, holdbacks on fixed asset disposals",4857,"asset_receivable","True","Créances, Retenues de garantie sur cession immobilisations"
"syscebnl_4858","Receivables on fixed asset disposals, invoices to be issued",4858,"asset_receivable","True","Créances sur cession d'immobilisations, factures à établir"
"syscebnl_4861","Debts on fixed asset donations and bequests",4861,"liability_current","False","Dettes des dons et legs d'immobilisations"
"syscebnl_4865","Receivables from fixed asset donations and bequests",4865,"asset_current","False","Créances reçues sur dons et legs d'immobilisations"
"syscebnl_488","Other debts outside ordinary activities (H.A.O.)",488,"liability_current","False","Autres créances hors activités ordinaires (H.A.O.)"
"syscebnl_4881","Accounts payable, gifts in kind H.A.O. not consumed",4881,"liability_current","False","Créditeurs, dons en nature H.A.O. non consommés"
"syscebnl_490","Impairment of trade payables",490,"asset_current","False","Dépréciations des comptes fournisseurs"
"syscebnl_491","Impairment of member and customer accounts",491,"asset_current","False","Dépréciations des comptes adhérents et clients-usagers"
"syscebnl_4911","Impairment of disputed receivables",4911,"asset_current","False","Dépréciations des créances litigieuses"
"syscebnl_4912","Impairment of doubtful receivables",4912,"asset_current","False","Dépréciations des créances douteuses"
"syscebnl_492","Impairment of personnel accounts",492,"asset_current","False","Dépréciations des comptes personnel"
"syscebnl_493","Impairment of social security accounts",493,"asset_current","False","Dépréciations des comptes organismes sociaux"
"syscebnl_494","Impairment of government and public authority accounts",494,"asset_current","False","Dépréciations des comptes État et Collectivités publiques"
"syscebnl_497","Impairment of sundry debtors",497,"asset_current","False","Dépréciations des comptes débiteurs divers"
"syscebnl_4985","Impairment of receivables on fixed asset disposals",4985,"asset_current","False","Dépréciations des créances sur cessions d’immobilisations"
"syscebnl_4988","Impairment of other H.A.O. receivables",4988,"asset_current","False","Dépréciations des autres créances H.A.O."
"syscebnl_4991","Provisions for risks on operating transactions",4991,"liability_current","False","Provisions pour risques sur opérations d'exploitation"
"syscebnl_4998","Provisions for risks on H.A.O. operations",4998,"liability_current","False","Provisions pour risques sur operations H.A.O"
"syscebnl_5011","Short-term Treasury securities",5011,"asset_current","False","Titres du Trésor à court terme"
"syscebnl_5012","Financial institution securities",5012,"asset_current","False","Titres d'organismes financiers"
"syscebnl_5013","Short-term savings bonds",5013,"asset_current","False","Bons de caisse à court terme"
"syscebnl_5016","Acquisition costs for treasury securities and savings bonds",5016,"asset_current","False","Frais d'acquisition des titres de trésor et bons de caisse"
"syscebnl_5022","Listed shares",5022,"asset_current","False","Actions cotées"
"syscebnl_5023","Unlisted shares",5023,"asset_current","False","Actions non cotées"
"syscebnl_5025","Other shares",5025,"asset_current","False","Autres actions"
"syscebnl_5026","Share acquisition costs",5026,"asset_current","False","Frais d'acquisition des actions"
"syscebnl_5032","Listed bonds",5032,"asset_current","False","Obligations cotées"
"syscebnl_5033","Unlisted bonds",5033,"asset_current","False","Obligations non cotées"
"syscebnl_5035","Other bonds",5035,"asset_current","False","Autres obligations"
"syscebnl_5036","Bond acquisition costs",5036,"asset_current","False","Frais d'acquisition des obligations"
"syscebnl_5042","Share warrants",5042,"asset_current","False","Bons de souscription d'actions"
"syscebnl_5043","Bond warrants",5043,"asset_current","False","Bons de souscription d'obligations"
"syscebnl_505","Marketable securities outside the Region",505,"asset_current","False","Titres négociables hors Région"
"syscebnl_5061","Accrued interest - Treasury securities and short-term bills",5061,"asset_current","False","TIntérêts courus - itres du Trésor et bons de caisse à court terme"
"syscebnl_5062","Accrued interest - Shares",5062,"asset_current","False","Intérêts courus - Actions"
"syscebnl_5063","Accrued interest - Bonds",5063,"asset_current","False","Intérêts courus - Obligations"
"syscebnl_508","Other investment securities and similar receivables",508,"asset_current","False","Autres titres de placement et créances assimilées"
"syscebnl_513","Cheques to be cashed",513,"asset_current","False","Chèques à encaisser"
"syscebnl_514","Cheques for collection",514,"asset_current","False","Chèques à l'encaissement"
"syscebnl_515","Credit cards for collection",515,"asset_current","False","Cartes de crédit à encaisser"
"syscebnl_5185","Travelers' checks",5185,"asset_current","False","Chèques de voyage"
"syscebnl_5186","Coupons due",5186,"asset_current","False","Coupons échus"
"syscebnl_5187","Interest due on bonds",5187,"asset_current","False","Intérêts échus des obligations"
"syscebnl_5211","Local banks in local currency",5211,"asset_cash","False","Banques en monnaie nationale locales"
"syscebnl_5215","Local banks in foreign currencies",5215,"asset_cash","False","Banques en devises locales"
"syscebnl_522","Banks in other countries, Region",522,"asset_cash","False","Banques autres États Région"
"syscebnl_523","Banks in other States, Monetary zone",523,"asset_cash","False","Banques autres États zone monétaire"
"syscebnl_524","Banks outside the monetary zone",524,"asset_cash","False","Banques hors zone monétaire"
"syscebnl_525","Banks term deposits and similar transactions",525,"asset_cash","False","Banques dépôt à terme et opérations assimilées"
"syscebnl_5261","Bank, accrued interest accrued expenses",5261,"asset_cash","False","Banque, intérêts courus charges à payer"
"syscebnl_5267","Bank, accrued interest accrued income",5267,"asset_cash","False","Banque, intérêts courus produits à recevoir"
"syscebnl_531","Postal banks",531,"asset_cash","False","Banques postales"
"syscebnl_532","Treasury",532,"asset_cash","False","Trésor"
"syscebnl_533","Management and intermediation companies (S.G.L.)",533,"asset_cash","False","Sociétés de gestion et d'intermédiation (S.G.L.)"
"syscebnl_5361","Financial institutions, accrued interest accrued expenses",5361,"asset_cash","False","Établissements financiers, intérêts courus charges à payer"
"syscebnl_5367","Financial institutions, accrued interest accrued income",5367,"asset_cash","False","Établissements financiers, intérêts courus produits à recevoir"
"syscebnl_538","Other financial institutions",538,"asset_cash","False","Autres organismes financiers"
"syscebnl_551","Electronic money - fuel card",551,"asset_cash","False","Monnaie électronique-carte carburant"
"syscebnl_552","Electronic money - cell phone",552,"asset_cash","False","Monnaie électronique- téléphone portable"
"syscebnl_553","Electronic money - toll card",553,"asset_cash","False","Monnaie électronique - carte péage"
"syscebnl_554","Electronic purse",554,"asset_cash","False","Porte-monnaie électronique"
"syscebnl_558","Other electronic money instruments",558,"asset_cash","False","Autres instruments de monnaie électronique"
"syscebnl_561","Cash credits",561,"liability_current","False","Crédits de trésorerie"
"syscebnl_565","Discounting of ordinary loans",565,"liability_current","False","Escompte de crédits ordinaires"
"syscebnl_566","Bank overdrafts, accrued interest",566,"liability_current","False","Banques, crédits de trésorerie, intérêts courus"
"syscebnl_571","Cash in local currency",571,"asset_cash","False","Caisse en monnaie nationale"
"syscebnl_572","Cash in foreign currencies",572,"asset_cash","False","Caisse en devises"
"syscebnl_585","Transfers of funds",585,"asset_cash","False","Virements de fonds"
"syscebnl_588","Other internal transfers",588,"asset_cash","False","Autres virements internes"
"syscebnl_590","Impairment of marketable securities",590,"asset_cash","False","Dépréciations des titres de placement"
"syscebnl_591","Impairment of securities and receivables",591,"asset_cash","False","Dépréciations des titres et valeurs à encaisser"
"syscebnl_592","Impairment of bank accounts",592,"asset_cash","False","Dépréciations des comptes banques"
"syscebnl_593","Impairment of financial institution and similar accounts",593,"asset_cash","False","Dépréciations des comptes établissements financiers et assimilés"
"syscebnl_595","Impairment of electronic money accounts",595,"asset_cash","False","Dépréciations des comptes d'instruments de monnaie électronique"
"syscebnl_599","Provisions for short-term financial risks and charges",599,"liability_current","False","Provisions pour risque et charges à court terme à caractère financier"
