id,name,sector,description
"KPD141023","14.10.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","T-majice, potkošulje i druge majice bez rukava, pletene ili kukičane"
"KPD141031","14.10.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Košulje za muškarce ili dječake, pletene ili kukičane"
"KPD141032","14.10.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, za muškarce ili dječake, pleteni ili kukičani  "
"KPD141033","14.10.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odijela, kompleti, jakne, sakoi (blejzeri), hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, za muškarce ili dječake, pleteni ili kukičani  "
"KPD141041","14.10.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Bluze, košulje i košulje-bluze za žene ili djevojčice, pletene ili kukičane"
"KPD141042","14.10.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, za žene ili djevojčice, pleteni ili kukičani  "
"KPD141043","14.10.43","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kostimi, kompleti, jakne, sakoi (blejzeri), haljine, suknje, suknje-hlače, hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, za žene ili djevojčice, pleteni ili kukičani  "
"KPD141051","14.10.51","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Džemperi, puloveri, prsluci i slični proizvodi, pleteni ili kukičani "
"KPD141052","14.10.52","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odjeća za dojenčad i malu djecu, pletena ili kukičana  "
"KPD141053","14.10.53","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Trenirke, skijaška odijela, kupaće gaće i kostimi i ostala odjeća za sport i rekreaciju, pletena ili kukičana"
"KPD141099","14.10.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje pletene i kukičane odjeće"
"KPD142111","14.21.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kaputi, kišni kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142112","14.21.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odijela i kompleti od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142113","14.21.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Jakne i sakoi od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142114","14.21.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142115","14.21.15","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Košulje i T-majice od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142121","14.21.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142122","14.21.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odijela i kompleti od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142123","14.21.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Jakne i sakoi od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142124","14.21.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Haljine, suknje i suknje-hlače od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142125","14.21.25","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142126","14.21.26","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Bluze, košulje, košulje-bluze i T-majice, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih  "
"KPD142130","14.21.30","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Vanjska odjeća za dojenčad i malu djecu, osim pletene ili kukičane  "
"KPD142199","14.21.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje vanjske odjeće"
"KPD142211","14.22.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Potkošulje, majice bez rukava i ostale majice, gaće, noćne košulje, pidžame, ogrtači za kupanje, odjeća za plivanje, kućni ogrtači i slični proizvodi, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih  "
"KPD142212","14.22.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Potkošulje, majice bez rukava i ostale majice, kombinei, podsuknje, gaće, spavaćice, pidžame, jutarnje haljine, ogrtači za kupanje, odjeća za plivanje, kućni ogrtači i slični proizvodi, od tkanina, za žene ili djevojčice, osim pletenih i kukičanih  "
"KPD142213","14.22.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Grudnjaci, steznici, korzeti, naramenice, podvezice za čarape i slični proizvodi i njihovi dijelovi, pleteni ili kukičani ili ne  "
"KPD142214","14.22.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Rublje za dojenčad i malu djecu, od tkanine, osim pletenog ili kukičanog  "
"KPD142299","14.22.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje rublja, osim pletenog ili kukičanog  "
"KPD142311","14.23.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Muški radni kompleti, jakne i sakoi (blejzeri), kao dio radne odjeće"
"KPD142312","14.23.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Muške radne hlače, radne hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, kao dio radne odjeće"
"KPD142321","14.23.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ženski radni kompleti, jakne i sakoi (blejzeri), kao dio radne odjeće"
"KPD142322","14.23.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ženske radne hlače, radne hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, kao dio radne odjeće"
"KPD142330","14.23.30","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostala radna odjeća"
"KPD142399","14.23.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje radne odjeće"
"KPD142410","14.24.10","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odjeća od kože ili od umjetne kože"
"KPD142420","14.24.20","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odjeća, pribor za odjeću i ostali proizvodi od krzna, osim pokrivala za glavu"
"KPD142498","14.24.98","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje kožne odjeće"
"KPD142499","14.24.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje proizvoda od krzna"
"KPD142911","14.29.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Trenirke, skijaška odijela i ostala odjeća za sport i rekreaciju, osim pletene ili kukičane  "
"KPD142912","14.29.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Rukavice, rukavice s jednim prstom i rukavice bez prstiju, pletene ili kukičane  "
"KPD142913","14.29.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali gotovi pribor za odjeću, dijelovi odjeće ili pribora za odjeću, pleteni ili kukičani "
"KPD142914","14.29.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Rupčići, šalovi, marame, velovi, kravate, rukavice i ostali gotovi pribor za odjeću; dijelovi odjeće ili pribora za odjeću, od tkanine, osim pletenih ili kukičanih, d. n.  "
"KPD142921","14.29.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Pribor za odjeću od kože ili umjetne kože, osim sportskih rukavica  "
"KPD142922","14.29.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Odjeća od pusta (filca) ili netkanog tekstila, odjeća od prevučenog ili impregniranog tekstila  "
"KPD142931","14.29.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Oblici za šešire, tijela šešira i kape od pusta; tuljci i konusi od pusta; oblici za šešire, pleteni ili izrađeni sastavljanjem vrpci raznih materijala  "
"KPD142932","14.29.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Šeširi i pokrivala za glavu od pusta, pleteni ili izrađeni sastavljanjem vrpci od bilo kojeg materijala, pleteni ili kukičani ili izrađeni od čipke ili neke druge tkanina u komadu; mrežice za kosu "
"KPD142933","14.29.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostala pokrivala za glavu, osim pokrivala od gume ili plastike, zaštitnih pokrivala i azbestnih pokrivala za glavu; vrpce za unutarnje opšivanje pokrivala za glavu, podstave, navlake, osnove, okviri, štitnici i vrpce za vezanje ispod glave  "
"KPD142999","14.29.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje ostale odjeće i pribora za odjeću, d. n."
"KPD151110","15.11.10","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Štavljena ili obrađena krzna"
"KPD151121","15.11.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Semiš-koža"
"KPD151122","15.11.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Lakirana koža i lakirana laminirana koža; metalizirana koža"
"KPD151131","15.11.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Goveđa koža, bez dlake, cijela"
"KPD151132","15.11.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Goveđa koža, bez dlake, necijela"
"KPD151133","15.11.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Koža kopitara, bez dlake"
"KPD151141","15.11.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ovčja ili janjeća koža, bez vune"
"KPD151142","15.11.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kozja ili jareća koža, bez dlake"
"KPD151143","15.11.43","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Svinjska koža"
"KPD151151","15.11.51","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Koža ostalih životinja, bez dlake"
"KPD151152","15.11.52","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Umjetna koža na osnovi kože ili kožnih vlakana"
"KPD151199","15.11.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje štavljene, obrađene, bojene kože i krzna"
"KPD151211","15.12.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Sedlarski i remenarski proizvodi za sve vrste životinja, od svih vrsta materijala"
"KPD151212","15.12.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Putne torbe, ručne torbe i slično, od kože, umjetne kože, folija od plastike, tekstilnih materijala, vulkanfibera ili kartona; putni setovi za osobnu toaletu, šivanje, ili čišćenje cipela ili odijela"
"KPD151213","15.12.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Remeni (osim od metala) i narukvice za ručne satove te njihovi dijelovi"
"KPD151219","15.12.19","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali proizvodi od kože ili umjetne kože, d. n."
"KPD151299","15.12.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje sedlarskih i remenarskih proizvoda, putnih i ručnih torbi i sličnog; ostali proizvodi od kože"
"KPD152011","15.20.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Nepromočiva obuća s vanjskim potplatima i gornjim dijelom od gume ili plastike, osim obuće sa zaštitnom metalnom kapicom"
"KPD152012","15.20.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća s vanjskim potplatima i gornjim dijelom od gume ili plastike, osim nepromočive ili sportske obuće"
"KPD152013","15.20.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća s gornjim dijelom od kože, osim sportske obuće, obuće sa zaštitnom metalnom kapicom i raznovrsne posebne obuće"
"KPD152014","15.20.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća s gornjim dijelom od tekstila, osim sportske obuće"
"KPD152021","15.20.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća za tenis, košarku, gimnastiku, vježbanje i slično"
"KPD152022","15.20.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostala sportska obuća, osim obuće za skijanje, klizaljki i koturaljki"
"KPD152031","15.20.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća sa zaštitnom metalnom kapicom"
"KPD152032","15.20.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obuća od drva, raznovrsna specijalna i ostala obuća"
"KPD152040","15.20.40","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Dijelovi obuće od kože, gume, plastike i drugih materijala"
"KPD152099","15.20.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje obuće"
"KPD161111","16.11.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo, obrađeno po dužini piljenjem ili glodanjem, rezano ili ljušteno, debljine > 6 mm, od četinjača"
"KPD161112","16.11.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo, obrađeno po dužini piljenjem ili glodanjem, rezano ili ljušteno, debljine > 6 mm, od listača"
"KPD161113","16.11.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drveni željeznički ili tramvajski pragovi (uključujući skretničku građu), neimpregnirani"
"KPD161121","16.11.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od četinjača"
"KPD161122","16.11.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od bambusa"
"KPD161123","16.11.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od drugih vrsta drva"
"KPD161124","16.11.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvna vuna; drvno brašno"
"KPD161125","16.11.25","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drvo u obliku iverja ili sličnih čestica"
"KPD161131","16.11.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Grubo obrađeno drvo, zaštićeno bojom, kreozotom ili drugim sredstvima"
"KPD161132","16.11.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Željeznički i tramvajski pragovi (skretnička građa) od drva, impregnirani"
"KPD161133","16.11.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostalo grubo obrađeno drvo"
"KPD161199","16.11.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje drva piljenog i blanjanog drva"
"KPD161200","16.12.00","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge obrade i dorade drva"
"KPD162111","16.21.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Šperploče, furnirane ploče i slično laminirano drvo, od bambusa"
"KPD162112","16.21.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ploče iverice"
"KPD162113","16.21.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ploče s usmjerenim vlaknima"
"KPD162114","16.21.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostale ploče od drva i drugih drvenastih (ligninskih) materijala"
"KPD162115","16.21.15","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ploče vlaknatice od drva i drugih drvenastih (ligninskih) materijala"
"KPD162116","16.21.16","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Šperploče, furnirane ploče i slično laminirano drvo, od četinjača"
"KPD162117","16.21.17","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Šperploče, furnirane ploče i slično laminirano drvo, s barem vanjskim slojem od tropskog drva"
"KPD162118","16.21.18","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Šperploče, furnirane ploče i slično laminirano drvo, od drugih vrsta drva"
"KPD162121","16.21.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Zgusnuto (sabijeno) drvo u blokovima, pločama, trakama ili profiliranim oblicima"
"KPD162122","16.21.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od četinjača"
"KPD162123","16.21.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od tropskog drva"
"KPD162124","16.21.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od drugih vrsta drva"
"KPD162199","16.21.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje furnira i ostalih ploča od drva"
"KPD162210","16.22.10","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Sastavljeni parket"
"KPD162299","16.22.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje sastavljenog parketa"
"KPD162311","16.23.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Oplate za betonske radove u građevinarstvu i šindra, od drva"
"KPD162312","16.23.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Obrađeni proizvodi od konstrukcijskog drva"
"KPD162319","16.23.19","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Građevna stolarija i elementi od drva, d. n."
"KPD162320","16.23.20","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Montažne kuće od drva"
"KPD162399","16.23.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje ostale građevne stolarije i elemenata"
"KPD162411","16.24.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Palete, sandučaste palete i druga utovarna ambalaža od drva"
"KPD162412","16.24.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Bačve i bačvarski proizvodi od drva"
"KPD162413","16.24.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostala drvena ambalaža i njezini dijelovi"
"KPD162499","16.24.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje ambalaže od drva"
"KPD162510","16.25.10","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Prozori, vrata-prozori i njihovi okviri, vrata, dovratnici i pragovi od drva"
"KPD162599","16.25.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje prozora, vrata-prozora i njihovih okvira, vrata, dovratnika i pragova od drva"
"KPD162610","16.26.10","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kruta goriva iz biljne biomase"
"KPD162699","16.26.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje krutih goriva iz biljne biomase"
"KPD162700","16.27.00","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge dorade proizvoda od drva"
"KPD162811","16.28.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Alati, tijela i dršci alata, tijela i dršci za metle i četke, blokovi za proizvodnju lula za pušenje, kalupi za cipele i čizme, od drva"
"KPD162812","16.28.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Stolno i kuhinjsko posuđe i pribor, od drva"
"KPD162813","16.28.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Sitni galanterijski proizvodi od drva, intarzija od drva, kutije za nakit ili pribor za jelo i slični proizvodi od drva, kipići i ostali ukrasi, od drva"
"KPD162814","16.28.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Drveni okviri za slike, fotografije, zrcala i slične predmete te ostali proizvodi od drva"
"KPD162821","16.28.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Prirodno pluto, odstranjene kore ili grubo uobličeno ili u blokovima, pločama, listovima ili trakama; drobljeno, granulirano ili mljeveno pluto; otpaci od pluta"
"KPD162822","16.28.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Proizvodi od prirodnog pluta"
"KPD162823","16.28.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Blokovi, ploče, listovi i trake, pločice svih oblika, čvrsti valjci, od aglomeriranog pluta"
"KPD162824","16.28.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Aglomerirano pluto; ostali proizvodi od aglomeriranog pluta"
"KPD162825","16.28.25","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Proizvodi od slame, esparta ili drugih pletarskih materijala; košarački i pletarski proizvodi"
"KPD162891","16.28.91","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge proizvodnje drva i pluta, osim namještaja, te slame i pletarskih materijala"
"KPD162899","16.28.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od drva i pluta, slame i pletarskih materijala"
"KPD171111","17.11.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kemijska drvna celuloza, topive kvalitete"
"KPD171112","17.11.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kemijska drvna celuloza, natronska ili sulfatna, osim celuloze topive kvalitete"
"KPD171113","17.11.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kemijska drvna celuloza, sulfitna, osim celuloze topive kvalitete"
"KPD171114","17.11.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Mehanička drvna celuloza (drvenjača); polukemijska drvna celuloza; celuloza od drugih vlaknastih celuloznih materijala, osim drvne"
"KPD171199","17.11.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje celuloze od drva ili drugih vlaknastih celuloznih materijala"
"KPD171211","17.12.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Novinski papir, u rolama ili listovima"
"KPD171212","17.12.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ručno izrađeni papir i karton"
"KPD171213","17.12.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Papir i karton koji se koristi kao podloga za fotoosjetljivi, toplinskoosjetljivi i elektroosjetljivi papir; papirnata podloga za karbonski papir; papirnata podloga za tapete"
"KPD171214","17.12.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali papir i karton za grafičke namjene"
"KPD171220","17.12.20","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Papir za izradu toaletnog papira ili papira za skidanje šminke, za ručnike ili salvete, celulozna vata i koprene od celuloznih vlakana"
"KPD171231","17.12.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kraftlajner, nebijeljeni i nepremazani"
"KPD171232","17.12.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kraftlajner bijeljeni; kraftlajner premazani"
"KPD171233","17.12.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Fluting-papir od polukemijske celuloze"
"KPD171234","17.12.34","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Reciklirani fluting-papir i ostali-fluting papir"
"KPD171235","17.12.35","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Testliner (reciklirani slojeviti karton)"
"KPD171241","17.12.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Nepremazani kraft-papir; kraft-papir za vreće, krepirani ili naborani"
"KPD171242","17.12.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Sulfitni omotni papir i ostali nepremazani papir (osim papira za pisanje, tiskanje i ostale grafičke namjene)"
"KPD171243","17.12.43","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Filtar-papir i karton; pust-papir"
"KPD171244","17.12.44","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Cigaretni papir, rezan ili nerezan ili u obliku cijevi širine > 5 cm"
"KPD171251","17.12.51","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Nepremazani sivi karton"
"KPD171259","17.12.59","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali nepremazani karton, d. n."
"KPD171260","17.12.60","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Biljni pergament-papir, papir koji ne propušta mast, paus-papir, kristal-papir i ostali glazirani prozirni papiri ili papiri koji propuštaju svjetlo"
"KPD171271","17.12.71","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Složeni papir i karton, površinski nepremazan niti impregniran"
"KPD171272","17.12.72","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Papir i karton, krepirani, naborani, reljefni ili perforirani"
"KPD171273","17.12.73","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Papir i karton za pisanje, tiskanje ili za druge grafičke namjene, premazan kaolinom ili drugim anorganskim tvarima"
"KPD171274","17.12.74","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kraft-papir (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima"
"KPD171275","17.12.75","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kraft-karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima"
"KPD171276","17.12.76","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Karbonski papir, samokopirni papir i ostali papir za kopiranje ili prenošenje, u rolama ili listovima"
"KPD171277","17.12.77","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Papir, karton, celulozna vata, listovi i koprene od celuloznih vlakana, premazani, impregnirani, prekriveni, površinski obojeni ili tiskani, u rolama i listovima"
"KPD171278","17.12.78","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Sivi karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima"
"KPD171279","17.12.79","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima"
