"id","note","code","name","reconcile","user_type_id:id","chart_template_id:id"
"ru_acc_10_11_1","    На субсчете 10.11.1 ""Специальная одежда в эксплуатации"" учитывается поступление и наличие специальной одежды в эксплуатации (при производстве продукции, выполнении работ, оказании услуг, для управленческих нужд организации).     Аналитический учет ведется по отдельным наименованиям (субконто ""Номенклатура""), партиям материалов (субконто ""Партии материалов в эксплуатации"") и сотрудникам (субконто ""Работники организации""). Каждое наименование - элемент справочника ""Номенклатура"".  Каждый сотрудник - элемент справочника ""Физические лица"".","10.11.1","Специальная одежда в эксплуатации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_10_11_2","    На субсчете 10.11.2 ""Специальная оснастка в эксплуатации"" учитывается поступление и наличие специальной оснастки (специального инструмента, специальных приспособлений, специального оборудования) в эксплуатации (при производстве продукции, выполнении работ, оказании услуг, для управленческих нужд организации).     Аналитический учет ведется по отдельным наименованиям (субконто ""Номенклатура""), партиям материалов (субконто ""Партии материалов в эксплуатации"") и подразделениям организации (субконто ""Подразделения""). Каждое наименование - элемент справочника ""Номенклатура"".  Каждое подразделение - элемент справочника ""Подразделения организации"".","10.11.2","Специальная оснастка в эксплуатации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_11","    Счет 11 ""Животные на выращивании и откорме"" предназначен для обобщения информации о наличии и движении молодняка животных; взрослых животных, находящихся на откорме и в нагуле; птицы; зверей; кроликов; семей пчел; взрослого скота, выбракованного из основного стада для продажи (без постановки на откорм); скота, принятого от населения для продажи. Затраты по выращиванию или откорму указанных животных учитываются на счете 20 ""Основное производство"" или 29 ""Обслуживающие производства и хозяйства"".","11","Животные на выращивании и откорме","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_14","    Счет 14 ""Резервы под снижение стоимости материальных ценностей"" предназначен для обобщения информации о резервах под отклонения стоимости сырья, материалов, топлива и т.п. ценностей, определившейся на счетах бухгалтерского учета, от рыночной стоимости (резервы под снижение стоимости материальных ценностей). Этот счет применяется также для обобщения информации о резервах под снижение стоимости других средств в обороте: незавершенного производства, готовой продукции, товаров и т.п.         Аналитический учет ведется по отдельным наименованиям материальных ценностей (субконто ""Номенклатура""). Каждое наименование - элемент справочника ""Номенклатура"".","14","Резервы под снижение стоимости материальных ценностей","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_14_01","    Субсчет 14.01 ""Резервы под снижение стоимости материалов"" предназначен для обобщения информации о резервах под отклонения стоимости сырья, материалов, топлива и т.п. ценностей, определившейся на счетах бухгалтерского учета, от рыночной стоимости.     Образование резерва под снижение стоимости материалов отражается в учете по кредиту субсчета 14.01 ""Резервы под снижение стоимости материалов"" и дебету счета 91 ""Прочие доходы и расходы"". В следующем отчетном периоде по мере списания материалов, по которым образован резерв, зарезервированная сумма восстанавливается: в учете делается запись по дебету счета 14.01 ""Резервы под снижение стоимости материалов"" и кредиту счета 91 ""Прочие доходы и расходы"". Аналогичная запись делается при повышении рыночной стоимости материалов, по которым ранее были созданы соответствующие резервы.         Аналитический учет ведется по отдельным наименованиям материалов (субконто ""Номенклатура""). Каждое наименование - элемент справочника ""Номенклатура"".","14.01","Резервы под снижение стоимости материалов","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_14_02","    Субсчет 14.02 ""Резервы под снижение стоимости товаров"" предназначен для обобщения информации о резервах под отклонения стоимости товаров, определившейся на счетах бухгалтерского учета, от рыночной стоимости.     Образование резерва под снижение стоимости товаров отражается в учете по кредиту субсчета 14.02 ""Резервы под снижение стоимости товаров"" и дебету счета 91 ""Прочие доходы и расходы"". В следующем отчетном периоде по мере реализации товаров, по которым образован резерв, зарезервированная сумма восстанавливается: в учете делается запись по дебету счета 14.02 ""Резервы под снижение стоимости товаров"" и кредиту счета 91 ""Прочие доходы и расходы"". Аналогичная запись делается при повышении рыночной стоимости товаров, по которым ранее были созданы соответствующие резервы.         Аналитический учет ведется отдельным наименованиям товаров (субконто ""Номенклатура""). Каждое наименование - элемент справочника ""Номенклатура"".","14.02","Резервы под снижение стоимости товаров","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_14_03","    Субсчет 14.03 ""Резервы под снижение стоимости готовой продукции"" предназначен для обобщения информации о резервах под отклонения стоимости готовой продукции, определившейся на счетах бухгалтерского учета, от рыночной стоимости.     Образование резерва под снижение стоимости готовой продукции отражается в учете по кредиту субсчета 14.03 ""Резервы под снижение стоимости готовой продукции"" и дебету счета 91 ""Прочие доходы и расходы"". В следующем отчетном периоде по мере реализации готовой продукции, по которой образован резерв, зарезервированная сумма восстанавливается: в учете делается запись по дебету счета 14.03 ""Резервы под снижение стоимости готовой продукции"" и кредиту счета 91 ""Прочие доходы и расходы"". Аналогичная запись делается при повышении рыночной стоимости готовой продукции, по которой ранее были созданы соответствующие резервы.         Аналитический учет ведется отдельным наименованиям готовой продукции (субконто ""Номенклатура""). Каждое наименование - элемент справочника ""Номенклатура"".","14.03","Резервы под снижение стоимости готовой продукции","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_14_04","    Субсчет 14.04 ""Резервы под снижение стоимости незавершенного производства"" предназначен для обобщения информации о резервах под отклонения стоимости незавершенного производства, определившейся на счетах бухгалтерского учета, от рыночной стоимости.     Образование резерва под снижение стоимости незавершенного производства отражается в учете по кредиту субсчета 14.04 ""Резервы под снижение стоимости незавершенного производства"" и дебету счета 91 ""Прочие доходы и расходы"". В следующем отчетном периоде по мере выпуска готовой продукции, зарезервированная сумма восстанавливается: в учете делается запись по дебету счета 14.04 ""Резервы под снижение стоимости незавершенного производства"" и кредиту счета 91 ""Прочие доходы и расходы"". Аналогичная запись делается при повышении рыночной стоимости объектов незавершенного производства, по которым ранее были созданы соответствующие резервы.         Аналитический учет ведется по видам выпускаемой продукции (субконто ""Номенклатурные группы""). ","14.04","Резервы под снижение стоимости незавершенного производства","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_15","    Счет 15 ""Заготовление и приобретение материальных ценностей"" предназначен для обобщения информации о заготовлении и приобретении материально-производственных запасов, относящихся к средствам в обороте.","15","Заготовление и приобретение материальных ценностей","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_15_01","    Субсчет 15.01 ""Заготовление и приобретение материалов"" предназначен для обобщения информации о заготовлении и приобретении материально-производственных запасов"", если их учет на счете 10 ""Материалы"" ведется по учетным ценам.     В дебет субсчета 15.01 ""Заготовление и приобретение материалов"" относится покупная стоимость материально-производственных запасов, по которым в организацию поступили расчетные документы поставщиков. При этом записи производятся в корреспонденции со счетами 60 ""Расчеты с поставщиками и подрядчиками"", 20 ""Основное производство"", 23 ""Вспомогательные производства"", 71 ""Расчеты с подотчетными лицами"", 76 ""Расчеты с разными дебиторами и кредиторами"" и т.п. в зависимости от того, откуда поступили материальные ценности, и от характера расходов по заготовке и доставке.     В кредит субсчета 15.01 ""Заготовление и приобретение материалов"" в корреспонденции со счетом 10 ""Материалы"" относится стоимость фактически поступивших в организацию и оприходованных материально-производственных запасов. Сумма разницы в стоимости приобретенных материально-производственных запасов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списывается с субсчета 15.01 ""Заготовление и приобретение материалов"" на счет 16 ""Отклонение в стоимости материальных ценностей"", субсчет 16.01 ""Отклонение в стоимости материалов"". Остаток по субсчету 15.01 ""Заготовление и приобретение материалов"" на конец месяца показывает наличие материально-производственных запасов в пути.","15.01","Заготовление и приобретение материалов","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_15_02","    Субсчет 15.02 ""Приобретение товаров"" предназначен для обобщения информации о приобретении товаров, если их учет на счете 41 ""Товары"" ведется по учетным ценам.     В дебет субсчета 15.02 ""Приобретение товаров"" относится покупная стоимость товаров, по которым в организацию поступили расчетные документы поставщиков. При этом записи производятся в корреспонденции со счетами 60 ""Расчеты с поставщиками и подрядчиками"", 71 ""Расчеты с подотчетными лицами"", 76 ""Расчеты с разными дебиторами и кредиторами"" и т.п. в зависимости от того, откуда поступили товары, и от характера расходов по доставке.     В кредит субсчета 15.02 ""Приобретение товаров"" в корреспонденции со счетом 41 ""Товары"" относится стоимость фактически поступивших в организацию и оприходованных товаров. Сумма разницы в стоимости приобретенных товаров, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списывается с субсчета 15.02 ""Приобретение товаров"" на счет 16 ""Отклонение в стоимости материальных ценностей"", субсчет 16.02 ""Отклонение в стоимости товаров"". Остаток по субсчету 15.02 ""Приобретение товаров"" на конец месяца показывает наличие товаров в пути.","15.02","Приобретение товаров","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_16","    Счет 16 ""Отклонение в стоимости материальных ценностей"" предназначен для обобщения информации о разницах в стоимости приобретенных материально-производственных запасов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, а также о данных, характеризующих суммовые разницы. Сумма разницы в стоимости приобретенных материально-производственных запасов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списывается в дебет или кредит счета 16 ""Отклонение в стоимости материальных ценностей"" со счета 15 ""Заготовление и приобретение материальных ценностей"". Накопленные на счете 16 ""Отклонение в стоимости материальных ценностей"" разницы в стоимости приобретенных материально-производственных запасов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списываются (сторнируются - при отрицательной разнице) в дебет счетов учета затрат на производство (расходов на продажу) или других соответствующих счетов.","16","Отклонение в стоимости материальных ценностей","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_16_01","    Субсчет 16.01 ""Отклонение в стоимости материалов"" предназначен для обобщения информации о разницах в стоимости приобретенных материалов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, а также о данных, характеризующих суммовые разницы. Сумма разницы в стоимости приобретенных материалов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списывается в дебет или кредит субсчета 16.01 ""Отклонение в стоимости материалов"" с субсчета 15.01 ""Заготовление и приобретение материалов"". Накопленные на субсчете 16.01 ""Отклонение в стоимости материалов"" разницы в стоимости приобретенных материалов, исчисленной в фактической себестоимости приобретения (заготовления) и учетных ценах, списываются (сторнируются - при отрицательной разнице) в дебет счетов учета затрат на производство (расходов на продажу) или других соответствующих счетов.","16.01","Отклонение в стоимости материалов","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_16_02","    Субсчет 16.02 ""Отклонение в стоимости товаров"" предназначен для обобщения информации о разницах в стоимости приобретенных товаров, исчисленной в фактической себестоимости приобретения и учетных ценах, а также о данных, характеризующих суммовые разницы. Сумма разницы в стоимости приобретенных товаров, исчисленной в фактической себестоимости приобретения  и учетных ценах, списывается в дебет или кредит субсчета 16.02 ""Отклонение в стоимости товаров"" с субсчета 15.02 ""Приобретение товаров"". Накопленные на субсчете 16.02 ""Отклонение в стоимости товаров"" разницы в стоимости приобретенных товаров, исчисленной в фактической себестоимости приобретения  и учетных ценах, списываются (сторнируются - при отрицательной разнице) в дебет счетов учета продаж  или других соответствующих счетов.","16.02","Отклонение в стоимости товаров","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19","    Счет 19 ""Налог на добавленную стоимость по приобретенным ценностям"" предназначен для обобщения информации об уплаченных (причитающихся к уплате) организацией суммах налога на добавленную стоимость по приобретенным ценностям, а также работам и услугам.     Аналитический учет ведется на субсчетах.","19","НДС по приобретенным ценностям","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_01","    На субсчете 19.01 ""Налог на добавленную стоимость при приобретении основных средств"" учитываются уплаченные (причитающиеся к уплате) организацией суммы налога на добавленную стоимость, относящиеся к приобретению объектов основных средств (включая отдельные объекты основных средств, земельные участки и объекты природопользования).     Аналитический учет ведется по поставщикам основных средств и подрядчикам (субконто ""Контрагенты"") и документам оприходования НДС (субконто ""Счета-фактуры полученные""). Каждый поставщик (подрядчик) - это элемент справочника ""Контрагенты"".","19.01","НДС при приобретении основных средств","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_02","    На субсчете 19.02 ""Налог на добавленную стоимость по приобретенным нематериальным активам"" учитываются уплаченные (причитающиеся к уплате) организацией суммы налога на добавленную стоимость, относящиеся к приобретению нематериальных активов.     Аналитический учет ведется по организациям-продавцам нематериальных активов (субконто ""Контрагенты"") и документам оприходования НДС (субконто ""Счета-фактуры полученные""). Каждый продавец - это элемент справочника ""Контрагенты"". ","19.02","НДС по приобретенным нематериальным активам","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_03","    На субсчете 19.03 ""Налог на добавленную стоимость по приобретенным материально-производственным запасам"" учитываются уплаченные (причитающиеся к уплате) организацией суммы налога на добавленную стоимость, относящиеся к приобретению сырья, материалов, полуфабрикатов и других видов производственных запасов, а также товаров.     Аналитический учет ведется по поставщикам (субконто ""Контрагенты"") и документам оприходования НДС (субконто ""Счета-фактуры полученные""). Каждый поставщик - это элемент справочника ""Контрагенты"". ","19.03","НДС по приобретенным материально-производственным запасам","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_04","    На субсчете 19.04 ""Налог на добавленную стоимость по приобретенным услугам"" учитываются уплаченные (причитающиеся к уплате) организацией суммы налога на добавленную стоимость, относящиеся к приобретению услуг.     Аналитический учет ведется по поставщикам (субконто ""Контрагенты"") и документам оприходования НДС (субконто ""Счета-фактуры полученные""). Каждый поставщик - это элемент справочника ""Контрагенты"". ","19.04","НДС по приобретенным услугам","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_05","    На субсчете 19.05 ""Налог на добавленную стоимость, уплаченный при ввозе товаров на территорию Российской Федерации"" учитываются суммы налога на добавленную стоимость по товарам, ввезенным на таможенную территорию Российской Федерации в таможенных режимах выпуска для внутреннего потребления, временного ввоза и переработки вне таможенной территории либо при ввозе товаров, перемещаемых через таможенную границу Российской Федерации без таможенного контроля и таможенного оформления.     Аналитический учет ведется по таможенным органам, которым уплачивается налог (субконто ""Контрагенты"") и таможенным декларациям (субконто ""Счета-фактуры полученные""). Каждый получатель налога - это элемент справочника ""Контрагенты"". Каждая таможенная декларация - документ ""ГТД по импорту"".","19.05","НДС, уплаченный при ввозе товаров на территорию Российской Федерации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_06","    На субсчете 19.06 ""Акцизы по оплаченным материальным ценностям"" учитываются уплаченные (причитающиеся к уплате) предприятием суммы акциза, выделенные в расчетных документах по приобретению подакцизных материальных ценностей","19.06","Акцизы по оплаченным материальным ценностям","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_07","    На субсчете 19.07 ""Налог на добавленную стоимость по товарам, реализованным по ставке 0% (экспорт)"" учитываются суммы налога на добавленную стоимость по приобретенным товарам, реализованным на экспорт по ставке 0%.     Аналитический учет ведется по поставщикам (субконто ""Контрагенты""), документам поступления товаров (субконто ""Счета-фактуры полученные"") и документам реализации (субконто ""Документы реализации""). Каждый поставщик - это элемент справочника ""Контрагенты"". ","19.07","НДС по товарам, реализованным по ставке 0% (экспорт)","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_08","    На субсчете 19.08 ""Налог на добавленную стоимость при строительстве основных средств"" учитываются уплаченные (причитающиеся к уплате) организацией суммы налога на добавленную стоимость, относящиеся к строительству объектов основных средств.      Аналитический учет ведется по поставщикам и подрядчикам (субконто ""Контрагенты""), документам поступления (субконто ""Счета-фактуры полученные"") и объектам строительства (субконто ""Объекты строительства""). Каждый поставщик (подрядчик) - это элемент справочника ""Контрагенты"". Каждый объект строительства - элемент справочника ""Объекты строительства"".","19.08","НДС при строительстве основных средств","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_19_09","    На субсчете 19.09 ""Налог на добавленную стоимость по уменьшению стоимости реализации"" учитываются суммы налога на добавленную стоимость, возникающие при выставлении корректировочного счета-фактуры выданного при уменьшении стоимости реализованных ранее товаров и услуг.      Аналитический учет ведется по покупателям (субконто ""Контрагенты"") и документам корректировки реализации (субконто ""Счета-фактуры полученные""). Каждый покупатель - это элемент справочника ""Контрагенты"". ","19.09","НДС по уменьшению стоимости реализации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_20","    Счет 20 ""Основное производство"" предназначен для обобщения информации о затратах производства, продукция (работы, услуги) которого явилась целью создания данной организации. В частности, этот счет используется для учета затрат:     по выпуску промышленной и сельскохозяйственной продукции;     по выполнению строительно-монтажных, геологоразведочных и проектно-изыскательских работ;     по оказанию услуг организаций транспорта и связи;     по выполнению научно-исследовательских и конструкторских работ;     по содержанию и ремонту автомобильных дорог и т.п.     Аналитический учет по счету ведется по производственным подразделениям (субконто ""Подразделения""), видам выпускаемой продукции (работ, услуг) (субконто ""Номенклатурные группы"") и видам затрат на производство (субконто ""Статьи затрат""). Каждая номенклатурная группа - элемент справочника ""Номенклатурные группы"". Каждый вид затрат - элемент справочника ""Статьи затрат"". Каждое производственное подразделение - элемент справочника ""Подразделения"".","20","Основное производство","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_20_01","    На субсчете 20.01 ""Основное производство"" учитываются затраты производства, продукция (работы, услуги) которого явилась целью создания данной организации. По дебету субсчета 20.01 ""Основное производство"" отражаются прямые затраты, связанные непосредственно с выпуском продукции, выполнением работ, оказанием услуг, а также расходы вспомогательных производств, косвенные расходы, связанные с управлением и обслуживанием основного производства, и потери от брака. По кредиту субсчета 20.01 ""Основное производство"" отражаются суммы фактической себестоимости завершенной производством продукции, выполненных работ и услуг. Эти суммы могут списываться с субсчета 20.01 ""Основное производство"" в дебет счетов 43 ""Выпуск готовой продукции"", 40 ""Выпуск продукции (работ, услуг), 90 ""Продажи"" и др.     Аналитический учет по счету ведется по производственным подразделениям (субконто ""Подразделения""), видам выпускаемой продукции (работ, услуг) (субконто ""Номенклатурные группы"") и видам затрат на производство (субконто ""Статьи затрат""). Каждый вид выпускаемой продукции (работ, услуг) - элемент справочника ""Номенклатурные группы"". Каждый вид затрат - элемент справочника ""Статьи затрат"". Каждое производственное подразделение - элемент справочника ""Подразделения"".","20.01","Основное производство","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_20_02","    На субсчете 20.02 ""Производство продукции из давальческого сырья"" учитываются затраты производства по выпуску готовой продукции, произведенной из материалов заказчика. По дебету субсчета 20.02 ""Производство продукции из давальческого сырья"" отражаются собственные затраты организации, связанные с выпуском продукции из материалов заказчика, по кредиту - расходы, связанные с реализацией услуг по переработке сырья заказчика.     Аналитический учет по счету ведется по отдельным наименованиям продукции (субконто ""Номенклатура""). Каждое наименование - элемент справочника ""Номенклатура"".","20.02","Производство продукции из давальческого сырья","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_21","    Счет 21 ""Полуфабрикаты собственного производства"" предназначен для обобщения информации о наличии и движении полуфабрикатов собственного производства в организациях, ведущих обособленный их учет. В частности, на этом счете могут быть отражены следующие изготовленные организацией (при полном цикле производства) полуфабрикаты: чугун передельный в черной металлургии; сырая резина и клей в резиновой промышленности; серная кислота на азотно-туковых комбинатах химической промышленности; пряжа и суровье в текстильной промышленности и т.д.     В организациях, не ведущих обособленный учет полуфабрикатов собственного производства, указанные ценности отражаются в составе незавершенного производства, т.е. на счете 20 ""Основное производство"".     Аналитический учет по счету ведется по отдельным наименованиям (видам, сортам, размерам и т.д.) (субконто ""Номенклатура""), местам хранения полуфабрикатов (субконто ""Склады"") и партиям (субконто ""Партии""). Каждое наименование - элемент справочника ""Номенклатура"". Каждое место хранения - элемент справочника ""Склады (места хранения)"".     Для ведения аналитического учета по субконто ""Склады"" и ""Партии"" следует выполнить соответствующие настройки параметров учета (меню ""Предприятие"" - ""Настройка параметров учета"" - ""Запасы"").  ","21","Полуфабрикаты собственного производства","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_23","    Счет 23 ""Вспомогательные производства"" предназначен для обобщения информации о затратах производств, которые являются вспомогательными (подсобными) для основного производства организации. В частности, этот счет используется для учета затрат производств, обеспечивающих:     обслуживание различными видами энергии (электроэнергией, паром, газом, воздухом и др.);     транспортное обслуживание;     ремонт основных средств;     изготовление инструментов, штампов, запасных частей; строительных деталей, конструкций или обогащение строительных материалов (в основном в строительных организациях);     возведение (временных) нетитульных сооружений;     добычу камня, гравия, песка и других нерудных материалов;     лесозаготовки, лесопиление;     засолку, сушку и консервирование сельскохозяйственных продуктов и т.д.     Аналитический учет по счету ведется по видам производств, обслуживание которых осуществляется (субконто ""Подразделения""), видам продукции (работ, услуг) (субконто ""Номенклатурные группы"") и видам затрат (субконто ""Статьи затрат""). Каждое обслуживаемое производство - элемент справочника ""Подразделения"". Каждый вид продукции (работ, услуг) - элемент справочника ""Номенклатурные группы"". Каждый вид затрат - элемент справочника ""Статьи затрат"".","23","Вспомогательные производства","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
