"id","name","type_tax_use","amount_type","sequence","amount","description","l10n_ec_code_base","l10n_ec_code_applied","tax_group_id","l10n_ec_code_ats","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/tag_ids","repartition_line_ids/account_id","name@es","description@es","invoice_label@es","invoice_label","active"
"","","","","","","","","","","","100","base","refund","-510 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-520 (Reporte 104)","ec_purchase_vat","","","","",""
"tax_vat_05_510_sup_06","VAT 5% 510 06 I","purchase","percent","13","5","VAT 5% (510, 06 Inventory VAT Credit)","510","520","tax_group_vat_05","","100","base","invoice","+500 (Reporte 104)||+510 (Reporte 104)","","IVA 5% (510, 06 Inv Créd)","IVA 5% (510, 06 Inventario Crédito IVA)","IVA 5%","VAT 5% 510 06 I","True"
"","","","","","","","","","","","100","tax","invoice","+520 (Reporte 104)","ec_purchase_vat","","","","",""
"","","","","","","","","","","","100","base","refund","-510 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-520 (Reporte 104)","ec_purchase_vat","","","","",""
"tax_vat_05_510_sup_15","VAT 5% 511 15 D S","purchase","percent","13","5","VAT 5% (510, 15 Digital Services)","510","520","tax_group_vat_05","","100","base","invoice","+500 (Reporte 104)||+510 (Reporte 104)","","IVA 5% (510, 15 Serv Dig)","IVA 5% (510, 15 Servicios Digitales)","IVA 5%","VAT 5% 511 15 D S","True"
"","","","","","","","","","","","100","tax","invoice","+520 (Reporte 104)","ec_purchase_vat","","","","",""
"","","","","","","","","","","","100","base","refund","-510 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-520 (Reporte 104)","ec_purchase_vat","","","","",""
"tax_vat_05_511_sup_03","VAT 5% 511 03 assets","purchase","percent","14","5","VAT 5% (511, 03 VAT Credit Assets)","511","521","tax_group_vat_05","","","base","invoice","+501 (Reporte 104)||+511 (Reporte 104)","","IVA 5% (511, 03 A Créd)","IVA 5% (511, 03 Activos Crédito IVA)","IVA 5%","VAT 5% 511 03 assets","True"
"","","","","","","","","","","","","tax","invoice","+521 (Reporte 104)","ec_purchase_vat_assets","","","","",""
"","","","","","","","","","","","","base","refund","-511 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-521 (Reporte 104)","ec_purchase_vat_assets","","","","",""
"tax_vat_05_512_sup_04","VAT 5% 512 04 Assets IR C","purchase","percent","14","5","VAT 5% (512, 04 Assets IR Cost)","512","522","tax_group_vat_05","","","base","invoice","+502 (Reporte 104)||+512 (Reporte 104)","","IVA 5% (512, 04 Act. Costo IR)","IVA 5% (512, 04 Activos Costo IR)","IVA 5%","VAT 5% 512 04 Assets IR C","True"
"","","","","","","","","","","","","tax","invoice","+522 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","base","refund","-512 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-522 (Reporte 104)","","","","","",""
"tax_vat_05_512_sup_05","VAT 5% 512 05 S T E IR","purchase","percent","14","5","VAT 5% (512, 05 Settlement Trip Expense IR)","512","522","tax_group_vat_05","","","base","invoice","+502 (Reporte 104)||+512 (Reporte 104)","","IVA 5% (512, 05 Liq. Viaje G. IR)","IVA 5% (512, 05 Liq. Viaje Gasto IR)","IVA 5%","VAT 5% 512 05 S T E IR","True"
"","","","","","","","","","","","","tax","invoice","+522 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","base","refund","-512 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-522 (Reporte 104)","","","","","",""
"tax_vat_05_512_sup_07","VAT 5% 512 07 I C IR","purchase","percent","14","5","VAT 5% (512, 07 Inventory Cost IR)","512","522","tax_group_vat_05","","100","base","invoice","+502 (Reporte 104)||+512 (Reporte 104)","","IVA 5% (512, 07 Inv. Costo IR)","IVA 5% (512, 07 Inventario Costo IR)","IVA 5%","VAT 5% 512 07 I C IR","True"
"","","","","","","","","","","","100","tax","invoice","+522 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","base","refund","-512 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-522 (Reporte 104)","","","","","",""
"tax_vat_05_513_sup_01","VAT 5% 513 01","purchase","percent","14","5","VAT 5% (513, 01 VAT Credit)","513","523","tax_group_vat_05","","","base","invoice","+503 (Reporte 104)||+513 (Reporte 104)","","IVA 5% (513, 01 Créd)","IVA 5% (513, 01 Crédito IVA)","IVA 5%","VAT 5% 513 01","True"
"","","","","","","","","","","","","tax","invoice","+523 (Reporte 104)","ec_purchase_vat_service_imports","","","","",""
"","","","","","","","","","","","","base","refund","-513 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-523 (Reporte 104)","ec_purchase_vat_service_imports","","","","",""
"tax_vat_05_514_sup_06","VAT 5% 514 06 I","purchase","percent","14","5","VAT 5% (514, 06 Inventory VAT Credit)","514","524","tax_group_vat_05","","","base","invoice","+504 (Reporte 104)||+514 (Reporte 104)","","IVA 5% (514, 06 Inv. Créd)","IVA 5% (514, 06 Inventario Crédito IVA)","IVA 5%","VAT 5% 514 06 I","True"
"","","","","","","","","","","","","tax","invoice","+524 (Reporte 104)","ec_purchase_vat_goods_imports","","","","",""
"","","","","","","","","","","","","base","refund","-514 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-524 (Reporte 104)","ec_purchase_vat_goods_imports","","","","",""
"tax_vat_05_515_sup_03","VAT 5% 515 03 assets","purchase","percent","14","5","VAT 5% (515, 03 VAT Credit Assets)","515","525","tax_group_vat_05","","","base","invoice","+505 (Reporte 104)||+515 (Reporte 104)","","IVA 5% (515, 03 A. Créd)","IVA 5% (515, 03 Activos Crédito IVA)","IVA 5%","VAT 5% 515 03 assets","True"
"","","","","","","","","","","","","tax","invoice","+525 (Reporte 104)","ec_purchase_vat_assets_imports","","","","",""
"","","","","","","","","","","","","base","refund","-515 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-525 (Reporte 104)","ec_purchase_vat_assets_imports","","","","",""
"tax_vat_516_sup_07","VAT 0% 516 07 I C IR","purchase","percent","20","0","VAT 0% (516, 07 Inventory Cost IR)","516","","tax_group_vat0","","","base","invoice","+506 (Reporte 104)||+516 (Reporte 104)","","IVA 0% (516, 07 Inv. Costo IR)","IVA 0% (516, 07 Inventario Costo IR)","IVA 0%","VAT 0% 516 07 I C IR","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-516 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_517_sup_02","VAT 0% 517 02 IR C","purchase","percent","20","0","VAT 0% (517, 02 IR Cost)","517","","tax_group_vat0","","","base","invoice","+507 (Reporte 104)||+517 (Reporte 104)","","IVA 0% (517, 02 Costo IR)","IVA 0% (517, 02 Costo IR)","IVA 0%","VAT 0% 517 02 IR C","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-517 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_517_sup_04","VAT 0% 517 04 A IR C","purchase","percent","20","0","VAT 0% (517, 04 Assets IR Cost)","517","","tax_group_vat0","","","base","invoice","+507 (Reporte 104)||+517 (Reporte 104)","","IVA 0% (517, 04 A. Costo IR)","IVA 0% (517, 04 Activos Costo IR)","IVA 0%","VAT 0% 517 04 A IR C","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-517 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_517_sup_05","VAT 0% 517 05 S T E IR","purchase","percent","20","0","VAT 0% (517, 05 Settlement Trip Expense IR)","517","","tax_group_vat0","","","base","invoice","+507 (Reporte 104)||+517 (Reporte 104)","","IVA 0% (517, 05 Liq. Viaje G. IR)","IVA 0% (517, 05 Liq. Viaje Gasto IR)","IVA 0%","VAT 0% 517 05 S T E IR","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-517 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_517_sup_07","VAT 0% 517 07 I C IR","purchase","percent","20","0","VAT 0% (517, 07 Inventory Cost IR)","517","","tax_group_vat0","","100","base","invoice","+507 (Reporte 104)||+517 (Reporte 104)","","IVA 0% (517, 07 Inv. Costo IR)","IVA 0% (517, 07 Inventario Costo IR)","IVA 0%","VAT 0% 517 07 I C IR","True"
"","","","","","","","","","","","100","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","100","base","refund","-517 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_517_sup_15","VAT 0% 517 15 D S","purchase","percent","20","0","VAT 0% (517, 15 Digital Services)","517","","tax_group_vat0","","","base","invoice","+507 (Reporte 104)||+517 (Reporte 104)","","IVA 0% (517, 15 Serv. Dig)","IVA 0% (517, 15 Servicios Digitales)","IVA 0%","VAT 0% 517 15 D S","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-517 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_518_sup_02","VAT 0% 518 02 IR C","purchase","percent","20","0","VAT 0% (518, 02 IR Cost)","518","","tax_group_vat0","","","base","invoice","+508 (Reporte 104)||+518 (Reporte 104)","","IVA 0% (518, 02 Costo IR)","IVA 0% (518, 02 Costo IR)","IVA 0%","VAT 0% 518 02 IR C","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-518 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_541_sup_02","VAT 0% 541 02 IR C N O","purchase","percent","30","0","VAT 0% (541, 02 IR Cost, No Object)","541","","tax_group_vat_not_charged","","100","base","invoice","+531 (Reporte 104)||+541 (Reporte 104)","","No Obj. IVA 0% (541, 02 Costo IR)","No Objeto IVA 0% (541, 02 Costo IR)","IVA 0%","VAT 0% 541 02 IR C N O","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","100","base","refund","-541 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_510_08_sup_01","VAT 8% 510 01","purchase","percent","50","8","VAT 8% (510, 01 VAT credit)","510","520","tax_group_vat_08","","100","base","invoice","+500 (Reporte 104)||+510 (Reporte 104)","","IVA 8% (510, 01 Créd)","IVA 8% (510, 01 Crédito IVA)","IVA 8%","VAT 8% 510 01","True"
"","","","","","","","","","","","100","tax","invoice","+520 (Reporte 104)","ec_purchase_vat","","","","",""
"","","","","","","","","","","","100","base","refund","-510 (Reporte 104)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-520 (Reporte 104)","ec_purchase_vat","","","","",""
"tax_vat_542_sup_02","VAT 0% EXEMPT 542 02 IR C","purchase","percent","40","0","VAT exempt 0% (542, 02 IR Cost)","542","","tax_group_vat_exempt","","","base","invoice","+532 (Reporte 104)||+542 (Reporte 104)","","Exento IVA 0% (542, 02 Costo IR)","Exento IVA 0% (542, 02 Costo IR)","IVA EXENTO","VAT 0% EXEMPT 542 02 IR C","True"
"","","","","","","","","","","","","tax","invoice","","ec_purchase_vat_zero","","","","",""
"","","","","","","","","","","","","base","refund","-542 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_purchase_vat_zero","","","","",""
"tax_vat_15_545_sup_08","VAT 15% 545 08 REIMB","purchase","percent","6","15","VAT 15% (545, 08 Reimbursement)","545","555","tax_group_vat_15","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 15% (545, 08 Reemb)","IVA 15% (545, 08 Reembolso)","IVA 15%","VAT 15% 545 08 REIMB","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_545_sup_08","VAT 12% 545 08 REIMB","purchase","percent","12","12","VAT 12% (545, 08 Reimbursement)","545","555","tax_group_vat_12","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 12% (545, 08 Reemb)","IVA 12% (545, 08 Reembolso)","IVA 12%","VAT 12% 545 08 REIMB","False"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_05_545_sup_08","VAT 5% 545 08 REIMB","purchase","percent","14","5","VAT 5% (545, 08 Reimbursement)","545","555","tax_group_vat_05","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 5% (545, 08 Reemb)","IVA 5% (545, 08 Reembolso)","IVA 5%","VAT 5% 545 08 REIMB","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_545_sup_08_vat0","VAT 0% 545 08 REIMB","purchase","percent","20","0","VAT 0% (545, 08 Reimbursement)","545","555","tax_group_vat0","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 0% (545, 08 Reemb)","IVA 0% (545, 08 Reembolso)","IVA 0%","VAT 0% 545 08 REIMB","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_545_sup_08_vat_exempt","VAT 0% Exempt 545 08 REIMB","purchase","percent","30","0","VAT 0% Exempt (545, 08 Reimbursement)","545","555","tax_group_vat_exempt","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","Exento IVA 0% (545, 08 Reemb)","Exento IVA 0% (545, 08 Reembolso)","IVA EXENTO","VAT 0% Exempt 545 08 REIMB","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_545_sup_08_vat_not_charged","VAT 0% N S 545 08 REIMB","purchase","percent","40","0","VAT 0% Non-Subject (545, 08 Reimbursement)","545","555","tax_group_vat_not_charged","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","No Obj. IVA 0% (545, 08 Reemb)","No Objeto IVA 0% (545, 08 Reembolso)","IVA 0%","VAT 0% N S 545 08 REIMB","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_15_545_sup_09","VAT 15% 545 09 REIMB S","purchase","percent","6","15","VAT 15% (545, 09 Reimbursement Sinister)","545","555","tax_group_vat_15","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 15% (545, 09 Reemb Sinies)","IVA 15% (545, 09 Reembolso Siniestro)","IVA 15%","VAT 15% 545 09 REIMB S","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_545_sup_09","VAT 12% 545 09 REIMB S","purchase","percent","12","12","VAT 12% (545, 09 Reimbursement Sinister)","545","555","tax_group_vat_12","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 12% (545, 09 Reemb Sinies)","IVA 12% (545, 09 Reembolso Siniestro)","IVA 12%","VAT 12% 545 09 REIMB S","False"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_vat_05_545_sup_09","VAT 5% 545 09 REIMB S","purchase","percent","14","5","VAT 5% (545, 09 Reimbursement Sinister)","545","555","tax_group_vat_05","","","base","invoice","+535 (Reporte 104)||+545 (Reporte 104)","","IVA 5% (545, 09 Reemb Sinies)","IVA 5% (545, 09 Reembolso Siniestro)","IVA 5%","VAT 5% 545 09 REIMB S","True"
"","","","","","","","","","","","","tax","invoice","+555 (Reporte 104)","ec_other_downpayments","","","","",""
"","","","","","","","","","","","","base","refund","-545 (Reporte 104)","","","","","",""
"","","","","","","","","","","","","tax","refund","-555 (Reporte 104)","ec_other_downpayments","","","","",""
"tax_withhold_profit_303","10% 303","none","percent","70","-10","303 10% Professional Fees and Other Payments for Services Related to the Professional Degree","303","353","tax_group_withhold_income_purchase","303","","base","invoice","+303 (Reporte 103)","","303 10% Honorarios Profesionales","303 10% Honorarios Profesionales y Demás Pagos por Servicios Relacionados con el Titulo Profesional","303","10% 303","True"
"","","","","","","","","","","","","tax","invoice","+353 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-303 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-353 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_304","8% 304","none","percent","70","-8","304 8% Services Predominantly Intellectual Services not Related to Professional Degree","304","354","tax_group_withhold_income_purchase","304","","base","invoice","+304 (Reporte 103)","","304 8% Servicios Intelecto","304 8% Servicios Predomina el Intelecto No Relacionados con el Titulo Profesional","304","8% 304","False"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_304A","8% 304a","none","percent","70","-8","304a 8% Commissions and Other Payments for Services Predominantly Intellectually Unrelated to Professional Title","304","354","tax_group_withhold_income_purchase","304A","","base","invoice","+304 (Reporte 103)","","304A 8% Comisiones","304A 8% Comisiones y Demas Pagos por Servicios Predomina Intelecto No Relacionados con el Titulo Profesional","304","8% 304a","False"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_304B","8% 304b","none","percent","70","-8","304b 8% Payments to Notaries and Property and Commercial Registrars for their Activities as Such","304","354","tax_group_withhold_income_purchase","304B","","base","invoice","+304 (Reporte 103)","","304B 8% Notarios","304B 8% Pagos a Notarios y Registradores de la Propiedad y Mercantil por sus Actividades Ejercidas Como Tales","304","8% 304b","False"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_304C","8% 304c","none","percent","70","-8","304c 8% Payments to Athletes, Coaches, Referees, Members of the Coaching Staff for their Activities as Such","304","354","tax_group_withhold_income_purchase","304C","","base","invoice","+304 (Reporte 103)","","304C 8% Deportistas","304C 8% Pagos a Deportistas, Entrenadores, Arbitros, Miembros del Cuerpo Tecnico por sus Actividades Ejercidas Como Tales","304","8% 304c","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_304D","8% 304d","none","percent","70","-8","304d 8% Payments to Artists for their Activities as Performers","304","354","tax_group_withhold_income_purchase","304D","","base","invoice","+304 (Reporte 103)","","304D 8% Artistas","304D 8% Pagos a Artistas por sus Actividades Ejercidas Como Tales","304","8% 304d","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","+304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_304E","8% 304e","none","percent","70","-8","304e 8% Fees and Other Payments for Teaching Services","304","354","tax_group_withhold_income_purchase","304E","","base","invoice","+304 (Reporte 103)","","304E 8% Docencia","304E 8% Honorarios y Demas Pagos por Servicios de Docencia","304","8% 304e","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_307","2% 307","none","percent","70","-2","307 2% Services Predominantly Labor Force","307","357","tax_group_withhold_income_purchase","307","","base","invoice","+307 (Reporte 103)","","307 2% Servicios Mano de Obra","307 2% Servicios Predomina Mano de Obra","307","2% 307","True"
"","","","","","","","","","","","","tax","invoice","+357 (Reporte 103)","ret_ir_2x100","","","","",""
"","","","","","","","","","","","","base","refund","-307 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-357 (Reporte 103)","ret_ir_2x100","","","","",""
"tax_withhold_profit_308","10% 308","none","percent","70","-10","308 10% Use or Exploitation of Image or Reputation","308","358","tax_group_withhold_income_purchase","308","","base","invoice","+308 (Reporte 103)","","308 10% Imagen/Renombre","308 10% Utilizacion o Aprovechamiento de la Imagen o Renombre","308","10% 308","True"
"","","","","","","","","","","","","tax","invoice","+358 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-308 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-358 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_309","1.75% 309","none","percent","70","-1.75","309 1.75% Services Rendered by Media and Advertising Agencies","309","359","tax_group_withhold_income_purchase","309","","base","invoice","+309 (Reporte 103)","","309 1.75% Medios/Publicidad","309 1.75% Servicios Prestados por Medios de Comunicación y Agencias de Publicidad","309","1.75% 309","False"
"","","","","","","","","","","","","tax","invoice","+359 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-309 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-359 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_310","1% 310","none","percent","70","-1","310 1% Private Passenger Transportation Service or Public or Private Transportation of Cargo","310","360","tax_group_withhold_income_purchase","310","","base","invoice","+310 (Reporte 103)","","310 1% Transporte","310 1% Servicio de Transporte Privado de Pasajeros o Transporte Publico o Privado de Carga","310","1% 310","True"
"","","","","","","","","","","","","tax","invoice","+360 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-310 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-360 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_311","2% 311","none","percent","70","-2","311 2% For Payments Through Purchase Settlement (Cultural or Rustic Level)","311","361","tax_group_withhold_income_purchase","311","","base","invoice","+311 (Reporte 103)","","311 2% Compra","311 2% Por Pagos a Traves de Liquidacion de Compra (nivel cultural o rusticidad)","311","2% 311","True"
"","","","","","","","","","","","","tax","invoice","+361 (Reporte 103)","ret_ir_2x100","","","","",""
"","","","","","","","","","","","","base","refund","-311 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-361 (Reporte 103)","ret_ir_2x100","","","","",""
"tax_withhold_profit_312","1.75% 312","none","percent","70","-1.75","312 1.75% Transfer of Tangible Movable Property of a Tangible Nature","312","362","tax_group_withhold_income_purchase","312","","base","invoice","+312 (Reporte 103)","","312 1.75% Transferencia Bienes","312 1.75% Transferencia de Bienes Muebles de Naturaleza Corporal","312","1.75% 312","True"
"","","","","","","","","","","","","tax","invoice","+362 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-312 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-362 (Reporte 103)","ret_ir_1_75x100","","","","",""
"tax_withhold_profit_312A","1% 312a","none","percent","70","-1","312a 1% Purchases from the Producer: of Goods of Bio-aquatic, Forestry Origin and Those Described in Art.27.1 of LRTI","3120","3620","tax_group_withhold_income_purchase","312A","","base","invoice","+3120 (Reporte 103)","","312A 1% Compras al Productor","312A 1% Compras al Productor: de Bienes de Origen Bioacuático, Forestal y los Descritos el Art.27.1 de LRTI","3120","1% 312a","True"
"","","","","","","","","","","","","tax","invoice","+3620 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-3120 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-3620 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_314A","8% 314a","none","percent","70","-8","314a 8% Royalties From Franchises Under The Intellectual Property Law - Payment to Individuals","314","364","tax_group_withhold_income_purchase","314A","","base","invoice","+314 (Reporte 103)","","314A 8% Regalias Personas","314A 8% Regalias por Concepto de Franquicias de Acuerdo a Ley de Propiedad Intelectual - Pago a Personas Naturales","314","8% 314a","False"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_314B","8% 314b","none","percent","70","-8","314b 8% Royalties, Copyrights, Trademarks, Patents and Similar in Accordance with the Intellectual Property Law - Payment to Natural Persons","314","364","tax_group_withhold_income_purchase","314B","","base","invoice","+314 (Reporte 103)","","314B 8% Derechos Autor","314B 8% Casales, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo a Ley de Propiedad Intelectual – Pago a Personas Naturales","314","8% 314b","False"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_314C","8% 314c","none","percent","70","-8","314c 8% Royalties from Franchises in Accordance with Intellectual Property Law - Payment to Corporations","314","364","tax_group_withhold_income_purchase","314C","","base","invoice","+314 (Reporte 103)","","314C 8% Regalias Sociedades","314C 8% Regalias por Concepto de Franquicias de Acuerdo a Ley de Propiedad Intelectual - Pago a Sociedades","314","8% 314c","False"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
