"id","parent_id","active","code","name","reconcile","non_trade","account_type","name@es","description","description@es_419","tax_ids","depreciation_model_id"
"ec120601","ec1206","True","120601","Financial assets held to maturity","False","","asset_non_current","Activos financieros mantenidos hasta el vencimiento","","","",""
"ec120602","ec1206","True","120602","Provision for impairment of financial assets held to maturity","False","","asset_non_current","Provision por deterioro de activos financieros mantenidos hasta el vencimiento","","","",""
"ec120603","ec1206","True","120603","Notes and accounts receivable","True","","asset_receivable","Documentos y cuentas por cobrar","","","",""
"ec120604","ec1206","True","120604","Provision for uncollectible accounts of non-current financial assets","False","","asset_non_current","Provision cuentas incobrables de activos financieros no corrientes","","","",""
"ec120701","ec1207","True","120701","Subsidiary investments","False","","asset_non_current","Inversiones subsidiarias","","","",""
"ec120702","ec1207","True","120702","Associated investments","False","","asset_non_current","Inversiones asociadas","","","",""
"ec120703","ec1207","True","120703","Investments in joint ventures","False","","asset_non_current","Inversiones negocios conjuntos","","","",""
"ec120704","ec1207","True","120704","Other investments","False","","asset_non_current","Otras inversiones","","","",""
"ec120705","ec1207","True","120705","Provision for valuation of investments","False","","asset_non_current","Provision valuacion de inversiones","","","",""
"ec120706","ec1207","True","120706","Other non-current assets","False","","asset_non_current","Otros activos no corrientes","","","",""
"ec2101","ec21","True","2101","Financial liabilities at fair value through profit or loss","False","","liability_current","Pasivos financieros a valor razonable con cambios en resultados","","","",""
"ec2102","ec21","True","2102","Liabilities under finance leases","False","","liability_current","Pasivos por contratos de arrendamiento financiero","","","",""
"ec210301","ec2103","True","210301","Local accounts and notes payable","True","","liability_payable","Cuentas y documentos por pagar locales","","","",""
"ec210302","ec2103","True","210302","Foreign accounts and notes payable","True","","liability_payable","Cuentas y documentos por pagar del exterior","","","",""
"ec210401","ec2104","True","210401","Obligations with local financial institutions","True","","liability_payable","Obligaciones con instituciones financieras locales","","","",""
"ec210402","ec2104","True","210402","Obligations with foreign financial institutions","True","","liability_payable","Obligaciones con instituciones financieras del exterior","","","",""
"ec2105010101","ec21050101","True","2105010101","Vacation Provision","False","","liability_current","Provision vacaciones","","","",""
"ec2105010102","ec21050101","True","2105010102","Provision Thirteen","False","","liability_current","Provision decimo tercero","","","",""
"ec2105010103","ec21050101","True","2105010103","Provision fourteenth highlands","False","","liability_current","Provision decimo cuarto sierra","","","",""
"ec2105010104","ec21050101","True","2105010104","Provision fourteenth coast","False","","liability_current","Provision decimo cuarto costa","","","",""
"ec2105010105","ec21050101","True","2105010105","Other provisions in favor of employees","False","","liability_current","Otras provisiones a favor de los empleados","","","",""
"ec21050102","ec210501","True","21050102","Other local provisions","True","","liability_current","Otras provisiones locales","","","",""
"ec210502","ec2105","True","210502","Provisions from abroad","True","","liability_current","Provisiones del exterior","","","",""
"ec2106","ec21","True","2106","Current portion of bonds issued","False","","liability_current","Porcion corriente de obligaciones emitidas","","","",""
"ec21070101","ec210701","True","21070101","Income tax withheld from employees","False","","liability_current","Impuesto a la renta retenido a empleados","","","",""
"ec_vat_tax_deduction","ec210701","True","21070102","Tax payable VAT","True","True","liability_payable","Impuesto por pagar IVA","","","",""
"ec_profit_tax_deduction","ec210701","True","21070103","Withholding payable taxes","True","True","liability_payable","Retenciones en la fuente por pagar","","","",""
"ec_ice_tax_deduction","ec210701","True","21070104","Tax payable ICE","True","True","liability_payable","Impuesto por pagar ICE","","","",""
"ec_irbpnr_tax_deduction","ec210701","True","21070105","IRBPNR tax payable","True","True","liability_payable","Impuesto IRBPNR por pagar","","","",""
"ec_others_tax_deduction","ec210701","True","21070106","Other taxes payable","True","True","liability_payable","Otros impuestos por pagar","","","",""
"ec210702","ec2107","True","210702","Income tax payable for the year","True","","liability_payable","Impuesto a la renta por pagar del ejercicio","","","",""
"ec21070301","ec210703","True","21070301","Unsecured loans","False","","liability_current","Prestamos quirografarios","","","",""
"ec21070302","ec210703","True","21070302","Mortgage loans","False","","liability_current","Prestamos hipotecarios","","","",""
"ec21070303","ec210703","True","21070303","Employer's contribution to the iess","False","","liability_current","Aportacion patronal al iess","","","",""
"ec21070304","ec210703","True","21070304","Personal contribution to iess","False","","liability_current","Aportacion personal al iess","","","",""
"ec21070305","ec210703","True","21070305","Reserve funds withheld from employees","False","","liability_current","Fondos de reserva retenidos a empleados","","","",""
"ec21070306","ec210703","True","21070306","Other current obligations with the iess","False","","liability_current","Otras obligaciones corrientes con el iess","","","",""
"ec21070307","ec210703","True","21070307","Solidarity benefits to the IESS","False","","liability_current","Prestaciones solidarias al IESS","","","",""
"ec21070401","ec210704","True","21070401","Wages and salaries payable","True","","liability_payable","Sueldos y salarios por pagar","","","",""
"ec21070402","ec210704","True","21070402","Other current employee benefit obligations","True","","liability_payable","Otras obligaciones corrientes por beneficios de ley a empleados","","","",""
"ec21070403","ec210704","True","21070403","Tenths due","True","","liability_payable","Décimos por pagar","","","",""
"ec210705","ec2107","True","210705","Employee profit sharing payable for the year","True","","liability_current","Participacion trabajadores por pagar del ejercicio","","","",""
"ec210706","ec2107","True","210706","Dividends payable","True","","liability_current","Dividendos por pagar","","","",""
"ec2108","ec21","True","2108","Sundry/related accounts payable","True","","liability_payable","Cuentas por pagar diversas/relacionadas","","","",""
"ec2109","ec21","True","2109","Other financial liabilities","True","","liability_payable","Otros pasivos financieros","","","",""
"ec2110","ec21","True","2110","Customer advances","True","","liability_payable","Anticipos de clientes","","","",""
"ec2111","ec21","True","2111","Liabilities directly associated with non-current assets and discontinued operations","False","","liability_current","Pasivos directamente asociados con los activos no corrientes y operaciones discontinuadas","","","",""
"ec211201","ec2112","True","211201","Other long-term employee benefits","True","","liability_payable","Otros beneficios a largo plazo para los empleados","","","",""
"ec211301","ec2113","True","211301","Judicial withholdings","False","","liability_current","Retenciones judiciales","","","",""
"ec_sale_vat","ec21140101","True","2114010101","VAT charged on local sales locales","False","","liability_current","Iva cobrado en ventas locales","","","",""
"ec_sale_vat_assets","ec21140101","True","2114010102","VAT collected on sales of fixed assets","False","","liability_current","Iva cobrado en ventas de activos fijos","","","",""
"ec_sale_vat_goods_exports","ec21140101","True","2114010103","VAT collected on exportation of goods","False","","liability_current","Iva cobrado en exportacion de bienes","","","",""
"ec_sale_vat_services_exports","ec21140101","True","2114010104","VAT charged on exportation of services","False","","liability_current","Iva cobrado en exportacion de servicios","","","",""
"ec_sale_vat_zero","ec21140101","True","2114010105","VAT on sales 0%","False","","liability_current","Iva en ventas 0%","","","",""
"ret_ir_1x100","ec21140102","True","2114010201","Withholding tax 1%","False","","liability_current","Retenciones de la fuente 1%","","","",""
"ret_ir_1_75x100","ec21140102","True","2114010202","Withholding tax 1.75%","False","","liability_current","Retenciones de la fuente 1.75%","","","",""
"ret_ir_2x100","ec21140102","True","2114010203","Withholding tax 2%","False","","liability_current","Retenciones de la fuente 2%","","","",""
"ret_ir_2_75x100","ec21140102","True","2114010204","Withholding tax 2.75%","False","","liability_current","Retenciones de la fuente 2.75%","","","",""
"ret_ir_3x100","ec21140102","True","2114010205","Withholding tax 3%","False","","liability_current","Retenciones de la fuente 3%","","","",""
"ret_ir_5x100","ec21140102","True","2114010206","Withholding tax 5%","False","","liability_current","Retenciones de la fuente 5%","","","",""
"ret_ir_8x100","ec21140102","True","2114010207","Withholding tax 8%","False","","liability_current","Retenciones de la fuente 8%","","","",""
"ret_ir_10x100","ec21140102","True","2114010208","Withholding tax 10%","False","","liability_current","Retenciones de la fuente 10%","","","",""
"ret_ir_15x100","ec21140102","True","2114010209","Withholding tax 15%","False","","liability_current","Retenciones de la fuente 15%","","","",""
"ret_ir_22x100","ec21140102","True","2114010210","Withholding tax 22%","False","","liability_current","Retenciones de la fuente 22%","","","",""
"ret_ir_others","ec21140102","True","2114010211","Other withholdings","False","","liability_current","Otras retenciones","","","",""
"ec_vat_withhold_10","ec21140103","True","2114010301","VAT withholdings 10%","False","","liability_current","Retenciones de iva 10%","","","",""
"ec_vat_withhold_20","ec21140103","True","2114010302","VAT withholdings 20%","False","","liability_current","Retenciones de iva 20%","","","",""
"ec_vat_withhold_30","ec21140103","True","2114010303","VAT withholdings 30%","False","","liability_current","Retenciones de iva 30%","","","",""
"ec_vat_withhold_50","ec21140103","True","2114010304","VAT withholdings 50%","False","","liability_current","Retenciones de iva 50%","","","",""
"ec_vat_withhold_70","ec21140103","True","2114010305","VAT withholdings 70%","False","","liability_current","Retenciones de iva 70%","","","",""
"ec_vat_withhold_100","ec21140103","True","2114010306","VAT withholdings 100%","False","","liability_current","Retenciones de iva 100%","","","",""
"ec_vat_withhold_others","ec21140103","True","2114010307","Other withholdings","False","","liability_current","Otras retenciones","","","",""
"ec_purchase_withhold_tax_base","ec211401","True","21140104","Purchase Withholding Base Amount","False","","liability_current","Base Imponible de Retenciones en Compras","","","",""
"ec_ice_plastic_bags","ec211401","True","2114010401","ICE Plastic Bags","False","","liability_current","ICE Bolsas Plásticas","","","",""
"ec2201","ec22","True","2201","Liabilities under finance leases","True","","liability_current","Pasivos por contratos de arrendamiento financiero","","","",""
"ec220201","ec2202","True","220201","Local accounts and notes payable","True","","liability_payable","Cuentas y documentos por pagar locales","","","",""
"ec220202","ec2202","True","220202","Foreign accounts and notes payable","True","","liability_payable","Cuentas y documentos por pagar del exterior","","","",""
"ec220301","ec2203","True","220301","Obligations with local financial institutions","True","","liability_payable","Obligaciones con instituciones financieras locales","","","",""
"ec220302","ec2203","True","220302","Obligations with foreign financial institutions","True","","liability_payable","Obligaciones con instituciones financieras del exterior","","","",""
"ec220401","ec2204","True","220401","Local miscellaneous/related accounts payable","True","","liability_payable","Cuentas por pagar diversas/relacionadas locales","","","",""
"ec220402","ec2204","True","220402","Foreign sundry/related accounts payable","True","","liability_payable","Cuentas por pagar diversas/relacionadas del exterior","","","",""
"ec2205","ec22","True","2205","Bonds issued","True","","liability_payable","Obligaciones emitidas","","","",""
"ec2206","ec22","True","2206","Customer advances","True","","liability_payable","Anticipos de clientes","","","",""
"ec220701","ec2207","True","220701","Other non-current employee benefits","True","","liability_payable","Otros beneficios no corrientes para los empleados","","","",""
"ec2208","ec22","True","2208","Other provisions","True","","liability_non_current","Otras provisiones","","","",""
"ec220901","ec2209","True","220901","Deferred income","True","","liability_non_current","Ingresos diferidos","","","",""
"ec220902","ec2209","True","220902","Deferred tax liabilities","True","","liability_non_current","Pasivos por impuestos diferidos","","","",""
"ec2210","ec22","True","2210","Other non-current liabilities","False","","liability_non_current","Otros pasivos no corrientes","","","",""
"ec3101","ec31","True","3101","Subscribed or assigned capital","False","","equity","Capital suscrito o asignado","","","",""
"ec3102","ec31","True","3102","Unpaid subscribed capital, treasury stock","False","","equity","Capital suscrito no pagado, acciones en tesoreria","","","",""
"ec32","ec3","True","32","Contributions from partners or stockholders for future capitalization","False","","equity","Aportes de socios o accionistas para futura capitalizacion","","","",""
"ec33","ec3","True","33","Premium on primary issuance of shares","False","","equity","Prima por emision primaria de acciones","","","",""
"ec3401","ec34","True","3401","Legal reserve","False","","equity","Reserva legal","","","",""
"ec3402","ec34","True","3402","Optional and statutory reserves","False","","equity","Reservas facultativa y estatutaria","","","",""
"ec3403","ec34","True","3403","Capital reserve","False","","equity","Reserva de capital","","","",""
"ec3404","ec34","True","3404","Other reserves","False","","equity","Otras reservas","","","",""
"ec3501","ec35","True","3501","Surplus of financial assets available for sale","False","","equity","Superavit de activos financieros disponibles para la venta","","","",""
"ec3502","ec35","True","3502","Property, plant and equipment revaluation surplus","False","","equity","Superavit por revaluacion de propiedades, planta y equipo","","","",""
"ec3503","ec35","True","3503","Revaluation surplus on intangible assets","False","","equity","Superavit por revaluacion de activos intangibles","","","",""
"ec3504","ec35","True","3504","Other revaluation surplus","False","","equity","Otros superavit por revaluacion","","","",""
"ec3601","ec36","True","3601","Retained earnings","False","","equity","Ganancias acumuladas","","","",""
"ec3602","ec36","True","3602","Accumulated losses","False","","equity","Perdidas acumuladas","","","",""
"ec3603","ec36","True","3603","Cumulative results from the first-time adoption of niif","False","","equity","Resultados acumulados provenientes de la adopcion por primera vez de las niif","","","",""
"ec3701","ec37","True","3701","Net income for the period","False","","equity_unaffected","Resultado neto del periodo","","","",""
"ec410101","ec4101","True","410101","Sale of goods","False","","income","Venta de bienes","","","",""
"ec410201","ec4102","True","410201","Provision of services","False","","income","Prestacion de servicios","","","",""
"ec4103","ec41","True","4103","Construction contracts","False","","income","Contratos de construccion","","","",""
"ec4104","ec41","True","4104","Government grants","False","","income","Subvenciones del gobierno","","","",""
"ec4105","ec41","True","4105","Royalties","False","","income","Regalias","","","",""
"ec4106","ec41","True","4106","Interests","False","","income","Intereses","","","",""
"ec4107","ec41","True","4107","Dividends","False","","income","Dividendos","","","",""
"ec4108","ec41","True","4108","Gain on fair value measurement of biological assets","False","","income","Ganancia por medición a valor razonable de activos biológicos","","","",""
"ec4109","ec41","True","4109","Other income from ordinary activities","False","","income","Otros ingresos de actividades ordinarias","","","",""
"ec_early_pay_discount_loss","ec41","True","4110","(-) Early payment discount on sales","False","","income","(-) Descuento pronto pago en ventas","","","",""
"ec4111","ec41","True","4111","(-) sales returns","False","","income","(-) devoluciones en ventas","","","",""
"ec42","ec4","True","42","Gross profit","False","","income","Ganancia bruta","","","",""
"ec4301","ec43","True","4301","Dividends","False","","income","Dividendos","","","",""
"ec4302","ec43","True","4302","Financial interest","False","","income","Intereses financieros","","","",""
"ec4303","ec43","True","4303","Gain on investments in associates / subsidiaries and others","False","","income","Ganancia en inversiones en asociadas / subsidiarias y otras","","","",""
"ec4304","ec43","True","4304","Valuation of financial instruments at fair value through profit or loss","False","","income","Valuacion de instrumentos financieros a valor razonable con cambio en resultados","","","",""
"ec430501","ec4305","True","430501","Income from foreign exchange differences","False","","income","Ingresos por diferecias de cambio","","","",""
"ec_income_cash_difference","ec4305","True","430502","Cash difference account","False","","income","Ingresos por diferencias en efectivo","","","",""
"ec430503","ec4305","True","430503","Otras rentas","False","","income","Other Income","","","",""
"ec510101","ec5101","True","510101","Beginning inventory of goods not produced by the company","False","","expense_direct_cost","Inventario inicial de bienes no producidos por la compañia","","","",""
"ec510102","ec5101","True","510102","Net local purchases of goods not produced by the company","False","","expense_direct_cost","Compras netas locales de bienes no producidos por la compañia","","","",""
"ec510103","ec5101","True","510103","Imports of goods not produced by the company","False","","expense_direct_cost","Importaciones de bienes no producidos por la compañia","","","",""
"ec510104","ec5101","True","510104","Ending inventory of goods not produced by the company","False","","expense_direct_cost","Inventario final de bienes no producidos por la compañia","","","",""
"ec510105","ec5101","True","510105","Initial raw material inventory","False","","expense_direct_cost","Inventario inicial de materia prima","","","",""
"ec510106","ec5101","True","510106","Net local purchases of raw materials","False","","expense_direct_cost","Compras netas locales de materia prima","","","",""
"ec510107","ec5101","True","510107","Raw material imports","False","","expense_direct_cost","Importaciones de materia prima","","","",""
"ec510108","ec5101","True","510108","Final raw material inventory","False","","expense_direct_cost","Inventario final de materia prima","","","",""
"ec510109","ec5101","True","510109","Initial in-process inventory","False","","expense_direct_cost","Inventario inicial de productos en proceso","","","",""
"ec510110","ec5101","True","510110","Final in-process inventory","False","","expense_direct_cost","Inventario final de productos en proceso","","","",""
"ec510111","ec5101","True","510111","Beginning inventory of finished products","False","","expense_direct_cost","Inventario inicial productos terminados","","","",""
"ec510112","ec5101","True","510112","Final inventory of finished products","False","","expense_direct_cost","Inventario final de productos terminados","","","",""
"ec51020101","ec510201","True","51020101","Wages, salaries and other remuneration","False","","expense_direct_cost","Sueldos, salarios y demas remuneraciones","","","",""
"ec51020102","ec510201","True","51020102","Overtime","False","","expense_direct_cost","Horas extra","","","",""
"ec51020103","ec510201","True","51020103","Performance bonuses","False","","expense_direct_cost","Bonificaciones por desempeño","","","",""
"ec51020201","ec510202","True","51020201","Medical insurance","False","","expense_direct_cost","Seguro medico","","","",""
"ec51020202","ec510202","True","51020202","Training","False","","expense_direct_cost","Capacitacion","","","",""
"ec51020203","ec510202","True","51020203","Uniforms","False","","expense_direct_cost","Uniformes","","","",""
"ec51020204","ec510202","True","51020204","Feeding","False","","expense_direct_cost","Alimentacion","","","",""
"ec51020205","ec510202","True","51020205","Transportation (when it does not generate social benefits)","False","","expense_direct_cost","Transporte (cuando no genera beneficios sociales)","","","",""
"ec51020206","ec510202","True","51020206","Employee income tax borne by the company","False","","expense_direct_cost","Impuesto a la renta de empleados asumido por la empresa","","","",""
"ec51020207","ec510202","True","51020207","IESS personal contribution assumed by the company","False","","expense_direct_cost","Aporte personal IESS asumido por la empresa","","","",""
"ec51020208","ec510202","True","51020208","Other employee benefits","False","","expense_direct_cost","Otros beneficios a empleados","","","",""
"ec51020301","ec510203","True","51020301","Employer's contribution","False","","expense_direct_cost","Aporte patronal","","","",""
"ec51020302","ec510203","True","51020302","Reserve funds","False","","expense_direct_cost","Fondos de reserva","","","",""
"ec51020401","ec510204","True","51020401","Thirteenth salary","False","","expense_direct_cost","Decimo tercer sueldo","","","",""
"ec51020402","ec510204","True","51020402","Fourteenth salary","False","","expense_direct_cost","Decimo cuarto sueldo","","","",""
"ec51020403","ec510204","True","51020403","Vacations","False","","expense_direct_cost","Vacaciones","","","",""
"ec51020404","ec510204","True","51020404","Untimely dismissal","False","","expense_direct_cost","Despido intempestivo","","","",""
"ec51020405","ec510204","True","51020405","Eviction","False","","expense_direct_cost","Desahucio","","","",""
"ec51020406","ec510204","True","51020406","Other benefits and indemnities","False","","expense_direct_cost","Otros beneficios e indemnizaciones","","","",""
"ec51030101","ec510301","True","51030101","Wages, salaries and other remuneration","False","","expense_direct_cost","Sueldos, salarios y demas remuneraciones","","","",""
"ec51030102","ec510301","True","51030102","Overtime","False","","expense_direct_cost","Horas extra","","","",""
"ec51030103","ec510301","True","51030103","Performance bonuses","False","","expense_direct_cost","Bonificaciones por desempeño","","","",""
"ec51030201","ec510302","True","51030201","Medical insurance","False","","expense_direct_cost","Seguro medico","","","",""
"ec51030202","ec510302","True","51030202","Training","False","","expense_direct_cost","Capacitacion","","","",""
"ec51030203","ec510302","True","51030203","Uniforms","False","","expense_direct_cost","Uniformes","","","",""
"ec51030204","ec510302","True","51030204","Food","False","","expense_direct_cost","Alimentacion","","","",""
"ec51030205","ec510302","True","51030205","Transportation (when it does not generate social benefits)","False","","expense_direct_cost","Transporte (cuando no genera beneficios sociales)","","","",""
"ec51030206","ec510302","True","51030206","Employee income tax borne by the company","False","","expense_direct_cost","Impuesto a la renta de empleados asumido por la empresa","","","",""
"ec51030207","ec510302","True","51030207","IESS personal contribution assumed by the company","False","","expense_direct_cost","Aporte personal IESS asumido por la empresa","","","",""
"ec51030208","ec510302","True","51030208","Other employee benefits","False","","expense_direct_cost","Otros beneficios a empleados","","","",""
"ec51030301","ec510303","True","51030301","Employer's contribution","False","","expense_direct_cost","Aporte patronal","","","",""
"ec51030302","ec510303","True","51030302","Reserve funds","False","","expense_direct_cost","Fondos de reserva","","","",""
"ec51030401","ec510304","True","51030401","Thirteenth salary","False","","expense_direct_cost","Decimo tercer sueldo","","","",""
"ec51030402","ec510304","True","51030402","Fourteenth salary","False","","expense_direct_cost","Decimo cuarto sueldo","","","",""
"ec51030403","ec510304","True","51030403","Vacations","False","","expense_direct_cost","Vacaciones","","","",""
"ec51030404","ec510304","True","51030404","Untimely dismissal","False","","expense_direct_cost","Despido intempestivo","","","",""
"ec51030405","ec510304","True","51030405","Eviction","False","","expense_direct_cost","Desahucio","","","",""
"ec51030406","ec510304","True","51030406","Other benefits and indemnities","False","","expense_direct_cost","Otros beneficios e indemnizaciones","","","",""
"ec51040101","ec510401","True","51040101","Buildings","False","","expense_depreciation","Edificios","","","",""
"ec51040102","ec510401","True","51040102","Construction in progress","False","","expense_depreciation","Contrucciones en curso","","","",""
"ec51040103","ec510401","True","51040103","Facilities","False","","expense_depreciation","Instalaciones","","","",""
"ec51040104","ec510401","True","51040104","Furniture and fixtures","False","","expense_depreciation","Muebles y enseres","","","",""
"ec51040105","ec510401","True","51040105","Machinery and equipment","False","","expense_depreciation","Maquinaria y equipo","","","",""
"ec51040106","ec510401","True","51040106","Vessels, aircraft, barges and similar","False","","expense_depreciation","Naves, aeronaves, barcazas y similares","","","",""
"ec51040107","ec510401","True","51040107","Computer equipment","False","","expense_depreciation","Equipo de computacion","","","",""
"ec51040108","ec510401","True","51040108","Vehicles, transport equipment and mobile road equipment","False","","expense_depreciation","Vehiculos, equipos de transporte y equipo caminero movil","","","",""
"ec51040109","ec510401","True","51040109","Other property, plant and equipment","False","","expense_depreciation","Otros propiedades, planta y equipo","","","",""
"ec51040110","ec510401","True","51040110","Spare parts and tools","False","","expense_depreciation","Repuestos y herramientas","","","",""
"ec510402","ec5104","True","510402","Impairment or loss of biological assets","False","","expense_direct_cost","Deterioro o pérdidas de activos biológicos","","","",""
"ec51040301","ec510403","True","51040301","Buildings","False","","expense_direct_cost","Edificios","","","",""
"ec51040302","ec510403","True","51040302","Construction in progress","False","","expense_direct_cost","Contrucciones en curso","","","",""
"ec51040303","ec510403","True","51040303","Facilities","False","","expense_direct_cost","Instalaciones","","","",""
"ec51040304","ec510403","True","51040304","Furniture and fixtures","False","","expense_direct_cost","Muebles y enseres","","","",""
"ec51040305","ec510403","True","51040305","Machinery and equipment","False","","expense_direct_cost","Maquinaria y equipo","","","",""
"ec51040306","ec510403","True","51040306","Vessels, aircraft, barges and similar","False","","expense_direct_cost","Naves, aeronaves, barcazas y similares","","","",""
"ec51040307","ec510403","True","51040307","Computer equipment","False","","expense_direct_cost","Equipo de computacion","","","",""
"ec51040308","ec510403","True","51040308","Vehicles, transport equipment and mobile road equipment","False","","expense_direct_cost","Vehiculos, equipos de transporte y equipo caminero movil","","","",""
"ec51040309","ec510403","True","51040309","Other property, plant and equipment","False","","expense_direct_cost","Otros propiedades, planta y equipo","","","",""
"ec51040310","ec510403","True","51040310","Spare parts and tools","False","","expense_direct_cost","Repuestos y herramientas","","","",""
"ec510404","ec5104","True","510404","Net realizable value effect of inventories","False","","expense_direct_cost","Efecto valor neto de realizacion de inventarios","","","",""
"ec510405","ec5104","True","510405","Warranty expenses on sale of products or services","False","","expense_direct_cost","Gasto por garantias en venta de productos o servicios","","","",""
"ec510406","ec5104","True","510406","Maintenance and repairs","False","","expense_direct_cost","Mantenimiento y reparaciones","","","",""
"ec510407","ec5104","True","510407","Material supplies and spare parts","False","","expense_direct_cost","Suministros materiales y repuestos","","","",""
"ec51040801","ec510408","True","51040801","Other production costs","False","","expense_direct_cost","Otros costos de produccion","","","",""
"ec51040802","ec510408","True","51040802","Faltantes y sobrantes de ajustes de inventario","False","","expense_direct_cost","","","","",""
"ec51040803","ec510408","True","51040803","Desperdicios en el proceso productivo","False","","expense_direct_cost","","","","",""
"ec52010101","ec520101","True","52010101","Wages, salaries and other remuneration","False","","expense","Sueldos, salarios y demas remuneraciones","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52010102","ec520101","True","52010102","Overtime","False","","expense","Horas extra","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52010103","ec520101","True","52010103","Performance bonuses","False","","expense","Bonificaciones por desempeño","Performance or statutory bonuses paid to employees.","Bonificaciones de desempeño u obligatorias pagadas a los empleados.","",""
"ec52010201","ec520102","True","52010201","Employer's contribution","False","","expense","Aporte patronal","Employer contributions to social security and other mandatory funds.","Aportes patronales al seguro social y otros fondos obligatorios.","",""
"ec52010202","ec520102","True","52010202","Reserve funds","False","","expense","Fondos de reserva","Legal or reserve fund allocations related to labor obligations.","Asignaciones legales o de reserva relacionadas con obligaciones laborales.","",""
"ec52010301","ec520103","True","52010301","Thirteenth salary","False","","expense","Decimo tercer sueldo","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52010302","ec520103","True","52010302","Fourteenth salary","False","","expense","Decimo cuarto sueldo","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52010303","ec520103","True","52010303","Vacations","False","","expense","Vacaciones","Accrued or paid vacation expenses for employees.","Gastos por vacaciones devengadas o pagadas al personal.","",""
"ec52010304","ec520103","True","52010304","Untimely dismissal","False","","expense","Despido intempestivo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52010305","ec520103","True","52010305","Eviction","False","","expense","Desahucio","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","tax_vat_15_512_sup_04",""
"ec52010306","ec520103","True","52010306","Other benefits and indemnities","False","","expense","Otros beneficios e indemnizaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec52010401","ec520104","True","52010401","Medical insurance","False","","expense","Seguro medico","Insurance premiums related to employees or business operations.","Primas de seguros relacionadas con empleados u operaciones del negocio.","",""
"ec52010402","ec520104","True","52010402","Training","False","","expense","Capacitacion","Employee training and professional development programs.","Programas de capacitación y desarrollo profesional del personal.","",""
"ec52010403","ec520104","True","52010403","Uniforms","False","","expense","Uniformes","Purchase of uniforms and workwear for employees.","Compra de uniformes y ropa de trabajo para los empleados.","tax_vat_15_512_sup_04",""
"ec52010404","ec520104","True","52010404","Food","False","","expense","Alimentacion","Meal or food expenses provided to employees.","Gastos por alimentación o comidas proporcionadas al personal.","",""
"ec52010405","ec520104","True","52010405","Transportation (when it does not generate social benefits)","False","","expense","Transporte (cuando no genera beneficios sociales)","","","",""
"ec52010406","ec520104","True","52010406","Employee income tax borne by the company","False","","expense","Impuesto a la renta de empleados asumido por la empresa","","","",""
"ec52010407","ec520104","True","52010407","IESS personal contribution assumed by the company","False","","expense","Aporte personal IESS asumido por la empresa","","","",""
"ec52010408","ec520104","True","52010408","Other employee benefits","False","","expense","Otros beneficios a empleados","","","",""
"ec520105","ec5201","True","520105","Fees, commissions and per diems to natural persons","False","","expense","Honorarios, comisiones y dietas a personas naturales","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","tax_vat_15_512_sup_05",""
"ec520106","ec5201","True","520106","Remuneration to other self-employed workers","False","","expense","Remuneraciones a otros trabajadores autonomos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520107","ec5201","True","520107","Fees to foreigners for occasional services","False","","expense","Honorarios a extranjeros por servicios ocasionales","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520108","ec5201","True","520108","Maintenance and repairs","False","","expense","Mantenimiento y reparaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520109","ec5201","True","520109","Operating leases","False","","expense","Arrendamiento operativo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520110","ec5201","True","520110","Commissions","False","","expense","Comisiones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520111","ec5201","True","520111","Promotion and advertising","False","","expense","Promocion y publicidad","Advertising, marketing, and promotional expenses.","Gastos de publicidad, marketing y promoción de la empresa.","tax_vat_15_512_sup_04",""
"ec520112","ec5201","True","520112","Fuels","False","","expense","Combustibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520113","ec5201","True","520113","Lubricants","False","","expense","Lubricantes","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
