"id","code","name","account_type","tag_ids","name@uz","name@ru"
"uz6710","6710","Wages & Salaries Payable","liability_payable","l10n_uz.account_tag_bs_0850","Ish haqi boʻyicha xodimlar bilan hisob-kitoblar","Заработная плата к выплате"
"uz6720","6720","Unclaimed (Deposited) Wages","liability_payable","l10n_uz.account_tag_bs_0850","Deponentlangan ish haqi","Невостребованная (зачисленная) заработная плата"
"uz6810","6810","Short-Term Bank Loans","liability_current","l10n_uz.account_tag_bs_0920","Qisqa muddatli kreditlar","Краткосрочные банковские кредиты"
"uz6820","6820","Short-Term Borrowings","liability_current","l10n_uz.account_tag_bs_0920","Qisqa muddatli qarzlar","Краткосрочные заимствования"
"uz6830","6830","Bonds Payable (Current)","liability_current","l10n_uz.account_tag_bs_0920","Toʻlanadigan obligatsiyalar","Облигации к выплате (текущие)"
"uz6840","6840","Notes Payable (Current)","liability_current","l10n_uz.account_tag_bs_0920","Toʻlanadigan veksellar","Кредиторская задолженность по векселям (текущая)"
"uz6910","6910","Operating Lease Payable (Current)","liability_payable","l10n_uz.account_tag_bs_0820","Toʻlanadigan operativ ijara","Кредит на операционную аренду (текущий)"
"uz6920","6920","Accrued Interest Payable","liability_payable","l10n_uz.account_tag_bs_0940","Hisoblangan foizlar","Начисленные проценты к уплате"
"uz6930","6930","Royalties Payable","liability_payable","l10n_uz.account_tag_bs_0940","Royalti boʻyicha qarzlar","Подлежащие выплате авторские отчисления"
"uz6940","6940","Warranty Provisions Payable","liability_payable","l10n_uz.account_tag_bs_0840","Kafolatlar boʻyicha qarzlar","Гарантийные обязательства подлежат оплате"
"uz6950","6950","Current Portion of Long-Term Liabilities","liability_payable","l10n_uz.account_tag_bs_0950","Uzoq muddatli majburiyatlar — joriy qismi","Текущая доля долгосрочных обязательств"
"uz6960","6960","Litigation & Claims Payable","liability_payable","l10n_uz.account_tag_bs_0950","Daʼvolar boʻyicha toʻlovlar","Судебные разбирательства и выплаты по претензиям"
"uz6970","6970","Employee Expense Claims Payable","liability_payable","l10n_uz.account_tag_bs_0940","Hisobdor shaxslarga boʻlgan qarzlar","Возмещение расходов сотрудников к оплате"
"uz6990","6990","Other Current Liabilities","liability_payable","l10n_uz.account_tag_bs_0950","Boshqa majburiyatlar","Прочие краткосрочные обязательства"
"uz7010","7010","Long-Term Accounts Payable — Suppliers & Contractors","liability_non_current","l10n_uz.account_tag_bs_0610","Mol yetkazib beruvchilar va pudratchilarga uzoq muddatli toʻlovlar","Долгосрочная кредиторская задолженность — поставщики и подрядчики"
"uz7020","7020","Long-Term Notes Payable","liability_non_current","l10n_uz.account_tag_bs_0610","Berilgan uzoq muddatli veksellar","Долгосрочные векселя к оплате"
"uz7110","7110","Long-Term Payables to Branches","liability_non_current","l10n_uz.account_tag_bs_0610","Ajratilgan boʻlinmalarga boʻlgan uzoq muddatli qarzlar","Долгосрочная задолженность обособленным подразделениям"
"uz7120","7120","Long-Term Payables to Subsidiaries & Associates","liability_non_current","l10n_uz.account_tag_bs_0610","Shuʼba va qaram xoʻjalik jamiyatlariga boʻlgan uzoq muddatli qarzlar","Долгосрочная задолженность перед аффилированными компаниями и дочерними предприятиями"
"uz7210","7210","Long-Term Deferred Revenue — Discounts","liability_non_current","l10n_uz.account_tag_bs_0660","Diskont (chegirma)lar koʻrinishidagi uzoq muddatli kechiktirilgan daromadlar","Долгосрочные отсроченные доходы в виде дисконта (скидки)"
"uz7220","7220","Long-Term Deferred Revenue — Premiums","liability_non_current","l10n_uz.account_tag_bs_0660","Mukofot (ustama)lar koʻrinishidagi uzoq muddatli kechiktirilgan daromadlar","Долгосрочные отсроченные доходы в виде премии (надбавки)"
"uz7230","7230","Other Long-Term Deferred Revenue","liability_non_current","l10n_uz.account_tag_bs_0660","Boshqa uzoq muddatli kechiktirilgan daromadlar","Прочие долгосрочные отсроченные доходы"
"uz7240","7240","Long-Term Deferred Tax & Duty Liabilities","liability_non_current","l10n_uz.account_tag_bs_0670","Soliqlar va yigʻimlar boʻyicha uzoq muddatli kechiktirilgan majburiyatlar","Долгосрочные отсроченные обязательства по налогам и сборам"
"uz7250","7250","Deferred Tax Liability — Temporary Differences (Non-Current)","liability_non_current","l10n_uz.account_tag_bs_0670","Vaqtinchalik farqlar boʻyicha kechiktirilgan foyda soligʻi uzoq muddatli majburiyatlari","Долгосрочные обязательства по отсроченному налогу на прибыль по временным разницам"
"uz7290","7290","Other Non-Current Deferred Liabilities","liability_non_current","l10n_uz.account_tag_bs_0660","Boshqa uzoq muddatli kechiktirilgan majburiyatlar","Прочие долгосрочные отсроченные обязательства"
"uz7310","7310","Advances from Customers (Non-Current)","liability_non_current","l10n_uz.account_tag_bs_0630","Xaridorlar va buyurtmachilardan olingan boʻnaklar — uzoq muddatli qismi","Авансы, полученные от покупателей и заказчиков, – долгосрочная часть"
"uz7810","7810","Long-Term Bank Loans","liability_non_current","l10n_uz.account_tag_bs_0690","Uzoq muddatli kreditlar","Долгосрочные кредиты"
"uz7820","7820","Long-Term Borrowings","liability_non_current","l10n_uz.account_tag_bs_0690","Uzoq muddatli qarzlar","Долгосрочные займы"
"uz7830","7830","Long-Term Bonds Payable","liability_non_current","l10n_uz.account_tag_bs_0690","Toʻlanadigan uzoq muddatli obligatsiyalar","Долгосрочные облигации к оплате"
"uz7840","7840","Long-Term Notes Payable","liability_non_current","l10n_uz.account_tag_bs_0690","Toʻlanadigan uzoq muddatli veksellar","Долгосрочные векселя к оплате"
"uz7910","7910","Finance Lease Liability (Non-Current)","liability_non_current","l10n_uz.account_tag_bs_0620","Toʻlanadigan moliyaviy ijara","Финансовая аренда к оплате"
"uz7920","7920","Other Long-Term Payables","liability_non_current","l10n_uz.account_tag_bs_0720","Kreditorlarga boʻlgan boshqa uzoq muddatli qarzlar","Прочая долгосрочная задолженность кредиторам"
"uz8310","8310","Ordinary Shares","equity","l10n_uz.account_tag_bs_0510","Oddiy aksiyalar","Простые акции"
"uz8320","8320","Preference Shares","equity","l10n_uz.account_tag_bs_0510","Imtiyozli aksiyalar","Привилегированные акции"
"uz8330","8330","Partnership Interests & Shares","equity","l10n_uz.account_tag_bs_0510","Pay va ulushlar","Паи и вклады"
"uz8410","8410","Share Premium","equity","l10n_uz.account_tag_bs_0520","Emissiya daromadi","Эмиссионный доход"
"uz8420","8420","Foreign Exchange Differences on Capital Formation","equity","l10n_uz.account_tag_bs_0520","Ustav kapitalini shakllantirishdagi kurs farqi","Курсовая разница при формировании уставного капитала"
"uz8510","8510","Revaluation Surplus (Fixed Assets)","equity","l10n_uz.account_tag_bs_0550","Uzoq muddatli aktivlarni qayta baholash boʻyicha tuzatishlar","Корректировки по переоценке долгосрочных активов"
"uz8520","8520","Legal / Statutory Reserve Fund","equity","l10n_uz.account_tag_bs_0530","Rezerv kapitali (fondi)","Резервный капитал (фонд)"
"uz8530","8530","Donated Assets (Capital Contribution in Kind)","equity","l10n_uz.account_tag_bs_0530","Tekinga olingan mulk","Безвозмездно полученное имущество"
"uz8610","8610","Treasury Shares — Ordinary","equity","l10n_uz.account_tag_bs_0560","Sotib olingan xususiy aksiyalar — oddiy","Выкупленные собственные акции – простые"
"uz8620","8620","Treasury Shares — Preference","equity","l10n_uz.account_tag_bs_0560","Sotib olingan xususiy aksiyalar — imtiyozli","Выкупленные собственные акции – привилегированные"
"uz8710","8710","Current Year Profit (Loss)","equity_unaffected","l10n_uz.account_tag_bs_0540","Hisobot davrining taqsimlanmagan foydasi (qoplanmagan zarari)","Нераспределенная прибыль (непокрытый убыток) отчетного периода"
"uz8720","8720","Retained Earnings (Accumulated Deficit)","equity","l10n_uz.account_tag_bs_0540","Jamgʻarilgan foyda (qoplanmagan zarar)","Накопленная прибыль (непокрытый убыток)"
"uz8810","8810","Government Grants","liability_current","l10n_uz.account_tag_bs_0680","Grantlar","Гранты"
"uz8820","8820","Subsidies Received","liability_current","l10n_uz.account_tag_bs_0680","Subsidiyalar","Субсидии"
"uz8830","8830","Membership Dues","liability_current","l10n_uz.account_tag_bs_0680","Aʼzolik badallari","Членские взносы"
"uz8840","8840","Targeted Tax Concessions","liability_current","l10n_uz.account_tag_bs_0680","Maqsadli foydalaniladigan soliq imtiyozlari","Налоговые льготы с целевым использованием"
"uz8890","8890","Other Restricted Funding","liability_non_current","l10n_uz.account_tag_bs_0270","Boshqa maqsadli tushumlar","Прочие целевые поступления"
"uz8910","8910","Provisions for Future Expenditure & Payments","liability_non_current","l10n_uz.account_tag_bs_0640","Kelgusi xarajatlar va toʻlovlar rezervlari","Резервы предстоящих расходов и платежей"
"uz9010","9010","Revenue from Sale of Finished Goods","income","l10n_uz.account_tag_pl_0110","Tayyor mahsulotlarni sotishdan daromadlar","Доходы от реализации готовой продукции"
"uz9020","9020","Revenue from Sale of Goods","income","l10n_uz.account_tag_pl_0110","Tovarlarni sotishdan daromadlar","Доходы от реализации товаров"
"uz9030","9030","Revenue from Works Performed & Services Rendered","income","l10n_uz.account_tag_pl_0110","Ishlar bajarish va xizmatlar koʻrsatishdan daromadlar","Доходы от выполнения работ и оказания услуг"
"uz9040","9040","Sales Returns","income","l10n_uz.account_tag_pl_0110","Sotilgan tovarlar (mahsulotlar)ning qaytishi","Возврат проданных товаров (продукции)"
"uz9050","9050","Sales Discounts & Allowances","expense","l10n_uz.account_tag_pl_0110","Xaridorlar va buyurtmachilarga berilgan chegirmalar","Скидки, предоставленные покупателям и заказчикам"
"uz9110","9110","Cost of Finished Goods Sold","expense_direct_cost","l10n_uz.account_tag_pl_0120","Sotilgan tayyor mahsulotlarning tannarxi","Себестоимость реализованной готовой продукции"
"uz9120","9120","Cost of Goods for Resale","expense_direct_cost","l10n_uz.account_tag_pl_0120","Sotilgan tovarlarning tannarxi","Себестоимость реализованных товаров"
"uz9130","9130","Cost of Works & Services Rendered","expense_direct_cost","l10n_uz.account_tag_pl_0120","Bajarilgan ish va koʻrsatilgan xizmatlarning tannarxi","Себестоимость выполненных работ и оказанных услуг"
"uz9140","9140","Periodic Inventory — Purchases","expense_direct_cost","l10n_uz.account_tag_pl_0120","Davriy hisobda tovar-moddiy zaxiralarni sotib olish/xarid qilish","Приобретение/покупка товарно-материальных запасов при периодическом учете"
"uz9150","9150","Periodic Inventory — Adjustments","expense_direct_cost","l10n_uz.account_tag_pl_0120","Davriy hisobda tovar-moddiy zaxiralar boʻyicha tuzatishlar","Корректировки по товарно-материальным запасам при периодическом учете"
"uz9210","9210","Disposal of Fixed Assets","income_other","l10n_uz.account_tag_pl_0210","Asosiy vositalarning chiqib ketishi","Выбытие основных средств"
"uz9220","9220","Disposal of Other Assets","income_other","l10n_uz.account_tag_pl_0210","Boshqa aktivlarning chiqib ketishi","Выбытие прочих активов"
"uz9310","9310","Gain on Disposal of Fixed Assets","income_other","l10n_uz.account_tag_pl_0210","Asosiy vositalarning chiqib ketishidan foyda","Прибыль от выбытия основных средств"
"uz9320","9320","Gain on Disposal of Other Assets","income_other","l10n_uz.account_tag_pl_0210","Boshqa aktivlarning chiqib ketishidan foyda","Прибыль от выбытия прочих активов"
"uz9330","9330","Penalties, Fines & Surcharges Received","income_other","l10n_uz.account_tag_pl_0210","Undirilgan jarima, penya va ustamalar","Взысканные штрафы, пени и неустойки"
"uz9340","9340","Prior Period Income","income_other","l10n_uz.account_tag_pl_0210","Oʻtgan yillar foydalari","Прибыли прошлых лет"
"uz9350","9350","Operating Lease Income","income_other","l10n_uz.account_tag_pl_0210","Operativ ijaradan daromadlar","Доходы от операционной аренды"
"uz9360","9360","Gain on Write-Off of Payables & Deposits","income_other","l10n_uz.account_tag_pl_0210","Kreditor va deponent qarzlarni hisobdan chiqarishdan daromadlar","Доходы от списания кредиторской и депонентской задолженности"
"uz9370","9370","Income from Service & Ancillary Operations","income_other","l10n_uz.account_tag_pl_0210","Xizmat koʻrsatuvchi xoʻjaliklar daromadlari","Доходы обслуживающих хозяйств"
"uz9380","9380","Non-Refundable Financial Aid Received","income_other","l10n_uz.account_tag_pl_0210","Qaytarilmaydigan moliyaviy yordam","Безвозмездная финансовая помощь"
"uz9390","9390","Other Operating Income","income_other","l10n_uz.account_tag_pl_0210","Boshqa operatsion daromadlar","Прочие операционные доходы"
"uz9410","9410","Selling & Distribution Expenses","expense","l10n_uz.account_tag_pl_0220","Sotish xarajatlari","Расходы на сбыт и дистрибуцию"
"uz9420","9420","General & Administrative Expenses","expense","l10n_uz.account_tag_pl_0230","Maʼmuriy xarajatlar","Общие и административные расходы"
"uz9430","9430","Other Operating Expenses","expense","l10n_uz.account_tag_pl_0250","Boshqa operatsion xarajatlar","Прочие операционные расходы"
"uz9510","9510","Royalty Income","income_other","l10n_uz.account_tag_pl_0340","Royalti koʻrinishidagi daromadlar","Доход от роялти"
"uz9520","9520","Dividend Income","income_other","l10n_uz.account_tag_pl_0340","Dividendlar koʻrinishidagi daromadlar","Дивидендный доход"
"uz9530","9530","Interest Income","income_other","l10n_uz.account_tag_pl_0340","Foizlar koʻrinishidagi daromadlar","Процентный доход"
"uz9540","9540","Foreign Exchange Gains","income_other","l10n_uz.account_tag_pl_0330","Valyutalar kurslari farqidan daromadlar","Валютная прибыль"
"uz9550","9550","Finance Lease Income","income_other","l10n_uz.account_tag_pl_0340","Moliyaviy ijaradan daromadlar","Доход от финансовой аренды"
"uz9560","9560","Gain on Revaluation of Securities","income_other","l10n_uz.account_tag_pl_0340","Qimmatli qogʻozlarni qayta baholashdan daromadlar","Прибыль от переоценки ценных бумаг"
"uz9590","9590","Other Finance Income","income_other","l10n_uz.account_tag_pl_0340","Moliyaviy faoliyatning boshqa daromadlari","Прочие финансовые доходы"
"uz9610","9610","Interest Expense","expense","l10n_uz.account_tag_pl_0320","Foizlar koʻrinishidagi xarajatlar","Процентные расходы"
"uz9620","9620","Foreign Exchange Losses","expense","l10n_uz.account_tag_pl_0330","Valyutalar kurslari farqidan zararlar","Валютные убытки"
"uz9630","9630","Costs of Issuing & Distributing Securities","expense","l10n_uz.account_tag_pl_0350","Qimmatli qogʻozlarni chiqarish va tarqatish boʻyicha xarajatlar","Затраты на выпуск и распространение ценных бумаг"
"uz9690","9690","Other Finance Costs","expense","l10n_uz.account_tag_pl_0350","Moliyaviy faoliyat boʻyicha boshqa xarajatlar","Прочие финансовые расходы"
"uz9710","9710","Other Non-Operating Income","income_other","l10n_uz.account_tag_pl_0210","Favqulodda vaziyatlardan olingan foydalar","Прочие неоперационные доходы"
"uz9720","9720","Other Non-Operating Expenses","expense","l10n_uz.account_tag_pl_0240","Favqulodda vaziyatlardan koʻrilgan zararlar","Прочие неоперационные расходы"
"uz9810","9810","Current Income Tax Expense","expense","l10n_uz.account_tag_pl_0420","Foyda soligʻi boʻyicha xarajatlar","Текущие расходы по подоходному налогу"
"uz9820","9820","Other Profit-Based Tax Expense","expense","l10n_uz.account_tag_pl_0420","Foydadan hisoblangan boshqa soliq majburiyatlari boʻyicha xarajatlar","Прочие налоговые расходы, связанные с прибылью"
"uz9910","9910","Net Profit (Loss) for the Period","equity_unaffected","","Yakuniy moliyaviy natija (foyda yoki zarar)","Чистая прибыль (убыток) за период"
"uz0001","0001","Fixed Assets Held Under Operating Leases","off_balance","","Operativ ijaraga olingan asosiy vositalar","Основные средства, находящиеся в операционной аренде."
"uz0002","0002","Inventories Held in Custody","off_balance","","Masʼul saqlashga qabul qilingan tovar-moddiy zaxiralar","Инвентарь, находящийся на хранении"
"uz0003","0003","Materials Accepted for Processing","off_balance","","Qayta ishlovga qabul qilingan materiallar","Материалы, принятые к обработке"
"uz0004","0004","Goods Accepted on Consignment","off_balance","","Vositachilik shartnomasi boʻyicha qabul qilingan tovarlar","Товары, принятые на комиссию"
"uz0005","0005","Equipment Accepted for Installation","off_balance","","Oʻrnatish uchun qabul qilingan uskunalar","Оборудование, принятое для установки."
"uz0006","0006","Strict Accountability Forms (Controlled Documents)","off_balance","","Qatʼiy hisobdagi blankalar","Формы строгой подотчетности (контролируемые документы)"
"uz0007","0007","Written-Off Receivables from Insolvent Debtors","off_balance","","Toʻlovga qobiliyatsiz debitorlarning zararga oʻtkazilib hisobdan chiqarilgan qarzi","Списанная дебиторская задолженность неплатежеспособных должников"
"uz0008","0008","Collateral & Security Received","off_balance","","Majburiyatlar va toʻlovlarni taʼminlash — olingan","Получено залоговое обеспечение и обеспечение."
"uz0009","0009","Collateral & Security Given","off_balance","","Majburiyatlar va toʻlovlarni taʼminlash — berilgan","Предоставлены залог и обеспечение."
"uz0010","0010","Fixed Assets Leased Out Under Finance Leases","off_balance","","Moliyaviy ijara shartnomasi boʻyicha berilgan asosiy vositalar","Основные средства, сданные в аренду по договорам финансовой аренды."
"uz0011","0011","Assets Received Under Loan (Gratuitous Use) Agreements","off_balance","","Ssuda shartnomasi boʻyicha olingan mulk","Активы, полученные по договорам займа (безвозмездного пользования)."
"uz0012","0012","Future Tax-Deductible Expenses","off_balance","","Kelgusi davrlarda soliq solinadigan bazadan chegiriladigan xarajatlar","Будущие расходы, подлежащие налоговому вычету"
"uz0013","0013","Temporary Tax & Customs Exemptions — By Type","off_balance","","Vaqtinchalik soliq va bojxona imtiyozlari (turlari boʻyicha)","Временные налоговые и таможенные льготы — по видам"
"uz0014","0014","Tools & Small Equipment in Use","off_balance","","Foydalanishdagi inventar va xoʻjalik jihozlari","Используемые инструменты и малое оборудование"
"uz0015","0015","Assets Received Under Joint Activity (Simple Partnership) Agreements","off_balance","","Oddiy shirkat shartnomasi (birgalikdagi faoliyat) boʻyicha olingan mulk","Активы, полученные в рамках соглашений о совместной деятельности (простом товариществе)."
"uz0016","0016","Intangible Assets Received Under Right-of-Use Agreements","off_balance","","Foydalanish huquqi boʻyicha olingan nomoddiy aktivlar","Нематериальные активы, полученные по соглашениям о праве пользования"
