id,code,description
PC070400,PC070400,"Computer hardware (business-to-business) peripheral"
PC070500,PC070500,"Computer hardware (business-to-business) other accessories"
PC070600,PC070600,"Computer hardware (business-to-business) printer"
PC070601,PC070601,"Computer hardware (business-to-business) supplies"
PC077426,PC077426,"Cabling"
PC078954,PC078954,"Computer hardware (b2b) - it equipment - servers"
PC080000,PC080000,"Computer hardware (business-to-customer)"
PC080100,PC080100,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers)"
PC080110,PC080110,"Laptop computers, notebook computers, tablet computers, netbook computers, notepads, mini notebooks, lapdocks, and devices commonly called ultra mobile pcs (umpc) that utilize touch-sensitive screens, and that can operate the same, sold to consumer"
PC080200,PC080200,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): cpu "
PC080300,PC080300,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers):monitor"
PC080400,PC080400,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): other accessories"
PC080500,PC080500,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): peripheral"
PC080600,PC080600,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): printer"
PC080601,PC080601,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): supplies"
PC087426,PC087426,"Cabling"
PC088954,PC088954,"Computer hardware (b2c) - it equipment - servers"
PC090100,PC090100,"Display without a desktop computer"
PC090200,PC090200,"Desktop computer without a display"
PC098212,PC098212,"Durable or disposable cell phones bundled with prepaid minutes (il)"
PC098213,PC098213,"Durable or disposable prepaid wireless phones sold without minutes"
PC100000,PC100000,"Collectible coins"
PC100001,PC100001,"Numismatic - coins - u.s. currency"
PC100002,PC100002,"Numismatic - coins - currency from nations other than the u.s."
PC100003,PC100003,"Numismatic - paper - u.s. currency"
PC100004,PC100004,"Numismatic - paper - currency from nations other than the u.s."
PC100005,PC100005,"Numismatic - coins - u.s. currency - gold and silver only"
PC100006,PC100006,"Numismatic - coins - currency from nations other than the u.s. - gold and silver only"
PC100100,PC100100,"Bullion coins - u.s. minted - gold or silver only - meets required minimum fineness"
PC100101,PC100101,"Bullion coins - u.s. minted - platinum only - meets required minimum fineness"
PC100102,PC100102,"Bullion coins - u.s. minted - other precious metals - meets required minimum fineness"
PC100103,PC100103,"Bullion coins - u.s. minted - palladium only - meets required minimum fineness"
PC100200,PC100200,"Bullion coins - minted by nations other than the u.s. - gold or silver only - meets required minimum fineness"
PC100201,PC100201,"Bullion coins - minted by nations other than the u.s.  - platinum only - meets required minimum fineness"
PC100202,PC100202,"Bullion coins - minted by nations other than the u.s.  - other precious metals - meets required minimum fineness"
PC100203,PC100203,"Bullion coins - minted by nations other than the u.s. - palladium only - meets required minimum fineness"
PC100220,PC100220,"Bullion coins - minted by nations other than the u.s.  - gold or silver only - fineness 90% or greater but less than minimum fineness standards"
PC100221,PC100221,"Bullion coins - minted by nations other than the u.s.  - platinum only - fineness 90% or greater but less than minimum fineness standards"
PC100222,PC100222,"Bullion coins - minted by nations other than the u.s.  - other precious metals - fineness 90% or greater but less than minimum fineness standards"
PC100223,PC100223,"Bullion coins - minted by nations other than the u.s. - palladium only - fineness 90% or greater but less than minimum fineness standards"
PC100300,PC100300,"Bullion - gold or silver only - minimum fineness standard"
PC100301,PC100301,"Bullion - platinum only - minimum fineness standard"
PC100302,PC100302,"Bullion - other precious metals - minimum fineness standard"
PC100303,PC100303,"Bullion - palladium only - minimum fineness standards"
PC100310,PC100310,"Bullion - gold or silver only - 90% pure or greater but less than minimum fineness standards"
PC100311,PC100311,"Bullion - platinum only - 90% pure or greater but less than minimum fineness standards"
PC100312,PC100312,"Bullion - other precious metals - 90% pure or greater but less than minimum fineness standards"
PC100313,PC100313,"Bullion - palladium only - 90% pure or greater but less than minimum fineness standards"
PC160000,PC160000,"Cable head-end equipment"
PC168330,PC168330,"Telecommunications provider / cable"
PC168346,PC168346,"Telecommunications provider / rack accessories (screws, shelves, connectors, etc.)"
PC168354,PC168354,"Telecommunications provider / racks"
PD010000,PD010000,"Materials used in direct mail services"
PD070000,PD070000,"Distribution equipment"
PD071521,PD071521,"Telecommunications provider / distribution equipment / servers"
PD078658,PD078658,"Telecommunications provider / connectors & adapters"
PD078666,PD078666,"Telecommunications provider / dark fiber lease"
PD078690,PD078690,"Telecommunications provider / hardware & tape"
PD078738,PD078738,"Telecommunications provider / trunk & distribution cable"
PD078746,PD078746,"Telecommunications provider / trunk & distribution connectors"
PE020100,PE020100,"Titled equipment - equipment sold or rented where the seller or dealer is required to license the unit in the tax jurisdiction"
PE060000,PE060000,"Engraved product / engraving service bundled with the sale of tangible personal property"
PE070000,PE070000,"Energy efficient equipment"
PE070200,PE070200,"Energy efficient equipment non-commercial (residential) use"
PE070201,PE070201,"Energy efficient equipment non-commercial (residential) use-air conditioners"
PE070202,PE070202,"Energy efficient equipment non-commercial (residential) use-clothes washers"
PE070203,PE070203,"Energy efficient equipment non-commercial (residential) use-ceiling fans"
PE070204,PE070204,"Energy efficient equipment non-commercial (residential) use-dehumidifiers"
PE070205,PE070205,"Energy efficient equipment non-commercial (residential) use-dishwashers"
PE070206,PE070206,"Energy efficient equipment non-commercial (residential) use-programmable thermostats"
PE070209,PE070209,"Energy efficient equipment non-commercial (residential) use-refrigerators"
PE070210,PE070210,"Energy efficient equipment - freezers"
PE070211,PE070211,"Energy efficient equipment - room air cleaners"
PE070212,PE070212,"Energy efficient equipment - room air conditioners"
PE070213,PE070213,"Energy efficient equipment - water coolers"
PE070214,PE070214,"Energy efficient equipment - battery chargers"
PE070215,PE070215,"Energy efficient equipment - non-commercial (residential) - trash compactors"
PE070216,PE070216,"Energy efficient equipment - non-commercial (residential) - food waste disposers"
PE070217,PE070217,"Energy efficient equipment - non-commercial (residential) - compact refrigerators"
PE070218,PE070218,"Energy efficient equipment - non-commercial (residential) - portable air conditioners"
PE070219,PE070219,"Energy efficient equipment - non-commercial (residential) - range hoods and downdrafts"
PE070220,PE070220,"Energy efficient equipment - non-commercial (residential) - clothes dryers"
PE070221,PE070221,"Energy efficient equipment - non-commercial (residential) - steam cleaners"
PE070222,PE070222,"Energy efficient equipment - non-commercial (residential) - electric cold beverage dispensers"
PE070223,PE070223,"Energy efficient equipment - non-commercial (residential) - electric hot beverage dispensers"
PE070224,PE070224,"Energy efficient equipment non-commercial (residential) use - electric hot and cold combo beverage dispensers"
PE070225,PE070225,"Energy efficient equipment - non-commercial (residential) - surface cooking units"
PE070226,PE070226,"Energy efficient equipment - non-commercial (residential) - ranges"
PE070227,PE070227,"Energy efficient equipment - non-commercial (residential) - ovens"
PE070228,PE070228,"Energy efficient equipment - non-commercial (residential) - microwave ovens"
PE070229,PE070229,"Energy efficient equipment - non-commercial (residential) – water heaters"
PE080000,PE080000,"Energy efficient supplies"
PE080100,PE080100,"Energy efficient supplies-commercial use"
PE080101,PE080101,"Energy efficient supplies-commercial use-incandescent and fluorescent light bulb"
PE080200,PE080200,"Energy efficient supplies-non-commercial (residential) use"
PE080201,PE080201,"Energy efficient supplies-non-commercial (residential) use-incandescent and fluorescent light bulb"
PE080772,PE080772,"Compact fluorescent light bulbs"
PE089124,PE089124,"Weatherization: programmable thermostat/ window film/ caulking/ weather strip/ insulation/ water heater/ water heater blanket/ natural gas furnace/ energy star window/ 85% efficient oil furnace"
PE090000,PE090000,"Restaurant industry - equipment"
PE090001,PE090001,"Restaurant industry - cooking equipment"
PE090002,PE090002,"Restaurant industry - holding equipment"
PE090003,PE090003,"Restaurant industry - preservation equipment"
PE090004,PE090004,"Restaurant industry - bar equipment"
PE090005,PE090005,"Restaurant industry - beverage equipment"
PE090006,PE090006,"Restaurant industry - concession equipment"
PE090007,PE090007,"Restaurant industry - food preparation equipment"
PE090008,PE090008,"Restaurant industry - refrigeration"
PE090009,PE090009,"Restaurant industry - warewash equipment"
PE090010,PE090010,"Restaurant industry - ice machines"
PE090100,PE090100,"Restaurant industry - smallwares"
PE090101,PE090101,"Restaurant industry - dinnerware"
PE090102,PE090102,"Restaurant industry - glassware"
PE090103,PE090103,"Restaurant industry - flatware"
PE090104,PE090104,"Restaurant industry - tabletop items"
PE090105,PE090105,"Restaurant industry - server supplies"
PE090106,PE090106,"Restaurant industry - janitorial supplies"
PE090107,PE090107,"Restaurant industry - restroom supplies"
PE090108,PE090108,"Restaurant industry - catering supplies"
PE090200,PE090200,"Restaurant industry - furniture"
PE090300,PE090300,"Restaurant industry - disposables"
PE090400,PE090400,"Restaurant industry - wrapping supplies"
PE090500,PE090500,"Restaurant industry - kitchen supplies"
PE090501,PE090501,"Restaurant industry - cooking supplies"
PE090502,PE090502,"Restaurant industry - food preparation supplies"
PE090503,PE090503,"Restaurant industry - kitchen utensils"
PE090504,PE090504,"Restaurant industry - kitchen racks and shelving"
PE090600,PE090600,"Restaurant industry - accessories and replacement parts"
PE090700,PE090700,"Restaurant industry - bar supplies"
PE200706,PE200706,"Exercise supplies"
PE308914,PE308914,"Equipment - exercise/physical therapy - retail sale"
PF012394,PF012394,"Fabric non-commercial - fabric (non-clothes use)"
PF030011,PF030011,"Gun safes"
PF030600,PF030600,"Firearms"
PF030746,PF030746,"Gun locks / trigger locks and cables (does not include gun cabinets and cases)"
PF030900,PF030900,"Ammunition"
PF040100,PF040100,"Flags-american"
PF040723,PF040723,"Ct state flag"
PF040724,PF040724,"Md state flag"
PF040726,PF040726,"Fl state flag"
PF040727,PF040727,"Us flag kit - includes cloth car flags"
PF040728,PF040728,"Nj state flag"
PF040729,PF040729,"Ny state flag and related accessories"
PF040730,PF040730,"Pa state flag"
PF040731,PF040731,"Ri state flag"
PF040732,PF040732,"Wi state flag"
PF040733,PF040733,"Wv state flag"
PF040739,PF040739,"Pow flags"
PF040740,PF040740,"Military service flags"
PF041200,PF041200,"Us flags - includes hand held flags - does not include paper flags or sticker flags"
PF049391,PF049391,"Flags - state"
PF050000,PF050000,"Food and food ingredients (non-prepared foods) - sold by qualified food retailer"
PF050001,PF050001,"Food and food ingredients (per ssuta)"
PF050002,PF050002,"Food and food ingredients - food for home consumption or basic groceries"
PF050012,PF050012,"Vitamins and minerals / supplement label / snap ineligible / actimel yogurt drink / tm smooth move capsules / energy shots / sold in containers greater or equal to 4 oz"
PF050032,PF050032,"Vitamins and supplements / sold on prescription"
PF050062,PF050062,"Unsweetened baking chocolate in bars, drops, or pieces"
PF050064,PF050064,"Bbq sunflower seeds"
PF050067,PF050067,"Food & food ingredients - ice cream - containers less than 200 ml (approximately 0.42 pint)"
PF050068,PF050068,"Food & food ingredients -ice cream - containers 200 ml (approximately 0.42 pint) or more"
PF050069,PF050069,"Food & food ingredients -potato snacks, unshelled roasted and/or salted nuts, and similar products"
PF050070,PF050070,"Food & food ingredients -fruit snacks, non-roasted nuts and similar products."
PF050071,PF050071,"Food & food ingredients -biscuits/cookies other than those covered or partly covered in chocolate"
PF050072,PF050072,"Food & food ingredients -bakery products - bread with ingredient weight limits"
PF050073,PF050073,"Food & food ingredients -bakery products - flour- or egg-based products"
PF050075,PF050075,"Food & food ingredients -bakery products - sweets, chocolates, confectionery"
PF050076,PF050076,"Take-aways - hot"
PF050077,PF050077,"Take-aways - cold (basic foodstuffs)"
PF050078,PF050078,"Take-aways - cold (flour- or egg-based bakery items)"
PF050079,PF050079,"Take-aways - cold (sweets, confectionery, savory snack products)"
PF050080,PF050080,"Food & food ingredients - honey"
PF050081,PF050081,"Food & food ingredients - yogurt"
PF050082,PF050082,"Food and food ingredients - single pieces of fruit"
PF050083,PF050083,"Food & food ingredients - food items used in brewing or making alcoholic beverages"
PF050084,PF050084,"Food & food ingredients - appetizers (basic foodstuffs)"
PF050085,PF050085,"Food & food ingredients - appetizers (flour or egg-based items)"
PF050086,PF050086,"Food & food ingredients - appetizers (sweets, confectionery, savory snack products)"
PF050087,PF050087,"Food & food ingredients - canned food"
PF050088,PF050088,"Food & food ingredients - cheeses and foie"
PF050089,PF050089,"Food & food ingredients - hams and iberian cold meats"
PF050091,PF050091,"Food & food ingredients - jam/jelly"
PF050092,PF050092,"Food & food ingredients - ready meals (basic foodstuffs)"
PF050093,PF050093,"Food & food ingredients - ready meals (flour- or egg-based bakery items)"
PF050094,PF050094,"Food & food ingredients - ready meals (sweets, confectionery, savory snack products)"
PF050095,PF050095,"Food & food ingredients - rice and pulses"
PF050096,PF050096,"Food & food ingredients -  non-alcoholic beer and wine"
PF050097,PF050097,"Food & food ingredients - chocolate, cocoa beans, cocoa butter, and chocolate cookies."
PF050099,PF050099,"Food & food ingredients - milk chocolate, white chocolate, and filled chocolate"
PF050100,PF050100,"Food and food ingredients-beverages (carbonated beverages)"
PF050101,PF050101,"Food and food ingredients-beverages (carbonated beverages)100% juice content"
PF050102,PF050102,"Food & food ingredients - potato snacks, unshelled roasted and/or salted nuts, and similar products, 2.5 oz - 5 oz, and not labeled as a single serving"
PF050103,PF050103,"Food & food ingredients - potato snacks, unshelled roasted and/or salted nuts, and similar products, labeled as single serving or less than 2.5 oz"
PF050104,PF050104,"Food & food ingredients - snacks (non-candy, no eating utensils), 2.5 oz - 5 oz, and not labeled as a single serving"
PF050105,PF050105,"Food & food ingredients - snacks (non-candy, no eating utensils), labeled as single serving or less than 2.5 oz"
PF050106,PF050106,"Food & food ingredients - prepackaged, ready-to-eat, puddings and gelatin"
PF050107,PF050107,"Food and food ingredients - fruit snacks (1st ingredient is fruit or fruit puree)"
PF050108,PF050108,"Food & food ingredients - prepackaged, ready-to-eat dips"
PF050109,PF050109,"Food & food ingredients - fruit bars, granola bars, breakfast bars, contain flour, not candy-coated"
PF050110,PF050110,"Food and food ingredients-beverages (carbonated beverages)-other carbonated beverage (sweetened)"
PF050111,PF050111,"Food and food ingredients - ice cream over 16 oz (1 pint)"
PF050112,PF050112,"Food and food ingredients-beverages (carbonated beverages)-soft drinks"
PF050113,PF050113,"Food & food ingredients - confectionery spreads and dessert sauces"
PF050114,PF050114,"Food and food ingredients-beverages (carbonated beverages)-water (mineral bottled)"
PF050115,PF050115,"Food and food ingredients-beverages (carbonated beverages)-water (plain bottled)"
PF050117,PF050117,"Food & food ingredients - chocolate a la taza and chocolate familiar a la taza"
PF050118,PF050118,"Food & food ingredients - coated granola cereal"
PF050119,PF050119,"Food & food ingredients - coated granola cereal bars (not flour-based)"
PF050120,PF050120,"Food & food ingredients - coated granola cereal bars (flour-based)"
PF050121,PF050121,"Food & food ingredients - cooking/baking supplies - cooking chocolate, icing sugar and icing mix"
PF050122,PF050122,"Food and food ingredients -  non-sweet bagels  (not prepared by seller)"
PF050123,PF050123,"Food and food ingredients -  sweet bagels (not prepared by seller)"
PF050124,PF050124,"Food and food ingredients - fruit snacks (1st ingredient is not fruit or fruit puree), no flour"
PF050125,PF050125,"Food and food ingredients - prepackaged, ready-to-eat, puddings and gelatin specifically for babies"
PF050126,PF050126,"Food and food ingredients - granola"
PF050131,PF050131,"Food and food ingredients - ice cream / packaged / 500g (17.34z) or 500ml (16.9 fl oz) or more"
PF050136,PF050136,"Food & food ingredients - prepackaged, ready-to-eat, puddings and gelatin in multipacks or containers 425g (15z) or more"
PF050200,PF050200,"Food and food ingredients-beverages (non-carbonated beverages)"
PF050201,PF050201,"Food and food ingredients-beverages (non-carbonated beverages)-100% juice content"
PF050202,PF050202,"Food and food ingredients-beverages (non-carbonated beverages)-99%-70% juice content"
PF050203,PF050203,"Food and food ingredients-beverages (non-carbonated beverages)-69%-51% juice content"
PF050204,PF050204,"Food and food ingredients-beverages (non-carbonated beverages)-50%-25% juice content"
PF050205,PF050205,"Food and food ingredients-beverages (non-carbonated beverages)--24%-15% juice content"
PF050206,PF050206,"Food and food ingredients-beverages (non-carbonated beverages)-<15% juice content"
PF050208,PF050208,"Food and food ingredients-beverages (non-carbonated beverages)-alcoholic >/=.5%"
PF05020H,PF05020H,"Non carbonated beverages purchased with hostess credits"
PF050211,PF050211,"Food and food ingredients-beverages (non-carbonated beverages)-coffee (powder and beans)"
PF050214,PF050214,"Food and food ingredients-beverages (non-carbonated beverages)-hot chocolate mixes"
PF050215,PF050215,"Food and food ingredients-beverages (non-carbonated beverages)-milk products"
PF050216,PF050216,"Food and food ingredients-beverages (non-carbonated beverages)-other non-carbonated beverage (sweetened)"
PF050218,PF050218,"Food and food ingredients-beverages (non-carbonated beverages)-soft drinks"
PF050219,PF050219,"Food and food ingredients-beverages (non-carbonated beverages)-tea (bags)"
PF050220,PF050220,"Food and food ingredients-beverages (non-carbonated beverages)-tea (liquid, unsweetened)"
PF050221,PF050221,"Food and food ingredients-beverages (non-carbonated beverages)-tea (powder and loose)"
PF050222,PF050222,"Food and food ingredients-beverages (non-carbonated beverages)-water (flavored bottled, unsweetened)"
PF050224,PF050224,"Food and food ingredients-beverages (non-carbonated beverages)-water (plain bottled)"
PF050226,PF050226,"Food and food ingredients-beverages (non-carbonated beverages)-water (flavored bottled, sweetened)"
PF050227,PF050227,"Beverage / nutrition label / beverages (milks) made from non-animal sources, such as soy, rice, or almond milk"
PF050228,PF050228,"Beverage / nutrition label / beverages (milks) made from non-animal sources, such as soy, rice, or almond milk / 600ml (20.288 fl oz) or more"
PF050229,PF050229,"Beverage / unflavored milk from animal source / less than 600ml (20.288 fl oz)"
PF050230,PF050230,"Beverage / milk substitute (non-animal source), flavored milk and drinkable yogurt / less than 600ml (20.288 fl oz)"
PF050232,PF050232,"Food and food ingredients / corn husks"
PF050233,PF050233,"Beverage / supplement label / non-carbonated / contains some juice / labeled and marketed as a dietary supplement / not advertised as a beverage or drink with additives / used as an alternative to pills / rtd / greater than 2.5 oz"
PF050236,PF050236,"Food / trail mix / contains flour / contains a confection item (candy / caramel popcorn / confection nuts or fruits)"
PF050237,PF050237,"Food / trail mix / contains flour / contains a confection item (candy / caramel popcorn / confection nuts or fruits) / individual sized portion"
PF050240,PF050240,"Food and food ingredients-beverages (non-carbonated beverages)-tea (liquid, unsweetened) / 600ml (20.288 fl oz) or more"
PF050241,PF050241,"Food and food ingredients-beverages (non-carbonated beverages)-100% juice content / 600ml (20.288 fl oz) or more"
PF050244,PF050244,"Food and food ingredients-beverages (non-carbonated beverages)-water (plain bottled) / 600ml (20.288 fl oz) or more"
PF050300,PF050300,"Food and food ingredients-candy"
PF050301,PF050301,"Food and food ingredients-candy-breathe mints"
PF050302,PF050302,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated fruit"
PF050303,PF050303,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated granola "
PF050304,PF050304,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated nuts"
PF050305,PF050305,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated other"
PF050306,PF050306,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated popcorn"
PF050307,PF050307,"Food and food ingredients-candy-candy, caramel, chocolate, glazed, honey, or yogurt coated potato chips"
PF050309,PF050309,"Food and food ingredients-candy-candy item containing flour ingredients"
PF050311,PF050311,"Food and food ingredients-candy-candy item marketed as a candy item "
PF050313,PF050313,"Food and food ingredients-candy-candy item used for cooking/baking purposes (i.e. chocolate bars, chips etc.)"
PF050314,PF050314,"Food and food ingredients-candy-gum, chewing  (non-medicated)"
PF050323,PF050323,"Candy, caramel, chocolate, glazed, honey, or yogurt coated granola bars / individual sized portion / equal to  2.499 ounces or less / or is labeled as a single serving /  or size is unknown"
PF050401,PF050401,"Food combo pack #1 - food 51%-74%, hard goods 26%-49%"
PF050402,PF050402,"Food combo pack #2 - food 75%-89%, hard goods 11%-25%"
PF050403,PF050403,"Food combo pack #3 - food 90%-99%, hard goods 1%-10%"
PF050404,PF050404,"Food combo pack #4- food 51%-74%, candy 26%-49%"
PF050405,PF050405,"Food combo pack #5 - food 75%-89%, candy 11%-25%"
PF050406,PF050406,"Food combo pack #6 - food 90%-99%, candy 1%-10%"
PF050407,PF050407,"Food combo pack #7 - food 1%-50%, candy 50%-99%"
PF050408,PF050408,"Food and food ingredients-candy-food combo pack #8 - food 0%-50%, candy 1%-89%, hard goods 11%-49% "
PF050409,PF050409,"Food and food ingredients-candy-food combo pack #9 - food 0%-50%, candy 1%-99%, hard goods 1%-10% "
PF050410,PF050410,"Food and food ingredients-candy-food combo pack #10 - food 0%-50%, candy 0%-50%, hard goods 50%-100% "
PF050411,PF050411,"Food and food ingredients-candy-food combo pack #11 - food 51%-74%, candy 26%-49%, hard goods 1%-10% "
PF050412,PF050412,"Food combo pack #12 - food 75%-89%, candy 1%-24%, hard goods 1%-10%"
PF050413,PF050413,"Food combo pack #13 - food 51%-74%, candy 1%-24%, hard goods 25%-48%"
PF050414,PF050414,"Food combo pack #14 - food 75%-88%, candy 1%-14%, hard goods 11%-24%"
PF050415,PF050415,"Food combo pack #15 - food 90%-98%, candy 1%-9%, hard goods 1%-9%"
PF050416,PF050416,"Popcorn or candy in a basket or tin wherein exempt item items constitute 90% to 100% of the total value of the container"
PF050417,PF050417,"Popcorn or candy in a basket or tin wherein exempt item items constitute 51% to 89% of the total value of the container"
PF050418,PF050418,"Food combo pack #16 - food 51%-74%, dietary supplements 26%-49%"
PF050419,PF050419,"Food combo pack #17 - food 75%-89%, dietary supplements 11%-25%"
PF050420,PF050420,"Food combo pack #18 - food 90%-99%, dietary supplements 1%-10%"
PF050421,PF050421,"Food combo pack #19 - food 1%-50%, dietary supplements 50%-99%"
PF050422,PF050422,"Food combo pack #20 - food 0%-50%, dietary supplements 1%-89%, hard goods 11%-49%"
PF050423,PF050423,"Food combo pack #21 - food 0%-50%, dietary supplements 1%-99%, hard goods 1%-10%"
PF050424,PF050424,"Food combo pack #22 - food 0%-50%, dietary supplements 0%-50%, hard goods 50%-100%"
PF050425,PF050425,"Food combo pack #23 - food 51%-74%, dietary supplements 26%-49%, hard goods 1%-10%"
PF050426,PF050426,"Food combo pack #24 - food 75%-89%, dietary supplements 1%-24%, hard goods 1%-10%"
PF050427,PF050427,"Food combo pack #25 - food 51%-74%, dietary supplements 1%-24%, hard goods 25%-48%"
PF050428,PF050428,"Food combo pack #26 - food 75%-88%, dietary supplements 1%-14%, hard goods 11%-24%"
PF050429,PF050429,"Food combo pack #27 - food 90%-98%, dietary supplements 1%-9%, hard goods 1%-9%"
PF050500,PF050500,"Food and food ingredients-cooking/baking supplies"
PF050501,PF050501,"Food and food ingredients-cooking/baking supplies-baking power   "
PF050502,PF050502,"Food and food ingredients-cooking/baking supplies-baking soda"
PF050503,PF050503,"Food and food ingredients-cooking/baking supplies-cooking sprays, oils etc."
PF050507,PF050507,"Food and food ingredients-cooking/baking supplies-spices"
PF050600,PF050600,"Food and food ingredients-dietary food (specialty, nutritional supplement)"
PF050612,PF050612,"Electrolyte products: ready to drink (rtd) / pediatric products only"
PF050613,PF050613,"Electrolyte products: powders or concentrates / pediatric products only"
PF050620,PF050620,"Hemp-derived cbd / capsules, tinctures & elixirs"
PF050621,PF050621,"Hemp-derived cbd / isolates"
PF050654,PF050654,"Stimulants (caffeine) - snap ineligible"
PF050655,PF050655,"Water pills containing pama brom"
PF050667,PF050667,"Food with a supplement label / items with a supp label but could commonly be thought of as food / flax seed oil"
PF050669,PF050669,"Beverage / nutrition label / non carbonated / energy shots & drinks / no milk or milk ingredients, soy or rice  / can have some juice / ready to drink (rtd)"
PF050670,PF050670,"Beverage / nutrition label / powdered energy shots & drinks / no milk or milk ingredients, soy or rice"
PF050671,PF050671,"Lactaid tablets:  supplement label / snap ineligible /  beano"
PF050672,PF050672,"Nutrition bars: nutrition label / snap eligible / contain flour"
PF050673,PF050673,"Nutrition bars: nutrition label / snap eligible / do not contain flour"
PF050674,PF050674,"Food / bars / nutrition label / no  flour / product makes a claim / individual sized portion / equal to  2.499 ounces or less / or is labeled as a single serving /  or size is unknown  "
PF050675,PF050675,"Beverage / nutrition label / meal replacements / liquids and powders"
PF050676,PF050676,"Beverage / nutrition label / proteins & weight gainers & muscle builders / powdered or ready to drink (rtd)"
PF050677,PF050677,"Beverage / nutrition label / proteins & weight gainers & muscle builders / contain milk or milk product / ready to drink (rtd)"
PF050678,PF050678,"Food and food ingredients - meal replacement beverages w/ a nutrition information label and contain milk and milk byproduct"
PF050679,PF050679,"Food and food ingredients - meal replacement bars w/ a nutrition information label that do not contain flour"
PF050680,PF050680,"Food and food ingredients - meal replacement bars w/ a nutrition information label that contain flour"
PF050685,PF050685,"Beverage / nutrition label / ready to drink (rtd) or powder / diet aids"
PF050686,PF050686,"Beverage / supplement label / non carbonated / energy shots & drinks / liquid / ready to drink (rtd) / sold in containers greater or equal to 4 oz"
PF050687,PF050687,"Beverage / supplement label / energy shot & drinks / sweetened powder form / or unsweetened liquid form / sold in containers greater or equal to 4 oz"
PF050688,PF050688,"Beverage / supplement label / non carbonated / energy shots & drinks / liquid / ready to drink (rtd) / sold in containers less than 4 oz"
PF050700,PF050700,"Food and food ingredients-dietary supplements (supplement facts on label)"
PF050701,PF050701,"Food and food ingredients-dietary supplements (supplement facts on label)-amino acids"
PF050702,PF050702,"Food and food ingredients-dietary supplements (supplement facts on label)-antioxidants"
PF050707,PF050707,"Food and food ingredients-dietary supplements (supplement facts on label)-cod liver oil"
PF050709,PF050709,"Food and food ingredients-dietary supplements (supplement facts on label)-enzymes"
PF050711,PF050711,"Food and food ingredients-dietary supplements (supplement facts on label)-garlic"
PF050712,PF050712,"Food and food ingredients-dietary supplements (supplement facts on label)-ginseng"
PF050713,PF050713,"Food and food ingredients-dietary supplements (supplement facts on label)-halibut liver oil"
PF050714,PF050714,"Food and food ingredients-dietary supplements (supplement facts on label)-herbal supplements"
PF050715,PF050715,"Food and food ingredients-dietary supplements (supplement facts on label)-immune supports"
PF050716,PF050716,"Food and food ingredients-dietary supplements (supplement facts on label)-lecithin"
PF050717,PF050717,"Food and food ingredients-dietary supplements (supplement facts on label)-metabolic supplements"
PF050718,PF050718,"Food and food ingredients-dietary supplements (supplement facts on label)-minerals"
PF050720,PF050720,"Food and food ingredients-dietary supplements (supplement facts on label)-other dietary supplements"
PF050721,PF050721,"Food and food ingredients-dietary supplements (supplement facts on label)-vitamins"
PF050722,PF050722,"Food and food ingredients-dietary supplements (supplement facts on label)-zinc"
PF050800,PF050800,"Food and food ingredients-health food (specialty, nutritional supplement)"
PF050801,PF050801,"Food and food ingredients-health food (specialty, nutritional supplement)-acidophilus milk products"
PF050802,PF050802,"Food and food ingredients-health food (specialty, nutritional supplement)-other health food products"
PF050806,PF050806,"Food and food ingredients-health food (specialty, nutritional supplement)-sunflower seeds or other edible seeds (non-sweetened)"
PF050807,PF050807,"Food and food ingredients-health food (specialty, nutritional supplement)-soy milk"
PF050900,PF050900,"Food and food ingredients-snacks (non-candy, no eating utensils)"
PF050901,PF050901,"Food and food ingredients-snacks (non-candy, no eating utensils) ice cream < than a pint"
PF050902,PF050902,"Food and food ingredients-snacks (non-candy, no eating utensils) ice cream =/> than a pint"
PF050903,PF050903,"Food and food ingredients-snacks (non-candy, no eating utensils) ice cream =/> than a quart"
PF050904,PF050904,"Food and food ingredients-snacks (non-candy, no eating utensils) ice cream =/< half a pint"
PF050905,PF050905,"Food and food ingredients - empty ice cream cones; not ice cream novelties"
PF050908,PF050908,"Food & food ingredients - single serving yogurts of 8oz or less"
PF050909,PF050909,"Food and food ingredients-snacks (non-candy, no eating utensils) single serving - other"
PF051000,PF051000,"Food and food ingredients-supplements (nutritional facts included on label)"
PF051004,PF051004,"Food and food ingredients-supplements (nutritional facts included on label) - wheat germ"
PF051100,PF051100,"Food and food ingredients-supplements (supplements facts included on label)"
PF051101,PF051101,"Food and food ingredients-supplements (supplements facts included on label) brewer's yeast"
PF051102,PF051102,"Food and food ingredients-supplements (supplements facts included on label) other supplement"
PF051103,PF051103,"Food and food ingredients-supplements (supplements facts included on label) seaweed"
