"id","code","account_type","name","reconcile","non_trade","name@sl"
"gd_acc_260300","260300","liability_current","Output VAT - 22% - 3. world BL","False","","Izstopni DDV - 22% - 3. svet BL"
"gd_acc_260301","260301","liability_current","Output VAT - 22% - 3. world ST","False","","Izstopni DDV - 22% - 3. svet ST"
"gd_acc_260310","260310","liability_current","Output VAT - 9,5% - 3. world BL","False","","Izstopni DDV - 9,5% - 3. svet BL"
"gd_acc_260311","260311","liability_current","Output VAT - 9,5% - 3. world ST","False","","Izstopni DDV - 9,5% - 3. svet ST"
"gd_acc_260320","260320","liability_current","Output VAT - 5% 3. world BL in ST","False","","Izstopni DDV - 5% 3. svet BL in ST"
"gd_acc_260400","260400","liability_current","Output VAT - 22% - EU BL","False","","Izstopni DDV - 22% - EU BL"
"gd_acc_260410","260410","liability_current","Output VAT - 9,5% - EU BL","False","","Izstopni DDV - 9,5% - EU BL"
"gd_acc_260420","260420","liability_current","Output VAT - 5% EU BL in ST","False","","Izstopni DDV - 5% EU BL in ST"
"gd_acc_260430","260430","liability_current","Output VAT - 22% - EU ST","False","","Izstopni DDV - 22% - EU ST"
"gd_acc_260440","260440","liability_current","Output VAT - 9,5% - EU ST","False","","Izstopni DDV - 9,5% - EU ST"
"gd_acc_260460","260460","liability_current","Output VAT - 22% - SLO - SO 76.a Article BL ST","False","","Izstopni DDV - 22% - SLO - SO 76.a člen BL ST"
"gd_acc_260470","260470","liability_current","Output VAT - 9,5% - SLO - SO 76.a Article BL ST","False","","Izstopni DDV - 9,5% - SLO - SO 76.a člen BL ST"
"gd_acc_260500","260500","liability_current","Output VAT - 8% - SLO BL","False","","Izstopni DDV - 8% - SLO BL"
"gd_acc_260700","260700","liability_current","Liability for VAT in Slovenia","False","","Obveznost za DDV v Sloveniji"
"gd_acc_260800","260800","liability_payable","Obligation to pay the difference between calculated and input VAT for the tax period in Slovenia","True","True","Obveznost za plačilo razlike med obračunanim in vstopnim DDV za davčno obdobje v Sloveniji"
"gd_acc_261000","261000","liability_current","Obligations for VAT, customs and other duties on imported goods","False","","Obveznosti za DDV, carino in druge dajatve od uvoženega blaga"
"gd_acc_262000","262000","liability_current","Obligations for contributions","False","","Obveznosti za prispevke"
"gd_acc_263000","263000","liability_current","Obligations for advance payment of income tax on income from activities","False","","Obveznosti za akontacijo dohodnine od dohodka iz dejavnosti"
"gd_acc_264000","264000","liability_current","Corporate income tax obligations - DDPO","False","","Obveznosti za davek od dohodkov pravnih oseb - DDPO"
"gd_acc_265000","265000","liability_current","Obligations for withholding tax","False","","Obveznosti za davčni odtegljaj"
"gd_acc_265100","265100","liability_current","Obligations for withholding tax - Author's ch.","False","","Obveznost za davčni odtegljaj - Avtorska pog."
"gd_acc_265200","265200","liability_current","Obligations for withholding tax - Temporary work of pensioners","False","","Obveznost za davčni odtegljaj - Začasno delo upokojencev"
"gd_acc_265300","265300","liability_current","Obligations for withholding tax - Undertaking contract","False","","Obveznost za davčni odtegljaj - Podjemna pogodba"
"gd_acc_265400","265400","liability_current","Obligations for withholding tax - Ch. about the power of attorney","False","","Obveznost za davčni odtegljaj - Pog. o prokuri"
"gd_acc_265500","265500","liability_current","Obligations for withholding tax - Ch. about management","False","","Obveznost za davčni odtegljaj - Pog. o poslovodenju"
"gd_acc_265600","265600","liability_current","Liability for withholding tax - Payment of profit","False","","Obveznost za davčni odtegljaj - Izplačilo dobička"
"gd_acc_266000","266000","liability_current","Other short-term liabilities to state and other institutions","False","","Druge kratkoročne obveznosti do državnih in drugih inštitucij"
"gd_acc_266044","266044","liability_current","Obligations for ZPIZ contributions from gross salary - contract","False","","Obveznosti za prispevke ZPIZ iz bruto plače - pogodbe"
"gd_acc_266045","266045","liability_current","Obligations for ZZZS contributions from gross salary - contract","False","","Obveznosti za prispevke ZZZS iz bruto plače - pogodbe"
"gd_acc_266100","266100","liability_current","Obligations for contributions from contracts of natural persons","False","","Obveznosti za prispevke iz pogodb fizičnih oseb"
"gd_acc_266144","266144","liability_current","Obligations for ZPIZ contributions on gross wages - contracts","False","","Obveznosti za prispevke ZPIZ na bruto plače - pogodbe"
"gd_acc_266145","266145","liability_current","Obligations for ZZZS contributions on gross wages - contracts","False","","Obveznosti za prispevke ZZZS na bruto plače - pogodbe"
"gd_acc_267000","267000","liability_current","Short-term liabilities for social security contributions of sole proprietors","False","","Kratkoročne obveznosti za prispevke za socialno varnost samostojnih podjetnikov"
"gd_acc_267042","267042","liability_current","Obligations for employment contributions. - SP","False","","Obveznosti za prispevke za zaposl. - SP"
"gd_acc_267043","267043","liability_current","Contribution obligations for the parent. var. - SP","False","","Obveznosti za prispevke za starš. var. - SP"
"gd_acc_267044","267044","liability_current","Obligations for ZPIZ - SP contributions","False","","Obveznosti za prispevke ZPIZ - SP"
"gd_acc_267045","267045","liability_current","Obligations for ZZZS - SP contributions","False","","Obveznosti za prispevke ZZZS - SP"
"gd_acc_270000","270000","liability_current","Short-term loans obtained from organizations in the group","False","","Kratkoročna posojila, dobljena pri organizacijah v skupini"
"gd_acc_271000","271000","liability_current","Short-term loans obtained from affiliates and jointly controlled entities","False","","Kratkoročna posojila, dobljena pri pridruženih organizacijah in skupaj obvladovanih organizacijah"
"gd_acc_272000","272000","liability_current","Short-term loans obtained from banks and organizations in the country","False","","Kratkoročna posojila, dobljena pri bankah in organizacijah v državi"
"gd_acc_272100","272100","liability_current","Short-term loans obtained from banks in the country","False","","Kratkoročna posojila, dobljena pri bankah  v državi"
"gd_acc_272200","272200","liability_current","Short-term loans obtained from companies in the country","False","","Kratkoročna posojila, dobljena pri  družbah v državi"
"gd_acc_273000","273000","liability_current","Short-term loans obtained from banks abroad","False","","Kratkoročna posojila, dobljena pri bankah v tujini"
"gd_acc_273100","273100","liability_current","Short-term loans obtained from companies abroad","False","","Kratkoročna posojila, dobljena pri družbah v tujini"
"gd_acc_274000","274000","liability_current","Short-term financial liabilities related to bonds","False","","Kratkoročne finančne obveznosti v zvezi z obveznicami"
"gd_acc_275000","275000","liability_current","Short-term liabilities from financial leasing (leasing)","False","","Kratkoročne obveznosti iz finančnega najema (leasing)"
"gd_acc_276000","276000","liability_current","Short-term financial obligations to natural persons (loans)","False","","Kratkoročne  finančne obveznosti do fizičnih oseb (posojila)"
"gd_acc_277000","277000","liability_current","Short-term liabilities related to the distribution of profit","False","","Kratkoročne obveznosti v zvezi z razdelitvijo poslovnega izida"
"gd_acc_278000","278000","liability_current","Obligations from the payment of capital until entry in the court register","False","","Obveznosti iz vplačila kapitala do vpisa v sodni register"
"gd_acc_279000","279000","liability_current","Other short-term financial liabilities","False","","Druge kratkoročne finančne obveznosti"
"gd_acc_279100","279100","liability_current","Installment payments","False","","Obročna plačila"
"gd_acc_280000","280000","liability_current","Short-term interest liabilities","False","","Kratkoročne obveznosti za obresti"
"gd_acc_281000","281000","liability_current","Short-term bills payable","False","","Kratkoročne menične obveznosti"
"gd_acc_282000","282000","liability_current","Short-term liabilities related to deductions from wages and compensation of wages to employees","False","","Kratkoročne obveznosti v zvezi z odtegljaji od plač in nadomestili plač zaposlenim"
"gd_acc_285000","285000","liability_current","Other short-term business liabilities","False","","Ostale kratkoročne poslovne obveznosti"
"gd_acc_285100","285100","asset_cash","Obligations to the credit card issuer (card payments)","False","","Obveznosti do izdajatelja kreditne kartice (kartična plačila)"
"gd_acc_285200","285200","liability_current","Current liabilities for the payment of royalties","False","","Kratkoročne obveznosti za izplačilo avtorskega honorarja"
"gd_acc_285300","285300","liability_current","Short-term obligations for payment to pupils and students on internships","False","","Kratkoročne obveznosti za izplačilo dijakom in študentom na praksi"
"gd_acc_285400","285400","liability_current","Short-term liabilities for the payment of management contracts","False","","Kratkoročne obveznosti za izplačilo poslovodskih pogodb"
"gd_acc_285500","285500","liability_current","Short-term liabilities for the payment of contracts","False","","Kratkoročne obveznosti za izplačilo podjemnih pogodb"
"gd_acc_285600","285600","liability_current","Other short-term liabilities","False","","Ostale kratkoročne obveznosti"
"gd_acc_290000","290000","liability_current","Charged costs or expenses in advance","False","","Vnaprej vračunani stroški oziroma odhodki"
"gd_acc_291000","291000","liability_current","Short-term deferred revenue","False","","Kratkoročno odloženi prihodki"
"gd_acc_295000","295000","liability_current","VAT on advances","True","","DDV od danih predujmov"
"gd_acc_300000","300000","asset_current","The value of raw materials and materials according to suppliers' invoices","False","","Vrednost surovin in materiala po obračunih dobaviteljev"
"gd_acc_301000","301000","asset_current","Dependent costs of procurement of raw materials and materials","False","","Odvisni stroški nabave surovin in materiala"
"gd_acc_302000","302000","asset_current","Customs and other import duties on raw materials and materials","False","","Carina in druge uvozne davščine od surovin in materiala"
"gd_acc_303000","303000","asset_current","VAT and other taxes on raw materials and materials","False","","DDV in druge davščine od surovin in materiala"
"gd_acc_309000","309000","asset_current","Calculation of the purchase of raw materials and materials","False","","Obračun nabave surovin in materiala"
"gd_acc_310000","310000","asset_current","Stocks of raw materials and materials in the warehouse","False","","Zaloge surovin in materiala v skladišču"
"gd_acc_311000","311000","asset_current","Stocks of aggregates and material in a foreign warehouse","False","","Zaloge sutovin in materiala v tujem skladišču"
"gd_acc_312000","312000","asset_current","Stocks of raw materials and materials on the way","False","","Zaloge surovin in materiala na poti"
"gd_acc_316000","316000","asset_current","Stocks of raw materials and materials in finishing and processing","False","","Zaloge surovin in materiala v dodelavi in predelavi"
"gd_acc_319000","319000","asset_current","Deviations from the constant prices of stocks of raw materials and materials","False","","Odmiki od stalnih cen zalog surovin in materiala"
"gd_acc_320000","320000","asset_current","Stocks of petty inventory in the warehouse","False","","Zaloge drobnega inventarja v skladišču"
"gd_acc_320100","320100","asset_current","Stocks of packaging in the warehouse","False","","Zaloge embalaže v skladišču"
"gd_acc_321000","321000","asset_current","Petty inventory stocks put to use","False","","Zaloge drobnega inventarja, dane v uporabo"
"gd_acc_321100","321100","asset_current","Stocks of packaging put into use","False","","Zaloge embalaže, dane v uporabo"
"gd_acc_329000","329000","asset_current","Deviations from fixed prices of small inventory and packaging","False","","Odmiki od stalnih cen drobnega inventarja in embalaže"
"gd_acc_400000","400000","expense","Material costs","False","","Stroški materiala"
"gd_acc_401000","401000","expense","Cost of auxiliary material","False","","Stroški pomožnega materiala"
"gd_acc_401100","401100","expense","Cost of cleaning products","False","","Stroški čistil"
"gd_acc_402000","402000","expense","Energy costs - electricity","False","","Stroški energije - elektrika"
"gd_acc_402100","402100","expense","Energy costs - gas","False","","Stroški energije - plin"
"gd_acc_402200","402200","expense","Energy costs - fuel","False","","Stroški energije - gorivo"
"gd_acc_403000","403000","expense","Cost of spare parts for fixed assets and maintenance materials for fixed assets","False","","Stroški nadomestnih delov za osnovna sredstva in materiala za vzdrževanje osnovnih sredstev"
"gd_acc_404000","404000","expense","Write-off of small inventories","False","","Odpis drobnega inventarja"
"gd_acc_404100","404100","expense","Packaging waste","False","","Odpis embalaže"
"gd_acc_405000","405000","expense","Reconciliation of material and petty inventory costs due to inventory differences","False","","Uskladitev stroškov materiala in drobnega inventarja zaradi popisnih razlik"
"gd_acc_406000","406000","expense","Cost of office supplies","False","","Stroški pisarniškega materiala"
"gd_acc_406100","406100","expense","Costs of professional literature and publications","False","","Stroški strokovne literature in publikacij"
"gd_acc_407000","407000","expense","Other material costs","False","","Drugi stroški materiala"
"gd_acc_410000","410000","expense","Cost of services in the production of goods and services","False","","Stroški storitev pri ustvarjanju proizvodov in opravljanju storitev"
"gd_acc_411100","411100","expense","Transport costs - Post and other carriers (DPD, FedEx, etc.)","False","","Stroški transportnih storitev - Pošta in ostali prevozniki (DPD, FedEx itd.)"
"gd_acc_412000","412000","expense","Cost of maintenance services","False","","Stroški storitev v zvezi z vzdrževanjem"
"gd_acc_413000","413000","expense","Rent expense - real estate","False","","Strošek najemnine - nepremičnine"
"gd_acc_413100","413100","asset_prepayments","Rental cost - equipment","False","","Strošek najemnine - oprema"
"gd_acc_414000","414000","expense","Reimbursement of work-related expenses to employees - without analytics","False","","Povračila stroškov  zaposlencem v zvezi z delom - brez analitike"
"gd_acc_414110","414110","expense","Daily subsistence allowance while travelling on business - SLO","False","","Dnevnica na službeni poti - SLO"
"gd_acc_414120","414120","expense","Mileage on business trips - SLO","False","","Kilometrina na službeni poti - SLO"
"gd_acc_414130","414130","expense","Toll and parking - SLO","False","","Cestnina in parkirnina - SLO"
"gd_acc_414140","414140","expense","Transport - Other - SLO","False","","Prevoz - ostalo - SLO"
"gd_acc_414160","414160","expense","Other mission expenses - SLO","False","","Ostali stroški službenega potovanja - SLO"
"gd_acc_414170","414170","expense","Employee reimbursements (excluding daily subsistence allowances and mileage) - SLO","False","","Povračila zaposlenemu (razen dnevnice in kilometrine) - SLO"
"gd_acc_414210","414210","expense","Daily subsistence allowance while travelling on business - TUJ","False","","Dnevnica na službeni poti - TUJ"
"gd_acc_414220","414220","expense","Mileage on business trips - TUJ","False","","Kilometrina na službeni poti - TUJ"
"gd_acc_414230","414230","expense","Toll and parking - TUJ","False","","Cestnina in parkirnina - TUJ"
"gd_acc_414240","414240","expense","Transport - Other - TUJ","False","","Prevoz - ostalo - TUJ"
"gd_acc_414260","414260","expense","Other mission expenses - TUJ","False","","Ostali stroški službenega potovanja - TUJ"
"gd_acc_414270","414270","expense","Employee reimbursements (excluding daily subsistence allowances and mileage) - SLO","False","","Povračila zaposlenemu (razen dnevnice in kilometrine) - SLO"
"gd_acc_415000","415000","expense","Payment and banking costs, transaction costs and insurance premiums - excluding analytics","False","","Stroški plačilnega prometa in bančnih storitev, stroški posla in zavarovalne premije - brez analitike"
"gd_acc_415100","415100","expense","Cost of banking services","False","","Stroški bančnih storitev"
"gd_acc_415200","415200","expense","Insurance premium costs","False","","Stroški zavarovalne premije"
"gd_acc_416000","416000","expense","Cost of intellectual and personal services - other","False","","Stroški intelektualnih in osebnih storitev - drugo"
"gd_acc_416100","416100","expense","Cost of accounting services","False","","Stroški računovodskih storitev"
"gd_acc_416200","416200","expense","Education costs","False","","Stroški izobraževanja"
"gd_acc_416300","416300","expense","Outsourcing costs - SLO","False","","Stroški storitev zunanjih izvajalcev (outsourcing) - SLO"
"gd_acc_416310","416310","expense","Outsourcing costs - TUJ","False","","Stroški storitev zunanjih izvajalcev (outsourcing) - TUJ"
"gd_acc_416500","416500","expense","Cost of health services","False","","Stroški zdravstvenih storitev"
"gd_acc_416600","416600","expense","Cost of other intellectual services","False","","Stroški ostalih intelektualnih storitev"
"gd_acc_417000","417000","expense","Costs of fairs","False","","Stroški sejmov"
"gd_acc_417100","417100","expense","National team costs","False","","Stroški reprezentance"
"gd_acc_417200","417200","expense","Advertising and publicity costs","False","","Stroški reklame in oglaševanja"
"gd_acc_417300","417300","expense","Sponsorship costs","False","","Stroški sponzorstva"
"gd_acc_418000","418000","expense","Costs of services provided by natural persons not engaged in an activity, including charges to the organisation (labour contracts, author's contracts, emoluments to employees and other persons)","False","","Stroški storitev fizičnih oseb, ki ne opravljajo dejavnosti, skupaj z dajatvami, ki bremenijo organizacijo (pogodbe o delu, avtorske pogodbe, sejnine zaposlenim in drugim osebam)"
"gd_acc_418100","418100","expense","Royalties","False","","Avtorski honorar"
"gd_acc_418200","418200","expense","Freelance contract","False","","Podjemna pogodba"
"gd_acc_418300","418300","expense","Students via Student Services","False","","Študenti prek študentskega servisa"
"gd_acc_419000","419000","expense","Cost of other services - excluding analytics","False","","Stroški drugih storitev - brez analitike"
"gd_acc_419100","419100","expense","Telephone costs","False","","Stroški telefonije"
"gd_acc_419200","419200","expense","Internet and other related services costs","False","","Stroški interneta in drugih povezanih storitev"
"gd_acc_419300","419300","expense","Utilities costs","False","","Stroški komunalnih storitev"
"gd_acc_419400","419400","expense","Cost of membership fees","False","","Stroški članarin"
"gd_acc_430000","430000","expense_depreciation","Amortisation of intangible assets","False","","Amortizacija neopredmetenih sredstev"
"gd_acc_431000","431000","expense_depreciation","Depreciation of buildings","False","","Amortizacija zgradb"
"gd_acc_432000","432000","expense_depreciation","Depreciation of equipment and spare parts","False","","Amortizacija opreme in nadomestnih delov"
"gd_acc_433000","433000","expense_depreciation","Depreciation of small inventories","False","","Amortizacija drobnega inventarja"
"gd_acc_434000","434000","expense_depreciation","Depreciation of other property, plant and equipment","False","","Amortizacija drugih opredmetenih osnovnih sredstev"
"gd_acc_435000","435000","expense_depreciation","Depreciation of investment property","False","","Amortizacija naložbenih nepremičnin"
"gd_acc_436000","436000","expense_depreciation","Depreciation of biological assets","False","","Amortizacija bioloških sredstev"
"gd_acc_440000","440000","expense","Provisions for corporate reorganisation costs","False","","Rezervacije za stroške reorganizacije podjetja"
"gd_acc_441000","441000","expense","Provisions for guarantees given","False","","Rezervacije za dana jamstva"
"gd_acc_442000","442000","expense","Provisions for losses on onerous contracts","False","","Rezervacije za pokrivanje izgub iz kočljivih pogodb"
"gd_acc_449000","449000","expense","Rezervacije za izgube iz škodljivih pogodb","False","","Rezervacije za pokrivanje drugih obveznosti iz preteklega poslovanja"
"gd_acc_450000","450000","expense","Credit interest costs","False","","Stroški obresti kredita"
"gd_acc_450100","450100","expense","Interest cost of the limit","False","","Stroški obresti limita"
"gd_acc_470000","470000","expense","Staff salaries","False","","Plače zaposlenih"
"gd_acc_470100","470100","expense","Bonitures","False","","Bonitete"
"gd_acc_471000","471000","expense","Employee salary allowances","False","","Nadomestila plač zaposlencev"
"gd_acc_472000","472000","expense","Employee supplementary pension scheme costs","False","","Stroški dodatnega pokojninskega zavarovanja zaposlenih"
"gd_acc_473000","473000","expense","Annual leave, bonuses, allowances and other staff emoluments - without analytics","False","","Regres za letni dopust, bonitete, povračila  in drugi prejemki zaposlenih - brez analitike"
"gd_acc_473100","473100","expense","Commuting costs","False","","Stroški prevoza na delo"
"gd_acc_473200","473200","expense","Meal allowance costs","False","","Stroški nadomestila za prehrano"
"gd_acc_473300","473300","expense","Recourse costs","False","","Stroški regresa"
"gd_acc_473400","473400","expense","Cost of severance payments","False","","Stroški odpravnin"
"gd_acc_473500","473500","expense","Cost of the Jubilee Prize","False","","Stroški jubilejne nagrade"
"gd_acc_474000","474000","expense","Employer's contributions on wages, salaries, wage allowances, bonuses, reimbursements and other employee benefits - without analytics","False","","Delodajalčevi prispevki od plač, nadomestil plač bonitet, povračil in drugih prejemkov zaposlencev - brez analitike"
"gd_acc_474042","474042","expense","Gross cost of NA contributions - for employment","False","","Stroški prispevkov NA bruto - za zaposlovanje"
"gd_acc_474043","474043","expense","Gross cost of NA contributions - for parental care","False","","Stroški prispevkov NA bruto - za starševsko varstvo"
"gd_acc_474044","474044","expense","Gross cost of NA contributions - Pensions","False","","Stroški prispevkov NA bruto - ZPIZ"
"gd_acc_474045","474045","expense","Gross cost of NA contributions - ZZZS","False","","Stroški prispevkov NA bruto - ZZZS"
"gd_acc_475000","475000","expense","Other employers' levies on wages, salaries, bonuses, allowances and other employee benefits","False","","Druge delodajalčeve dajatve od plač, bonitet, povračil in drugih prejemkov zaposlenih"
"gd_acc_476000","476000","expense","Apprentices' bonuses, including taxes charged to the company","False","","Nagrade vajencem skupaj z dajatvami, ki bremenijo podjetje"
"gd_acc_477000","477000","expense","Management expenses accounted for on a basis such as employment","False","","Stroški poslovodstva, obračunani na podlagi kot je delovno razmerje"
"gd_acc_478000","478000","expense","Other labour costs","False","","Drugi stroški dela"
"gd_acc_479000","479000","expense","Provisions for pensions, gratuities and retirement benefits","False","","Rezervacije za pokojnine, jubilejne nagrade in odpravnine ob upokojitvi"
"gd_acc_480000","480000","expense","Charges that do not depend on labour costs or other types of costs","False","","Dajatve, ki niso odvisne od stroškov dela ali drugih vrst stroškov"
"gd_acc_480100","480100","expense","Cost of compensation for the use of building land","False","","Stroški nadomestila za uporabo stavbnega zemljišča"
"gd_acc_481000","481000","expense","Environmental protection expenditure","False","","Izdatki za varstvo okolja"
"gd_acc_482000","482000","expense","Awards to students on work placements, including taxes","False","","Nagrade dijakom in študentom na delovni praksi skupaj z dajatvami"
"gd_acc_483000","483000","expense","Scholarships for pupils and students","False","","Štipendije dijakom in študentom"
"gd_acc_484000","484000","expense","Social security contributions for sole traders","False","","Prispevki za socialno varnost samostojnih podjetnikov"
"gd_acc_484100","484100","expense","Other costs incurred by the entrepreneur","False","","Ostali stroški podjetnika"
"gd_acc_486000","486000","expense","Reimbursement of s.p. expenses","False","","Povračila stroškov s.p."
"gd_acc_488000","488000","expense","Grants to other associations and legal persons (donations)","False","","Dotacije drugim društvom in pravnim osebam (donacije)"
"gd_acc_489000","489000","expense","Other costs","False","","Ostali stroški"
"gd_acc_489100","489100","expense","Cost of reminders","False","","Stroški opominov"
"gd_acc_489200","489200","expense","Penalty costs","False","","Stroški kazni"
"gd_acc_489300","489300","expense","Other non-tax deductible costs","False","","Ostali davčno nepriznani stroški"
"gd_acc_490000","490000","expense","Transfer of costs to inventories","False","","Prenos stroškov v zaloge"
"gd_acc_491000","491000","expense","Transferring costs directly to expenditure","False","","Prenos stroškov neposredno v odhodke"
"gd_acc_500001","500001","expense","VAT only - EUL - deduction","False","","Samo DDV - EUL - odbitek"
"gd_acc_500002","500002","expense","Imports of goods 3rd world","False","","Uvoz blaga 3. svet"
"gd_acc_500100","500100","expense","Intermediate account of circular and chain offsets","False","","Vmesni konto krožnih in verižnih kompenzacij"
"gd_acc_500300","500300","expense","Opening of stocks","False","","Otvoritev zalog"
"gd_acc_599999","599999","expense","Interim account of the basis of the advance","True","","Vmesni konto osnove avansa"
"gd_acc_600000","600000","asset_current","Work in progress","False","","Nedokončana proizvodnja"
"gd_acc_601000","601000","asset_current","Services in progress","False","","Nedokončane storitve"
"gd_acc_602000","602000","asset_current","Semi-finished products","False","","Polizdelki"
"gd_acc_604000","604000","asset_current","Production in finishing and processing","False","","Proizvodnja v dodelavi in predelavi"
"gd_acc_609000","609000","asset_current","Price deviations for work in progress and services","False","","Odmiki od cen nedokončane proizvodnje in storitev"
"gd_acc_610000","610000","asset_current","Harvested crops at fair value","False","","Pospravljeni pridelki po pošteni vrednosti"
"gd_acc_618000","618000","asset_current","Harvested crops at cost","False","","Pospravljeni pridelki po nabavni vrednosti"
"gd_acc_619000","619000","asset_current","Deviations from crop prices","False","","Odmiki od cen pridelkov"
"gd_acc_630000","630000","asset_current","Products in own storage","False","","Proizvodi v lastnem skladišču"
"gd_acc_631000","631000","asset_current","Products in foreign storage","False","","Proizvodi v tujem skladišču"
"gd_acc_632000","632000","asset_current","Products on the move","False","","Proizvodi na poti"
"gd_acc_633000","633000","asset_current","Products in your own shop","False","","Proizvodi v lastni prodajalni"
"gd_acc_634000","634000","asset_current","VAT accrued on products in the shop","False","","Vračunani DDV od proizvodov v prodajalni"
"gd_acc_635000","635000","asset_current","Products undergoing finishing and processing","False","","Proizvodi v dodelavi in predelavi"
"gd_acc_638000","638000","asset_current","Biological agents that are stocks","False","","Biološka sredstva, ki so zaloge"
"gd_acc_639000","639000","asset_current","Product price deviations","False","","Odmiki od cen proizvodov"
"gd_acc_650000","650000","asset_current","Value of goods as invoiced by suppliers (cost)","False","","Vrednost blaga po obračunih dobaviteljev (nabavna vrednost)"
"gd_acc_651000","651000","asset_current","Dependent costs of purchase of goods","False","","Odvisni stroški nabave blaga"
"gd_acc_652000","652000","asset_current","Customs duty and other import taxes on goods","False","","Carina in druge uvozne davščine od blaga"
"gd_acc_653000","653000","asset_current","VAT and other taxes on goods","False","","DDV in druge davščine od blaga"
"gd_acc_659000","659000","asset_current","Accounting for the purchase of goods","False","","Obračun nabave blaga"
"gd_acc_660000","660000","asset_current","Goods in your own warehouse","False","","Blago v lastnem skladišču"
"gd_acc_661000","661000","asset_current","Goods in a foreign warehouse","False","","Blago v tujem skladišču"
"gd_acc_662000","662000","asset_current","Goods on the move","False","","Blago na poti"
"gd_acc_663000","663000","asset_current","Goods in your own shop","False","","Blago v lastni prodajalni"
"gd_acc_664000","664000","asset_current","VAT included in stocks of goods - 22%","False","","DDV, vračunan v zalogah blaga - 22%"
"gd_acc_664010","664010","asset_current","VAT included in stocks of goods - 9.5%","False","","DDV, vračunan v zalogah blaga - 9,5%"
"gd_acc_664020","664020","asset_current","VAT included in the stock of goods - 5%","False","","DDV, vračunan v zalogah blaga - 5%"
"gd_acc_669000","669000","asset_current","Accumulated difference in prices of inventories of goods","False","","Vračunana razlika v cenah zalog blaga"
"gd_acc_670000","670000","asset_current","Property, plant and equipment held for sale","False","","Opredmetena osnovna sredstva, namenjena prodaji"
"gd_acc_671000","671000","asset_current","Investment property valued under the cost model held for sale","False","","Naložbene nepremičnine, vrednotene po modelu nabavne vrednosti, namenjene prodaji"
"gd_acc_672000","672000","asset_current","Other non-current assets held for sale","False","","Druga nekratkoročna sredstva, namenjena prodaji"
"gd_acc_700000","700000","expense","Value of business effects sold","False","","Vrednost prodanih poslovnih učinkov"
"gd_acc_701000","701000","expense","Value of capitalised own products and services","False","","Vrednost usredstvenih lastnih proizvodov in storitev"
"gd_acc_702000","702000","expense","Cost of materials and goods sold","False","","Nabavna vrednost prodanih materiala in blaga"
"gd_acc_703000","703000","expense","Other operating expenses","False","","Drugi poslovni odhodki"
"gd_acc_704000","704000","expense","Expenditure from the evaluation of biological centres and harvesting of agricultural crops","False","","Odhodki iz vrednotenja bioloških stredstev in pospravitev kmetijskih pridelkov"
"gd_acc_710000","710000","expense","Value of business effects sold","False","","Vrednost prodanih poslovnih učinkov"
"gd_acc_711000","711000","expense","Cost of materials and goods sold","False","","Nabavna vrednost prodanih materiala in blaga"
"gd_acc_712000","712000","expense","Selling costs","False","","Stroški prodajanja"
"gd_acc_713000","713000","expense","General operating expenses (procurement and administration)","False","","Stroški splošnih dejavnosti (nabave in uprave)"
"gd_acc_714000","714000","expense","Other costs not held in inventories","False","","Drugi stroški, ki se ne zadržujejo v zalogah"
"gd_acc_720000","720000","expense","Revaluation operating expenses relating to intangible assets and property, plant and equipment and investment property","False","","Prevrednotovalni poslovni odhodki v zvezi z neopredmetenimi sredstvi in opredmetenimi osnovnimi sredstvi in naložbenimi nepremičninami"
"gd_acc_721000","721000","expense","Revaluation operating expenses related to inventories","False","","Prevrednotovalni poslovni odhodki v zvezi z zalogami"
"gd_acc_722000","722000","expense","Revaluation operating expenses as a result of impairment revaluation related to trade receivables","False","","Prevrednotovalni poslovni odhodki kot posledica prevrednotenja zaradi oslabitve v zvezi z poslovnimi terjatvami"
"gd_acc_723000","723000","expense","Revaluation operating expenses as a result of write-offs related to trade receivables","False","","Prevrednotovalni poslovni odhodki kot posledica odpisov v zvezi s poslovnimi terjatvami"
"gd_acc_724000","724000","expense","Revaluation operating expenses relating to current assets other than financial investments","False","","Prevrednotovalni poslovni odhodki v zvezi s kratkoročnimi sredstvi, razen finančnimi naložbami"
"gd_acc_740000","740000","expense_direct_cost","Expenditure on loans received from group organisations - net of analytics","False","","Odhodki iz posojil, prejetih od organizacij v skupini - brez analitike"
"gd_acc_740100","740100","expense_direct_cost","Contractual interest - corporate loans","False","","Pogodbene obresti - posojila družb"
"gd_acc_740200","740200","expense_direct_cost","Interest on leases - loans from companies","False","","Obresti leasinga - posojila družb"
"gd_acc_740300","740300","expense_direct_cost","Interest on overdue loans - corporate loans","False","","Zamudne obresti - posojila družb"
"gd_acc_741000","741000","expense_direct_cost","Expenditure on loans received from banks - excluding analytics","False","","Odhodki iz posojil, prejetih od bank - brez analitike"
"gd_acc_741100","741100","expense_direct_cost","Contractual interest - bank loans","False","","Pogodbene obresti - posojila bank"
"gd_acc_741200","741200","expense_direct_cost","Lease interest - bank loans","False","","Obresti leasinga - posojila bank"
"gd_acc_741300","741300","expense_direct_cost","Interest on overdue loans - bank loans","False","","Zamudne obresti - posojila bank"
"gd_acc_742000","742000","expense_direct_cost","Expenditure on bonds issued","False","","Odhodki iz izdanih obveznic"
