"id","code","name","account_type","tag_ids","reconcile","name@nb_NO"
"chart5800","5800","Reimbursement of sickness benefits","expense","","False","Refusjon av sykepenger"
"chart5820","5820","Reimbursement of employer's contribution","expense","","False","Refusjon av arbeidsgiveravgift"
"chart5890","5890","Other refunds","expense","","False","Annen refusjon"
"chart5900","5900","Gifts for employees","expense","","False","Gaver til ansatte"
"chart5910","5910","Canteen costs","expense","","False","Kantinekostnader"
"chart5920","5920","Occupational injury insurance","expense","","False","Yrkesskadeforsikring"
"chart5930","5930","Others non-employment insurance.","expense","","False","Andre ikke arb.giv.avg.pliktige forsikr."
"chart5940","5940","Other personnel costs","expense","","False","Øvrige personalkostnader"
"chart5950","5950","Compulsory service pension (OTP)","expense","","False","Obligatorisk tjenestepensjon (OTP)"
"chart5990","5990","Other personnel costs","expense","","False","Øvrige personalkostnader"
"chart6000","6000","Depreciation on buildings & other fixed assets","expense","","False","Avskrivning på bygn. & annen fast eiend."
"chart6010","6010","Depreciation on means of transport, machinery","expense","","False","Avskrivning på transportmidler, maskiner"
"chart6020","6020","Depreciation of intangible assets","expense","","False","Avskrivning på immaterielle eiendeler"
"chart6050","6050","Decrement fixed assets. & food. property","expense","","False","Nedskr. varige driftsmidl. & imat. eiend"
"chart6100","6100","Freight, transport costs and insurance","expense","","False","Frakter, transportkostnader og forsikring"
"chart6110","6110","Customs and forwarding costs for shipping","expense","","False","Toll og spedisjonskostnader ved forsend"
"chart6200","6200","Electricity","expense","","False","Elektrisitet"
"chart6210","6210","Gas","expense","","False","Gass"
"chart6220","6220","Fuel oil","expense","","False","Fyringsolje"
"chart6230","6230","Coal, coke","expense","","False","Kull, koks"
"chart6240","6240","By","expense","","False","Ved"
"chart6250","6250","Gasoline, diesel oil","expense","","False","Bensin, dieselolje"
"chart6260","6260","Water","expense","","False","Vann"
"chart6290","6290","Other fuel","expense","","False","Annen brensel"
"chart6300","6300","Rent premises","expense","","False","Leie lokaler"
"chart6320","6320","Renovation, water, sewage etc.","expense","","False","Renovasjon, vann, avløp mv."
"chart6340","6340","Light, heat","expense","","False","Lys, varme"
"chart6360","6360","Cleaning","expense","","False","Renhold"
"chart6390","6390","Other cost premises","expense","","False","Annen kostnad lokaler"
"chart6400","6400","Rent of operating assets","expense","","False","Leie av driftsmidler"
"chart6410","6410","Rent of fixtures","expense","","False","Leie av inventar"
"chart6420","6420","Rent computer systems","expense","","False","Leie datasystemer"
"chart6430","6430","Rent others office machines","expense","","False","Leie andre kontormaskiner"
"chart6440","6440","Rent means of transport","expense","","False","Leie transportmidler"
"chart6490","6490","Other rental costs","expense","","False","Annen leiekostnad"
"chart6500","6500","Motor-driven tool","expense","","False","Motordrevet verktøy"
"chart6510","6510","Hand tools","expense","","False","Håndverktøy"
"chart6520","6520","Auxiliary tools","expense","","False","Hjelpeverktøy"
"chart6530","6530","Special tools","expense","","False","Spesialverktøy"
"chart6540","6540","Inventory","expense","","False","Inventar"
"chart6550","6550","Operating materials","expense","","False","Driftsmaterialer"
"chart6560","6560","Props","expense","","False","Rekvisita"
"chart6570","6570","Work clothes and protective equipment","expense","","False","Arbeidsklær og verneutstyr"
"chart6590","6590","Other operating equipment","expense","","False","Annet driftsmateriel"
"chart6600","6600","Repairs and maintenance buildings","expense","","False","Reparasjoner og vedlikehold bygninger"
"chart6620","6620","Repairs and maintenance equipment","expense","","False","Reparasjoner og vedlikehold utstyr"
"chart6690","6690","Repair and maintenance other","expense","","False","Reparasjon og vedlikehold annet"
"chart6700","6700","Audit fee","expense","","False","Revisjonshonorar"
"chart6720","6720","Fees for financial & legal assistance","expense","","False","Honorar for økonomisk & juridisk bistand"
"chart6750","6750","Fee accountant","expense","","False","Honorar regnskapsfører"
"chart6785","6785","Purchase of services from abroad","expense","","False","Kjøp av tjenester fra utlandet"
"chart6800","6800","Office supplies","expense","","False","Kontorrekvisita"
"chart6810","6810","Data cost","expense","","False","Datakostnad"
"chart6820","6820","Printed matter","expense","","False","Trykksaker"
"chart6840","6840","Newspapers, magazines, books etc.","expense","","False","Aviser, tidsskrifter, bøker mv."
"chart6860","6860","Meetings, courses, updates etc.","expense","","False","Møter, kurs, oppdatering mv."
"chart6890","6890","Other office costs","expense","","False","Annen kontorkostnad"
"chart6900","6900","Telephone","expense","","False","Telefon"
"chart6901","6901","Phone free","expense","","False","Telefon fritt"
"chart6940","6940","Postage","expense","","False","Porto"
"chart7000","7000","Fuel","expense","","False","Drivstoff"
"chart7020","7020","Maintenance","expense","","False","Vedlikehold"
"chart7040","7040","Insurances","expense","","False","Forsikringer"
"chart7080","7080","Car costs, use of private car in business","expense","","False","Bilkostnader, bruk av privat bil i næring"
"chart7090","7090","Other cost means of transport","expense","","False","Annen kostnad transportmidler"
"chart7100","7100","Car allowance, compulsory","expense","","False","Bilgodtgjørelse, oppgavepliktig"
"chart7130","7130","Travel expenses, duty bound","expense","","False","Reisekostnader, oppgavepliktige"
"chart7140","7140","Travel costs, not compulsory","expense","","False","Reisekostnader, ikke oppgavepliktig"
"chart7150","7150","Dietary expenses, duty bound","expense","","False","Diettkostnader, oppgaveplikig"
"chart7160","7160","Diet costs, not mandatory","expense","","False","Diettkostnader, ikke oppgavepliktig"
"chart7190","7190","Other cost allowance","expense","","False","Annen kostnadsgodtgjørelse"
"chart7200","7200","Commission costs, duty bound","expense","","False","Provisjonskostnader, oppgavepliktige"
"chart7210","7210","Commission costs, not mandatory","expense","","False","Provisjonskostnader, ikke oppgavepliktig"
"chart7300","7300","Selling costs","expense","","False","Salgskostnader"
"chart7320","7320","Advertising costs","expense","","False","Reklamekostnader"
"chart7350","7350","Representation, deductible","expense","","False","Representasjon, fradragsberettiget"
"chart7360","7360","Representation, not deductible","expense","","False","Representasjon, ikke fradragsberettiget"
"chart7390","7390","VAT rounding","expense","","False","MVA-øreavrunding"
"chart7395","7395","Rounding off","expense","","False","Øreavrunding"
"chart7400","7400","Contributions and gifts","expense","","False","Kontingenter og gaver"
"chart7410","7410","Contributions, not deductible","expense","","False","Kontingenter, ikke fradragsberettiget"
"chart7420","7420","Gifts, tax deductible","expense","","False","Gaver, fradragsberettigede"
"chart7430","7430","Gifts, not deductions","expense","","False","Gaver, ikke fradrag"
"chart7500","7500","Insurance premiums","expense","","False","Forsikringspremier"
"chart7550","7550","Warranty and service costs","expense","","False","Garanti- og servicekostnader"
"chart7560","7560","Service costs","expense","","False","Servicekostnader"
"chart7600","7600","License fees and royalties","expense","","False","Lisenesavgifter og royalties"
"chart7610","7610","Patent cost for own patent","expense","","False","Patentkostnad ved egen patent"
"chart7620","7620","Costs of trademarks etc.","expense","","False","Kostnader ved varemerker o.l."
"chart7630","7630","Inspection, sample and stamp duties","expense","","False","Kontroll-,prøve- og stempelavgifter"
"chart7700","7700","Board and company assembly meetings","expense","","False","Styre- og bedriftsforsamlingsmøter"
"chart7710","7710","General Assembly","expense","","False","Generalforsamling"
"chart7730","7730","Costs of own shares","expense","","False","Kostnader ved egne aksjer"
"chart7740","7740","Rounding off, VAT - settlement","expense","","False","Øreavrunding, MVA - oppgjør"
"chart7745","7745","Rounding off, subject to tax","expense","","False","Øreavrunding, avgiftspliktig"
"chart7746","7746","Rounding off, free of charge","expense","","False","Øreavrunding, avgiftsfritt"
"chart7750","7750","Property and party tax","expense","","False","Eiendoms- og festeavgift"
"chart7770","7770","Bank and card fees","expense","","False","Bank og kortgebyrer"
"chart7780","7780","Interest and collection fees","expense","","False","Renter og gebyrer inkasso"
"chart7798","7798","Other cost, deductible","expense","","False","Annen kostnad, fradragsberettiget"
"chart7799","7799","Other cost, not deductible","expense","","False","Annen kostnad, ikke fradragsberettiget"
"chart7800","7800","Loss on disposal of operating assets","expense","","False","Tap ved avgang driftsmidler"
"chart7820","7820","Income from previously written down losses","expense","","False","Innkommet på tidligere nedskrevne fordri"
"chart7830","7830","Bad debts","expense","","False","Tap på fordringer"
"chart7850","7850","Loss due to fire damage","expense","","False","Tap pga. brannskade"
"chart7860","7860","Loss on contracts","expense","","False","Tap på kontrakter"
"chart7900","7900","Inventory change facility under construction","expense","","False","Beholdningsendring anlegg under utførelse"
"chart7910","7910","Outdated goods","expense","","False","Ukurante varer"
"chart8000","8000","Income from investments in subsidiaries","expense","","False","Inntekter på investeringer i datterselskap"
"chart8010","8010","Income from investment in another company. s/ group","expense","","False","Inntekt på investering i annet foretak. s/ konsern"
"chart8020","8020","Income from investment in affiliated companies","expense","","False","Inntekt på investering i tilknyttet selskap"
"chart8030","8030","Interest income on companies in the same group","expense","","False","Renteinntekt på foretak i  samme konsern"
"chart8040","8040","Interest income, tax-free","expense","","False","Renteinntekter, skattefrie"
"chart8050","8050","Other interest income","expense","","False","Annen renteinntekt"
"chart8056","8056","Reminder fee","expense","","False","Påminnelsesavgift"
"chart8060","8060","Currency gain (agio)","expense","","False","Valutagevinst (agio)"
"chart8065","8065","Exchange rate gains, revenue","expense","","False","Valutakursvinster, revenue"
"chart8070","8070","Other financial income","expense","account.account_tag_financing","False","Annen finansinntekt"
"chart8071","8071","Stock dividends","expense","","False","Aksjeutbytte"
"chart8078","8078","Profit realization of shares","expense","","False","Gevinst realisasjon av aksjer"
"chart8080","8080","Value addition finance current assets","expense","account.account_tag_financing","False","Verdiøkning finanseille omløpsmidler"
"chart8090","8090","Income from others investments","expense","","False","Inntekt på andre investeringer"
"chart8100","8100","Valuable of market base finance circulating","expense","account.account_tag_financing","False","Verdired. av markedsbas.finans. omløps."
"chart8110","8110","Write down. of other financial transactions.","expense","account.account_tag_financing","False","Nedskrivn. av andre finansielle omløps."
"chart8120","8120","Impairment of financial fixed assets","expense","account.account_tag_financing","False","Nedskrivning av finansielle anleggsmidl."
"chart8130","8130","Interest cost companies in the same group","expense","","False","Rentekostnad foretak i samme konsern"
"chart8140","8140","Interest costs, not deductible","expense","","False","Rentekostnader, ikke fradragsberettigede"
"chart8150","8150","Other interest expenses","expense","","False","Annen rentekostnad"
"chart8160","8160","Currency loss (disagio)","expense","","False","Valutatap (disagio)"
"chart8178","8178","Loss on realization of shares","expense","","False","Tap ved realisasjon av aksjer"
"chart8179","8179","Other financial cost","expense","","False","Annen finanskostnad"
"chart8300","8300","Payable tax","expense","","False","Betalbar skatt"
"chart8320","8320","Deferred tax","expense","","False","Utsatt skatt"
"chart8350","8350","Tax cost","expense","","False","Skattekostnad"
"chart8400","8400","Extraordinary income","expense","","False","Ekstraordinær inntekt"
"chart8500","8500","Extraordinary cost","expense","","False","Ekstraordinær kostnad"
"chart8600","8600","Payable tax, extraordinary result","expense","","False","Betalbar skatt, ekstraordinært resultat"
"chart8620","8620","Deferred tax, extraordinary result","expense","","False","Utsatt skatt, ekstraordinært resultat"
"chart8800","8800","Annual result","expense","","False","Årsresultat"
"chart8900","8900","Transfers fund for valuation difference","expense","","False","Overføringer fond for vurderingsforskjel"
"chart8910","8910","Transfers jointly owned share capital for","expense","","False","Overføringer felleseid andelskapital for"
"chart8920","8920","Allocated dividends/interest on basic fund certificates","expense","","False","Avsatt utbytte/renter på grunnfondsbevis"
"chart8922","8922","Allocated additional dividend","expense","","False","Avsatt tilleggsutbytte"
"chart8923","8923","Set aside extraordinary dividend","expense","","False","Avsatt ekstraordinært utbytte"
"chart8930","8930","Group contribution","expense","","False","Konsernbidrag"
"chart8940","8940","Shareholder contribution","expense","","False","Aksjonærbidrag"
"chart8950","8950","Fund issue","expense","","False","Fondsemisjon"
"chart8960","8960","Transfers other equity","expense","","False","Overføringer annen egenkapital"
"chart8980","8980","Allocated to unrestricted equity","expense","","False","Avsatt til fri egenkapital"
"chart8990","8990","Uncovered loss","expense","","False","Udekket tap"
"chart9970","9970","Expense account on product template","expense","","False","Utgiftskonto på produktmal"
"chart9990","9990","Income account on product template","income","","False","Inntektskonto på produktmal"
