"id","code","name","account_type","tag_ids","reconcile","name@de","name@fr"
"lu_2011_account_421613","421613","VAT down payments made","asset_current","","False","Geleistete Anzahlungen auf MwSt","TVA acomptes versés"
"lu_2011_account_421618","421618","VAT - Other receivables","asset_current","","False","MwSt - Sonstige Forderungen","TVA – Autres créances"
"lu_2011_account_421621","421621","Registration duties","asset_current","","False","Registriergebühren","Droits d'enregistrement"
"lu_2011_account_421622","421622","Subscription tax","asset_current","","False","Abgeltungssteuer","Taxe d'abonnement"
"lu_2011_account_421628","421628","Other indirect taxes","asset_current","","False","Sonstige indirekte Steuern","Autres impôts indirects"
"lu_2011_account_42168","42168","Other receivables","asset_current","","False","Sonstige Forderungen","Autres créances"
"lu_2011_account_42171","42171","Social Security office (CCSS)","asset_current","","False","Sozialversicherungszentrum (CCSS)","Centre Commun de Sécurité Sociale (CCSS)"
"lu_2011_account_42172","42172","Foreign social security offices","asset_current","","False","Ausländische Sozialversicherungen","Organismes étrangers de sécurité sociale"
"lu_2011_account_42178","42178","Other social bodies","asset_current","","False","Sonstige Einrichtungen der sozialen Sicherheit","Autres organismes sociaux"
"lu_2011_account_421811","421811","Foreign VAT","asset_current","","False","Ausländische MwSt","TVA étrangères"
"lu_2011_account_421818","421818","Other foreign taxes","asset_current","","False","Sonstige ausländische Steuern","Autres impôts étrangers"
"lu_2020_account_42187","42187","Derivative financial instruments","asset_current","","False","Derivative Finanzinstrumente","Instruments financiers dérivés"
"lu_2011_account_42188","42188","Other miscellaneous receivables","asset_current","","False","Andere sonstige Forderungen","Autres créances diverses"
"lu_2011_account_42189","42189","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2020_account_4221","4221","Staff - advances and down payments","asset_current","","False","Personal - Vorschüsse und geleistete Anzahlungen","Personnel – Avances et acomptes"
"lu_2020_account_4222","4222","Amounts owed by partners and shareholders (others than from affiliated undertakings)","asset_current","","False","Forderungen gegen Gesellschafter und Aktionäre (andere als von verbundenen Unternehmen)","Créances sur associés ou actionnaires (autres qu'entreprises liées)"
"lu_2011_account_42231","42231","Investment subsidies","asset_current","","False","Investitionszuschüsse","Subventions d'investissement"
"lu_2011_account_42232","42232","Operating subsidies","asset_current","","False","Betriebszuschüsse","Subventions d'exploitation"
"lu_2011_account_42238","42238","Other subsidies","asset_current","","False","Sonstige Zuschüsse","Autres subventions"
"lu_2020_account_42287","42287","Derivative financial instruments","asset_current","","False","Derivative Finanzinstrumente","Instruments financiers dérivés"
"lu_2011_account_42288","42288","Other miscellaneous receivables","asset_current","","False","Andere sonstige Forderungen","Autres créances diverses"
"lu_2011_account_42289","42289","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_431","431","Down payments received within one year","liability_current","","False","Erhaltene Anzahlungen mit einer Restlaufzeit von bis zu einem Jahr","Acomptes reçus dont la durée résiduelle est inférieure ou égale à un an"
"lu_2011_account_432","432","Down payments received after more than one year","liability_current","","False","Erhaltene Anzahlungen mit einer Restlaufzeit von mehr als einem Jahr","Acomptes reçus dont la durée résiduelle est supérieure à un an"
"lu_2011_account_44111","44111","Suppliers","liability_payable","","True","Lieferanten","Fournisseurs"
"lu_2011_account_44112","44112","Suppliers - invoices not yet received","liability_current","","True","Lieferanten - Noch nicht erhaltene Rechnungen","Fournisseurs – Factures non parvenues"
"lu_2020_account_44113","44113","Suppliers with a debit balance","liability_current","","True","Lieferanten - Debitorische Kreditoren","Fournisseurs débiteurs"
"lu_2011_account_44121","44121","Suppliers","liability_current","","True","Lieferanten","Fournisseurs"
"lu_2020_account_44123","44123","Suppliers with a debit balance","liability_current","","True","Lieferanten - Debitorische Kreditoren","Fournisseurs débiteurs"
"lu_2011_account_4421","4421","Bills of exchange payable within one year","liability_current","","False","Durch Handelswechsel entstandene Verbindlichkeiten (Schuldwechsel) mit einer Restlaufzeit von bis zu einem Jahr","Effets à payer dont la durée résiduelle est inférieure ou égale à un an"
"lu_2011_account_4422","4422","Bills of exchange payable after more than one year","liability_current","","False","Durch Handelswechsel entstandene Verbindlichkeiten (Schuldwechsel) mit einer Restlaufzeit von mehr als einem Jahr","Effets à payer dont la durée résiduelle est supérieure à un an"
"lu_2011_account_45111","45111","Purchases and services","liability_current","","False","Käufe und Dienstleistungen","Achats et prestations de services"
"lu_2011_account_45112","45112","Loans and advances","liability_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_45118","45118","Other payables","liability_current","","False","Sonstige Verbindlichkeiten","Autres dettes"
"lu_2011_account_45121","45121","Purchases and services","liability_current","","False","Käufe und Dienstleistungen","Achats et prestations de services"
"lu_2011_account_45122","45122","Loans and advances","liability_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_45128","45128","Other payables","liability_current","","False","Sonstige Verbindlichkeiten","Autres dettes"
"lu_2011_account_45211","45211","Purchases and services","liability_current","","False","Käufe und Dienstleistungen","Achats et prestations de services"
"lu_2011_account_45212","45212","Loans and advances","liability_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_45218","45218","Other payables","liability_current","","False","Sonstige Verbindlichkeiten","Autres dettes"
"lu_2011_account_45221","45221","Purchases and services","liability_current","","False","Käufe und Dienstleistungen","Achats et prestations de services"
"lu_2011_account_45222","45222","Loans and advances","liability_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_45228","45228","Other payables","liability_current","","False","Sonstige Verbindlichkeiten","Autres dettes"
"lu_2020_account_4611","4611","Municipal authorities","liability_current","","True","Gemeindeverwaltungen","Administrations communales"
"lu_2011_account_461211","461211","Corporate income tax - Tax accrual","liability_current","","False","Körperschaftssteuer - Ermittelte Steuerschuld","IRC – charge fiscale estimée"
"lu_2011_account_461212","461212","CIT - Tax payable","liability_current","","False","Körperschaftssteuer - Zu zahlende Steuerschuld","IRC – dette fiscale à payer"
"lu_2011_account_461221","461221","MBT - Tax accrual","liability_current","","False","Gewerbesteuer - Ermittelte Steuerschuld","ICC – charge fiscale estimée"
"lu_2011_account_461222","461222","MBT - Tax payable","liability_current","","False","Gewerbesteuer - Zu zahlende Steuerschuld","ICC – dette fiscale à payer"
"lu_2011_account_461231","461231","NWT - Tax accrual","liability_current","","False","Vermögensteuer - Ermittelte Steuerschuld","IF – charge fiscale estimée"
"lu_2011_account_461232","461232","NWT - Tax payable","liability_current","","False","Vermögensteuer - Zu zahlende Steuerschuld","IF – dette fiscale à payer"
"lu_2011_account_46124","46124","Withholding tax on wages and salaries","liability_current","","False","Einbehaltene Steuer auf Gehälter und Löhne","Retenue d'impôt sur traitements et salaires (RTS)"
"lu_2011_account_46125","46125","Withholding tax on financial investment income","liability_current","","False","Einbehaltene Kapitalertragsteuer","Retenue d'impôt sur revenus de capitaux mobiliers"
"lu_2011_account_46126","46126","Withholding tax on director's fees","liability_current","","False","Einbehaltene Steuer auf Tantiemen","Retenue d'impôt sur les tantièmes"
"lu_2011_account_46128","46128","ACD - Other amounts payable","liability_current","","False","ACD - Sonstige Verbindlichkeiten","ACD – Autres dettes"
"lu_2020_account_4613","4613","Customs and Excise Authority (ADA)","liability_current","","True","Zoll- und Verbrauchssteuerverwaltung (ADA)","Administration des Douanes et Accises (ADA)"
"lu_2020_account_461411","461411","VAT received","liability_current","","True","Umsatzsteuer","TVA en aval"
"lu_2011_account_461412","461412","VAT payable","liability_current","","False","Zu zahlende MwSt","TVA à payer"
"lu_2011_account_461413","461413","VAT down payments received","liability_current","","False","Erhaltene Anzahlungen auf MwSt","TVA acomptes reçus"
"lu_2011_account_461418","461418","VAT - Other payables","liability_current","","False","MwSt - Sonstige Verbindlichkeiten","TVA – Autres dettes"
"lu_2011_account_461421","461421","Registration duties","liability_current","","False","Registriergebühren","Droits d'enregistrement"
"lu_2011_account_461422","461422","Subscription tax","liability_current","","False","Abgeltungssteuer","Taxe d'abonnement"
"lu_2011_account_461428","461428","Other indirect taxes","liability_current","","False","Sonstige indirekte Steuern","Autres impôts indirects"
"lu_2020_account_46148","46148","AED - Other debts","liability_current","","False","Steuerverwaltung - Indirekte Steuern (AED) - Sonstige Verbindlichkeiten","AED - Autres dettes"
"lu_2020_account_46151","46151","Foreign VAT","liability_current","","False","Ausländische MwSt","TVA étrangères"
"lu_2020_account_46158","46158","Other foreign taxes","liability_current","","False","Sonstige ausländische Steuern","Autres impôts étrangers"
"lu_2011_account_4621","4621","Social Security office (CCSS)","liability_current","","False","Sozialversicherungszentrum (CCSS)","Centre Commun de Sécurité Sociale (CCSS)"
"lu_2011_account_4622","4622","Foreign Social Security offices","liability_current","","False","Ausländische Sozialversicherungen","Organismes étrangers de sécurité sociale"
"lu_2011_account_4628","4628","Other social bodies","liability_current","","False","Sonstige Einrichtungen der sozialen Sicherheit","Autres organismes sociaux"
"lu_2020_account_4711","4711","Received deposits and guarantees","liability_current","","True","Erhaltene Hinterlegungen und Kautionen","Dépôts et cautionnements reçus"
"lu_2020_account_4712","4712","Amounts payable to partners and shareholders (others than from affiliated undertakings)","liability_current","","True","Verbindlichkeiten gegenüber Gesellschaftern und Aktionären (andere als gegnüber verbundenen Unternehmen)","Dettes envers associés et actionnaires (autres qu'entreprises liées)"
"lu_2011_account_4713","4713","Amounts payable to directors, managers, statutory auditors and similar","liability_current","","False","Verbindlichkeiten gegenüber Verwaltern, Geschäftsführern, Kommissaren und ähnlichen","Dettes envers administrateurs, gérants, commissaires et organes assimilés"
"lu_2020_account_4714","4714","Amounts payable to staff","liability_current","","True","Verbindlichkeiten gegenüber dem Personal","Dettes envers le personnel"
"lu_2011_account_4715","4715","State - Greenhous gas and similar emission quotas to be returned or acquired","liability_current","","False","Staat - zurückzugebende oder zu erwerbende Kontigente für Treibhausgasemissionen und ähnliche","Etat – Quotas d'émission de gaz à effet de serre et assimilés à restituer ou à acquérir"
"lu_2020_account_47161","47161","Other loans","liability_current","","True","Sonstige Ausleihungen","Autres emprunts"
"lu_2020_account_47162","47162","Lease debts","liability_current","","True","Verbindlichkeiten aus Finanzierungsleasing","Dettes de leasing"
"lu_2020_account_47163","47163","Life annuities","liability_current","","True","Leibrenten","Rentes viagères"
"lu_2020_account_47164","47164","Other similar debts","liability_current","","True","Sonstige vergleichbare Verbindlichkeiten","Autres dettes assimilées"
"lu_2020_account_4717","4717","Derivative financial instruments","liability_current","","True","Derivative Finanzinstrumente","Instruments financiers dérivés"
"lu_2011_account_4718","4718","Other miscellaneous debts","liability_current","","False","Andere sonstige Verbindlichkeiten","Autres dettes diverses"
"lu_2020_account_4721","4721","Received deposits and guarantees","liability_current","","True","Erhaltene Hinterlegungen und Kautionen","Dépôts et cautionnements reçus"
"lu_2020_account_4722","4722","Amounts payable to partners and shareholders (others than from affiliated undertakings)","liability_current","","True","Verbindlichkeiten gegenüber Gesellschaftern und Aktionären (andere als gegnüber verbundenen Unternehmen)","Dettes envers associés et actionnaires (autres qu'entreprises liées)"
"lu_2011_account_4723","4723","Amounts payable to directors, managers, statutory auditors and similar","liability_current","","False","Verbindlichkeiten gegenüber Verwaltern, Geschäftsführern, Kommissaren und ähnlichen","Dettes envers administrateurs, gérants, commissaires et organes assimilés"
"lu_2020_account_4724","4724","Amounts payable to staff","liability_current","","True","Verbindlichkeiten gegenüber dem Personal","Dettes envers le personnel"
"lu_2020_account_47261","47261","Other loans","liability_current","","True","Sonstige Ausleihungen","Autres emprunts"
"lu_2020_account_47262","47262","Lease debts","liability_current","","True","Verbindlichkeiten aus Finanzierungsleasing","Dettes de leasing"
"lu_2020_account_47263","47263","Life annuities","liability_current","","True","Leibrenten","Rentes viagères"
"lu_2020_account_47264","47264","Other similar debts","liability_current","","True","Sonstige vergleichbare Verbindlichkeiten","Autres dettes assimilées"
"lu_2020_account_4727","4727","Derivative financial instruments","liability_current","","True","Derivative Finanzinstrumente","Instruments financiers dérivés"
"lu_2011_account_4728","4728","Other miscellaneous debts","liability_current","","False","Andere sonstige Verbindlichkeiten","Autres dettes diverses"
"lu_2011_account_481","481","Deferred charges (on one or more financial years)","asset_prepayments","","False","Abgegrenzte Aufwendungen (über ein oder mehrere Geschäfstjahre)","Charges à reporter (sur un ou plusieurs exercices)"
"lu_2011_account_482","482","Deferred income (on one or more financial years)","liability_current","","False","Abgegrenzte Erträge (über ein oder mehrere Geschäfstjahre)","Produits à reporter (sur un ou plusieurs exercices)"
"lu_2011_account_483","483","State - Greenhouse gas and similar emission quotas received","liability_current","","False","Staat - zugeteilte Kontigente für Treibhausgasemissionen und ähnliche","Etat - Quotas d'émission de gaz à effet de serre et assimilés alloués"
"lu_2011_account_484","484","Transitory or suspense accounts - Assets","asset_current","","False","Transitorische Konten - Aktiva","Comptes transitoires ou d'attente – Actif"
"lu_2011_account_485","485","Transitory or suspense accounts - Liabilities","liability_current","","False","Transitorische Konten - Passiva","Comptes transitoires ou d'attente – Passif"
"lu_2011_account_486","486","Linking accounts (branches) - Assets","asset_current","","False","Verbindungskonten (Niederlassungen) - Aktiva","Comptes de liaison (succursales) – Actif"
"lu_2011_account_487","487","Linking accounts (branches) - Liabilities","liability_current","","False","Verbindungskonten (Niederlassungen) - Passiva","Comptes de liaison (succursales) – Passif"
"lu_2011_account_501","501","Shares in affiliated undertakings","asset_current","","False","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"lu_2011_account_502","502","Own shares or own corporate units","asset_current","","False","Eigene Aktien oder eigene Anteile","Actions propres ou parts propres"
"lu_2011_account_503","503","Shares in undertakings with which the undertaking is linked by virtue of participating interests","asset_current","","False","Anteile an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Parts dans des entreprises avec lesquelles l'entreprise a un lien de participation"
"lu_2011_account_5081","5081","Shares - listed securities","asset_current","","False","Aktien - Notierte Wertpapiere","Actions – Titres cotés"
"lu_2011_account_5082","5082","Shares - unlisted securities","asset_current","","False","Aktien - Nicht notierte Wertpapiere","Actions – Titres non cotés"
"lu_2011_account_5083","5083","Debenture loans and other notes issued and repurchased by the company","asset_current","","False","Eigene Anleihen und sonstige eigene Schuldtitel","Obligations et autres titres de créance émis par l'entreprise et rachetés par elle"
"lu_2011_account_5084","5084","Listed debenture loans","asset_current","","False","Anleihen - Notierte Wertpapiere","Obligations – Titres cotés"
"lu_2011_account_5085","5085","Unlisted debenture loans","asset_current","","False","Anleihen - Nicht notierte Wertpapiere","Obligations – Titres non cotés"
"lu_2011_account_5088","5088","Other miscellaneous transferable securities","asset_current","","False","Andere sonstige Wertpapiere","Autres valeurs mobilières diverses"
"lu_2020_account_5131","5131","Banks and CCP : available balance","asset_cash","","False","Kreditinstitute und CCP : Guthaben","Banques et CCP : avoirs"
"lu_2020_account_5132","5132","Banks and CCP : overdraft","asset_cash","","False","Kreditinstitute und CCP : Überziehungen","Banques et CCP : découverts"
"lu_2020_account_516","516","Cash in hand","asset_cash","","False","Kassenbestand","Caisse"
"lu_2020_account_5171","5171","Internal transfers : debit balance","asset_cash","","False","Interne Transferkonten : Sollsaldo","Virements internes : solde débiteur"
"lu_2020_account_5172","5172","Internal transfers : credit balance","asset_cash","","False","Interne Transferkonten : Guthaben","Virements internes : solde créditeur"
"lu_2011_account_518","518","Other cash amounts","asset_current","","False","Sonstige Guthaben","Autres avoirs"
"lu_2020_account_601","601","Purchases of raw materials","expense","l10n_lu.account_tag_appendix_361","False","Einkäufe von Rohstoffen","Achats de matières premières"
"lu_2011_account_60311","60311","Solid fuels","expense","l10n_lu.account_tag_appendix_361","False","Feste Brennstoffe","Combustibles solides"
"lu_2011_account_60312","60312","Liquid fuels","expense","l10n_lu.account_tag_appendix_361","False","Flüssige Brennstoffe","Combustibles liquides"
"lu_2011_account_60313","60313","Gas","expense","l10n_lu.account_tag_appendix_289","False","Gas","Gaz"
"lu_2020_account_60314","60314","Water and sewage","expense","l10n_lu.account_tag_appendix_289","False","Wasser und Abwasser","Eau et eaux usées"
"lu_2020_account_60315","60315","Electricity","expense","l10n_lu.account_tag_appendix_289","False","Strom","Electricité"
"lu_2011_account_6032","6032","Maintenance supplies","expense","l10n_lu.account_tag_appendix_361","False","Pflegemittel","Produits d'entretien"
"lu_2011_account_6033","6033","Workshop, factory and store supplies and small equipment","expense","l10n_lu.account_tag_appendix_361","False","Werkstatt-, Fabrik- und Ladenausstattung","Fournitures et petit équipement d'atelier, d'usine et de magasin"
"lu_2011_account_6034","6034","Work clothes","expense","l10n_lu.account_tag_appendix_361","False","Berufsbekleidung","Vêtements professionnels"
"lu_2011_account_6035","6035","Office and administrative supplies","expense","l10n_lu.account_tag_appendix_332","False","Büroausstattung","Fournitures administratives et de bureau"
"lu_2011_account_6036","6036","Motor fuels","expense","l10n_lu.account_tag_appendix_190","False","Treibstoffe","Carburants"
"lu_2011_account_6037","6037","Lubricants","expense","l10n_lu.account_tag_appendix_361","False","Schmiermittel","Lubrifiants"
"lu_2011_account_6038","6038","Other consumable supplies","expense","l10n_lu.account_tag_appendix_361","False","Sonstige Betriebsstoffe","Autres fournitures consommables"
"lu_2020_account_604","604","Purchases of packaging","expense","l10n_lu.account_tag_appendix_349","False","Einkäufe von Verpackungen","Achats d'emballages"
"lu_2011_account_6061","6061","Purchases of merchandise","expense","l10n_lu.account_tag_appendix_361","False","Einkäufe von Waren","Achats de marchandises"
"lu_2011_account_6062","6062","Purchases of land for resale","expense","l10n_lu.account_tag_appendix_361","False","Einkäufe von zum Verkauf bestimmten Grundstücken","Achats de terrains destinés à la revente"
"lu_2011_account_6063","6063","Purchases of buildings for resale","expense","l10n_lu.account_tag_appendix_361","False","Einkäufe von zum Verkauf bestimmten Bauten/Gebäuden","Achats d'immeubles destinés à la revente"
"lu_2011_account_6071","6071","Changes in inventory of raw materials","expense","l10n_lu.account_tag_appendix_361","False","Bestandsveränderungen an Rohstoffen","Variation des stocks de matières premières"
"lu_2011_account_6073","6073","Changes in inventory of consumable materials and supplies","expense","l10n_lu.account_tag_appendix_361","False","Bestandsveränderungen an Hilfs- und Betriebsstoffen","Variation des stocks de matières et fournitures consommables"
"lu_2011_account_6074","6074","Changes in inventory of packaging","expense","l10n_lu.account_tag_appendix_361","False","Bestandsveränderungen an Verpackungen","Variation des stocks d'emballages"
"lu_2020_account_60761","60761","Merchandise","expense","l10n_lu.account_tag_appendix_361","False","Waren","Marchandises"
"lu_2020_account_60762","60762","Land for resale","expense","l10n_lu.account_tag_appendix_361","False","Zum Verkauf bestimme Grundstücke","Terrains destinés à la revente"
"lu_2020_account_60763","60763","Buildings for resale","expense","l10n_lu.account_tag_appendix_361","False","Zum Verkauf bestimmte Bauten/Gebäude","Immeubles destinés à la revente"
"lu_2020_account_60811","60811","Tailoring","expense","l10n_lu.account_tag_appendix_361","False","Lohnverarbeitung","Travail à façon"
"lu_2011_account_60812","60812","Research and development","expense","l10n_lu.account_tag_appendix_361","False","Forschung und Entwicklung","Recherche et développement"
"lu_2011_account_60813","60813","Architects' and engineers' fees","expense","l10n_lu.account_tag_appendix_361","False","Honorare für Architekten und Ingenieure","Frais d'architectes et d'ingénieurs"
"lu_2011_account_60814","60814","Outsourcing included in the production of goods and services","expense","l10n_lu.account_tag_appendix_361","False","Zulieferungen für Werklieferungen und -leistungen","Sous-traitance incorporée aux ouvrages et produits"
"lu_2020_account_6082","6082","Other purchases of material included in the production of goods and services","expense","l10n_lu.account_tag_appendix_361","False","Sonstige Einkäufe von Material, Ausstattungen, Ersatzteilen und Arbeiten für Werklieferungen und -leistungen","Autres achats de matériel incorporés aux ouvrages et produits"
"lu_2020_account_6083","6083","Purchase of greenhouse gas and similar emission quotas","expense","l10n_lu.account_tag_appendix_361","False","Einkäufe von Kontigenten für Treibhausgasemissionen und ähnliche","Achats de quotas d'émission de gaz à effet de serre et assimilés"
"lu_2020_account_6088","6088","Other purchases included in the production of goods and services","expense","l10n_lu.account_tag_appendix_361","False","Sonstige bezogene Gutachten und Dienstleistungen","Autres achats incorporés aux ouvrages et produits"
"lu_2011_account_6091","6091","RDR on purchases of raw materials","expense","l10n_lu.account_tag_appendix_361","False","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Rohstoffe","RRR sur achats de matières premières"
"lu_2011_account_6093","6093","RDR on purchases of consumable materials and supplies","expense","l10n_lu.account_tag_appendix_361","False","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Hilfs- und Betriebsstoffe","RRR sur achats de matières et fournitures consommables"
"lu_2011_account_6094","6094","RDR on purchases of packaging","expense","l10n_lu.account_tag_appendix_361","False","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Verpackungen","RRR sur achats d'emballages"
"lu_2011_account_6096","6096","RDR on purchases of merchandise and other goods for resale","expense","l10n_lu.account_tag_appendix_361","False","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Waren und sonstige zum Verkauf bestimmte Güter/Vermögensgegenstände","RRR sur achats de marchandises et d'autres biens destinés à la revente"
"lu_2011_account_6098","6098","RDR on purchases included in the production of goods and services","expense","l10n_lu.account_tag_appendix_361","False","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Einkäufe für Werklieferungen und -leistungen","RRR sur achats incorporés aux ouvrages et produits"
"lu_2011_account_6099","6099","Unallocated RDR","expense","l10n_lu.account_tag_appendix_361","False","Nicht zugeordnete Rabatte, Preisnachlässe und Rückvergütungen","RRR non affectés"
"lu_2011_account_61111","61111","Land","expense","l10n_lu.account_tag_appendix_361","False","Grundstücke","Terrains"
"lu_2011_account_61112","61112","Buildings","expense","l10n_lu.account_tag_appendix_307","False","Bauten/Gebäude","Constructions / Bâtiments"
"lu_2011_account_61123","61123","Rolling stock","expense","l10n_lu.account_tag_appendix_310","False","Fuhrpark","Matériel roulant"
"lu_2020_account_61128","61128","Other","expense","l10n_lu.account_tag_appendix_310","False","Sonstige","Autres"
"lu_2011_account_6113","6113","Service charges and co-ownership expenses","expense","l10n_lu.account_tag_appendix_361","False","Mietnebenkosten und Miteigentumsgemeinschaftskosten","Charges locatives et de copropriété"
"lu_2020_account_6114","6114","Financial leasing on real property","expense","l10n_lu.account_tag_appendix_361","False","Immobilienfinanzierungsleasing","Leasing financier immobilier"
"lu_2011_account_61153","61153","Rolling stock","expense","l10n_lu.account_tag_appendix_190","False","Fuhrpark","Matériel roulant"
"lu_2020_account_61158","61158","Other","expense","l10n_lu.account_tag_appendix_190","False","Sonstige","Autres"
"lu_2011_account_6121","6121","General subcontracting (not included in the production of goods and services)","expense","l10n_lu.account_tag_appendix_353","False","Allgemeine Zulieferung (nicht für Werklieferungen und -leistungen und sonstige Arbeiten)","Sous-traitance générale (non incorporée aux ouvrages et produits)"
"lu_2011_account_61221","61221","Buildings","expense","l10n_lu.account_tag_appendix_353","False","Bauten/Gebäude","Constructions / Bâtiments"
"lu_2011_account_61223","61223","Rolling stock","expense","l10n_lu.account_tag_appendix_351","False","Fuhrpark","Matériel roulant"
"lu_2020_account_61228","61228","Other","expense","l10n_lu.account_tag_appendix_361","False","Sonstige","Autres"
"lu_2020_account_6131","6131","Commissions and brokerage fees","expense","l10n_lu.account_tag_appendix_328","False","Provisionen und Maklergebühren","Commissions et courtages"
"lu_2011_account_6132","6132","IT services","expense","l10n_lu.account_tag_appendix_328","False","IT - Instandhaltung","Services informatiques"
"lu_2011_account_61332","61332","Loans' issuance expenses","expense","l10n_lu.account_tag_appendix_328","False","Emissionskosten von Anleihen","Frais sur émission d'emprunts"
"lu_2011_account_61333","61333","Bank account charges and bank commissions (included custody fees on securities)","expense","l10n_lu.account_tag_appendix_328","False","Kontogebühren und Bankkommissionen (Verwahrungsrechte von Wertpapieren inbegriffen)","Frais de comptes et commissions bancaires (y compris droits de garde sur titres)"
"lu_2011_account_61334","61334","Charges for electronic means of payment","expense","l10n_lu.account_tag_appendix_328","False","Gebühren auf elektronische Bezahlungsmittel","Frais sur moyens de paiements électroniques"
"lu_2011_account_61336","61336","Factoring services","expense","l10n_lu.account_tag_appendix_328","False","Factoringgebühren","Rémunérations d'affacturage"
"lu_2011_account_61338","61338","Other banking and similar services (except interest and similar expenses)","expense","l10n_lu.account_tag_appendix_328","False","Sonstige Bankdienstleistungen (außer Zinsen und vergleichbare Kosten)","Autres services bancaires et assimilés (hors intérêts et frais assimilés)"
"lu_2011_account_61341","61341","Legal, litigation and similar fees","expense","l10n_lu.account_tag_appendix_361","False","Rechts- und Prozesskosten und ähnliche","Honoraires juridiques, de contentieux et assimilés"
"lu_2011_account_61342","61342","Accounting, tax consulting, auditing and similar fees","expense","l10n_lu.account_tag_appendix_269","False","Buchführungs-, Steuerberatungs- und Prüfungskosten und ähnliche","Honoraires comptables, fiscaux, d'audit et assimilés"
"lu_2011_account_61348","61348","Other professional fees","expense","l10n_lu.account_tag_appendix_361","False","Sonstige Honorare","Autres honoraires"
"lu_2011_account_6135","6135","Notarial and similar fees","expense","l10n_lu.account_tag_appendix_361","False","Notarielle Beurkundungskosten und ähnliche","Frais d'actes notariés et assimilés"
"lu_2011_account_6138","6138","Other remuneration of intermediaries and professional fees","expense","l10n_lu.account_tag_appendix_361","False","Sonstige Vermittlervergütungen und Honorare","Autres rémunérations d'intermédiaires et honoraires"
"lu_2011_account_61411","61411","Buildings","expense","l10n_lu.account_tag_appendix_316","False","Bauten/Gebäude","Constructions / Bâtiments"
"lu_2011_account_61412","61412","Rolling stock","expense","l10n_lu.account_tag_appendix_190","False","Fuhrpark","Matériel roulant"
"lu_2011_account_61418","61418","Other","expense","l10n_lu.account_tag_appendix_316","False","Sonstige","Autres"
"lu_2011_account_6142","6142","Insurance on rented assets","expense","l10n_lu.account_tag_appendix_316","False","Versicherung für gemietete Vermögensgegenstände","Assurance sur biens pris en location"
"lu_2020_account_6143","6143","Transport insurance","expense","l10n_lu.account_tag_appendix_316","False","Transportversicherung","Assurance-transport"
"lu_2011_account_6144","6144","Business risk insurance","expense","l10n_lu.account_tag_appendix_316","False","Versicherung für betriebliche Risiken","Assurance risque d'exploitation"
"lu_2011_account_6145","6145","Customers credit insurance","expense","l10n_lu.account_tag_appendix_316","False","Forderungsausfallversicherung","Assurance insolvabilité clients"
"lu_2011_account_6146","6146","Third-party insurance","expense","l10n_lu.account_tag_appendix_331","False","Haftpflichtversicherung","Assurance responsabilité civile"
"lu_2011_account_6148","6148","Other insurances","expense","l10n_lu.account_tag_appendix_330","False","Sonstige Versicherungen","Autres assurances"
"lu_2011_account_61511","61511","Press advertising","expense","l10n_lu.account_tag_appendix_347","False","Annoncen und Inserate","Annonces et insertions"
"lu_2011_account_61512","61512","Samples","expense","l10n_lu.account_tag_appendix_361","False","Muster","Echantillons"
"lu_2011_account_61513","61513","Fairs and exhibitions","expense","l10n_lu.account_tag_appendix_361","False","Messen und Ausstellungen","Foires et expositions"
"lu_2011_account_61514","61514","Gifts to customers","expense","l10n_lu.account_tag_appendix_332","False","Geschenke für Kunden","Cadeaux à la clientèle"
"lu_2011_account_61515","61515","Catalogues, printed materials and publications","expense","l10n_lu.account_tag_appendix_337","False","Kataloge, Drucksachen und Veröffentlichungen","Catalogues et imprimés et publications"
"lu_2011_account_61516","61516","Donations","expense","l10n_lu.account_tag_appendix_361","False","Spenden","Dons courants"
"lu_2011_account_61517","61517","Sponsorship","expense","l10n_lu.account_tag_appendix_361","False","Sponsoring","Sponsoring"
"lu_2011_account_61518","61518","Other purchases of advertising services","expense","l10n_lu.account_tag_appendix_361","False","Sonstige Werbung","Autres achats de services publicitaires"
"lu_2011_account_615211","615211","Management (respectively owner and partner)","expense","l10n_lu.account_tag_appendix_283","False","Geschäftsleitung (Einzelunternehmer bzw. Gesellschafter)","Direction (respectivement exploitant et associés)"
"lu_2011_account_615212","615212","Staff","expense","l10n_lu.account_tag_appendix_260","False","Personal","Personnel"
