"id","code_prefix_start","code_prefix_end","name","name@de","name@fr"
"account_group_4215","4215","","Customs and Excise Authority (ADA)","Zoll- und Verbrauchssteuerverwaltung (ADA)","Administration des Douanes et Accises (ADA)"
"account_group_4216","4216","","Indirect Tax Authority (AED)","Behörde für indirekte Steuern (AED)","Autorité des impôts indirects (AED)"
"account_group_42161","42161","","Value-added tax (VAT)","Mehrwertsteuer (VAT)","Taxe sur la valeur ajoutée (TVA)"
"account_group_421611","421611","","VAT paid and recoverable","Vorsteuer","TVA en amont"
"account_group_421612","421612","","VAT receivable","Zu erhaltende MwSt","TVA à recevoir"
"account_group_421613","421613","","VAT down payments made","Geleistete Anzahlungen auf MwSt","TVA acomptes versés"
"account_group_421618","421618","","VAT - Other receivables","MwSt - Sonstige Forderungen","TVA – Autres créances"
"account_group_42162","42162","","Indirect taxes","Indirekte Steuern","Impôts indirects"
"account_group_421621","421621","","Registration duties","Registriergebühren","Droits d'enregistrement"
"account_group_421622","421622","","Subscription tax","Abgeltungssteuer","Taxe d'abonnement"
"account_group_421628","421628","","Other indirect taxes","Sonstige indirekte Steuern","Autres impôts indirects"
"account_group_42168","42168","","Other receivables","Sonstige Forderungen","Autres créances"
"account_group_4217","4217","","Amounts owed by the Social Security and other social bodies","Von der Sozialversicherung und anderen sozialen Einrichtungen geschuldete Beträge","Montants dus par la sécurité sociale et d'autres organismes sociaux"
"account_group_42171","42171","","Joint Social Security Centre (CCSS)","Gemeinsames Zentrum für soziale Sicherheit (CCSS)","Centre commun de la sécurité sociale (CCSS)"
"account_group_42172","42172","","Foreign social security offices","Ausländische Sozialversicherungen","Organismes étrangers de sécurité sociale"
"account_group_42178","42178","","Other social bodies","Sonstige Einrichtungen der sozialen Sicherheit","Autres organismes sociaux"
"account_group_4218","4218","","Miscellaneous receivables","Verschiedene Forderungen","Créances diverses"
"account_group_42181","42181","","Foreign taxes","Ausländische Steuern","Impôts étrangers"
"account_group_421811","421811","","Foreign VAT","Ausländische MwSt","TVA étrangères"
"account_group_421818","421818","","Other foreign taxes","Sonstige ausländische Steuern","Autres impôts étrangers"
"account_group_42187","42187","","Derivative financial instruments","Derivative Finanzinstrumente","Instruments financiers dérivés"
"account_group_42188","42188","","Other miscellaneous receivables","Andere sonstige Forderungen","Autres créances diverses"
"account_group_42189","42189","","Value adjustments","Wertberichtigungen","Corrections de valeur"
"account_group_422","422","","Other receivables after one year","Sonstige Forderungen nach einem Jahr","Autres créances à plus d'un an"
"account_group_4221","4221","","Staff - advances and down payments","Personal - Vorschüsse und geleistete Anzahlungen","Personnel – Avances et acomptes"
"account_group_4222","4222","","Amounts owed by partners and shareholders (others than from affiliated undertakings)","Forderungen gegen Gesellschafter und Aktionäre (andere als von verbundenen Unternehmen)","Créances sur associés ou actionnaires (autres qu'entreprises liées)"
"account_group_4223","4223","","State - Subsidies to be received","Staat - Zu erhaltende Subventionen","État - Subventions à recevoir"
"account_group_42231","42231","","Investment subsidies","Investitionszuschüsse","Subventions d'investissement"
"account_group_42232","42232","","Operating subsidies","Betriebszuschüsse","Subventions d'exploitation"
"account_group_42238","42238","","Other subsidies","Sonstige Zuschüsse","Autres subventions"
"account_group_4228","4228","","Miscellaneous receivables","Verschiedene Forderungen","Créances diverses"
"account_group_42287","42287","","Derivative financial instruments","Derivative Finanzinstrumente","Instruments financiers dérivés"
"account_group_42288","42288","","Other miscellaneous receivables","Andere sonstige Forderungen","Autres créances diverses"
"account_group_42289","42289","","Value adjustments","Wertberichtigungen","Corrections de valeur"
"account_group_43","43","","Down payments received on orders as far as they are not deducted distinctly from inventories","Erhaltene Anzahlungen auf Bestellungen, soweit sie nicht gesondert von den Vorräten abgesetzt werden","Acomptes reçus sur commandes dans la mesure où ils ne sont pas déduits distinctement des stocks"
"account_group_431","431","","Down payments received within one year","Erhaltene Anzahlungen mit einer Restlaufzeit von bis zu einem Jahr","Acomptes reçus dont la durée résiduelle est inférieure ou égale à un an"
"account_group_4311","4311","","Down payments received on orders","Erhaltene Anzahlungen auf Bestellungen","Acomptes reçus sur commandes"
"account_group_4312","4312","","Inventories of work and contracts in progress less down payments received","Vorräte an unfertigen Leistungen und Aufträgen abzüglich erhaltener Anzahlungen","Stocks de travaux et de commandes en cours d'exécution diminués des acomptes reçus"
"account_group_432","432","","Down payments received after more than one year","Erhaltene Anzahlungen mit einer Restlaufzeit von mehr als einem Jahr","Acomptes reçus dont la durée résiduelle est supérieure à un an"
"account_group_4321","4321","","Down payments received on orders","Erhaltene Anzahlungen auf Bestellungen","Acomptes reçus sur commandes"
"account_group_4322","4322","","Inventories of work and contracts in progress less down payments received","Vorräte an unfertigen Leistungen und Aufträgen abzüglich erhaltener Anzahlungen","Stocks de travaux et de commandes en cours d'exécution diminués des acomptes reçus"
"account_group_44","44","","Trade payables and bills of exchange","Verbindlichkeiten aus Lieferungen und Leistungen und Wechselverbindlichkeiten","Dettes commerciales et effets de commerce"
"account_group_441","441","","Trade payables","Verbindlichkeiten aus Lieferungen und Leistungen","Dettes commerciales"
"account_group_4411","4411","","Trade payables within one year","Verbindlichkeiten aus Lieferungen und Leistungen innerhalb eines Jahres","Dettes commerciales à moins d'un an"
"account_group_44111","44111","","Suppliers","Lieferanten","Fournisseurs"
"account_group_44112","44112","","Suppliers - invoices not yet received","Lieferanten - Noch nicht erhaltene Rechnungen","Fournisseurs – Factures non parvenues"
"account_group_44113","44113","","Suppliers with a debit balance","Lieferanten - Debitorische Kreditoren","Fournisseurs débiteurs"
"account_group_4412","4412","","Trade payables after more than one year","Verbindlichkeiten aus Lieferungen und Leistungen nach mehr als einem Jahr","Dettes commerciales à plus d'un an"
"account_group_44121","44121","","Suppliers","Lieferanten","Fournisseurs"
"account_group_44123","44123","","Suppliers with a debit balance","Lieferanten - Debitorische Kreditoren","Fournisseurs débiteurs"
"account_group_442","442","","Bills of exchange payable","Verbindlichkeiten aus Wechseln","Lettres de change à payer"
"account_group_4421","4421","","Bills of exchange payable within one year","Durch Handelswechsel entstandene Verbindlichkeiten (Schuldwechsel) mit einer Restlaufzeit von bis zu einem Jahr","Effets à payer dont la durée résiduelle est inférieure ou égale à un an"
"account_group_4422","4422","","Bills of exchange payable after more than one year","Durch Handelswechsel entstandene Verbindlichkeiten (Schuldwechsel) mit einer Restlaufzeit von mehr als einem Jahr","Effets à payer dont la durée résiduelle est supérieure à un an"
"account_group_45","45","","Amounts payable to affiliated undertakings and to undertakings with which the undertaking is linked by virtue of participating interests","Verbindlichkeiten gegenüber verbundenen Unternehmen und gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Dettes envers des entreprises liées et des entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_451","451","","Amounts payable to affiliated undertakings","Verbindlichkeiten gegenüber verbundenen Unternehmen","Montants à payer aux entreprises liées"
"account_group_4511","4511","","Amounts payable to affiliated undertakings within one year","An verbundene Unternehmen zu zahlende Beträge innerhalb eines Jahres","Dettes envers des entreprises liées à moins d'un an"
"account_group_45111","45111","","Purchases and services","Käufe und Dienstleistungen","Achats et prestations de services"
"account_group_45112","45112","","Loans and advances","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"account_group_45118","45118","","Other payables","Sonstige Verbindlichkeiten","Autres dettes"
"account_group_4512","4512","","Amounts payable to affiliated undertakings after more than one year","An verbundene Unternehmen zu zahlende Beträge innerhalb eines Jahres","Dettes à plus d'un an envers des entreprises liées"
"account_group_45121","45121","","Purchases and services","Käufe und Dienstleistungen","Achats et prestations de services"
"account_group_45122","45122","","Loans and advances","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"account_group_45128","45128","","Other payables","Sonstige Verbindlichkeiten","Autres dettes"
"account_group_452","452","","Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests","Beträge, die an Unternehmen zu zahlen sind, mit denen das Unternehmen durch Beteiligungsverhältnisse verbunden ist","Dettes envers des entreprises auxquelles l'entreprise est liée par des participations"
"account_group_4521","4521","","Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests within one year","Beträge, die innerhalb eines Jahres an Unternehmen zu zahlen sind, mit denen ein Beteiligungsverhältnis besteht","Dettes envers des entreprises avec lesquelles l'entreprise est liée par des participations dans un délai d'un an"
"account_group_45211","45211","","Purchases and services","Käufe und Dienstleistungen","Achats et prestations de services"
"account_group_45212","45212","","Loans and advances","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"account_group_45218","45218","","Other payables","Sonstige Verbindlichkeiten","Autres dettes"
"account_group_4522","4522","","Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests payable after more than one year","Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, die nach mehr als einem Jahr fällig werden","Dettes à l'égard d'entreprises avec lesquelles l'entreprise est liée par des participations payables à plus d'un an"
"account_group_45221","45221","","Purchases and services","Käufe und Dienstleistungen","Achats et prestations de services"
"account_group_45222","45222","","Loans and advances","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"account_group_45228","45228","","Other payables","Sonstige Verbindlichkeiten","Autres dettes"
"account_group_46","46","","Tax and social security debts","Schulden bei Steuern und Sozialversicherung","Dettes fiscales et sociales"
"account_group_461","461","","Tax debts","Steuerschulden","Dettes fiscales"
"account_group_4611","4611","","Municipal authorities","Gemeindeverwaltungen","Administrations communales"
"account_group_4612","4612","","Direct Tax Authority (ACD)","Direkte Steuerbehörde (ACD)","Autorité des impôts directs (ACD)"
"account_group_46121","46121","","Corporate income tax (CIT)","Körperschaftssteuer (CIT)","Impôt sur les sociétés (IS)"
"account_group_461211","461211","","Corporate income tax - Tax accrual","Körperschaftssteuer - Ermittelte Steuerschuld","IRC – charge fiscale estimée"
"account_group_461212","461212","","CIT - Tax payable","Körperschaftssteuer - Zu zahlende Steuerschuld","IRC – dette fiscale à payer"
"account_group_46122","46122","","Municipal business tax (MBT)","Gewerbesteuer","Impôt commercial communal (ICC)"
"account_group_461221","461221","","MBT - Tax accrual","Gewerbesteuer - Ermittelte Steuerschuld","ICC – charge fiscale estimée"
"account_group_461222","461222","","MBT - Tax payable","Gewerbesteuer - Zu zahlende Steuerschuld","ICC – dette fiscale à payer"
"account_group_46123","46123","","Net wealth tax (NWT)","Netto-Vermögenssteuer (NWT)","Impôt sur le patrimoine net (ISN)"
"account_group_461231","461231","","NWT - Tax accrual","Vermögenssteuer - Ermittelte Steuerschuld","IF – charge fiscale estimée"
"account_group_461232","461232","","NWT - Tax payable","Vermögenssteuer - Zu zahlende Steuerschuld","IF – dette fiscale à payer"
"account_group_46124","46124","","Withholding tax on wages and salaries","Einbehaltene Steuer auf Gehälter und Löhne","Retenue d'impôt sur traitements et salaires (RTS)"
"account_group_46125","46125","","Withholding tax on financial investment income","Einbehaltene Kapitalertragsteuer","Retenue d'impôt sur revenus de capitaux mobiliers"
"account_group_46126","46126","","Withholding tax on director's fees","Einbehaltene Steuer auf Tantiemen","Retenue d'impôt sur les tantièmes"
"account_group_46128","46128","","ACD - Other amounts payable","ACD - Sonstige Verbindlichkeiten","ACD – Autres dettes"
"account_group_4613","4613","","Customs and Excise Authority (ADA)","Zoll- und Verbrauchssteuerverwaltung (ADA)","Administration des Douanes et Accises (ADA)"
"account_group_4614","4614","","Indirect tax authorities (AED)","Indirekte Steuerbehörden (AED)","Administrations fiscales indirectes (AED)"
"account_group_46141","46141","","Value-added tax (VAT)","Mehrwertsteuer (VAT)","Taxe sur la valeur ajoutée (TVA)"
"account_group_461411","461411","","VAT received","Umsatzsteuer","TVA en aval"
"account_group_461412","461412","","VAT payable","Zu zahlende MwSt","TVA à payer"
"account_group_461413","461413","","VAT down payments received","Erhaltene Anzahlungen auf MwSt","TVA acomptes reçus"
"account_group_461418","461418","","VAT - Other payables","MwSt - Sonstige Verbindlichkeiten","TVA – Autres dettes"
"account_group_46142","46142","","Indirect taxes","Indirekte Steuern","Impôts indirects"
"account_group_461421","461421","","Registration duties","Registriergebühren","Droits d'enregistrement"
"account_group_461422","461422","","Subscription tax","Abgeltungssteuer","Taxe d'abonnement"
"account_group_461428","461428","","Other indirect taxes","Sonstige indirekte Steuern","Autres impôts indirects"
"account_group_46148","46148","","AED - Other debts","Steuerverwaltung - Indirekte Steuern (AED) - Sonstige Verbindlichkeiten","AED - Autres dettes"
"account_group_4615","4615","","Foreign tax authorities","Ausländische Steuerbehörden","Autorités fiscales étrangères"
"account_group_46151","46151","","Foreign VAT","Ausländische MwSt","TVA étrangères"
"account_group_46158","46158","","Other foreign taxes","Sonstige ausländische Steuern","Autres impôts étrangers"
"account_group_462","462","","Social security debts and other social securities offices","Schulden bei der Sozialversicherung und anderen Sozialversicherungsträgern","Dettes de sécurité sociale et autres organismes de sécurité sociale"
"account_group_4621","4621","","Joint Social Security Centre (CCSS)","Gemeinsames Zentrum für soziale Sicherheit (CCSS)","Centre commun de la sécurité sociale (CCSS)"
"account_group_4622","4622","","Foreign Social Security offices","Ausländische Sozialversicherungen","Organismes étrangers de sécurité sociale"
"account_group_4628","4628","","Other social bodies","Sonstige Einrichtungen der sozialen Sicherheit","Autres organismes sociaux"
"account_group_47","47","","Other debts","Sonstige Schulden","Autres dettes"
"account_group_471","471","","Other debts payable within one year","Sonstige Schulden, die innerhalb eines Jahres fällig sind","Autres dettes à moins d'un an"
"account_group_4711","4711","","Received deposits and guarantees","Erhaltene Hinterlegungen und Kautionen","Dépôts et cautionnements reçus"
"account_group_4712","4712","","Amounts payable to partners and shareholders (others than from affiliated undertakings)","Verbindlichkeiten gegenüber Gesellschaftern und Aktionären (andere als gegnüber verbundenen Unternehmen)","Dettes envers associés et actionnaires (autres qu'entreprises liées)"
"account_group_4713","4713","","Amounts payable to directors, managers, statutory auditors and similar","Verbindlichkeiten gegenüber Verwaltern, Geschäftsführern, Kommissaren und ähnlichen","Dettes envers administrateurs, gérants, commissaires et organes assimilés"
"account_group_4714","4714","","Amounts payable to staff","Verbindlichkeiten gegenüber dem Personal","Dettes envers le personnel"
"account_group_4715","4715","","State - Greenhous gas and similar emission quotas to be returned or acquired","Staat - zurückzugebende oder zu erwerbende Kontigente für Treibhausgasemissionen und ähnliche","Etat – Quotas d'émission de gaz à effet de serre et assimilés à restituer ou à acquérir"
"account_group_4716","4716","","Loans and similar debts","Darlehen und ähnliche Schulden","Emprunts et dettes assimilées"
"account_group_47161","47161","","Other loans","Sonstige Ausleihungen","Autres emprunts"
"account_group_47162","47162","","Lease debts","Verbindlichkeiten aus Finanzierungsleasing","Dettes de leasing"
"account_group_47163","47163","","Life annuities","Leibrenten","Rentes viagères"
"account_group_47168","47168","","Other similar debts","Sonstige vergleichbare Verbindlichkeiten","Autres dettes assimilées"
"account_group_4717","4717","","Derivative financial instruments","Derivative Finanzinstrumente","Instruments financiers dérivés"
"account_group_4718","4718","","Other miscellaneous debts","Andere sonstige Verbindlichkeiten","Autres dettes diverses"
"account_group_472","472","","Other debts payable after more than one year","Sonstige Schulden mit einer Laufzeit von mehr als einem Jahr","Autres dettes à plus d'un an"
"account_group_4721","4721","","Received deposits and guarantees","Erhaltene Hinterlegungen und Kautionen","Dépôts et cautionnements reçus"
"account_group_4722","4722","","Amounts payable to partners and shareholders (others than from affiliated undertakings)","Verbindlichkeiten gegenüber Gesellschaftern und Aktionären (andere als gegnüber verbundenen Unternehmen)","Dettes envers associés et actionnaires (autres qu'entreprises liées)"
"account_group_4723","4723","","Amounts payable to directors, managers, statutory auditors and similar","Verbindlichkeiten gegenüber Verwaltern, Geschäftsführern, Kommissaren und ähnlichen","Dettes envers administrateurs, gérants, commissaires et organes assimilés"
"account_group_4724","4724","","Amounts payable to staff","Verbindlichkeiten gegenüber dem Personal","Dettes envers le personnel"
"account_group_4726","4726","","Loans and similar debts","Darlehen und ähnliche Schulden","Emprunts et dettes assimilées"
"account_group_47261","47261","","Other loans","Sonstige Ausleihungen","Autres emprunts"
"account_group_47262","47262","","Lease debts","Verbindlichkeiten aus Finanzierungsleasing","Dettes de leasing"
"account_group_47263","47263","","Life annuities","Leibrenten","Rentes viagères"
"account_group_47268","47268","","Other similar debts","Sonstige vergleichbare Verbindlichkeiten","Autres dettes assimilées"
"account_group_4727","4727","","Derivative financial instruments","Derivative Finanzinstrumente","Instruments financiers dérivés"
"account_group_4728","4728","","Other miscellaneous debts","Andere sonstige Verbindlichkeiten","Autres dettes diverses"
"account_group_48","48","","Deferred charges and income","Rechnungsabgrenzungsposten und Einnahmen","Charges et produits différés"
"account_group_481","481","","Deferred charges (on one or more financial years)","Abgegrenzte Aufwendungen (über ein oder mehrere Geschäfstjahre)","Charges à reporter (sur un ou plusieurs exercices)"
"account_group_482","482","","Deferred income (on one or more financial years)","Abgegrenzte Erträge (über ein oder mehrere Geschäfstjahre)","Produits à reporter (sur un ou plusieurs exercices)"
"account_group_483","483","","State - Greenhous gas and similar emission quotas received","Staat - Erhaltene Quoten für Treibhausgas und ähnliche Emissionen","État - Quotas d'émission de gaz à effet de serre et similaires reçus"
"account_group_484","484","","Transitory or suspense accounts - Assets","Transitorische Konten - Aktiva","Comptes transitoires ou d'attente – Actif"
"account_group_485","485","","Transitory or suspense accounts - Liabilities","Transitorische Konten - Passiva","Comptes transitoires ou d'attente – Passif"
"account_group_486","486","","Linking accounts (branches) - Assets","Verbindungskonten (Niederlassungen) - Aktiva","Comptes de liaison (succursales) – Actif"
"account_group_487","487","","Linking accounts (branches) - Liabilities","Verbindungskonten (Niederlassungen) - Passiva","Comptes de liaison (succursales) – Passif"
"account_group_5","5","","FINANCIAL ACCOUNTS","FINANZKONTEN","COMPTES FINANCIERS"
"account_group_50","50","","Transferable securities","Übertragbare Wertpapiere","Valeurs mobilières"
"account_group_501","501","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_502","502","","Own shares or own corporate units","Eigene Aktien oder eigene Anteile","Actions propres ou parts propres"
"account_group_503","503","","Shares in undertakings with which the undertaking is linked by virtue of participating interests","Anteile an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Parts dans des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_508","508","","Other transferable securities","Sonstige Wertpapiere","Autres valeurs mobilières"
"account_group_5081","5081","","Shares - listed securities","Aktien - Notierte Wertpapiere","Actions – Titres cotés"
"account_group_5082","5082","","Shares - unlisted securities","Aktien - Nicht notierte Wertpapiere","Actions – Titres non cotés"
"account_group_5083","5083","","Debenture loans and other notes issued and repurchased by the company","Eigene Anleihen und sonstige eigene Schuldtitel","Obligations et autres titres de créance émis par l'entreprise et rachetés par elle"
"account_group_5084","5084","","Listed debenture loans","Anleihen - Notierte Wertpapiere","Obligations – Titres cotés"
"account_group_5085","5085","","Unlisted debenture loans","Anleihen - Nicht notierte Wertpapiere","Obligations – Titres non cotés"
"account_group_5088","5088","","Other miscellaneous transferable securities","Andere sonstige Wertpapiere","Autres valeurs mobilières diverses"
"account_group_51","51","","Cash at bank, in postal cheques accounts, cheques and in hand","Bankguthaben, Postcheckguthaben, Schecks und Kassenbestand","Liquidités en banque, sur les comptes de chèques postaux, sur les chèques et en caisse"
"account_group_513","513","","Banks and postal cheques accounts (CCP)","Bank- und Postscheckkonten (CCP)","Comptes bancaires et chèques postaux (CCP)"
"account_group_5131","5131","","Banks and CCP : available balance","Kreditinstitute und CCP : Guthaben","Banques et CCP : avoirs"
"account_group_5132","5132","","Banks and CCP : overdraft","Kreditinstitute und CCP : Überziehungen","Banques et CCP : découverts"
"account_group_516","516","","Cash in hand","Kassenbestand","Caisse"
"account_group_517","517","","Internal transfers","Interne Transfers","Transferts internes"
"account_group_5171","5171","","Internal transfers : debit balance","Interne Transferkonten : Sollsaldo","Virements internes : solde débiteur"
"account_group_5172","5172","","Internal transfers : credit balance","Interne Transferkonten : Guthaben","Virements internes : solde créditeur"
"account_group_518","518","","Other cash amounts","Sonstige Guthaben","Autres avoirs"
"account_group_6","6","","CHARGES ACCOUNTS","SPESENKONTEN","COMPTES DE CHARGES"
"account_group_60","60","","Use of merchandise, raw and consumable materials","Einsatz von Handelswaren, Roh- und Verbrauchsmaterialien","Utilisation de marchandises, de matières premières et de consommables"
"account_group_601","601","","Purchases of raw materials","Einkäufe von Rohstoffen","Achats de matières premières"
"account_group_603","603","","Purchases of consumable materials and supplies","Kauf von Verbrauchsmaterial und Verbrauchsgütern","Achats de matériaux et de fournitures consommables"
"account_group_6031","6031","","Fuels, gas, water and electricity","Brennstoffe, Gas, Wasser und Strom","Combustibles, gaz, eau et électricité"
"account_group_60311","60311","","Solid fuels","Feste Brennstoffe","Combustibles solides"
"account_group_60312","60312","","Liquid fuels","Flüssige Brennstoffe","Combustibles liquides"
"account_group_60313","60313","","Gas","Gas","Gaz"
"account_group_60314","60314","","Water and sewage","Wasser und Abwasser","Eau et eaux usées"
"account_group_60315","60315","","Electricity","Strom","Electricité"
"account_group_6032","6032","","Maintenance supplies","Pflegemittel","Produits d'entretien"
"account_group_6033","6033","","Workshop, factory and store supplies and small equipment","Werkstatt-, Fabrik- und Ladenausstattung","Fournitures et petit équipement d'atelier, d'usine et de magasin"
"account_group_6034","6034","","Work clothes","Berufsbekleidung","Vêtements professionnels"
"account_group_6035","6035","","Office and administrative supplies","Büroausstattung","Fournitures administratives et de bureau"
"account_group_6036","6036","","Motor fuels","Treibstoffe","Carburants"
"account_group_6037","6037","","Lubricants","Schmiermittel","Lubrifiants"
"account_group_6038","6038","","Other consumable supplies","Sonstige Betriebsstoffe","Autres fournitures consommables"
"account_group_604","604","","Purchases of packaging","Einkäufe von Verpackungen","Achats d'emballages"
"account_group_606","606","","Purchases of merchandise and other goods for resale","Kauf von Handelswaren und sonstigen Waren zum Wiederverkauf","Achats de marchandises et d'autres biens destinés à la revente"
"account_group_6061","6061","","Purchases of merchandise","Einkäufe von Waren","Achats de marchandises"
"account_group_6062","6062","","Purchases of land for resale","Einkäufe von zum Verkauf bestimmten Grundstücken","Achats de terrains destinés à la revente"
"account_group_6063","6063","","Purchases of buildings for resale","Einkäufe von zum Verkauf bestimmten Bauten/Gebäuden","Achats d'immeubles destinés à la revente"
"account_group_607","607","","Changes in inventory","Veränderungen im Bestand","Variations des stocks"
"account_group_6071","6071","","Changes in inventory of raw materials","Bestandsveränderungen an Rohstoffen","Variation des stocks de matières premières"
"account_group_6073","6073","","Changes in inventory of consumable materials and supplies","Bestandsveränderungen an Hilfs- und Betriebsstoffen","Variation des stocks de matières et fournitures consommables"
"account_group_6074","6074","","Changes in inventory of packaging","Bestandsveränderungen an Verpackungen","Variation des stocks d'emballages"
"account_group_6076","6076","","Changes in inventory of merchandise and other goods for resale","Veränderung der Vorräte an Handelswaren und sonstigen Waren zum Wiederverkauf","Variation des stocks de marchandises et autres biens destinés à la revente"
"account_group_60761","60761","","Merchandise","Waren","Marchandises"
"account_group_60762","60762","","Land for resale","Zum Verkauf bestimme Grundstücke","Terrains destinés à la revente"
"account_group_60763","60763","","Buildings for resale","Zum Verkauf bestimmte Bauten/Gebäude","Immeubles destinés à la revente"
"account_group_608","608","","Purchases of items included in the production of goods and services","Käufe von Gegenständen, die zur Produktion von Waren und Dienstleistungen gehören","Achats d'articles entrant dans la production de biens et de services"
"account_group_6081","6081","","Services included in the production of goods and services","Dienstleistungen, die in der Produktion von Waren und Dienstleistungen enthalten sind","Services inclus dans la production de biens et de services"
"account_group_60811","60811","","Tailoring","Lohnverarbeitung","Travail à façon"
"account_group_60812","60812","","Research and development","Forschung und Entwicklung","Recherche et développement"
"account_group_60813","60813","","Architects' and engineers' fees","Honorare für Architekten und Ingenieure","Frais d'architectes et d'ingénieurs"
"account_group_60814","60814","","Outsourcing included in the production of goods and services","Zulieferungen für Werklieferungen und -leistungen","Sous-traitance incorporée aux ouvrages et produits"
"account_group_6082","6082","","Other purchases of material included in the production of goods and services","Sonstige Einkäufe von Material, Ausstattungen, Ersatzteilen und Arbeiten für Werklieferungen und -leistungen","Autres achats de matériel incorporés aux ouvrages et produits"
"account_group_6083","6083","","Purchase of greenhous gas and similar emission quotas","Kauf von Treibhausgas- und ähnlichen Emissionsquoten","Achat de quotas d'émission de gaz à effet de serre et similaires"
"account_group_6088","6088","","Other purchases included in the production of goods and services","Sonstige bezogene Gutachten und Dienstleistungen","Autres achats incorporés aux ouvrages et produits"
"account_group_609","609","","Rebates, discounts and refunds (RDR) received and not directly deducted from purchases","Erhaltene Rabatte, Skonti und Rückerstattungen (RDR), die nicht direkt von den Käufen abgezogen werden","Rabais, remises et remboursements (RDR) reçus et non directement déduits des achats"
"account_group_6091","6091","","RDR on purchases of raw materials","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Rohstoffe","RRR sur achats de matières premières"
"account_group_6093","6093","","RDR on purchases of consumable materials and supplies","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Hilfs- und Betriebsstoffe","RRR sur achats de matières et fournitures consommables"
"account_group_6094","6094","","RDR on purchases of packaging","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Verpackungen","RRR sur achats d'emballages"
"account_group_6096","6096","","RDR on purchases of merchandise and other goods for resale","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Waren und sonstige zum Verkauf bestimmte Güter/Vermögensgegenstände","RRR sur achats de marchandises et d'autres biens destinés à la revente"
"account_group_6098","6098","","RDR on purchases included in the production of goods and services","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf Einkäufe für Werklieferungen und -leistungen","RRR sur achats incorporés aux ouvrages et produits"
"account_group_6099","6099","","Unallocated RDR","Nicht zugeordnete Rabatte, Preisnachlässe und Rückvergütungen","RRR non affectés"
"account_group_61","61","","Other external charges","Sonstige externe Kosten","Autres charges externes"
"account_group_611","611","","Rents and service charges","Mieten und Nebenkosten","Loyers et charges"
"account_group_6111","6111","","Rents and operationnal leasing for real property","Mieten und operatives Leasing für Grundbesitz","Loyers et leasing opérationnel pour les biens immobiliers"
"account_group_61111","61111","","Land","Grundstücke","Terrains"
"account_group_61112","61112","","Buildings","Bauten/Gebäude","Constructions / Bâtiments"
"account_group_6112","6112","","Rents and operational leasing on movable property","Mieten und operatives Leasing von beweglichen Sachen","Loyers et leasing opérationnel sur biens meubles"
"account_group_61123","61123","","Rolling stock","Fuhrpark","Matériel roulant"
"account_group_61128","61128","","Other","Sonstige","Autres"
"account_group_6113","6113","","Service charges and co-ownership expenses","Mietnebenkosten und Miteigentumsgemeinschaftskosten","Charges locatives et de copropriété"
"account_group_6114","6114","","Financial leasing on real property","Immobilienfinanzierungsleasing","Leasing financier immobilier"
"account_group_6115","6115","","Financial leasing on movable property","Finanzierungsleasing von beweglichen Sachen","Crédit-bail mobilier"
"account_group_61153","61153","","Rolling stock","Fuhrpark","Matériel roulant"
"account_group_61158","61158","","Other","Sonstige","Autres"
"account_group_612","612","","Subcontracting, servicing, repairs and maintenance","Vergabe von Unteraufträgen, Wartung, Reparatur und Instandhaltung","Sous-traitance, entretien, réparation et maintenance"
"account_group_6121","6121","","General subcontracting (not included in the production of goods and services)","Allgemeine Zulieferung (nicht für Werklieferungen und -leistungen und sonstige Arbeiten)","Sous-traitance générale (non incorporée aux ouvrages et produits)"
"account_group_6122","6122","","Servicing, repairs and maintenance","Wartung, Reparatur und Instandhaltung","Entretien, réparation et maintenance"
"account_group_61221","61221","","Buildings","Bauten/Gebäude","Constructions / Bâtiments"
"account_group_61223","61223","","Rolling stock","Fuhrpark","Matériel roulant"
"account_group_61228","61228","","Other","Sonstige","Autres"
"account_group_613","613","","Remuneration of intermediaries and professional fees","Vergütungen für Vermittler und Honorare","Rémunération des intermédiaires et honoraires"
"account_group_6131","6131","","Commissions and brokerage fees","Provisionen und Maklergebühren","Commissions et courtages"
"account_group_6132","6132","","IT services","IT - Instandhaltung","Services informatiques"
