id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
rs_520,"Costs of salaries and fringe benefits (gross)",520,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_521,"Costs of taxes and contributions on salaries and fringe benefits charged to employer",521,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_522,"Costs of remunerations according to temporary service contracts",522,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_523,"Costs of remunerations according to author's contracts",523,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_524,"Costs of remunerations according to temporary and provisional contracts",524,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_525,"Costs of remunerations to individuals according to other contracts",525,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_526,"Costs of remuneration to manager, members of Management Board and Supervisory Board",526,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_529,"Other personal expenses remunerations",529,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_530,"Costs of services used in production process of own costs capitalized",530,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_531,"Transport services costs",531,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_532,"Maintenance costs",532,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_533,"Rental costs",533,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_534,"Fairs exhibit costs",534,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_535,"Advertising costs",535,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_536,"Costs of researching activities",536,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_537,"Costs of development that are not capitalized",537,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_539,"Costs of other services",539,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_540,"Depreciation costs",540,account.data_account_type_depreciation,l10n_rs.l10n_rs_chart_template,,False
rs_541,"Costs of provisions during the warranty period",541,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_542,"Provisions for recovery of natural resources",542,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_543,"Provisions for retained deposits and caution money",543,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_544,"Provisions for restructuring costs",544,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_545,"Provisions for contributions and other benefits of employees",545,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_549,"Other long-term provisions",549,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_550,"Costs of non-production services",550,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_551,"Representation costs",551,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_552,"Costs of insurance premiums",552,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_553,"Costs of payment operations",553,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_554,"Costs of membership fees",554,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_555,"Tax costs",555,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_556,"Contribution costs",556,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_559,"Other non-production costs",559,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_560,"Financial expenses incurred with parent companies and subsidiaries",560,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_561,"Financial expenses incurred with other associated companies",561,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_562,"Costs of interest",562,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_563,"FX losses",563,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_564,"Expenses on the basis of the effects of a currency clause",564,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_565,"Expenses from participation in loss of associated legal entities and joint ventures",565,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_566,"Expenses arising from the hedging effects that do not meet the requirements to qualify under other comprehensive income",566,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_569,"Other financial expenses",569,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_570,"Losses on writing-offs and disposals of Intangible assets and Property, plant and equipment",570,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_571,"Losses on writing-offs and disposals of natural assets",571,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_572,"Losses on disposals of long-term investments",572,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_573,"Losses on disposals of raw material",573,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_574,"Shortages",574,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_575,"Costs from negative hedging effects",575,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_576,"Writing-offs of receivables",576,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_577,"Writing-offs of inventories and merchandise",577,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_579,"Other expenses",579,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_5791,"Cash difference loss",5791,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,FALSE
rs_580,"Impairment of natural assets",580,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_581,"Impairment of intangible assets",581,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_582,"Impairment of property, plant and equipment",582,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_583,"Impairment of long-term investments and other securities available for sale",583,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_584,"Impairment of material and merchandise",584,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_585,"Impairment of receivables and short-term financial investments",585,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_589,"Impairment of other assets",589,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_590,"Losses of suspended business",590,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_591,"Expenses on the Effects of Changes in Accounting Policies",591,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_592,"Expenses based on correction of errors from previous years that are not material",592,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_599,"Transfer of expenses",599,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_600,"Domestic sales of merchandise to parent companies and subsidiaries",600,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_601,"Foreign sales of merchandise to parent companies and subsidiaries",601,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_602,"Domestic sales of merchandise to other associated companies",602,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_603,"Foreign sales of merchandise to other associated companies",603,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_604,"Sales of merchandise to domestic customers",604,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_605,"Sales of merchandise to foreign customers",605,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_610,"Domestic sales of finished goods and services rendered to parent companies and subsidiaries",610,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_611,"Foreign sales of finished goods and services rendered to parent companies and subsidiaries",611,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_612,"Domestic sales of finished goods and services rendered to other associated entities",612,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_613,"Foreign sales of finished goods and services rendered to other associated entities",613,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_614,"Sales of finished goods and services rendered to domestic customers",614,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_615,"Sales of finished goods and services rendered to foreign customers",615,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_620,"Income from the own use of merchandise",620,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_621,"Income from the own use of products and services",621,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_630,"Increase of finished goods, work in progress and services in progress",630,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_631,"Decrease of finished goods, work in progress and services in progress",631,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_640,"Income from premiums, subventions, donations, compensations and tax returns",640,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_641,"Income from donations under specified conditions",641,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_650,"Rental fees income",650,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_651,"Membership fees",651,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_652,"Income from royalties and license fees",652,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_659,"Other operating income",659,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_660,"Financial income incurred with parent companies and subsidiaries",660,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_661,"Financial income incurred with other associated companies",661,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_662,"Income from interest",662,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_663,"FX Gains",663,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_664,"Income on the basis of the effects of a currency clause",664,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_665,"Income from participation in loss of associated legal entities and joint ventures",665,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_669,"Other financial income",669,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_670,"Gains on disposals of Intangible assets and Property, plant and equipment",670,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_671,"Gains on disposals of natural assets",671,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_672,"Gains on disposals of long-term investments",672,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_673,"Gains on disposals of raw materials",673,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_674,"Surpluses",674,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_675,"Collected written-off receivables",675,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_676,"Income from positive hedging effects",676,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_677,"Income from reduction of liabilities",677,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_678,"Income from abolishing of long-term and short term provisions",678,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_679,"Other income",679,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_6791,"Cash difference gain",6791,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,FALSE
rs_680,"Income from valuation adjustments of natural assets",680,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_681,"Income from valuation adjustments of intangible assets",681,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_682,"Income from valuation adjustments of property, plant and equipment",682,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_683,"Income from valuation adjustments long-term investments and securities available for sale",683,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_684,"Income from valuation adjustments of inventories",684,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_685,"Income from valuation adjustments of receivables and short- term investments",685,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_689,"Income from valuation adjustments of other assets",689,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_690,"Profit of suspended business",690,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_691,"Income based on the Effects of Changes in Accounting Policies",691,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_692,"Income based on correction of errors from previous years that are not material",692,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_699,"Transfer of income",699,account.data_account_type_other_income,l10n_rs.l10n_rs_chart_template,,False
rs_700,"Opening account of general ledger",700,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_710,"Account of expenses and income",710,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_711,"Profit and loss of suspended business",711,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_712,"Transfer of total result",712,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_720,"Profit or loss account",720,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_721,"Tax expense of the period",721,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_7220,"Deferred tax expense of the period",7220,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_7221,"Deferred tax income of the period",7221,account.data_account_type_revenue,l10n_rs.l10n_rs_chart_template,,False
rs_723,"Personal earnings of the employer",723,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_724,"Transfer of profit or loss",724,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_730,"Closing of the balance sheet's accounts",730,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_880,"Other assets taken into operating lease (rent)",880,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_881,"Acquired products and commodities for joint business",881,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_882,"Goods taken into commission and consignment",882,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_883,"Material and goods received for processing and finishing",883,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_884,"Assigned warranties, guarantees and other rights",884,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_885,"Securities that are out of circulation",885,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_889,"Assets with other entities",889,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_890,"Liabilities for assets taken into operating lease (rent)",890,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_891,"Liabilities for acquired products and commodities for joint business",891,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_892,"Liabilities for goods taken into commission and consignment",892,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_893,"Liabilities for material and goods received for processing and finishing",893,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_894,"Liabilities for assigned warranties, guarantees and other rights",894,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_895,"Liabilities for securities that are out of circulation",895,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_899,"Liabilities for assets with other entities",899,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_900,"Taking over inventories account",900,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_901,"Taking over purchasing of material and merchandise account",901,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_902,"Costs taking over account",902,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_903,"Income taking over account",903,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_910,"Raw material",910,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_911,"Merchandise",911,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_912,"Finished products and merchandise in producer's shops",912,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_950,"Cost units",950,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_951,"Cost units",951,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_952,"Cost units",952,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_953,"Cost units",953,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_954,"Cost units",954,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_955,"Cost units",955,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_956,"Cost units",956,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_957,"Cost units",957,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_958,"Semi-finished products of own production",958,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_959,"Deviation in cost units",959,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_960,"Finished products",960,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_961,"Finished products",961,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_962,"Finished products",962,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_963,"Finished products",963,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_964,"Finished products",964,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_965,"Finished products",965,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_966,"Finished products",966,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_967,"Finished products",967,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_968,"Finished products",968,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_969,"Exceptions in costs of finished products",969,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_980,"Costs of products and services sold",980,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_981,"Cost of merchandise sold",981,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_982,"Costs of the period",982,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_983,"Write-offs, shortages and surpluses of work in progress and finished products",983,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_986,"Income from products and services",986,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_987,"Income from merchandise",987,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_989,"Other operating income",989,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_990,"Operating profit and loss",990,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_991,"Loss and profit on raw materials' sale",991,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_992,"Shortages of raw materials and merchandise",992,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_993,"Write-offs of raw materials and merchandise",993,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_994,"Surpluses of raw materials and merchandise",994,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
rs_999,"Closing computation of costs and effects",999,account.data_account_off_sheet,l10n_rs.l10n_rs_chart_template,,False
