"id","name","code","account_type","reconcile","name@es"
"account_activa_account_7161007","IMPROVEMENTS TO PROPERTY","7161007","asset_current","True","MEJORAS A PROPIEDAD"
"account_activa_account_7162001","INSURANCE","7162001","asset_current","True","SEGUROS"
"account_activa_account_9111001","INTEREST NATIONAL BANKS","9111001","asset_current","True","INTERESES BANCOS NACIONALES"
"account_activa_account_9111002","COMMISSIONS AND BANK CHARGES","9111002","asset_current","True","COMSIONES Y GASTOS BANCARIOS"
"account_activa_account_9111003","MEAL TICKET COMMISSIONS","9111003","asset_current","True","COMISIONES TICKET DE ALIMENTACION"
"account_activa_account_9111099","OTHER OUTPUTS","9111099","asset_current","True","OTROS EGRESOS"
"account_activa_account_9113002","INTEREST ON SOCIAL BENEFITS","9113002","asset_current","True","INTERESES S/PRESTACIONES SOCIALES"
"account_activa_account_9113003","LOSS ON SALES OF FIXED ASSETS","9113003","asset_current","True","PERDIDAS EN VENTAS ACTIVOS FIJOS"
"account_activa_account_9113004","LOSSES ON BOND INVESTMENTS P.","9113004","asset_current","True","PERDIDAS EN INVERSIONES DE BONOS P."
"account_activa_account_9113005","LOSSES ON SALES OF INVESTMENTS","9113005","asset_current","True","PERDIDAS EN VENTAS DE INVERSIONES"
"account_activa_account_9113006","LOSSES ON EXCHANGE DIFFERENTIAL","9113006","expense","True","PERDIDAS EN DIFERENCIAL CAMBIARIO"
"account_activa_account_9113007","ADJUSTMENT FOR PRIOR YEARS","9113007","asset_current","True","AJUSTE DE AÑOS ANTERIORES"
"account_activa_account_9113010","LOSS DUE TO INVENTORY THEFT","9113010","asset_current","True","PERDIDA POR ROBO DE INVENTARIO"
"account_activa_account_9113012","UNREALIZED FOREIGN EXCHANGE FLUCTUATIONS","9113012","asset_current","True","FLUCTUACION CAMBIARIA NO REALIZADAS"
"account_activa_account_9114001","TAXES ON FINANCIAL TRANSACTIONS","9114001","asset_current","True","IMPUESTOS A LAS TRANSACIONES FINANCIERAS"
"account_activa_account_9211001","INTERESTS OF DOMESTIC BANKS","9211001","asset_current","True","INTERESES DE BANCOS NACIONALES"
"account_activa_account_9211002","INTERESTS OF FOREIGN BANKS","9211002","asset_current","True","INTERESES DE BANCOS EXTRANJEROS"
"account_activa_account_9211003","OTHER FINANCIAL INCOME","9211003","income","True","OTROS INGRESOS FINANCIEROS"
"account_activa_account_9212001","GAINS ON SALES OF FIXED ASSETS","9212001","asset_current","True","GANANCIAS EN VENTAS DE ACTIVOS FIJOS"
"account_activa_account_9212002","GAINS ON SALES OF INVESTMENTS","9212002","asset_current","True","GANANCIAS EN VENTAS DE INVERSIONES"
"account_activa_account_9212003","GAINS ON EXCHANGE RATE DIFFERENTIAL","9212003","income","True","GANANCIAS EN DIFERENCIAL CAMBIARIO"
"account_activa_account_9212004","VARIOUS INTERESTS","9212004","asset_current","True","INTERESES VARIOS"
"account_activa_account_9212005","OTHER INCOME","9212005","income","True",""
"account_activa_account_9212006","ADJUSTMENTS PRIOR YEARS","9212006","asset_current","True","AJUSTES AÑOS ANTERIORES"
