type,name,res_id,src,value
model,"ir.actions.act_window,name",19,res.roles.tree,res.roles.arbol
model,"ir.actions.act_window,name",20,res.roles.tree,res.roles.arbol
model,"ir.actions.act_window,name",21,ir.ui.view,ir.ui.vista
model,"ir.actions.act_window,name",22,ir.attachment,ir.attachments
model,"ir.actions.act_window,name",23,ir.report.custom,ir.reporte.cliente
model,"ir.actions.act_window,name",24,ir.model.form,
model,"ir.actions.act_window,name",25,ir.model.fields.form,
model,"ir.actions.act_window,name",26,ir.translation.view,ir.traduccion.vista
model,"ir.actions.act_window,name",27,ir.ui.menu.form2,ir.ui.menu.tipo3
model,"ir.actions.act_window,name",28,ir.cron.form,ir.cron.tipo
model,"ir.actions.act_window,name",29,ir.model.access.form,ir.modelo.acceso.modelo
model,"ir.actions.act_window,name",30,workflow.form,
model,"ir.actions.act_window,name",31,workflow.activity.form,
model,"ir.actions.act_window,name",32,workflow.transition.form,
model,"ir.actions.act_window,name",33,workflow.instance.form,
model,"ir.actions.act_window,name",34,workflow.workitem.form,
model,"ir.actions.act_window,name",41,ir.module.category,ir.modulo.categoria
model,"ir.actions.act_window,name",42,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",43,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",44,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",45,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",46,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",47,ir.module.repository,ir.modulo.almacen
model,"ir.actions.act_window,name",49,res.request.form,res.solicitud.tipo
model,"ir.actions.act_window,name",50,res.request.link.form,res.solicitud.link.modelo
model,"ir.actions.act_window,name",52,res.partner.function.form,
model,"ir.actions.act_window,name",53,res.country.form,res.pais.tipo
model,"ir.actions.act_window,name",54,res.country.state,res.pais.provincia
model,"ir.actions.act_window,name",55,res.partner.address.tree,
model,"ir.actions.act_window,name",56,res.partner.address,res.empresa.direccion
model,"ir.actions.act_window,name",57,res.partner.title,res.empresa.titulo
model,"ir.actions.act_window,name",58,res.partner,res.empresa
model,"ir.actions.act_window,name",59,res.payterm,res.formadepago
model,"ir.actions.act_window,name",60,Company Architecture,Arquitectura de la Empresa
model,"ir.actions.act_window,name",61,res.partner.category,res.empresa.categoria
model,"ir.actions.act_window,name",62,res.partner.category,res.empresa.categoria
model,"ir.actions.act_window,name",63,res.partner.category.type.form,res.empresa.categoria.tipo.modelo
model,"ir.actions.act_window,name",64,res.partner.category,res.empresa.categoria
model,"ir.actions.act_window,name",65,res.partner,res.empresa
model,"ir.actions.act_window,name",68,res.currency,
model,"ir.actions.act_window,name",69,res.partner.canal.form,res.empresa.canal.modelo
model,"ir.actions.act_window,name",70,res.partner.event.type.form,res.empresa.evento.tipo.forma
model,"ir.actions.act_window,name",71,res.partner.som.form,res.empresa.som.modelo
model,"ir.actions.act_window,name",72,ir.property,
model,"ir.actions.act_window,name",73,ir.property,
model,"ir.actions.act_window,name",79,product.normal.form,product.normal.tipo
model,"ir.actions.act_window,name",80,product.variant.form,producto.variante.tipo
model,"ir.actions.act_window,name",81,product.template.form,producto.modelo.tipo
model,"ir.actions.act_window,name",82,product.category.form,producto.categoria.tipo
model,"ir.actions.act_window,name",83,product.category.form,producto.categoria.tipo
model,"ir.actions.act_window,name",84,product.normal.form,product.normal.tipo
model,"ir.actions.act_window,name",85,product.uom.form,product.uom.tipo
model,"ir.actions.act_window,name",86,product.uom.categ.form,product.uom.categ.tipo
model,"ir.actions.act_window,name",87,product.pricelist.version.form,
model,"ir.actions.act_window,name",88,product.pricelist.form,product.pricelist.tipo
model,"ir.actions.act_window,name",89,product.price.type.form,
model,"ir.actions.act_window,name",90,product.pricelist.type.form,
model,"ir.actions.act_window,name",91,hr.employee,hr.empleado
model,"ir.actions.act_window,name",92,hr.employee,hr.empleado
model,"ir.actions.act_window,name",93,Hierarchical view of this employee,
model,"ir.actions.act_window,name",94,hr.timesheet.group.form.open,hr.timesheet.grupo.modelo.abierto
model,"ir.actions.act_window,name",95,hr.employee.category.form.view,
model,"ir.actions.act_window,name",96,hr.employee.category.form.view,
model,"ir.actions.act_window,name",97,hr.attendance.view,hr.fichajes.vista
model,"ir.actions.act_window,name",98,hr.holidays.ask_form,hr.vacaciones.formulario
model,"ir.actions.act_window,name",99,hr.holidays.status,hr.vacaciones.status
model,"ir.actions.act_window,name",100,hr.action.reason.tree,
model,"ir.actions.act_window,name",125,account.fiscalyear.form,contabilidad.añofiscal.modelo
model,"ir.actions.act_window,name",126,account.period.form,contabilidad.periodo.modelo
model,"ir.actions.act_window,name",127,account.account.form,Contabilidad.cuentas.modelo
model,"ir.actions.act_window,name",128,account.account.tree,Contabilidad.Cuentas.arbol
model,"ir.actions.act_window,name",129,account.account.tree.fast,
model,"ir.actions.act_window,name",130,account.journal.form,contabilidad.diario.modelo
model,"ir.actions.act_window,name",131,account.bank,contabilidad.banco
model,"ir.actions.act_window,name",132,account.bank.account,contabilidad.banco.cuenta
model,"ir.actions.act_window,name",133,account.bank.statement.tree,contabilidad.banco.cuenta
model,"ir.actions.act_window,name",134,account.account.type,contabilidad.cuenta.tipo
model,"ir.actions.act_window,name",135,account.tax.code.tree,
model,"ir.actions.act_window,name",136,account.tax.code.tree,
model,"ir.actions.act_window,name",137,account.tax.tree,
model,"ir.actions.act_window,name",138,account.tax.form,
model,"ir.actions.act_window,name",141,account.journal.period.tree,contabilidad.diario.fijar.arbol
model,"ir.actions.act_window,name",142,account.move.form,Contabilidad.Movimiento.modelo
model,"ir.actions.act_window,name",143,account.move.line.form,Contabilidad.movimiento.linea.modelo
model,"ir.actions.act_window,name",144,account.bank.tree,contabilidad.banco.arbol
model,"ir.actions.act_window,name",146,account.journal.period.tree,contabilidad.diario.fijar.arbol
model,"ir.actions.act_window,name",147,account.budget.post.tree,Contabilidad.presupuestos.contabilizar.arbol
model,"ir.actions.act_window,name",148,account.budget.post.form,Contabilidad.presupuestos.contabilizar.clase
model,"ir.actions.act_window,name",149,account.model.form,contabilidad.modelo.tipo
model,"ir.actions.act_window,name",150,account.payment.term.form,contabilidad.pago.formade.modelo
model,"ir.actions.act_window,name",151,account.subscription.form,contabilidad.subscripcion.modelo
model,"ir.actions.act_window,name",152,account.subscription.form,contabilidad.subscripcion.modelo
model,"ir.actions.act_window,name",153,account.subscription.line.list,
model,"ir.actions.act_window,name",154,account.move.line.tree1,Contabilidad.movimiento.linea.forma_arbol
model,"ir.actions.act_window,name",155,account.move.line.tax.code,
model,"ir.actions.act_window,name",156,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",157,ir.module.module,ir.modulo.modulo
model,"ir.actions.act_window,name",159,account.account,
model,"ir.actions.act_window,name",160,account.fiscalyear,
model,"ir.actions.act_window,name",161,account.journal,
model,"ir.actions.act_window,name",162,account.period.tree,
model,"ir.actions.act_window,name",163,account.fiscalyear.tree,
model,"ir.actions.act_window,name",164,account.transfer.form,contabilidad.transferencia.tipo
model,"ir.actions.act_window,name",165,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",166,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",167,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",168,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",169,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",170,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",171,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",172,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",173,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",174,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",175,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",176,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",177,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",178,account.invoice,contabilidad.facturas
model,"ir.actions.act_window,name",194,account.analytic.account,
model,"ir.actions.act_window,name",195,account.analytic.account,
model,"ir.actions.act_window,name",196,action.account.analytic.line.form,
model,"ir.actions.act_window,name",197,account.account.tree1,Contabilidad.Cuentas.arbol2
model,"ir.actions.act_window,name",198,account.analytic.line.form_extended,
model,"ir.actions.act_window,name",199,account.analytic.journal.form,
model,"ir.actions.act_window,name",200,account.analytic.line.form,
model,"ir.actions.act_window,name",201,account.analytic.journal.tree,
model,"ir.actions.act_window,name",202,account.analytic.journal.tree,
model,"ir.actions.act_window,name",203,report.hr.timesheet.invoice.journal,
model,"ir.actions.act_window,name",204,report.hr.timesheet.invoice.journal,
model,"ir.actions.act_window,name",223,stock.inventory.form,stock.inventario.tipo
model,"ir.actions.act_window,name",224,stock.tracking.form,stock.tracking.tipo
model,"ir.actions.act_window,name",225,stock.lot.form,stock.lote.tipo
model,"ir.actions.act_window,name",226,stock.production.lot.form,
model,"ir.actions.act_window,name",231,Downstream traceability,Trazabilidad hacia abajo
model,"ir.actions.act_window,name",232,Upstream traceability,Trazabilidad hacia arriba
model,"ir.actions.act_window,name",233,stock.location,stock.localizacion.arbol
model,"ir.actions.act_window,name",234,stock.location.tree,stock.localizacion.arbol
model,"ir.actions.act_window,name",235,stock.warehouse,stock.almacen
model,"ir.actions.act_window,name",236,stock.picking,stock.picking
model,"ir.actions.act_window,name",237,stock.picking,stock.picking
model,"ir.actions.act_window,name",238,stock.picking,stock.picking
model,"ir.actions.act_window,name",239,stock.picking,stock.picking
model,"ir.actions.act_window,name",240,stock.picking,stock.picking
model,"ir.actions.act_window,name",241,stock.picking,stock.picking
model,"ir.actions.act_window,name",242,stock.picking,stock.picking
model,"ir.actions.act_window,name",243,stock.picking,stock.picking
model,"ir.actions.act_window,name",244,stock.picking,stock.picking
model,"ir.actions.act_window,name",245,stock.picking,stock.picking
model,"ir.actions.act_window,name",246,stock.move.lot,stock.movimiento.lote
model,"ir.actions.act_window,name",247,stock.move.lot,stock.movimiento.lote
model,"ir.actions.act_window,name",248,stock.move,stock.movimiento
model,"ir.actions.act_window,name",249,stock.move,stock.movimiento
model,"ir.actions.act_window,name",250,stock.move,stock.movimiento
model,"ir.actions.act_window,name",251,stock.incoterms,stock.incoterms
model,"ir.actions.act_window,name",259,purchase.order.form,compra.orden.tipo
model,"ir.actions.act_window,name",260,purchase.order.form,compra.orden.tipo
model,"ir.actions.act_window,name",261,purchase.order.form,compra.orden.tipo
model,"ir.actions.act_window,name",262,purchase.order.form,compra.orden.tipo
model,"ir.actions.act_window,name",266,mrp.property.group.form,mrp.propiedad.grupo.tipo
model,"ir.actions.act_window,name",267,mrp.property.form,mrp.propiedad.tipo
model,"ir.actions.act_window,name",268,mrp.workcenter.form,mrp.centro_trabajo.tipo
model,"ir.actions.act_window,name",269,mrp.routing.form,mrp.rutas.tipo
model,"ir.actions.act_window,name",270,mrp.bom.final.form,mrp.bom.final.tipo
model,"ir.actions.act_window,name",271,mrp.bom.final.tree,mrp.bom.final.arbol
model,"ir.actions.act_window,name",272,mrp.bom.form,mrp.bom.tipo
model,"ir.actions.act_window,name",273,Bill of Materials Architecture,Arquitecuta Lista de Materiales
model,"ir.actions.act_window,name",274,mrp.production.form,mrp.produccion.tipo
model,"ir.actions.act_window,name",275,mrp.production.form,mrp.produccion.tipo
model,"ir.actions.act_window,name",276,mrp.production.form,mrp.produccion.tipo
model,"ir.actions.act_window,name",277,mrp.production.confirmed.form,
model,"ir.actions.act_window,name",278,mrp.procurement.form,mrp.consecuecion.tipo
model,"ir.actions.act_window,name",279,mrp.procurement.form,mrp.consecuecion.tipo
model,"ir.actions.act_window,name",280,mrp.procurement.form,mrp.consecuecion.tipo
model,"ir.actions.act_window,name",281,mrp.procurement.form,mrp.consecuecion.tipo
model,"ir.actions.act_window,name",282,mrp.procurement.form,mrp.consecuecion.tipo
model,"ir.actions.act_window,name",283,stock.warehouse.orderpoint,stock.almacen.punto_pedido
model,"ir.actions.act_window,name",291,sale.shop,Venta.tienda
model,"ir.actions.act_window,name",292,sale.order,Venta.orden
model,"ir.actions.act_window,name",293,sale.order,Venta.orden
model,"ir.actions.act_window,name",294,sale.order,Venta.orden
model,"ir.actions.act_window,name",295,sale.order,Venta.orden
model,"ir.actions.act_window,name",296,sale.order,Venta.orden
model,"ir.actions.act_window,name",297,sale.order,Venta.orden
model,"ir.actions.act_window,name",298,sale.order,Venta.orden
model,"ir.actions.act_window,name",299,sale.order,Venta.orden
model,"ir.actions.act_window,name",300,sale.order,Venta.orden
model,"ir.actions.act_window,name",301,sale.order,Venta.orden
model,"ir.actions.act_window,name",302,sale.order,Venta.orden
model,"ir.actions.act_window,name",303,sale.order,Venta.orden
model,"ir.actions.act_window,name",304,sale.order.line.tree,
model,"ir.actions.act_window,name",305,sale.order.line.tree,
model,"ir.actions.act_window,name",306,sale.order.line.tree,
field",ir.actions.act_window,view_type",0,Type of view,Tipo de Vista
field",ir.actions.act_window,res_model",0,Model,Modelo
field",ir.actions.act_window,view_id",0,View Ref.,Ref.Vita
field",ir.actions.act_window,view_mode",0,Mode of view,
field",ir.actions.act_window,context",0,Context Value,Valor Contextual
field",ir.actions.act_window,usage",0,Action Usage,Accion Uso
field",ir.actions.act_window,type",0,Action Type,Tipo Accion
field",ir.actions.actions,usage",0,Action Usage,Accion Uso
field",ir.actions.actions,type",0,Action Type,Tipo Accion
field",ir.actions.actions,name",0,Action Name,Nombre Accion
field",ir.actions.execute,usage",0,Action Usage,Accion Uso
field",ir.actions.execute,func_name",0,Function Name,Nombre Funcion
field",ir.actions.execute,func_arg",0,Function Argument,Funcion de Argumento
field",ir.actions.execute,type",0,type,Tipo 
field",ir.actions.execute,name",0,name,Nombre Accion
field",ir.actions.group,usage",0,Action Usage,Accion Uso
field",ir.actions.group,type",0,Action Type,Tipo Accion
field",ir.actions.group,name",0,Group Name,Nombre Grupo
field",ir.actions.group,exec_type",0,Execution sequence,Secuencia Ejecucion
field",ir.actions.report.custom,usage",0,Action Usage,Accion Uo
field",ir.actions.report.custom,model",0,Model,Modelo
field",ir.actions.report.custom,type",0,Report Type,Tipo reportr
field",ir.actions.report.custom,name",0,Report Name,Nombre Reporte
model,"ir.actions.report.custom,name",290,Bom Tree,Escandallo
field",ir.actions.report.custom,report_id",0,Report Ref.,Ref.Reporte
field",ir.actions.report.xml,report_xsl",0,XSL path,XSL camino
field",ir.actions.report.xml,name",0,Name,Nombre
model,"ir.actions.report.xml,name",48,Technical guide,
model,"ir.actions.report.xml,name",51,Labels,Etiquetas
model,"ir.actions.report.xml,name",74,Labels,Etiquetas
model,"ir.actions.report.xml,name",179,General Ledger,
model,"ir.actions.report.xml,name",180,Third party ledger,Libro Contabilidad Tercerar Partes
model,"ir.actions.report.xml,name",181,Account balance,Balance Contable
model,"ir.actions.report.xml,name",182,Third party balance,Balance Terceras Partes
model,"ir.actions.report.xml,name",183,Print Budget,Imprimir Presupuestos
model,"ir.actions.report.xml,name",184,Print Central Journal,Imprimir Diario Central
model,"ir.actions.report.xml,name",185,Print General Journal,Imprimir Diario General 
model,"ir.actions.report.xml,name",186,Print Journal,Imprimir Diario
model,"ir.actions.report.xml,name",187,Overdue payments,
model,"ir.actions.report.xml,name",188,Invoices,Facturas
model,"ir.actions.report.xml,name",189,Transfers,Transferencias
model,"ir.actions.report.xml,name",190,IntraCom,IntraCom
model,"ir.actions.report.xml,name",191,All Entries,
model,"ir.actions.report.xml,name",192,VAT Declaration,
model,"ir.actions.report.xml,name",205,Analytic Journal,
model,"ir.actions.report.xml,name",207,Analytic Balance,
model,"ir.actions.report.xml,name",209,Inverted Analytic Balance,
model,"ir.actions.report.xml,name",211,Cost Ledger,
model,"ir.actions.report.xml,name",213,Cost Ledger (Only quantities),
model,"ir.actions.report.xml,name",215,Year to Date Check,
model,"ir.actions.report.xml,name",252,Future stock forecast,
model,"ir.actions.report.xml,name",253,Picking List,Lista Picking
model,"ir.actions.report.xml,name",254,Print Item Labels,
model,"ir.actions.report.xml,name",255,Location Overview,Vista general Localizaciones
model,"ir.actions.report.xml,name",256,Lots by location,Lotes por localizacion
model,"ir.actions.report.xml,name",257,Products Localisations,Localizaciones Productos
model,"ir.actions.report.xml,name",258,Location Content (With childs),Contenido Localizacion( con Hijos)
model,"ir.actions.report.xml,name",263,Request for Quotation,
model,"ir.actions.report.xml,name",264,Print Order,
model,"ir.actions.report.xml,name",288,Workcenter load,
model,"ir.actions.report.xml,name",289,Product Cost Structure,
model,"ir.actions.report.xml,name",307,Delivery order,
model,"ir.actions.report.xml,name",308,Print Order,
field",ir.actions.report.xml,report_rml",0,RML path,RML camino
field",ir.actions.report.xml,auto",0,Automatic XSL:RML,Automatico XSL:RML
field",ir.actions.report.xml,report_name",0,Internal Name,Nombre Interno
field",ir.actions.report.xml,usage",0,Action Usage,Accion Uso
field",ir.actions.report.xml,model",0,Model,Modelo
field",ir.actions.report.xml,type",0,Report Type,Tipo Reporte
field",ir.actions.report.xml,report_xml",0,XML path,XML camino
field",ir.actions.wizard,wiz_name",0,Wizard name,Nombre Wizard
field",ir.actions.wizard,multi",0,Action on multiple doc.,
field",ir.actions.wizard,type",0,Action type,Tipo Acion
field",ir.actions.wizard,name",0,Wizard info,Informacion Wizard
model,"ir.actions.wizard,name",35,Request Info,Solicitar Informacion
model,"ir.actions.wizard,name",36,Apply marked changes,Aplicar Cambios marcados
model,"ir.actions.wizard,name",37,Install new language file,
model,"ir.actions.wizard,name",38,Scan 'addons' path,
model,"ir.actions.wizard,name",39,Export a language,
model,"ir.actions.wizard,name",40,Import a language,
model,"ir.actions.wizard,name",66,Send SMS,Send SMS
model,"ir.actions.wizard,name",67,Mass Mailing,Envio masivo mails
model,"ir.actions.wizard,name",75,Send SMS,Send SMS
model,"ir.actions.wizard,name",76,Mass Mailing,Envio masivo mails
model,"ir.actions.wizard,name",77,Check EAN13,Limpiar EAN13
model,"ir.actions.wizard,name",78,Product Cost Structure,Estructura Coste Productos
model,"ir.actions.wizard,name",101,Sign in / Sign out,Sign in / Sign out
model,"ir.actions.wizard,name",102,Print Timesheet by week,Imprimir TimeSheet por semana
model,"ir.actions.wizard,name",103,Print Timesheet by month,Imprimir TimeSheet por mes
model,"ir.actions.wizard,name",104,Print Attendance Error Report,
model,"ir.actions.wizard,name",105,Refund Invoice,Rechazar factura
model,"ir.actions.wizard,name",106,Pay Invoice,
model,"ir.actions.wizard,name",107,Spread amount,Cantidad Extendida
model,"ir.actions.wizard,name",108,Close Fiscal Year,
model,"ir.actions.wizard,name",109,Close Period,
model,"ir.actions.wizard,name",110,Close Journal,
model,"ir.actions.wizard,name",111,Automatic Reconciliation,
model,"ir.actions.wizard,name",112,Reconcile Entries,
model,"ir.actions.wizard,name",113,Reconcile Entries,
model,"ir.actions.wizard,name",114,Unreconcile Entries,
model,"ir.actions.wizard,name",115,Unreconcile Entries,
model,"ir.actions.wizard,name",116,Generate Subscription Entries,
model,"ir.actions.wizard,name",117,Aged Trial Balance,
model,"ir.actions.wizard,name",118,Partner Balance,Balance Cliente
model,"ir.actions.wizard,name",119,Third party ledger,Libro Contabilidad Tercerar Partes
model,"ir.actions.wizard,name",120,Budget,Presupuestos
model,"ir.actions.wizard,name",121,Account Balance,Balance Contable
model,"ir.actions.wizard,name",122,General Ledger,
model,"ir.actions.wizard,name",123,Confirm draft invoices,
model,"ir.actions.wizard,name",124,Cancel selected invoices,
model,"ir.actions.wizard,name",139,Standard entry,Entrada estandar
model,"ir.actions.wizard,name",140,Standard entry,Entrada estandar
model,"ir.actions.wizard,name",145,Bank reconciliation,Reconciliacion Banco
model,"ir.actions.wizard,name",158,Set Account charts,
model,"ir.actions.wizard,name",193,Wizard VAT Declaration,
model,"ir.actions.wizard,name",206,Analytic Journal,
model,"ir.actions.wizard,name",208,Analytic Balance,
model,"ir.actions.wizard,name",210,Inverted Analytic Balance,
model,"ir.actions.wizard,name",212,Cost Ledger,
model,"ir.actions.wizard,name",214,Cost Ledger (Only quantities),
model,"ir.actions.wizard,name",216,Year to Date Check,
model,"ir.actions.wizard,name",217,IntraStat,IntraStat
model,"ir.actions.wizard,name",218,Split move line,
model,"ir.actions.wizard,name",219,Partial picking, Picking parciales
model,"ir.actions.wizard,name",220,Track line,
model,"ir.actions.wizard,name",221,Picking Make,
model,"ir.actions.wizard,name",222,Return picking,
model,"ir.actions.wizard,name",227,Downstream traceability,
model,"ir.actions.wizard,name",228,Upstream traceability,
model,"ir.actions.wizard,name",229,Upstream traceability,
model,"ir.actions.wizard,name",230,Downstream traceability,
model,"ir.actions.wizard,name",265,Merge purchase,
model,"ir.actions.wizard,name",284,Compute all schedulers,Calcular todos schedulers
model,"ir.actions.wizard,name",285,Compute procurement,
model,"ir.actions.wizard,name",286,Compute Orderpoint,
model,"ir.actions.wizard,name",287,Workcenter load,
model,"ir.actions.wizard,name",309,Make invoices,Realizar Factura
model,"ir.actions.wizard,name",310,Make invoices,Realizar Factura
field",ir.attachment,description",0,Description,Descripcion proyecto
field",ir.attachment,res_model",0,Resource Model,Ressource Modelo
field",ir.attachment,link",0,Link,Link
field",ir.attachment,datas_fname",0,Data Filename,Datos del Fichero
field",ir.attachment,res_id",0,Resource ID,Ressource ID
field",ir.attachment,datas",0,Data,Datos
field",ir.attachment,name",0,Attachment Name,Nombre del Documento Adjunto
field",ir.cron,function",0,Function,Funcion 
field",ir.cron,args",0,Arguments,Argumentos
field",ir.cron,user_id",0,User,Usuario
field",ir.cron,name",0,Name,Nombre
field",ir.cron,interval_type",0,Interval Unit,Intervalo Unidades
field",ir.cron,numbercall",0,Number of calls,Numero de Llamadas
field",ir.cron,nextcall",0,Next call date,Fecha Ultima Llamada
field",ir.cron,priority",0,Priority (0=Very Urgent),Prioridad (0=Muy Urgente)
field",ir.cron,doall",0,Repeat all missed,Repetir Todos Perdidos
field",ir.cron,active",0,Active,Activo
field",ir.cron,interval_number",0,Interval Number,Numero Interno
field",ir.cron,model",0,Model,Modelo
field",ir.default,uid",0,Users,Usuario
field",ir.default,ref_table",0,Table Ref.,Tabla Ref.
field",ir.default,value",0,Default Value,Valor Por defecto
field",ir.default,ref_id",0,ID Ref.,ID Ref.
field",ir.default,field_tbl",0,Model,Modelo
field",ir.default,field_name",0,Model field,Campo Modelo
field",ir.default,page",0,View,Vista
field",ir.exports,export_fields",0,Export Id,
field",ir.exports,resource",0,Resource,
field",ir.exports,name",0,Export name,
field",ir.exports.line,export_id",0,Exportation,
field",ir.exports.line,name",0,Field name,
field",ir.model,info",0,Information,
field",ir.model,model",0,Object name,Modelo
field",ir.model,field_id",0,Fields,Campo ids
field",ir.model,name",0,Model name,Nombre
model,"ir.model,name",1,ir.sequence.type,ir.secuencia.tipo
model,"ir.model,name",2,ir.sequence,ir.secuencia
model,"ir.model,name",3,ir.ui.menu,
model,"ir.model,name",4,ir.ui.view,ir.ui.vista
model,"ir.model,name",5,ir.ui.view_sc,ir.ui.vista_sc
model,"ir.model,name",6,ir.actions.actions,ir.acciones.acciones
model,"ir.model,name",7,ir.actions.execute,ir.acciones.ejecutar
model,"ir.model,name",8,ir.actions.group,ir.acciones.grupo
model,"ir.model,name",9,ir.actions.report.custom,ir.acciones.reporte.cliente
model,"ir.model,name",10,ir.actions.report.xml,ir.acciones.reporte.xml
model,"ir.model,name",11,ir.actions.act_window,ir.acciones.acc_ventana
model,"ir.model,name",12,ir.actions.wizard,ir.actions.wizard
model,"ir.model,name",13,ir.default,ir.por_defecto
model,"ir.model,name",14,ir.model,ir.modelo
model,"ir.model,name",15,ir.model.fields,ir.modelo.campos
model,"ir.model,name",16,ir.model.access,ir.modelo.acceso
model,"ir.model,name",17,ir.model.data,ir.modelo.datos
model,"ir.model,name",18,ir.report.custom,ir.reporte.cliente
model,"ir.model,name",19,ir.report.custom.fields,ir.reporte.cliente.campos
model,"ir.model,name",20,ir.attachment,ir.attachment
model,"ir.model,name",21,ir.cron,ir.cron
model,"ir.model,name",22,ir.values,ir.valores
model,"ir.model,name",23,ir.translation,ir.traducciones
model,"ir.model,name",24,ir.exports,
model,"ir.model,name",25,ir.exports.line,
model,"ir.model,name",26,workflow,workflow
model,"ir.model,name",27,workflow.activity,workflow.actividad
model,"ir.model,name",28,workflow.transition,workflow.traduccion
model,"ir.model,name",29,workflow.instance,workflow.instance
model,"ir.model,name",30,workflow.workitem,
model,"ir.model,name",31,workflow.triggers,workflow.alarmas
model,"ir.model,name",32,Module Repository,Modulo Almacen
model,"ir.model,name",33,Module Category,Modulo categoria
model,"ir.model,name",34,Module,Modulo categoria
model,"ir.model,name",35,Module dependency,Modulo Dependencia
model,"ir.model,name",36,Function of the contact,
model,"ir.model,name",37,Country,
model,"ir.model,name",38,Country state,
model,"ir.model,name",39,Payment term,
model,"ir.model,name",40,Partner category types,Tipos Categoria Empresas
model,"ir.model,name",41,Partner Categories,Categorias Empresas
model,"ir.model,name",42,res.partner.title,res.empresa.titulo
model,"ir.model,name",43,Partner,
model,"ir.model,name",44,Bank Details,
model,"ir.model,name",45,Partner Contact,
model,"ir.model,name",46,Channels,
model,"ir.model,name",47,res.partner.som,res.empresa.som
model,"ir.model,name",48,res.partner.event,res.empresa.evento
model,"ir.model,name",49,Partner Events,
model,"ir.model,name",50,Currency,Moneda
model,"ir.model,name",51,res.company,
model,"ir.model,name",52,res.groups,res.grupos
model,"ir.model,name",53,res.roles,res.roles
model,"ir.model,name",54,res.lang,res.lang
model,"ir.model,name",55,res.users,res.usuarios
model,"ir.model,name",56,res.request,res.solicitud
model,"ir.model,name",57,res.request.link,res.solicitud.link
model,"ir.model,name",58,res.request.history,res.solicitud.historico
model,"ir.model,name",59,ir.property,
model,"ir.model,name",60,Product uom categ,Categ productos uom 
model,"ir.model,name",61,Product Unit of Measure,Unidad Medida Producto
model,"ir.model,name",62,Shipping Unit,
model,"ir.model,name",63,Product Category,Categoria del Producto
model,"ir.model,name",64,Product Template,Modelo Producto
model,"ir.model,name",65,Product,Produccion
model,"ir.model,name",66,Conditionnement,
model,"ir.model,name",67,Information about a product supplier,
model,"ir.model,name",68,pricelist.partnerinfo,
model,"ir.model,name",69,Price type,
model,"ir.model,name",70,Pricelist Type,
model,"ir.model,name",71,Pricelist,Lista de Precios
model,"ir.model,name",72,Pricelist Version,Version Lista Precios
model,"ir.model,name",73,Pricelist item,Lista_Precios item
model,"ir.model,name",74,Timesheet,Calendario
model,"ir.model,name",75,Employee Category,
model,"ir.model,name",76,Employee,Empleado
model,"ir.model,name",77,Timesheet Line,Calendario Linea
model,"ir.model,name",78,Action reason,Razon Accion
model,"ir.model,name",79,Attendance,Fichaje
model,"ir.model,name",80,Holidays Status,Estado Vacaciones
model,"ir.model,name",81,Holidays,Vacaciones
model,"ir.model,name",82,Payment Term,Forma de pago
model,"ir.model,name",83,Payment Term Line,Fora de pago Linea
model,"ir.model,name",84,Account Type,Tipo Cuenta
model,"ir.model,name",85,Account,Cuenta
model,"ir.model,name",86,Journal View,Vista Diario
model,"ir.model,name",87,Journal Column,Columna Diario
model,"ir.model,name",88,Journal,Diario
model,"ir.model,name",89,Banks,Bancos
model,"ir.model,name",90,Bank Accounts,Cuentas Banco
model,"ir.model,name",91,Fiscal Year,Año Fiscal
model,"ir.model,name",92,Account period,Periodo Contable
model,"ir.model,name",93,Journal - Period,Diario-Periodo
model,"ir.model,name",94,Account Entry,
model,"ir.model,name",95,Account Reconciliation,Contabilidad Reconciliacion
model,"ir.model,name",96,Bank Statement,
model,"ir.model,name",97,Bank Statement Line,
model,"ir.model,name",98,Tax Code,
model,"ir.model,name",99,Entry lines,
model,"ir.model,name",100,Tax,Impuesto
model,"ir.model,name",101,Budget item,
model,"ir.model,name",102,Budget item endowment,
model,"ir.model,name",103,Account Model,Modelo Contable
model,"ir.model,name",104,Account Model Entries,Entradas Modelo Contable
