"code","id","type","name"
6120,,"expense","Eau, gaz, électricité, vapeur"
61200,,"expense","Eau"
61201,,"expense","Gaz"
61202,,"expense","Electricité"
61203,,"expense","Vapeur"
6121,,"expense","Téléphone, télégrammes, télex, téléfax, frais postaux"
61210,,"expense","Téléphone"
61211,,"expense","Télégrammes"
61212,,"expense","Télex et téléfax"
61213,,"expense","Frais postaux"
6122,,"expense","Livres, bibliothèque"
6123,,"expense","Imprimés et fournitures de bureau"
613,,"expense","Rétributions de tiers"
6130,,"expense","Redevances et royalties"
61300,,"expense","Redevances pour brevets, licences, marques, accessoires"
61301,,"expense","Autres redevances"
6131,,"expense","Assurances non relatives au personnel"
61310,,"expense","Assurance incendie"
61311,,"expense","Assurance vol"
61312,,"expense","Assurance autos"
61313,,"expense","Assurance crédit"
61314,,"expense","Assurances frais généraux"
6132,,"expense","Divers"
61320,,"expense","Commissions aux tiers"
61321,,"expense","Honoraires d'avocats, d'experts, etc ..."
61322,,"expense","Cotisations aux groupements professionnels"
61323,,"expense","Dons, libéralités, ..."
61324,,"expense","Frais de contentieux"
61325,,"expense","Publications légales"
6133,,"expense","Transports et déplacements"
61330,,"expense","Transports de personnel"
61331,,"expense","Voyages, déplacements, représentations"
6134,,"expense","Personnel intérimaire"
614,,"expense","Annonces, publicité, propagande et documentation"
6140,,"expense","Annonces et insertions"
6141,,"expense","Catalogues et imprimés"
6142,,"expense","Echantillons"
6143,,"expense","Foires et expositions"
6144,,"expense","Primes"
6145,,"expense","Cadeaux à la clientèle"
6146,,"expense","Missions et réceptions"
6147,,"expense","Documentation"
615,,"expense","Sous-traitants"
6150,,"expense","Sous-traitants pour activités propres"
6151,,"expense","Sous-traitants d'associations momentanées"
6152,,"expense","Quote-part bénéficiaire des coparticipants"
61700,,"expense","Personnel intérimaire et personnes mises à la disposition  de l'entreprise"
61800,,"expense","Rémunérations, primes pour assurances extralégales, pensions de retraite et de survie des administrateurs, gérants et associés actifs qui ne sont pas attribuées en vertu d'un contrat de travail"
62,,"expense","REMUNERATIONS, CHARGES SOCIALES ET PENSIONS"
620,,"expense","Rémunérations et avantages sociaux directs"
6200,,"expense","Administrateurs ou gérants"
6201,,"expense","Personnel de direction"
6202,,"expense","Employés"
6203,,"expense","Ouvriers"
6204,,"expense","Autres membres du personnel"
621,,"expense","Cotisations patronales d'assurances sociales"
6210,,"expense","Sur salaires"
6211,,"expense","Sur appointements et commissions"
622,,"expense","Primes patronales pour assurances extralégales"
623,,"expense","Autres frais de personnel"
6230,,"expense","Assurances du personnel"
62300,,"expense","Assurances loi, responsabilité civile, chemin du travail"
62301,,"expense","Assurance salaire garanti"
62302,,"expense","Assurances individuelles"
6231,,"expense","Charges sociales diverses"
62310,,"expense","Jours fériés payés"
62311,,"expense","Salaire hebdomadaire garanti"
62312,,"expense","Allocations familiales complémentaires"
6232,,"expense","Charges sociales des administrateurs, gérants et commissaires"
62320,,"expense","Allocations familiales complémentaires pour non salariés"
62321,,"expense","Lois sociales pour indépendants"
62322,,"expense","Divers"
624,,"expense","Pensions de retraite et de survie"
6240,,"expense","Administrateurs et gérants"
6241,,"expense","Personnel"
625,,"expense","Provision pour pécule de vacances"
6250,,"expense","Dotations"
6251,,"expense","Utilisations et reprises"
63,,"expense","AMORTISSEMENTS, REDUCTIONS DE VALEUR ET PROVISIONS POUR RISQUES ET CHARGES"
630,,"expense","Dotations aux amortissements et aux réductions de valeur sur immobilisations"
6300,,"expense","Dotations aux amortissements sur frais d'établissement"
6301,,"expense","Dotations aux amortissements sur immobilisations incorporelles"
6302,,"expense","Dotations aux amortissements sur immobilisations corporelles"
6308,,"expense","Dotations aux réductions de valeur sur immobilisations incorporelles"
6309,,"expense","Dotations aux réductions de valeur sur immobilisations corporelles"
631,,"expense","Réductions de valeur sur stocks"
6310,,"expense","Dotations"
6311,,"expense","Reprises"
632,,"expense","Réductions de valeur sur commandes en cours d'exécution"
6320,,"expense","Dotations"
6321,,"expense","Reprises"
633,,"expense","Réductions de valeur sur créances commerciales à plus d'un an"
6330,,"expense","Dotations"
6331,,"expense","Reprises"
634,,"expense","Réductions de valeur sur créances commerciales à un an au plus"
6340,,"expense","Dotations"
6341,,"expense","Reprises"
635,,"expense","Provisions pour pensions et obligations similaires"
6350,,"expense","Dotations"
6351,,"expense","Utilisations et reprises"
636,,"expense","Provisions pour grosses réparations et gros entretiens"
6360,,"expense","Dotations"
6361,,"expense","Utilisations et reprises"
637,,"expense","Provisions pour autres risques et charges"
6370,,"expense","Dotations "
6371,,"expense","Utilisations et reprises"
64,,"expense","AUTRES CHARGES D'EXPLOITATION"
640,,"expense","Charges fiscales d'exploitation"
6400,,"expense","Taxes et impôts directs"
64000,,"expense","Taxes sur autos et camions"
6401,,"expense","Taxes et impôts indirects"
64010,,"expense","Timbres fiscaux pris en charge par la firme"
64011,,"expense","Droits d'enregistrement"
64012,,"expense","T.V.A. non déductible"
6402,,"expense","Impôts provinciaux et communaux"
64020,,"expense","Taxe sur la force motrice"
64021,,"expense","Taxe sur le personnel occupé"
6403,,"expense","Taxes diverses"
641,,"expense","Moins-values sur réalisations courantes d'immobilisations corporelles"
642,,"expense","Moins-values sur réalisations de créances commerciales"
643,,"expense","à 648 Charges d'exploitations diverses"
649,,"expense","Charges d'exploitation portées à l'actif au titre de restructuration"
65,,"expense","CHARGES FINANCIERES"
650,,"expense","Charges des dettes"
6500,,"expense","Intérêts, commissions et frais afférents aux dettes"
6501,,"expense","Amortissements des agios et frais d'émission d'emprunts"
6502,,"expense","Autres charges de dettes"
6503,,"expense","Intérêts intercalaires portés à l'actif"
651,,"expense","Réductions de valeur sur actifs circulants"
6510,,"expense","Dotations "
6511,,"expense","Reprises"
652,,"expense","Moins-values sur réalisation d'actifs circulants"
653,,"expense","Charges d'escompte de créances"
654,,"expense","Différences de change"
655,,"expense","Ecarts de conversion des devises"
656,,"expense","Frais de banques, de chèques postaux"
657,,"expense","Commissions sur ouvertures de crédit, cautions, avals"
658,,"expense","Frais de vente des titres"
66,,"expense","CHARGES EXCEPTIONNELLES"
660,,"expense","Amortissements et réductions de valeur exceptionnels"
6600,,"expense","Sur frais d'établissement"
6601,,"expense","Sur immobilisations incorporelles"
6602,,"expense","Sur immobilisations corporelles"
661,,"expense","Réductions de valeur sur immobilisations financières"
662,,"expense","Provisions pour risques et charges exceptionnels"
663,,"expense","Moins-values sur réalisation d'actifs immobilisés"
6630,,"expense","Sur immobilisations incorporelles"
6631,,"expense","Sur immobilisations corporelles"
6632,,"expense","Sur immobilisations détenues en location-financement et droits similaires"
6633,,"expense","Sur immobilisations financières"
6634,,"expense","Sur immeubles acquis ou construits en vue de la revente"
668,,"expense","Autres charges exceptionnelles"
664,,"expense","Pénalités et amendes diverses"
665,,"expense","Différence de charge"
669,,"expense","Charges exceptionnelles transférées à l'actif en frais de restructuration"
67,,"expense","IMPOTS SUR LE RESULTAT"
670,,"expense","Impôts belges sur le résultat de l'exercice"
6700,,"expense","Impôts et précomptes dus ou versés"
6701,,"expense","Excédent de versements d'impôts et précomptes porté à l'actif"
6702,,"expense","Charges fiscales estimées"
671,,"expense","Impôts belges sur le résultat d'exercices antérieurs"
6710,,"expense","Suppléments d'impôts dus ou versés"
6711,,"expense","Suppléments d'impôts estimés"
6712,,"expense","Provisions fiscales constituées"
672,,"expense","Impôts étrangers sur le résultat de l'exercice"
673,,"expense","Impôts étrangers sur le résultat d'exercices antérieurs"
68,,"expense","TRANSFERTS AUX RESERVES IMMUNISEES"
69,,"expense","AFFECTATION DES RESULTATS"
690,,"expense","Perte reportée de l'exercice précédent"
691,,"expense","Dotation à la réserve légale"
692,,"expense","Dotation aux autres réserves"
693,,"expense","Bénéfice à reporter"
694,,"expense","Rémunération du capital"
695,,"expense","Administrateurs ou gérants"
696,,"expense","Autres allocataires"
7,,"income","CLASSE 7. - PRODUITS"
70,,"income","CHIFFRE D'AFFAIRES"
700,,"income","Ventes de marchandises"
7000,,"income","Ventes en Belgique"
7001,,"income","Ventes dans les pays membres de la C.E.E."
7002,,"income","Ventes à l'exportation"
701,"a_sale","income","Ventes de produits finis"
7010,,"income","Ventes en Belgique"
7011,,"income","Ventes dans les pays membres de la C.E.E."
7012,,"income","Ventes à l'exportation"
702,,"income","Ventes de déchets et rebuts"
7020,,"income","Ventes en Belgique"
7021,,"income","Ventes dans les pays membres de la C.E.E."
7022,,"income","Ventes à l'exportation"
703,,"income","Ventes d'emballages récupérables"
704,,"income","Facturations des travaux en cours"
705,,"income","Prestations de services"
7050,,"income","Prestations de services en Belgique"
7051,,"income","Prestations de services dans les pays membres de la C.E.E."
7052,,"income","Prestations de services en vue de l'exportation"
706,,"income","Pénalités et dédits obtenus par l'entreprise"
708,,"income","Remises, ristournes et rabais accordés"
7080,,"income","Sur ventes de marchandises"
7081,,"income","Sur ventes de produits finis"
7082,,"income","Sur ventes de déchets et rebuts"
7083,,"income","Sur prestations de services"
7084,,"income","Mali sur travaux facturés aux associations momentanées"
71,,"income","VARIATION DES STOCKS ET DES COMMANDES EN COURS D'EXECUTION"
712,,"income","Des en cours de fabrication"
713,,"income","Des produits finis"
715,,"income","Des immeubles construits destinés à la vente"
717,,"income","Des commandes en cours d'exécution"
7170,,"income","Commandes en cours - Coût de revient"
71700,,"income","Coût des commandes en cours d'exécution"
71701,,"income","Coût des travaux en cours des associations momentanées"
7171,,"income","Bénéfices portés en compte sur commandes en cours"
71710,,"income","Sur commandes en cours d'exécution"
71711,,"income","Sur travaux en cours des associations momentanées"
72,,"income","PRODUCTION IMMOBILISEE"
720,,"income","En frais d'établissement"
721,,"income","En immobilisations incorporelles"
722,,"income","En immobilisations corporelles"
723,,"income","En immobilisations en cours"
74,,"income","AUTRES PRODUITS D'EXPLOITATION"
740,,"income","Subsides d'exploitation et montants compensatoires"
741,,"income","Plus-values sur réalisations courantes d'immobilisations corporelles"
742,,"income","Plus-values sur réalisations de créances commerciales"
743,,"income","Produits de services exploités dans l'intérêt du personnel"
744,,"income","Commissions et courtages"
745,,"income","Redevances pour brevets et licences"
746,,"income","Prestations de services"
747,,"income","Revenus des immeubles affectés aux activités non professionnelles"
748,,"income","Locations diverses à caractère professionnel"
749,,"income","Produits divers"
7490,,"income","Bonis sur reprises d'emballages consignés"
7491,,"income","Bonis sur travaux en associations momentanées"
75,,"income","PRODUITS FINANCIERS"
750,,"income","Produits des immobilisations financières"
7500,,"income","Revenus des actions"
7501,,"income","Revenus des obligations"
7502,,"income","Revenus des créances à plus d'un an"
751,,"income","Produits des actifs circulants"
752,,"income","Plus-values sur réalisations d'actifs circulants"
753,,"income","Subsides en capital et en intérêts"
754,,"income","Différences de change"
755,,"income","Ecarts de conversion des devises"
756,,"income","Produits des autres créances"
757,,"income","Escomptes obtenus"
76,,"income","PRODUITS EXCEPTIONNELS"
760,,"income","Reprises d'amortissements et de réductions de valeur"
7600,,"income","Sur immobilisations incorporelles"
7601,,"income","Sur immobilisations corporelles"
761,,"income","Reprises de réductions de valeur sur immobilisations financières"
762,,"income","Reprises de provisions pour risques et charges exceptionnelles"
763,,"income","Plus-values sur réalisation d'actifs immobilisés"
7630,,"income","Sur immobilisations incorporelles"
7631,,"income","Sur immobilisations corporelles"
7632,,"income","Sur immobilisations financières"
764,,"income","Autres produits exceptionnels"
77,,"income","REGULARISATIONS D'IMPOTS ET REPRISES DE PROVISIONS FISCALES"
771,,"income","Impôts belges sur le résultat"
7710,,"income","Régularisations d'impôts dus ou versés"
7711,,"income","Régularisations d'impôts estimés"
7712,,"income","Reprises de provisions fiscales"
773,,"income","Impôts étrangers sur le résultat"
79,,"income","AFFECTATION AUX RESULTATS"
790,,"income","Bénéfice reporté de l'exercice précédent"
791,,"income","Prélèvement sur le capital et les primes d'émission"
792,,"income","Prélèvement sur les réserves"
793,,"income","Perte à reporter"
794,,"income","Intervention d'associés"
