756;à 759 Produits financiers divers
756;Produits des autres créances
757;Escomptes obtenus
76;PRODUITS EXCEPTIONNELS
760;Reprises d'amortissements et de réductions de valeur
7600;Sur immobilisations incorporelles
7601;Sur immobilisations corporelles
761;Reprises de réductions de valeur sur immobilisations financières
762;Reprises de provisions pour risques et charges exceptionnelles
763;Plus-values sur réalisation d'actifs immobilisés
7630;Sur immobilisations incorporelles
7631;Sur immobilisations corporelles
7632;Sur immobilisations financières
764;Autres produits exceptionnels
77;REGULARISATIONS D'IMPOTS ET REPRISES DE PROVISIONS FISCALES
771;Impôts belges sur le résultat
7710;Régularisations d'impôts dus ou versés
7711;Régularisations d'impôts estimés
7712;Reprises de provisions fiscales
773;Impôts étrangers sur le résultat
79;AFFECTATION AUX RESULTATS
790;Bénéfice reporté de l'exercice précédent
791;Prélèvement sur le capital et les primes d'émission
792;Prélèvement sur les réserves
793;Perte à reporter
794;Intervention d'associés
0;CLASSE 0. DROITS ET ENGAGEMENTS HORS BILAN
00;GARANTIES CONSTITUEES PAR DES TIERS POUR COMPTE DE L'ENTREPRISE
000;Créanciers, bénéficiaires de garanties de tiers
001;Tiers constituants de garanties pour compte de l'entreprise
01;GARANTIES CONSTITUEES POUR COMPTE DE TIERS
010;Débiteurs pour engagements sur effets
011;Créanciers d'engagements sur effets
0110;Effets cédés par l'entreprise sous endos
0111;Autres engagements sur effets en circulation
012;Débiteurs pour autres garanties personnelles
013;Créanciers d'autres garanties personnelles
02;GARANTIES REELLES CONSTITUEES SUR AVOIRS PROPRES
020;Créanciers de l'entreprise, bénéficiaires de garanties réelles
021;Garanties réelles constituées pour compte propre
022;Créanciers de tiers, bénéficiaires de garanties réelles
023;Garanties réelles constituées pour compte de tiers
03;GARANTIES RECUES
030;Dépôts statutaires
031;Déposants statutaires
032;Garanties reçues
033;Constituants de garanties
04;BIENS ET VALEURS DETENUS PAR DES TIERS
040;Tiers, détenteurs en leur nom mais aux risques et profits de l'entreprise de biens et de valeurs
041;Biens et valeurs détenus par des tiers en leur nom mais aux risques et profits de l'entreprise
05;ENGAGEMENTS D'ACQUISITION ET DE CESSION D'IMMOBILISATION
050;Engagements d'acquisition
051;Créanciers d'engagements d'acquisition
052;Débiteurs pour engagements de cession
053;Engagements de cession
06;MARCHES A TERME
060;Marchandises achetées à terme - à recevoir
061;Créanciers pour marchandises achetées à terme
062;Débiteurs pour marchandises vendues à terme - à livrer
063;Marchandises vendues à terme - à livrer
064;Devises achetées à terme - à recevoir
065;Créanciers pour devises achetées à terme
066;Débiteurs pour devises vendues à terme
067;Devises vendues à terme - à livrer
07;BIENS ET VALEURS DE TIERS DETENUS PAR L'ENTREPRISE
070;Droits d'usage à long terme
0700;Sur terrains et constructions
0701;Sur installations, machines et outillage
0702;Sur mobilier et matériel roulant
071;Créanciers de loyers et redevances
072;Biens et valeurs de tiers reçus en dépôt, en consignation, ou à façon
073;Commettants et déposants de biens et valeurs
074;Biens et valeurs détenus pour compte ou aux risques et profits de tiers
075;Créanciers de biens et valeurs détenus pour compte de tiers ou à leurs risques et profits
09;DROITS ET ENGAGEMENTS DIVERS
