JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
ACH	ACHATS	ACH000050	20181119	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181119	ULTRA	0,00	10,33	AU		20190725		
ACH	ACHATS	ACH000051	20181119	62510000	VOYAGES ET DEPLACEMENT			x	20181119	RATP MASSY	13,10	0,00			20190725		
ACH	ACHATS	ACH000051	20181119	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181119	RATP MASSY	0,00	13,10	AU		20190725		
ACH	ACHATS	ACH000052	20181119	62570000	RECEPTIONS			x	20181119	EPIGO SAS	18,80	0,00			20190725		
ACH	ACHATS	ACH000052	20181119	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181119	EPIGO SAS	0,00	18,80	AU		20190725		
BQ	BQ 552	BQ000026	20181120	46700000	CARTE BLEUE			x	20181120	PRLV SEPA AUTOROUTES DU	29,00	0,00	AA		20190725		
BQ	BQ 552	BQ000026	20181120	51200000	BANQUE 124			x	20181120	PRLV SEPA AUTOROUTES DU	0,00	29,00			20190725		
ACH	ACHATS	ACH000053	20181123	62510000	VOYAGES ET DEPLACEMENT			x	20181123	RATP MASSY	13,10	0,00			20190725		
ACH	ACHATS	ACH000053	20181123	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181123	RATP MASSY	0,00	13,10	AU		20190725		
ACH	ACHATS	ACH000054	20181123	62510000	VOYAGES ET DEPLACEMENT			x	20181123	ULTRA	10,43	0,00			20190725		
ACH	ACHATS	ACH000054	20181123	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181123	ULTRA	0,00	10,43	AU		20190725		
BQ	BQ 552	BQ000027	20181123	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181123	211118 CB****8537	0,00	0,01	AU		20190725		
BQ	BQ 552	BQ000027	20181123	51200000	BANQUE 124			x	20181123	211118 CB****8537	0,01	0,00			20190725		
ACH	ACHATS	ACH000055	20181126	62510000	VOYAGES ET DEPLACEMENT			x	20181126	STATION BELL	109,00	0,00			20190725		
ACH	ACHATS	ACH000055	20181126	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181126	STATION BELL	0,00	109,00	AU		20190725		
ACH	ACHATS	ACH000056	20181126	62510000	VOYAGES ET DEPLACEMENT			x	20181126	STTIONNEMENT	0,70	0,00			20190725		
ACH	ACHATS	ACH000056	20181126	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181126	STTIONNEMENT	0,00	0,70	AU		20190725		
ACH	ACHATS	ACH000057	20181126	62570000	RECEPTIONS			x	20181126	L'OLIVE OIL	23,20	0,00			20190725		
ACH	ACHATS	ACH000057	20181126	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181126	L'OLIVE OIL	0,00	23,20	AU		20190725		
ACH	ACHATS	ACH000058	20181126	62570000	RECEPTIONS			x	20181126	LE BISTROT 554	15,00	0,00			20190725		
ACH	ACHATS	ACH000058	20181126	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181126	LE BISTROT 554	0,00	15,00	AU		20190725		
BQ	BQ 552	BQ000028	20181126	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20181126	124 Solution	75,60	0,00	AB		20190725		
BQ	BQ 552	BQ000028	20181126	51200000	BANQUE 124			x	20181126	124 Solution	0,00	75,60			20190725		
ACH	ACHATS	ACH000059	20181127	62560000	MISSIONS			x	20181127	HOTEL LATERAL PARK	84,00	0,00			20190725		
ACH	ACHATS	ACH000059	20181127	63500000	AUTRES IMPOTS TAXES ET VERSEMN			x	20181127	HOTEL LATERAL PARK TAXE SEJOUR	2,47	0,00			20190725		
ACH	ACHATS	ACH000059	20181127	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181127	HOTEL LATERAL	0,00	86,47	AU		20190725		
ACH	ACHATS	ACH000060	20181127	62570000	RECEPTIONS			x	20181127	FATDO DT24	14,60	0,00			20190725		
ACH	ACHATS	ACH000060	20181127	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181127	FATDO DT24	0,00	14,60	AU		20190725		
ACH	ACHATS	ACH000061	20181128	62560000	MISSIONS			x	20181128	HOTEL 2 EYES	102,70	0,00			20190725		
ACH	ACHATS	ACH000061	20181128	63500000	AUTRES IMPOTS TAXES ET VERSEMN			x	20181128	HOTEL 2 EYES	1,00	0,00			20190725		
ACH	ACHATS	ACH000061	20181128	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181128	HOTEL 2 EYES	0,00	103,70	AU		20190725		
ACH	ACHATS	ACH000062	20181128	62570000	RECEPTIONS			x	20181128	BRASSERIE MIDNIGHT	12,00	0,00			20190725		
ACH	ACHATS	ACH000062	20181128	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181128	BRASSERIE MIDNIGHT	0,00	12,00	AU		20190725		
BQ	BQ 552	BQ000029	20181128	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20181128	SARL PARTNER01	49,80	0,00	AA		20190725		
BQ	BQ 552	BQ000029	20181128	51200000	BANQUE 124			x	20181128	SARL PARTNER01	0,00	49,80			20190725		
BQ	BQ 552	BQ000030	20181128	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20181128	SARL PARTNER01	1033,20	0,00	AA		20190725		
BQ	BQ 552	BQ000030	20181128	51200000	BANQUE 124			x	20181128	SARL PARTNER01	0,00	1033,20			20190725		
BQ	BQ 552	BQ000031	20181128	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20181128	SARL PARTNER01	1098,00	0,00	AA		20190725		
BQ	BQ 552	BQ000031	20181128	51200000	BANQUE 124			x	20181128	SARL PARTNER01	0,00	1098,00			20190725		
SA	SALAIRES	SA000003	20181130	64110000	SALAIRES APOINTEMENTS			x	20181130	SALAIRE 11-18	5602,46	0,00			20190725		
SA	SALAIRES	SA000003	20181130	64510000	COTISATIONS URSAAF			x	20181130	COTISATION BEARAF 11-18	1945,20	0,00			20190725		
SA	SALAIRES	SA000003	20181130	64530000	CAISSE DE RETRAITES			x	20181130	RETRAITE 11-18	529,98	0,00			20190725		
SA	SALAIRES	SA000003	20181130	64550000	PREVOYANCES			x	20181130	PREVOYANCE11-18	72,47	0,00			20190725		
SA	SALAIRES	SA000003	20181130	64520000	MUTUELLES			x	20181130	MUTUELLES 11-18	32,12	0,00			20190725		
SA	SALAIRES	SA000003	20181130	43100000	SECURITE SOCIAL			x	20181130	BEARAF 11-18	0,00	2740,15	AA		20190725		
SA	SALAIRES	SA000003	20181130	43700000	AUTRES ORGANISMES SOCIAUX			x	20181130	RELONELY AGIRC/ARRCO 11-18	0,00	867,08	AA		20190725		
SA	SALAIRES	SA000003	20181130	43700000	AUTRES ORGANISMES SOCIAUX			x	20181130	CALVIN PREVOYANCE 11-18	0,00	95,27	AA		20190725		
SA	SALAIRES	SA000003	20181130	43700000	AUTRES ORGANISMES SOCIAUX			x	20181130	MUTUELLES 11-18	0,00	64,24	AA		20190725		
SA	SALAIRES	SA000003	20181130	42100000	PERSONNEL REMUNERATION DUES			x	20181130	REMUNERATION DUES 11-18	0,00	4229,70	AB		20190725		
SA	SALAIRES	SA000003	20181130	79100000	TRANSFERT DE CHARGES			x	20181130	AVANTAGE EN NATURE 11-18	0,00	185,79			20190725		
ACH	ACHATS	ACH000063	20181203	60610100	GAZOIL			x	20181203	GAZOLE	81,67	0,00			20190725		
ACH	ACHATS	ACH000063	20181203	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181203	GAZOLE	16,34	0,00	AA		20190725		
ACH	ACHATS	ACH000063	20181203	46700000	CARTE BLEUE			x	20181203	GAZOLE	0,00	98,01	AA		20190725		
ACH	ACHATS	ACH000064	20181203	62510000	VOYAGES ET DEPLACEMENT			x	20181203	FLIGHT ESPRIT IN JANUARY	106,09	0,00			20190725		
ACH	ACHATS	ACH000064	20181203	46700000	CARTE BLEUE			x	20181203	FLIGHT ESPRIT IN JANUARY	0,00	106,09	AA		20190725		
ACH	ACHATS	ACH000065	20181203	62560000	MISSIONS			x	20181203	LUNCH	9,20	0,00			20190725		
ACH	ACHATS	ACH000065	20181203	46700000	CARTE BLEUE			x	20181203	LUNCH	0,00	9,20	AA		20190725		
ACH	ACHATS	ACH000066	20181203	62560000	MISSIONS			x	20181203	BOULANGERIE	8,30	0,00			20190725		
ACH	ACHATS	ACH000066	20181203	46700000	CARTE BLEUE			x	20181203	BOULANGERIE	0,00	8,30	AA		20190725		
ACH	ACHATS	ACH000067	20181203	61350000	LOCATION MOBILIERE			x	20181203	CAR RENTAL FOR ESPRIT WEEK	151,53	0,00			20190725		
ACH	ACHATS	ACH000067	20181203	46700000	CARTE BLEUE			x	20181203	CAR RENTAL FOR ESPRIT WEEK	0,00	151,53	AA		20190725		
ACH	ACHATS	ACH000068	20181203	62560000	MISSIONS			x	20181203	DINNER ON THE TOAD	6,90	0,00			20190725		
ACH	ACHATS	ACH000068	20181203	46700000	CARTE BLEUE			x	20181203	DINNER ON THE TOAD	0,00	6,90	AA		20190725		
ACH	ACHATS	ACH000069	20181203	60610100	GAZOIL			x	20181203	GAZOLE	77,46	0,00			20190725		
ACH	ACHATS	ACH000069	20181203	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181203	GAZOLE	15,49	0,00	AA		20190725		
ACH	ACHATS	ACH000069	20181203	46700000	CARTE BLEUE			x	20181203	GAZOLE	0,00	92,95	AA		20190725		
ACH	ACHATS	ACH000070	20181203	62560000	MISSIONS			x	20181203	LUNCH	15,00	0,00			20190725		
ACH	ACHATS	ACH000070	20181203	46700000	CARTE BLEUE			x	20181203	LUNCH	0,00	15,00	AA		20190725		
BQ	BQ 552	BQ000032	20181203	46700000	CARTE BLEUE			x	20181203	CB	2197,96	0,00	AA		20190725		
BQ	BQ 552	BQ000032	20181203	51200000	BANQUE 124			x	20181203	CB	0,00	2197,96			20190725		
ACH	ACHATS	ACH000071	20181210	62570000	RECEPTIONS			x	20181210	LA BOUCHERIE	44,70	0,00			20190725		
ACH	ACHATS	ACH000071	20181210	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181210	LA BOUCHERIE	4,95	0,00	AA		20190725		
ACH	ACHATS	ACH000071	20181210	46700000	CARTE BLEUE			x	20181210	LA BOUCHERIE	0,00	49,65	AA		20190725		
BQ	BQ 552	BQ000033	20181210	42100000	PERSONNEL REMUNERATION DUES			x	20181210	THOMAS 432	4229,70	0,00	AB		20190725		
BQ	BQ 552	BQ000033	20181210	51200000	BANQUE 124			x	20181210	THOMAS 432	0,00	4229,70			20190725		
ACH	ACHATS	ACH000072	20181211	62560000	MISSIONS			x	20181211	LE ACROPHONE	83,05	0,00			20190725		
ACH	ACHATS	ACH000072	20181211	46700000	CARTE BLEUE			x	20181211	LE ACROPHONE	0,00	83,05	AA		20190725		
ACH	ACHATS	ACH000073	20181211	62560000	MISSIONS			x	20181211	BOULANGERIE GROT SKY	12,55	0,00			20190725		
ACH	ACHATS	ACH000073	20181211	46700000	CARTE BLEUE			x	20181211	BOULANGERIE GROT SKY	0,00	12,55	AA		20190725		
ACH	ACHATS	ACH000074	20181211	62560000	MISSIONS			x	20181211	BOULANGERIE GROT SKY	3,75	0,00			20190725		
ACH	ACHATS	ACH000074	20181211	46700000	CARTE BLEUE			x	20181211	BOULANGERIE GROT SKY	0,00	3,75	AA		20190725		
ACH	ACHATS	ACH000075	20181211	62560000	MISSIONS			x	20181211	HOTEL KYEMIRATE LYON	240,30	0,00			20190725		
ACH	ACHATS	ACH000075	20181211	46700000	CARTE BLEUE			x	20181211	HOTEL KYEMIRATE LYON	0,00	240,30	AA		20190725		
BQ	BQ 552	BQ000034	20181211	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20181211	BANQUE 123	12,00	0,00			20190725		
BQ	BQ 552	BQ000034	20181211	51200000	BANQUE 124			x	20181211	BANQUE 123	0,00	12,00			20190725		
ACH	ACHATS	ACH000076	20181212	62260000	HONORAIRES			x	20181212	ACOMPTE TRAITEMENT COMPTA NOV	63,00	0,00			20190725		
ACH	ACHATS	ACH000076	20181212	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181212	ACOMPTE TRAITEMENT COMPTA NOV	12,60	0,00	AA		20190725		
ACH	ACHATS	ACH000076	20181212	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20181212	ACOMPTE TRAITEMENT COMPTA NOV	0,00	75,60	AC		20190725		
ACH	ACHATS	ACH000077	20181212	62570000	RECEPTIONS			x	20181212	HAPPY MICHELLE	14,50	0,00			20190725		
ACH	ACHATS	ACH000077	20181212	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181212	HAPPY MICHELLE	0,80	0,00	AA		20190725		
ACH	ACHATS	ACH000077	20181212	46700000	CARTE BLEUE			x	20181212	HAPPY MICHELLE	0,00	15,30	AA		20190725		
ACH	ACHATS	ACH000078	20181212	60610100	GAZOIL			x	20181212	GAZOLE	91,51	0,00			20190725		
ACH	ACHATS	ACH000078	20181212	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181212	GAZOLE	18,30	0,00	AA		20190725		
ACH	ACHATS	ACH000078	20181212	46700000	CARTE BLEUE			x	20181212	GAZOLE	0,00	109,81	AA		20190725		
ACH	ACHATS	ACH000079	20181217	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20181217	GENERIC FOURNITURES	30,60	0,00			20190725		
ACH	ACHATS	ACH000079	20181217	46700000	CARTE BLEUE			x	20181217	GENERIC FOURNITURES	0,00	30,60	AA		20190725		
ACH	ACHATS	ACH000080	20181217	62560000	MISSIONS			x	20181217	CHEZ 521 RESTAURANT	22,30	0,00			20190725		
ACH	ACHATS	ACH000080	20181217	46700000	CARTE BLEUE			x	20181217	CHEZ 521 RESTAURANT	0,00	22,30	AA		20190725		
BQ	BQ 552	BQ000035	20181219	43100000	SECURITE SOCIAL			x	20181219	BEARAF	2740,00	0,00	AA		20190725		
BQ	BQ 552	BQ000035	20181219	51200000	BANQUE 124			x	20181219	BEARAF	0,00	2740,00			20190725		
OD	OPERATIONS DIVERSES	OD 000003	20181219	43100000	SECURITE SOCIAL			x	20181219	Diff�rence lettrage	0,15	0,00	AA		20190725		
OD	OPERATIONS DIVERSES	OD 000003	20181219	64510000	COTISATIONS URSAAF			x	20181219	Diff�rence lettrage	0,00	0,15			20190725		
BQ	BQ 552	BQ000036	20181221	62510000	VOYAGES ET DEPLACEMENT			x	20181221	PRST AUTOROUTES	241,90	0,00			20190725		
BQ	BQ 552	BQ000036	20181221	51200000	BANQUE 124			x	20181221	PRST AUTOROUTES	0,00	241,90			20190725		
BQ	BQ 552	BQ000037	20181224	42100000	PERSONNEL REMUNERATION DUES			x	20181224	THOMAS 432	2467,79	0,00	AD		20190725		
BQ	BQ 552	BQ000037	20181224	51200000	BANQUE 124			x	20181224	THOMAS 432	0,00	2467,79			20190725		
BQ	BQ 552	BQ000038	20181224	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20181224	124 SOLUTION	75,60	0,00	AC		20190725		
BQ	BQ 552	BQ000038	20181224	51200000	BANQUE 124			x	20181224	124 SOLUTION	0,00	75,60			20190725		
BQ	BQ 552	BQ000039	20181224	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181224	THOMAS 432	75,00	0,00	AU		20190725		
BQ	BQ 552	BQ000039	20181224	51200000	BANQUE 124			x	20181224	THOMAS 432	0,00	75,00			20190725		
OD	OPERATIONS DIVERSES	OD 000004	20181224	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20181224	Diff�rence lettrage	0,17	0,00	AU		20190725		
OD	OPERATIONS DIVERSES	OD 000004	20181224	75800000	PRODUITS DIVERS DE GESTION			x	20181224	Diff�rence lettrage	0,00	0,17			20190725		
ACH	ACHATS	ACH000081	20181226	62510000	VOYAGES ET DEPLACEMENT			x	20181226	ULTRA	32,22	0,00			20190725			
ACH	ACHATS	ACH000081	20181226	46700000	CARTE BLEUE			x	20181226	ULTRA	0,00	32,22	AA		20190725		
BQ	BQ 552	BQ000040	20181226	46700000	CARTE BLEUE			x	20181226	PRST SFR	50,42	0,00	AA		20190725		
BQ	BQ 552	BQ000040	20181226	51200000	BANQUE 124			x	20181226	PRST SFR	0,00	50,42			20190725		
ACH	ACHATS	ACH000082	20181228	62260000	HONORAIRES			x	20181228	CABINET BLEUE AVOCAT	645,00	0,00			20190725		
ACH	ACHATS	ACH000082	20181228	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181228	CABINET BLEUE AVOCAT	129,00	0,00	AA		20190725		
ACH	ACHATS	ACH000082	20181228	46700000	CARTE BLEUE			x	20181228	CABINET BLEUE AVOCAT	0,00	774,00	AA		20190725		
SA	SALAIRES	SA000004	20181230	64110000	SALAIRES APOINTEMENTS			x	20181230	SALAIRE 12/18	3386,55	0,00			20190725		
SA	SALAIRES	SA000004	20181230	64510000	COTISATIONS URSAAF			x	20181230	COTISATION BEARAF 12-18	1074,29	0,00			20190725		
SA	SALAIRES	SA000004	20181230	64530000	CAISSE DE RETRAITES			x	20181230	RETRAITE 12-18	309,32	0,00			20190725		
SA	SALAIRES	SA000004	20181230	64550000	PREVOYANCES			x	20181230	PREVOYANCE 12-18	44,48	0,00			20190725		
SA	SALAIRES	SA000004	20181230	64520000	MUTUELLES			x	20181230	MUTUELLES	32,12	0,00			20190725		
SA	SALAIRES	SA000004	20181230	43100000	SECURITE SOCIAL			x	20181230	BEARAF 12-18	0,00	1565,40	AB		20190725		
SA	SALAIRES	SA000004	20181230	43700000	AUTRES ORGANISMES SOCIAUX			x	20181230	RELONELY AGIRC/ARRCO 12-18	0,00	506,62	AA		20190725		
SA	SALAIRES	SA000004	20181230	43700000	AUTRES ORGANISMES SOCIAUX			x	20181230	CALVIN PREVOYANCE 12-18	0,00	56,92	AA		20190725		
SA	SALAIRES	SA000004	20181230	43700000	AUTRES ORGANISMES SOCIAUX			x	20181230	MUTUELLES 12-18	0,00	64,24	AA		20190725		
SA	SALAIRES	SA000004	20181230	42100000	PERSONNEL REMUNERATION DUES			x	20181230	REMUNERATION DUES 12-18	0,00	2467,79	AD		20190725		
SA	SALAIRES	SA000004	20181230	79100000	TRANSFERT DE CHARGES			x	20181230	AVANTAGE EN NATURE 12-18	0,00	185,79			20190725		
ACH	ACHATS	ACH000083	20181231	61320000	LOCATIONS PARTNER01			x	20181231	PARTNER01 TEL ET AFFRANCHISSEMEN	20,86	0,00			20190725		
ACH	ACHATS	ACH000083	20181231	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181231	PARTNER01 TEL ET AFFRANCHISSEMEN	4,17	0,00	AA		20190725		
ACH	ACHATS	ACH000083	20181231	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20181231	PARTNER01 TEL ET AFFRANCHISSEMEN	0,00	25,03	AC		20190725		
OD	OPERATIONS DIVERSES	OD 000005	20181231	46700000	CARTE BLEUE			x	20181231	FRAIS DIVERS MISSIONS CB	0,00	616,05	AA		20190725		
OD	OPERATIONS DIVERSES	OD 000005	20181231	62510000	VOYAGES ET DEPLACEMENT			x	20181231	FRAIS DIVERS MISSIONS CB	616,05	0,00			20190725		
OD	OPERATIONS DIVERSES	OD 000006	20181231	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20181231	CA12 2018	0,00	900,84	AA		20190725		
OD	OPERATIONS DIVERSES	OD 000006	20181231	44567000	CREDIT DE TVA			x	20181231	CA12 2018	901,00	0,00			20190725		
OD	OPERATIONS DIVERSES	OD 000006	20181231	75800000	PRODUITS DIVERS DE GESTION			x	20181231	CA12 2018	0,00	0,16			20190725		
SA	SALAIRES	SA000005	20181231	43700000	AUTRES ORGANISMES SOCIAUX			x	20181231	HUMANIS	1793,14	0,00	AA		20190725		
SA	SALAIRES	SA000005	20181231	64530000	CAISSE DE RETRAITES			x	20181231	HUMANIS	0,00	1793,14			20190725		
ACH	ACHATS	ACH000084	20190101	61320000	LOCATIONS PARTNER01			x	20190101	CRAZY BUREAU 1T19	1647,00	0,00			20190725		
ACH	ACHATS	ACH000084	20190101	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190101	CRAZY BUREAU 1T19	329,40	0,00			20190725		
ACH	ACHATS	ACH000084	20190101	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20190101	CRAZY BUREAU 1T19	0,00	1976,40	AC		20190725		
BQ	BQ 552	BQ000041	20190102	46700000	CARTE BLEUE			x	20190102	CB	1170,56	0,00	AA		20190725		
BQ	BQ 552	BQ000041	20190102	51200000	BANQUE 124			x	20190102	CB	0,00	1170,56			20190725		
ACH	ACHATS	ACH000085	20190103	62560000	MISSIONS			x	20190103	RESTAURANT LES DONNEES	22,30	0,00			20190725		
ACH	ACHATS	ACH000085	20190103	46700000	CARTE BLEUE			x	20190103	RESTAURANT LES DONNEES	0,00	22,30			20190725		
ACH	ACHATS	ACH000086	20190107	62560000	MISSIONS			x	20190107	BON TON HEURE	17,99	0,00			20190725		
ACH	ACHATS	ACH000086	20190107	46700000	CARTE BLEUE			x	20190107	BON TON HEURE	0,00	17,99			20190725		
ACH	ACHATS	ACH000087	20190107	60610100	GAZOIL			x	20190107	GAZOLE	79,17	0,00			20190725		
ACH	ACHATS	ACH000087	20190107	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190107	GAZOLE	15,83	0,00			20190725		
ACH	ACHATS	ACH000087	20190107	46700000	CARTE BLEUE			x	20190107	GAZOLE	0,00	95,00			20190725		
ACH	ACHATS	ACH000088	20190108	62560000	MISSIONS			x	20190108	CHEZ 521 RESTAURANT	13,60	0,00			20190725		
ACH	ACHATS	ACH000088	20190108	46700000	CARTE BLEUE			x	20190108	CHEZ 521 RESTAURANT	0,00	13,60			20190725		
BQ	BQ 552	BQ000042	20190108	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20190108	FACT BANQUE	80,74	0,00			20190725		
BQ	BQ 552	BQ000042	20190108	51200000	BANQUE 124			x	20190108	FACT BANQUE	0,00	80,74			20190725		
BQ	BQ 552	BQ000043	20190109	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20190109	COTIS BANQUE 123	12,00	0,00			20190725		
BQ	BQ 552	BQ000043	20190109	51200000	BANQUE 124			x	20190109	COTIS BANQUE 123	0,00	12,00			20190725		
ACH	ACHATS	ACH000089	20190110	62560000	MISSIONS			x	20190110	INTERMARCHE	7,70	0,00			20190725		
ACH	ACHATS	ACH000089	20190110	46700000	CARTE BLEUE			x	20190110	INTERMARCHE	0,00	7,70			20190725		
ACH	ACHATS	ACH000090	20190111	62260000	HONORAIRES			x	20190111	124 SOLUTION	63,00	0,00			20190725		
ACH	ACHATS	ACH000090	20190111	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190111	124 SOLUTION	12,60	0,00			20190725		
ACH	ACHATS	ACH000090	20190111	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20190111	124 SOLUTION	0,00	75,60	AD		20190725		
ACH	ACHATS	ACH000091	20190111	62260000	HONORAIRES			x	20190111	124 SOLUTION (fact d�cemb	63,00	0,00			20190725		
ACH	ACHATS	ACH000091	20190111	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190111	124 SOLUTION (fact d�cemb	12,60	0,00			20190725		
ACH	ACHATS	ACH000091	20190111	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20190111	124 SOLUTION (fact d�cemb	0,00	75,60			20190725		
ACH	ACHATS	ACH000092	20190111	62260000	HONORAIRES			x	20190111	124 SOLUTION (fac janvier	63,00	0,00			20190725		
ACH	ACHATS	ACH000092	20190111	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190111	124 SOLUTION (fac janvier	12,60	0,00			20190725		
ACH	ACHATS	ACH000092	20190111	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20190111	124 SOLUTION (fac janvier	0,00	75,60			20190725		
ACH	ACHATS	ACH000093	20190111	63500000	AUTRES IMPOTS TAXES ET VERSEMN			x	20190111	AGEFOS PME	132,00	0,00			20190725		
ACH	ACHATS	ACH000093	20190111	43860000	ORGANISME SOCIAUX CHARGE A PAY			x	20190111	AGEFOS PME	0,00	132,00			20190725		
ACH	ACHATS	ACH000094	20190111	63500000	AUTRES IMPOTS TAXES ET VERSEMN			x	20190111	OPCAIM	106,66	0,00			20190725		
ACH	ACHATS	ACH000094	20190111	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190111	OPCAIM	21,33	0,00			20190725		
ACH	ACHATS	ACH000094	20190111	43860000	ORGANISME SOCIAUX CHARGE A PAY			x	20190111	OPCAIM	0,00	127,99			20190725		
ACH	ACHATS	ACH000095	20190114	60610100	GAZOIL			x	20190114	GAZOLE	82,22	0,00			20190725		
ACH	ACHATS	ACH000095	20190114	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190114	GAZOLE	16,44	0,00			20190725		
ACH	ACHATS	ACH000095	20190114	46700000	CARTE BLEUE			x	20190114	GAZOLE	0,00	98,66			20190725		
ACH	ACHATS	ACH000096	20190114	62560000	MISSIONS			x	20190114	INTERMARCHE	9,44	0,00			20190725		
ACH	ACHATS	ACH000096	20190114	46700000	CARTE BLEUE			x	20190114	INTERMARCHE	0,00	9,44			20190725		
ACH	ACHATS	ACH000097	20190115	62560000	MISSIONS			x	20190115	WORST HORROR	139,00	0,00			20190725		
ACH	ACHATS	ACH000097	20190115	46700000	CARTE BLEUE			x	20190115	WORST HORROR	0,00	139,00			20190725		
ACH	ACHATS	ACH000098	20190115	62560000	MISSIONS			x	20190115	WORST HORROR	94,30	0,00			20190725		
ACH	ACHATS	ACH000098	20190115	46700000	CARTE BLEUE			x	20190115	WORST HORROR	0,00	94,30			20190725		
ACH	ACHATS	ACH000099	20190116	62510000	VOYAGES ET DEPLACEMENT			x	20190116	WORST HORROR	103,65	0,00			20190725		
ACH	ACHATS	ACH000099	20190116	46700000	CARTE BLEUE			x	20190116	WORST HORROR	0,00	103,65			20190725		
ACH	ACHATS	ACH000100	20190117	60640000	FOURNITURES ADMINISTRATIVES			x	20190117	VISTAPRINT	58,73	0,00			20190725		
ACH	ACHATS	ACH000100	20190117	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190117	VISTAPRINT	11,75	0,00			20190725		
ACH	ACHATS	ACH000100	20190117	46700000	CARTE BLEUE			x	20190117	VISTAPRINT	0,00	70,48			20190725		
BQ	BQ 552	BQ000044	20190117	43100000	SECURITE SOCIAL			x	20190117	BEARAF	1565,00	0,00	AB		20190725		
BQ	BQ 552	BQ000044	20190117	51200000	BANQUE 124			x	20190117	BEARAF	0,00	1565,00			20190725		
OD	OPERATIONS DIVERSES	OD 000007	20190117	43100000	SECURITE SOCIAL			x	20190117	Diff�rence lettrage	0,40	0,00	AB		20190725		
OD	OPERATIONS DIVERSES	OD 000007	20190117	64510000	COTISATIONS URSAAF			x	20190117	Diff�rence lettrage	0,00	0,40			20190725		
ACH	ACHATS	ACH000101	20190118	62560000	MISSIONS			x	20190118	RELAIS DRACE	19,78	0,00			20190725		
ACH	ACHATS	ACH000101	20190118	46700000	CARTE BLEUE			x	20190118	RELAIS DRACE	0,00	19,78			20190725		
ACH	ACHATS	ACH000102	20190118	62510000	VOYAGES ET DEPLACEMENT			x	20190118	PARKING AEROPORT	65,00	0,00			20190725		
ACH	ACHATS	ACH000102	20190118	46700000	CARTE BLEUE			x	20190118	PARKING AEROPORT	0,00	65,00			20190725		
