id,code,name,reconcile,account_type,chart_template_id:id
co_puc_520584,520584,Gastos Médicos y Drogas,FALSE,expense,l10n_co_chart_template_generic
co_puc_520595,520595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_521035,521035,Asesoría Técnica,FALSE,expense,l10n_co_chart_template_generic
co_puc_521505,521505,Industria y Comercio,FALSE,expense,l10n_co_chart_template_generic
co_puc_521515,521515,a la Propiedad Raíz,FALSE,expense,l10n_co_chart_template_generic
co_puc_521540,521540,de Vehículos,FALSE,expense,l10n_co_chart_template_generic
co_puc_521570,521570,Iva Descontable,FALSE,expense,l10n_co_chart_template_generic
co_puc_521595,521595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_522010,522010,Construcciones y Edificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_522015,522015,Maquinaria y Equipo,FALSE,expense,l10n_co_chart_template_generic
co_puc_522025,522025,Equipo de Computación y Comunicación,FALSE,expense,l10n_co_chart_template_generic
co_puc_522510,522510,Afiliaciones y Sostenimiento,FALSE,expense,l10n_co_chart_template_generic
co_puc_523505,523505,Aseo y Vigilancia,FALSE,expense,l10n_co_chart_template_generic
co_puc_523510,523510,Temporales,FALSE,expense,l10n_co_chart_template_generic
co_puc_523525,523525,Acueducto y Alcantarillado,FALSE,expense,l10n_co_chart_template_generic
co_puc_523530,523530,Energía Eléctrica,FALSE,expense,l10n_co_chart_template_generic
co_puc_523535,523535,Teléfono,FALSE,expense,l10n_co_chart_template_generic
co_puc_523540,523540,"Correo, Portes y Telegramas",false,expense,l10n_co_chart_template_generic
co_puc_523550,523550,"Transporte, Fletes y Acarreos",false,expense,l10n_co_chart_template_generic
co_puc_523555,523555,Gas,FALSE,expense,l10n_co_chart_template_generic
co_puc_523560,523560,"Publicidad, Propaganda y Promoción",false,expense,l10n_co_chart_template_generic
co_puc_523595,523595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_524005,524005,Notariales,FALSE,expense,l10n_co_chart_template_generic
co_puc_524010,524010,Registro Mercantil,FALSE,expense,l10n_co_chart_template_generic
co_puc_524015,524015,Trámites y Licencias,FALSE,expense,l10n_co_chart_template_generic
co_puc_524020,524020,Aduaneros,FALSE,expense,l10n_co_chart_template_generic
co_puc_524510,524510,Construcciones y Edificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_524515,524515,Maquinaria y Equipo,FALSE,expense,l10n_co_chart_template_generic
co_puc_524520,524520,Equipo de Oficina,FALSE,expense,l10n_co_chart_template_generic
co_puc_524525,524525,Equipo de Computación y Comunicación,FALSE,expense,l10n_co_chart_template_generic
co_puc_524540,524540,Flota y Equipo de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_525505,525505,Alojamiento y Manutención,FALSE,expense,l10n_co_chart_template_generic
co_puc_525515,525515,Pasajes Aéreos,FALSE,expense,l10n_co_chart_template_generic
co_puc_525520,525520,Pasajes Terrestres,FALSE,expense,l10n_co_chart_template_generic
co_puc_529520,529520,Gastos de Representación y Relaciones Públicas,FALSE,expense,l10n_co_chart_template_generic
co_puc_529525,529525,Elementos de Aseo y Cafetería,FALSE,expense,l10n_co_chart_template_generic
co_puc_529530,529530,"Útiles, Papelería y Fotocopias",false,expense,l10n_co_chart_template_generic
co_puc_529535,529535,Combustibles y Lubricantes,FALSE,expense,l10n_co_chart_template_generic
co_puc_529540,529540,Envases y Empaques,FALSE,expense,l10n_co_chart_template_generic
co_puc_529545,529545,Taxis y Buses,FALSE,expense,l10n_co_chart_template_generic
co_puc_529565,529565,Parqueaderos,FALSE,expense,l10n_co_chart_template_generic
co_puc_529570,529570,Indemnización Por Daños a Terceros,FALSE,expense,l10n_co_chart_template_generic
co_puc_529910,529910,Deudores,FALSE,expense,l10n_co_chart_template_generic
co_puc_529915,529915,Inventarios,FALSE,expense,l10n_co_chart_template_generic
co_puc_530505,530505,Gastos Bancarios,FALSE,expense,l10n_co_chart_template_generic
co_puc_530515,530515,Comisiones,FALSE,expense,l10n_co_chart_template_generic
co_puc_530520,530520,Intereses,FALSE,expense,l10n_co_chart_template_generic
co_puc_530525,530525,Diferencia en Cambio,FALSE,expense,l10n_co_chart_template_generic
co_puc_530535,530535,Descuentos Comerciales Condicionados,FALSE,expense,l10n_co_chart_template_generic
co_puc_530595,530595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_531515,531515,Costos y Gastos de Ejercicios Anteriores,FALSE,expense,l10n_co_chart_template_generic
co_puc_531520,531520,Impuestos Asumidos,FALSE,expense,l10n_co_chart_template_generic
co_puc_531595,531595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_539515,539515,Indemnizaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_539520,539520,"Multas, Sanciones y Litigios",false,expense,l10n_co_chart_template_generic
co_puc_539535,539535,Amortización de Bienes Entregados en Comodato,FALSE,expense,l10n_co_chart_template_generic
co_puc_539595,539595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_540505,540505,Impuesto de Renta y Complementarios,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_590505,590505,Ganancias y Pérdidas,FALSE,expense,l10n_co_chart_template_generic
co_puc_613595,613595,Venta de Otros Productos,FALSE,expense,l10n_co_chart_template_generic
co_puc_614505,614505,Servicio de Transporte Por Carretera,FALSE,expense,l10n_co_chart_template_generic
co_puc_614520,614520,Servicio de Transporte Por Vía Aérea,FALSE,expense,l10n_co_chart_template_generic
co_puc_615590,615590,Mantenimiento y Reparación de Maquinaria y Equipo,FALSE,expense,l10n_co_chart_template_generic
co_puc_811515,811515,en Depósito,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_831516,831516,Construcciones y Edificaciones,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_831520,831520,Maquinaria y Equipo,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_831524,831524,Equipo de Oficina,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_831528,831528,Equipo de Computación y Comunicación,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_831562,831562,Envases y Empaques,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_911515,911515,en Depósito,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_911520,911520,en Consignación,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_912005,912005,Laborales,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_912010,912010,Civiles,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_912015,912015,Administrativos o Arbitrales,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_912020,912020,Tributarios,FALSE,expense_direct_cost,l10n_co_chart_template_generic
co_puc_939595,939595,Diversas,FALSE,expense_direct_cost,l10n_co_chart_template_generic
