"id","code","name","account_type","reconcile","name@hr"
"hr_296000","296000","Deferred income relating to not invoiced but shipped goods and services","liability_non_current","False","Odgođeni prihod s osnove nefakturiranih isporuka dobara i usluga"
"hr_297000","297000","Unrealized gains on financial assets","liability_non_current","False","Nerealizirani dobitci iz financijske imovine (HSFI 9 i MSFI 9)"
"hr_298000","298000","Deferred invoiced income without delivery","liability_non_current","False","Odgođeni fakturirani prihod za koji nije nastala isporuka"
"hr_299000","299000","Provision for unused vacation days","liability_non_current","False","Ostala pasivna vremenska razgraničenja"
"hr_300000","300000","Payable purchase price","asset_current","False","Kupovna cijena dobavljača"
"hr_301000","301000","Other inventory dependant costs","asset_current","False","Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)"
"hr_302000","302000","Duties and other customs duty","asset_current","False","Carina i druge uvozne pristojbe"
"hr_303000","303000","Excise duties which can not be deducted","asset_current","False","Posebni porezi (trošarine) koji se ne mogu odbiti"
"hr_309000","309000","Cost of inventory purchasing calculation","asset_current","False","Obračun troškova kupnje"
"hr_310000","310000","Raw material on stock","asset_current","False","Sirovine i materijal u skladištu"
"hr_311000","311000","Material in processing, finishing and manipulation phases","asset_current","False","Materijal u doradi, obradi i manipulaciji"
"hr_312000","312000","Material sent for finishing to partners","asset_current","False","Materijal na doradi kod ortaka"
"hr_313000","313000","Materials used in agriculture","asset_current","False","Zalihe materijala za poljoprivredu"
"hr_318000","318000","Inventory price adjustment","asset_current","False","Odstupanje od cijene zaliha"
"hr_319000","319000","Value adjustment of raw materials","asset_current","False","Vrijednosno usklađenje zaliha sirovina i materijala"
"hr_320000","320000","Spare parts on stock","asset_current","False","Rezervni dijelovi na zalihi"
"hr_328000","328000","Spare part price adjustment","asset_current","False","Odstupanje od cijene rez. dijelova na zalihi"
"hr_329000","329000","Value adjustment of spare parts","asset_current","False","Vrijednosno usklađenje zaliha rezervnih dijelova"
"hr_350000","350000","Small inventory on stock","asset_current","False","Sitan inventar na zalihi"
"hr_351000","351000","Packaging on stock","asset_current","False","Ambalaža na zalihi (samo vlastita i višekratna, analitika prema vrstama)"
"hr_352000","352000","Tires on stock","asset_current","False","Autogume na zalihi"
"hr_358000","358000","Small inventory's price adjustment","asset_current","False","Odstupanje od cijene"
"hr_359000","359000","Value adjustment of small inventory","asset_current","False","Vrijednosno usklađenje zaliha"
"hr_360000","360000","Small inventory in use","asset_current","False","Sitan inventar u uporabi"
"hr_361000","361000","Packaging in use","asset_current","False","Ambalaža u uporabi"
"hr_362000","362000","Tires in use","asset_current","False","Autogume u uporabi"
"hr_363000","363000","Small inventory write off","asset_current","False","Otpis sitnog inventara"
"hr_364000","364000","Packaging write off","asset_current","False","Otpis ambalaže"
"hr_365000","365000","Tires write off","asset_current","False","Otpis autoguma"
"hr_369000","369000","Value adjustment of small inventory, packaging and tires","asset_current","False","Vrijednosno usklađenje sitnog inventara, ambalaže i autoguma"
"hr_370000","370000","Advance payments for material","asset_current","False","Predujmovi dobavljačima materijala"
"hr_371000","371000","Advance payments for spare parts","asset_current","False","Predujmovi dobavljačima rezervnih dijelova"
"hr_372000","372000","Advance payments for small inventory","asset_current","False","Predujmovi dobavljačima sitnog inventara"
"hr_373000","373000","Advance payments to importer for raw materials, spare parts and small inventory","asset_current","False","Predujmovi dani uvozniku za nabavu sirovina i materijala, dijelova i inventara"
"hr_374000","374000","Advance payments to foreign suppliers","asset_current","False","Predujmovi inozemnim dobavljačima"
"hr_379000","379000","Value adjustment of advance payments","asset_current","False","Vrijednosno usklađenje danih predujmova"
"hr_400000","400000","Cost of raw material","expense","False","Nabavna vrijednost prodanih nekretnina i umjetnina"
"hr_401000","401000","Cost of material used in administration and sale department","expense","False","Materijalni troškovi administracije, uprave i prodaje"
"hr_402000","402000","Research and development cost","expense","False","Materijalni troškovi istraživanja i razvoja"
"hr_403000","403000","Packaging cost","expense","False","Troškovi ambalaže"
"hr_404000","404000","Cost of small inventory, packaging and tires","expense","False","Trošak sitnog inventara, ambalaže i autoguma"
"hr_405000","405000","Spare parts and material used on maintenance","expense","False","Rezervni dijelovi i materijal za održavanje"
"hr_406000","406000","Energy used during production of goods and services","expense","False","Potrošena energija u proizvodnji dobara i usluga"
"hr_407000","407000","Energy - administration and sale department","expense","False","Potrošena energija u administraciji, upravi i prodaji"
"hr_408000","408000","Costs for samples","expense","False","Troškovi uzoraka"
"hr_409000","409000","Standard cost adjustments","expense","False","Odstupanja od standardnog troška"
"hr_410000","410000","Telephone and transportation costs","expense","False","Troškovi telefona, prijevoza i sl."
"hr_411000","411000","External service costs used in goods production and providing services","expense","False","Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga"
"hr_412000","412000","Maintenance and securities services","expense","False","Usluge održavanja i zaštite (servisne usluge)"
"hr_413000","413000","Vehicle registration and permission costs","expense","False","Usluge registracije prijevoznih sredstava i troškovi dozvola"
"hr_414000","414000","Leasing costs","expense","False","Usluge zakupa - leasinga"
"hr_415000","415000","Promotion , sponsorship and fairs costs","expense","False","Usluge promidžbe, sponzorstva i troškovi sajmova"
"hr_416000","416000","Intellectual services","expense","False","Intelektualne i osobne usluge"
"hr_417000","417000","Utilities and similar costs","expense","False","Troškovi komunalnih i sličnih usluga"
"hr_418000","418000","Representation costs - hosting","expense","False","Usluge reprezentacije - ugošćivanja"
"hr_419000","419000","Other external costs","expense","False","Troškovi ostalih vanjskih usluga"
"hr_420000","420000","Wages and salaries","expense","False","Neto plaće i nadoknade"
"hr_421000","421000","Income tax and surtax costs","expense","False","Troškovi poreza i prireza"
"hr_422000","422000","Contributions from salaries costs","expense","False","Troškovi doprinosa iz plaća"
"hr_423000","423000","Contributions on salaries costs","expense","False","Doprinosi na plaće"
"hr_424000","424000","Gross salaries","expense","False","Bruto plaće"
"hr_430000","430000","Amortisation of intangible assets","expense_depreciation","False","Amortizacija nematerijalne imovine"
"hr_431000","431000","Depreciation of property, plant and equipment","expense_depreciation","False","Amortizacija materijalne imovine"
"hr_432000","432000","Depreciation of cars and other vehicles for personal transportation","expense_depreciation","False","Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz"
"hr_433000","433000","Depreciation of property, plant and - management and selling department","expense_depreciation","False","Amortizacija objekata i opreme uprave i prodaje"
"hr_434000","434000","Depreciation surplus due to revaluation of assets","expense_depreciation","False","Povećana amortizacija s temelja revalorizacije"
"hr_435000","435000","Depreciation of biological assets (vineyards, orchards, live stock)","expense_depreciation","False","Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)"
"hr_436000","436000","Tax not-deductible depreciation","expense_depreciation","False","Amortizacija iznad porezno dopuštene"
"hr_440000","440000","Value adjustment of non-current intangible assets (acc. 018)","expense","False","Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)"
"hr_441000","441000","Value adjustment of property, plant and equipment","expense","False","Vrijednosno usklađenje dugotrajne materijalne imovine"
"hr_442000","442000","Value adjustment of non-current receivables (acc. 078)","expense","False","Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)"
"hr_444000","444000","Value adjustment of deposit on banks, bills of exchange, cheques (acc.109 and acc. 119)","expense","False","Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)"
"hr_445000","445000","Value adjustment of current receivables","expense","False","Vrijednosno usklađenje kratkotrajnih potraživanja"
"hr_446000","446000","Value adjustment of inventory","expense","False","Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)"
"hr_447000","447000","Value adjustment of advance payments","expense","False","Vrijednosno usklađenje danih predujmova"
"hr_448000","448000","Value adjustment of receivables from bankruptcy","expense","False","Vrijednosno usklađenje potraživanja iz predstečajne nagodbe"
"hr_449000","449000","Inventory write off","expense","False","Otpis zaliha materijala"
"hr_450000","450000","Long-term provision for pensions, severance payments and other employment benefits","expense","False","Troškovi dugoročnog rezerviranja za mirovine, otpremnine i sl. obveze (čl. 11. st. 2. ZoPD-a)"
"hr_451000","451000","Long-term provision for tax obligations","expense","False","Rezerviranja za porezne obveze"
"hr_452000","452000","Long term provision for litigation losses","expense","False","Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11. st. 2. ZoPD-a)"
"hr_453000","453000","Long-term provision for renewal of natural resources","expense","False","Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11. st. 2. ZoPD-a)"
"hr_454000","454000","The cost of long term provision for risks within warranty period","expense","False","Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11. st. 2. ZoPD-a)"
"hr_455000","455000","The costs of long-term provision for Company's restructuring","expense","False","Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)"
"hr_456000","456000","The costs of provision for onerous contracts","expense","False","Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)"
"hr_457000","457000","The costs of other provision for other risk and charges","expense","False","Troškovi ostalih dugoročnih rezerviranja i troškovi rizika"
"hr_460000","460000","Daily allowances for business trips and other travel expense","expense","False","Dnevnice za službena putovanja i putni troškovi"
"hr_461000","461000","Cost reimbursements, allowances and scholarships","expense","False","Nadoknade troškova, darovi i potpore"
"hr_462000","462000","Severance payments, gifts, performance awards, grants, insurance premiums and jubilee awards","expense","False","Troškovi članova uprave"
"hr_463000","463000","Cost of internal representation and promotion","expense","False","Troškovi reprezentacije i promidžbe (interne)"
"hr_464000","464000","Insurance premiums","expense","False","Premije osiguranja"
"hr_465000","465000","Bank charges and costs of payment operations","expense","False","Bankovne usluge i troškovi platnog prometa"
"hr_466000","466000","Fees, compensations and other expense","expense","False","Članarine, nadoknade i slična davanja"
"hr_467000","467000","Taxes which does not depend on results and charges","expense","False","Porezi koji ne ovise o dobitku i pristojbe"
"hr_468000","468000","Cost of usage rights (excluding leases) and expense of board members","expense","False","Troškovi prava korištenja (osim najmova)"
"hr_469000","469000","Other operating costs- intangible","expense","False","Ostali troškovi poslovanja - nematerijalni"
"hr_470000","470000","Interest expense from Group companies","expense","False","Kamate s poduzetnicima unutar grupe"
"hr_471000","471000","Foreign exchange difference and other expense in a Group","expense","False","Tečajne razlike i drugi rashodi s poduzetnicima unutar grupe"
"hr_472000","472000","Other costs from a Group companies","expense","False","Ostali troškovi s poduzetnicima unutar grupe"
"hr_473000","473000","Interest expense from operations with third party","expense","False","Kamate iz odnosa s nepovezanim poduzetnicima"
"hr_474000","474000","Penalty interest","expense","False","Zatezne kamate"
"hr_475000","475000","Exchange difference on translation of foreign operations with third party","expense","False","Tečajne razlike iz odnosa s nepovezanim poduzetnicima"
"hr_476000","476000","Loss from sale of investments in shares, stakes, bonds and other securities (which are sold below cost)","expense","False","Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave - čl. 10. ZoPD)"
"hr_477000","477000","Cost of discounts given","expense","False","Mjesta i nositelji troškova"
"hr_478000","478000","Unrealized loss (expense) from financial assets","expense","False","Nerealizirani gubitci (rashodi) od financ. imovine"
"hr_478200","478200","Unrealized losses (expenses) from financial assets","expense","False","Nerealizirani gubici (rashodi) od financijske imovine"
"hr_479000","479000","Other financial expense","expense","False","Ostali financijski troškovi"
"hr_480000","480000","Additional rebates , discounts, claims and costs of samples","expense","False","Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka"
"hr_481000","481000","Bad debts and other assets write off","expense","False","Otpisi vrijednosno neusklađenih potraživanja"
"hr_482000","482000","Disposals of property, plant and equipment and intangible assets","expense","False","Rashodi - otpisi nematerijalne i materijalne imovine"
"hr_483000","483000","Inventory shortages and burglary costs","expense","False","Manjkovi i provalne krađe na zalihama i drugim sredstvima"
"hr_484000","484000","Penalties, compensation for damages occurred and contract related costs","expense","False","Kazne, penali, nadoknade šteta i troškovi iz ugovora"
"hr_485000","485000","Additionally found operating expense","expense","False","Naknadno utvrđeni troškovi poslovanja"
"hr_486000","486000","Gifts/donations up to 2% of total income","expense","False","Darovanje do 2% od ukupnog prihoda"
"hr_487000","487000","Gifts/donations above 2% of total income and other donations","expense","False","Darovanja iznad 2% od UP i dr. darovanja"
"hr_488000","488000","Expense from other activities","expense","False","Troškovi iz drugih aktivnosti (izvan osnovne djelatnosti)"
"hr_489000","489000","Other costs-expense","expense","False","Ostali troškovi - rashodi"
"hr_490000","490000","Allocation of costs to cost of conversion (cost of production) - (on acc. 60, 62, 63)","expense","False","Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) - uskladištivi troškovi (na račune 60, 62 i 63)"
"hr_491000","491000","Allocation of management and administrative overheads to expense for the year - (on acc. 72)","expense","False","Raspored troškova za pokriće upravnih, administrativnih, prodajnih i drugih troškova (na račune 70 i 71)"
"hr_500000","500000","Material used in management and administrative overheads","expense","False","Materijal u troškovima uprave i administracije"
"hr_501000","501000","Wages and other costs of administration","expense","False","Plaće u troškovima uprave i prodaje"
"hr_502000","502000","Depreciation used in management and administrative overheads","expense_depreciation","False","Amortizacija u troškovima uprave i administracije"
"hr_505000","505000","Other costs related to the administration and selling","expense","False","Drugi troškovi uprave i prodaje (Razrada npr. dnevnica, osiguranje, bankovni troškovi, reprezentacija itd.)"
"hr_510000","510000","Material used during selling process in total selling costs","expense","False","Materijal u troškovima prodaje"
"hr_511000","511000","Wages in selling costs","expense","False","Plaće u troškovima prodaje"
"hr_512000","512000","Depreciation in selling costs","expense_depreciation","False","Amortizacija u troškovima prodaje"
"hr_513000","513000","Rents in the cost of sales","expense","False","Zakupnine u troškovima prodaje"
"hr_515000","515000","Other costs related to the deliverables, invoicing and marketing, packaging, export","expense","False","Drugi troškovi prodaje (razrada npr. otpreme pošiljaka, fakturiranje, propaganda, naplata ambalaža, omotni papir, troškovi izvoza, troškovi posredništva itd.)"
"hr_590000","590000","Allocation of costs to cost of conversion (cost of production) - (on acc. 60, 62, 63)","expense","False","Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) - uskladištivi troškovi (na račune 60, 62 i 63)"
"hr_591000","591000","Allocation of costs to expenditures - to be shown in this year income statement - (on acc. 72)","expense","False","Raspored troškova u rashode na teret prihoda"
"hr_600000","600000","Work in progress (allocation by cost driver, cost centres, working orders)","asset_current","False","Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, gradilištima, objektima, radnim nalozima i sl.)"
"hr_601000","601000","Work in progress for services","asset_current","False","Vrijednost usluga (u tijeku ili nedovršenih na datum bilance - MRS 2, t. 16.)"
"hr_602000","602000","Production in cooperation","asset_current","False","Vanjska proizvodnja (kooperacija i dr.)"
"hr_605000","605000","Production process in free trade zone","asset_current","False","Proizvodnja u slobodnoj zoni"
"hr_606000","606000","Production in processing and manipulation phases","asset_current","False","Proizvodnja u doradi i manipulaciji"
"hr_607000","607000","Suspended production","asset_current","False","Obustavljena proizvodnja"
"hr_608000","608000","Work in progress under partnership agreement","asset_current","False","Proizvodnja u tijeku iz ortačkog ugovora"
"hr_609000","609000","Value adjustments of work in progress","asset_current","False","Vrijednosno usklađivanje proizvodnje - usluga"
"hr_610000","610000","Semi-manufacture goods on stock (analytics by the production stage)","asset_current","False","Zalihe poluproizvoda (analitika prema osnovnim skupinama ili po stupnju dovršenosti)"
"hr_611000","611000","Unfinished goods and semi-manufacture goods (analytics by products types)","asset_current","False","Nedovršeni proizvodi i poluproizvodi (analitika po vrstama proizvoda)"
"hr_619000","619000","Value adjustment of unfinished goods and semi-manufacture goods","asset_current","False","Vrijednosno usklađivanje nedovršenih proizvoda i poluproizvoda"
"hr_620000","620000","Biological assets in progress","asset_current","False","Zalihe biološke proizvodnje u toku"
"hr_621000","621000","Biological assets for sale","asset_current","False","Zaliha biološke imovine za prodaju"
"hr_629000","629000","Value adjustment of biological assets","asset_current","False","Vrijednosno usklađenje biološke imovine"
"hr_630000","630000","Finished goods in warehouse","asset_current","False","Gotovi proizvodi na skladištu (razrada za svako skladište a unutar toga po skupinama, tipovima, vrstama i sl. te poljoprivredni gotovi proizvodi)"
"hr_631000","631000","Finished goods in public warehouse","asset_current","False","Gotovi proizvodi u javnom skladištu, silosu, i dr."
"hr_632000","632000","Finished goods given in commission sale","asset_current","False","Gotovi proizvodi dani u komisijsku prodaju"
"hr_633000","633000","Finished goods given in consignment sale","asset_current","False","Gotovi proizvodi dani u konsignacijsku prodaju"
"hr_634000","634000","Finished goods in processing, finishing and manipulation phases","asset_current","False","Gotovi proizvodi u doradi, obradi i manipulaciji"
"hr_635000","635000","Finished goods in free-trade zone","asset_current","False","Gotovi proizvodi u slobodnoj zoni"
"hr_636000","636000","Obsolete and slow moving inventory","asset_current","False","Zalihe nekurentnih proizvoda i otpadaka"
"hr_637000","637000","Finished goods in storefront","asset_current","False","Gotovi proizvodi u izložbenim prostorima"
"hr_638000","638000","Finished goods from partnership agreement","asset_current","False","Gotovi proizvodi iz ortaštava"
"hr_639000","639000","Value adjustment of finished goods","asset_current","False","Vrijednosno usklađivanje zaliha gotovih proizvoda"
"hr_640000","640000","Finished goods in own stores","asset_current","False","Gotovi proizvodi u prodaji u vlastitim prodavaonicama"
"hr_641000","641000","VAT included in value of goods","asset_current","False","Uračunani PDV u vrijednosti proizvoda"
"hr_648000","648000","Margin included in sale price of finished goods","asset_current","False","Uračunana marža u prodajnoj cijeni gotovih proizvoda"
"hr_649000","649000","Value adjustment of finished goods in own stores","asset_current","False","Vrijednosno usklađivanje gotovih proizvoda u prodavaonicama"
"hr_660000","660000","Merchandise goods on stock","asset_current","False","Roba u skladištu"
"hr_661000","661000","Merchandise goods in others warehouse and in storefront","asset_current","False","Roba u tuđem skladištu i izlozima"
"hr_662000","662000","Merchandise goods given in commission and consignment sale","asset_current","False","Roba dana u komisijsku ili konsignacijsku prodaju"
"hr_663000","663000","Merchandise goods in stores","asset_current","False","Roba u prodavaonicama"
"hr_664000","664000","Tax included in value of merchandise goods","asset_current","False","Uračunani porezi u robi"
"hr_665000","665000","Merchandise goods placed in tax-free warehouse or in free-trade area","asset_current","False","Roba u poreznom skladištu ili u slobodnoj zoni"
"hr_666000","666000","Finished goods in processing, finishing and manipulation phases","asset_current","False","Gotovi proizvodi u doradi, obradi i manipulaciji"
"hr_667000","667000","Merchandise goods in transit","asset_current","False","Roba na putu"
"hr_668000","668000","Margin included in sale price of merchandise goods","asset_current","False","Uračunana razlika u cijeni robe"
"hr_669000","669000","Value adjustment of merchandise goods","asset_current","False","Vrijednosno usklađivanje zaliha robe"
"hr_670000","670000","Advance payments for merchandise goods","asset_current","False","Dani predujmovi za nabavu robe"
"hr_671000","671000","Advance payments for merchandise goods import","asset_current","False","Dani predujmovi uvozniku za nabavu robe"
"hr_672000","672000","Advance payments to related party for merchandise goods","asset_current","False","Dani predujmovi za robu povezanom društvu"
"hr_673000","673000","Advances for biological asset purchases","asset_current","False","Dani predujmovi za nabavu bioloških proizvoda"
"hr_679000","679000","Value adjustment of advance payments for merchandise goods","asset_current","False","Vrijednosno usklađenje danih predujmova za robu"
"hr_680000","680000","Property which is classified as held for sale- at cost","asset_current","False","Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)"
"hr_681000","681000","Additions on the property held for sale","asset_current","False","Umjetnine u prodaji"
"hr_682000","682000","Arts held for sale","asset_current","False","Umjetnine u prodaji"
"hr_683000","683000","Property which is classified as held for sale","asset_current","False","Nekretnine za prodaju (uređene)"
"hr_684000","684000","Old timers for trading","asset_current","False","Oldtimeri za trgovanje"
"hr_685000","685000","VAT included in arts and old timers","asset_current","False","Uračunani PDV u umjetninama i oldtimerima"
"hr_687000","687000","Advance payments for the purchase of property held for sale","asset_current","False","Predujmovi za kupnju nekretnina i sl radi daljnje prodaje"
"hr_688000","688000","Margin included in the sale price of property and arts held for sale","asset_current","False","Uračunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju"
"hr_689000","689000","Value adjustment of real estate and works of art, etc. in transactions and advances","asset_current","False","Vrijednosno usklađivanje nekretnina i umjetnina i sl u prometu i predujmova"
"hr_690000","690000","Intangible assets held for sale","asset_non_current","False","Nematerijalna imovina namijenjena prodaji"
"hr_691000","691000","Other property, plant and equipment held for sale","asset_non_current","False","Materijalna imovina namijenjena za prodaju"
"hr_699000","699000","Impairment of property, plant and equipment held for sale","asset_non_current","False","Vrijednosno usklađenje dugotrajne imovine namijenjena prodaji"
"hr_700000","700000","Cost of goods sold","expense","False","Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)"
"hr_701000","701000","Costs of rendering services","expense","False","Troškovi realiziranih usluga (490 i 601)"
"hr_702000","702000","Costs of unused capacity","expense","False","Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)"
"hr_703000","703000","Cost of sale of material and obsolete inventory","expense","False","Troškovi zaliha materijala i otpadaka (31, 32, 35 i 36)"
"hr_704000","704000","Value adjustment of inventory","expense","False","Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)"
"hr_705000","705000","Expense which relates to previous periods- by mistake not show in previous periods","expense","False","Greškom neiskazani rashodi proteklih razdoblja"
"hr_706000","706000","Construction contracts losses","expense","False","Gubitci iz ugovora o izgradnji (MRS 11, t. 36.)"
"hr_707000","707000","Costs in relation with partnership agreement","expense","False","Troškovi iz ugovora o ortaštvu"
"hr_708000","708000","Cost of value adjustments of work in progress, semi-finished goods and finished goods","expense","False","Troškovi vrijednosnog usklađenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)"
"hr_710000","710000","Costs of goods sold","expense","False","Nabavna vrijednost prodane robe"
"hr_711000","711000","Cost of property which is classified as held for sale","expense","False","Trošak imovine koja je klasificirana kao namijenjena prodaji"
"hr_712000","712000","Costs which relates to property, plant and equipment held for sale","expense","False","Troškovi dugotr. imov. namijenjeni prodaji (neto)"
"hr_713000","713000","Costs of goods shortages ( due to evaporate), damages , breakage and goods write off","expense","False","Troškovi kala, rastepa, kvara i loma na robi i otpisi robe"
"hr_714000","714000","Costs of replacement of goods within the warranty period","expense","False","Troškovi zamjene robe u jamstvenom roku"
"hr_715000","715000","Cost of good sold which relates to previous periods- by mistake not show in previous periods","expense","False","Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini"
"hr_718000","718000","Costs of value adjustments of merchandise goods and advance payments","expense","False","Troškovi vrijednosnog usklađenja trgovačke robe i predujmova (669, 679, 689)"
"hr_719000","719000","Impairment losses recognized on property, plant and equipment held for sale","expense","False","Troškovi vrijednosnog usklađenja dugotrajne imovine namijenjene prodaji (699)"
"hr_720000","720000","Cost of management, selling costs and administrative overheads","expense","False","Troškovi uprave, prodaje, administracije (491)"
"hr_721000","721000","Other operational expense","expense","False","Ostali poslovni rashodi - nespomenuti"
"hr_730000","730000","Loss on sale of property, plant and equipment (HSFI 8 t. 8.35.)","expense","False","Rashodi od prodaje dugotrajne imovine (HSFI 8 t. 8.35.)"
"hr_731000","731000","Expense based on material and unexpected asset disposals","expense","False","Otpisi od otuđenja imovine koji su nastali neočekivano i u visokoj vrijednosti (HSFI 4 t. 4.7. i MRS 10, t. 9.)"
"hr_732000","732000","Losses due to dispossession or natural disasters on material assets","expense","False","Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine"
"hr_733000","733000","Expense based on material and unexpected events","expense","False","Rashodi iz ostalih rijetkih i neobičnih događaja ili transakcija"
"hr_734000","734000","Other expense due to penalties, paid compensations and liabilities from subsequent events","expense","False","Izvanredne kazne, penali, odštete, naknadno utvrđ. obveze i sl."
"hr_735000","735000","Unrealised losses","expense","False","Nerealizirani gubitci"
"hr_736000","736000","The costs of goods sold in previous years (returned in this year)","expense","False","Troškovi vraćene robe prodane u prethodnim god."
"hr_737000","737000","Losses from biological assets arising from valuation","expense","False","Gubitci od procjene biološke imovine"
"hr_738000","738000","Losses from agricultural assets arising from valuation","expense","False","Gubitci od procjene poljoprivrednih proizvoda"
"hr_740000","740000","Share in the profit from the company connected by participating interest","income","False","Udio u dobiti od društva povezanog sudjelujućim interesom"
"hr_740100","740100","Share in joint profits undertaking","income","False","Udio u zajedničkoj dobiti poduzeća"
"hr_745000","745000","Share in the loss from the company connected by participating interest","income","False","Udio u gubitku društva povezanog sudjelujućim interesom"
"hr_745100","745100","Share of loss from joint undertaking","income","False","Udio gubitka od zajedničkog poduzeća"
"hr_750000","750000","Sale of goods (analytics by goods or profit centres)","income","False","Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)"
"hr_751000","751000","Revenue from the rendering of services","income","False","Prihodi od prodaje usluga"
"hr_752000","752000","Revenue from the rendering of construction services- construction services agreement","income","False","Prihodi od graditeljskih usluga - iz ugovora o izgradnji (građevina)"
"hr_753000","753000","Sales income from goods- foreign","income","False","Prihodi od prodaje dobara u inozemstvo"
"hr_754000","754000","Sales income from services - foreign","income","False","Prihodi od prodaje usluga u inozemstvo"
"hr_755000","755000","Sale income from internal usage of own goods and services","income","False","Prihodi s osnove upotrebe proizvoda i usluga za vlastite potrebe"
"hr_756000","756000","Revenue from leases and rents","income","False","Prihodi od najmova i najamnina"
"hr_757000","757000","Revenues form partnership agreement","income","False","Prihodi iz ortaštva"
"hr_758000","758000","Other income from other sale","income","False","Ostali prihodi od ostale prodaje"
"hr_759000","759000","Sale income from Group companies","income","False","Prihodi od prodaje proizvoda i usluga poduzetnicima unutar grupe"
"hr_760000","760000","Revenue from sale of goods","income","False","Prihodi od prodaje robe"
"hr_761000","761000","Sales income from goods- foreign","income","False","Prihodi od prodaje dobara u inozemstvo"
"hr_762000","762000","Revenue from the rendering of merchandise services","income","False","Prihodi od trgovačkih usluga"
"hr_763000","763000","Income from sale of slow-moving inventory","income","False","Prihodi od prodaje nekurentne robe (robe u kvaru, oštećenju, demodirana i sl.)"
"hr_764000","764000","Income from sale of goods on commodity loan granted","income","False","Prihodi od prodaje robe na robni kredit"
"hr_765000","765000","Sale income from internal usage of own merchandise goods","income","False","Prihodi s osnove upotrebe robe za vlastite potrebe"
"hr_766000","766000","Income from sale of goods on financial leasing","income","False","Prihodi od prodane robe u financijski lizing (najam)"
"hr_767000","767000","Income from sale of property, plant and equipment and arts (held for sale)","income","False","Prihodi od preprodaje nekretnina i umjetnina"
"hr_768000","768000","Other income from sale of goods and rendering of merchandise services","income","False","Ostali prihodi od prodaje roba i trgovačkih usluga"
"hr_769000","769000","Sale income from Group companies","income","False","Prihodi od prodaje proizvoda i usluga poduzetnicima unutar grupe"
"hr_770000","770000","Income from investments in shares (shares) of entrepreneurs within the group","income","False","Prihodi od ulaganja u udjele (udjele) poduzetnika unutar grupe"
"hr_770100","770100","Income from other long-term financial investments and loans to entrepreneurs within the group","income","False","Prihodi od ostalih dugoročnih financijskih ulaganja i kredita poduzetnicima unutar grupe"
"hr_770200","770200","Other income based on interest from relations with entrepreneurs within the group","income","False","Ostali prihodi po osnovi kamata iz odnosa s poduzetnicima unutar grupe"
"hr_770300","770300","Exchange rate differences and other financial income from relations with entrepreneurs within the group","income","False","Tečajne razlike i ostali financijski prihodi iz odnosa s poduzetnicima unutar grupe"
"hr_771000","771000","Interest income","income","False","Prihodi od kamata"
"hr_772000","772000","Income from exchange difference on translation of foreign operations and other income","income","False","Prihodi od tečajnih razlika i ostali prihodi"
"hr_773000","773000","Income from dividends and share in result","income","False","Prihodi od dividende i dobitaka iz udjela"
"hr_774000","774000","Financial income from long term financial asset and loans given","income","False","Prihodi od ostalih dugotrajnih financijskih ulaganja i zajmova"
"hr_775000","775000","Dividends income from associated undertakings","income","False","Prihodi od ulaganja u udjele (dionice) društava povezanih sudjelujućim interesom"
"hr_776000","776000","Unrealized gains from financial assets","income","False","Nerealizirani dobitci (prihodi) od financijske imovine"
"hr_777000","777000","Income from negative goodwill","income","False","Prihodi negativnog goodwilla"
