"id","code","name","account_type","tag_ids","reconcile","name@sv_SE"
"a2331","2331","Utilised overdraft facility 1","liability_non_current","l10n_se.account_tag_21","False","Utnyttjad checkräkningskredit 1"
"a2332","2332","Utilised overdraft facility 2","liability_non_current","l10n_se.account_tag_21","False","Utnyttjad checkräkningskredit 2"
"a2335","2335","Authorised overdraft facility 1","liability_non_current","l10n_se.account_tag_21","False","Beviljad checkräkningskredit 1"
"a2336","2336","Authorised overdraft facility 2","liability_non_current","l10n_se.account_tag_21","False","Beviljad checkräkningskredit 2"
"a2340","2340","Building credit","liability_non_current","l10n_se.account_tag_21","False","Byggnadskreditiv"
"a2351","2351","Property loans, long-term part","liability_non_current","l10n_se.account_tag_21","False","Fastighetslån, långfristig del"
"a2355","2355","Long-term loans in foreign currency from credit institutions","liability_non_current","l10n_se.account_tag_21","False","Långfristiga lån i utländsk valuta från kreditinstitut"
"a2359","2359","Other long-term loans from credit institutions","liability_non_current","l10n_se.account_tag_21","False","Övriga långfristiga lån från kreditinstitut"
"a2360","2360","Long-term liabilities to group companies","liability_non_current","l10n_se.account_tag_24","False","Långfristiga skulder till koncernföretag"
"a2361","2361","Long-term liabilities to parent companies","liability_non_current","l10n_se.account_tag_24","False","Långfristiga skulder till moderföretag"
"a2362","2362","Long-term liabilities to subsidiaries","liability_non_current","l10n_se.account_tag_24","False","Långfristiga skulder till dotterföretag"
"a2363","2363","Long-term liabilities to other group entities","liability_non_current","l10n_se.account_tag_24","False","Långfristiga skulder till andra koncernföretag"
"a2370","2370","Long-term liabilities to associates, jointly controlled entities and other entities in which an ownership interest exists","liability_non_current","l10n_se.account_tag_26","False","Långfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
"a2371","2371","Long-term liabilities to associates","liability_non_current","l10n_se.account_tag_26","False","Långfristiga skulder till intresseföretag"
"a2372","2372","Long-term liabilities to jointly controlled entities","liability_non_current","l10n_se.account_tag_26","False","Långfristiga skulder till gemensamt styrda företag"
"a2373","2373","Non-current liabilities to associates other enterprises in which there is a participating interest.","liability_non_current","l10n_se.account_tag_27","False","Långfristiga skulder till intresseföretag övriga företag som det finns ett ägarintresse i"
"a2391","2391","Instalment contracts, long-term part","liability_non_current","l10n_se.account_tag_29","False","Avbetalningskontrakt, långfristiga del"
"a2392","2392","Contingent long-term liabilities","liability_non_current","l10n_se.account_tag_29","False","Villkorliga långfristiga skulder"
"a2394","2394","Long-term supplier credits","liability_non_current","l10n_se.account_tag_29","False","Långfristiga leverantörskrediter"
"a2395","2395","Other long-term loans in foreign currency","liability_non_current","l10n_se.account_tag_29","False","Andra långfristiga lån i utländsk valuta"
"a2396","2396","Derivatives","liability_non_current","l10n_se.account_tag_29","False","Derivat"
"a2397","2397","Deposits received, long-term","liability_non_current","l10n_se.account_tag_29","False","Mottagna depositioner, långfristiga"
"a2399","2399","Other long-term liabilities","liability_non_current","l10n_se.account_tag_29","False","Övriga långfristiga skulder"
"a2411","2411","Short-term loans from credit institutions","liability_current","l10n_se.account_tag_21","False","Kortfristiga lån från kreditinstitut"
"a2412","2412","Building loans, current portion","liability_current","l10n_se.account_tag_21","False","Byggnadskreditiv, kortfristig del"
"a2417","2417","Current portion of long-term liabilities to credit institutions","liability_current","l10n_se.account_tag_21","False","Kortfristiga del av långfristiga skulder till kreditinstitut"
"a2419","2419","Other current liabilities to credit institutions","liability_current","l10n_se.account_tag_21","False","Övriga kortfristiga skulder till kreditinstitut"
"a2421","2421","Unredeemed gift cards","liability_current","l10n_se.account_tag_22","False","Ej inlösta presentkort"
"a2429","2429","Other advances from customers","liability_current","l10n_se.account_tag_22","False","Övriga förskott från kunder"
"a2430","2430","Work in progress","liability_current","l10n_se.account_tag_4","False","Pågående arbeten"
"a2431","2431","Work in progress, invoicing","liability_current","l10n_se.account_tag_4","True","Pågående arbeten, fakturering"
"a2438","2438","Work in progress, costs incurred","liability_current","l10n_se.account_tag_4","False","Pågående arbeten, nedlagda kostnader"
"a2439","2439","Estimated change in work in progress","liability_current","l10n_se.account_tag_4","False","Beräknad förändring av pågående arbeten"
"a2441","2441","Trade payables","liability_payable","l10n_se.account_tag_23","True","Leverantörsskulder"
"a2443","2443","Consignment liabilities","liability_payable","l10n_se.account_tag_23","True","Konsignationsskulder"
"a2445","2445","Disputed accounts payable","liability_payable","l10n_se.account_tag_23","True","Tvistiga leverantörsskulder"
"a2448","2448","Unrecognised trade payables","liability_payable","l10n_se.account_tag_23","True","Ej reskontrafördra leverantörsskulder"
"a2450","2450","Invoiced but not recognised revenue","liability_current","l10n_se.account_tag_23","False","Fakturerad men ej upparbetad intäkt"
"a2460","2460","Accounts payable to group companies","liability_current","l10n_se.account_tag_24","False","Leverantörsskulder till koncernföretag"
"a2461","2461","Accounts payable to parent company","liability_current","l10n_se.account_tag_24","False","Leverantörsskulder till moderföretag"
"a2462","2462","Accounts payable to subsidiaries","liability_current","l10n_se.account_tag_24","False","Leverantörsskulder till dotterföretag"
"a2463","2463","Accounts payable to other group companies","liability_current","l10n_se.account_tag_24","False","Leverantörsskulder till andra koncernföretag"
"a2470","2470","Trade payables to associates, jointly controlled entities and other entities in which there is an ownership interest.","liability_current","l10n_se.account_tag_26","False","Leverantörsskulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
"a2471","2471","Trade payables to associates","liability_current","l10n_se.account_tag_26","False","Leverantörsskulder till intresseföretag"
"a2472","2472","Trade payables to jointly controlled entities","liability_current","l10n_se.account_tag_26","False","Leverantörsskulder till gemensamt styrda företag"
"a2473","2473","Accounts payable to other enterprises in which there is an ownership interest.","liability_current","l10n_se.account_tag_27","False","Leverantörsskulder till övriga företag som det finns ett ägarintresse i"
"a2491","2491","Settlement of game organisers","liability_current","l10n_se.account_tag_21","False","Avräkning spelarrangörer"
"a2492","2492","Bills of exchange payable","liability_current","l10n_se.account_tag_25","False","Växelskulder"
"a2499","2499","Other other current liabilities","liability_current","l10n_se.account_tag_29","False","Andra övriga kortfristiga skulder"
"a2512","2512","Estimated income tax","liability_current","l10n_se.account_tag_28","False","Beräknad inkomstskatt"
"a2513","2513","Estimated property tax/property tax","liability_current","l10n_se.account_tag_28","False","Beräknad fastighetsskatt/fastighetsavgift"
"a2514","2514","Estimated special payroll tax on pension costs","liability_current","l10n_se.account_tag_28","False","Beräknad särskild löneskatt på pensionskostnader"
"a2515","2515","Estimated yield tax","liability_current","l10n_se.account_tag_28","False","Beräknad avkastningsskatt"
"a2517","2517","Estimated foreign tax","liability_current","l10n_se.account_tag_28","False","Beräknad utländsk skatt"
"a2518","2518","F-tax paid","liability_current","l10n_se.account_tag_28","False","Betald F-skatt"
"a2618","2618","Dormant output VAT, 25%","liability_current","l10n_se.account_tag_29","False","Vilande utgående moms, 25 %"
"a2628","2628","Suspended output VAT, 12 %","liability_current","l10n_se.account_tag_29","False","Vilande utgående moms, 12 %%"
"a2638","2638","Suspended output VAT, 6%","liability_current","l10n_se.account_tag_29","False","Vilande utgående moms, 6 %"
"a2660","2660","Excise duties","liability_current","l10n_se.account_tag_29","False","Punktskatter"
"a2661","2661","Advertising tax","liability_current","l10n_se.account_tag_29","False","Reklamskatt"
"a2669","2669","Other excise duties","liability_current","l10n_se.account_tag_29","False","Övriga punktskatter"
"a2731","2731","Settlement of statutory social contributions","liability_current","l10n_se.account_tag_29","False","Avräkning lagstadgade sociala avgifter"
"a2732","2732","Settlement of special payroll tax","liability_current","l10n_se.account_tag_29","False","Avräkning särskild löneskatt"
"a2750","2750","Attachment of wages, etc.","liability_current","l10n_se.account_tag_29","False","Utmätning i lön m.m."
"a2760","2760","Attachment of wages, etc.","liability_current","l10n_se.account_tag_29","False","Utmätning i lön m.m."
"a2761","2761","Settlement of holiday pay","liability_current","l10n_se.account_tag_29","False","Avräkning semesterlöner"
"a2762","2762","Holiday pay fund","liability_current","l10n_se.account_tag_29","False","Semesterlönekassa"
"a2791","2791","Staff interest account","liability_current","l10n_se.account_tag_29","False","Personalens intressekonto"
"a2792","2792","Salary savings","liability_current","l10n_se.account_tag_29","False","Lönsparande"
"a2793","2793","Group insurance premiums","liability_current","l10n_se.account_tag_29","False","Gruppförsäkringspremier"
"a2794","2794","Trade union dues","liability_current","l10n_se.account_tag_29","False","Fackföreningsavgifter"
"a2795","2795","Measurement and inspection fees","liability_current","l10n_se.account_tag_29","False","Mätnings- och granskningsarvoden"
"a2799","2799","Other payroll deductions","liability_current","l10n_se.account_tag_29","False","Övriga löneavdrag"
"a2810","2810","Settlement of factoring and mortgaged contractual receivables","liability_payable","l10n_se.account_tag_29","True","Avräkning för factoring och belånade kontraktsfordringar"
"a2811","2811","Settlement for factoring","liability_payable","l10n_se.account_tag_29","True","Avräkning för factoring"
"a2812","2812","Settlement for mortgaged contract claims","liability_payable","l10n_se.account_tag_29","True","Avräkning för belånade kontraktsfordringar"
"a2821","2821","Payroll liabilities","liability_payable","l10n_se.account_tag_29","True","Löneskulder"
"a2822","2822","Travel accounts","liability_payable","l10n_se.account_tag_29","True","Reseräkningar"
"a2823","2823","Bonuses, gratuities","liability_payable","l10n_se.account_tag_29","True","Tantiem, gratifikationer"
"a2829","2829","Other current liabilities to employees","liability_payable","l10n_se.account_tag_29","True","Övriga kortfristiga skulder till anställda"
"a2830","2830","Settlement on behalf of others","liability_payable","l10n_se.account_tag_29","True","Avräkning för annans räkning"
"a2841","2841","Current portion of long-term liabilities","liability_payable","l10n_se.account_tag_29","True","Kortfristig del av långfristiga skulder"
"a2849","2849","Other short-term loan liabilities","liability_payable","l10n_se.account_tag_29","True","Övriga kortfristiga låneskulder"
"a2850","2850","Settlement of taxes and duties (tax account)","liability_payable","l10n_se.account_tag_29","True","Avräkning för skatter och avgifter (skattekonto)"
"a2852","2852","Deferral of VAT, employer's contributions and employee taxes","liability_payable","l10n_se.account_tag_29","True","Anståndsbelopp för moms, arbetsgivaravgifter och personalskatt"
"a2860","2860","Current liabilities to group companies","liability_payable","l10n_se.account_tag_24","True","Kortfristiga skulder till koncernföretag"
"a2861","2861","Current liabilities to parent company","liability_payable","l10n_se.account_tag_24","True","Kortfristiga skulder till moderföretag"
"a2862","2862","Current liabilities to subsidiaries","liability_payable","l10n_se.account_tag_24","True","Kortfristiga skulder till dotterföretag"
"a2863","2863","Current liabilities to other group companies","liability_payable","l10n_se.account_tag_24","True","Kortfristiga skulder till andra koncernföretag"
"a2870","2870","Current liabilities to associates, jointly controlled entities and other entities in which there is an ownership interest","liability_payable","l10n_se.account_tag_26","True","Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
"a2871","2871","Current liabilities to associates","liability_payable","l10n_se.account_tag_26","True","Kortfristiga skulder till intresseföretag"
"a2872","2872","Current liabilities to jointly controlled entities","liability_payable","l10n_se.account_tag_26","True","Kortfristiga skulder till gemensamt styrda företag"
"a2873","2873","Current liabilities to other entities in which there is an ownership interest","liability_payable","l10n_se.account_tag_27","True","Kortfristiga skulder till övriga företag som det finns ett ägarintresse i"
"a2880","2880","Liability for grants received","liability_current","l10n_se.account_tag_29","False","Skuld erhållna bidrag"
"a2891","2891","Liabilities under recovery","liability_current","l10n_se.account_tag_29","False","Skulder under indrivning"
"a2892","2892","Internal repair fund/maintenance fund","liability_current","l10n_se.account_tag_29","False","Inre reparationsfond/underhållsfond"
"a2893","2893","Liabilities to related parties, current portion","liability_current","l10n_se.account_tag_29","False","Skulder till närstående personer, kortfristig del"
"a2895","2895","Derivatives (current liabilities)","liability_current","l10n_se.account_tag_29","False","Derivat (kortfristiga skulder)"
"a2897","2897","Deposits received, short-term","liability_current","l10n_se.account_tag_29","False","Mottagna depositioner, kortfristiga"
"a2898","2898","Withdrawn dividends","liability_current","l10n_se.account_tag_29","False","Outtagen vinstutdelning"
"a2899","2899","Other current liabilities","liability_current","l10n_se.account_tag_29","False","Övriga kortfristiga skulder"
"a2911","2911","Payroll liabilities","liability_current","l10n_se.account_tag_30","False","Löneskulder"
"a2912","2912","Retained earnings","liability_current","l10n_se.account_tag_30","False","Ackordsöverskott"
"a2919","2919","Other Accrued salaries and wages","liability_current","l10n_se.account_tag_30","False","Övriga Upplupna löner"
"a2930","2930","Accrued pension costs","liability_current","l10n_se.account_tag_30","False","Upplupna pensionskostnader"
"a2931","2931","Accrued pension payments","liability_current","l10n_se.account_tag_30","False","Upplupna pensionsutbetalningar"
"a2941","2941","Accrued accrued statutory social security contributions","liability_current","l10n_se.account_tag_30","False","Upplupna upplupna lagstadgade sociala avgifter"
"a2942","2942","Estimated accrued special payroll taxes","liability_current","l10n_se.account_tag_30","False","Beräknad upplupen särskild löneskatt"
"a2943","2943","Estimated accrued special payroll tax on pension costs, declaration item","liability_current","l10n_se.account_tag_30","False","Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost"
"a2944","2944","Estimated accrued yield tax on pension costs","liability_current","l10n_se.account_tag_30","False","Beräknad upplupen avkastningsskatt på pensionskostnader"
"a2951","2951","Accrued contracted labour market insurances","liability_current","l10n_se.account_tag_30","False","Upplupna avtalade arbetsmarknadsförsäkringar"
"a2959","2959","Accrued contractual pension insurance contributions, declaration item","liability_current","l10n_se.account_tag_30","False","Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost"
"a2971","2971","Prepaid rental income","liability_current","l10n_se.account_tag_30","False","Förutbetalda hyresintäkter"
"a2972","2972","Prepaid membership fees","liability_current","l10n_se.account_tag_30","False","Förutbetalda medlemsavgifter"
"a2979","2979","Other prepaid income","liability_current","l10n_se.account_tag_30","False","Övriga förutbetalda intäkter"
"a2980","2980","Accrued contractual costs","liability_current","l10n_se.account_tag_30","False","Upplupna avtalskostnader"
"a2991","2991","Estimated fee for financial statements","liability_current","l10n_se.account_tag_30","False","Beräknat arvode för bokslut"
"a2992","2992","Estimated fees for auditing","liability_current","l10n_se.account_tag_30","False","Beräknat arvode för revision"
"a2993","2993","Unspecified debt to suppliers","liability_current","l10n_se.account_tag_30","False","Ospecificerad skuld till leverantörer"
"a2998","2998","Other accrued expenses and deferred income","liability_current","l10n_se.account_tag_30","False","Övriga upplupna kostnader och förutbetalda intäkter"
"a3511","3511","Invoiced packaging","income","l10n_se.account_tag_31","False","Fakturerat emballage"
"a3518","3518","Packaging returned","income","l10n_se.account_tag_31","False","Returnerat emballage"
"a3560","3560","Costs invoiced to group companies","income","l10n_se.account_tag_31","False","Fakturerad kostnader till koncernföretag"
"a3561","3561","Costs invoiced to parent company","income","l10n_se.account_tag_31","False","Fakturerad kostnader till moderföretag"
"a3562","3562","Costs invoiced to subsidiaries","income","l10n_se.account_tag_31","False","Fakturerad kostnader till dotterföretag"
"a3563","3563","Costs invoiced to other group companies","income","l10n_se.account_tag_31","False","Fakturerad kostnader till andra koncernföretag"
"a3570","3570","Costs invoiced to associates, jointly controlled entities and other entities in which there is an ownership interest","income","l10n_se.account_tag_31","False","Fakturerad kostnader till intresseföretag, gemensamt styrda företag och övriga företag som det finns ägarintresse i"
"a3590","3590","Other invoiced expenses","income","l10n_se.account_tag_31","False","Övriga fakturerade kostnader"
"a3610","3610","Sale of materials","income","l10n_se.account_tag_31","False","Försäljning av material"
"a3611","3611","Sale of raw materials","income","l10n_se.account_tag_31","False","Försäljning av råmaterial"
"a3612","3612","Sale of scrap metal","income","l10n_se.account_tag_31","False","Försäljning av skrot"
"a3613","3613","Sales of consumables","income","l10n_se.account_tag_31","False","Försäljning av förbrukningsmaterial"
"a3619","3619","Sales of other materials","income","l10n_se.account_tag_31","False","Försäljning av övrigt material"
"a3620","3620","Temporary hiring of personnel","income","l10n_se.account_tag_31","False","Tillfällig uthyrning av personal"
"a3630","3630","Temporary use of transport equipment","income","l10n_se.account_tag_31","False","Tillfällig av transportmedel"
"a3670","3670","Income from securities","income","l10n_se.account_tag_31","False","Intäkter från värdepapper"
"a3671","3671","Sales of securities","income","l10n_se.account_tag_31","False","Försäljning av värdepapper"
"a3672","3672","Dividends from securities","income","l10n_se.account_tag_31","False","Utdelning från värdepapper"
"a3679","3679","other income from securities","income","l10n_se.account_tag_31","False","övriga intäkter från värdepapper"
"a3680","3680","Management fees","income","l10n_se.account_tag_31","False","Management fees"
"a3690","3690","Other ancillary income","income","l10n_se.account_tag_31","False","Övriga sidointäkter"
"a3700","3700","Income adjustments (group account)","income","l10n_se.account_tag_31","False","Intäktskorrigeringar (gruppkonto)"
"a3710","3710","Unearned income reductions","income","l10n_se.account_tag_31","False","Oförelade intäktsreduktioner"
"a3731","3731","Cash discounts granted","income","l10n_se.account_tag_31","False","Lämnade kassarabatter"
"a3732","3732","Volume discounts granted","income","l10n_se.account_tag_31","False","Lämnade mängdrabatter"
"a3750","3750","Excise duties","income","l10n_se.account_tag_31","False","Punktskatter"
"a3751","3751","Excise duties recognised as revenue (credit account)","income","l10n_se.account_tag_31","False","Intäktsförda punktskatter (kreditkonto)"
"a3752","3752","Excise duties payable (debit account)","income","l10n_se.account_tag_31","False","Skuldförda punktskatter (debetkonto)"
"a3790","3790","other revenue adjustments","income","l10n_se.account_tag_31","False","övriga intäktskorrigeringar"
"a3840","3840","Work capitalised (materials)","income","l10n_se.account_tag_31","False","Aktiverat arbete (material)"
"a3850","3850","Work capitalised (overheads)","income","l10n_se.account_tag_31","False","Aktiverat arbete (omkostnader)"
"a3870","3870","Work capitalised (personnel)","income","l10n_se.account_tag_31","False","Aktiverat arbete (personal)"
"a3910","3910","Rental and leasing income","income_other","l10n_se.account_tag_31","False","Hyres- och arrendeintäkter"
"a3911","3911","Rental income","income_other","l10n_se.account_tag_31","False","Hyresintäkter"
"a3912","3912","Rental income","income_other","l10n_se.account_tag_31","False","Arrendeintäkter"
"a3914","3914","Other rental income subject to VAT","income_other","l10n_se.account_tag_31","False","Övriga momspliktiga hyresintäkter"
"a3920","3920","Commission, licence and royalty income","income_other","l10n_se.account_tag_31","False","Provisionsintäkter, licensintäkter och royalties"
"a3921","3921","Commission income","income_other","l10n_se.account_tag_31","False","Provisionsintäkter"
"a3922","3922","Licence fees and royalties","income_other","l10n_se.account_tag_31","False","Licensintäkter och royalties"
"a3925","3925","Franchise income","income_other","l10n_se.account_tag_31","False","Franchiseintäkter"
"a3950","3950","Recovered, previously written-off trade receivables","income_other","l10n_se.account_tag_31","False","Återvunna, tidigare, avskrivna kundfordringar"
"a3971","3971","Gain on disposal of intangible fixed assets","income_other","l10n_se.account_tag_31","False","Vinst vid avyttring av immateriella anläggningstillgångar"
"a3972","3972","Gain on disposal of land and buildings","income_other","l10n_se.account_tag_31","False","Vinst vid avyttring av byggnader och mark"
"a3973","3973","Gain on disposal of machinery and equipment","income_other","l10n_se.account_tag_31","False","Vinst vid avyttring av maskiner och inventarier"
"a3981","3981","EU grants received","income_other","l10n_se.account_tag_31","False","Erhållna EU-bidrag"
"a3985","3985","Government grants received","income_other","l10n_se.account_tag_31","False","Erhållna statliga bidrag"
"a3987","3987","Municipal grants received","income_other","l10n_se.account_tag_31","False","Erhållna kommunala bidrag"
"a3988","3988","Grants and reimbursements received for","income_other","l10n_se.account_tag_31","False","Erhållna bidrag och ersättningar för"
"a3989","3989","Other grants received","income_other","l10n_se.account_tag_31","False","Övriga erhållna bidrag"
"a3990","3990","Other reimbursements and income","income_other","l10n_se.account_tag_31","False","Övriga ersättningar och intäkter"
"a3991","3991","Conflict compensation","income_other","l10n_se.account_tag_31","False","Konfliktersättning"
"a3992","3992","Damages received","income_other","l10n_se.account_tag_31","False","Erhållna skadestånd"
"a3993","3993","Donations and gifts received","income_other","l10n_se.account_tag_31","False","Erhållna donationer och gåvor"
"a3994","3994","Insurance claims","income_other","l10n_se.account_tag_31","False","Försäkringsersättningar"
"a3995","3995","Payments received on account of operating liabilities","income_other","l10n_se.account_tag_31","False","Erhållet ackord på skulder av rörelsekaraktär"
"a3996","3996","Advertising subsidies received","income_other","l10n_se.account_tag_31","False","Erhållna reklambidrag"
"a3997","3997","Compensation for sick leave","income_other","l10n_se.account_tag_31","False","Sjuklöneersättning"
"a3999","3999","Other operating income","income_other","l10n_se.account_tag_31","False","Övriga rörelseintäkter"
"a4416","4416","Goods purchased in Sweden, reverse charge, 12 per cent","expense_direct_cost","l10n_se.account_tag_32","False","Inköpta varor i Sverige, omvänd skattskyldighet, 12 %"
"a4417","4417","Purchased goods in Sweden, reverse charge, 6%","expense_direct_cost","l10n_se.account_tag_32","False","Inköpta varor i Sverige, omvänd skattskyldighet, 6 %"
"a4425","4425","Purchase of services in Sweden, reverse charge, 25%","expense_direct_cost","l10n_se.account_tag_32","False","Inköp tjänster i Sverige, omvänd skattskyldighet, 25 %"
"a4730","4730","Discounts received","expense_direct_cost","l10n_se.account_tag_32","False","Erhållna rabatter"
"a4731","4731","Cash discounts received","expense_direct_cost","l10n_se.account_tag_32","False","Erhållna kassarabatter"
"a4732","4732","Received quantity discounts (incl. bonus)","expense_direct_cost","l10n_se.account_tag_32","False","Erhållna mängdrabatter (inkl. bonus)"
"a4733","4733","Received activity aid","expense_direct_cost","l10n_se.account_tag_32","False","Erhållna aktivitetsstöd"
"a4790","4790","Other reduction of purchase prices","expense_direct_cost","l10n_se.account_tag_32","False","Övriga reduktion av inköpspriser"
"a4944","4944","Change in work in progress, materials and outlays","expense_direct_cost","l10n_se.account_tag_31","False","Förändring produkter i arbete, material och utlägg"
"a4945","4945","Change in work in progress, overheads","expense_direct_cost","l10n_se.account_tag_31","False","Förändring produkter i arbete, omkostnader"
"a4947","4947","Change in work in progress, personnel costs","expense_direct_cost","l10n_se.account_tag_31","False","Förändring produkter i arbete, personalkostnader"
"a4974","4974","Change in work in progress, materials and expenses","expense_direct_cost","l10n_se.account_tag_31","False","Förändring pågående arbete, material och utlägg"
"a4975","4975","Change in work in progress, overheads","expense_direct_cost","l10n_se.account_tag_31","False","Förändring pågående arbete, omkostnader"
"a4977","4977","Change in work in progress, personnel costs","expense_direct_cost","l10n_se.account_tag_31","False","Förändring pågående arbete, personalkostnader"
"a4980","4980","Change in stocks of securities","expense_direct_cost","l10n_se.account_tag_31","False","Förändring av lager av värdepapper"
"a4981","4981","Cost of securities sold","expense_direct_cost","l10n_se.account_tag_31","False","Sålda värdepappers anskaffningsvärde"
"a4987","4987","Impairment of securities","expense_direct_cost","l10n_se.account_tag_31","False","Nedskrivning av värdepapper"
"a4988","4988","Reversal of impairment of securities","expense_direct_cost","l10n_se.account_tag_31","False","Återföring av nedskrivning av värdepapper"
"a5000","5000","Premises costs (group account)","expense","l10n_se.account_tag_32","False","Lokalkostnader (gruppkonto)"
"a5011","5011","Rent of office space","expense","l10n_se.account_tag_32","False","Hyra för kontorslokaler"
"a5012","5012","Rent of garages","expense","l10n_se.account_tag_32","False","Hyra för garage"
"a5013","5013","Rent of warehouses","expense","l10n_se.account_tag_32","False","Hyra för lagerlokaler"
"a5050","5050","Premises equipment","expense","l10n_se.account_tag_32","False","Lokaltillbehör"
"a5061","5061","Cleaning services","expense","l10n_se.account_tag_32","False","Städning"
"a5062","5062","Refuse collection","expense","l10n_se.account_tag_32","False","Sophämtning"
"a5063","5063","Hire of rubbish containers","expense","l10n_se.account_tag_32","False","Hyra för sopcontainer"
"a5064","5064","Snow removal","expense","l10n_se.account_tag_32","False","Snöröjning"
"a5065","5065","Gardening services","expense","l10n_se.account_tag_32","False","Trädgårdsskötsel"
"a5090","5090","Other premises costs","expense","l10n_se.account_tag_32","False","Övriga lokalkostnader"
"a5098","5098","Other premises expenses, deductible","expense","l10n_se.account_tag_32","False","Övriga lokalkostnader, avdragsgilla"
"a5099","5099","Other premises costs, non-deductible","expense","l10n_se.account_tag_32","False","Övriga lokalkostnader, ej avdragsgilla"
"a5110","5110","Ground rent/leasehold charges","expense","l10n_se.account_tag_32","False","Tomträttsavgäld/arrende"
"a5131","5131","Heating","expense","l10n_se.account_tag_32","False","Uppvärmning"
"a5132","5132","Chimney sweeping","expense","l10n_se.account_tag_32","False","Sotning"
"a5161","5161","Cleaning","expense","l10n_se.account_tag_32","False","Städning"
"a5162","5162","Refuse collection","expense","l10n_se.account_tag_32","False","Sophämtning"
"a5163","5163","Rent for rubbish container","expense","l10n_se.account_tag_32","False","Hyra för sopcontainer"
"a5164","5164","Snow removal","expense","l10n_se.account_tag_32","False","Snöröjning"
"a5165","5165","Gardening","expense","l10n_se.account_tag_32","False","Trädgårdsskötsel"
"a5190","5190","Other property costs","expense","l10n_se.account_tag_32","False","Övriga fastighetskostnader"
"a5191","5191","Property tax/property fee","expense","l10n_se.account_tag_32","False","Fastighetsskatt/fastighetsavgift"
"a5192","5192","Property insurance premiums","expense","l10n_se.account_tag_32","False","Fastighetsförsäkringspremier"
"a5193","5193","Property maintenance and management","expense","l10n_se.account_tag_32","False","Fastighetsskötsel och förvaltning"
"a5198","5198","Other property costs, deductible","expense","l10n_se.account_tag_32","False","Övriga fastighetskostnader, avdragsgilla"
"a5199","5199","Other property costs, non-deductible","expense","l10n_se.account_tag_32","False","Övriga fastighetskostnader, ej avdragsgilla"
"a5210","5210","Renting of machinery and other technical equipment","expense","l10n_se.account_tag_32","False","Hyra av maskiner och andra tekniska anläggningar"
"a5211","5211","Short-term hire of machinery and equipment","expense","l10n_se.account_tag_32","False","Korttidshyra av maskiner och andra tekniska anläggningar"
"a5212","5212","Leasing of machinery and equipment","expense","l10n_se.account_tag_32","False","Leasing av maskiner och andra tekniska anläggningar"
"a5220","5220","Hire of computers","expense","l10n_se.account_tag_32","False","Hyra av datorer"
"a5221","5221","Short-term hire of equipment and tools","expense","l10n_se.account_tag_32","False","Korttidshyra av inventarier och verktyg"
"a5222","5222","Leasing of equipment and tools","expense","l10n_se.account_tag_32","False","Leasing av inventarier och verktyg"
"a5250","5250","Rental of computers","expense","l10n_se.account_tag_32","False","Hyra av datorer"
"a5251","5251","Short-term hire of computers","expense","l10n_se.account_tag_32","False","Korttidshyra av datorer"
"a5252","5252","Leasing of computers","expense","l10n_se.account_tag_32","False","Leasing av datorer"
"a5290","5290","Other rentals of fixed assets","expense","l10n_se.account_tag_32","False","Övriga hyreskostnader för anläggningstillgångar"
"a5310","5310","Electricity for operation","expense","l10n_se.account_tag_32","False","El för drift"
"a5320","5320","Gas","expense","l10n_se.account_tag_32","False","Gas"
"a5330","5330","Fuel oil","expense","l10n_se.account_tag_32","False","Eldningsolja"
"a5340","5340","Coal and coke","expense","l10n_se.account_tag_32","False","Stenkol och koks"
"a5350","5350","Peat, charcoal, wood and other wood fuels","expense","l10n_se.account_tag_32","False","Torv, träkol, ved och annat träbränsle"
"a5360","5360","Petrol, kerosene and motor fuel oil","expense","l10n_se.account_tag_32","False","Bensin, fotogen och motorbrännolja"
"a5370","5370","District heating, cooling and steam","expense","l10n_se.account_tag_32","False","Fjärrvärme, kyla och ånga"
"a5380","5380","Water","expense","l10n_se.account_tag_32","False","Vatten"
"a5390","5390","Other energy costs","expense","l10n_se.account_tag_32","False","Övriga energikostnader"
"a5411","5411","Consumable inventory with a useful life of more than one year","expense","l10n_se.account_tag_32","False","Förbrukningsinventarier med en livslängd på mer än ett år"
"a5412","5412","Consumable inventory with a useful life of one year or less","expense","l10n_se.account_tag_32","False","Förbrukningsinventarier led en livslängd på ett år eller mindre"
"a5430","5430","Transport equipment","expense","l10n_se.account_tag_32","False","Transportinventarier"
"a5440","5440","Consumable packaging","expense","l10n_se.account_tag_32","False","Förbrukningsemballage"
"a5480","5480","Work clothes and protective materials","expense","l10n_se.account_tag_32","False","Arbetskläder och skyddsmaterial"
"a5490","5490","Other consumable inventory and consumables","expense","l10n_se.account_tag_32","False","Övriga förbrukningsinventarier och förbrukningsmaterial"
"a5491","5491","Other consumables with a useful life of more than one year","expense","l10n_se.account_tag_32","False","Övriga förbrukningsinventarier med en livslängd på mer än ett år"
