"id","code","name","account_type","tag_ids","reconcile","non_trade","name@sv_SE"
"a5613","5613","Repair and maintenance of passenger cars","expense","l10n_se.account_tag_32","False","","Reparation och underhåll av personbilar"
"a5615","5615","Leasing of passenger cars","expense","l10n_se.account_tag_32","False","","Leasing av personbilar"
"a5700","5700","Freight and transport (group account)","expense","l10n_se.account_tag_32","False","","Frakter och transporter (gruppkonto)"
"a5800","5800","Travelling expenses (group account)","expense","l10n_se.account_tag_32","False","","Resekostnader (gruppkonto)"
"a5810","5810","Tickets","expense","l10n_se.account_tag_32","False","","Biljetter"
"a5820","5820","Car hire costs","expense","l10n_se.account_tag_32","False","","Hyrbilskostnader"
"a5831","5831","Board and lodging in Sweden","expense","l10n_se.account_tag_32","False","","Kost och logi i Sverige"
"a5832","5832","Board and lodging abroad","expense","l10n_se.account_tag_32","False","","Kost och logi i utlandet"
"a5900","5900","Advertising and PR","expense","l10n_se.account_tag_32","False","","Reklam och PR"
"a6071","6071","Entertainment, deductible","expense","l10n_se.account_tag_32","False","","Representation, avdragsgill"
"a6072","6072","Entertainment, non-deductible","expense","l10n_se.account_tag_32","False","","Representation, ej avdragsgill"
"a6090","6090","Other selling expenses","expense","l10n_se.account_tag_32","False","","Övriga försäljningskostnader"
"a6100","6100","Office supplies and printed matter (group account)","expense","l10n_se.account_tag_32","False","","Kontorsmateriel och trycksaker (gruppkonto)"
"a6210","6210","Telecommunications","expense","l10n_se.account_tag_32","False","","Telekommunikation"
"a6250","6250","Postal services","expense","l10n_se.account_tag_32","False","","Postbefordran"
"a6310","6310","Business insurance","expense","l10n_se.account_tag_32","False","","Företagsförsäkringar"
"a6350","6350","Losses on trade receivables","expense","l10n_se.account_tag_32","False","","Förluster på kundfordringar"
"a6390","6390","Other risk costs","expense","l10n_se.account_tag_32","False","","Övriga riskkostnader"
"a6410","6410","Non-salary directors' fees","expense","l10n_se.account_tag_32","False","","Styrelsearvoden som inte är lön"
"a6420","6420","Remuneration to the auditor","expense","l10n_se.account_tag_32","False","","Ersättningar till revisor"
"a6530","6530","Accounting services","expense","l10n_se.account_tag_32","False","","Redovisningstjänster"
"a6540","6540","IT services","expense","l10n_se.account_tag_32","False","","IT-tjänster"
"a6550","6550","Consultancy fees","expense","l10n_se.account_tag_32","False","","Konsultarvoden"
"a6560","6560","Service fees to professional organisations","expense","l10n_se.account_tag_32","False","","Serviceavgifter till branschorganisationer"
"a6570","6570","Bank charges","expense","l10n_se.account_tag_32","False","","Bankkostnader"
"a6580","6580","Legal and court costs","expense","l10n_se.account_tag_32","False","","Advokat- och rättegångskostnader"
"a6590","6590","Other external services","expense","l10n_se.account_tag_32","False","","Övriga externa tjänster"
"a6800","6800","Temporary staff (group account)","expense","l10n_se.account_tag_32","False","","Inhyrd personal (gruppkonto)"
"a6970","6970","Newspapers, periodicals and specialised literature","expense","l10n_se.account_tag_32","False","","Tidningar, tidskrifter och facklitteratur"
"a6980","6980","Association fees","expense","l10n_se.account_tag_32","False","","Föreningsavgifter"
"a6991","6991","Other external costs, deductible","expense","l10n_se.account_tag_32","False","","Övriga externa kostnader, avdragsgilla"
"a6992","6992","Other external costs, non-deductible","expense","l10n_se.account_tag_32","False","","Övriga externa kostnader, ej avdragsgilla"
"a7010","7010","Wages and salaries to collective employees","expense","l10n_se.account_tag_32","False","","Löner till kollektivanställda"
"a7090","7090","Change in holiday pay liability","expense","l10n_se.account_tag_32","False","","Förändring av semesterlöneskuld"
"a7210","7210","Wages and salaries to civil servants","expense","l10n_se.account_tag_32","False","","Löner till tjänstemän"
"a7220","7220","Wages and salaries of company directors","expense","l10n_se.account_tag_32","False","","Löner till företagsledare"
"a7240","7240","Directors' fees","expense","l10n_se.account_tag_32","False","","Styrelsearvoden"
"a7290","7290","Change in holiday pay liability","expense","l10n_se.account_tag_32","False","","Förändring av semesterlöneskuld"
"a7310","7310","Additional cash payments","expense","l10n_se.account_tag_32","False","","Kontanta extraersättningar"
"a7321","7321","Tax-free allowances, Sweden","expense","l10n_se.account_tag_32","False","","Skattefria traktamenten, Sverige"
"a7322","7322","Taxable subsistence allowances, Sweden","expense","l10n_se.account_tag_32","False","","Skattepliktiga traktamenten, Sverige"
"a7323","7323","Tax-free allowances, abroad","expense","l10n_se.account_tag_32","False","","Skattefria traktamenten, utlandet"
"a7324","7324","Taxable daily allowances, abroad","expense","l10n_se.account_tag_32","False","","Skattepliktiga traktamenten, utlandet"
"a7331","7331","Tax-free car allowances","expense","l10n_se.account_tag_32","False","","Skattefria bilersättningar"
"a7332","7332","Taxable car allowances","expense","l10n_se.account_tag_32","False","","Skattepliktiga bilersättningar"
"a7380","7380","Costs of benefits to employees","expense","l10n_se.account_tag_32","False","","Kostnader förmåner till anställda"
"a7385","7385","Cost of free car","expense","l10n_se.account_tag_32","False","","Kostnader för fri bil"
"a7390","7390","Other reimbursements and benefits","expense","l10n_se.account_tag_32","False","","Övriga kostnadsersättningar och förmåner"
"a7410","7410","Pension insurance premiums","expense","l10n_se.account_tag_32","False","","Pensionsförsäkringspremier"
"a7490","7490","Other pension costs","expense","l10n_se.account_tag_32","False","","Övriga pensionskostnader"
"a7511","7511","Employer's contribution for wages and salaries","expense","l10n_se.account_tag_32","False","","Arbetsgivaravgift för löner och ersättningar"
"a7512","7512","Employer's contributions for benefit values","expense","l10n_se.account_tag_32","False","","Arbetsgivaravgifter för förmånsvärden"
"a7519","7519","Employer's contributions for holiday and salary liabilities","expense","l10n_se.account_tag_32","False","","Arbetsgivaravgifter för semester- och löneskulder"
"a7530","7530","Special payroll tax","expense","l10n_se.account_tag_32","False","","Särskild Löneskatt"
"a7550","7550","Tax on returns on pension funds","expense","l10n_se.account_tag_32","False","","Avkastningsskatt på pensionsmedel"
"a7570","7570","Premiums for labour market insurance","expense","l10n_se.account_tag_32","False","","Premier för arbetsmarknadsförsäkringar"
"a7580","7580","Group insurance premiums","expense","l10n_se.account_tag_32","False","","Gruppförsäkringspremier"
"a7590","7590","Other social and other contributions according to law and agreements","expense","l10n_se.account_tag_32","False","","Övriga sociala och andra avgifter enligt lag och avtal"
"a7600","7600","Other staff costs (group account)","expense","l10n_se.account_tag_32","False","","Övriga personalkostnader (gruppkonto)"
"a7610","7610","Education and training","expense","l10n_se.account_tag_32","False","","Utbildning"
"a7621","7621","Medical and health care, deductible","expense","l10n_se.account_tag_32","False","","Sjuk- och hälsovård, avdragsgill"
"a7622","7622","Medical and health care, non-deductible","expense","l10n_se.account_tag_32","False","","Sjuk- och hälsovård, ej avdragsgill"
"a7631","7631","Staff representation, deductible","expense","l10n_se.account_tag_32","False","","Personalrepresentation, avdragsgill"
"a7632","7632","Staff representation, non-deductible","expense","l10n_se.account_tag_32","False","","Personalrepresentation, ej avdragsgill"
"a7720","7720","Impairment of land and buildings","expense","l10n_se.account_tag_32","False","","Nedskrivningar av byggnader och mark"
"a7730","7730","Impairment of machinery and equipment","expense","l10n_se.account_tag_32","False","","Nedskrivningar av maskiner och inventarier"
"a7810","7810","Amortisation of intangible assets","expense_depreciation","l10n_se.account_tag_32","False","","Avskrivningar av immateriella anläggningstillgångar"
"a7820","7820","Depreciation of buildings and land improvements","expense_depreciation","l10n_se.account_tag_32","False","","Avskrivningar på byggnader och markanläggningar"
"a7830","7830","Depreciation of machinery and equipment","expense_depreciation","l10n_se.account_tag_32","False","","Avskrivningar maskiner och inventarier"
"a7970","7970","Loss on disposal of intangible and tangible fixed assets","expense","l10n_se.account_tag_32","False","","Förlust vid avyttring av immateriella och materiella anläggningstillgångar"
"a7990","7990","Other operating expenses","expense","l10n_se.account_tag_32","False","","Övriga rörelsekostnader"
"a8210","8210","Dividends on shares in other enterprises","income_other","l10n_se.account_tag_33","False","","Utdelningar på andelar i andra företag"
"a8220","8220","Profit on sale of securities and long-term receivables from other enterprises","income_other","l10n_se.account_tag_33","False","","Resultat vid försäljning av värdepapper i och långfristiga fordringar hos andra företag"
"a8250","8250","Interest income on long-term receivables from and securities held by other enterprises","income_other","l10n_se.account_tag_33","False","","Ränteintäkter från långfristiga fordringar hos och värdepapper i andra företag"
"a8270","8270","Impairment losses on holdings of shares in and long-term receivables from other enterprises","expense","l10n_se.account_tag_33","False","","Nedskrivningar av innehav av andelar i och långfristiga fordringar hos andra företag"
"a8310","8310","Interest income on current assets","income_other","l10n_se.account_tag_33","False","","Ränteintäkter från omsättningstillgångar"
"a8314","8314","Tax-free interest income","income_other","l10n_se.account_tag_33","False","","Skattefria ränteintäkter"
"a8330","8330","Exchange rate differences on short-term receivables and investments","income_other","l10n_se.account_tag_33","False","","Valutakursdifferenser på kortfristiga fordringar och placeringar"
"a8340","8340","Dividends on short-term investments","income_other","l10n_se.account_tag_33","False","","Utdelningar på kortfristiga placeringar"
"a8350","8350","Gain on sale of short-term investments","income_other","l10n_se.account_tag_33","False","","Resultat vid försäljning av kortfristiga placeringar"
"a8390","8390","Other financial income","income_other","l10n_se.account_tag_33","False","","Övriga finansiella intäkter"
"a8410","8410","Interest expense on long-term liabilities","expense","l10n_se.account_tag_33","False","","Räntekostnader för långfristiga skulder"
"a8420","8420","Interest expense on current liabilities","expense","l10n_se.account_tag_33","False","","Räntekostnader för kortfristiga skulder"
"a8422","8422","Interest on arrears on trade payables","expense","l10n_se.account_tag_33","False","","Dröjsmålsräntor för leverantörsskulder"
"a8423","8423","Interest expense on taxes and duties","expense","l10n_se.account_tag_33","False","","Räntekostnader för skatter och avgifter"
"a8430","8430","Exchange rate differences on liabilities","expense","l10n_se.account_tag_33","False","","Valutakursdifferenser på skulder"
"a8811","8811","Allocation to tax allocation reserve","expense","l10n_se.account_tag_34","False","","Avsättning till periodiseringsfond"
"a8819","8819","Reversal from tax allocation reserve","expense","l10n_se.account_tag_34","False","","Återföring från periodiseringsfond"
"a8850","8850","Change in excess depreciation","expense","l10n_se.account_tag_34","False","","Förändring av överavskrivningar"
"a8910","8910","Taxes charged to the profit and loss account","expense","l10n_se.account_tag_35","False","","Skatt som belastar årets resultat"
"a8990","8990","Profit and loss account","expense","l10n_se.account_tag_36","False","","Resultat"
"a8999","8999","Profit for the year","expense","l10n_se.account_tag_36","False","","Årets resultat"
"a9993","9993","Cash Discount Loss","expense","l10n_se.account_tag_36","False","","Cash Discount Loss"
"a9994","9994","Cash Discount Gain","income_other","l10n_se.account_tag_33","False","","Cash Discount Gain"
