"id","code","account_type","name","reconcile","chart_template_id/id"
"gd_acc_763000","763000","income","Revenues from sales of merchandise and materials on foreign markets","False","gd_chart"
"gd_acc_763100","763100","income","Revenue from the sale of merchandise and materials on the eu market","False","gd_chart"
"gd_acc_763200","763200","income","Revenue from the sale of merchandise and materials outside the eu market","False","gd_chart"
"gd_acc_764000","764000","income","Revenues from valuation of biological assets and harvesting of agricultural products","False","gd_chart"
"gd_acc_765000","765000","income","Rental income","False","gd_chart"
"gd_acc_766000","766000","income","Revenues from the elimination of provisions and accrued costs and deferred revenue at the expense of accrued costs or expenses","False","gd_chart"
"gd_acc_767000","767000","income","Revenues from business combinations (revaluation surplus - bad name)","False","gd_chart"
"gd_acc_768000","768000","income","Other revenues related to business performance (subsidies, grants, resources, compensations, premiums ...)","False","gd_chart"
"gd_acc_769000","769000","income","Revaluation operating revenues","False","gd_chart"
"gd_acc_770000","770000","income","Financial revenues from shares in group organizations","False","gd_chart"
"gd_acc_771000","771000","income","Financial income from interests in associates and jointly controlled entities","False","gd_chart"
"gd_acc_772000","772000","income","Financial income from shares in other organizations","False","gd_chart"
"gd_acc_773000","773000","income","Financial income from other investments","False","gd_chart"
"gd_acc_774000","774000","income","Financial income from loans granted to group organizations","False","gd_chart"
"gd_acc_775000","775000","income","Financial income from loans to others (including deposits)","False","gd_chart"
"gd_acc_776000","776000","income","Financial revenues from operating receivables from group organizations","False","gd_chart"
"gd_acc_777000","777000","income","Financial revenues from operating receivables from others","False","gd_chart"
"gd_acc_778000","778000","income","Financial income from financial assets allocated at fair value through profit or loss","False","gd_chart"
"gd_acc_779000","779000","income","Financial income from the valuation of investment property at fair value and income from the disposal of investment property measured at fair value","False","gd_chart"
"gd_acc_780000","780000","income_other","Revenue from the valuation of investment property at fair value","False","gd_chart"
"gd_acc_781000","781000","income_other","Income from disposal of investment property measured at fair value","False","gd_chart"
"gd_acc_784000","784000","income_other","Donations","False","gd_chart"
"gd_acc_785000","785000","income_other","Subsidies, grants and similar revenues not related to business performance","False","gd_chart"
"gd_acc_786000","786000","income_other","Compensation not related to business effects","False","gd_chart"
"gd_acc_787000","787000","income_other","Penalties not related to business effects","False","gd_chart"
"gd_acc_788000","788000","income_other","Positive euro equalizations","False","gd_chart"
"gd_acc_789000","789000","income_other","Other non-operating income","False","gd_chart"
"gd_acc_810000","810000","expense","Corporate income tax","False","gd_chart"
"gd_acc_812000","812000","expense","Other taxes not included in other items","False","gd_chart"
"gd_acc_813000","813000","expense","Deferred tax income (expenses)","False","gd_chart"
"gd_acc_815000","815000","equity_unaffected","Net profit for the financial year or net surplus of revenues","False","gd_chart"
"gd_acc_900000","900000","equity","Share capital - shares","False","gd_chart"
"gd_acc_901000","901000","equity","Share capital - capital shares or capital contribution","False","gd_chart"
"gd_acc_902000","902000","equity","Initial capital of sole proprietors","False","gd_chart"
"gd_acc_903000","903000","equity","Share capital - capital deposit","False","gd_chart"
"gd_acc_905000","905000","equity","Inseparable cooperative capital","False","gd_chart"
"gd_acc_906000","906000","equity","Shares of cooperative members","False","gd_chart"
"gd_acc_907000","907000","equity","Founding and subsequent roles","False","gd_chart"
"gd_acc_909000","909000","equity","Uncalled capital (deductible item)","False","gd_chart"
"gd_acc_910000","910000","equity","Payments above the minimum issue amounts of shares or stakes (paid-in capital surplus)","False","gd_chart"
"gd_acc_911000","911000","equity","Payments over the book value in case of disposal of temporarily repurchased own shares or stakes","False","gd_chart"
"gd_acc_912000","912000","equity","Payments above the minimum issue amount of capital obtained by issuing convertible bonds and bonds with a share option","False","gd_chart"
"gd_acc_913000","913000","equity","Payments for the acquisition of additional rights from shares or stakes","False","gd_chart"
"gd_acc_914000","914000","equity","Other capital payments based on the articles of association","False","gd_chart"
"gd_acc_915000","915000","equity","Amounts from the simplified reduction of share capital and amounts of reduction of share capital by withdrawal of shares or stakes","False","gd_chart"
"gd_acc_916000","916000","equity","General capital revaluation adjustment and amounts transferred from the revaluation reserve","False","gd_chart"
"gd_acc_917000","917000","equity","Amounts from the effects of confirmed compulsory settlement","False","gd_chart"
"gd_acc_918000","918000","equity","Transfers of tangible assets in the course of business","False","gd_chart"
"gd_acc_919000","919000","equity","Inflows and outflows between enterprise and household","False","gd_chart"
"gd_acc_920000","920000","equity","Legal reserves","False","gd_chart"
"gd_acc_921000","921000","equity","Reserves for own shares or own business shares","False","gd_chart"
"gd_acc_922000","922000","equity","Statutory reserves","False","gd_chart"
"gd_acc_923000","923000","equity","Other profit reserves","False","gd_chart"
"gd_acc_924000","924000","equity","Voluntary cooperative reserves","False","gd_chart"
"gd_acc_925000","925000","equity","Voluntary cooperative funds","False","gd_chart"
"gd_acc_926000","926000","equity","Part of the net surplus of revenue for a specific purpose (fund)","False","gd_chart"
"gd_acc_929000","929000","equity","Acquired treasury shares or treasury shares (deductible item)","False","gd_chart"
"gd_acc_930000","930000","equity","Retained earnings from previous years","False","gd_chart"
"gd_acc_931000","931000","equity","Carried forward net loss from previous years","False","gd_chart"
"gd_acc_933000","933000","equity","Net loss for the financial year or net surplus of expenses","False","gd_chart"
"gd_acc_934000","934000","equity","Transfer from revaluation surplus","False","gd_chart"
"gd_acc_935000","935000","equity","Income of sole proprietors","False","gd_chart"
"gd_acc_937000","937000","equity","Negative profit of sole proprietors","False","gd_chart"
"gd_acc_940000","940000","equity","Revaluation reserves from land revaluation","False","gd_chart"
"gd_acc_941000","941000","equity","Revaluation reserves from revaluation of buildings","False","gd_chart"
"gd_acc_949000","949000","equity","Value adjustment of revaluation reserves for deferred tax liabilities","False","gd_chart"
"gd_acc_954000","954000","equity","Reserves arising from the valuation of long-term financial investments at fair value","False","gd_chart"
"gd_acc_955000","955000","equity","Reserves arising from the valuation of short-term financial investments at fair value","False","gd_chart"
"gd_acc_956000","956000","equity","Amounts of proven profit or loss from change in the fair value of available-for-sale financial assets that are not part of a hedging relationship","False","gd_chart"
"gd_acc_957000","957000","equity","Actuarial gains or losses on certain earnings","False","gd_chart"
"gd_acc_959000","959000","equity","Value adjustment of reserves arising from the measurement at fair value of deferred tax liabilities","False","gd_chart"
"gd_acc_960000","960000","liability_non_current","Provisions for organizational reorganization costs","False","gd_chart"
"gd_acc_961000","961000","liability_non_current","Provisions to cover future costs or expenses due to decommissioning and restoration and other similar provisions","False","gd_chart"
"gd_acc_962000","962000","liability_non_current","Reservations for tricky contracts","False","gd_chart"
"gd_acc_963000","963000","liability_non_current","Provisions for pensions, jubilee awards and retirement benefits","False","gd_chart"
"gd_acc_964000","964000","liability_non_current","Reservations for warranty days","False","gd_chart"
"gd_acc_965000","965000","liability_non_current","Other provisions for long-term accrued expenses","False","gd_chart"
"gd_acc_966000","966000","liability_non_current","State aid received","False","gd_chart"
"gd_acc_967000","967000","liability_non_current","Donations received","False","gd_chart"
"gd_acc_968000","968000","liability_non_current","Other long-term accrued costs and deferred revenue","False","gd_chart"
"gd_acc_970000","970000","liability_non_current","Long-term loans obtained from group organizations","False","gd_chart"
"gd_acc_971000","971000","liability_non_current","Long-term loans obtained from associated organizations","False","gd_chart"
"gd_acc_972000","972000","liability_non_current","Long-term loans obtained from banks and organizations in the country","False","gd_chart"
"gd_acc_973000","973000","liability_non_current","Long-term loans obtained from banks and organizations abroad","False","gd_chart"
"gd_acc_974000","974000","liability_non_current","Long-term financial liabilities related to bonds and bills of exchange","False","gd_chart"
"gd_acc_975000","975000","liability_non_current","Long-term lease debts","False","gd_chart"
"gd_acc_976000","976000","liability_non_current","Long-term financial liabilities to individuals","False","gd_chart"
"gd_acc_979000","979000","liability_non_current","Other long-term financial liabilities","False","gd_chart"
"gd_acc_980000","980000","liability_non_current","Long-term loans obtained on the basis of credit agreements from group organizations","False","gd_chart"
"gd_acc_981000","981000","liability_non_current","Long-term loans obtained under credit agreements from associates and jointly controlled entities","False","gd_chart"
"gd_acc_982000","982000","liability_non_current","Long-term loans obtained from other domestic suppliers","False","gd_chart"
"gd_acc_983000","983000","liability_non_current","Long-term loans obtained from other foreign suppliers","False","gd_chart"
"gd_acc_984000","984000","liability_non_current","Long-term financial lease debts","False","gd_chart"
"gd_acc_985000","985000","liability_non_current","Long-term bill of exchange liabilities","False","gd_chart"
"gd_acc_986000","986000","liability_non_current","Long-term advances and securities received","False","gd_chart"
"gd_acc_988000","988000","liability_non_current","Deferred tax liabilities","False","gd_chart"
"gd_acc_989000","989000","liability_non_current","Other long-term operating liabilities","False","gd_chart"
"gd_acc_990000","990000","off_balance","Leased, borrowed and leased (foreign) assets","False","gd_chart"
"gd_acc_991000","991000","off_balance","Bills of exchange and other securities received to secure payments","False","gd_chart"
"gd_acc_992000","992000","off_balance","Goods received for commission and consignment sale","False","gd_chart"
"gd_acc_993000","993000","off_balance","Securities issued for accounting within the organization","False","gd_chart"
"gd_acc_994000","994000","off_balance","Other active off-balance sheet accounts","False","gd_chart"
"gd_acc_995000","995000","off_balance","Owners of leased, borrowed and leased assets","False","gd_chart"
"gd_acc_996000","996000","off_balance","Debtors who secured payments with bills of exchange and other securities","False","gd_chart"
"gd_acc_997000","997000","off_balance","Liabilities from goods received for commission and consignment sales","False","gd_chart"
"gd_acc_998000","998000","off_balance","Nominal value of securities issued for accounting within the organization","False","gd_chart"
"gd_acc_999000","999000","off_balance","Other passive off-balance sheet accounts","False","gd_chart"
