id,code_prefix_start,name,name@es,name@ca
account_group_540,540,Current investments in equity instruments,Inversiones financieras a corto plazo en instrumentos de patrimonio,Inversions financeres a curt termini en instruments de patrimoni
account_group_541,541,Current debt securities,Valores representativos de deuda a corto plazo,Valors representatius de deute a curt termini
account_group_542,542,Current loans,Créditos a corto plazo,Crèdits a curt termini
account_group_543,543,Current loans for disposal of fixed assets,Créditos a corto plazo por enajenación de inmovilizado,Crèdits a curt termini per alienació d’immobilitzat
account_group_544,544,Current loans to personnel,Créditos a corto plazo al personal,Crèdits a curt termini al personal
account_group_545,545,Dividend receivable,Dividendo a cobrar,Dividend a cobrar
account_group_546,546,Current interest on debt securities,Intereses a corto plazo de valores representativos de deudas,Interessos a curt termini de valors representatius de deutes
account_group_547,547,Current interest on loans,Intereses a corto plazo de créditos,Interessos a curt termini de crèdits
account_group_548,548,Current deposits,Imposiciones a corto plazo,Imposicions a curt termini
account_group_549,549,Current uncalled equity holdings,Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo,Desemborsaments pendents sobre participacions en el patrimoni net a curt termini
account_group_55,55,Accounts other than bank accounts,Otras cuentas no bancarias,ALTRES COMPTES NO BANCARIS
account_group_550,550,Current account with owner,Titular de la explotación,Titular de l’explotació
account_group_551,551,Current account with equity holders and directors,Cuenta corriente con socios y administradores,Compte corrent amb socis i administradors
account_group_552,552,Current account with other individuals and related entities,Cuenta corriente con otras personas y entidades vinculadas,Compte corrent amb altres persones i entitats vinculades
account_group_553,553,Current accounts in mergers and spin-offs,Cuentas corrientes en fusiones y escisiones,Comptes corrents en fusions i escissions
account_group_554,554,Current account with temporary joint ventures and co-ownerships,Cuenta corriente con uniones temporales de empresas y comunidades de bienes,Compte corrent amb unions temporals d’empreses i comunitats de béns
account_group_555,555,Items pending application,Partidas pendientes de aplicación,Partides pendents d’aplicació
account_group_556,556,Called-up equity holdings,Desembolsos exigidos sobre participaciones en el patrimonio neto,Desemborsaments exigits sobre participacions en el patrimoni net
account_group_557,557,Interim dividend,Dividendo activo a cuenta,Dividend actiu a compte
account_group_558,558,Receivable on called-up capital,Socios por desembolsos exigidos,Socis per desemborsaments exigits
account_group_559,559,Current derivative financial instruments,Derivados financieros a corto plazo,Derivats financers a curt termini
account_group_56,56,"Current guarantees, deposits, prepaid expenses and deferred income",Fianzas y depósitos recibidos y constituidos a corto plazo y ajustes por periodificación,FIANCES I DIPÒSITS REBUTS I CONSTITUÏTS A CURT TERMINI I AJUSTOS PER PERIODIFICACIÓ
account_group_560,560,Current guarantees received,Fianzas recibidas a corto plazo,Fiances rebudes a curt termini
account_group_561,561,Current deposits received,Depósitos recibidos a corto plazo,Dipòsits rebuts a curt termini
account_group_565,565,Current guarantees extended,Fianzas constituidas a corto plazo,Fiances constituïdes a curt termini
account_group_566,566,Current deposits extended,Depósitos constituidos a corto plazo,Dipòsits constituïts a curt termini
account_group_567,567,Prepaid interest,Intereses pagados por anticipado,Interessos pagats per endavant
account_group_568,568,Unearned interest received,Intereses cobrados por anticipado,Interessos cobrats per endavant
account_group_569,569,Current financial guarantees,Garantías financieras a corto plazo,Garanties financeres a curt termini
account_group_57,57,Cash,Tesorería,TRESORERIA
account_group_570,570,"Cash, euros","Caja, euros","Caixa, euros"
account_group_571,571,"Cash, foreign currency","Caja, moneda extranjera","Caixa, moneda estrangera"
account_group_572,572,"Banks and financial institutions, demand current accounts, euros","Bancos e instituciones de crédito c/c vista, euros","Bancs i institucions de crèdit c/c a la vista, euros"
account_group_573,573,"Banks and financial institutions, demand current accounts, foreign currency","Bancos e instituciones de crédito c/c vista, moneda extranjera","Bancs i institucions de crèdit c/c a la vista, moneda estrangera"
account_group_574,574,"Banks and financial institutions, savings accounts, euros","Bancos e instituciones de crédito, cuentas de ahorro, euros","Bancs i institucions de crèdit, comptes d’estalvi, euros"
account_group_575,575,"Banks and financial institutions, savings accounts, foreign currency","Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera","Bancs i institucions de crèdit, comptes d’estalvi, moneda estrangera"
account_group_576,576,Short-term highly-liquid investments,Inversiones a corto plazo de gran liquidez,Inversions a curt termini de gran liquiditat
account_group_58,58,Non-current assets held for sale and associated assets and liabilities,Activos no corrientes mantenidos para la venta y activos y pasivos asociados,ACTIUS NO CORRENTS MANTINGUTS PER A LA VENDA I ACTIUS I PASSIUS ASSOCIATS
account_group_580,580,Fixed assets,Inmovilizado,Immobilitzat
account_group_581,581,Investments with individuals and related entities,Inversiones con personas y entidades vinculadas,Inversions amb persones i entitats vinculades
account_group_582,582,Investments,Inversiones financieras,Inversions financeres
account_group_583,583,Inventories and trade and other receivables,"Existencias, deudores comerciales y otras cuentas a cobrar","Existències, deutors comercials i altres comptes a cobrar"
account_group_584,584,Other assets,Otros activos,Altres actius
account_group_585,585,Provisions,Provisiones,Provisions
account_group_586,586,Payables of a special nature,Deudas con características especiales,Deutes amb característiques especials
account_group_587,587,Payables to individuals and related entities,Deudas con personas y entidades vinculadas,Deutes amb persones i entitats vinculades
account_group_588,588,Trade and other payables,Acreedores comerciales y otras cuentas a pagar,Creditors comercials i altres comptes a pagar
account_group_589,589,Other liabilities,Otros pasivos,Altres passius
account_group_59,59,Impairment of current investments and non-current assets held for sale,Deterioro del valor de inversiones financieras a corto plazo y de activos no corrientes mantenidos para la venta,DETERIORAMENT DEL VALOR D’INVERSIONS FINANCERES A CURT TERMINI I D’ACTIUS NO CORRENTS MANTINGUTS PER A LA VENDA
account_group_593,593,Impairment of current investments in related parties,Deterioro de valor de participaciones a corto plazo en partes vinculadas,Deteriorament de valor de participacions a curt termini
account_group_594,594,Impairment of current debt securities of related parties,Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas,Deteriorament de valor de valors representatius de deute a curt termini de parts vinculades
account_group_595,595,Impairment of current loans to related parties,Deterioro de valor de créditos a corto plazo a partes vinculadas,Deteriorament de valor de crèdits a curt termini a parts vinculades
account_group_596,596,Impairment of current investments,Deterioro de valor de participaciones a corto plazo,Deteriorament de valor de participacions a curt termini
account_group_597,597,Impairment of current debt securities,Deterioro de valor de valores representativos de deuda a corto plazo,Deteriorament de valor de valors representatius de deute a curt termini
account_group_598,598,Impairment of current loans,Deterioro de valor de créditos a corto plazo,Deteriorament de valor de crèdits a curt termini
account_group_599,599,Impairment of non-current assets held for sale,Deterioro de valor de activos no corrientes mantenidos para la venta,Deteriorament de valor d’actius no corrents mantinguts per a la venda
account_group_6,6,Purchases and expenses,Compras y gastos,COMPRES I DESPESES
account_group_60,60,Purchases,Compras,COMPRES
account_group_600,600,Merchandise purchased,Compras de mercaderías,Compres de mercaderies
account_group_601,601,Raw materials purchased,Compras de materias primas,Compres de primeres matèries
account_group_602,602,Other supplies purchased,Compras de otros aprovisionamientos,Compres d’altres aprovisionaments
account_group_606,606,Prompt payment discounts on purchases,Descuentos sobre compras por pronto pago,Descomptes sobre compres per pagament immediat
account_group_607,607,Subcontracted work,Trabajos realizados por otras empresas,Treballs realitzats per altres empreses
account_group_608,608,Purchase returns and similar transactions,Devoluciones de compras y operaciones similares,Devolucions de compres i operacions similars
account_group_609,609,«Rappels» of purchases,«Rappels» por compras,Ràpels per compres
account_group_61,61,Changes in inventories,Variación de existencias,VARIACIÓ D’EXISTÈNCIES
account_group_610,610,Changes in inventories of merchandise,Variación de existencias de mercaderías,Variació d’existències de mercaderies
account_group_611,611,Changes in inventories of raw materials,Variación de existencias de materias primas,Variació d’existències de primeres matèries
account_group_612,612,Changes in inventories of other supplies,Variación de existencias de otros aprovisionamientos,Variació d’existències d’altres aprovisionaments
account_group_62,62,External services,Servicios exteriores,SERVEIS EXTERIORS
account_group_620,620,Research and development expenses for the period,Gastos en investigación y desarrollo del ejercicio,Despeses en recerca i desenvolupament de l’exercici
account_group_621,621,Leases and royalties,Arrendamientos y cánones,Arrendaments i cànons
account_group_622,622,Repairs and maintenance,Reparaciones y conservación,Reparacions i conservació
account_group_623,623,Independent professional services,Servicios de profesionales independientes,Serveis de professionals independents
account_group_624,624,Transport,Transportes,Transports
account_group_625,625,Insurance premiums,Primas de seguros,Primes d’assegurances
account_group_626,626,Banking and similar services,Servicios bancarios y similares,Serveis bancaris i similars
account_group_627,627,"Advertising, publicity and public relations","Publicidad, propaganda y relaciones públicas","Publicitat, propaganda i relacions públiques"
account_group_628,628,Utilities,Suministros,Subministraments
account_group_629,629,Other services,Otros servicios,Altres serveis
account_group_63,63,Taxes,Tributos,TRIBUTS
account_group_630,630,Income tax,Impuesto sobre beneficios,Impost sobre beneficis
account_group_631,631,Other taxes,Otros tributos,Altres tributs
account_group_633,633,Negative adjustments to income tax,Ajustes negativos en la imposición sobre beneficios,Ajustos negatius en la imposició sobre beneficis
account_group_634,634,Negative adjustments to indirect taxes,Ajustes negativos en la imposición indirecta,Ajustos negatius en la imposició indirecta
account_group_636,636,Tax refunds,Devolución de impuestos,Devolució d’impostos
account_group_638,638,Positive adjustments to income tax,Ajustes positivos en la imposición sobre beneficios,Ajustos positius en la imposició sobre beneficis
account_group_639,639,Positive adjustments to indirect taxes,Ajustes positivos en la imposición indirecta,Ajustos positius en la imposició indirecta
account_group_64,64,Personnel expenses,Gastos de personal,DESPESES DE PERSONAL
account_group_640,640,Salaries and wages,Sueldos y salarios,Sous i salaris
account_group_641,641,Termination benefits,Indemnizaciones,Indemnitzacions
account_group_642,642,Social Security payable by the company,Seguridad Social a cargo de la empresa,Seguretat Social a càrrec de l’empresa
account_group_643,643,Long-term employee benefits payable through defined contribution schemes,Retribuciones a largo plazo mediante sistemas de aportación definida,Retribucions a llarg termini mitjançant sistemes d’aportació definida
account_group_644,644,Long-term employee benefits payable through defined benefit schemes,Retribuciones a largo plazo mediante sistemas de prestación definida,Retribucions a llarg termini mitjançant sistemes de prestació definida
account_group_645,645,Equity-based employee benefits,Retribuciones al personal mediante instrumentos de patrimonio,Retribucions al personal mitjançant instruments de patrimoni
account_group_649,649,Employee benefits expense,Otros gastos sociales,Altres despeses socials
account_group_65,65,Other expenses,Otros gastos de gestión,ALTRES DESPESES DE GESTIÓ
account_group_650,650,Losses on irrecoverable trade receivables,Pérdidas de créditos comerciales incobrables,Pèrdues de crèdits comercials incobrables
account_group_651,651,Results on profit-sharing agreements,Resultados de operaciones en común,Resultats d’operacions en comú
account_group_653,653,Compensation of expenses for collaboration benefits,Compensación de gastos por prestaciones de colaboración,Compensació de despeses per prestacions de col·laboració
account_group_654,654,Reimbursement of expenses to the government,Reembolsos de gastos al órgano de gobierno,Reemborsaments de despeses a l’òrgan de govern
account_group_655,655,Losses on bad debts derived from the activity,Pérdidas de créditos incobrables derivados de la actividad,Pèrdues de crèdits incobrables derivats de l’activitat
account_group_656,656,Result of operation in common,Resultados de operaciones en común,Resultats d’operacions en comú
account_group_658,658,"Reimbursement of subsidies, donations and legacies received, related to the entity's own activity","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad","Reintegrament de subvencions, donacions i llegats rebut, afectes a l’activitat pròpia de l’entitat"
account_group_659,659,Other operating losses,Otras pérdidas en gestión corriente,Altres pèrdues en gestió corrent
account_group_66,66,Finance expenses,Gastos financieros,DESPESES FINANCERES
account_group_660,660,Finance expenses arising from provision adjustments,Gastos financieros por actualización de provisiones,Despeses financeres per actualització de provisions
account_group_661,661,Interest on bonds and obligations,Intereses de obligaciones y bonos,Interessos d’obligacions i bons
account_group_662,662,Interest on payables,Intereses de deudas,Interessos de deutes
account_group_663,663,Losses on fair value measurement of financial instruments,Pérdidas por valoración de instrumentos financieros por su valor razonable,Pèrdues per valoració d’instruments financers pel seu valor raonable
account_group_664,664,Expenses arising on dividends payable on liability-classified instruments,Gastos por dividendos de acciones o participaciones consideradas como pasivos financieros,Despeses per dividends d’accions o participacions considerades passius financers
account_group_665,665,Interest on discounted bills and factoring transactions,Intereses por descuento de efectos y operaciones de «factoring»,Interessos per descompte d’efectes i operacions de facturatge
account_group_666,666,Losses on investments and debt securities,Pérdidas en participaciones y valores representativos de deuda,Pèrdues en participacions i valors representatius de deute
account_group_667,667,Losses on non-trade receivables,Pérdidas de créditos no comerciales,Pèrdues de crèdits no comercials
account_group_668,668,Exchange losses,Diferencias negativas de cambio,Diferències negatives de canvi
account_group_669,669,Other finance expenses,Otros gastos financieros,Altres despeses financeres
account_group_67,67,Losses on non-current assets and exceptional expenses,Pérdidas procedentes de activos no corrientes y gastos excepcionales,PÈRDUES PROCEDENTS D’ACTIUS NO CORRENTS I DESPESES EXCEPCIONALS
account_group_670,670,Losses on intangible assets,Pérdidas procedentes del inmovilizado intangible,Pèrdues procedents de l’immobilitzat intangible
account_group_671,671,"Losses on property, plant and equipment",Pérdidas procedentes del inmovilizado material,Pèrdues procedents de l’immobilitzat material
account_group_672,672,Losses on investment property,Pérdidas procedentes de las inversiones inmobiliarias,Pèrdues procedents de les inversions immobiliàries
account_group_673,673,Losses on non-current investments in related parties,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas,Pèrdues procedents de participacions a llarg termini en parts vinculades
account_group_675,675,Losses on transactions with own bonds,Pérdidas por operaciones con obligaciones propias,Pèrdues per operacions amb obligacions pròpies
account_group_678,678,Exceptional expenses,Gastos excepcionales,Despeses excepcionals
account_group_68,68,Amortisation and depreciation,Dotaciones para amortizaciones,DOTACIONS PER A AMORTITZACIONS
account_group_680,680,Amortisation of intangible assets,Amortización del inmovilizado intangible,Amortització de l’immobilitzat intangible
account_group_681,681,"Depreciation of property, plant and equipment",Amortización del inmovilizado material,Amortització de l’immobilitzat material
account_group_682,682,Depreciation of investment property,Amortización de las inversiones inmobiliarias,Amortització de les inversions immobiliàries
account_group_69,69,Impairment losses and other charges,Pérdidas por deterioroy otras dotaciones,PÈRDUES PER DETERIORAMENT I ALTRES DOTACIONS
account_group_690,690,Impairment losses on intangible assets,Pérdidas por deterioro del inmovilizado intangible,Pèrdues per deteriorament de l’immobilitzat intangible
account_group_691,691,"Impairment losses on property, plant and equipment",Pérdidas por deterioro del inmovilizado material,Pèrdues per deteriorament de l’immobilitzat material
account_group_692,692,Impairment losses on investment property,Pérdidas por deterioro de las inversiones inmobiliarias,Pèrdues per deteriorament de les inversions immobiliàries
account_group_693,693,Impairment losses on inventories,Pérdidas por deterioro de existencias,Pèrdues per deteriorament d’existències
account_group_694,694,Impairment losses on trade receivables,Pérdidas por deterioro de créditos por operaciones comerciales,Pèrdues per deteriorament de crèdits per operacions comercials
account_group_695,695,Trade provisions,Dotación a la provisión por operaciones comerciales,Dotació a la provisió per operacions comercials
account_group_696,696,Impairment losses on non-current investments and debt securities,Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo,Pèrdues per deteriorament de participacions i valors representatius de deute a llarg termini
account_group_697,697,Impairment losses on non-current loans,Pérdidas por deterioro de créditos a largo plazo,Pèrdues per deteriorament de crèdits a llarg termini
account_group_698,698,Impairment losses on current investments and debt securities,Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo,Pèrdues per deteriorament de participacions i valors representatius de deute a curt termini
account_group_699,699,Impairment losses on current loans,Pérdidas por deterioro de créditos a corto plazo,Pèrdues per deteriorament de crèdits a curt termini
account_group_7,7,Sales and income,Ventas e ingresos,VENDES I INGRESSOS
account_group_70,70,"Sales of merchandise, work carried out by the company for assets, services, etc","Ventas de mercaderías, de producción propia, de servicios, etc","VENDES DE MERCADERIES, DE PRODUCCIÓ PRÒPIA, DE SERVEIS, ETC."
account_group_700,700,Merchandise sold,Ventas de mercaderías,Vendes de mercaderies
account_group_701,701,Finished goods sold,Ventas de productos terminados,Vendes de productes acabats
account_group_702,702,Semi-finished goods sold,Ventas de productos semiterminados,Vendes de productes semiacabats
account_group_703,703,By-products and waste sold,Ventas de subproductos y residuos,Vendes de subproductes i residus
account_group_704,704,Containers and packaging sold,Ventas de envases y embalajes,Vendes d’envasos i embalatges
account_group_705,705,Services rendered,Prestaciones de servicios,Prestacions de serveis
account_group_706,706,Prompt payment discounts,Descuentos sobre ventas por pronto pago,Descomptes sobre vendes per pagament immediat
account_group_708,708,Sales returns and similar transactions,Devoluciones de ventas y operaciones similares,Devolucions de vendes i operacions similars
account_group_709,709,«Rappels» of sales,«Rappels» sobre ventas,Ràpels sobre vendes
account_group_71,71,Changes in inventories,Variación de existencias,VARIACIÓ D’EXISTÈNCIES
account_group_710,710,Changes in inventories of work in progress,Variación de existencias de productos en curso,Variació d’existències de productes en curs
account_group_711,711,Changes in inventories of semi-finished goods,Variación de existencias de productos semiterminados,Variació d’existències de productes semiacabats
account_group_712,712,Changes in inventories of finished goods,Variación de existencias de productos terminados,Variació d’existències de productes acabats
account_group_713,713,"Changes in inventories of by-products, waste and recovered materials","Variación de existencias de subproductos, residuos y materiales recuperados","Variació d’existències de subproductes, residus i materials recuperats"
account_group_72,72,Entity's own income,Ingresos propios de la entidad,Ingressos propis de l’entitat
account_group_720,720,Associate and affiliates dues,Cuotas de asociados y afiliados,Quotes d’associats i afiliats
account_group_721,721,Users quota,Cuotas de usuarios,Quotes d’usuaris
account_group_722,722,Promotions to attract ressources,Promociones para captación de recursos,Promocions per a captació de recursos
account_group_723,723,Income from sponsors and collaborations,Ingresos de patrocinadores y colaboraciones,Ingressos de patrocinadors i col·laboracions
account_group_728,728,Income from reimbursement of aid and allowances,Ingresos por reintegro de ayudas y asignaciones,Ingressos per reintegrament d’ajudes i assignacions
account_group_73,73,Work carried out by the company for assets,Trabajos realizados para la empresa,TREBALLS REALITZATS PER A L’EMPRESA
account_group_730,730,Work carried out by the company for intangible assets,Trabajos realizados para el inmovilizado intangible,Treballs realitzats per a l’immobilitzat intangible
account_group_731,731,"Work carried out by the company for property, plant and equipment",Trabajos realizados para el inmovilizado material,Treballs realitzats per a l’immobilitzat material
account_group_732,732,Work carried out by the company for investment property,Trabajos realizados en inversiones inmobiliarias,Treballs realitzats en inversions immobiliàries
account_group_733,733,"Work carried out by the company for property, plant and equipment in progress",Trabajos realizados para el inmovilizado material en curso,Treballs realitzats per a l’immobilitzat material en curs
account_group_74,74,"Grants, donations and bequests","Subvenciones, donaciones y legados","SUBVENCIONS, DONACIONS I LLEGATS"
account_group_740,740,"Operating grants, donations and bequests","Subvenciones, donaciones y legados a la explotación","Subvencions, donacions i llegats a l’explotació"
account_group_746,746,"Capital grants, donations and bequests taken to income","Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio","Subvencions, donacions i llegats de capital transferits al resultat de l’exercici"
account_group_747,747,"Other grants, donations and bequests taken to income","Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio","Altres subvencions, donacions i llegats transferits al resultat de l’exercici"
account_group_75,75,Other income,Otros ingresos de gestión,ALTRES INGRESSOS DE GESTIÓ
account_group_751,751,Results on profit-sharing agreements,Resultados de operaciones en común,Resultats d’operacions en comú
account_group_752,752,Income from lease agreements,Ingresos por arrendamientos,Ingressos per arrendaments
account_group_753,753,Income from transfer of industrial property rights,Ingresos de propiedad industrial cedida en explotación,Ingressos de propietat industrial cedida en explotació
account_group_754,754,Commission income,Ingresos por comisiones,Ingressos per comissions
account_group_755,755,Income from services to personnel,Ingresos por servicios al personal,Ingressos per serveis al personal
account_group_759,759,Income from other services,Ingresos por servicios diversos,Ingressos per serveis diversos
account_group_76,76,Finance income,Ingresos financieros,INGRESSOS FINANCERS
account_group_760,760,Dividends,Ingresos de participaciones en instrumentos de patrimonio,Ingressos de participacions en instruments de patrimoni
account_group_761,761,Income from debt securities,Ingresos de valores representativos de deuda,Ingressos de valors representatius de deute
account_group_762,762,Income from loans,Ingresos de créditos,Ingressos de crèdits
account_group_76200,76200,"Income from non-current loans, group companies","Ingresos de créditos a largo plazo, empresas del grupo","Ingressos de crèdits a llarg termini, empreses del grup"
account_group_76201,76201,"Income from non-current loans, associates","Ingresos de créditos a largo plazo, empresas asociadas","Ingressos de crèdits a llarg termini, empreses associades"
account_group_76202,76202,"Income from non-current loans, other related parties","Ingresos de créditos a largo plazo, otras partes vinculadas","Ingressos de crèdits a llarg termini, altres parts vinculades"
account_group_76203,76203,"Income from non-current loans, other companies","Ingresos de créditos a largo plazo, otras empresas","Ingressos de crèdits a llarg termini, altres empreses"
account_group_76210,76210,"Income from current loans, group companies","Ingresos de créditos a corto plazo, empresas del grupo","Ingressos de crèdits a curt termini, empreses del grup"
account_group_76211,76211,"Income from current loans, associates","Ingresos de créditos a corto plazo, empresas asociadas","Ingressos de crèdits a curt termini, empreses associades"
account_group_76212,76212,"Income from current loans, other related parties","Ingresos de créditos a corto plazo, otras partes vinculadas","Ingressos de crèdits a curt termini, altres parts vinculades"
account_group_76213,76213,"Income from current loans, other companies","Ingresos de créditos a corto plazo, otras empresas","Ingressos de crèdits a curt termini, altres empreses"
account_group_763,763,Gains on fair value measurement of financial instruments,Beneficios por valoración de instrumentos financieros por su valor razonable,Beneficis per valoració d’instruments financers pel seu valor raonable
account_group_766,766,Gains on investments and debt securities,Beneficios en participaciones y valores representativos de deuda,Beneficis en participacions i valors representatius de deute
account_group_767,767,Income from related assets and reimbursement rights from long-term employee benefits,Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo,Ingressos d’actius afectes i de drets de reemborsament relatius a retribucions a llarg termini
account_group_768,768,Exchange gains,Diferencias positivas de cambio,Diferències positives de canvi
account_group_769,769,Other finance income,Otros ingresos financieros,Altres ingressos financers
account_group_77,77,Gains on non-current assets and exceptional income,Beneficios procedentes de activos no corrientes e ingresos excepcionales,BENEFICIS PROCEDENTS D’ACTIUS NO CORRENTS I INGRESSOS EXCEPCIONALS
account_group_770,770,Gains on intangible assets,Beneficios procedentes del inmovilizado intangible,Beneficis procedents de l’immobilitzat intangible
account_group_771,771,"Gains on property, plant and equipment",Beneficios procedentes del inmovilizado material,Beneficis procedents de l’immobilitzat material
account_group_772,772,Gains on investment property,Beneficios procedentes de las inversiones inmobiliarias,Beneficis procedents de les inversions immobiliàries
account_group_773,773,Gains on non-current investments in related parties,Beneficios procedentes de participaciones a largo plazo en partes vinculadas,Beneficis procedents de participacions a llarg termini en parts vinculades
account_group_774,774,Negative goodwill on business combinations,Diferencia negativa en combinaciones de negocios,Diferència negativa en combinacions de negocis
account_group_775,775,Gains on transactions with own bonds,Beneficios por operaciones con obligaciones propias,Beneficis per operacions amb obligacions pròpies
account_group_778,778,Exceptional income,Ingresos excepcionales,Ingressos excepcionals
account_group_79,79,Surplus and use of provisions and impairment losses,Excesos y aplicaciones de provisiones y de pérdidas por deterioro,EXCESSOS I APLICACIONS DE PROVISIONS I DE PÈRDUES PER DETERIORAMENT
account_group_790,790,Reversal of impairment of intangible assets,Reversión del deterioro del inmovilizado intangible,Reversió del deteriorament de l’immobilitzat intangible
account_group_791,791,"Reversal of impairment of property, plant and equipment",Reversión del deterioro del inmovilizado material,Reversió del deteriorament de l’immobilitzat material
account_group_792,792,Reversal of impairment of investment property,Reversión del deterioro de las inversiones inmobiliarias,Reversió del deteriorament de les inversions immobiliàries
account_group_793,793,Reversal of impairment of inventories,Reversión del deterioro de existencias,Reversió del deteriorament d’existències
account_group_794,794,Reversal of impairment of trade receivables,Reversión del deterioro de créditos por operaciones comerciales,Reversió del deteriorament de crèdits per operacions comercials
account_group_795,795,Provision surpluses,Exceso de provisiones,Excés de provisions
account_group_79544,79544,Surplus provisions for onerous contracts,Exceso de provisión por contratos onerosos,Excés de provisió per contractes onerosos
account_group_79549,79549,Surplus provisions for other trade operations,Exceso de provisión para otras operaciones comerciales,Excés de provisió per a altres operacions comercials
account_group_796,796,Reversal of impairment of non-current investments and debt securities,Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo,Reversió del deteriorament de participacions i valors representatius de deute a llarg termini
account_group_797,797,Reversal of impairment of non-current loans,Reversión del deterioro de créditos a largo plazo,Reversió del deteriorament de crèdits a llarg termini
account_group_798,798,Reversal of impairment of current investments and debt securities,Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo,Reversió del deteriorament de participacions i valors representatius de deute a curt termini
account_group_799,799,Reversal of impairment of current loans,Reversión del deterioro de créditos a corto plazo,Reversió del deteriorament de crèdits a curt termini
account_group_8,8,Expenses recognised in equity,Gastos imputados al patrimonio neto,DESPESES IMPUTADES AL PATRIMONI NET
account_group_80,80,Finance expenses arising on measurement of assets and liabilities,Gastos financieros por valoración de activos y pasivos,DESPESES FINANCERES PER VALORACIÓ D’ACTIUS I PASSIUS
account_group_800,800,Losses on available-for-sale financial assets,Pérdidas en activos financieros disponibles para la venta,Pèrdues d’actius financers a valor raonable amb canvis en el patrimoni net
account_group_802,802,Transfer of gains on available-for-sale financial assets,Transferencia de beneficios en activos financieros disponibles para la venta,Transferència de beneficis en actius financers a valor raonable amb canvis en el patrimoni net
account_group_81,81,Expense arising on hedging transactions,Gastos en operaciones de cobertura,DESPESES EN OPERACIONS DE COBERTURA
account_group_810,810,Losses on cash flow hedges,Pérdidas por coberturas de flujos de efectivo,Pèrdues per cobertures de fluxos d’efectiu
account_group_811,811,Losses on hedges of a net investment in a foreign operation,Pérdidas por coberturas de inversiones netas en un negocio en el extranjero,Pèrdues per cobertures d’inversions netes en un negoci a l’estranger
account_group_812,812,Transfer of gains on cash flow hedges,Transferencia de beneficios por coberturas de flujos de efectivo,Transferència de beneficis per cobertures de fluxos d’efectiu
account_group_813,813,Transfer of gains on hedges of a net investment in a foreign operation,Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero,Transferència de beneficis per cobertures d’inversions netes en un negoci a l’estranger
account_group_82,82,Expenses arising on translation differences,Gastos por diferencias de conversión,DESPESES PER DIFERÈNCIES DE CONVERSIÓ
account_group_820,820,Negative translation differences,Diferencias de conversión negativas,Diferències de conversió negatives
account_group_821,821,Transfer of positive translation differences,Transferencia de diferencias de conversión positivas,Transferència de diferències de conversió positives
account_group_83,83,Income tax,Impuesto sobre beneficios,IMPOST SOBRE BENEFICIS
account_group_830,830,Income tax,Impuesto sobre beneficios,Impost sobre beneficis
account_group_833,833,Negative adjustments to income tax,Ajustes negativos en la imposición sobre beneficios,Ajustos negatius en la imposició sobre beneficis
account_group_834,834,Tax income on permanent differences,Ingresos fiscales por diferencias permanentes,Ingressos fiscals per diferències permanents
account_group_835,835,Tax income for tax deductions and credits,Ingresos fiscales por deducciones y bonificaciones,Ingressos fiscals per deduccions i bonificacions
account_group_836,836,Transfer of permanent differences,Transferencia de diferencias permanentes,Transferència de diferències permanents
account_group_837,837,Transfer of tax deductions and credits,Transferencia de deducciones y bonificaciones,Transferència de deduccions i bonificacions
account_group_838,838,Positive adjustments to income tax,Ajustes positivos en la imposición sobre beneficios,Ajustos positius en la imposició sobre beneficis
account_group_84,84,"Transfers of grants, donations and bequests","Transferencias de subvenciones, donaciones y legados","TRANSFERÈNCIES DE SUBVENCIONS, DONACIONS I LLEGATS"
account_group_840,840,Transfer of government capital grants,Transferencia de subvenciones oficiales de capital,Transferència de subvencions oficials de capital
account_group_841,841,Transfer of capital donations and bequests,Transferencia de donaciones y legados de capital,Transferència de donacions i llegats de capital
account_group_842,842,"Transfer of other grants, donations and bequests","Transferencia de otras subvenciones, donaciones y legados","Transferència d’altres subvencions, donacions i llegats"
account_group_85,85,Actuarial losses and adjustments to long-term defined benefit assets,Gastos por pérdidas actuariales y ajustes en los activos por retribuciones a largo plazo de prestación definida,DESPESES PER PÈRDUES ACTUARIALS I AJUSTOS EN ELS ACTIUS PER RETRIBUCIONS A LLARG TERMINI DE PRESTACIÓ DEFINIDA
account_group_850,850,Actuarial losses,Pérdidas actuariales,Pèrdues actuarials
account_group_851,851,Negative adjustments to long-term defined benefit assets,Ajustes negativos en activos por retribuciones a largo plazo de prestación definida,Ajustos negatius en actius per retribucions a llarg termini de prestació definida
