"id","code","name","account_type","reconcile","non_trade","name@pt"
"account_template_102010810","1.02.01.08.10","CBS to Recover - Long Term","asset_non_current","","","CBS se recuperará - Longo prazo"
"account_template_102010811","1.02.01.08.11","IBS to Recover - Long Term","asset_non_current","","","Recuperação da SII - Longo Prazo"
"account_template_102010812","1.02.01.08.12","IBS UF to Recover - Long Term","asset_non_current","","","IBS UF para se recuperar - Longo prazo"
"account_template_102010813","1.02.01.08.13","IBS Mun. to Recover - Long Term","asset_non_current","","","IBS Mun. para se recuperar - Longo prazo"
"account_template_102010814","1.02.01.08.14","CBS Presumed to Recover - Long Term","asset_non_current","","","Presume-se que a CBS se recuperará - Longo prazo"
"account_template_102010815","1.02.01.08.15","IBS Presumed to Recover - Long Term","asset_non_current","","","Presume-se que a SII se recupere - a longo prazo"
"account_template_102010816","1.02.01.08.16","CBS Presumed credit under suspensive condition to Recover - Long Term","asset_non_current","","","CBS Crédito presumido sob condição suspensiva para recuperar - Longo prazo"
"account_template_102010817","1.02.01.08.17","IBS Presumed credit under suspensive condition Recover - Long Term","asset_non_current","","","IBS Crédito presumido sob condição suspensiva Recuperar - Longo Prazo"
"account_template_102010818","1.02.01.08.18","CBS Regular to Recover - Long Term","asset_non_current","","","Programa regular da CBS se recupera - Longo prazo"
"account_template_102010819","1.02.01.08.19","IBS UF Regular to Recover - Long Term","asset_non_current","","","IBS UF Regular para Recuperação - Longo Prazo"
"account_template_102010820","1.02.01.08.20","IBS Mun Regular to Recover - Long Term","asset_non_current","","","IBS Mun Regular para Recuperação - Longo Prazo"
"account_template_102010821","1.02.01.08.21","CBS Deferred to Recover - Long Term","asset_non_current","","","CBS adiada para recuperação - longo prazo"
"account_template_102010822","1.02.01.08.22","IBS Deferred to Recover - Long Term","asset_non_current","","","SII adiada para recuperação - longo prazo"
"account_template_102010823","1.02.01.08.23","IBS UF Deferred to Recover - Long Term","asset_non_current","","","IBS UF adiado para recuperação - longo prazo"
"account_template_102010824","1.02.01.08.24","IBS Deferred Mun to Recover - Long Term","asset_non_current","","","IBS Adiado Mun para Recuperação - Longo Prazo"
"account_template_102010825","1.02.01.08.25","CBS Subject to retention to Recover - Long Term","asset_non_current","","","CBS Sujeito a retenção para Recuperação - Longo Prazo"
"account_template_102010826","1.02.01.08.26","CBS Previously Retained to Recover - Long Term","asset_non_current","","","CBS anteriormente contratada para recuperação - longo prazo"
"account_template_102010827","1.02.01.08.27","IBS Subject to withholding to Recover - Long Term","asset_non_current","","","IBS sujeito a retenção para recuperação - longo prazo"
"account_template_102010828","1.02.01.08.28","IBS Previously Retained to Recover - Long Term","asset_non_current","","","SII previamente retida para recuperação - longo prazo"
"account_template_102010829","1.02.01.08.29","CBS Returned (Cashback) to Recover - Long Term","asset_non_current","","","CBS retornou (Cashback) para se recuperar - Longo prazo"
"account_template_102010830","1.02.01.08.30","IBS State Returned (Cashback) to Recover - Long Term","asset_non_current","","","IBS State Returned (Cashback) para Recuperação - Longo Prazo"
"account_template_102010831","1.02.01.08.31","IBS Mun Returned (Cashback) to Recover - Long Term","asset_non_current","","","IBS Mun Retornou (Cashback) para Recuperar - Longo Prazo"
"account_template_102010832","1.02.01.08.32","CBS Government Compensation to Recover - Long Term","asset_non_current","","","Compensação do Governo da CBS para Recuperação - Longo Prazo"
"account_template_102010833","1.02.01.08.33","IBS UF Government Compensation to Recover - Long Term","asset_non_current","","","Compensação do Governo IBS UF para Recuperação - Longo Prazo"
"account_template_102010834","1.02.01.08.34","IBS Municipal Government Compensation to Recover - Long Term","asset_non_current","","","Compensação do Governo Municipal do IBS para Recuperação - Longo Prazo"
"account_template_102010835","1.02.01.08.35","IBS Presumed Credit in ZFM to Recover - Long Term","asset_non_current","","","Crédito presumido do IBS na ZFM deve se recuperar - Longo prazo"
"account_template_102010836","1.02.01.08.36","CBS Transferred Credit to Recover - Long Term","asset_non_current","","","CBS Transferiu Crédito para Recuperação - Longo Prazo"
"account_template_102010837","1.02.01.08.37","IBS Transferred Credit to Recover - Long Term","asset_non_current","","","Crédito transferido do IBS para recuperação - Longo prazo"
"account_template_102010840","1.02.01.08.40","Other Taxes and Contributions to Recover - Long Term","asset_non_current","","","Outros Impostos e Contribuições a Recuperar - Longo Prazo"
"account_template_102010850","1.02.01.08.50","(-) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) - Taxes to Recover - Long Term","asset_non_current","","","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Recuperar - Longo Prazo"
"account_template_102010855","1.02.01.08.55","(-) Recuperable Value Reduction Loss (Impairment) - Taxes to Recover - Long Term","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Tributos a Recuperar - Longo Prazo"
"account_template_102010901","1.02.01.09.01","Rent Paid in Advance - Long Term","asset_non_current","","","Alugueis pagos Antecipadamente - Longo Prazo"
"account_template_102010902","1.02.01.09.02","Insurance Premiums Payable - Long Term","asset_non_current","","","Prêmios de Seguros a Apropriar - Longo Prazo"
"account_template_102010903","1.02.01.09.03","Financial Charges to be Appropriated – Long Term","asset_non_current","","","Encargos Financeiros a Apropriar –Longo Prazo"
"account_template_102010909","1.02.01.09.09","Other Costs and Expenses Paid in Advance - Long Term","asset_non_current","","","Outros Custos e Despesas Pagos Antecipadamente - Longo Prazo"
"account_template_102011001","1.02.01.10.01","Consumable Biological Asset - Animal Origin – For Fair Value - Long Term","asset_non_current","","","Ativo Biológico Consumível - Origem Animal – Pelo Valor Justo - Longo Prazo"
"account_template_102011002","1.02.01.10.02","Consumable Biological Asset - Plant Origin – For Fair Value - Long Term","asset_non_current","","","Ativo Biológico Consumível - Origem Vegetal – Pelo Valor Justo - Longo Prazo"
"account_template_102011010","1.02.01.10.10","Consumable Biological Asset - Animal Origin - For Cost - Long Term","asset_non_current","","","Ativo Biológico Consumível - Origem Animal - Pelo Custo - Longo Prazo"
"account_template_102011011","1.02.01.10.11","Consumable Biological Asset - Plant Origin - For Cost - Long Term","asset_non_current","","","Ativo Biológico Consumível - Origem Vegetal - Pelo Custo - Longo Prazo"
"account_template_102011055","1.02.01.10.55","( - ) Losses for Recuperable Value (Impairment) - Consumable Biological Assets – Long Term","asset_non_current","","","( - ) Perdas por Redução ao Valor Recuperável (Impairment) - Ativos Biológicos Consumível – Longo Prazo"
"account_template_102011070","1.02.01.10.70","Subaccount - Fair Value Adjustment (AVJ) – Biological Assets - Long Term","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) – Ativos Biológicos - Longo Prazo"
"account_template_102011075","1.02.01.10.75","Subaccount – Present Value Adjustment (AVP) - Biological Assets - Long Term","asset_non_current","","","Subconta – Ajuste a Valor Presente (AVP) - Ativos Biológicos - Longo Prazo"
"account_template_102011090","1.02.01.10.90","Subaccount – Initial Adoption – Biological Assets – Long Term","asset_non_current","","","Subconta – Adoção Inicial – Ativo Biológico – Longo Prazo"
"account_template_102011501","1.02.01.15.01","Other Credits - Long Term","asset_non_current","","","Outros Créditos - Longo Prazo"
"account_template_102011560","1.02.01.15.60","CPC 47 - Contract Targets - Long Term","asset_non_current","","","CPC 47 - Atvos de Contrato - Longo Prazo"
"account_template_102020101","1.02.02.01.01","Permanent Stakes in Affiliates - In the Country","asset_non_current","","","Participações Permanentes em Controladas - no País"
"account_template_102020104","1.02.02.01.04","Permanent Stakes in Affiliates - In the Country","asset_non_current","","","Participações Permanentes em Controladas - no País"
"account_template_102020105","1.02.02.01.05","Permanent Participations in Joint Ventures and Specific Purpose Societies (SPE) - in the Country","asset_non_current","","","Participações Permanentes em Joint Ventures e Sociedades de Propósito Específico (SPE) - no País"
"account_template_102020106","1.02.02.01.06","Participation Permanent in Other Societies of the same Group or Common Control - Evaluated by the Equity Method (MEP) - in the Country","asset_non_current","","","Participações Permanentes em Outras Sociedades do Mesmo Grupo ou Controle Comum - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no País"
"account_template_102020107","1.02.02.01.07","Holdings in Limited Partnerships (SCP) - Ostensive Partner - Evaluated by the Equity Method (MEP) - in the Country","asset_non_current","","","Participações em Sociedades em Conta de Participação (SCP) - Sócio Ostensivo - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no País"
"account_template_102020108","1.02.02.01.08","Holdings in Limited Partnerships (SCP) - Participating Partner - In the Country","asset_non_current","","","Participações em Sociedades em Conta de Participação (SCP) - Sócio Participante - no País"
"account_template_102020110","1.02.02.01.10","Goodwill in Investments - In the Country","asset_non_current","","","Goodwill em Investimentos - no País"
"account_template_102020111","1.02.02.01.11","Capital Gains on Investments - In the Country","asset_non_current","","","Mais Valia em Investimentos - no País"
"account_template_102020112","1.02.02.01.12","(-) Loss of Value in Investments - in the Country","asset_non_current","","","(-) Menos Valia em Investimentos - no País"
"account_template_102020120","1.02.02.01.20","Goodwill on Investments Generated until 31/12/2009 - in the Country","asset_non_current","","","Ágios em Investimentos Gerados até 31/12/2009 - no País"
"account_template_102020121","1.02.02.01.21","(-) Negative Goodwill on Investments Generated until 31/12/2009 - in the Country","asset_non_current","","","(-) Deságios em Investimentos Gerados até 31/12/2009 - no País"
"account_template_102020140","1.02.02.01.40","(-) Profits to be Appropriated from Sales with Subsidiaries -In the Country","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Controladas -no País"
"account_template_102020141","1.02.02.01.41","(-) Profits to be Appropriated on Sales with Affiliates - In the Country","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Coligadas -no País"
"account_template_102020142","1.02.02.01.42","(-) Profits to be Appropriated in Sales with Joint Ventures - In the Country","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Joint Ventures -no País"
"account_template_102020143","1.02.02.01.43","(-) Profits to be appropriated from Sales with other companies - Evaluated by Equity Method of Accounting (MEP) - in the Country","asset_non_current","","","(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no País"
"account_template_102020155","1.02.02.01.55","(-) Losses due to Reduction to the Recoverable Value (Impairment) of Interests Permanent Assured by the Equity Method - in the Country","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) de Participações Permanentes Avaliadas pelo Método de Equivalência Patrimonial - no País"
"account_template_102020156","1.02.02.01.56","(-) Goodwill Refundable Value (Impairment) Losses in Investments - in the Country","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) do Goodwill em Investimentos - no País"
"account_template_102020160","1.02.02.01.60","Subaccount - Fair Value Adjustment (AVJ) Reflected - Gain or Loss in Invested","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) Reflexo - Ganho ou Perda na Investida"
"account_template_102020165","1.02.02.01.65","Subaccount - Fair Value Adjustment (AVJ) of Capital Subscription - Gain or Loss of Capital","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) de Subscrição de Capital - Ganho ou Perda de Capital"
"account_template_102020175","1.02.02.01.75","(-) Subaccount - Present Value Adjustment (AVP) of Corporate Participation","asset_non_current","","","(-) Subconta - Ajuste a Valor Presente (AVP) de Participação Societária"
"account_template_102020180","1.02.02.01.80","Subaccount - Surplus Value of Previous Participation - Stages","asset_non_current","","","Subconta - Mais Valia da Participação Anterior - Estágios"
"account_template_102020181","1.02.02.01.81","(-) Subaccount - Less Value of Previous Holding - Stages","asset_non_current","","","(-) Subconta - Menos Valia da Participação Anterior - Estágios"
"account_template_102020182","1.02.02.01.82","Subaccount - Goodwill on Previous Participation - Stages","asset_non_current","","","Subconta - Goodwill da Participação Anterior - Estágios"
"account_template_102020184","1.02.02.01.84","Subaccount - Variation in Capital Gains of Previous Holdings - Stages","asset_non_current","","","Subconta - Variação de Mais Valia da Participação Anterior - Estágios"
"account_template_102020185","1.02.02.01.85","(-) Subaccount - Variation of Losses on Previous Participation - Stages","asset_non_current","","","(-) Subconta - Variação de Menos Valia da Participação Anterior - Estágios"
"account_template_102020186","1.02.02.01.86","Subaccount - Variation of Goodwill on Previous Participation - Stages","asset_non_current","","","Subconta - Variação de Goodwill da Participação Anterior - Estágios"
"account_template_102020201","1.02.02.02.01","Permanent Stakes in Affiliates - Abroad","asset_non_current","","","Participações Permanentes em Controladas - no Exterior"
"account_template_102020202","1.02.02.02.02","Subaccount - Taxation on a Universal Basis (TBU) - Direct Subsidiaries - Abroad","asset_non_current","","","Subconta - Tributação em Base Universais (TBU) - Controladas Diretas - No Exterior"
"account_template_102020203","1.02.02.02.03","Subaccount - Taxation on a Universal Basis (TBU) - Indirect Subsidiaries - Abroad","asset_non_current","","","Subconta - Tributação em Base Universais (TBU) - Controladas Indiretas - no Exterior"
"account_template_102020204","1.02.02.02.04","Permanent Interest in Associates - Valued by the Equity Method (MEP) - Abroad","asset_non_current","","","Participações Permanentes em Coligadas - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior"
"account_template_102020205","1.02.02.02.05","Permanent Interests in Joint Ventures - Valued by the Equity Method - Abroad","asset_non_current","","","Participações Permanentes em Joint Ventures - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior"
"account_template_102020206","1.02.02.02.06","Permanent Participation in Other Companies of the Same Group or Common Control - Measured by the Equity Method (MEP) - Abroad","asset_non_current","","","Participações Permanentes em Outras Sociedades do Mesmo Grupo ou Controle Comum - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior"
"account_template_102020210","1.02.02.02.10","Goodwill in Investments - Abroad","asset_non_current","","","Goodwill em Investimentos - no Exterior"
"account_template_102020211","1.02.02.02.11","Capital Gains on Investments - Abroad","asset_non_current","","","Mais Valia em Investimentos - no Exterior"
"account_template_102020212","1.02.02.02.12","(-) Loss of Value in Investments - Abroad","asset_non_current","","","(-) Menos Valia em Investimentos - no Exterior"
"account_template_102020220","1.02.02.02.20","Goodwill on Investments Generated until 31/12/2009 - Abroad","asset_non_current","","","Ágios em Investimentos Gerados até 31/12/2009 - no Exterior"
"account_template_102020221","1.02.02.02.21","(-) Negative Goodwill on Investments Generated until 31/12/2009 - Abroad","asset_non_current","","","(-) Deságios em Investimentos Gerados até 31/12/2009 - no Exterior"
"account_template_102020240","1.02.02.02.40","(-) Profits to be Appropriated from Sales with Subsidiaries - Abroad","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Controladas - no Exterior"
"account_template_102020241","1.02.02.02.41","(-) Profits to be Appropriated on Sales with Affiliates - Abroad","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Coligadas - no Exterior"
"account_template_102020242","1.02.02.02.42","(-) Profits to be Appropriated in Sales with Joint Ventures - Abroad","asset_non_current","","","(-) Lucros a Apropriar em Vendas com Joint Ventures - no Exterior"
"account_template_102020243","1.02.02.02.43","(-) Profits to be Appropriated from Sales with other companies - Evaluated by Equity Method of Accounting (MEP) - Abroad","asset_non_current","","","(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior"
"account_template_102020255","1.02.02.02.55","(-) Losses by Recuperable Value Reduction (Impairment) on Permanent Participations Valued by the Equity Method (MEP) - Abroad","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) em Participações Permanentes Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior"
"account_template_102020256","1.02.02.02.56","(-) Goodwill Recuperable Value (Impairment) Losses in Investments - Abroad","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) do Goodwill em Investimentos - no Exterior"
"account_template_102020260","1.02.02.02.60","Subaccount - Fair Value Adjustment (AVJ) Reflected - Gain or Loss in Invested – Abroad","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) Reflexo - Ganho ou Perda na Investida – no Exterior"
"account_template_102020265","1.02.02.02.65","Subaccount - Fair Value Adjustment (AVJ) of Capital Subscription - Gain or Loss of Capital - Abroad","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) de Subscrição de Capital - Ganho ou Perda de Capital – no Exterior"
"account_template_102020275","1.02.02.02.75","(-) Subaccount - Present Value Adjustment (AVP) of Corporate Participation – Abroad","asset_non_current","","","(-) Subconta - Ajuste a Valor Presente (AVP) de Participação Societária – no Exterior"
"account_template_102020280","1.02.02.02.80","Subaccount - Surplus Value of Previous Participation - Stages – Abroad","asset_non_current","","","Subconta - Mais Valia da Participação Anterior - Estágios – no Exterior"
"account_template_102020281","1.02.02.02.81","(-) Subaccount - Less Value of Previous Holding - Stages – Abroad","asset_non_current","","","(-) Subconta - Menos Valia da Participação Anterior - Estágios – no Exterior"
"account_template_102020282","1.02.02.02.82","Subaccount - Goodwill on Previous Participation - Stages – Abroad","asset_non_current","","","Subconta - Goodwill da Participação Anterior - Estágios – no Exterior"
"account_template_102020284","1.02.02.02.84","Subaccount - Variation in Capital Gains of Previous Holdings - Stages – Abroad","asset_non_current","","","Subconta - Variação de Mais Valia da Participação Anterior - Estágios – no Exterior"
"account_template_102020285","1.02.02.02.85","(-) Subaccount - Variation of Losses on Previous Participation - Stages – Abroad","asset_non_current","","","(-) Subconta - Variação de Menos Valia da Participação Anterior - Estágios – no Exterior"
"account_template_102020286","1.02.02.02.86","Subaccount - Variation of Goodwill on Previous Participation - Stages – Abroad","asset_non_current","","","Subconta - Variação de Goodwill da Participação Anterior - Estágios – no Exterior"
"account_template_102020301","1.02.02.03.01","Real Estate Owned in Construction - Investment Properties","asset_non_current","","","Imóveis Próprios em Construção - Propriedades para Investimento"
"account_template_102020305","1.02.02.03.05","Real Estate – By Cost - Investment Properties","asset_non_current","","","Imóveis Próprios – Pelo Custo - Propriedades para Investimento"
"account_template_102020306","1.02.02.03.06","Real Estate – Fair Value - Investment Properties","asset_non_current","","","Imóveis Próprios – Valor Justo - Propriedades para Investimento"
"account_template_102020308","1.02.02.03.08","Real Estate Rental Object – Investment Properties","asset_non_current","","","Imóveis Objeto de Arrendamento – Propriedades para Investimento"
"account_template_102020330","1.02.02.03.30","(-) Accrued Depreciation – Investment Properties","asset_non_current","","","(-) Depreciação Acumuladas – Propriedades para Investimento"
"account_template_102020355","1.02.02.03.55","(-) Refundable Value Losses (Impairment) - Investment Properties","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Propriedades para Investimento"
"account_template_102020370","1.02.02.03.70","Subaccount - Fair Value Adjustment – Investment Properties","asset_non_current","","","Subconta - Ajuste a Valor Justo – Propriedades para Investimentos"
"account_template_102020371","1.02.02.03.71","Subaccount - Fair Value Adjustment – Accrued Depreciation – Property for Investment","asset_non_current","","","Subconta - Ajuste Valor Justo – Depreciação Acumulada – Propriedade para Investimento"
"account_template_102020375","1.02.02.03.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Investment Properties","asset_non_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Propriedades para Investimento"
"account_template_102020376","1.02.02.03.76","Subaccount - Present Value Adjustment – Accrued Depreciation - Investment Properties","asset_non_current","","","Subconta - Ajuste Valor Presente – Depreciação Acumulada - Propriedades para Investimento"
"account_template_102020390","1.02.02.03.90","Subaccount – Initial Adoption – Investment Properties","asset_non_current","","","Subconta – Adoção Inicial – Propriedades para Investimento"
"account_template_102020391","1.02.02.03.91","Subaccount – Initial Adoption – Accumulated Depreciation - Properties for Investment","asset_non_current","","","Subconta – Adoção Inicial – Depreciação Acumulada - Propriedades para Investimento"
"account_template_102020395","1.02.02.03.95","Subaccount – Initial Adoption - Different Depreciation Rate - Investment Properties","asset_non_current","","","Subconta – Adoção Inicial - Taxa de Depreciação Diferente - Propriedades para Investimento"
"account_template_102021003","1.02.02.10.03","Investments Deriving from Tax Incentives","asset_non_current","","","Investimentos Decorrentes de Incentivos Fiscais"
"account_template_102021010","1.02.02.10.10","Other Permanent Investments","asset_non_current","","","Outros Investimentos Permanentes"
"account_template_102021020","1.02.02.10.20","(-) Other Adjusting Accounts - Other Permanent Investments","asset_non_current","","","(-) Outras Contas Retificadoras ­– Outros Investimentos Permanentes"
"account_template_102021050","1.02.02.10.50","( - ) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) – Other Permanent Investments","asset_non_current","","","( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Investimentos Permanentes"
"account_template_102021055","1.02.02.10.55","(-) Refundable Value Losses (Impairment) - Other Investments","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Investimentos"
"account_template_102021070","1.02.02.10.70","Subaccount - Fair Value Adjustment - Other Permanent Investments","asset_non_current","","","Subconta - Ajuste a Valor Justo - Outros Investimentos Permanentes"
"account_template_102021090","1.02.02.10.90","Subaccount – Initial Adoption - Other Permanent Investments","asset_non_current","","","Subconta – Adoção Inicial - Outros Investimentos Permanentes"
"account_template_102030101","1.02.03.01.01","Land","asset_fixed","","","Terrenos"
"account_template_102030102","1.02.03.01.02","Buildings and Constructions","asset_fixed","","","Edifícios e Construções"
"account_template_102030103","1.02.03.01.03","Constructions in Progress - Real Estate","asset_fixed","","","Construções em Andamento - Imóvel Próprio"
"account_template_102030104","1.02.03.01.04","Other Tangible Fixed Assets in Progress","asset_fixed","","","Outras Imobilizações em Andamento"
"account_template_102030105","1.02.03.01.05","Goods in Third Party Real Estate","asset_fixed","","","Benfeitorias em Imóveis de Terceiros"
"account_template_102030106","1.02.03.01.06","Machinery, Equipment and Industrial Facilities","asset_fixed","","","Máquinas, Equipamentos e Instalações Industriais"
"account_template_102030107","1.02.03.01.07","Furniture, Kitchenware and Commercial Facilities","asset_fixed","","","Móveis, Utensílios e Instalações Comerciais"
"account_template_102030108","1.02.03.01.08","Vehicles","asset_fixed","","","Veículos"
"account_template_102030109","1.02.03.01.09","Vessels","asset_fixed","","","Embarcações"
"account_template_102030110","1.02.03.01.10","Aircraft","asset_fixed","","","Aeronaves"
"account_template_102030111","1.02.03.01.11","Mineral Resources","asset_fixed","","","Recursos Minerais"
"account_template_102030112","1.02.03.01.12","Ducts and Pipes","asset_fixed","","","Dutos e Tubulações"
"account_template_102030113","1.02.03.01.13","Electricity Transmission Lines","asset_fixed","","","Linhas de Transmissão Elétrica"
"account_template_102030114","1.02.03.01.14","Antennas and Transmission Towers","asset_fixed","","","Antenas e Torres de Transmissão"
"account_template_102030115","1.02.03.01.15","Employees in Rural Activity","asset_fixed","","","Máquinas Empregadas na Atividade Rural"
"account_template_102030116","1.02.03.01.16","Tractors and Vehicles Employees in Rural Activity","asset_fixed","","","Tratores e Demais Veículos Empregados na Atividade Rural"
"account_template_102030128","1.02.03.01.28","Other Fixed Assets for Acquisition","asset_fixed","","","Outras Imobilizações por Aquisição"
"account_template_102030130","1.02.03.01.30","(-) Accrued Depreciation - Fixed Assets","asset_fixed","","","(-) Depreciação Acumulada - Imobilizado"
"account_template_102030131","1.02.03.01.31","(-) Accumulated Amortization - Fixed Assets","asset_fixed","","","(-) Amortização Acumulada - Imobilizado"
"account_template_102030132","1.02.03.01.32","(-) Accumulated Depletion - Fixed Assets","asset_fixed","","","(-) Exaustão Acumulada - Imobilizado"
"account_template_102030155","1.02.03.01.55","(-) Refundable Value Losses (Impairment) - Fixed Assets","asset_fixed","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Imobilizado"
"account_template_102030175","1.02.03.01.75","(-) Subaccount - Present Value Adjustment – Fixed Assets","asset_fixed","","","(-) Subconta - Ajuste Valor Presente – Imobilizado"
"account_template_102030176","1.02.03.01.76","Subaccount - Present Value Adjustment – Accrued Depreciation - Fixed Assets","asset_fixed","","","Subconta - Ajuste Valor Presente – Depreciação Acumulada - Imobilizado"
"account_template_102030177","1.02.03.01.77","Subaccount - Present Value Adjustment – Accrued Amortization - Fixed Assets","asset_fixed","","","Subconta - Ajuste Valor Presente – Amortização Acumulada - Imobilizado"
"account_template_102030178","1.02.03.01.78","Subaccount - Present Value Adjustment – Accumulated Depletion - Fixed Assets","asset_fixed","","","Subconta - Ajuste Valor Presente – Exaustão Acumulada - Imobilizado"
"account_template_102030190","1.02.03.01.90","Subaccount – Initial Adoption - Fixed Assets","asset_fixed","","","Subconta – Adoção Inicial - Imobilizado"
"account_template_102030191","1.02.03.01.91","Subaccount – Initial Adoption – Accumulated Depreciation - Fixed Assets","asset_fixed","","","Subconta – Adoção Inicial – Depreciação Acumulada - Imobilizado"
"account_template_102030192","1.02.03.01.92","Subaccount – Initial Adoption – Accumulated Amortization - Fixed Assets","asset_fixed","","","Subconta – Adoção Inicial – Amortização Acumulada - Imobilizado"
"account_template_102030193","1.02.03.01.93","Subaccount – Initial Adoption – Accumulated Depletion - Fixed Assets","asset_fixed","","","Subconta – Adoção Inicial – Exaustão Acumulada - Imobilizado"
"account_template_102030195","1.02.03.01.95","Subaccount – Initial Adoption – Different Depreciation Rate - Fixed Assets","asset_fixed","","","Subconta – Adoção Inicial – Taxa Depreciação Diferente - Imobilizado"
"account_template_102030201","1.02.03.02.01","Vehicles","asset_fixed","","","Veículos"
"account_template_102030202","1.02.03.02.02","Vessels","asset_fixed","","","Embarcações"
"account_template_102030203","1.02.03.02.03","Aircraft","asset_fixed","","","Aeronaves"
"account_template_102030204","1.02.03.02.04","Machinery, Equipment and Industrial Facilities","asset_fixed","","","Máquinas, Equipamentos e Instalações Industriais"
"account_template_102030205","1.02.03.02.05","Furniture, Kitchenware and Commercial Facilities","asset_fixed","","","Móveis, Utensílios e Instalações Comerciais"
"account_template_102030206","1.02.03.02.06","Real estate","asset_fixed","","","Imóveis"
"account_template_102030209","1.02.03.02.09","Other Rentals","asset_fixed","","","Outras Imobilizações por Arrendamento"
"account_template_102030230","1.02.03.02.30","(-) Accrued Depreciation - Fixed Assets - Property rental object","asset_fixed","","","(-) Depreciação Acumulada - Imobilizado - Bens objeto de arrendamento"
"account_template_102030231","1.02.03.02.31","(-) Accumulated Amortization - Fixed Assets - Property rental object","asset_fixed","","","(-) Amortização Acumulada - Imobilizado - Bens objeto de arrendamento"
"account_template_102030232","1.02.03.02.32","(-) Accumulated Depletion - Fixed Assets - Property rental object","asset_fixed","","","(-) Exaustão Acumulada - Imobilizado - Bens objeto de arrendamento"
"account_template_102030255","1.02.03.02.55","(-) Refundable Value Losses (Impairment) - Fixed Assets - Rental property","asset_fixed","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Imobilizado - Bens objeto de arrendamento"
"account_template_102030401","1.02.03.04.01","Biological Production Asset - Animal Origin – For Fair Value","asset_non_current","","","Ativo Biológico de Produção - Origem Animal – Pelo Valor Justo"
"account_template_102030402","1.02.03.04.02","Biological Production Asset - Plant Origin – For Fair Value","asset_non_current","","","Ativo Biológico de Produção - Origem Vegetal – Pelo Valor Justo"
"account_template_102030403","1.02.03.04.03","Biological Production Asset - Animal Origin – For Cost","asset_non_current","","","Ativo Biológico de Produção - Origem Animal – Pelo Custo"
"account_template_102030404","1.02.03.04.04","Biological Production - Plant Origin - By Cost","asset_non_current","","","Ativo Biológico de Produção - Origem Vegetal - Pelo Custo"
"account_template_102030430","1.02.03.04.30","(-) Accrued Depreciation – Biological Production Assets","asset_non_current","","","(-) Depreciação Acumulada Ativos Biológicos de Produção"
"account_template_102030432","1.02.03.04.32","(-) Accumulated Depletion Biological Production Assets","asset_non_current","","","(-) Exaustão Acumulada Ativos Biológicos de Produção"
"account_template_102030455","1.02.03.04.55","(-) Recuperable Value Reduction Losses (Impairment) - Biological Production Assets","asset_non_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Ativos Biológicos de Produção"
"account_template_102030470","1.02.03.04.70","Subaccount - Fair Value Adjustment (AVJ) – Biological Production Assets","asset_non_current","","","Subconta - Ajuste a Valor Justo (AVJ) – Ativos Biológicos de Produção"
"account_template_102030475","1.02.03.04.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Biological Production Assets","asset_non_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativos Biológicos de Produção"
