id,parent_id:id,code,sign,name,info
lu_tax_code_template_b_IP-EC-0,lu_tax_code_template_m_426_EC,b_IP-EC-0,1,Base - Investissement Prestations 0% - Extracommunautaire,
lu_tax_code_template_m219,lu_tax_code_template_m_I_7_1,m219,1,"sous-total taxe du point 7, 1)",
lu_tax_code_template_m93,lu_tax_code_template_m219,m93,1,au taux de 15% (taxe),
lu_tax_code_template_t_AP-IC-15,lu_tax_code_template_m93,t_AP-IC-15,1,Taxe - Achat Prestations 15% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-15,lu_tax_code_template_m93,t_FP-IC-15,1,Taxe - Frais Prestations 15% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-15,lu_tax_code_template_m93,t_IP-IC-15,1,Taxe - Investissement Prestations 15% - Intracommunautaire,
lu_tax_code_template_t_AP-EC-15,lu_tax_code_template_m93,t_AP-EC-15,1,Taxe - Achat Prestations 15% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-15,lu_tax_code_template_m93,t_FP-EC-15,1,Taxe - Prestations 15% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-15,lu_tax_code_template_m93,t_IP-EC-15,1,Taxe - Investissement Prestations 15% - Extracommunautaire,
lu_tax_code_template_m94,lu_tax_code_template_m219,m94,1,au taux de 6% (taxe),
lu_tax_code_template_t_AP-IC-6,lu_tax_code_template_m94,t_AP-IC-6,1,Taxe - Achat Prestations 6% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-6,lu_tax_code_template_m94,t_FP-IC-6,1,Taxe - Frais Prestations 6% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-6,lu_tax_code_template_m94,t_IP-IC-6,1,Taxe - Investissement Prestations 6% - Intracommunautaire,
lu_tax_code_template_t_AP-EC-6,lu_tax_code_template_m94,t_AP-EC-6,1,Taxe - Achat Prestations 6% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-6,lu_tax_code_template_m94,t_FP-EC-6,1,Taxe - Prestations 6% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-6,lu_tax_code_template_m94,t_IP-EC-6,1,Taxe - Investissement Prestations 6% - Extracommunautaire,
lu_tax_code_template_m95,lu_tax_code_template_m219,m95,1,au taux de 3% (taxe),
lu_tax_code_template_t_AP-IC-3,lu_tax_code_template_m95,t_AP-IC-3,1,Taxe - Achat Prestations 3% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-3,lu_tax_code_template_m95,t_FP-IC-3,1,Taxe - Frais Prestations 3% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-3,lu_tax_code_template_m95,t_IP-IC-3,1,Taxe - Investissement Prestations 3% - Intracommunautaire,
lu_tax_code_template_t_AP-EC-3,lu_tax_code_template_m95,t_AP-EC-3,1,Taxe - Achat Prestations 3% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-3,lu_tax_code_template_m95,t_FP-EC-3,1,Taxe - Prestations 3% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-3,lu_tax_code_template_m95,t_IP-EC-3,1,Taxe - Investissement Prestations 3% - Extracommunautaire,
lu_tax_code_template_m96,lu_tax_code_template_m219,m96,1,au taux de 12% (taxe),
lu_tax_code_template_t_AP-IC-12,lu_tax_code_template_m96,t_AP-IC-12,1,Taxe - Achat Prestations 12% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-12,lu_tax_code_template_m96,t_FP-IC-12,1,Taxe - Frais Prestations 12% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-12,lu_tax_code_template_m96,t_IP-IC-12,1,Taxe - Investissement Prestations 12% - Intracommunautaire,
lu_tax_code_template_t_AP-EC-12,lu_tax_code_template_m96,t_AP-EC-12,1,Taxe - Achat Prestations 12% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-12,lu_tax_code_template_m96,t_FP-EC-12,1,Taxe - Prestations 12% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-12,lu_tax_code_template_m96,t_IP-EC-12,1,Taxe - Investissement Prestations 12% - Extracommunautaire,
lu_tax_code_template_m92,lu_tax_code_template_m_I_7,m92,1,2) Livraison de biens (art 26/1/b) au taux de 6% (base),
lu_tax_code_template_m_I_8,lu_tax_code_template_m_I,m_I_8,1,I.8 Total de la taxe à payer,
lu_tax_code_template_m_II,lu_tax_code_template_mensuel,m_II,1,II. Calcul de la taxe en amont déductible,
lu_tax_code_template_m_II_9,lu_tax_code_template_m_II,m_II_9,1,9. Taxe en amont,
lu_tax_code_template_m23,lu_tax_code_template_m_II_9,m23,1,1) Achats de biens et de services à l'intérieur du pays (taxe),
lu_tax_code_template_t_AB-PA-15,lu_tax_code_template_m23,t_AB-PA-15,1,Taxe - Achat Biens 15% - Pays,
lu_tax_code_template_t_AB-PA-12,lu_tax_code_template_m23,t_AB-PA-12,1,Taxe - Achat Biens 12% - Pays,
lu_tax_code_template_t_AB-PA-9,lu_tax_code_template_m23,t_AB-PA-9,1,Taxe - Achat Biens 9% - Pays,
lu_tax_code_template_t_AB-PA-6,lu_tax_code_template_m23,t_AB-PA-6,1,Taxe - Achat Biens 6% - Pays,
lu_tax_code_template_t_AB-PA-3,lu_tax_code_template_m23,t_AB-PA-3,1,Taxe - Achat Biens 3% - Pays,
lu_tax_code_template_t_AB-PA-0,lu_tax_code_template_m23,t_AB-PA-0,1,Taxe - Achat Biens 0% - Pays,
lu_tax_code_template_t_FB-PA-15,lu_tax_code_template_m23,t_FB-PA-15,1,Taxe - Frais Biens 15% - Pays,
lu_tax_code_template_t_FB-PA-12,lu_tax_code_template_m23,t_FB-PA-12,1,Taxe - Frais Biens 12% - Pays,
lu_tax_code_template_t_FB-PA-6,lu_tax_code_template_m23,t_FB-PA-6,1,Taxe - Frais Biens 6% - Pays,
lu_tax_code_template_t_FB-PA-3,lu_tax_code_template_m23,t_FB-PA-3,1,Taxe - Frais Biens 3% - Pays,
lu_tax_code_template_t_FB-PA-0,lu_tax_code_template_m23,t_FB-PA-0,1,Taxe - Frais Biens 0% - Pays,
lu_tax_code_template_t_IB-PA-15,lu_tax_code_template_m23,t_IB-PA-15,1,Taxe - Investissement Biens 15% - Pays,
lu_tax_code_template_t_IB-PA-12,lu_tax_code_template_m23,t_IB-PA-12,1,Taxe -Investissement Biens 12% - Pays,
lu_tax_code_template_t_IB-PA-6,lu_tax_code_template_m23,t_IB-PA-6,1,Taxe - Investissement Biens 6% - Pays,
lu_tax_code_template_t_IB-PA-3,lu_tax_code_template_m23,t_IB-PA-3,1,Taxe - Investissement Biens 3% - Pays,
lu_tax_code_template_t_IB-PA-0,lu_tax_code_template_m23,t_IB-PA-0,1,Taxe - Investissement Biens 0% - Pays,
lu_tax_code_template_t_AP-PA-15,lu_tax_code_template_m23,t_AP-PA-15,1,Taxe - Achat Prestations 15% - Pays,
lu_tax_code_template_t_AP-PA-12,lu_tax_code_template_m23,t_AP-PA-12,1,Taxe - Achat Prestations 12% - Pays,
lu_tax_code_template_t_AP-PA-9,lu_tax_code_template_m23,t_AP-PA-9,1,Taxe - Achat Prestations 9% - Pays,
lu_tax_code_template_t_AP-PA-6,lu_tax_code_template_m23,t_AP-PA-6,1,Taxe - Achat Prestations 6% - Pays,
lu_tax_code_template_t_AP-PA-3,lu_tax_code_template_m23,t_AP-PA-3,1,Taxe - Achat Prestations 3% - Pays,
lu_tax_code_template_t_AP-PA-0,lu_tax_code_template_m23,t_AP-PA-0,1,Taxe - Achat Prestations 0% - Pays,
lu_tax_code_template_t_IP-PA-15,lu_tax_code_template_m23,t_IP-PA-15,1,Taxe - Investissement Prestations 15% - Pays,
lu_tax_code_template_t_IP-PA-12,lu_tax_code_template_m23,t_IP-PA-12,1,Taxe - Investissement Prestations 12% - Pays,
lu_tax_code_template_t_IP-PA-6,lu_tax_code_template_m23,t_IP-PA-6,1,Taxe - Investissement Prestations 6% - Pays,
lu_tax_code_template_t_IP-PA-3,lu_tax_code_template_m23,t_IP-PA-3,1,Taxe - Investissement Prestations 3% - Pays,
lu_tax_code_template_t_IP-PA-0,lu_tax_code_template_m23,t_IP-PA-0,1,Taxe - Investissement Prestations 0% - Pays,
lu_tax_code_template_t_FP-PA-15,lu_tax_code_template_m23,t_FP-PA-15,1,Taxe - Frais Prestations 15% - Pays,
lu_tax_code_template_t_FP-PA-12,lu_tax_code_template_m23,t_FP-PA-12,1,Taxe - Frais Prestations 12% - Pays,
lu_tax_code_template_t_FP-PA-6,lu_tax_code_template_m23,t_FP-PA-6,1,Taxe - Frais Prestations 6% - Pays,
lu_tax_code_template_t_FP-PA-3,lu_tax_code_template_m23,t_FP-PA-3,1,Taxe - Frais Prestations 3% - Pays,
lu_tax_code_template_t_FP-PA-0,lu_tax_code_template_m23,t_FP-PA-0,1,Taxe - Frais Prestations 0% - Pays,
lu_tax_code_template_na,lu_tax_code_template_mensuel,m_0,1,Codes non assignés,
lu_tax_code_template_t_VB-PA-Tab,lu_tax_code_template_na,t_VB-PA-Tab,1,t_VB-PA-Tab,
lu_tax_code_template_t_VB-IC-15,lu_tax_code_template_na,t_VB-IC-15,1,t_VB-IC-15,
lu_tax_code_template_t_VB-IC-12,lu_tax_code_template_na,t_VB-IC-12,1,t_VB-IC-12,
lu_tax_code_template_t_VB-IC-6,lu_tax_code_template_na,t_VB-IC-6,1,t_VB-IC-6,
lu_tax_code_template_t_VB-IC-3,lu_tax_code_template_na,t_VB-IC-3,1,t_VB-IC-3,
lu_tax_code_template_t_VB-IC-0,lu_tax_code_template_na,t_VB-IC-0,1,t_VB-IC-0,
lu_tax_code_template_t_VB-IC-Tab,lu_tax_code_template_na,t_VB-IC-Tab,1,t_VB-IC-Tab,
lu_tax_code_template_t_VB-EC-15,lu_tax_code_template_na,t_VB-EC-15,1,t_VB-EC-15,
lu_tax_code_template_t_VB-EC-12,lu_tax_code_template_na,t_VB-EC-12,1,t_VB-EC-12,
lu_tax_code_template_t_VB-EC-6,lu_tax_code_template_na,t_VB-EC-6,1,t_VB-EC-6,
lu_tax_code_template_t_VB-EC-3,lu_tax_code_template_na,t_VB-EC-3,1,t_VB-EC-3,
lu_tax_code_template_t_VB-EC-0,lu_tax_code_template_na,t_VB-EC-0,1,t_VB-EC-0,
lu_tax_code_template_t_VB-EC-Tab,lu_tax_code_template_na,t_VB-EC-Tab,1,t_VB-EC-Tab,
lu_tax_code_template_t_VB-TR-15,lu_tax_code_template_na,t_VB-TR-15,1,t_VB-TR-15,
lu_tax_code_template_t_VB-TR-12,lu_tax_code_template_na,t_VB-TR-12,1,t_VB-TR-12,
lu_tax_code_template_t_VB-TR-6,lu_tax_code_template_na,t_VB-TR-6,1,t_VB-TR-6,
lu_tax_code_template_t_VB-TR-3,lu_tax_code_template_na,t_VB-TR-3,1,t_VB-TR-3,
lu_tax_code_template_t_VP-IC-15,lu_tax_code_template_na,t_VP-IC-15,1,t_VP-IC-15,
lu_tax_code_template_t_VP-IC-12,lu_tax_code_template_na,t_VP-IC-12,1,t_VP-IC-12,
lu_tax_code_template_t_VP-IC-6,lu_tax_code_template_na,t_VP-IC-6,1,t_VP-IC-6,
lu_tax_code_template_t_VP-IC-3,lu_tax_code_template_na,t_VP-IC-3,1,t_VP-IC-3,
lu_tax_code_template_t_VP-EC-15,lu_tax_code_template_na,t_VP-EC-15,1,t_VP-EC-15,
lu_tax_code_template_t_VP-EC-12,lu_tax_code_template_na,t_VP-EC-12,1,t_VP-EC-12,
lu_tax_code_template_t_VP-EC-6,lu_tax_code_template_na,t_VP-EC-6,1,t_VP-EC-6,
lu_tax_code_template_t_VP-EC-3,lu_tax_code_template_na,t_VP-EC-3,1,t_VP-EC-3,
lu_tax_code_template_t_VP-EC-0,lu_tax_code_template_na,t_VP-EC-0,1,t_VP-EC-0,
lu_tax_code_template_b_VP-TR-15,lu_tax_code_template_na,b_VP-TR-15,1,b_VP-TR-15,
lu_tax_code_template_t_VP-TR-15,lu_tax_code_template_na,t_VP-TR-15,1,t_VP-TR-15,
lu_tax_code_template_b_VP-TR-12,lu_tax_code_template_na,b_VP-TR-12,1,b_VP-TR-12,
lu_tax_code_template_t_VP-TR-12,lu_tax_code_template_na,t_VP-TR-12,1,t_VP-TR-12,
lu_tax_code_template_b_VP-TR-6,lu_tax_code_template_na,b_VP-TR-6,1,b_VP-TR-6,
lu_tax_code_template_t_VP-TR-6,lu_tax_code_template_na,t_VP-TR-6,1,t_VP-TR-6,
lu_tax_code_template_b_VP-TR-3,lu_tax_code_template_na,b_VP-TR-3,1,b_VP-TR-3,
lu_tax_code_template_t_VP-TR-3,lu_tax_code_template_na,t_VP-TR-3,1,t_VP-TR-3,
lu_tax_code_template_b_FB-PA-15,lu_tax_code_template_na,b_FB-PA-15,1,b_FB-PA-15,
lu_tax_code_template_b_FB-PA-12,lu_tax_code_template_na,b_FB-PA-12,1,b_FB-PA-12,
lu_tax_code_template_b_FB-PA-6,lu_tax_code_template_na,b_FB-PA-6,1,b_FB-PA-6,
lu_tax_code_template_b_FB-PA-3,lu_tax_code_template_na,b_FB-PA-3,1,b_FB-PA-3,
lu_tax_code_template_b_FB-PA-0,lu_tax_code_template_na,b_FB-PA-0,1,b_FB-PA-0,
lu_tax_code_template_b_FP-PA-15,lu_tax_code_template_na,b_FP-PA-15,1,b_FP-PA-15,
lu_tax_code_template_b_FP-PA-12,lu_tax_code_template_na,b_FP-PA-12,1,b_FP-PA-12,
lu_tax_code_template_b_FP-PA-6,lu_tax_code_template_na,b_FP-PA-6,1,b_FP-PA-6,
lu_tax_code_template_b_FP-PA-3,lu_tax_code_template_na,b_FP-PA-3,1,b_FP-PA-3,
lu_tax_code_template_b_FP-PA-0,lu_tax_code_template_na,b_FP-PA-0,1,b_FP-PA-0,
lu_tax_code_template_b_IB-PA-15,lu_tax_code_template_na,b_IB-PA-15,1,b_IB-PA-15,
lu_tax_code_template_b_IB-PA-12,lu_tax_code_template_na,b_IB-PA-12,1,b_IB-PA-12,
lu_tax_code_template_b_IB-PA-6,lu_tax_code_template_na,b_IB-PA-6,1,b_IB-PA-6,
lu_tax_code_template_b_IB-PA-3,lu_tax_code_template_na,b_IB-PA-3,1,b_IB-PA-3,
lu_tax_code_template_b_IB-PA-0,lu_tax_code_template_na,b_IB-PA-0,1,b_IB-PA-0,
lu_tax_code_template_b_IP-PA-15,lu_tax_code_template_na,b_IP-PA-15,1,b_IP-PA-15,
lu_tax_code_template_b_IP-PA-12,lu_tax_code_template_na,b_IP-PA-12,1,b_IP-PA-12,
lu_tax_code_template_b_IP-PA-6,lu_tax_code_template_na,b_IP-PA-6,1,b_IP-PA-6,
lu_tax_code_template_b_IP-PA-3,lu_tax_code_template_na,b_IP-PA-3,1,b_IP-PA-3,
lu_tax_code_template_b_IP-PA-0,lu_tax_code_template_na,b_IP-PA-0,1,b_IP-PA-0,
lu_tax_code_template_b_AB-PA-15,lu_tax_code_template_na,b_AB-PA-15,1,b_AB-PA-15,
lu_tax_code_template_b_AB-PA-12,lu_tax_code_template_na,b_AB-PA-12,1,b_AB-PA-12,
lu_tax_code_template_b_AB-PA-9,lu_tax_code_template_na,b_AB-PA-9,1,b_AB-PA-9,
lu_tax_code_template_b_AB-PA-6,lu_tax_code_template_na,b_AB-PA-6,1,b_AB-PA-6,
lu_tax_code_template_b_AB-PA-3,lu_tax_code_template_na,b_AB-PA-3,1,b_AB-PA-3,
lu_tax_code_template_b_AB-PA-0,lu_tax_code_template_na,b_AB-PA-0,1,b_AB-PA-0,
lu_tax_code_template_b_AB-PA-Tab,lu_tax_code_template_na,b_AB-PA-Tab,1,b_AB-PA-Tab,
lu_tax_code_template_t_AB-PA-Tab,lu_tax_code_template_na,t_AB-PA-Tab,1,t_AB-PA-Tab,
lu_tax_code_template_b_AB-IC-9,lu_tax_code_template_na,b_AB-IC-9,1,b_AB-IC-9,
lu_tax_code_template_t_AB-IC-9,lu_tax_code_template_na,t_AB-IC-9,1,t_AB-IC-9,
lu_tax_code_template_b_AP-PA-15,lu_tax_code_template_na,b_AP-PA-15,1,b_AP-PA-15,
lu_tax_code_template_b_AP-PA-12,lu_tax_code_template_na,b_AP-PA-12,1,b_AP-PA-12,
lu_tax_code_template_b_AP-PA-9,lu_tax_code_template_na,b_AP-PA-9,1,b_AP-PA-9,
lu_tax_code_template_b_AP-PA-6,lu_tax_code_template_na,b_AP-PA-6,1,b_AP-PA-6,
lu_tax_code_template_b_AP-PA-3,lu_tax_code_template_na,b_AP-PA-3,1,b_AP-PA-3,
lu_tax_code_template_b_AP-PA-0,lu_tax_code_template_na,b_AP-PA-0,1,b_AP-PA-0,
lu_tax_code_template_b_AP-TR-15,lu_tax_code_template_na,b_AP-TR-15,1,b_AP-TR-15,
lu_tax_code_template_t_AP-TR-15,lu_tax_code_template_na,t_AP-TR-15,1,t_AP-TR-15,
lu_tax_code_template_b_AP-TR-12,lu_tax_code_template_na,b_AP-TR-12,1,b_AP-TR-12,
lu_tax_code_template_t_AP-TR-12,lu_tax_code_template_na,t_AP-TR-12,1,t_AP-TR-12,
lu_tax_code_template_b_AP-TR-6,lu_tax_code_template_na,b_AP-TR-6,1,b_AP-TR-6,
lu_tax_code_template_t_AP-TR-6,lu_tax_code_template_na,t_AP-TR-6,1,t_AP-TR-6,
lu_tax_code_template_b_AP-TR-3,lu_tax_code_template_na,b_AP-TR-3,1,b_AP-TR-3,
lu_tax_code_template_t_AP-TR-3,lu_tax_code_template_na,t_AP-TR-3,1,t_AP-TR-3,
lu_tax_code_template_t_FB-IC-0,lu_tax_code_template_na,t_FB-IC-0,1,t_FB-IC-0,
lu_tax_code_template_t_FB-EC-0,lu_tax_code_template_na,t_FB-EC-0,1,t_FB-EC-0,
lu_tax_code_template_t_FP-IC-0,lu_tax_code_template_na,t_FP-IC-0,1,t_FP-IC-0,
lu_tax_code_template_t_FP-EC-0,lu_tax_code_template_na,t_FP-EC-0,1,t_FP-EC-0,
lu_tax_code_template_t_IB-IC-0,lu_tax_code_template_na,t_IB-IC-0,1,t_IB-IC-0,
lu_tax_code_template_t_IB-EC-0,lu_tax_code_template_na,t_IB-EC-0,1,t_IB-EC-0,
lu_tax_code_template_t_IP-IC-0,lu_tax_code_template_na,t_IP-IC-0,1,t_IP-IC-0,
lu_tax_code_template_t_IP-EC-0,lu_tax_code_template_na,t_IP-EC-0,1,t_IP-EC-0,
lu_tax_code_template_t_AB-IC-0,lu_tax_code_template_na,t_AB-IC-0,1,t_AB-IC-0,
lu_tax_code_template_t_AB-EC-0,lu_tax_code_template_na,t_AB-EC-0,1,t_AB-EC-0,
lu_tax_code_template_t_AP-IC-0,lu_tax_code_template_na,t_AP-IC-0,1,t_AP-IC-0,
lu_tax_code_template_t_AP-EC-0,lu_tax_code_template_na,t_AP-EC-0,1,t_AP-EC-0,
lu_tax_code_template_t_V-ART-43,lu_tax_code_template_na,t_V-ART-43,1,t_V-ART-43,
lu_tax_code_template_t_V-ART-44_58q,lu_tax_code_template_na,t_V-ART-44_58q,1,t_V-ART-44_58q,
lu_tax_code_template_t_VP-IC-EX,lu_tax_code_template_na,t_VP-IC-EX,1,t_VP-IC-EX,
lu_tax_code_template_t_VP-OPER,lu_tax_code_template_na,t_VP-OPER,1,t_VP-OPER,
