id,parent_id:id,code,sign,sequence,name,info
lu_tax_code_template_b_IB-ECP-15,lu_tct_m061,b_IB-ECP-15,1,,Base - Investissement Biens 15% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-ECP-17,lu_tct_m731,b_IB-ECP-17,1,,Base - Investissement Biens 17% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-ECP-3,lu_tct_m063,b_IB-ECP-3,1,,Base - Investissement Biens 3% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-ECP-6,lu_tct_m062,b_IB-ECP-6,1,,Base - Investissement Biens 6% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-ECP-8,lu_tct_m735,b_IB-ECP-8,1,,Base - Investissement Biens 8% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-IC-0,lu_tct_m194,b_IB-IC-0,1,,Base - Investissement Biens Exonéré - Intracommunautaire,
lu_tax_code_template_b_IB-IC-12,lu_tct_m050,b_IB-IC-12,1,,Base - Investissement Biens 12% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-14,lu_tct_m713,b_IB-IC-14,1,,Base - Investissement Biens 14% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-15,lu_tct_m047,b_IB-IC-15,1,,Base - Investissement Biens 15% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-17,lu_tct_m711,b_IB-IC-17,1,,Base - Investissement Biens 17% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-3,lu_tct_m049,b_IB-IC-3,1,,Base - Investissement Biens 3% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-6,lu_tct_m048,b_IB-IC-6,1,,Base - Investissement Biens 6% - Intracommunautaire (+),
lu_tax_code_template_b_IB-IC-8,lu_tct_m715,b_IB-IC-8,1,,Base - Investissement Biens 8% - Intracommunautaire (+),
lu_tax_code_template_b_IB-PA-0,lu_tct_mNA,b_IB-PA-0,1,,Base - Investissement Biens 0% - Pays,
lu_tax_code_template_b_IB-PA-12,lu_tct_mNA,b_IB-PA-12,1,,Base - Investissement Biens 12% - Pays,
lu_tax_code_template_b_IB-PA-14,lu_tct_mNA,b_IB-PA-14,1,,Base - Investissement Biens 14% - Pays,
lu_tax_code_template_b_IB-PA-15,lu_tct_mNA,b_IB-PA-15,1,,Base - Investissement Biens 15% - Pays,
lu_tax_code_template_b_IB-PA-17,lu_tct_mNA,b_IB-PA-17,1,,Base - Investissement Biens 17% - Pays,
lu_tax_code_template_b_IB-PA-3,lu_tct_mNA,b_IB-PA-3,1,,Base - Investissement Biens 3% - Pays,
lu_tax_code_template_b_IB-PA-6,lu_tct_mNA,b_IB-PA-6,1,,Base - Investissement Biens 6% - Pays,
lu_tax_code_template_b_IB-PA-8,lu_tct_mNA,b_IB-PA-8,1,,Base - Investissement Biens 8% - Pays,
lu_tax_code_template_b_IP-EC-0,lu_tct_m445,b_IP-EC-0,1,,Base - Investissement Prestations Exonérées - Extracommunautaire,
lu_tax_code_template_b_IP-EC-12,lu_tct_m443,b_IP-EC-12,1,,Base - Investissement Prestations 12% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-14,lu_tct_m753,b_IP-EC-14,1,,Base - Investissement Prestations 14% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-15,lu_tct_m437,b_IP-EC-15,1,,Base - Investissement Prestations 15% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-17,lu_tct_m751,b_IP-EC-17,1,,Base - Investissement Prestations 17% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-3,lu_tct_m441,b_IP-EC-3,1,,Base - Investissement Prestations 3% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-6,lu_tct_m439,b_IP-EC-6,1,,Base - Investissement Prestations 6% - Extracommunautaire (+),
lu_tax_code_template_b_IP-EC-8,lu_tct_m755,b_IP-EC-8,1,,Base - Investissement Prestations 8% - Extracommunautaire (+),
lu_tax_code_template_b_IP-IC-0,lu_tct_m435,b_IP-IC-0,1,,Base - Investissement Prestations Exonérées - Intracommunautaire,
lu_tax_code_template_b_IP-IC-12,lu_tct_m433,b_IP-IC-12,1,,Base - Investissement Prestations 12% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-14,lu_tct_m743,b_IP-IC-14,1,,Base - Investissement Prestations 14% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-15,lu_tct_m427,b_IP-IC-15,1,,Base - Investissement Prestations 15% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-17,lu_tct_m741,b_IP-IC-17,1,,Base - Investissement Prestations 17% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-3,lu_tct_m431,b_IP-IC-3,1,,Base - Investissement Prestations 3% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-6,lu_tct_m429,b_IP-IC-6,1,,Base - Investissement Prestations 6% - Intracommunautaire (+),
lu_tax_code_template_b_IP-IC-8,lu_tct_m745,b_IP-IC-8,1,,Base - Investissement Prestations 8% - Intracommunautaire (+),
lu_tax_code_template_b_IP-PA-0,lu_tct_mNA,b_IP-PA-0,1,,Base - Investissement Prestations 0% - Pays,
lu_tax_code_template_b_IP-PA-12,lu_tct_mNA,b_IP-PA-12,1,,Base - Investissement Prestations 12% - Pays,
lu_tax_code_template_b_IP-PA-14,lu_tct_mNA,b_IP-PA-14,1,,Base - Investissement Prestations 14% - Pays,
lu_tax_code_template_b_IP-PA-15,lu_tct_mNA,b_IP-PA-15,1,,Base - Investissement Prestations 15% - Pays,
lu_tax_code_template_b_IP-PA-17,lu_tct_mNA,b_IP-PA-17,1,,Base - Investissement Prestations 17% - Pays,
lu_tax_code_template_b_IP-PA-3,lu_tct_mNA,b_IP-PA-3,1,,Base - Investissement Prestations 3% - Pays,
lu_tax_code_template_b_IP-PA-6,lu_tct_mNA,b_IP-PA-6,1,,Base - Investissement Prestations 6% - Pays,
lu_tax_code_template_b_IP-PA-8,lu_tct_mNA,b_IP-PA-8,1,,Base - Investissement Prestations 8% - Pays,
lu_tax_code_template_b_V-ART-43_60b,lu_tct_m015,b_V-ART-43_60b,1,,Base - Vente - Autres Exonérations (Article 43 et 60 bis),
lu_tax_code_template_b_V-ART-44_56q,lu_tct_m016,b_V-ART-44_56q,1,,Base - Vente - Autres Exonérations (Article 44 et 56 quarter),
lu_tax_code_template_b_VB-EC-0,lu_tct_m014,b_VB-EC-0,1,,Base - Vente Biens - Extracommunautaire,
lu_tax_code_template_b_VB-EC-Tab,lu_tct_m017,b_VB-EC-Tab,1,,Base - Vente Biens Tabacs - Extracommunautaire,
lu_tax_code_template_b_VB-IC-0,lu_tct_m457,b_VB-IC-0,1,,Base - Vente Biens - Intracommunautaire,
lu_tax_code_template_b_VB-IC-Tab,lu_tct_m017,b_VB-IC-Tab,1,,Base - Vente Biens Tabacs - Intracommunautaire,
lu_tax_code_template_b_VB-PA-0,lu_tct_m033,b_VB-PA-0,1,,Base - Vente Biens 0% - Pays,
lu_tax_code_template_b_VB-PA-12,lu_tct_m032,b_VB-PA-12,1,,Base - Vente Biens 12% - Pays,
lu_tax_code_template_b_VB-PA-14,lu_tct_m703,b_VB-PA-14,1,,Base - Vente Biens 14% - Pays,
lu_tax_code_template_b_VB-PA-15,lu_tct_m029,b_VB-PA-15,1,,Base - Vente Biens 15% - Pays,
lu_tax_code_template_b_VB-PA-17,lu_tct_m701,b_VB-PA-17,1,,Base - Vente Biens 17% - Pays,
lu_tax_code_template_b_VB-PA-3,lu_tct_m031,b_VB-PA-3,1,,Base - Vente Biens 3% - Pays,
lu_tax_code_template_b_VB-PA-6,lu_tct_m030,b_VB-PA-6,1,,Base - Vente Biens 6% - Pays,
lu_tax_code_template_b_VB-PA-8,lu_tct_m705,b_VB-PA-8,1,,Base - Vente Biens 8% - Pays,
lu_tax_code_template_b_VB-PA-Tab,lu_tct_m017,b_VB-PA-Tab,1,,Base - Vente Biens Tabacs - Pays,
lu_tax_code_template_b_VB-TR-0,lu_tct_m018,b_VB-TR-0,1,,Base - Vente Biens – Triangulaire Intracommunautaire,
lu_tax_code_template_b_VP-EC-0,lu_tct_m019,b_VP-EC-0,1,,Base - Vente Prestations - Extracommunautaire,
lu_tax_code_template_b_VP-IC-0,lu_tct_m423,b_VP-IC-0,1,,Base - Vente Prestations - Intracommunautaire,
lu_tax_code_template_b_VP-IC-EX,lu_tct_m424,b_VP-IC-EX,1,,Base - Vente Prestations - Intracommunautaire exonérées dans l'état membre,
lu_tax_code_template_b_VP-PA-0,lu_tct_m033,b_VP-PA-0,1,,Base - Vente Prestations 0% - Pays,
lu_tax_code_template_b_VP-PA-12,lu_tct_m032,b_VP-PA-12,1,,Base - Vente Prestations 12% - Pays,
lu_tax_code_template_b_VP-PA-14,lu_tct_m703,b_VP-PA-14,1,,Base - Vente Prestations 14% - Pays,
lu_tax_code_template_b_VP-PA-15,lu_tct_m029,b_VP-PA-15,1,,Base - Vente Prestations 15% - Pays,
lu_tax_code_template_b_VP-PA-17,lu_tct_m701,b_VP-PA-17,1,,Base - Vente Prestations 17% - Pays,
lu_tax_code_template_b_VP-PA-3,lu_tct_m031,b_VP-PA-3,1,,Base - Vente Prestations 3% - Pays,
lu_tax_code_template_b_VP-PA-6,lu_tct_m030,b_VP-PA-6,1,,Base - Vente Prestations 6% - Pays,
lu_tax_code_template_b_VP-PA-8,lu_tct_m705,b_VP-PA-8,1,,Base - Vente Prestations 8% - Pays,
lu_tax_code_template_t_AB-EC-12,lu_tct_m069,t_AB-EC-12,1,,Taxe - Achat Biens 12% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-12-n,lu_tct_m460,t_AB-EC-12-n,1,,Taxe - Achat Biens 12% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-14,lu_tct_m724,t_AB-EC-14,1,,Taxe - Achat Biens 14% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-14-n,lu_tct_m460,t_AB-EC-14-n,1,,Taxe - Achat Biens 14% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-15,lu_tct_m066,t_AB-EC-15,1,,Taxe - Achat Biens 15% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-15-n,lu_tct_m460,t_AB-EC-15-n,1,,Taxe - Achat Biens 15% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-17,lu_tct_m722,t_AB-EC-17,1,,Taxe - Achat Biens 17% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-17-n,lu_tct_m460,t_AB-EC-17-n,1,,Taxe - Achat Biens 17% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-3,lu_tct_m068,t_AB-EC-3,1,,Taxe - Achat Biens 3% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-3-n,lu_tct_m460,t_AB-EC-3-n,1,,Taxe - Achat Biens 3% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-6,lu_tct_m067,t_AB-EC-6,1,,Taxe - Achat Biens 6% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-6-n,lu_tct_m460,t_AB-EC-6-n,1,,Taxe - Achat Biens 6% - Extracommunautaire (-),
lu_tax_code_template_t_AB-EC-8,lu_tct_m726,t_AB-EC-8,1,,Taxe - Achat Biens 8% - Extracommunautaire (+),
lu_tax_code_template_t_AB-EC-8-n,lu_tct_m460,t_AB-EC-8-n,1,,Taxe - Achat Biens 8% - Extracommunautaire (-),
lu_tax_code_template_t_AB-ECP-12,lu_tct_m074,t_AB-ECP-12,1,,Taxe - Achat Biens 12% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-12-n,lu_tct_m460,t_AB-ECP-12-n,1,,Taxe - Achat Biens 12% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-14,lu_tct_m734,t_AB-ECP-14,1,,Taxe - Achat Biens 14% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-14-n,lu_tct_m460,t_AB-ECP-14-n,1,,Taxe - Achat Biens 14% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-15,lu_tct_m071,t_AB-ECP-15,1,,Taxe - Achat Biens 15% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-15-n,lu_tct_m460,t_AB-ECP-15-n,1,,Taxe - Achat Biens 15% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-17,lu_tct_m732,t_AB-ECP-17,1,,Taxe - Achat Biens 17% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-17-n,lu_tct_m460,t_AB-ECP-17-n,1,,Taxe - Achat Biens 17% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-3,lu_tct_m073,t_AB-ECP-3,1,,Taxe - Achat Biens 3% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-3-n,lu_tct_m460,t_AB-ECP-3-n,1,,Taxe - Achat Biens 3% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-6,lu_tct_m072,t_AB-ECP-6,1,,Taxe - Achat Biens 6% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-6-n,lu_tct_m460,t_AB-ECP-6-n,1,,Taxe - Achat Biens 6% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-ECP-8,lu_tct_m736,t_AB-ECP-8,1,,Taxe - Achat Biens 8% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_AB-ECP-8-n,lu_tct_m460,t_AB-ECP-8-n,1,,Taxe - Achat Biens 8% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_AB-IC-12,lu_tct_m055,t_AB-IC-12,1,,Taxe - Achat Biens 12% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-12-n,lu_tct_m459,t_AB-IC-12-n,1,,Taxe - Achat Biens 12% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-14,lu_tct_m714,t_AB-IC-14,1,,Taxe - Achat Biens 14% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-14-n,lu_tct_m459,t_AB-IC-14-n,1,,Taxe - Achat Biens 14% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-15,lu_tct_m052,t_AB-IC-15,1,,Taxe - Achat Biens 15% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-15-n,lu_tct_m459,t_AB-IC-15-n,1,,Taxe - Achat Biens 15% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-17,lu_tct_m712,t_AB-IC-17,1,,Taxe - Achat Biens 17% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-17-n,lu_tct_m459,t_AB-IC-17-n,1,,Taxe - Achat Biens 17% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-3,lu_tct_m054,t_AB-IC-3,1,,Taxe - Achat Biens 3% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-3-n,lu_tct_m459,t_AB-IC-3-n,1,,Taxe - Achat Biens 3% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-6,lu_tct_m053,t_AB-IC-6,1,,Taxe - Achat Biens 6% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-6-n,lu_tct_m459,t_AB-IC-6-n,1,,Taxe - Achat Biens 6% - Intracommunautaire (-),
lu_tax_code_template_t_AB-IC-8,lu_tct_m716,t_AB-IC-8,1,,Taxe - Achat Biens 8% - Intracommunautaire (+),
lu_tax_code_template_t_AB-IC-8-n,lu_tct_m459,t_AB-IC-8-n,1,,Taxe - Achat Biens 8% - Intracommunautaire (-),
lu_tax_code_template_t_AB-PA-12,lu_tct_m458,t_AB-PA-12,1,,Taxe - Achat Biens 12% - Pays,
lu_tax_code_template_t_AB-PA-14,lu_tct_m458,t_AB-PA-14,1,,Taxe - Achat Biens 14% - Pays,
lu_tax_code_template_t_AB-PA-15,lu_tct_m458,t_AB-PA-15,1,,Taxe - Achat Biens 15% - Pays,
lu_tax_code_template_t_AB-PA-17,lu_tct_m458,t_AB-PA-17,1,,Taxe - Achat Biens 17% - Pays,
lu_tax_code_template_t_AB-PA-3,lu_tct_m458,t_AB-PA-3,1,,Taxe - Achat Biens 3% - Pays,
lu_tax_code_template_t_AB-PA-6,lu_tct_m458,t_AB-PA-6,1,,Taxe - Achat Biens 6% - Pays,
lu_tax_code_template_t_AB-PA-8,lu_tct_m458,t_AB-PA-8,1,,Taxe - Achat Biens 8% - Pays,
lu_tax_code_template_t_AP-EC-12,lu_tct_m444,t_AP-EC-12,1,,Taxe - Achat Prestations 12% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-12-n,lu_tct_m461,t_AP-EC-12-n,1,,Taxe - Achat Prestations 12% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-14,lu_tct_m754,t_AP-EC-14,1,,Taxe - Achat Prestations 14% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-14-n,lu_tct_m461,t_AP-EC-14-n,1,,Taxe - Achat Prestations 14% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-15,lu_tct_m438,t_AP-EC-15,1,,Taxe - Achat Prestations 15% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-15-n,lu_tct_m461,t_AP-EC-15-n,1,,Taxe - Achat Prestations 15% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-17,lu_tct_m752,t_AP-EC-17,1,,Taxe - Achat Prestations 17% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-17-n,lu_tct_m461,t_AP-EC-17-n,1,,Taxe - Achat Prestations 17% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-3,lu_tct_m442,t_AP-EC-3,1,,Taxe - Achat Prestations 3% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-3-n,lu_tct_m461,t_AP-EC-3-n,1,,Taxe - Achat Prestations 3% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-6,lu_tct_m440,t_AP-EC-6,1,,Taxe - Achat Prestations 6% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-6-n,lu_tct_m461,t_AP-EC-6-n,1,,Taxe - Achat Prestations 6% - Extracommunautaire (-),
lu_tax_code_template_t_AP-EC-8,lu_tct_m756,t_AP-EC-8,1,,Taxe - Achat Prestations 8% - Extracommunautaire (+),
lu_tax_code_template_t_AP-EC-8-n,lu_tct_m461,t_AP-EC-8-n,1,,Taxe - Achat Prestations 8% - Extracommunautaire (-),
lu_tax_code_template_t_AP-IC-12,lu_tct_m434,t_AP-IC-12,1,,Taxe - Achat Prestations 12% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-12-n,lu_tct_m461,t_AP-IC-12-n,1,,Taxe - Achat Prestations 12% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-14,lu_tct_m744,t_AP-IC-14,1,,Taxe - Achat Prestations 14% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-14-n,lu_tct_m461,t_AP-IC-14-n,1,,Taxe - Achat Prestations 14% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-15,lu_tct_m428,t_AP-IC-15,1,,Taxe - Achat Prestations 15% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-15-n,lu_tct_m461,t_AP-IC-15-n,1,,Taxe - Achat Prestations 15% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-17,lu_tct_m742,t_AP-IC-17,1,,Taxe - Achat Prestations 17% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-17-n,lu_tct_m461,t_AP-IC-17-n,1,,Taxe - Achat Prestations 17% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-3,lu_tct_m432,t_AP-IC-3,1,,Taxe - Achat Prestations 3% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-3-n,lu_tct_m461,t_AP-IC-3-n,1,,Taxe - Achat Prestations 3% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-6,lu_tct_m430,t_AP-IC-6,1,,Taxe - Achat Prestations 6% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-6-n,lu_tct_m461,t_AP-IC-6-n,1,,Taxe - Achat Prestations 6% - Intracommunautaire (-),
lu_tax_code_template_t_AP-IC-8,lu_tct_m746,t_AP-IC-8,1,,Taxe - Achat Prestations 8% - Intracommunautaire (+),
lu_tax_code_template_t_AP-IC-8-n,lu_tct_m461,t_AP-IC-8-n,1,,Taxe - Achat Prestations 8% - Intracommunautaire (-),
lu_tax_code_template_t_AP-PA-12,lu_tct_m458,t_AP-PA-12,1,,Taxe - Achat Prestations 12% - Pays,
lu_tax_code_template_t_AP-PA-14,lu_tct_m458,t_AP-PA-14,1,,Taxe - Achat Prestations 14% - Pays,
lu_tax_code_template_t_AP-PA-15,lu_tct_m458,t_AP-PA-15,1,,Taxe - Achat Prestations 15% - Pays,
lu_tax_code_template_t_AP-PA-17,lu_tct_m458,t_AP-PA-17,1,,Taxe - Achat Prestations 17% - Pays,
lu_tax_code_template_t_AP-PA-3,lu_tct_m458,t_AP-PA-3,1,,Taxe - Achat Prestations 3% - Pays,
lu_tax_code_template_t_AP-PA-6,lu_tct_m458,t_AP-PA-6,1,,Taxe - Achat Prestations 6% - Pays,
lu_tax_code_template_t_AP-PA-8,lu_tct_m458,t_AP-PA-8,1,,Taxe - Achat Prestations 8% - Pays,
lu_tax_code_template_t_FB-EC-12,lu_tct_m069,t_FB-EC-12,1,,Taxe - Frais Biens 12% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-12-n,lu_tct_m460,t_FB-EC-12-n,1,,Taxe - Frais Biens 12% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-14,lu_tct_m724,t_FB-EC-14,1,,Taxe - Frais Biens 14% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-14-n,lu_tct_m460,t_FB-EC-14-n,1,,Taxe - Frais Biens 14% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-15,lu_tct_m066,t_FB-EC-15,1,,Taxe - Frais Biens 15% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-15-n,lu_tct_m460,t_FB-EC-15-n,1,,Taxe - Frais Biens 15% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-17,lu_tct_m722,t_FB-EC-17,1,,Taxe - Frais Biens 17% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-17-n,lu_tct_m460,t_FB-EC-17-n,1,,Taxe - Frais Biens 17% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-3,lu_tct_m068,t_FB-EC-3,1,,Taxe - Frais Biens 3% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-3-n,lu_tct_m460,t_FB-EC-3-n,1,,Taxe - Frais Biens 3% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-6,lu_tct_m067,t_FB-EC-6,1,,Taxe - Frais Biens 6% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-6-n,lu_tct_m460,t_FB-EC-6-n,1,,Taxe - Frais Biens 6% - Extracommunautaire (-),
lu_tax_code_template_t_FB-EC-8,lu_tct_m726,t_FB-EC-8,1,,Taxe - Frais Biens 8% - Extracommunautaire (+),
lu_tax_code_template_t_FB-EC-8-n,lu_tct_m460,t_FB-EC-8-n,1,,Taxe - Frais Biens 8% - Extracommunautaire (-),
lu_tax_code_template_t_FB-ECP-12,lu_tct_m074,t_FB-ECP-12,1,,Taxe - Frais Biens 12% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-12-n,lu_tct_m460,t_FB-ECP-12-n,1,,Taxe - Frais Biens 12% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-14,lu_tct_m734,t_FB-ECP-14,1,,Taxe - Frais Biens 14% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-14-n,lu_tct_m460,t_FB-ECP-14-n,1,,Taxe - Frais Biens 14% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-15,lu_tct_m071,t_FB-ECP-15,1,,Taxe - Frais Biens 15% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-15-n,lu_tct_m460,t_FB-ECP-15-n,1,,Taxe - Frais Biens 15% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-17,lu_tct_m732,t_FB-ECP-17,1,,Taxe - Frais Biens 17% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-17-n,lu_tct_m460,t_FB-ECP-17-n,1,,Taxe - Frais Biens 17% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-3,lu_tct_m073,t_FB-ECP-3,1,,Taxe - Frais Biens 3% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-3-n,lu_tct_m460,t_FB-ECP-3-n,1,,Taxe - Frais Biens 3% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-6,lu_tct_m072,t_FB-ECP-6,1,,Taxe - Frais Biens 6% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-6-n,lu_tct_m460,t_FB-ECP-6-n,1,,Taxe - Frais Biens 6% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-ECP-8,lu_tct_m736,t_FB-ECP-8,1,,Taxe - Frais Biens 8% - Extracommunautaire fin privées (+),
lu_tax_code_template_t_FB-ECP-8-n,lu_tct_m460,t_FB-ECP-8-n,1,,Taxe - Frais Biens 8% - Extracommunautaire fin privées (-),
lu_tax_code_template_t_FB-IC-12,lu_tct_m055,t_FB-IC-12,1,,Taxe - Frais Biens 12% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-12-n,lu_tct_m459,t_FB-IC-12-n,1,,Taxe - Frais Biens 12% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-14,lu_tct_m714,t_FB-IC-14,1,,Taxe - Frais Biens 14% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-14-n,lu_tct_m459,t_FB-IC-14-n,1,,Taxe - Frais Biens 14% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-15,lu_tct_m052,t_FB-IC-15,1,,Taxe - Frais Biens 15% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-15-n,lu_tct_m459,t_FB-IC-15-n,1,,Taxe - Frais Biens 15% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-17,lu_tct_m712,t_FB-IC-17,1,,Taxe - Frais Biens 17% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-17-n,lu_tct_m459,t_FB-IC-17-n,1,,Taxe - Frais Biens 17% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-3,lu_tct_m054,t_FB-IC-3,1,,Taxe - Frais Biens 3% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-3-n,lu_tct_m459,t_FB-IC-3-n,1,,Taxe - Frais Biens 3% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-6,lu_tct_m053,t_FB-IC-6,1,,Taxe - Frais Biens 6% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-6-n,lu_tct_m459,t_FB-IC-6-n,1,,Taxe - Frais Biens 6% - Intracommunautaire (-),
lu_tax_code_template_t_FB-IC-8,lu_tct_m716,t_FB-IC-8,1,,Taxe - Frais Biens 8% - Intracommunautaire (+),
lu_tax_code_template_t_FB-IC-8-n,lu_tct_m459,t_FB-IC-8-n,1,,Taxe - Frais Biens 8% - Intracommunautaire (-),
lu_tax_code_template_t_FB-PA-12,lu_tct_m458,t_FB-PA-12,1,,Taxe - Frais Biens 12% - Pays,
lu_tax_code_template_t_FB-PA-14,lu_tct_m458,t_FB-PA-14,1,,Taxe - Frais Biens 14% - Pays,
lu_tax_code_template_t_FB-PA-15,lu_tct_m458,t_FB-PA-15,1,,Taxe - Frais Biens 15% - Pays,
