id,code,name,account_type,tag_ids,reconcile,name@fr
l10n_tn_612,612,Royalties for the use of fixed assets under concession,expense,account.account_tag_operating,False,Redevances pour utilisation d'immobilisations concédées
l10n_tn_613,613,Rentals (including depreciation on packaging),expense,account.account_tag_operating,False,Locations (y compris malis sur emballages)
l10n_tn_614,614,Rental and condominium charges,expense,account.account_tag_operating,False,Charges locatives et de copropriété
l10n_tn_615,615,Maintenance and repairs,expense,account.account_tag_operating,False,Entretien et réparations
l10n_tn_616,616,Insurance premiums,expense,account.account_tag_operating,False,Primes d'assurances
l10n_tn_617,617,"Studies, research and various external services",expense,account.account_tag_operating,False,"Etudes, recherches et divers services extérieurs"
l10n_tn_618,618,Other expenses related to an accounting change to be taken into account in the result of the financial year or to a discontinued activity,expense,account.account_tag_operating,False,Autres charges liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée
l10n_tn_619,619,"Discounts, rebates and refunds obtained on external services",expense,account.account_tag_operating,False,"Rabais, remises et ristournes obtenus sur services extérieurs"
l10n_tn_621,621,External personnel,expense,account.account_tag_operating,False,Personnel extérieur à l'entreprise
l10n_tn_622,622,Remuneration of intermediaries and fees,expense,account.account_tag_operating,False,Rémunération d'intermédiaires et honoraires
l10n_tn_623,623,"Advertising, publications, public relations",expense,account.account_tag_operating,False,"Publicité, publications, relations publiques"
l10n_tn_6241,6241,Transport on purchases,expense,account.account_tag_operating,False,Transports sur achats
l10n_tn_6242,6242,Transport on sales,expense,account.account_tag_operating,False,Transports sur ventes
l10n_tn_6244,6244,Administrative transport,expense,account.account_tag_operating,False,Transports administratifs
l10n_tn_6247,6247,Collective transport of staff,expense,account.account_tag_operating,False,Transports collectifs du personnel
l10n_tn_6248,6248,Miscellaneous (Transport of goods and collective transport of staff),expense,account.account_tag_operating,False,Divers (Transports de biens et transports collectifs du personnel)
l10n_tn_6251,6251,Travelling and moving,expense,account.account_tag_operating,False,Voyages et déplacements
l10n_tn_6255,6255,Moving expenses,expense,account.account_tag_operating,False,Frais de déménagement
l10n_tn_6256,6256,Missions,expense,account.account_tag_operating,False,Missions
l10n_tn_6257,6257,Entertainment,expense,account.account_tag_operating,False,Réceptions
l10n_tn_626,626,Postage and telecommunications costs,expense,account.account_tag_operating,False,Frais postaux et frais de télécommunications
l10n_tn_6271,6271,"Securities fees (purchase, sale, custody)",expense,account.account_tag_operating,False,"Frais sur titres (achats, vente, garde)"
l10n_tn_6272,6272,Commissions and fees on loan issues,expense,account.account_tag_operating,False,Commissions et frais sur émission d'emprunts
l10n_tn_6275,6275,Fees on bills of exchange,expense,account.account_tag_operating,False,Frais sur effets
l10n_tn_6276,6276,Safe deposit box rental,expense,account.account_tag_operating,False,Location de coffres
l10n_tn_6278,6278,Other fees and commissions on services,expense,account.account_tag_operating,False,Autres frais et commissions sur prestations de services
l10n_tn_628,628,Other external services related to an accounting change to be taken into account in the result of the period or to a discontinued activity,expense,account.account_tag_operating,False,Autres services extérieurs lies à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée
l10n_tn_629,629,"Discounts, rebates and refunds obtained on other external services",expense,account.account_tag_operating,False,"Rabais, remises et ristournes obtenus sur autres services extérieurs"
l10n_tn_631,631,"Royalties for concessions of trademarks, patents, licences, processes, rights and similar assets",expense,account.account_tag_operating,False,"Redevances pour concessions de marques, brevets, licences, procédés, droits et valeurs similaires"
l10n_tn_633,633,Directors' fees,expense,account.account_tag_operating,False,Jetons de présence
l10n_tn_6341,6341,Losses on bad debts - Receivables for the year,expense,account.account_tag_operating,False,Pertes sur créances irrécouvrables - Créances de l'exercice
l10n_tn_6344,6344,Losses on bad debts - Receivables from previous years,expense,account.account_tag_operating,False,Pertes sur créances irrécouvrables - Créances des exercices antérieurs
l10n_tn_6351,6351,Share of profit transferred (manager's accounting),expense,,False,Quote-part de bénéfice transférée (comptabilité du gérant)
l10n_tn_6355,6355,Share of loss borne (non-manager accounting),expense,,False,Quote-part de perte supportée (comptabilité des associes non gérants)
l10n_tn_636,636,Net expenses on disposal of fixed assets and other losses on non-recurring or exceptional items,expense,account.account_tag_operating,False,Charges nettes sur cessions d'immobilisations et autres pertes sur éléments non récurrents ou exceptionnels
l10n_tn_637,637,Impairment losses,expense,account.account_tag_operating,False,Réduction de valeur
l10n_tn_638,638,Miscellaneous ordinary expenses related to an accounting change to be taken into account in the result of the year or to a discontinued activity,expense,account.account_tag_operating,False,Charges diverses ordinaires liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée
l10n_tn_6400,6400,Salaries,expense,account.account_tag_operating,False,Salaires
l10n_tn_6401,6401,Overtime,expense,account.account_tag_operating,False,Heures supplémentaires
l10n_tn_6402,6402,Bonuses,expense,account.account_tag_operating,False,Primes
l10n_tn_6403,6403,Gratuities,expense,account.account_tag_operating,False,Gratifications
l10n_tn_6404,6404,Benefits in kind,expense,account.account_tag_operating,False,Avantages en nature
l10n_tn_6409,6409,Other wage supplements,expense,account.account_tag_operating,False,Autres compléments de salaires
l10n_tn_6420,6420,Wages,expense,account.account_tag_operating,False,Appointements
l10n_tn_6421,6421,Overtime,expense,account.account_tag_operating,False,Heures supplémentaires
l10n_tn_6422,6422,Bonuses,expense,account.account_tag_operating,False,Primes
l10n_tn_6423,6423,Gratuities,expense,account.account_tag_operating,False,Gratifications
l10n_tn_6424,6424,Benefits in kind,expense,account.account_tag_operating,False,Avantages en nature
l10n_tn_6429,6429,Other supplements to wages.,expense,account.account_tag_operating,False,Autres compléments d'appointements.
l10n_tn_643,643,Expense allowances,expense,account.account_tag_operating,False,Indemnités représentatives de frais
l10n_tn_6440,6440,Commissions on purchases,expense,account.account_tag_operating,False,Commissions sur achats
l10n_tn_6441,6441,Commissions on sales,expense,account.account_tag_operating,False,Commissions sur ventes
l10n_tn_645,645,"Remuneration of directors, managers and partners",expense,account.account_tag_operating,False,"Rémunérations des administrateurs, gérants et associes"
l10n_tn_64600,64600,Salary related expenses - Paid holidays,expense,account.account_tag_operating,False,Charges connexes aux salaires - Congés payés
l10n_tn_64602,64602,Salary-related expenses - Payments in lieu of notice and termination payments (end-of-service bonuses),expense,account.account_tag_operating,False,Charges connexes aux salaires - Indemnités de préavis et de licenciements (gratification de fin de service)
l10n_tn_64604,64604,Salary related expenses - Family supplements,expense,account.account_tag_operating,False,Charges connexes aux salaires - Supplément familial
l10n_tn_64620,64620,Expenses related to salaries - Paid leave,expense,account.account_tag_operating,False,Charges connexes aux appointements - Congés payés
l10n_tn_64622,64622,Expenses related to wages - Pay in lieu of notice and termination of employment (end of service bonus),expense,account.account_tag_operating,False,Charges connexes aux appointements - Indemnités de préavis et de licenciement (gratification de fin de service)
l10n_tn_64624,64624,Expenses related to salaries - Family supplement,expense,account.account_tag_operating,False,Charges connexes aux appointements - Supplément familial
l10n_tn_64640,64640,Commission related expenses - Holiday pay,expense,account.account_tag_operating,False,Charges connexes aux commissions - Congés payés
l10n_tn_64642,64642,Commission related expenses - Pay in lieu of notice and termination (end of service bonus),expense,account.account_tag_operating,False,Charges connexes aux commissions - Indemnités de préavis et de licenciement (gratification de fin de service)
l10n_tn_64644,64644,Commission related expenses - Family supplement,expense,account.account_tag_operating,False,Charges connexes aux commissions - Supplément familial
l10n_tn_64650,64650,Expenses related to directors' and managers' remuneration - Paid leave,expense,account.account_tag_operating,False,Charges connexes aux rémunérations des administrateurs et gérants - Congés payés
l10n_tn_64652,64652,Expenses related to directors' and officers' remuneration - Payments in lieu of notice and termination of employment,expense,account.account_tag_operating,False,Charges connexes aux rémunérations des administrateurs et gérants - Indemnités de préavis et de licenciement
l10n_tn_64654,64654,Expenses related to directors' and officers' remuneration - Family supplements,expense,account.account_tag_operating,False,Charges connexes aux rémunérations des administrateurs et gérants - Supplément familial
l10n_tn_6470,6470,Social security contributions on salaries,expense,account.account_tag_operating,False,Cotisations de sécurité sociale sur salaires
l10n_tn_6472,6472,Social security contributions on salaries,expense,account.account_tag_operating,False,Cotisations de sécurité sociale sur appointements
l10n_tn_6474,6474,Social security contributions on commissions,expense,account.account_tag_operating,False,Cotisations de sécurité sociale sur commissions
l10n_tn_6475,6475,Social security contributions on directors' and managers' remuneration,expense,account.account_tag_operating,False,Cotisations de sécurité sociale sur rémunérations des administrateurs et gérants
l10n_tn_6476,6476,Direct benefits,expense,account.account_tag_operating,False,Prestations directes
l10n_tn_648,648,Personnel expenses related to an accounting change to be charged to the result of the year or to a discontinued activity,expense,account.account_tag_operating,False,Charges de personnel liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_6490,6490,Other personnel expenses,expense,account.account_tag_operating,False,Autres charges de personnel
l10n_tn_6495,6495,Other social charges,expense,account.account_tag_operating,False,Autres charges sociales
l10n_tn_65116,65116,Interest on loans and similar debts,expense,account.account_tag_financing,False,Intérêts des emprunts et dettes assimilées
l10n_tn_65117,65117,Interest on debt related to participating interests,expense,account.account_tag_financing,False,Intérêts des dettes rattachées à des participations
l10n_tn_6515,6515,Interest on current accounts and deposits,expense,account.account_tag_financing,False,Intérêts des comptes courants et des dépôts créditeurs
l10n_tn_6516,6516,Interest on bank and financing operations,expense,account.account_tag_financing,False,Intérêts bancaires et sur opérations de financement
l10n_tn_6517,6517,Interest on guaranteed bonds,expense,account.account_tag_financing,False,Intérêts des obligations cautionnées
l10n_tn_6518,6518,Interest on other liabilities (including penalties and interest on arrears),expense,account.account_tag_financing,False,Intérêts des autres dettes (y compris les pénalités et intérêts de retard sur emprunts)
l10n_tn_653,653,Losses on receivables from equity investments,expense,account.account_tag_financing,False,Pertes sur créances liées à des participations
l10n_tn_654,654,Discounts granted,expense,account.account_tag_financing,False,Escomptes accordes
l10n_tn_655,655,Cash Difference Loss,expense,account.account_tag_financing,False,Pertes de change
l10n_tn_656,656,Net expenses on disposal of securities,expense,account.account_tag_financing,False,Charges nettes sur cessions de valeurs mobilières
l10n_tn_657,657,Other financial expenses,expense,account.account_tag_financing,False,Autres charges financières
l10n_tn_658,658,Financial expenses related to an accounting change to be charged to the result of the period or to a discontinued operation,expense,account.account_tag_financing,False,Charges financières liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_6611,6611,Taxes and similar payments on remuneration - TFP,expense,account.account_tag_operating,False,"Impôts, taxes et versements assimilés sur rémunérations - TFP"
l10n_tn_6612,6612,Taxes and similar payments on salaries - FOPROLOS,expense,account.account_tag_operating,False,"Impôts, taxes et versements assimilés sur rémunérations - FOPROLOS"
l10n_tn_6618,6618,Taxes and similar payments on salaries - Other,expense,account.account_tag_operating,False,"Impôts, taxes et versements assimilés sur rémunérations - Autres"
l10n_tn_6651,6651,Miscellaneous taxes (except income tax),expense,account.account_tag_operating,False,Impôts et taxes divers (sauf impôts sur les bénéfices)
l10n_tn_6652,6652,Non-recoverable turnover taxes,expense,account.account_tag_operating,False,Taxes sur le chiffre d'affaires non récupérables
l10n_tn_6654,6654,Registration and stamp duties,expense,account.account_tag_operating,False,Droits d'enregistrement et de timbre
l10n_tn_6655,6655,Vehicle taxes,expense,account.account_tag_operating,False,Taxes sur les véhicules
l10n_tn_6658,6658,Other duties,expense,account.account_tag_operating,False,Autres droits
l10n_tn_668,668,Taxes related to an accounting change to be charged to the result of the period or to a discontinued operation,expense,account.account_tag_operating,False,Impôts et taxes lies à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_67,67,Extraordinary losses,expense,account.account_tag_investing,False,Pertes extraordinaires
l10n_tn_68111,68111,Amortisation of intangible assets,expense,account.account_tag_operating,False,Dotations aux amortissements des mmobilisations incorporelles
l10n_tn_68112,68112,"Depreciation of property, plant and equipment",expense,account.account_tag_operating,False,Dotations aux amortissements des mmobilisations corporelles
l10n_tn_6812,6812,Allocation to write-offs of deferred charges,expense,account.account_tag_operating,False,Dotations aux résorptions des charges reportées
l10n_tn_6815,6815,Provisions for operating risks and expenses,expense,account.account_tag_operating,False,Dotations aux provisions pour risques et charges d'exploitation
l10n_tn_68161,68161,Provisions for impairment of intangible assets,expense,account.account_tag_operating,False,Dotations aux provisions pour dépréciation des immobilisations incorporelles
l10n_tn_68162,68162,Provisions for depreciation of tangible assets,expense,account.account_tag_operating,False,Dotations aux provisions pour dépréciation des immobilisations corporelles
l10n_tn_68173,68173,Provisions for impairment of current assets - Inventories and work in progress,expense,account.account_tag_operating,False,Dotations aux provisions pour dépréciation des actifs courants - Stocks et en-cours
l10n_tn_68174,68174,Provisions for impairment of current assets - Receivables,expense,account.account_tag_operating,False,Dotations aux provisions pour dépréciation des actifs courants - Créances
l10n_tn_6818,6818,Depreciation and provisions related to an accounting change to be charged to the result of the period or to a discontinued operation,expense,account.account_tag_operating,False,Dotations aux amortissements et aux provisions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_6861,6861,Amortisation of bond redemption premiums,expense,account.account_tag_financing,False,Dotations aux amortissements des primes de remboursement des obligations
l10n_tn_6865,6865,Allocation to provisions for financial risks and charges,expense,account.account_tag_financing,False,Dotations aux provisions pour risques et charges financières
l10n_tn_68662,68662,Provisions for impairment of financial assets,expense,account.account_tag_financing,False,Dotations aux provisions pour dépréciation des immobilisations financières
l10n_tn_68665,68665,Provisions for impairment of current investments and loans,expense,account.account_tag_financing,False,Dotations aux provisions pour dépréciation des placements et prêts courants
l10n_tn_6868,6868,Depreciation and provisions related to an accounting change recorded in the result of the year or to a discontinued activity (financial charges),expense,account.account_tag_financing,False,Dotations aux amortissements et aux provisions liées à une modification comptable inscrite dans le résultat de l'exercice ou à une activité abandonnée (charges financières)
l10n_tn_691,691,Income taxes on profit or loss from ordinary activities,expense,,False,Impôts sur les bénéfices calculés sur le résultat des activités ordinaires
l10n_tn_695,695,Other income taxes (special schemes),expense,,False,Autres impôts sur les bénéfices (régimes particuliers)
l10n_tn_697,697,Income taxes on extraordinary items,expense,,False,Impôts sur les bénéfices calculés sur les éléments extraordinaires
l10n_tn_7011,7011,Sale of finished goods,income,account.account_tag_operating,False,Vente de produits finis achevés
l10n_tn_7012,7012,Sales of finished goods not completed (long-term contracts),income,account.account_tag_operating,False,Vente de produits finis non achevés (contrat de longue durée)
l10n_tn_702,702,Sales of intermediate products,income,account.account_tag_operating,False,Ventes de produits intermédiaires
l10n_tn_703,703,Sales of residual products,income,account.account_tag_operating,False,Ventes de produits résiduels
l10n_tn_704,704,Work,income,account.account_tag_operating,False,Travaux
l10n_tn_705,705,Studies and services,income,account.account_tag_operating,False,Études et prestations de services
l10n_tn_706,706,Income from related activities,income,account.account_tag_operating,False,Produits des activités annexes
l10n_tn_707,707,Sales of goods,income,account.account_tag_operating,False,Ventes de marchandises
l10n_tn_708,708,Sales related to an accounting change to be charged to the result of the period or to a discontinued activity,income,account.account_tag_operating,False,Ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_709,709,"Discounts, rebates and refunds granted by the company",income,account.account_tag_operating,False,"Rabais, remises et ristournes accordés par l'entreprise"
l10n_tn_7133,7133,Changes in work in progress of goods,income,account.account_tag_operating,False,Variations des en-cours de production de biens
l10n_tn_7134,7134,Changes in work in progress of services,income,account.account_tag_operating,False,Variation des en-cours de production de services
l10n_tn_7135,7135,Changes in inventories of products,income,account.account_tag_operating,False,Variation des stocks de produits
l10n_tn_721,721,Intangible assets,income,account.account_tag_operating,False,Immobilisations incorporelles
l10n_tn_722,722,"Property, plant and equipment",income,account.account_tag_operating,False,Immobilisations corporelles
l10n_tn_728,728,Capitalised production related to an accounting change to be charged to profit or loss for the year or to a discontinued operation,income,account.account_tag_operating,False,Production immobilisée liée à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_731,731,"Royalties from concessions, patents, licences, trademarks, processes, rights and similar assets",income,account.account_tag_operating,False,"Redevances pour concessions, brevets, licences, marques, procédés, droits et valeurs similaires"
l10n_tn_732,732,Income from real estate not used for professional activities,income,account.account_tag_operating,False,Revenus des immeubles non affectes aux activités professionnelles
l10n_tn_733,733,Directors' fees and remuneration of directors and managers,income,account.account_tag_operating,False,"Jetons de présence et rémunérations d'administrateurs, gérants"
l10n_tn_734,734,Rebates received from cooperatives (from surpluses),income,account.account_tag_operating,False,Ristournes perçues des coopératives (provenant des excédents)
l10n_tn_735,735,Share of profits from joint operations,income,,False,Quotes-parts de résultat sur opérations faites en commun
l10n_tn_736,736,Net income on disposal of fixed assets and other gains on non-recurring or exceptional items,income,account.account_tag_operating,False,Produits nets sur cessions d'immobilisations et autres gains sur éléments non récurrents ou exceptionnels
l10n_tn_738,738,Miscellaneous ordinary income related to an accounting change to be charged to the result of the year or to a discontinued activity,income,account.account_tag_operating,False,Produits divers ordinaires lies à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_739,739,Share of investment grants recognised in profit or loss for the year,income,account.account_tag_operating,False,Quotes-parts des subventions d'investissement inscrites au résultat de l'exercice
l10n_tn_741,741,Operating grants,income,account.account_tag_operating,False,Subventions d'exploitation
l10n_tn_745,745,Balancing subsidies,income,account.account_tag_operating,False,Subventions d'équilibre
l10n_tn_748,748,Grants related to an accounting change to be charged to the result of the year or to a discontinued operation,income,account.account_tag_operating,False,Subventions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_751,751,Income from participating interests,income,account.account_tag_investing,False,Produits des participations
l10n_tn_752,752,Income from other financial assets,income,account.account_tag_investing,False,Produits des autres immobilisations financières
l10n_tn_753,753,Income from other receivables,income,account.account_tag_investing,False,Revenus des autres créances
l10n_tn_754,754,Income from marketable securities,income,account.account_tag_investing,False,Revenus des valeurs mobilières de placement
l10n_tn_755,755,Discounts received,income,account.account_tag_investing,False,Escomptes obtenus
l10n_tn_756,756,Cash Difference gain,income,account.account_tag_investing,False,Gains de change
l10n_tn_757,757,Net income from the sale of securities,income,account.account_tag_investing,False,Produits nets sur cessions de valeurs mobilières
l10n_tn_758,758,Financial income related to a change in accounting policy to be charged to profit or loss for the year or to a discontinued operation,income,account.account_tag_investing,False,Produits financiers lies à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée
l10n_tn_77,77,Extraordinary gains,income,account.account_tag_investing,False,Gains extraordinaires
l10n_tn_78111,78111,Reversal of depreciation of intangible assets,income,account.account_tag_investing,False,Reprises sur amortissements des immobilisations incorporelles
l10n_tn_78112,78112,Reversal of depreciation of tangible fixed assets,income,account.account_tag_investing,False,Reprises sur amortissements des immobilisations corporelles
l10n_tn_7815,7815,Reversals of provisions for operating risks and expenses,income,account.account_tag_investing,False,Reprises sur provisions pour risques et charges d'exploitation
l10n_tn_78161,78161,Reversals of provisions for impairment of intangible assets,income,account.account_tag_investing,False,Reprises sur provisions pour dépréciation des immobilisations incorporelles
l10n_tn_78162,78162,"Reversals of provisions for impairment of property, plant and equipment",income,account.account_tag_investing,False,Reprises sur provisions pour dépréciation des immobilisations corporelles
l10n_tn_78173,78173,Reversals of provisions for impairment of current assets - Inventories and work in progress,income,account.account_tag_investing,False,Reprises sur provisions pour dépréciation des actifs courants - Stocks et en-cours
l10n_tn_78174,78174,Reversals of provisions for impairment of current assets - Receivables,income,account.account_tag_investing,False,Reprises sur provisions pour dépréciation des actifs courants - Créances
l10n_tn_7818,7818,Reversals of provisions related to an accounting change recorded in the income statement or to a discontinued operation,income,account.account_tag_investing,False,Reprises sur provisions liées à une modification comptable inscrite aux résultats ou à une activité abandonnée
l10n_tn_7865,7865,Reversals of provisions for financial risks and charges,income,account.account_tag_investing,False,Reprises sur provisions pour risque et charges financières
l10n_tn_7866,7866,Reversals of provisions for impairment of financial items,income,account.account_tag_investing,False,Reprises sur provisions pour dépréciation des éléments financiers
l10n_tn_7868,7868,Reversals of provisions (to be entered under financial income) linked to an accounting change recorded in the results of or to a discontinued activity,income,account.account_tag_investing,False,Reprises sur provisions (a inscrire dans les produits financiers) liées à une modification comptable inscrite aux résultats de ou à une activité abandonnée
l10n_tn_79,79,Transfers of expenses (To be broken down according to the accounts to which the expenses to be transferred have been allocated),income,account.account_tag_investing,False,Transferts de charges (A ventiler en fonction des comptes ou ont été imputées les charges à transférer)
