"id","code","name","account_type","reconcile"
"mt_6607","6607","Research and development","expense","False"
"mt_6608","6608","General and administrative expenses","expense","False"
"mt_6609","6609","Transport Expenses","expense","False"
"mt_6610","6610","Formation Expenses written-off","expense","False"
"mt_6611","6611","Motor Vehicles Running Costs","expense","False"
"mt_6612","6612","Grants","expense","False"
"mt_6613","6613","Subsidies","expense","False"
"mt_7060","7060","Current tax provision","expense","False"
"mt_7080","7080","Deferred tax provision","expense","False"
"mt_7200","7200","Extraordinary, Exceptional and Unusual items","expense","False"
"mt_7201","7201","Extraordinary income","expense","False"
"mt_7202","7202","Extraordinary charges","expense","False"
"mt_7203","7203","Exceptional and Unusual items","expense","False"
"mt_7204","7204","Prior Period Adjustments","expense","False"
"mt_7205","7205","Unrealised gain or loss on revaluation of assets","expense","False"
"mt_7206","7206","Extraordinary profit or loss","expense","False"
"mt_7207","7207","Tax on extraordinary profit or loss","expense","False"
"mt_7600","7600","Retained earnings","expense","False"
