"id","parent_id","active","code","name","description","reconcile","account_type","tax_ids","depreciation_model_id","name@es","description@es"
"l10n_co_group_3610","l10n_co_group_36","False","3610","Loss for the Period","","","equity","","","Pérdida del ejercicio",""
"l10n_co_group_37","l10n_co_group_3","False","37","Results of Prior Periods","","","equity","","","Resultados de ejercicios anteriores",""
"l10n_co_group_3705","l10n_co_group_37","False","3705","Retained Earnings","","","equity","","","Utilidades acumuladas",""
"l10n_co_group_3710","l10n_co_group_37","False","3710","Accumulated Losses","","","equity","","","Pérdidas acumuladas",""
"l10n_co_group_38","l10n_co_group_3","False","38","Surplus from Appraisals","","","equity","","","Superávit por valorizaciones",""
"l10n_co_group_3805","l10n_co_group_38","False","3805","Of Investments","","","equity","","","De inversiones",""
"l10n_co_group_3810","l10n_co_group_38","False","3810","Of Property, Plant, and Equipment","","","equity","","","De propiedades, planta y equipo",""
"l10n_co_group_3895","l10n_co_group_38","False","3895","Of Other Assets","","","equity","","","De otros activos",""
"l10n_co_group_4","","False","4","Revenue","","","income","","","Ingresos",""
"l10n_co_group_41","l10n_co_group_4","False","41","Operating","","","income","","","Operacionales",""
"l10n_co_group_4105","l10n_co_group_41","False","4105","Agriculture, Livestock, Hunting, and Forestry","","","income","","","Agricultura, ganadería, caza y silvicultura",""
"l10n_co_group_4110","l10n_co_group_41","False","4110","Fishing","","","income","","","Pesca",""
"l10n_co_group_4115","l10n_co_group_41","False","4115","Mining and Quarrying","","","income","","","Explotación de minas y canteras",""
"l10n_co_group_4120","l10n_co_group_41","False","4120","Manufacturing Industries","","","income","","","Industrias manufactureras",""
"l10n_co_group_4125","l10n_co_group_41","False","4125","Electricity, Gas, and Water Supply","","","income","","","Suministro de electricidad, gas y agua",""
"l10n_co_group_4130","l10n_co_group_41","False","4130","Construction","","","income","","","Construcción",""
"l10n_co_group_4135","l10n_co_group_41","False","4135","Wholesale and Retail Trade","","","income","","","Comercio al por mayor y al por menor",""
"l10n_co_group_4140","l10n_co_group_41","False","4140","Hotels and Restaurants","","","income","","","Hoteles y restaurantes",""
"l10n_co_group_4145","l10n_co_group_41","False","4145","Transportation, Storage, and Communications","","","income","","","Transporte, almacenamiento y comunicaciones",""
"l10n_co_group_4150","l10n_co_group_41","False","4150","Financial Activity","","","income","","","Actividad financiera",""
"l10n_co_group_4155","l10n_co_group_41","False","4155","Real Estate, Business, and Rental Activities","","","income","","","Actividades inmobiliarias, empresariales y de alquiler",""
"l10n_co_group_4160","l10n_co_group_41","False","4160","Education","","","income","","","Enseñanza",""
"l10n_co_group_4165","l10n_co_group_41","False","4165","Social and Health Services","","","income","","","Servicios sociales y de salud",""
"l10n_co_group_4170","l10n_co_group_41","False","4170","Other Community, Social, and Personal Service Activities","","","income","","","Otras actividades de servicios comunitarios, sociales y personales",""
"l10n_co_group_4175","l10n_co_group_41","False","4175","Sales Returns (DR)","","","income","","","Devoluciones en ventas (DB)",""
"l10n_co_group_42","l10n_co_group_4","False","42","Non-Operating","","","income","","","No operacionales",""
"l10n_co_group_4205","l10n_co_group_42","False","4205","Other Sales","","","income","","","Otras ventas",""
"l10n_co_group_4210","l10n_co_group_42","False","4210","Financial","","","income","","","Financieros",""
"l10n_co_group_4215","l10n_co_group_42","False","4215","Dividends and Participations","","","income","","","Dividendos y participaciones",""
"l10n_co_group_4218","l10n_co_group_42","False","4218","Equity Method Income","","","income","","","Ingresos método de participación",""
"l10n_co_group_4220","l10n_co_group_42","False","4220","Leases","","","income","","","Arrendamientos",""
"l10n_co_group_4225","l10n_co_group_42","False","4225","Commissions","","","income","","","Comisiones",""
"l10n_co_group_4230","l10n_co_group_42","False","4230","Fees","","","income","","","Honorarios",""
"l10n_co_group_4235","l10n_co_group_42","False","4235","Services","","","income","","","Servicios",""
"l10n_co_group_4240","l10n_co_group_42","False","4240","Gain on Sale of Investments","","","income","","","Utilidad en venta de inversiones",""
"l10n_co_group_4245","l10n_co_group_42","False","4245","Gain on Sale of Property, Plant, and Equipment","","","income","","","Utilidad en venta de propiedades, planta y equipo",""
"l10n_co_group_4248","l10n_co_group_42","False","4248","Gain on Sale of Other Assets","","","income","","","Utilidad en venta de otros bienes",""
"l10n_co_group_4250","l10n_co_group_42","False","4250","Recoveries","","","income","","","Recuperaciones",""
"l10n_co_group_4255","l10n_co_group_42","False","4255","Indemnities","","","income","","","Indemnizaciones",""
"l10n_co_group_4260","l10n_co_group_42","False","4260","Participations in Concessions","","","income","","","Participaciones en concesiones",""
"l10n_co_group_4265","l10n_co_group_42","False","4265","Income from Prior Periods","","","income","","","Ingresos de ejercicios anteriores",""
"l10n_co_group_4275","l10n_co_group_42","False","4275","Returns on Other Sales (DR)","","","income","","","Devoluciones en otras ventas (DB)",""
"l10n_co_group_4295","l10n_co_group_42","False","4295","Miscellaneous","","","income","","","Diversos",""
"l10n_co_group_5","","False","5","Expenses","","","expense","","","Gastos",""
"l10n_co_group_51","l10n_co_group_5","False","51","Operating and Administrative","","","expense","","","Operacionales de administración",""
"l10n_co_group_5105","l10n_co_group_51","False","5105","Personnel Expenses","","","expense","","","Gastos de personal",""
"l10n_co_group_5110","l10n_co_group_51","False","5110","Fees","","","expense","","","Honorarios",""
"l10n_co_group_5115","l10n_co_group_51","False","5115","Taxes","","","expense","","","Impuestos",""
"l10n_co_group_5120","l10n_co_group_51","False","5120","Leases","","","expense","","","Arrendamientos",""
"l10n_co_group_5125","l10n_co_group_51","False","5125","Contributions and Affiliations","","","expense","","","Contribuciones y afiliaciones",""
"l10n_co_group_5130","l10n_co_group_51","False","5130","Insurance","","","expense","","","Seguros",""
"l10n_co_group_5135","l10n_co_group_51","False","5135","Services","","","expense","","","Servicios",""
"l10n_co_group_5140","l10n_co_group_51","False","5140","Legal Expenses","","","expense","","","Gastos legales",""
"l10n_co_group_5145","l10n_co_group_51","False","5145","Maintenance and Repairs","","","expense","","","Mantenimiento y reparaciones",""
"l10n_co_group_5150","l10n_co_group_51","False","5150","Adaptation and Installation","","","expense","","","Adecuación e instalación",""
"l10n_co_group_5155","l10n_co_group_51","False","5155","Travel Expenses","","","expense","","","Gastos de viaje",""
"l10n_co_group_5160","l10n_co_group_51","False","5160","Depreciation","","","expense","","","Depreciaciones",""
"l10n_co_group_5165","l10n_co_group_51","False","5165","Amortization","","","expense","","","Amortizaciones",""
"l10n_co_group_5195","l10n_co_group_51","False","5195","Miscellaneous","","","expense","","","Diversos",""
"l10n_co_group_5199","l10n_co_group_51","False","5199","Provisions","","","expense","","","Provisiones",""
"l10n_co_group_52","l10n_co_group_5","False","52","Operating Sales Expenses","","","expense","","","Operacionales de ventas",""
"l10n_co_group_5205","l10n_co_group_52","False","5205","Personnel Expenses","","","expense","","","Gastos de personal",""
"l10n_co_group_5210","l10n_co_group_52","False","5210","Fees","","","expense","","","Honorarios",""
"l10n_co_group_5215","l10n_co_group_52","False","5215","Taxes","","","expense","","","Impuestos",""
"l10n_co_group_5220","l10n_co_group_52","False","5220","Leases","","","expense","","","Arrendamientos",""
"l10n_co_group_5225","l10n_co_group_52","False","5225","Contributions and Affiliations","","","expense","","","Contribuciones y afiliaciones",""
"l10n_co_group_5230","l10n_co_group_52","False","5230","Insurance","","","expense","","","Seguros",""
"l10n_co_group_5235","l10n_co_group_52","False","5235","Services","","","expense","","","Servicios",""
"l10n_co_group_5240","l10n_co_group_52","False","5240","Legal Expenses","","","expense","","","Gastos legales",""
"l10n_co_group_5245","l10n_co_group_52","False","5245","Maintenance and Repairs","","","expense","","","Mantenimiento y reparaciones",""
"l10n_co_group_5250","l10n_co_group_52","False","5250","Adaptation and Installation","","","expense","","","Adecuación e instalación",""
"l10n_co_group_5255","l10n_co_group_52","False","5255","Travel Expenses","","","expense","","","Gastos de viaje",""
"l10n_co_group_5260","l10n_co_group_52","False","5260","Depreciation","","","expense","","","Depreciaciones",""
"l10n_co_group_5265","l10n_co_group_52","False","5265","Amortization","","","expense","","","Amortizaciones",""
"l10n_co_group_5270","l10n_co_group_52","False","5270","Financial - System Readjustment","","","expense","","","Financieros-reajuste del sistema",""
"l10n_co_group_5275","l10n_co_group_52","False","5275","Equity Method Losses","","","expense","","","Pérdidas método de participación",""
"l10n_co_group_5295","l10n_co_group_52","False","5295","Miscellaneous","","","expense","","","Diversos",""
"l10n_co_group_5299","l10n_co_group_52","False","5299","Provisions","","","expense","","","Provisiones",""
"l10n_co_group_53","l10n_co_group_5","False","53","Non-Operating","","","expense","","","No operacionales",""
"l10n_co_group_5305","l10n_co_group_53","False","5305","Financial","","","expense","","","Financieros",""
"l10n_co_group_5310","l10n_co_group_53","False","5310","Loss on Sale and Retirement of Assets","","","expense","","","Pérdida en venta y retiro de bienes",""
"l10n_co_group_5313","l10n_co_group_53","False","5313","Equity Method Losses","","","expense","","","Pérdidas método de participación",""
"l10n_co_group_5315","l10n_co_group_53","False","5315","Extraordinary Expenses","","","expense","","","Gastos extraordinarios",""
"l10n_co_group_5395","l10n_co_group_53","False","5395","Miscellaneous Expenses","","","expense","","","Gastos diversos",""
"l10n_co_group_54","l10n_co_group_5","False","54","Income and Complementary Tax","","","expense","","","Impuesto de renta y complementarios",""
"l10n_co_group_5405","l10n_co_group_54","False","5405","Income and Complementary Tax","","","expense","","","Impuesto de renta y complementarios",""
"l10n_co_group_59","l10n_co_group_5","False","59","Gains and Losses","","","expense","","","Ganancias y pérdidas",""
"l10n_co_group_5905","l10n_co_group_59","False","5905","Gains and Losses","","","expense","","","Ganancias y pérdidas",""
"l10n_co_group_6","","False","6","Cost of Sales","","","expense_direct_cost","","","Costos de ventas",""
"l10n_co_group_61","l10n_co_group_6","False","61","Cost of Sales and Services Rendered","","","expense_direct_cost","","","Costo de ventas y de prestación de servicios",""
"l10n_co_group_6105","l10n_co_group_61","False","6105","Agriculture, Livestock, Hunting, and Forestry","","","expense_direct_cost","","","Agricultura, ganadería, caza y silvicultura",""
"l10n_co_group_6110","l10n_co_group_61","False","6110","Fishing","","","expense_direct_cost","","","Pesca",""
"l10n_co_group_6115","l10n_co_group_61","False","6115","Mining and Quarrying","","","expense_direct_cost","","","Explotación de minas y canteras",""
"l10n_co_group_6120","l10n_co_group_61","False","6120","Manufacturing Industries","","","expense_direct_cost","","","Industrias manufactureras",""
"l10n_co_group_6125","l10n_co_group_61","False","6125","Electricity, Gas, and Water Supply","","","expense_direct_cost","","","Suministro de electricidad, gas y agua",""
"l10n_co_group_6130","l10n_co_group_61","False","6130","Construction","","","expense_direct_cost","","","Construcción",""
"l10n_co_group_6135","l10n_co_group_61","False","6135","Wholesale and Retail Trade","","","expense_direct_cost","","","Comercio al por mayor y al por menor",""
"l10n_co_group_6140","l10n_co_group_61","False","6140","Hotels and Restaurants","","","expense_direct_cost","","","Hoteles y restaurantes",""
"l10n_co_group_6145","l10n_co_group_61","False","6145","Transportation, Storage, and Communications","","","expense_direct_cost","","","Transporte, almacenamiento y comunicaciones",""
"l10n_co_group_6150","l10n_co_group_61","False","6150","Financial Activity","","","expense_direct_cost","","","Actividad financiera",""
"l10n_co_group_6155","l10n_co_group_61","False","6155","Real Estate, Business, and Rental Activities","","","expense_direct_cost","","","Actividades inmobiliarias, empresariales y de alquiler",""
"l10n_co_group_6160","l10n_co_group_61","False","6160","Education","","","expense_direct_cost","","","Enseñanza",""
"l10n_co_group_6165","l10n_co_group_61","False","6165","Social and Health Services","","","expense_direct_cost","","","Servicios sociales y de salud",""
"l10n_co_group_6170","l10n_co_group_61","False","6170","Other Community, Social, and Personal Service Activities","","","expense_direct_cost","","","Otras actividades de servicios comunitarios, sociales y personales",""
"l10n_co_group_62","l10n_co_group_6","False","62","Purchases","","","expense_direct_cost","","","Compras",""
"l10n_co_group_6205","l10n_co_group_62","False","6205","Of Merchandise","","","expense_direct_cost","","","De mercancías",""
"l10n_co_group_6210","l10n_co_group_62","False","6210","Of Raw Materials","","","expense_direct_cost","","","De materias primas",""
"l10n_co_group_6215","l10n_co_group_62","False","6215","Of Indirect Materials","","","expense_direct_cost","","","De materiales indirectos",""
"l10n_co_group_6220","l10n_co_group_62","False","6220","Purchase of Energy","","","expense_direct_cost","","","Compra de energía",""
"l10n_co_group_6225","l10n_co_group_62","False","6225","Purchase Returns (CR)","","","expense_direct_cost","","","Devoluciones en compras (CR)",""
"l10n_co_group_7","","False","7","Production or Operating Costs","","","expense_direct_cost","","","Costos de producción o de operación",""
"l10n_co_group_71","l10n_co_group_7","False","71","Raw Material","","","expense_direct_cost","","","Materia prima",""
"l10n_co_group_72","l10n_co_group_7","False","72","Direct Labor","","","expense_direct_cost","","","Mano de obra directa",""
"l10n_co_group_73","l10n_co_group_7","False","73","Indirect Costs","","","expense_direct_cost","","","Costos indirectos",""
"l10n_co_group_74","l10n_co_group_7","False","74","Service Contracts","","","expense_direct_cost","","","Contratos de servicios",""
"l10n_co_group_8","","False","8","Memorandum Accounts (Debit)","","","off_balance","","","Cuentas de orden deudoras",""
"l10n_co_group_81","l10n_co_group_8","False","81","Contingent Rights","","","off_balance","","","Derechos contingentes",""
"l10n_co_group_8105","l10n_co_group_81","False","8105","Goods and Securities Held in Custody","","","off_balance","","","Bienes y valores entregados en custodia",""
"l10n_co_group_8110","l10n_co_group_81","False","8110","Goods and Securities Pledged as Collateral","","","off_balance","","","Bienes y valores entregados en garantía",""
"l10n_co_group_8115","l10n_co_group_81","False","8115","Goods and Securities Held by Third Parties","","","off_balance","","","Bienes y valores en poder de terceros",""
"l10n_co_group_8120","l10n_co_group_81","False","8120","Litigation and/or Lawsuits","","","off_balance","","","Litigios y/o demandas",""
"l10n_co_group_8125","l10n_co_group_81","False","8125","Purchase and Sale Agreements","","","off_balance","","","Promesas de compraventa",""
"l10n_co_group_8195","l10n_co_group_81","False","8195","Miscellaneous","","","off_balance","","","Diversas",""
"l10n_co_group_82","l10n_co_group_8","False","82","Fiscal Debits","","","off_balance","","","Deudoras fiscales",""
"l10n_co_group_83","l10n_co_group_8","False","83","Control Debits","","","off_balance","","","Deudoras de control",""
"l10n_co_group_8305","l10n_co_group_83","False","8305","Assets Received under Financial Lease","","","off_balance","","","Bienes recibidos en arrendamiento financiero",""
"l10n_co_group_8310","l10n_co_group_83","False","8310","Unplaced Investment Securities","","","off_balance","","","Títulos de inversión no colocados",""
"l10n_co_group_8315","l10n_co_group_83","False","8315","Fully Depreciated, Depleted, and/or Amortized Property, Plant, and Equipment","","","off_balance","","","Propiedades, planta y equipo totalmente depreciados, agotados y/o amortizados",""
"l10n_co_group_8320","l10n_co_group_83","False","8320","Unused Lines of Credit","","","off_balance","","","Créditos a favor no utilizados",""
"l10n_co_group_8325","l10n_co_group_83","False","8325","Written-off Assets","","","off_balance","","","Activos castigados",""
"l10n_co_group_8330","l10n_co_group_83","False","8330","Amortized Investment Securities","","","off_balance","","","Títulos de inversión amortizados",""
"l10n_co_group_8335","l10n_co_group_83","False","8335","Capitalization from Equity Revaluation","","","off_balance","","","Capitalización por revalorización de patrimonio",""
"l10n_co_group_8395","l10n_co_group_83","False","8395","Other Control Debit Accounts","","","off_balance","","","Otras cuentas deudoras de control",""
"l10n_co_group_84","l10n_co_group_8","False","84","Contra Contingent Rights (CR)","","","off_balance","","","Derechos contingentes por contra (CR)",""
"l10n_co_group_85","l10n_co_group_8","False","85","Contra Fiscal Debits (CR)","","","off_balance","","","Deudoras fiscales por contra (CR)",""
"l10n_co_group_86","l10n_co_group_8","False","86","Contra Control Debits (CR)","","","off_balance","","","Deudoras de control por contra (CR)",""
"l10n_co_group_9","","False","9","Memorandum Accounts (Credit)","","","off_balance","","","Cuentas de orden acreedoras",""
"l10n_co_group_91","l10n_co_group_9","False","91","Contingent Liabilities","","","off_balance","","","Responsabilidades contingentes",""
"l10n_co_group_9105","l10n_co_group_91","False","9105","Goods and Securities Received in Custody","","","off_balance","","","Bienes y valores recibidos en custodia",""
"l10n_co_group_9110","l10n_co_group_91","False","9110","Goods and Securities Received as Collateral","","","off_balance","","","Bienes y valores recibidos en garantía",""
"l10n_co_group_9115","l10n_co_group_91","False","9115","Goods and Securities Received from Third Parties","","","off_balance","","","Bienes y valores recibidos de terceros",""
"l10n_co_group_9120","l10n_co_group_91","False","9120","Litigation and/or Lawsuits","","","off_balance","","","Litigios y/o demandas",""
"l10n_co_group_9125","l10n_co_group_91","False","9125","Purchase and Sale Agreements","","","off_balance","","","Promesas de compraventa",""
"l10n_co_group_9130","l10n_co_group_91","False","9130","Delegated Administration Contracts","","","off_balance","","","Contratos de administración delegada",""
"l10n_co_group_9135","l10n_co_group_91","False","9135","Joint Venture Accounts","","","off_balance","","","Cuentas en participación",""
"l10n_co_group_9195","l10n_co_group_91","False","9195","Other Contingent Liabilities","","","off_balance","","","Otras responsabilidades contingentes",""
"l10n_co_group_92","l10n_co_group_9","False","92","Fiscal Credits","","","off_balance","","","Acreedoras fiscales",""
"l10n_co_group_93","l10n_co_group_9","False","93","Control Credits","","","off_balance","","","Acreedoras de control",""
"l10n_co_group_9305","l10n_co_group_93","False","9305","Financial Lease Contracts","","","off_balance","","","Contratos de arrendamiento financiero",""
"l10n_co_group_9395","l10n_co_group_93","False","9395","Other Control Credit Memorandum Accounts","","","off_balance","","","Otras cuentas de orden acreedoras de control",""
"l10n_co_group_94","l10n_co_group_9","False","94","Contra Contingent Liabilities (DR)","","","off_balance","","","Responsabilidades contingentes por contra (DB)",""
"l10n_co_group_95","l10n_co_group_9","False","95","Contra Fiscal Credits (DR)","","","off_balance","","","Acreedoras fiscales por contra (DB)",""
"l10n_co_group_96","l10n_co_group_9","False","96","Contra Control Credits (DR)","","","off_balance","","","Acreedoras de control por contra (DB)",""
"co_puc_112000","l10n_co_group_1120","True","112000","Savings account","","False","asset_current","","","Cuentas De Ahorro",""
"co_puc_112500","l10n_co_group_1125","True","112500","Funds","","False","asset_current","","","Fondos",""
"co_puc_120500","l10n_co_group_1205","True","120500","Shares","","False","asset_current","","","Acciones",""
"co_puc_121000","l10n_co_group_1210","True","121000","Quotas or parts of social interest","","False","asset_current","","","Cuotas O Partes De Interes Social",""
"co_puc_121500","l10n_co_group_1215","True","121500","Bonds","","False","asset_current","","","Bonos",""
"co_puc_122000","l10n_co_group_1220","True","122000","Banknotes","","False","asset_current","","","Cedulas",""
"co_puc_122500","l10n_co_group_1225","True","122500","Certificates","","False","asset_current","","","Certificados",""
"co_puc_123000","l10n_co_group_1230","True","123000","Commercial papers","","False","asset_current","","","Papeles Comerciales",""
"co_puc_123500","l10n_co_group_1235","True","123500","Titles","","False","asset_current","","","Titulos",""
"co_puc_124000","l10n_co_group_1240","True","124000","Bank or financial acceptances","","False","asset_current","","","Aceptaciones Bancarias O Financieras",""
"co_puc_124500","l10n_co_group_1245","True","124500","Fiduciary rights","","False","asset_current","","","Derechos Fiduciarios",""
"co_puc_125000","l10n_co_group_1250","True","125000","Traded investment repurchase rights","","False","asset_current","","","Derechos De Recompra De Inversiones Negociadas Repos)",""
"co_puc_125500","l10n_co_group_1255","True","125500","Compulsory investments","","False","asset_current","","","Obligatorias",""
"co_puc_126000","l10n_co_group_1260","True","126000","Participating accounts","","False","asset_current","","","Cuentas En Participacion",""
"co_puc_129500","l10n_co_group_1295","True","129500","Others","","False","asset_current","","","Otras Inversiones",""
"co_puc_129900","l10n_co_group_1299","True","129900","Provisions","","False","asset_current","","","Provisiones",""
"co_puc_130500","l10n_co_group_1305","True","130500","Customers","","True","asset_receivable","","","Clientes",""
"co_puc_130507","l10n_co_group_1305","True","130507","POS Customers","","True","asset_receivable","","","Clientes POS",""
"co_puc_131000","l10n_co_group_1310","True","131000","Business checking accounts","","True","asset_receivable","","","Cuentas Corrientes Comerciales",""
"co_puc_131500","l10n_co_group_1315","True","131500","Accounts receivable from parent company","","True","asset_receivable","","","Cuentas Por Cobrar A Casa Matriz",""
"co_puc_132000","l10n_co_group_1320","True","132000","Accounts receivable from related parties","","True","asset_receivable","","","Cuentas Por Cobrar A Vinculados Economicos",""
"co_puc_132300","l10n_co_group_1323","True","132300","Accounts receivable from director","","True","asset_receivable","","","Cuentas por cobrar a directores",""
"co_puc_132500","l10n_co_group_1325","True","132500","Accounts receivable from partners and shareholders","","True","asset_receivable","","","Cuentas Por Cobrar A Socios Y Accionistas",""
"co_puc_132800","l10n_co_group_1328","True","132800","Contributions receivable","","True","asset_receivable","","","Aportes Por Cobrar",""
"co_puc_133000","l10n_co_group_1330","True","133000","Advances","","False","asset_current","","","Anticipos Y Avances",""
"co_puc_133200","l10n_co_group_1332","True","133200","Joint operating accounts","","False","asset_current","","","Cuentas De Operacion Conjunta",""
"co_puc_133500","l10n_co_group_1335","True","133500","Deposits","","False","asset_current","","","Depositos",""
"co_puc_134000","l10n_co_group_1340","True","134000","Purchase and sale promises","","False","asset_current","","","Promesas De Compra Venta",""
"co_puc_134500","l10n_co_group_1345","True","134500","Cash receipts","","False","asset_current","","","Ingresos Por Cobrar",""
"co_puc_135000","l10n_co_group_1350","True","135000","Withholding on contracts","","False","asset_current","","","Retencion Sobre Contratos",""
"co_puc_135500","l10n_co_group_1355","True","135500","Advance payment of taxes and contributions or balances in favor","","False","asset_current","","","Anticipo De Impuestos Y Contribuciones O Saldos A Favor",""
"co_puc_135505","l10n_co_group_1355","True","135505","VAT Receivable","","False","asset_current","","","Anticipo De Impuestos De Renta Y Complementarios",""
"co_puc_135515","l10n_co_group_1355","True","135515","Withheld at source","","False","asset_current","","","Retencion En La Fuente",""
"co_puc_135517","l10n_co_group_1355","True","135517","Sales Tax Withheld","","False","asset_current","","","Impuesto a las ventas retenido",""
"co_puc_135518","l10n_co_group_1355","True","135518","Industry and commerce tax withheld","","False","asset_current","","","Impuesto de industria y comercio retenido",""
"co_puc_136000","l10n_co_group_1360","True","136000","Claims","","False","asset_current","","","Reclamaciones",""
"co_puc_136500","l10n_co_group_1365","True","136500","Accounts receivable from employees","","False","asset_current","","","Cuentas Por Cobrar A Trabajadores",""
"co_puc_137000","l10n_co_group_1370","True","137000","Loans to individuals","","False","asset_current","","","Prestamos A Particulares",""
"co_puc_138000","l10n_co_group_1380","True","138000","Others","","False","asset_current","","","Otras Inversiones",""
"co_puc_138500","l10n_co_group_1385","True","138500","Traded portfolio repurchase rights","","False","asset_current","","","Derechos De Recompra De Cartera Negociada",""
"co_puc_139000","l10n_co_group_1390","True","139000","Difficult to collect debts","","False","asset_current","","","Deudas De Dificil Cobro",""
"co_puc_139900","l10n_co_group_1399","True","139900","Provisions","","False","asset_current","","","Provisiones",""
"co_puc_140500","l10n_co_group_1405","True","140500","Raw materials","","False","asset_current","","","Materias Primas",""
"co_puc_141000","l10n_co_group_1410","True","141000","Products in process","","False","asset_current","","","Productos En Proceso",""
"co_puc_141500","l10n_co_group_1415","True","141500","Construction works in progress","","False","asset_current","","","Obras De Construccion En Curso",""
"co_puc_141700","l10n_co_group_1417","True","141700","Urban planning works","","False","asset_current","","","Obras De Urbanismo",""
"co_puc_142000","l10n_co_group_1420","True","142000","Execution contracts","","False","asset_current","","","Contratos En Ejecucion",""
"co_puc_142500","l10n_co_group_1425","True","142500","Crops in development","","False","asset_current","","","Cultivos En Desarrollo",""
"co_puc_142800","l10n_co_group_1428","True","142800","Agricultural plantations","","False","asset_current","","","Plantaciones agrícolas",""
"co_puc_143000","l10n_co_group_1430","True","143000","Finished products","","False","asset_current","","","Productos Terminados",""
"co_puc_143500","l10n_co_group_1435","True","143500","Goods not manufactured by the company","","False","asset_current","","","Mercancias No Fabricadas Por La Empresa",""
"co_puc_144000","l10n_co_group_1440","True","144000","Real estate for sale","","False","asset_current","","","Bienes Raices Para La Venta",""
"co_puc_144500","l10n_co_group_1445","True","144500","Livestock","","False","asset_current","","","Semovientes",""
"co_puc_145000","l10n_co_group_1450","True","145000","Land","","False","asset_current","","","Terrenos",""
"co_puc_145500","l10n_co_group_1455","True","145500","Materials, spare parts and accessories","","False","asset_current","","","Materiales, Repuestos Y Accesorios",""
"co_puc_146000","l10n_co_group_1460","True","146000","Containers and packaging","","False","asset_current","","","Envases Y Empaques",""
"co_puc_146500","l10n_co_group_1465","True","146500","Inventories in transit","","False","asset_current","","","Inventarios En Transito",""
"co_puc_146501","l10n_co_group_1465","True","146501","Stock Variation","","False","expense","","","Variación de Existencias",""
"co_puc_149900","l10n_co_group_1499","True","149900","Provisions","","False","asset_current","","","Provisiones",""
"co_puc_150400","l10n_co_group_1504","True","150400","Land","","False","asset_non_current","","","Terrenos",""
"co_puc_150405","l10n_co_group_1504","True","150405","Urban Land","Purchases of lands with buildings or in the city","False","asset_non_current","l10n_co_tax_6,l10n_co_tax_23","asset_20_year_linear","Urbanos","Compra de terrenos con edificaciones o ubicados en la ciudad"
"co_puc_150410","l10n_co_group_1504","True","150410","Rural Land","Purchases of lands without buildings or in a rural set","False","asset_non_current","l10n_co_tax_6,l10n_co_tax_23","asset_1_year_linear","Rurales","Compra de terrenos sin edificaciones o en zonas rurales"
"co_puc_150600","l10n_co_group_1506","True","150600","Materials for oil projects","","False","asset_non_current","","","Materiales Proyectos Petroleros",""
"co_puc_150800","l10n_co_group_1508","True","150800","Constructions in progress","Property still in development","False","asset_non_current","","asset_1_year_linear","Construcciones En Curso","Propiedad aún en desarrollo"
"co_puc_151200","l10n_co_group_1512","True","151200","Machinery and equipment in assembly","Purchases of installations related to buildings, like solar panels or heater","False","asset_non_current","","asset_10_year_linear","Maquinaria Y Equipos En Montaje","Compra de instalaciones relacionadas con edificaciones, como paneles solares o calentadores"
"co_puc_151600","l10n_co_group_1516","True","151600","Constructions and buildings","","False","asset_non_current","","","Construcciones Y Edificaciones",""
"co_puc_152000","l10n_co_group_1520","True","152000","Machinery and equipment","Machinery and tools directly related to your business","False","asset_non_current","","asset_10_year_linear","Maquinaria Y Equipo","Maquinaria y herramientas directamente relacionadas con tu actividad"
"co_puc_152400","l10n_co_group_1524","True","152400","Office furnitures","Large expenses related to workplaces","False","asset_non_current","","asset_5_year_linear","Equipo De Oficina","Gastos grandes relacionados con los lugares de trabajo"
"co_puc_152800","l10n_co_group_1528","True","152800","Computer and communication equipment","Technological products or services bought for your business","False","asset_non_current","","asset_5_year_linear","Equipo De Computacion Y Comunicacion","Productos o servicios tecnológicos adquiridos para tu negocio"
"co_puc_153200","l10n_co_group_1532","True","153200","Medical and scientific equipment","","False","asset_non_current","","","Equipo Medico - Cientifico",""
"co_puc_153600","l10n_co_group_1536","True","153600","Hotel and restaurant equipment","","False","asset_non_current","","","Equipo De Hoteles Y Restaurantes",""
"co_puc_154000","l10n_co_group_1540","True","154000","Fleet and transport equipment","Purchase of a car, including second hand or after-lease contract","False","asset_non_current","","asset_5_year_linear","Flota Y Equipo De Transporte","Compra de un automóvil, incluidos los de segunda mano o provenientes de un contrato de leasing"
"co_puc_154400","l10n_co_group_1544","True","154400","River and/or maritime fleet and equipment","","False","asset_non_current","","","Flota Y Equipo Fluvial Y/O Maritimo",""
"co_puc_154800","l10n_co_group_1548","True","154800","Air fleet and equipment","","False","asset_non_current","","","Flota Y Equipo Aereo",""
"co_puc_155200","l10n_co_group_1552","True","155200","Railway fleet and equipment","","False","asset_non_current","","","Flota Y Equipo Ferreo",""
"co_puc_155600","l10n_co_group_1556","True","155600","Aqueducts, plants and networks","","False","asset_non_current","","","Acueductos Plantas Y Redes",""
"co_puc_156000","l10n_co_group_1560","True","156000","Surveillance equipment","","False","asset_non_current","","","Armamento De Vigilancia",""
"co_puc_156200","l10n_co_group_1562","True","156200","Containers and packaging","","False","asset_non_current","","","Envases Y Empaques",""
"co_puc_156400","l10n_co_group_1564","True","156400","Agricultural and forestry plantations","","False","asset_non_current","","","Plantaciones Agricolas Y Forestales",""
"co_puc_156800","l10n_co_group_1568","True","156800","Communication routes","","False","asset_non_current","","","Vias De Comunicacion",""
