"id","chart_template_id/id","name","code_prefix_start"
"account_subgroup_otros_depósitos_en_garantía","l10n_mx.mx_coa","Otros depósitos en garantía","184.03"
"account_subgroup_impuestos_diferidos","l10n_mx.mx_coa","Impuestos diferidos","185"
"account_subgroup_impuestos_diferidos_isr","l10n_mx.mx_coa","Impuestos diferidos ISR","185.01"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo","l10n_mx.mx_coa","Cuentas y documentos por cobrar a largo plazo","186"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_nacional","l10n_mx.mx_coa","Cuentas y documentos por cobrar a largo plazo nacional","186.01"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Cuentas y documentos por cobrar a largo plazo extranjero","186.02"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Cuentas y documentos por cobrar a largo plazo nacional parte relacionada","186.03"
"account_subgroup_cuentas_y_documentos_por_cobrar_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada","186.04"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_nacional","l10n_mx.mx_coa","Intereses por cobrar a largo plazo nacional","186.05"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Intereses por cobrar a largo plazo extranjero","186.06"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses por cobrar a largo plazo nacional parte relacionada","186.07"
"account_subgroup_intereses_por_cobrar_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses por cobrar a largo plazo extranjero parte relacionada","186.08"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_largo_plazo","l10n_mx.mx_coa","Otras cuentas y documentos por cobrar a largo plazo","186.09"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_largo_plazo_parte_relacionada","l10n_mx.mx_coa","Otras cuentas y documentos por cobrar a largo plazo parte relacionada","186.10"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferidas","l10n_mx.mx_coa","Participación de los trabajadores en las utilidades diferidas","187"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferidas_1","l10n_mx.mx_coa","Participación de los trabajadores en las utilidades diferidas","187.01"
"account_subgroup_inversiones_permanentes_en_acciones","l10n_mx.mx_coa","Inversiones permanentes en acciones","188"
"account_subgroup_inversiones_a_largo_plazo_en_subsidiarias","l10n_mx.mx_coa","Inversiones a largo plazo en subsidiarias","188.01"
"account_subgroup_inversiones_a_largo_plazo_en_asociadas","l10n_mx.mx_coa","Inversiones a largo plazo en asociadas","188.02"
"account_subgroup_otras_inversiones_permanentes_en_acciones","l10n_mx.mx_coa","Otras inversiones permanentes en acciones","188.03"
"account_subgroup_estimación_por_deterioro_de_inversiones_permanentes_en_acciones","l10n_mx.mx_coa","Estimación por deterioro de inversiones permanentes en acciones","189"
"account_subgroup_estimación_por_deterioro_de_inversiones_permanentes_en_acciones_1","l10n_mx.mx_coa","Estimación por deterioro de inversiones permanentes en acciones","189.01"
"account_subgroup_otros_instrumentos_financieros_2","l10n_mx.mx_coa","Otros instrumentos financieros","190"
"account_subgroup_otros_instrumentos_financieros_3","l10n_mx.mx_coa","Otros instrumentos financieros","190.01"
"account_subgroup_otros_activos_a_largo_plazo","l10n_mx.mx_coa","Otros activos a largo plazo","191"
"account_subgroup_otros_activos_a_largo_plazo_1","l10n_mx.mx_coa","Otros activos a largo plazo","191.01"
"account_group_pasivos","l10n_mx.mx_coa","Pasivos","2"
"account_subgroup_pasivo_a_corto_plazo","l10n_mx.mx_coa","Pasivo a corto plazo","200.01"
"account_subgroup_proveedores","l10n_mx.mx_coa","Proveedores","201"
"account_subgroup_proveedores_nacionales","l10n_mx.mx_coa","Proveedores nacionales","201.01"
"account_subgroup_proveedores_extranjeros","l10n_mx.mx_coa","Proveedores extranjeros","201.02"
"account_subgroup_proveedores_nacionales_parte_relacionada","l10n_mx.mx_coa","Proveedores nacionales parte relacionada","201.03"
"account_subgroup_proveedores_extranjeros_parte_relacionada","l10n_mx.mx_coa","Proveedores extranjeros parte relacionada","201.04"
"account_subgroup_cuentas_por_pagar_a_corto_plazo","l10n_mx.mx_coa","Cuentas por pagar a corto plazo","202"
"account_subgroup_documentos_por_pagar_bancario_y_financiero_nacional","l10n_mx.mx_coa","Documentos por pagar bancario y financiero nacional","202.01"
"account_subgroup_documentos_por_pagar_bancario_y_financiero_extranjero","l10n_mx.mx_coa","Documentos por pagar bancario y financiero extranjero","202.02"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_nacional","l10n_mx.mx_coa","Documentos y cuentas por pagar a corto plazo nacional","202.03"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_extranjero","l10n_mx.mx_coa","Documentos y cuentas por pagar a corto plazo extranjero","202.04"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Documentos y cuentas por pagar a corto plazo nacional parte relacionada","202.05"
"account_subgroup_documentos_y_cuentas_por_pagar_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Documentos y cuentas por pagar a corto plazo extranjero parte relacionada","202.06"
"account_subgroup_intereses_por_pagar_a_corto_plazo_nacional","l10n_mx.mx_coa","Intereses por pagar a corto plazo nacional","202.07"
"account_subgroup_intereses_por_pagar_a_corto_plazo_extranjero","l10n_mx.mx_coa","Intereses por pagar a corto plazo extranjero","202.08"
"account_subgroup_intereses_por_pagar_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses por pagar a corto plazo nacional parte relacionada","202.09"
"account_subgroup_intereses_por_pagar_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses por pagar a corto plazo extranjero parte relacionada","202.10"
"account_subgroup_dividendo_por_pagar_nacional","l10n_mx.mx_coa","Dividendo por pagar nacional","202.11"
"account_subgroup_dividendo_por_pagar_extranjero","l10n_mx.mx_coa","Dividendo por pagar extranjero","202.12"
"account_subgroup_cobros_anticipados_a_corto_plazo","l10n_mx.mx_coa","Cobros anticipados a corto plazo","203"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_nacional","l10n_mx.mx_coa","Rentas cobradas por anticipado a corto plazo nacional","203.01"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_extranjero","l10n_mx.mx_coa","Rentas cobradas por anticipado a corto plazo extranjero","203.02"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Rentas cobradas por anticipado a corto plazo nacional parte relacionada","203.03"
"account_subgroup_rentas_cobradas_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Rentas cobradas por anticipado a corto plazo extranjero parte relacionada","203.04"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_nacional","l10n_mx.mx_coa","Intereses cobrados por anticipado a corto plazo nacional","203.05"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_extranjero","l10n_mx.mx_coa","Intereses cobrados por anticipado a corto plazo extranjero","203.06"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses cobrados por anticipado a corto plazo nacional parte relacionada","203.07"
"account_subgroup_intereses_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses cobrados por anticipado a corto plazo extranjero parte relacionada","203.08"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_nacional","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a corto plazo nacional","203.09"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a corto plazo extranjero","203.10"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada","203.11"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada","203.12"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_nacional","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a corto plazo nacional","203.13"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a corto plazo extranjero","203.14"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada","203.15"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada","203.16"
"account_subgroup_derechos_fiduciarios_1","l10n_mx.mx_coa","Derechos fiduciarios","203.17"
"account_subgroup_otros_cobros_anticipados","l10n_mx.mx_coa","Otros cobros anticipados","203.18"
"account_subgroup_instrumentos_financieros_a_corto_plazo","l10n_mx.mx_coa","Instrumentos financieros a corto plazo","204"
"account_subgroup_instrumentos_financieros_a_corto_plazo_1","l10n_mx.mx_coa","Instrumentos financieros a corto plazo","204.01"
"account_subgroup_acreedores_diversos_a_corto_plazo","l10n_mx.mx_coa","Acreedores diversos a corto plazo","205"
"account_subgroup_socios,_accionistas_o_representante_legal","l10n_mx.mx_coa","Socios, accionistas o representante legal","205.01"
"account_subgroup_acreedores_diversos_a_corto_plazo_nacional","l10n_mx.mx_coa","Acreedores diversos a corto plazo nacional","205.02"
"account_subgroup_acreedores_diversos_a_corto_plazo_extranjero","l10n_mx.mx_coa","Acreedores diversos a corto plazo extranjero","205.03"
"account_subgroup_acreedores_diversos_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Acreedores diversos a corto plazo nacional parte relacionada","205.04"
"account_subgroup_acreedores_diversos_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Acreedores diversos a corto plazo extranjero parte relacionada","205.05"
"account_subgroup_otros_acreedores_diversos_a_corto_plazo","l10n_mx.mx_coa","Otros acreedores diversos a corto plazo","205.06"
"account_subgroup_anticipo_de_cliente","l10n_mx.mx_coa","Anticipo de cliente","206"
"account_subgroup_anticipo_de_cliente_nacional","l10n_mx.mx_coa","Anticipo de cliente nacional","206.01"
"account_subgroup_anticipo_de_cliente_extranjero","l10n_mx.mx_coa","Anticipo de cliente extranjero","206.02"
"account_subgroup_anticipo_de_cliente_nacional_parte_relacionada","l10n_mx.mx_coa","Anticipo de cliente nacional parte relacionada","206.03"
"account_subgroup_anticipo_de_cliente_extranjero_parte_relacionada","l10n_mx.mx_coa","Anticipo de cliente extranjero parte relacionada","206.04"
"account_subgroup_otros_anticipos_de_clientes","l10n_mx.mx_coa","Otros anticipos de clientes","206.05"
"account_subgroup_impuestos_trasladados","l10n_mx.mx_coa","Impuestos trasladados","207"
"account_subgroup_iva_trasladado","l10n_mx.mx_coa","IVA trasladado","207.01"
"account_subgroup_ieps_trasladado","l10n_mx.mx_coa","IEPS trasladado","207.02"
"account_subgroup_impuestos_trasladados_cobrados","l10n_mx.mx_coa","Impuestos trasladados cobrados","208"
"account_subgroup_iva_trasladado_cobrado","l10n_mx.mx_coa","IVA trasladado cobrado","208.01"
"account_subgroup_ieps_trasladado_cobrado","l10n_mx.mx_coa","IEPS trasladado cobrado","208.02"
"account_subgroup_impuestos_trasladados_no_cobrados","l10n_mx.mx_coa","Impuestos trasladados no cobrados","209"
"account_subgroup_iva_trasladado_no_cobrado","l10n_mx.mx_coa","IVA trasladado no cobrado","209.01"
"account_subgroup_ieps_trasladado_no_cobrado","l10n_mx.mx_coa","IEPS trasladado no cobrado","209.02"
"account_subgroup_provisión_de_sueldos_y_salarios_por_pagar","l10n_mx.mx_coa","Provisión de sueldos y salarios por pagar","210"
"account_subgroup_provisión_de_sueldos_y_salarios_por_pagar_1","l10n_mx.mx_coa","Provisión de sueldos y salarios por pagar","210.01"
"account_subgroup_provisión_de_vacaciones_por_pagar","l10n_mx.mx_coa","Provisión de vacaciones por pagar","210.02"
"account_subgroup_provisión_de_aguinaldo_por_pagar","l10n_mx.mx_coa","Provisión de aguinaldo por pagar","210.03"
"account_subgroup_provisión_de_fondo_de_ahorro_por_pagar","l10n_mx.mx_coa","Provisión de fondo de ahorro por pagar","210.04"
"account_subgroup_provisión_de_asimilados_a_salarios_por_pagar","l10n_mx.mx_coa","Provisión de asimilados a salarios por pagar","210.05"
"account_subgroup_provisión_de_anticipos_o_remanentes_por_distribuir","l10n_mx.mx_coa","Provisión de anticipos o remanentes por distribuir","210.06"
"account_subgroup_provisión_de_otros_sueldos_y_salarios_por_pagar","l10n_mx.mx_coa","Provisión de otros sueldos y salarios por pagar","210.07"
"account_subgroup_provisión_de_contribuciones_de_seguridad_social_por_pagar","l10n_mx.mx_coa","Provisión de contribuciones de seguridad social por pagar","211"
"account_subgroup_provisión_de_imss_patronal_por_pagar","l10n_mx.mx_coa","Provisión de IMSS patronal por pagar","211.01"
"account_subgroup_provisión_de_sar_por_pagar","l10n_mx.mx_coa","Provisión de SAR por pagar","211.02"
"account_subgroup_provisión_de_infonavit_por_pagar","l10n_mx.mx_coa","Provisión de infonavit por pagar","211.03"
"account_subgroup_provisión_de_impuesto_estatal_sobre_nómina_por_pagar","l10n_mx.mx_coa","Provisión de impuesto estatal sobre nómina por pagar","212"
"account_subgroup_provisión_de_impuesto_estatal_sobre_nómina_por_pagar_1","l10n_mx.mx_coa","Provisión de impuesto estatal sobre nómina por pagar","212.01"
"account_subgroup_impuestos_y_derechos_por_pagar","l10n_mx.mx_coa","Impuestos y derechos por pagar","213"
"account_subgroup_iva_por_pagar","l10n_mx.mx_coa","IVA por pagar","213.01"
"account_subgroup_ieps_por_pagar","l10n_mx.mx_coa","IEPS por pagar","213.02"
"account_subgroup_isr_por_pagar","l10n_mx.mx_coa","ISR por pagar","213.03"
"account_subgroup_impuesto_estatal_sobre_nómina_por_pagar","l10n_mx.mx_coa","Impuesto estatal sobre nómina por pagar","213.04"
"account_subgroup_impuesto_estatal_y_municipal_por_pagar","l10n_mx.mx_coa","Impuesto estatal y municipal por pagar","213.05"
"account_subgroup_derechos_por_pagar","l10n_mx.mx_coa","Derechos por pagar","213.06"
"account_subgroup_otros_impuestos_por_pagar","l10n_mx.mx_coa","Otros impuestos por pagar","213.07"
"account_subgroup_dividendos_por_pagar","l10n_mx.mx_coa","Dividendos por pagar","214"
"account_subgroup_dividendos_por_pagar_1","l10n_mx.mx_coa","Dividendos por pagar","214.01"
"account_subgroup_ptu_por_pagar","l10n_mx.mx_coa","PTU por pagar","215"
"account_subgroup_ptu_por_pagar_1","l10n_mx.mx_coa","PTU por pagar","215.01"
"account_subgroup_ptu_por_pagar_de_ejercicios_anteriores","l10n_mx.mx_coa","PTU por pagar de ejercicios anteriores","215.02"
"account_subgroup_provisión_de_ptu_por_pagar","l10n_mx.mx_coa","Provisión de PTU por pagar","215.03"
"account_subgroup_impuestos_retenidos","l10n_mx.mx_coa","Impuestos retenidos","216"
"account_subgroup_impuestos_retenidos_de_isr_por_sueldos_y_salarios","l10n_mx.mx_coa","Impuestos retenidos de ISR por sueldos y salarios","216.01"
"account_subgroup_impuestos_retenidos_de_isr_por_asimilados_a_salarios","l10n_mx.mx_coa","Impuestos retenidos de ISR por asimilados a salarios","216.02"
"account_subgroup_impuestos_retenidos_de_isr_por_arrendamiento","l10n_mx.mx_coa","Impuestos retenidos de ISR por arrendamiento","216.03"
"account_subgroup_impuestos_retenidos_de_isr_por_servicios_profesionales","l10n_mx.mx_coa","Impuestos retenidos de ISR por servicios profesionales","216.04"
"account_subgroup_impuestos_retenidos_de_isr_por_dividendos","l10n_mx.mx_coa","Impuestos retenidos de ISR por dividendos","216.05"
"account_subgroup_impuestos_retenidos_de_isr_por_intereses","l10n_mx.mx_coa","Impuestos retenidos de ISR por intereses","216.06"
"account_subgroup_impuestos_retenidos_de_isr_por_pagos_al_extranjero","l10n_mx.mx_coa","Impuestos retenidos de ISR por pagos al extranjero","216.07"
"account_subgroup_impuestos_retenidos_de_isr_por_venta_de_acciones","l10n_mx.mx_coa","Impuestos retenidos de ISR por venta de acciones","216.08"
"account_subgroup_impuestos_retenidos_de_isr_por_venta_de_partes_sociales","l10n_mx.mx_coa","Impuestos retenidos de ISR por venta de partes sociales","216.09"
"account_subgroup_impuestos_retenidos_de_iva","l10n_mx.mx_coa","Impuestos retenidos de IVA","216.10"
"account_subgroup_retenciones_de_imss_a_los_trabajadores","l10n_mx.mx_coa","Retenciones de IMSS a los trabajadores","216.11"
"account_subgroup_otras_impuestos_retenidos","l10n_mx.mx_coa","Otras impuestos retenidos","216.12"
"account_subgroup_pagos_realizados_por_cuenta_de_terceros","l10n_mx.mx_coa","Pagos realizados por cuenta de terceros","217"
"account_subgroup_pagos_realizados_por_cuenta_de_terceros_1","l10n_mx.mx_coa","Pagos realizados por cuenta de terceros","217.01"
"account_subgroup_otros_pasivos_a_corto_plazo","l10n_mx.mx_coa","Otros pasivos a corto plazo","218"
"account_subgroup_otros_pasivos_a_corto_plazo_1","l10n_mx.mx_coa","Otros pasivos a corto plazo","218.01"
"account_subgroup_pasivo_a_largo_plazo","l10n_mx.mx_coa","Pasivo a largo plazo","200.02"
"account_subgroup_acreedores_diversos_a_largo_plazo","l10n_mx.mx_coa","Acreedores diversos a largo plazo","251"
"account_subgroup_socios,_accionistas_o_representante_legal_1","l10n_mx.mx_coa","Socios, accionistas o representante legal","251.01"
"account_subgroup_acreedores_diversos_a_largo_plazo_nacional","l10n_mx.mx_coa","Acreedores diversos a largo plazo nacional","251.02"
"account_subgroup_acreedores_diversos_a_largo_plazo_extranjero","l10n_mx.mx_coa","Acreedores diversos a largo plazo extranjero","251.03"
"account_subgroup_acreedores_diversos_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Acreedores diversos a largo plazo nacional parte relacionada","251.04"
"account_subgroup_acreedores_diversos_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Acreedores diversos a largo plazo extranjero parte relacionada","251.05"
"account_subgroup_otros_acreedores_diversos_a_largo_plazo","l10n_mx.mx_coa","Otros acreedores diversos a largo plazo","251.06"
"account_subgroup_cuentas_por_pagar_a_largo_plazo","l10n_mx.mx_coa","Cuentas por pagar a largo plazo","252"
"account_subgroup_documentos_bancarios_y_financieros_por_pagar_a_largo_plazo_nacional","l10n_mx.mx_coa","Documentos bancarios y financieros por pagar a largo plazo nacional","252.01"
"account_subgroup_documentos_bancarios_y_financieros_por_pagar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Documentos bancarios y financieros por pagar a largo plazo extranjero","252.02"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_nacional","l10n_mx.mx_coa","Documentos y cuentas por pagar a largo plazo nacional","252.03"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Documentos y cuentas por pagar a largo plazo extranjero","252.04"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Documentos y cuentas por pagar a largo plazo nacional parte relacionada","252.05"
"account_subgroup_documentos_y_cuentas_por_pagar_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Documentos y cuentas por pagar a largo plazo extranjero parte relacionada","252.06"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional","l10n_mx.mx_coa","Hipotecas por pagar a largo plazo nacional","252.07"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Hipotecas por pagar a largo plazo extranjero","252.08"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Hipotecas por pagar a largo plazo nacional parte relacionada","252.09"
"account_subgroup_hipotecas_por_pagar_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Hipotecas por pagar a largo plazo extranjero parte relacionada","252.10"
"account_subgroup_intereses_por_pagar_a_largo_plazo_nacional","l10n_mx.mx_coa","Intereses por pagar a largo plazo nacional","252.11"
"account_subgroup_intereses_por_pagar_a_largo_plazo_extranjero","l10n_mx.mx_coa","Intereses por pagar a largo plazo extranjero","252.12"
"account_subgroup_intereses_por_pagar_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses por pagar a largo plazo nacional parte relacionada","252.13"
"account_subgroup_intereses_por_pagar_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses por pagar a largo plazo extranjero parte relacionada","252.14"
"account_subgroup_dividendos_por_pagar_nacionales","l10n_mx.mx_coa","Dividendos por pagar nacionales","252.15"
"account_subgroup_dividendos_por_pagar_extranjeros","l10n_mx.mx_coa","Dividendos por pagar extranjeros","252.16"
"account_subgroup_otras_cuentas_y_documentos_por_pagar_a_largo_plazo","l10n_mx.mx_coa","Otras cuentas y documentos por pagar a largo plazo","252.17"
"account_subgroup_cobros_anticipados_a_largo_plazo","l10n_mx.mx_coa","Cobros anticipados a largo plazo","253"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_nacional","l10n_mx.mx_coa","Rentas cobradas por anticipado a largo plazo nacional","253.01"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_extranjero","l10n_mx.mx_coa","Rentas cobradas por anticipado a largo plazo extranjero","253.02"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Rentas cobradas por anticipado a largo plazo nacional parte relacionada","253.03"
"account_subgroup_rentas_cobradas_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Rentas cobradas por anticipado a largo plazo extranjero parte relacionada","253.04"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_nacional","l10n_mx.mx_coa","Intereses cobrados por anticipado a largo plazo nacional","253.05"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_extranjero","l10n_mx.mx_coa","Intereses cobrados por anticipado a largo plazo extranjero","253.06"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses cobrados por anticipado a largo plazo nacional parte relacionada","253.07"
"account_subgroup_intereses_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses cobrados por anticipado a largo plazo extranjero parte relacionada","253.08"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_nacional","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a largo plazo nacional","253.09"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a largo plazo extranjero","253.10"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada","253.11"
"account_subgroup_factoraje_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada","253.12"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_nacional","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a largo plazo nacional","253.13"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero","253.14"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada","253.15"
"account_subgroup_arrendamiento_financiero_cobrados_por_anticipado_a_largo_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada","253.16"
"account_subgroup_derechos_fiduciarios_2","l10n_mx.mx_coa","Derechos fiduciarios","253.17"
"account_subgroup_otros_cobros_anticipados_1","l10n_mx.mx_coa","Otros cobros anticipados","253.18"
"account_subgroup_instrumentos_financieros_a_largo_plazo","l10n_mx.mx_coa","Instrumentos financieros a largo plazo","254"
"account_subgroup_instrumentos_financieros_a_largo_plazo_1","l10n_mx.mx_coa","Instrumentos financieros a largo plazo","254.01"
"account_subgroup_pasivos_por_beneficios_a_los_empleados_a_largo_plazo","l10n_mx.mx_coa","Pasivos por beneficios a los empleados a largo plazo","255"
"account_subgroup_pasivos_por_beneficios_a_los_empleados_a_largo_plazo_1","l10n_mx.mx_coa","Pasivos por beneficios a los empleados a largo plazo","255.01"
"account_subgroup_otros_pasivos_a_largo_plazo","l10n_mx.mx_coa","Otros pasivos a largo plazo","256"
"account_subgroup_otros_pasivos_a_largo_plazo_1","l10n_mx.mx_coa","Otros pasivos a largo plazo","256.01"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferida","l10n_mx.mx_coa","Participación de los trabajadores en las utilidades diferida","257"
"account_subgroup_participación_de_los_trabajadores_en_las_utilidades_diferida_1","l10n_mx.mx_coa","Participación de los trabajadores en las utilidades diferida","257.01"
"account_subgroup_obligaciones_contraídas_de_fideicomisos","l10n_mx.mx_coa","Obligaciones contraídas de fideicomisos","258"
"account_subgroup_obligaciones_contraídas_de_fideicomisos_1","l10n_mx.mx_coa","Obligaciones contraídas de fideicomisos","258.01"
"account_subgroup_impuestos_diferidos_1","l10n_mx.mx_coa","Impuestos diferidos","259"
"account_subgroup_isr_diferido","l10n_mx.mx_coa","ISR diferido","259.01"
"account_subgroup_isr_por_dividendo_diferido","l10n_mx.mx_coa","ISR por dividendo diferido","259.02"
"account_subgroup_otros_impuestos_diferidos","l10n_mx.mx_coa","Otros impuestos diferidos","259.03"
"account_subgroup_pasivos_diferidos","l10n_mx.mx_coa","Pasivos diferidos","260"
"account_subgroup_pasivos_diferidos_1","l10n_mx.mx_coa","Pasivos diferidos","260.01"
"account_group_capital_contable","l10n_mx.mx_coa","Capital Contable","3"
"account_subgroup_capital_social","l10n_mx.mx_coa","Capital social","301"
"account_subgroup_capital_fijo","l10n_mx.mx_coa","Capital fijo","301.01"
"account_subgroup_capital_variable","l10n_mx.mx_coa","Capital variable","301.02"
"account_subgroup_aportaciones_para_futuros_aumentos_de_capital","l10n_mx.mx_coa","Aportaciones para futuros aumentos de capital","301.03"
"account_subgroup_prima_en_suscripción_de_acciones","l10n_mx.mx_coa","Prima en suscripción de acciones","301.04"
"account_subgroup_prima_en_suscripción_de_partes_sociales","l10n_mx.mx_coa","Prima en suscripción de partes sociales","301.05"
"account_subgroup_patrimonio","l10n_mx.mx_coa","Patrimonio","302"
"account_subgroup_patrimonio_1","l10n_mx.mx_coa","Patrimonio","302.01"
"account_subgroup_aportación_patrimonial","l10n_mx.mx_coa","Aportación patrimonial","302.02"
"account_subgroup_déficit_o_remanente_del_ejercicio","l10n_mx.mx_coa","Déficit o remanente del ejercicio","302.03"
"account_subgroup_reserva_legal","l10n_mx.mx_coa","Reserva legal","303"
"account_subgroup_reserva_legal_1","l10n_mx.mx_coa","Reserva legal","303.01"
