"code","id","parent_id:id","type","user_type:id","name"
"133","kn_gd_133","kn_gd_13","view","account_type_view","DRUGI DANI KRATKOROČNI PREDUJMI IN PREPLAČILA"
"133000","kn_gd_133000","kn_gd_133","other","account_type_other","DRUGI DANI KRATKOROČNI PREDUJMI IN PREPLAČILA"
"134","kn_gd_134","kn_gd_13","view","account_type_view","DANE KRATKOROČNE VARŠČINE"
"134000","kn_gd_134000","kn_gd_134","other","account_type_other","DANE KRATKOROČNE VARŠČINE"
"139","kn_gd_139","kn_gd_13","view","account_type_view","OSLABITEV VREDNOSTI DANIH KRATKOROČNIH PREDUJMOV IN VARŠČIN"
"139000","kn_gd_139000","kn_gd_139","other","account_type_other","OSLABITEV VREDNOSTI DANIH KRATKOROČNIH PREDUJMOV IN VARŠČIN"
"14","kn_gd_14","kn_gd_1","view","account_type_view","KRATKOROČNE TERJATVE IZ POSLOVANJA ZA TUJ RAČUN"
"140","kn_gd_140","kn_gd_14","view","account_type_view","KRATKOROČNE TERJATVE DO IZVOZNIKOV"
"140000","kn_gd_140000","kn_gd_140","other","account_type_other","KRATKOROČNE TERJATVE DO IZVOZNIKOV"
"141","kn_gd_141","kn_gd_14","view","account_type_view","KRATKOROČNE TERJATVE IZ UVOZA ZA TUJ RAČUN"
"141000","kn_gd_141000","kn_gd_141","other","account_type_other","KRATKOROČNE TERJATVE IZ UVOZA ZA TUJ RAČUN"
"142","kn_gd_142","kn_gd_14","view","account_type_view","KRATKOROČNE TERJATVE IZ KOMISIJSKE IN KONSIGNACIJSKE PRODAJE"
"142000","kn_gd_142000","kn_gd_142","other","account_type_other","KRATKOROČNE TERJATVE IZ KOMISIJSKE IN KONSIGNACIJSKE PRODAJE"
"145","kn_gd_145","kn_gd_14","view","account_type_view","DRUGE KRATKOROČNE TERJATVE IZ POSLOVANJA ZA TUJ RAČUN"
"145000","kn_gd_145000","kn_gd_145","other","account_type_other","DRUGE KRATKOROČNE TERJATVE IZ POSLOVANJA ZA TUJ RAČUN"
"149","kn_gd_149","kn_gd_14","view","account_type_view","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV IZ POSLOVANJA ZA TUJ RAČUN"
"149000","kn_gd_149000","kn_gd_149","other","account_type_other","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV IZ POSLOVANJA ZA TUJ RAČUN"
"15","kn_gd_15","kn_gd_1","view","account_type_view","KRATKOROČNE TERJATVE, POVEZANE S FINANČNIMI PRIHODKI"
"150","kn_gd_150","kn_gd_15","view","account_type_view","KRATKOROČNE TERJATVE ZA OBRESTI"
"150000","kn_gd_150000","kn_gd_150","other","account_type_other","KRATKOROČNE TERJATVE ZA OBRESTI"
"151","kn_gd_151","kn_gd_15","view","account_type_view","KRATKOROČNE TERJATVE ZA DIVIDENDE"
"151000","kn_gd_151000","kn_gd_151","other","account_type_other","KRATKOROČNE TERJATVE ZA DIVIDENDE"
"152","kn_gd_152","kn_gd_15","view","account_type_view","KRATKOROČNE TERJATVE ZA DRUGE DELEŽE V DOBIČKU"
"152000","kn_gd_152000","kn_gd_152","other","account_type_other","KRATKOROČNE TERJATVE ZA DRUGE DELEŽE V DOBIČKU"
"155","kn_gd_155","kn_gd_15","view","account_type_view","DRUGE KRATKOROČNE TERJATVE, POVEZANE S FINANČNIMI PRIHODKI"
"155000","kn_gd_155000","kn_gd_155","other","account_type_other","DRUGE KRATKOROČNE TERJATVE, POVEZANE S FINANČNIMI PRIHODKI"
"159","kn_gd_159","kn_gd_15","view","account_type_view","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV, POVEZANIH S FINANČNIMI PRIHODKI"
"159000","kn_gd_159000","kn_gd_159","other","account_type_other","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV, POVEZANIH S FINANČNIMI PRIHODKI"
"16","kn_gd_16","kn_gd_1","view","account_type_view","DRUGE KRATKOROČNE TERJATVE"
"160","kn_gd_160","kn_gd_16","view","account_type_view","KRATKOROČNE TERJATVE ZA ODBITNI DDV"
"160000","kn_gd_160000","kn_gd_160","other","account_type_other","KRATKOROČNE TERJATVE ZA ODBITNI DDV"
"161","kn_gd_161","kn_gd_16","view","account_type_view","KRATKOROČNE TERJATVE ZA DAVEK OD DOHODKOV PRAVNIH OSEB, VKLJUČNO Z DAVKOM, PLAČANIM V TUJINI"
"161000","kn_gd_161000","kn_gd_161","other","account_type_other","KRATKOROČNE TERJATVE ZA DAVEK OD DOHODKOV PRAVNIH OSEB, VKLJUČNO Z DAVKOM, PLAČANIM V TUJINI"
"162","kn_gd_162","kn_gd_16","view","account_type_view","DRUGE KRATKOROČNE TERJATVE DO DRŽAVNIH IN DRUGIH INŠTITUCIJ"
"162000","kn_gd_162000","kn_gd_162","other","account_type_other","DRUGE KRATKOROČNE TERJATVE DO DRŽAVNIH IN DRUGIH INŠTITUCIJ"
"165","kn_gd_165","kn_gd_16","view","account_type_view","OSTALE KRATKOROČNE TERJATVE"
"165000","kn_gd_165000","kn_gd_165","other","account_type_other","OSTALE KRATKOROČNE TERJATVE"
"166","kn_gd_166","kn_gd_16","view","account_type_view","KRATKOROČNE TERJATVE ZA DDV, VRNJEN TUJCEM"
"166000","kn_gd_166000","kn_gd_166","other","account_type_other","KRATKOROČNE TERJATVE ZA DDV, VRNJEN TUJCEM"
"167","kn_gd_167","kn_gd_16","view","account_type_view","KRATKOROČNE TERJATVE ZA DDV, PLAČAN V TUJINI"
"167000","kn_gd_167000","kn_gd_167","other","account_type_other","KRATKOROČNE TERJATVE ZA DDV, PLAČAN V TUJINI"
"169","kn_gd_169","kn_gd_16","view","account_type_view","OSLABITEV VREDNOSTI DRUGIH KRATKOROČNIH TERJATEV"
"169000","kn_gd_169000","kn_gd_169","other","account_type_other","OSLABITEV VREDNOSTI DRUGIH KRATKOROČNIH TERJATEV"
"17","kn_gd_17","kn_gd_1","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE, RAZEN POSOJIL"
"170","kn_gd_170","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"170000","kn_gd_170000","kn_gd_170","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"171","kn_gd_171","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"171000","kn_gd_171000","kn_gd_171","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"172","kn_gd_172","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"172000","kn_gd_172000","kn_gd_172","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"173","kn_gd_173","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"173000","kn_gd_173000","kn_gd_173","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"174","kn_gd_174","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"174000","kn_gd_174000","kn_gd_174","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"175","kn_gd_175","kn_gd_17","view","account_type_view","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"175000","kn_gd_175000","kn_gd_175","other","account_type_other","KRATKOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"176","kn_gd_176","kn_gd_17","view","account_type_view","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"176000","kn_gd_176000","kn_gd_176","other","account_type_other","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"177","kn_gd_177","kn_gd_17","view","account_type_view","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"177000","kn_gd_177000","kn_gd_177","other","account_type_other","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"178","kn_gd_178","kn_gd_17","view","account_type_view","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"178000","kn_gd_178000","kn_gd_178","other","account_type_other","DRUGE KRATKOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"179","kn_gd_179","kn_gd_17","view","account_type_view","OSLABITEV VREDNOSTI KRATKOROČNIH FINANČNIH NALOŽB"
"179000","kn_gd_179000","kn_gd_179","other","account_type_other","OSLABITEV VREDNOSTI KRATKOROČNIH FINANČNIH NALOŽB"
"18","kn_gd_18","kn_gd_1","view","account_type_view","KRATKOROČNA POSOJILA IN KRATKOROČNE TERJATVE ZA NEVPLAČANI KAPITAL"
"180","kn_gd_180","kn_gd_18","view","account_type_view","KRATKOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB DRUŽBAM V SKUPINI"
"180000","kn_gd_180000","kn_gd_180","other","account_type_other","KRATKOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB DRUŽBAM V SKUPINI"
"181","kn_gd_181","kn_gd_18","view","account_type_view","KRATKOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB PRIDRUŽENIM DRUŽBAM IN SKUPAJ OBVLADOVANIM DRUŽBAM"
"181000","kn_gd_181000","kn_gd_181","other","account_type_other","KRATKOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB PRIDRUŽENIM DRUŽBAM IN SKUPAJ OBVLADOVANIM DRUŽBAM"
"182","kn_gd_182","kn_gd_18","view","account_type_view","KRATKOROČNA POSOJILA, DANA DRUGIM"
"182000","kn_gd_182000","kn_gd_182","other","account_type_other","KRATKOROČNA POSOJILA, DANA DRUGIM"
"183","kn_gd_183","kn_gd_18","view","account_type_view","KRATKOROČNI DEPOZITI V BANKAH IN DRUGIH FINANČNIH ORGANIZACIJAH"
"183000","kn_gd_183000","kn_gd_183","other","account_type_other","KRATKOROČNI DEPOZITI V BANKAH IN DRUGIH FINANČNIH ORGANIZACIJAH"
"184","kn_gd_184","kn_gd_18","view","account_type_view","KRATKOROČNO DANA POSOJILA Z ODKUPOM OBVEZNIC"
"184000","kn_gd_184000","kn_gd_184","other","account_type_other","KRATKOROČNO DANA POSOJILA Z ODKUPOM OBVEZNIC"
"185","kn_gd_185","kn_gd_18","view","account_type_view","PREJETE MENICE"
"185000","kn_gd_185000","kn_gd_185","other","account_type_other","PREJETE MENICE"
"186","kn_gd_186","kn_gd_18","view","account_type_view","KRATKOROČNO DANA POSOJILA Z ODKUPOM DRUGIH DOLŽNIŠKIH VREDNOSTNIH PAPIRJEV"
"186000","kn_gd_186000","kn_gd_186","other","account_type_other","KRATKOROČNO DANA POSOJILA Z ODKUPOM DRUGIH DOLŽNIŠKIH VREDNOSTNIH PAPIRJEV"
"187","kn_gd_187","kn_gd_18","view","account_type_view","KRATKOROČNO NEVPLAČANI VPOKLICANI KAPITAL"
"187000","kn_gd_187000","kn_gd_187","other","account_type_other","KRATKOROČNO NEVPLAČANI VPOKLICANI KAPITAL"
"189","kn_gd_189","kn_gd_18","view","account_type_view","OSLABITEV VREDNOSTI KRATKOROČNIH POSOJIL"
"189000","kn_gd_189000","kn_gd_189","other","account_type_other","OSLABITEV VREDNOSTI KRATKOROČNIH POSOJIL"
"19","kn_gd_19","kn_gd_1","view","account_type_view","KRATKOROČNE AKTIVNE ČASOVNE RAZMEJITVE"
"190","kn_gd_190","kn_gd_19","view","account_type_view","KRATKOROČNO ODLOŽENI STROŠKI OZIROMA ODHODKI"
"190000","kn_gd_190000","kn_gd_190","other","account_type_other","KRATKOROČNO ODLOŽENI STROŠKI OZIROMA ODHODKI"
"191","kn_gd_191","kn_gd_19","view","account_type_view","KRATKOROČNO NEZARAČUNANI PRIHODKI"
"191000","kn_gd_191000","kn_gd_191","other","account_type_other","KRATKOROČNO NEZARAČUNANI PRIHODKI"
"192","kn_gd_192","kn_gd_19","view","account_type_view","VREDNOTNICE"
"192000","kn_gd_192000","kn_gd_192","other","account_type_other","VREDNOTNICE"
"195","kn_gd_195","kn_gd_19","view","account_type_view","DDV OD PREJETIH PREDUJMOV"
"195000","kn_gd_195000","kn_gd_195","other","account_type_other","DDV OD PREJETIH PREDUJMOV"
"2","kn_gd_2","kn_gd","view","account_type_view","KRATKOROČNE OBVEZNOSTI (DOLGOVI) IN KRATKOROČNE PASIVNE ČASOVNE RAZMEJITVE"
"21","kn_gd_21","kn_gd_2","view","account_type_view","OBVEZNOSTI, VKLJUČENE V SKUPINE ZA ODTUJITEV"
"210","kn_gd_210","kn_gd_21","view","account_type_view","OBVEZNOSTI, VKLJUČENE V SKUPINE ZA ODTUJITEV"
"210000","kn_gd_210000","kn_gd_210","other","account_type_other","OBVEZNOSTI, VKLJUČENE V SKUPINE ZA ODTUJITEV"
"22","kn_gd_22","kn_gd_2","view","account_type_view","KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV"
"220","kn_gd_220","kn_gd_22","view","account_type_view","KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V DRŽAVI"
"220000","kn_gd_220000","kn_gd_220","other","account_type_other","KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V DRŽAVI"
"221","kn_gd_221","kn_gd_22","view","account_type_view","KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V TUJINI"
"221000","kn_gd_221000","kn_gd_221","other","account_type_other","KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V TUJINI"
"222","kn_gd_222","kn_gd_22","view","account_type_view","KRATKOROČNI BLAGOVNI KREDITI, PREJETI V DRŽAVI"
"222000","kn_gd_222000","kn_gd_222","other","account_type_other","KRATKOROČNI BLAGOVNI KREDITI, PREJETI V DRŽAVI"
"223","kn_gd_223","kn_gd_22","view","account_type_view","KRATKOROČNI BLAGOVNI KREDITI, PREJETI V TUJINI"
"223000","kn_gd_223000","kn_gd_223","other","account_type_other","KRATKOROČNI BLAGOVNI KREDITI, PREJETI V TUJINI"
"224","kn_gd_224","kn_gd_22","view","account_type_view","KRATKOROČNE OBVEZNOSTI (DOLGOVI) ZA NEZARAČUNANE BLAGO IN STORITVE"
"224000","kn_gd_224000","kn_gd_224","other","account_type_other","KRATKOROČNE OBVEZNOSTI (DOLGOVI) ZA NEZARAČUNANE BLAGO IN STORITVE"
"23","kn_gd_23","kn_gd_2","view","account_type_view","PREJETI KRATKOROČNI PREDUJMI IN VARŠČINE"
"230","kn_gd_230","kn_gd_23","view","account_type_view","PREJETI KRATKOROČNI PREDUJMI"
"230000","kn_gd_230000","kn_gd_230","other","account_type_other","PREJETI KRATKOROČNI PREDUJMI"
"231","kn_gd_231","kn_gd_23","view","account_type_view","PREJETE KRATKOROČNE VARŠČINE"
"231000","kn_gd_231000","kn_gd_231","other","account_type_other","PREJETE KRATKOROČNE VARŠČINE"
"24","kn_gd_24","kn_gd_2","view","account_type_view","KRATKOROČNE OBVEZNOSTI IZ POSLOVANJA ZA TUJ RAČUN"
"240","kn_gd_240","kn_gd_24","view","account_type_view","KRATKOROČNE OBVEZNOSTI IZ IZVOZA ZA TUJ RAČUN"
"240000","kn_gd_240000","kn_gd_240","other","account_type_other","KRATKOROČNE OBVEZNOSTI IZ IZVOZA ZA TUJ RAČUN"
"241","kn_gd_241","kn_gd_24","view","account_type_view","KRATKOROČNE OBVEZNOSTI DO UVOZNIKOV"
"241000","kn_gd_241000","kn_gd_241","other","account_type_other","KRATKOROČNE OBVEZNOSTI DO UVOZNIKOV"
"242","kn_gd_242","kn_gd_24","view","account_type_view","KRATKOROČNE OBVEZNOSTI IZ KOMISIJSKE IN KONSIGNACIJSKE PRODAJE"
"242000","kn_gd_242000","kn_gd_242","other","account_type_other","KRATKOROČNE OBVEZNOSTI IZ KOMISIJSKE IN KONSIGNACIJSKE PRODAJE"
"245","kn_gd_245","kn_gd_24","view","account_type_view","DRUGE KRATKOROČNE OBVEZNOSTI IZ POSLOVANJA ZA TUJ RAČUN"
"245000","kn_gd_245000","kn_gd_245","other","account_type_other","DRUGE KRATKOROČNE OBVEZNOSTI IZ POSLOVANJA ZA TUJ RAČUN"
"25","kn_gd_25","kn_gd_2","view","account_type_view","KRATKOROČNE OBVEZNOSTI DO ZAPOSLENCEV"
"250","kn_gd_250","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA VRAČUNANE IN NEOBRAČUNANE PLAČE"
"250000","kn_gd_250000","kn_gd_250","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA VRAČUNANE IN NEOBRAČUNANE PLAČE"
"251","kn_gd_251","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA ČISTE PLAČE IN NADOMESTILA PLAČ"
"251000","kn_gd_251000","kn_gd_251","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA ČISTE PLAČE IN NADOMESTILA PLAČ"
"253","kn_gd_253","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ"
"253000","kn_gd_253000","kn_gd_253","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ"
"254","kn_gd_254","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA DAVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ"
"254000","kn_gd_254000","kn_gd_254","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA DAVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ"
"255","kn_gd_255","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA DRUGE PREJEMKE IZ DELOVNEGA RAZMERJA"
"255000","kn_gd_255000","kn_gd_255","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA DRUGE PREJEMKE IZ DELOVNEGA RAZMERJA"
"256","kn_gd_256","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI"
"256000","kn_gd_256000","kn_gd_256","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI"
"257","kn_gd_257","kn_gd_25","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA DAVEK IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI"
"257000","kn_gd_257000","kn_gd_257","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA DAVEK IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI"
"26","kn_gd_26","kn_gd_2","view","account_type_view","OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ"
"260","kn_gd_260","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA OBRAČUNANI DDV"
"260000","kn_gd_260000","kn_gd_260","other","account_type_other","OBVEZNOSTI ZA OBRAČUNANI DDV"
"261","kn_gd_261","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA DDV, CARINO IN DRUGE DAJATVE OD UVOŽENEGA BLAGA"
"261000","kn_gd_261000","kn_gd_261","other","account_type_other","OBVEZNOSTI ZA DDV, CARINO IN DRUGE DAJATVE OD UVOŽENEGA BLAGA"
"262","kn_gd_262","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA PRISPEVKE IZPLAČEVALCA"
"262000","kn_gd_262000","kn_gd_262","other","account_type_other","OBVEZNOSTI ZA PRISPEVKE IZPLAČEVALCA"
"263","kn_gd_263","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA DAVEK OD IZPLAČANIH PLAČ"
"263000","kn_gd_263000","kn_gd_263","other","account_type_other","OBVEZNOSTI ZA DAVEK OD IZPLAČANIH PLAČ"
"264","kn_gd_264","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA DAVEK OD DOHODKOV"
"264000","kn_gd_264000","kn_gd_264","other","account_type_other","OBVEZNOSTI ZA DAVEK OD DOHODKOV"
"265","kn_gd_265","kn_gd_26","view","account_type_view","OBVEZNOSTI ZA DAVČNI ODTEGLJAJ"
"265000","kn_gd_265000","kn_gd_265","other","account_type_other","OBVEZNOSTI ZA DAVČNI ODTEGLJAJ"
"266","kn_gd_266","kn_gd_26","view","account_type_view","DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ"
"266000","kn_gd_266000","kn_gd_266","other","account_type_other","DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ"
"27","kn_gd_27","kn_gd_2","view","account_type_view","KRATKOROČNE FINANČNE OBVEZNOSTI"
"270","kn_gd_270","kn_gd_27","view","account_type_view","KRATKOROČNA POSOJILA, DOBLJENA PRI DRUŽBAH V SKUPINI"
"270000","kn_gd_270000","kn_gd_270","other","account_type_other","KRATKOROČNA POSOJILA, DOBLJENA PRI DRUŽBAH V SKUPINI"
"271","kn_gd_271","kn_gd_27","view","account_type_view","KRATKOROČNA POSOJILA, DOBLJENA PRI PRIDRUŽENIH DRUŽBAH IN SKUPAJ OBVLADOVANIH DRUŽBAH"
"271000","kn_gd_271000","kn_gd_271","other","account_type_other","KRATKOROČNA POSOJILA, DOBLJENA PRI PRIDRUŽENIH DRUŽBAH IN SKUPAJ OBVLADOVANIH DRUŽBAH"
"272","kn_gd_272","kn_gd_27","view","account_type_view","KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI"
"272000","kn_gd_272000","kn_gd_272","other","account_type_other","KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI"
"273","kn_gd_273","kn_gd_27","view","account_type_view","KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V TUJINI"
"273000","kn_gd_273000","kn_gd_273","other","account_type_other","KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V TUJINI"
"274","kn_gd_274","kn_gd_27","view","account_type_view","KRATKOROČNE FINANČNE OBVEZNOSTI V ZVEZI Z OBVEZNICAMI"
"274000","kn_gd_274000","kn_gd_274","other","account_type_other","KRATKOROČNE FINANČNE OBVEZNOSTI V ZVEZI Z OBVEZNICAMI"
"275","kn_gd_275","kn_gd_27","view","account_type_view","KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA"
"275000","kn_gd_275000","kn_gd_275","other","account_type_other","KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA"
"276","kn_gd_276","kn_gd_27","view","account_type_view","KRATKOROČNE FINANČNE OBVEZNOSTI DO FIZIČNIH OSEB"
"276000","kn_gd_276000","kn_gd_276","other","account_type_other","KRATKOROČNE FINANČNE OBVEZNOSTI DO FIZIČNIH OSEB"
"278","kn_gd_278","kn_gd_27","view","account_type_view","OBVEZNOSTI IZ VPLAČILA KAPITALA DO VPISA V SODNI REGISTER"
"278000","kn_gd_278000","kn_gd_278","other","account_type_other","OBVEZNOSTI IZ VPLAČILA KAPITALA DO VPISA V SODNI REGISTER"
"279","kn_gd_279","kn_gd_27","view","account_type_view","DRUGE KRATKOROČNE FINANČNE OBVEZNOSTI"
"279000","kn_gd_279000","kn_gd_279","other","account_type_other","DRUGE KRATKOROČNE FINANČNE OBVEZNOSTI"
"28","kn_gd_28","kn_gd_2","view","account_type_view","DRUGE KRATKOROČNE OBVEZNOSTI"
"280","kn_gd_280","kn_gd_28","view","account_type_view","KRATKOROČNE OBVEZNOSTI ZA OBRESTI"
"280000","kn_gd_280000","kn_gd_280","other","account_type_other","KRATKOROČNE OBVEZNOSTI ZA OBRESTI"
"281","kn_gd_281","kn_gd_28","view","account_type_view","KRATKOROČNE MENIČNE OBVEZNOSTI"
"281000","kn_gd_281000","kn_gd_281","other","account_type_other","KRATKOROČNE MENIČNE OBVEZNOSTI"
"282","kn_gd_282","kn_gd_28","view","account_type_view","KRATKOROČNE OBVEZNOSTI V ZVEZI Z ODTEGLJAJI OD PLAČ IN NADOMESTIL PLAČ ZAPOSLENCEM"
"282000","kn_gd_282000","kn_gd_282","other","account_type_other","KRATKOROČNE OBVEZNOSTI V ZVEZI Z ODTEGLJAJI OD PLAČ IN NADOMESTIL PLAČ ZAPOSLENCEM"
"285","kn_gd_285","kn_gd_28","view","account_type_view","OSTALE KRATKOROČNE POSLOVNE OBVEZNOSTI"
"285000","kn_gd_285000","kn_gd_285","other","account_type_other","OSTALE KRATKOROČNE POSLOVNE OBVEZNOSTI"
"29","kn_gd_29","kn_gd_2","view","account_type_view","KRATKOROČNE PASIVNE ČASOVNE RAZMEJITVE"
"290","kn_gd_290","kn_gd_29","view","account_type_view","VNAPREJ VRAČUNANI STROŠKI OZIROMA ODHODKI"
"290000","kn_gd_290000","kn_gd_290","other","account_type_other","VNAPREJ VRAČUNANI STROŠKI OZIROMA ODHODKI"
"291","kn_gd_291","kn_gd_29","view","account_type_view","KRATKOROČNO ODLOŽENI PRIHODKI"
"291000","kn_gd_291000","kn_gd_291","other","account_type_other","KRATKOROČNO ODLOŽENI PRIHODKI"
