id,pregunta_texto,tipo,ponderacion,categoria,dominio
evaluaciones.pregunta_278,En su centro de trabajo las oportunidades de desarrollo laboral solo las reciben unas cuantas personas privilegiadas.,escala,descendente,formacion_y_capacitacion,
evaluaciones.pregunta_279,En su centro de trabajo mujeres y hombres tienen por igual oportunidades de ascenso y capacitación.,escala,ascendente,formacion_y_capacitacion,
evaluaciones.pregunta_280,En su centro de trabajo se cuenta con programas de capacitación en materia de igualdad laboral y no discriminación.,escala,ascendente,formacion_y_capacitacion,
evaluaciones.pregunta_281,En los últimos 12 meses usted ha participado en programas de capacitación.,escala,ascendente,formacion_y_capacitacion,
evaluaciones.pregunta_282,En su centro de trabajo para lograr la contratación una promoción o un ascenso cuentan más las recomendaciones que los conocimientos y capacidades de la persona.,escala,descendente,permanencia_y_ascenso,
evaluaciones.pregunta_283,En su centro de trabajo se ha despedido a alguna mujer por embarazo u orillado a renunciar al regresar de su licencia de maternidad.,escala,descendente,permanencia_y_ascenso,
evaluaciones.pregunta_284,En su centro de trabajo la competencia por mejores puestos condiciones laborales o salariales es justa y equitativa.,escala,ascendente,permanencia_y_ascenso,
evaluaciones.pregunta_285,En su centro de trabajo mujeres y hombres tienen las mismas oportunidades para ocupar puestos de decisión.,escala,ascendente,permanencia_y_ascenso,
evaluaciones.pregunta_286,En su centro de trabajo se cuenta con un sistema de evaluación de desempeño del personal.,escala,ascendente,permanencia_y_ascenso,
evaluaciones.pregunta_287,En los últimos 12 meses le han realizado una evaluación de desempeño.,escala,ascendente,permanencia_y_ascenso,
evaluaciones.pregunta_288,En su centro de trabajo tanto mujeres como hombres tienen las mismas facilidades para atender problemas familiares no previstos.,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_289,En su centro de trabajo las mujeres embarazadas enfrentan un clima laboral hostil.,escala,descendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_290,En su centro de trabajo las personas que se hacen cargo de personas o familiares que requieren cuidados enfrentan un clima laboral hostil.,escala,descendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_291,En su centro de trabajo los hombres cuentan con licencia de paternidad por nacimiento o adopción de una hija/o.,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_292,En su centro de trabajo la licencia de paternidad se otorga por más de cinco días.,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_293,En su centro de trabajo se otorgan permisos para atender situaciones familiares como cuidado de hijas e hijos personas enfermas o personas adultas mayores.,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_294,En su centro de trabajo existen convenios con prestadores de servicios que contemplen beneficios para el personal tales como: lavanderías comedores planchadurías transporte entre otros,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_295,En su centro de trabajo si usted decidiera usar las opciones de trabajo flexibles ¿se cuestionaría su compromiso ante su trabajo?,escala,descendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_296,En su centro de trabajo usted puede acercarse a su jefa(e) inmediata(o) para hablar sobre cuestiones relacionadas con horarios que le estén afectando.,escala,ascendente,corresponsabilidad_en_la_vida_laboral_familiar_y_personal,
evaluaciones.pregunta_297,Usted siente que se le trata con respeto en su trabajo actual.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_298,En su centro de trabajo quienes realizan tareas personales para las y los jefes logran privilegios.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_299,En su centro de trabajo todas las personas que laboran obtienen un trato digno y decente.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_300,En su centro de trabajo las valoraciones que se realizan a sus actividades dependen más de la calidad y responsabilidad que de cualquier otra cuestión personal.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_301,En su centro de trabajo en general hay personas que discriminan tratan mal o le faltan el respeto a sus compañeras/os colegas o subordinadas/os.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_302,En su centro de trabajo debido a sus características personales hay personas que sufren un trato inferior o de burla.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_304,En su centro de trabajo las y los superiores reciben un trato mucho más respetuoso que subordinados(as) y personal administrativo.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_305,En su centro de trabajo las y los superiores están abiertos a la comunicación con el personal.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_306,En su centro de trabajo se da un trato inferior o discriminatorio a las personas con los más bajos niveles de sueldo.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_307,En su centro de trabajo existen campañas de difusión internas de promoción de la igualdad laboral y no discriminación.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_308,En su centro de trabajo se toman acciones como: Aislamiento de sus compañeras/os cambio de lugar repentinamente falta de instrucciones menosprecio del esfuerzo o propuestas imposición de tareas sin los medios para realizarlas.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_309,En su centro de trabajo las funciones y tareas se transmiten de manera clara y precisa.,escala,descendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_310,En su centro de trabajo las cargas de trabajo se distribuyen de acuerdo a la responsabilidad del cargo.,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_311,Si manifiesto mi preocupación sobre algún asunto relacionado con la igualdad de género o prácticas discriminatorias se le da seguimiento,escala,ascendente,clima_laboral_libre_de_violencia,
evaluaciones.pregunta_312,En su centro de trabajo ha recibido comentarios sugestivos o sexistas bromas ofensivas miradas obscenas o petición de pláticas indeseables relacionadas con asuntos sexuales.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_313,En su centro de trabajo ha recibido proposiciones o peticiones directas o indirectas  para establecer una relación sexual.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_314,En su centro de trabajo ha vivido contacto físico sexual no deseado.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_315,En su centro de trabajo se logran recompensas o incentivos laborales a cambio de favores sexuales.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_316,En su centro de trabajo se reciben amenazas con daños o castigos en caso de no acceder a proporcionar favores sexuales.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_317,En su centro de trabajo ha recibido represalias sin razón o amenazas con relación a su permanencia en el trabajo.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_318,En caso de que haya sido víctima de acoso u hostigamiento sexual en su centro de trabajo resolvieron satisfactoriamente su caso al interior o le canalizaron con las autoridades competentes.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_319,En caso de ser acosada/o u hostigada/o sexual o laboralmente en su centro de trabajo sabe a qué autoridad puede dirigirse para denunciarlo.,multiple_choice,,acoso_y_hostigamiento,
evaluaciones.pregunta_320,En su centro de trabajo se cuenta con el espacio mobiliario y equipo adecuado para personas con discapacidad.,escala,ascendente,accesibilidad,
evaluaciones.pregunta_321,Considera que las instalaciones de su centro de trabajo son adecuadas y accesibles para personas con discapacidad (rampas estacionamiento sanitarios oficinas pasillos escaleras elevadores entre otros).,escala,ascendente,accesibilidad,
evaluaciones.pregunta_322,En su centro de trabajo se cuenta con los medios tecnológicos y de comunicación accesible para que cualquier persona con discapacidad desempeñe sus actividades de manera óptima.,escala,ascendente,accesibilidad,
evaluaciones.pregunta_323,En su centro de trabajo se contemplan mecanismos o políticas de inclusión laboral para personas con discapacidad personas adultas mayores o con VIH entre otras.,escala,ascendente,accesibilidad,
evaluaciones.pregunta_324,En su centro de trabajo se utiliza lenguaje incluyente y no sexista.,escala,ascendente,accesibilidad,
evaluaciones.pregunta_325,En su centro de trabajo hay un ambiente de respeto y no discriminación hacia las diferencias y preferencias sexuales.,escala,ascendente,respeto_a_la_diversidad,
evaluaciones.pregunta_326,En su centro de trabajo ha sido testigo de actos discriminatorios por ser mujer u hombre por edad apariencia discapacidad entre otros.,escala,descendente,respeto_a_la_diversidad,
evaluaciones.pregunta_327,En su centro de trabajo se proporcionan las prestaciones de ley.,escala,ascendente,condiciones_generales_de_trabajo,
evaluaciones.pregunta_328,En su centro de trabajo las y los directivos apoyan la igualdad y no discriminación,escala,ascendente,condiciones_generales_de_trabajo,
evaluaciones.pregunta_329,En su centro de trabajo los mecanismos utilizados para asegurar la igualdad y no discriminación son eficaces.,escala,ascendente,condiciones_generales_de_trabajo,
evaluaciones.pregunta_330,En  su centro de trabajo se recibe un salario igual por igual trabajo sin importar sexo apariencia edad u otras características personales.,escala,ascendente,condiciones_generales_de_trabajo,
