"id","code","name","tag_ids","account_type","reconcile","non_trade","tax_ids","name@de"
"account_1385","1385","Receivables from general partners","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen persönlich haftende Gesellschafter"
"account_1386","1386","Receivables from general partners - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Receivables from general partners - Restlaufzeit bis 1 Jahr"
"account_1387","1387","Receivables from general partners - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen persönlich haftende Gesellschafter - Restlaufzeit größer 1 Jahr"
"account_1389","1389","Occupational pension and other post-employment benefit entitlements (partners)","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Ansprüche aus betrieblicher Altersversorgung und Pensionsansprüche (Mitunternehmer)"
"account_1390","1390","Clearing account actual taxation","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Verrechnungskonto Ist-Versteuerung"
"account_1400","1400","Clearing account actual taxation","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Verrechnungskonto Ist-Versteuerung"
"account_1401","1401","Trade receivables","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen"
"account_1410","1410","Trade receivables, no separate receivables/payables accounting","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen ohne Kontokorrent"
"account_1411","1411","Trade receivables, no separate receivables/payables accounting (PoS)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen, keine getrennte Forderungs-/Verbindlichkeitsbuchhaltung (PoS)"
"account_1445","1445","Trade receivables at general VAT rate or of a VAT-exempt small business (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz oder eines Kleinunternehmers (EÜR)"
"account_1446","1446","Trade receivables at reduced VAT rate (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR)"
"account_1447","1447","Tax-exempt or untaxed trade receivables (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus steuerfreien oder nicht steuerbaren Lieferungen und Leistungen (EÜR)"
"account_1448","1448","Trade receivables at average rates under section 24 UStG (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen nach Durchschnittssätzen nach § 24 UStG (EÜR)"
"account_1449","1449","Contra account 1445- 1448 if receivables are classified by tax rates (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Gegenkonto 1445-1448 bei Aufteilung der Forderungen nach Steuersätzen (EÜR)"
"account_1450","1450","Receivables under section 11 (1) sentence 2 EStG for section 4/3 EStG","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen nach § 11 Abs. 1 Satz 2 EStG für § 4 Abs. 3 EStG"
"account_1451","1451","Trade receivables, no separate receivables/payables accounting - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Forderungen aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit bis 1 Jahr"
"account_1455","1455","Trade receivables, no separate receivables/payables accounting - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","False","","","Forderungen aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit größer 1 Jahr"
"account_1460","1460","Doubtful receivables","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Zweifelhafte Forderungen"
"account_1461","1461","Doubtful receivables - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Zweifelhafte Forderungen - Restlaufzeit bis 1 Jahr"
"account_1465","1465","Doubtful receivables  remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","False","","","Zweifelhafte Forderungen - Restlaufzeit größer 1 Jahr"
"account_1470","1470","Trade receivables from affiliated companies","l10n_de.tag_de_asset_bs_B_II_2","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen"
"account_1471","1471","Trade receivables from affiliated companies - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","False","","","Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr"
"account_1475","1475","Trade receivables from affiliated companies - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","False","","","Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr"
"account_1478","1478","Valuation allowances on receivables from affiliated companies remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","False","","","Wertberichtigungen auf Forderungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr"
"account_1479","1479","Valuation allowances on receivables from affiliated companies remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","False","","","Wertberichtigungen auf Forderungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr"
"account_1480","1480","Trade receivables from other long-term investees and investors","l10n_de.tag_de_asset_bs_B_II_3","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
"account_1481","1481","Trade receivables from other long-term investees and investors - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_current","False","","","Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr"
"account_1485","1485","Trade receivables from other long-term investees and investors - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_non_current","False","","","Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr"
"account_1488","1488","Valuation allowances on receivables from other long-term investees and investors remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_current","False","","","Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr"
"account_1489","1489","Valuation allowances on receivables from other long-term investees andinvestors remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_non_current","False","","","Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr"
"account_1490","1490","Trade receivables from shareholders/partners","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","True","","","Forderungen aus Lieferungen und Leistungen gegen Gesellschafter"
"account_1491","1491","Trade receivables from shareholders/partners - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Forderungen aus Lieferungen und Leistungen gegen Gesellschafter - Restlaufzeit bis 1 Jahr"
"account_1495","1495","Trade receivables from shareholders/partners - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","False","","","Forderungen aus Lieferungen und Leistungen gegen Gesellschafter - Restlaufzeit größer 1 Jahr"
"account_1498","1498","Contra account fo other assets if posted via receivables account","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Gegenkonto zu sonstigen Vermögensgegenständen bei Buchungen über Debitorenkonto"
"account_1499","1499","Contra account 1451-1497 if allocated to receivables account","l10n_de.tag_de_asset_bs_B_II_1","asset_current","False","","","Gegenkonto 1451-1497 bei Aufteilung Debitorenkonto"
"account_1500","1500","Other assets","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Sonstige Vermögensgegenstände"
"account_1501","1501","Other assets - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Sonstige Vermögensgegenstände - Restlaufzeit bis 1 Jahr"
"account_1502","1502","Other assets - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Sonstige Vermögensgegenstände - Restlaufzeit größer 1 Jahr"
"account_1503","1503","Receivables from executive board members and managing directors - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit bis 1 Jahr"
"account_1504","1504","Receivables from executive board members and managing director - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit größer 1 Jahr"
"account_1505","1505","Receivables from supervisory and advisory board members - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen Aufsichtsratsund Beiratsmitglieder - Restlaufzeit bis 1 Jahr"
"account_1506","1506","Receivables from supervisory and advisory board members - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen Aufsichtsratsund Beiratsmitglieder - Restlaufzeit größer 1 Jahr"
"account_1507","1507","Receivables from other shareholders - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen sonstige Gesellschafter - Restlaufzeit bis 1 Jahr"
"account_1508","1508","Receivables from other shareholders - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen sonstige Gesellschafter - Restlaufzeit größer 1 Jahr"
"account_1510","1510","Prepayments for inventories","l10n_de.tag_de_asset_bs_B_I_4","asset_prepayments","False","","","Geleistete Anzahlungen auf Vorräte"
"account_1511","1511","Prepayments, 7 % inputtax","l10n_de.tag_de_asset_bs_B_I_4","asset_prepayments","False","","","Geleistete Anzahlungen, 7 % Vorsteuer"
"account_1518","1518","Prepayments, 19 % input tax","l10n_de.tag_de_asset_bs_B_I_4","asset_prepayments","False","","","Geleistete Anzahlungen, 19 % Vorsteuer"
"account_1519","1519","Receivables from project consortiums","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen Arbeitsgemeinschaften"
"account_1520","1520","Receivables from health insurance funds from Act on Reimbursement of Employers' Expenses (AAG)","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegenüber Krankenkassen aus Aufwendungsausgleichsgesetz"
"account_1521","1521","Consignment goods accounts","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Agenturwarenabrechnung"
"account_1522","1522","Profit participation rights","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Genussrechte"
"account_1524","1524","Supplementary payments or additional contributions receivable","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Einzahlungsansprüche zu Nebenleistungen oder Zuzahlungen"
"account_1525","1525","Security deposits","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Kautionen"
"account_1526","1526","Security deposits - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Kautionen - Restlaufzeit bis 1 Jahr"
"account_1527","1527","Security deposits - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Kautionen - Restlaufzeit größer 1 Jahr"
"account_1528","1528","Subsequently deductible input tax, section 15a(2) UStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Nachträglich abziehbare Vorsteuer nach § 15a Abs. 2 UStG"
"account_1529","1529","Repayable input tax, section 15a(2) UStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Zurückzuzahlende Vorsteuer nach § 15a Abs. 2 UStG"
"account_1530","1530","Receivables from employees (payroll)","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung"
"account_1531","1531","Receivables from employees (payroll) - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit bis 1 Jahr"
"account_1537","1537","Receivables from employees (payroll) - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit größer 1 Jahr"
"account_1538","1538","Corporate income tax credit §37 (b.1 J)","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Körperschaftssteuergutschrift §37 (b.1 J)"
"account_1539","1539","Corporate income tax credit §37 (g.1 J)","l10n_de.tag_de_asset_bs_B_II_4","asset_non_current","False","","","Körperschaftssteuergutschrift §37 (g.1 J)"
"account_1540","1540","Receivables from trade tax overpayments","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen aus Gewerbesteuerüberzahlungen"
"account_1542","1542","Tax refund claims against other countries","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Steuererstattungsansprüche gegenüber anderen Ländern"
"account_1543","1543","Receivables from tax authorities for construction withholding tax remitted","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag"
"account_1544","1544","Receivables from Bundesagentur für Arbeit","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderung gegenüber Bundesagentur für Arbeit"
"account_1545","1545","Accounts receivable from VAT advance payments","l10n_de.tag_de_asset_bs_B_II_4","asset_receivable","True","True","","USt-Forderungen"
"account_1547","1547","Receivables from excise duties paid","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Forderungen aus entrichteten Verbrauchsteuern"
"account_1548","1548","Input tax deductible in following period/year","l10n_de.tag_de_asset_bs_B_II_4","liability_current","False","","","Vorsteuer in Folgeperiode/im Folgejahr abziehbar"
"account_1549","1549","Reclaimed corporate income tax","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Körperschaftsteuerrückforderung"
"account_1550","1550","Loans","l10n_de.tag_de_asset_bs_B_II_4","liability_current","False","","","Darlehen"
"account_1551","1551","Loans - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_4","liability_current","False","","","Darlehen - Restlaufzeit bis 1 Jahr"
"account_1555","1555","Loans - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_4","liability_non_current","False","","","Darlehen - Restlaufzeit größer 1 Jahr"
"account_1556","1556","Subsequently deductible input tax, section 15a(1) UStG, movable assets","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter"
"account_1557","1557","Repayable input tax, section 15a(1) UStG, movable assets","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter"
"account_1558","1558","Subsequently deductible input tax, section 15a(1) UStG, immovable property","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter"
"account_1559","1559","Repayable input tax, section 15a(1) UStG, immovable property","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter"
"account_1560","1560","Input tax allocation accounts","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer"
"account_1561","1561","Input tax allocation account, 7 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer 7 %"
"account_1562","1562","Allocation account for input tax on intra-European Union acquisitions","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb"
"account_1563","1563","Allocation account for input tax on intra-European Union acquisitions, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19 %"
"account_1566","1566","Input tax allocation account, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer 19 %"
"account_1567","1567","Input tax allocation account under sections 13a and 13b UStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG"
"account_1569","1569","Input tax allocation account under sections 13a and 13b UStG, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG 19 %"
"account_1570","1570","Deductible input tax","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer"
"account_1571","1571","Deductible input tax, 7%","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer 7 %"
"account_1572","1572","Deductible input tax on intra-European Union acquisitions","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb"
"account_1574","1574","Deductible input tax on intra-European Union acquisitions, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19 %"
"account_1576","1576","Deductible input tax, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer 19 %"
"account_1577","1577","Deductible input tax under section 13b UStG, 19 %","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer nach § 13b UStG 19 %"
"account_1578","1578","Deductible input tax under section 13b UStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer nach § 13b UStG"
"account_1580","1580","Contra account for input tax, section 4(3) EStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Gegenkonto Vorsteuer § 4 Abs. 3 EStG"
"account_1581","1581","Reversal of input tax from previous year, section 4(3) EStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Auflösung Vorsteuer aus Vorjahr § 4 Abs. 3 EStG"
"account_1582","1582","Input tax from investments, section 4(3) EStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Vorsteuer aus Investitionen § 4 Abs. 3 EStG"
"account_1583","1583","Contra account for input tax, average rates, section 4(3) EStG","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Gegenkonto für Vorsteuer nach Durchschnittssätzen für § 4 Abs. 3 EStG"
"account_1584","1584","Deductible input tax for intra-European Union acquisition of new vehicles from suppliers without VAT identification number","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne USt-Id-Nr"
"account_1585","1585","Deductible input tax for withdrawal of goods from a VAT warehouse","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager"
"account_1587","1587","Input tax, general average rates, VAT return line 63","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Vorsteuer nach allgemeinen Durchschnittssätzen UStVA Kz. 63"
"account_1588","1588","Acquisition tax liability","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Entstandene Einfuhrumsatzsteuer"
"account_1590","1590","Items in transit","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Durchlaufende Posten"
"account_1592","1592","Third-party funds","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Fremdgeld"
"account_1593","1593","Allocation account for payments received on account of orders if posted via receivables account","l10n_de.tag_de_asset_bs_B_II_4","asset_current","False","","","Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto"
"account_1594","1594","Receivables from affiliated companies","l10n_de.tag_de_asset_bs_B_II_2","asset_current","False","","","Forderungen gegen verbundene Unternehmen"
"account_1595","1595","Receivables from affiliated companies - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","False","","","Forderungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr"
"account_1596","1596","Receivables from affiliated companies - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","False","","","Forderungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr"
"account_1597","1597","Receivables from other long-term investees and investors","l10n_de.tag_de_asset_bs_B_II_3","asset_current","False","","","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
"account_1598","1598","Receivables from other long-term investees and investors - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_current","False","","","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr"
"account_1599","1599","Receivables from other long-term investees and investors - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_non_current","False","","","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr"
"account_1600","1600","Trade payables","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen"
"account_1601","1601","Trade payables","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen"
"account_1605","1605","Trade payables at general VAT rate (cash basis accounting)","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EÜR)"
"account_1606","1606","Trade payables at reduced VAT rate (cash basis accounting)","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR)"
"account_1607","1607","Trade payables, no input tax (cash basis accounting)","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuerabzug (EÜR)"
"account_1609","1609","Contra account 1605-1607 if payables are classified by tax rates (cash basis accounting)","l10n_de.tag_de_liabilities_bs_C_4","liability_current","False","","","Gegenkonto 1605-1607 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EÜR)"
"account_1610","1610","Trade payables, no separate receivables/payables accounting","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent"
"account_1624","1624","Trade payables for investments, section 4(3) EStG","l10n_de.tag_de_liabilities_bs_C_4","liability_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4 Abs. 3 EStG"
"account_1625","1625","Trade payables, no separate receivables/payables accounting - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_4","liability_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit bis 1 Jahr"
"account_1626","1626","Trade payables, no separate receivables/payables accounting - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_4","liability_non_current","False","","","Trade payables, no separate receivables/payables accounting - Restlaufzeit 1 bis 5 Jahre"
"account_1628","1628","Trade payables, no separate receivables/payables accounting - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_4","liability_non_current","False","","","Trade payables, no separate receivables/payables accounting - Restlaufzeit größer 5 Jahre"
"account_1630","1630","Trade payables to affiliated companies","l10n_de.tag_de_liabilities_bs_C_6","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen"
"account_1631","1631","Trade payables to affiliated companies - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_6","liability_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit bis 1 Jahr"
"account_1635","1635","Trade payables to affiliated companies - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_6","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit 1 bis 5 Jahre"
"account_1638","1638","Trade payables to affiliated companies - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_6","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit größer 5 Jahre"
"account_1640","1640","Trade payables to other long-term investees and investors","l10n_de.tag_de_liabilities_bs_C_7","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
"account_1641","1641","Trade payables to other long-term investees and investors - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_7","liability_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr"
"account_1645","1645","Trade payables to other long-term investees and investors - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_7","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit 1 bis 5 Jahre"
"account_1648","1648","Trade payables to other long-term investees and investors - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_7","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 5 Jahre"
"account_1650","1650","Trade payables to shareholders/partners","l10n_de.tag_de_liabilities_bs_C_4","liability_payable","True","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern"
"account_1651","1651","Trade payables to shareholders/partners - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_4","liability_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern - Restlaufzeit bis 1 Jahr"
"account_1655","1655","Trade payables to shareholders/partners - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_4","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern - Restlaufzeit 1 bis 5 Jahre"
"account_1658","1658","Trade payables to shareholders/partners - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_4","liability_non_current","False","","","Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern - Restlaufzeit größer 5 Jahre"
"account_1659","1659","Contra account 1625-1658 if allocated to payables account","l10n_de.tag_de_liabilities_bs_C_4","liability_current","False","","","Gegenkonto 1625-1658 bei Aufteilung Kreditorenkonto"
"account_1660","1660","Bills payable","l10n_de.tag_de_liabilities_bs_C_5","liability_current","False","","","Wechselverbindlichkeiten"
"account_1661","1661","Bills payable - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_5","liability_current","False","","","Wechselverbindlichkeiten - Restlaufzeit bis 1 Jahr"
"account_1662","1662","Bills payable - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_5","liability_non_current","False","","","Wechselverbindlichkeiten - Restlaufzeit 1 bis 5 Jahre"
"account_1663","1663","Bills payable - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_5","liability_non_current","False","","","Wechselverbindlichkeiten - Restlaufzeit größer 5 Jahre"
"account_1665","1665","Liabilities to GmbH shareholders","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber GmbH-Gesellschaftern"
"account_1666","1666","Liabilities to GmbH shareholders - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber GmbH-Gesellschaftern - Restlaufzeit bis 1 Jahr"
"account_1667","1667","Liabilities to GmbH shareholders - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber GmbH-Gesellschaftern - Restlaufzeit 1 bis 5 Jahre"
