"code","id","account_type","reconcile","name","chart_template_id/id"
"230000","hr_230000","liability_current",0,"Liabilities towards employees","l10n_hr.l10n_hr_chart_template"
"231000","hr_231000","liability_current",0,"Obligations based on current purchases in cash","l10n_hr.l10n_hr_chart_template"
"231100","hr_231100","liability_current",0,"Obligations towards external members of the management board, supervisory board, procurators, bankruptcy trustees, etc.","l10n_hr.l10n_hr_chart_template"
"231200","hr_231200","liability_current",0,"Obligations for assumed payments based on cession, assignment and debt assumption contracts","l10n_hr.l10n_hr_chart_template"
"231300","hr_231300","liability_current",0,"Obligations for agreed penalties, fines, etc.","l10n_hr.l10n_hr_chart_template"
"231400","hr_231400","liability_current",0,"Obligations for donations (up to 2% of total income)","l10n_hr.l10n_hr_chart_template"
"231500","hr_231500","liability_current",0,"Obligations for compensation of costs (refunds)","l10n_hr.l10n_hr_chart_template"
"231600","hr_231600","liability_current",0,"Obligations for subsequently approved bonuses, cassa sconto and other discounts","l10n_hr.l10n_hr_chart_template"
"231900","hr_231900","liability_current",0,"Other short-term liabilities (e.g. to external employees)","l10n_hr.l10n_hr_chart_template"
"232000","hr_232000","liability_current",0,"Obligations for contracted interest","l10n_hr.l10n_hr_chart_template"
"232100","hr_232100","liability_current",0,"Obligations for default interest","l10n_hr.l10n_hr_chart_template"
"232200","hr_232200","liability_current",0,"Obligations for interest on entrepreneurs' loans","l10n_hr.l10n_hr_chart_template"
"232300","hr_232300","liability_current",0,"Obligations for interest in court cases","l10n_hr.l10n_hr_chart_template"
"232400","hr_232400","liability_current",0,"Tax-based interest liabilities","l10n_hr.l10n_hr_chart_template"
"232500","hr_232500","liability_current",0,"Obligations for interest to citizens","l10n_hr.l10n_hr_chart_template"
"233000","hr_233000","liability_current",0,"Liabilities for commission or consignment sale of goods","l10n_hr.l10n_hr_chart_template"
"234000","hr_234000","liability_current",0,"Liabilities towards insurance companies","l10n_hr.l10n_hr_chart_template"
"235000","hr_235000","liability_current",0,"Liabilities due to operations in free-trade zone","l10n_hr.l10n_hr_chart_template"
"236000","hr_236000","liability_current",0,"Liabilities due to operations in foreign trade","l10n_hr.l10n_hr_chart_template"
"237000","hr_237000","liability_current",0,"Liabilities towards foreign business units","l10n_hr.l10n_hr_chart_template"
"238000","hr_238000","liability_current",0,"Obligations from the acquisition of shares","l10n_hr.l10n_hr_chart_template"
"239000","hr_239000","liability_current",0,"Liability for compensation claims","l10n_hr.l10n_hr_chart_template"
"239100","hr_239100","liability_current",0,"Obligations for taxes according to tax supervision","l10n_hr.l10n_hr_chart_template"
"239200","hr_239200","liability_current",0,"VAT obligations from business relationships","l10n_hr.l10n_hr_chart_template"
"239300","hr_239300","liability_current",0,"Obligations for communal fee and communal contribution","l10n_hr.l10n_hr_chart_template"
"239400","hr_239400","liability_current",0,"Obligations from the application of the currency clause","l10n_hr.l10n_hr_chart_template"
"239500","hr_239500","liability_current",0,"Obligations based on court judgments","l10n_hr.l10n_hr_chart_template"
"239900","hr_239900","liability_current",0,"Other obligations not mentioned","l10n_hr.l10n_hr_chart_template"
"240010","hr_240010","liability_current",0,"Obligation for VAT - 5%","l10n_hr.l10n_hr_chart_template"
"240011","hr_240011","liability_current",0,"Obligation for VAT - 13%","l10n_hr.l10n_hr_chart_template"
"240012","hr_240012","liability_current",0,"Obligation for VAT - 25%","l10n_hr.l10n_hr_chart_template"
"240020","hr_240020","liability_current",0,"Obligations for distributed profit to entrepreneurs within the group","l10n_hr.l10n_hr_chart_template"
"240021","hr_240021","liability_current",0,"VAT liability for advance payment - 13%","l10n_hr.l10n_hr_chart_template"
"240022","hr_240022","liability_current",0,"VAT liability for advance payment - 25%","l10n_hr.l10n_hr_chart_template"
"240030","hr_240030","liability_current",0,"VAT liability for unbilled deliveries - 5%","l10n_hr.l10n_hr_chart_template"
"240031","hr_240031","liability_current",0,"VAT liability for unbilled deliveries - 13%","l10n_hr.l10n_hr_chart_template"
"240032","hr_240032","liability_current",0,"VAT liability for unbilled deliveries - 25%","l10n_hr.l10n_hr_chart_template"
"240040","hr_240040","liability_current",0,"VAT liability based on own consumption - 25%, 13% or 5%","l10n_hr.l10n_hr_chart_template"
"240050","hr_240050","liability_current",0,"Liability for corrected VAT due to conversion of goods","l10n_hr.l10n_hr_chart_template"
"240060","hr_240060","liability_current",0,"Calculated but not due liability for VAT","l10n_hr.l10n_hr_chart_template"
"240100","hr_240100","liability_current",0,"Liability for VAT from the transferred tax liability from the home country - 25%","l10n_hr.l10n_hr_chart_template"
"240110","hr_240110","liability_current",0,"VAT liability on deliveries from transferred tax liability – 25%","l10n_hr.l10n_hr_chart_template"
"240200","hr_240200","liability_current",0,"VAT obligations for the acquisition of goods from the EU - 5%","l10n_hr.l10n_hr_chart_template"
"240210","hr_240210","liability_current",0,"VAT obligations for the acquisition of goods from the EU - 13%","l10n_hr.l10n_hr_chart_template"
"240220","hr_240220","liability_current",0,"VAT obligations for the acquisition of goods from the EU - 25%","l10n_hr.l10n_hr_chart_template"
"240300","hr_240300","liability_current",0,"VAT obligations for services received from the EU - 5%","l10n_hr.l10n_hr_chart_template"
"240310","hr_240310","liability_current",0,"VAT obligations for services received from the EU - 13%","l10n_hr.l10n_hr_chart_template"
"240320","hr_240320","liability_current",0,"VAT obligations for services received from the EU - 25%","l10n_hr.l10n_hr_chart_template"
"240400","hr_240400","liability_current",0,"VAT liability for goods and services received from taxpayers without headquarters in the Republic of Croatia - 5%","l10n_hr.l10n_hr_chart_template"
"240410","hr_240410","liability_current",0,"VAT liability for received goods and services from taxpayers without headquarters in the Republic of Croatia - 13%","l10n_hr.l10n_hr_chart_template"
"240420","hr_240420","liability_current",0,"VAT liability for goods and services received from taxpayers without headquarters in the Republic of Croatia - 25%","l10n_hr.l10n_hr_chart_template"
"240500","hr_240500","liability_current",0,"Obligation for calculated VAT on import","l10n_hr.l10n_hr_chart_template"
"240700","hr_240700","liability_current",0,"Liability for the difference between tax and purchase tax in the taxation period","l10n_hr.l10n_hr_chart_template"
"240800","hr_240800","liability_current",0,"Return of VAT from passenger traffic to natural persons from abroad","l10n_hr.l10n_hr_chart_template"
"241000","hr_241000","liability_current",0,"Liabilities for personal income tax and surtax","l10n_hr.l10n_hr_chart_template"
"242000","hr_242000","liability_current",0,"Liabilities for insurance contributions","l10n_hr.l10n_hr_chart_template"
"243000","hr_243000","liability_current",0,"Income tax payable, tax on investment income and withholding tax","l10n_hr.l10n_hr_chart_template"
"244000","hr_244000","liability_current",0,"Obligation for special tax on motor vehicles (PPMV)","l10n_hr.l10n_hr_chart_template"
"244100","hr_244100","liability_current",0,"Obligation for special tax on coffee","l10n_hr.l10n_hr_chart_template"
"244200","hr_244200","liability_current",0,"Liability for special tax on soft drinks","l10n_hr.l10n_hr_chart_template"
"244300","hr_244300","liability_current",0,"Obligation for excise duty on alcohol and alcoholic beverages","l10n_hr.l10n_hr_chart_template"
"244400","hr_244400","liability_current",0,"Obligation for excise duty on energy and electricity. energy","l10n_hr.l10n_hr_chart_template"
"244500","hr_244500","liability_current",0,"Obligations for excise duty on tobacco products and tobacco products","l10n_hr.l10n_hr_chart_template"
"244800","hr_244800","liability_current",0,"Administrative fee obligations","l10n_hr.l10n_hr_chart_template"
"245000","hr_245000","liability_current",0,"Liabilities for fee to National tourism office","l10n_hr.l10n_hr_chart_template"
"246000","hr_246000","liability_current",0,"Liabilities for Chamber membership fee","l10n_hr.l10n_hr_chart_template"
"247000","hr_247000","liability_current",0,"Liabilities for duties and customs duty","l10n_hr.l10n_hr_chart_template"
"248000","hr_248000","liability_current",0,"Liabilities for a Country's and municipal's taxes","l10n_hr.l10n_hr_chart_template"
"249000","hr_249000","liability_current",0,"Liabilities for other not mentioned taxes, contributions and duties","l10n_hr.l10n_hr_chart_template"
"250000","hr_250000","liability_current",0,"Obligations towards Entrepreneurs within the Group","l10n_hr.l10n_hr_chart_template"
"251000","hr_251000","liability_current",0,"Leasing liabilities and liabilities for deposits received","l10n_hr.l10n_hr_chart_template"
"252000","hr_252000","liability_current",0,"Liabilities towards banks and other financial institutions","l10n_hr.l10n_hr_chart_template"
"253000","hr_253000","liability_current",0,"Long term leasing liabilities","l10n_hr.l10n_hr_chart_template"
"254000","hr_254000","liability_current",0,"Liabilities for advances received","l10n_hr.l10n_hr_chart_template"
"255000","hr_255000","liability_current",0,"Trade payable (unpaid long term trade payable)","l10n_hr.l10n_hr_chart_template"
"256000","hr_256000","liability_current",0,"Liabilities for long term securities","l10n_hr.l10n_hr_chart_template"
"257000","hr_257000","liability_current",0,"Liabilities towards associated undertakings","l10n_hr.l10n_hr_chart_template"
"259000","hr_259000","liability_non_current",0,"Obligations towards foundations, chambers, etc.","l10n_hr.l10n_hr_chart_template"
"259100","hr_259100","liability_non_current",0,"Long-term tax liabilities","l10n_hr.l10n_hr_chart_template"
"259200","hr_259200","liability_non_current",0,"Long-term liabilities for social insurance","l10n_hr.l10n_hr_chart_template"
"259300","hr_259300","liability_non_current",0,"Obligations for long-term guarantees","l10n_hr.l10n_hr_chart_template"
"259900","hr_259900","liability_non_current",0,"Other long-term liabilities","l10n_hr.l10n_hr_chart_template"
"260000","hr_260000","liability_non_current",0,"Deferred tax liabilities","l10n_hr.l10n_hr_chart_template"
"280000","hr_280000","liability_non_current",0,"Provision for employee benefits","l10n_hr.l10n_hr_chart_template"
"281000","hr_281000","liability_non_current",0,"Provision for tax liabilities","l10n_hr.l10n_hr_chart_template"
"282000","hr_282000","liability_non_current",0,"Provisions for legal cases","l10n_hr.l10n_hr_chart_template"
"283000","hr_283000","liability_non_current",0,"Provisions for renewal of natural resources","l10n_hr.l10n_hr_chart_template"
"284000","hr_284000","liability_non_current",0,"Provision for risks within warranty period","l10n_hr.l10n_hr_chart_template"
"285000","hr_285000","liability_non_current",0,"Other provisions","l10n_hr.l10n_hr_chart_template"
"290000","hr_290000","liability_non_current",0,"Calculated expenses for which no invoice has been received (telephone, heating, electricity, gas, water, etc.)","l10n_hr.l10n_hr_chart_template"
"290100","hr_290100","liability_non_current",0,"Calculated rent from operating (business) lease","l10n_hr.l10n_hr_chart_template"
"290200","hr_290200","liability_non_current",0,"Calculated costs of ongoing maintenance","l10n_hr.l10n_hr_chart_template"
"290300","hr_290300","liability_non_current",0,"Calculated costs of advertising, propaganda and trade fairs","l10n_hr.l10n_hr_chart_template"
"290400","hr_290400","liability_non_current",0,"Billed and unpaid services used in the billing period","l10n_hr.l10n_hr_chart_template"
"290500","hr_290500","liability_non_current",0,"Calculated work according to the work contract, author. hon.","l10n_hr.l10n_hr_chart_template"
"290600","hr_290600","liability_non_current",0,"Calculated calo, split, failure and fracture","l10n_hr.l10n_hr_chart_template"
"290700","hr_290700","liability_non_current",0,"Calculated insurance premium costs","l10n_hr.l10n_hr_chart_template"
"290800","hr_290800","liability_non_current",0,"Included are the costs of official gazettes and professional magazines","l10n_hr.l10n_hr_chart_template"
"290900","hr_290900","liability_non_current",0,"Calculated other business costs (transportation costs, banking services and payment transactions, representation, etc.)","l10n_hr.l10n_hr_chart_template"
"291000","hr_291000","liability_non_current",0,"Accrued expense for rights to use","l10n_hr.l10n_hr_chart_template"
"292000","hr_292000","liability_non_current",0,"Accrued expense for goods purchases","l10n_hr.l10n_hr_chart_template"
"293000","hr_293000","liability_non_current",0,"Deferred income (income which relates to future period)","l10n_hr.l10n_hr_chart_template"
"294000","hr_294000","liability_non_current",0,"Deferred income from government grants","l10n_hr.l10n_hr_chart_template"
"295000","hr_295000","liability_non_current",0,"Deferred income","l10n_hr.l10n_hr_chart_template"
"296000","hr_296000","liability_non_current",0,"Deferred income relating to not invoiced but shipped goods and services","l10n_hr.l10n_hr_chart_template"
"297000","hr_297000","liability_non_current",0,"Unrealized gains on financial assets","l10n_hr.l10n_hr_chart_template"
"298000","hr_298000","liability_non_current",0,"Deferred invoiced income without delivery","l10n_hr.l10n_hr_chart_template"
"299000","hr_299000","liability_non_current",0,"Provision for unused vacation days","l10n_hr.l10n_hr_chart_template"
"300000","hr_300000","asset_current",0,"Payable purchase price","l10n_hr.l10n_hr_chart_template"
"301000","hr_301000","asset_current",0,"Transport costs","l10n_hr.l10n_hr_chart_template"
"301100","hr_301100","asset_current",0,"Loading and unloading costs (invoiced)","l10n_hr.l10n_hr_chart_template"
"301200","hr_301200","asset_current",0,"Transport insurance and storage","l10n_hr.l10n_hr_chart_template"
"301300","hr_301300","asset_current",0,"Special packaging costs","l10n_hr.l10n_hr_chart_template"
"301400","hr_301400","asset_current",0,"Own transport costs","l10n_hr.l10n_hr_chart_template"
"301500","hr_301500","asset_current",0,"Costs of own loading and unloading","l10n_hr.l10n_hr_chart_template"
"301600","hr_301600","asset_current",0,"Forwarder costs","l10n_hr.l10n_hr_chart_template"
"301700","hr_301700","asset_current",0,"Costs of attestation and control","l10n_hr.l10n_hr_chart_template"
"301800","hr_301800","asset_current",0,"Processing and finishing costs during stocking","l10n_hr.l10n_hr_chart_template"
"301900","hr_301900","asset_current",0,"Other dependent procurement costs","l10n_hr.l10n_hr_chart_template"
"302000","hr_302000","asset_current",0,"Duties and other customs duty","l10n_hr.l10n_hr_chart_template"
"303000","hr_303000","asset_current",0,"Excise duties which can not be deducted","l10n_hr.l10n_hr_chart_template"
"309000","hr_309000","asset_current",0,"Cost of inventory purchasing calculation","l10n_hr.l10n_hr_chart_template"
"310000","hr_310000","asset_current",0,"Raw material on stock","l10n_hr.l10n_hr_chart_template"
"311000","hr_311000","asset_current",0,"Material in processing, finishing and manipulation phases","l10n_hr.l10n_hr_chart_template"
"312000","hr_312000","asset_current",0,"Material sent for finishing to partners","l10n_hr.l10n_hr_chart_template"
"313000","hr_313000","asset_current",0,"Materials used in agriculture","l10n_hr.l10n_hr_chart_template"
"318000","hr_318000","asset_current",0,"Inventory price adjustment","l10n_hr.l10n_hr_chart_template"
"319000","hr_319000","asset_current",0,"Value adjustment of raw materials","l10n_hr.l10n_hr_chart_template"
"320000","hr_320000","asset_current",0,"Spare parts on stock","l10n_hr.l10n_hr_chart_template"
"328000","hr_328000","asset_current",0,"Spare part price adjustment","l10n_hr.l10n_hr_chart_template"
"329000","hr_329000","asset_current",0,"Value adjustment of spare parts","l10n_hr.l10n_hr_chart_template"
"350000","hr_350000","asset_current",0,"Small inventory on stock","l10n_hr.l10n_hr_chart_template"
"351000","hr_351000","asset_current",0,"Packaging on stock","l10n_hr.l10n_hr_chart_template"
"352000","hr_352000","asset_current",0,"Tires on stock","l10n_hr.l10n_hr_chart_template"
"358000","hr_358000","asset_current",0,"Small inventory's price adjustment","l10n_hr.l10n_hr_chart_template"
"359000","hr_359000","asset_current",0,"Value adjustment of small inventory","l10n_hr.l10n_hr_chart_template"
"360000","hr_360000","asset_current",0,"Small inventory in use","l10n_hr.l10n_hr_chart_template"
"361000","hr_361000","asset_current",0,"Packaging in use","l10n_hr.l10n_hr_chart_template"
"362000","hr_362000","asset_current",0,"Tires in use","l10n_hr.l10n_hr_chart_template"
"363000","hr_363000","asset_current",0,"Small inventory write off","l10n_hr.l10n_hr_chart_template"
"364000","hr_364000","asset_current",0,"Packaging write off","l10n_hr.l10n_hr_chart_template"
"365000","hr_365000","asset_current",0,"Tires write off","l10n_hr.l10n_hr_chart_template"
"369000","hr_369000","asset_current",0,"Value adjustment of small inventory, packaging and tires","l10n_hr.l10n_hr_chart_template"
"370000","hr_370000","asset_current",0,"Advance payments for material","l10n_hr.l10n_hr_chart_template"
"371000","hr_371000","asset_current",0,"Advance payments for spare parts","l10n_hr.l10n_hr_chart_template"
"372000","hr_372000","asset_current",0,"Advance payments for small inventory","l10n_hr.l10n_hr_chart_template"
"373000","hr_373000","asset_current",0,"Advance payments to importer for raw materials, spare parts and small inventory","l10n_hr.l10n_hr_chart_template"
"374000","hr_374000","asset_current",0,"Advance payments to foreign suppliers","l10n_hr.l10n_hr_chart_template"
"379000","hr_379000","asset_current",0,"Value adjustment of advance payments","l10n_hr.l10n_hr_chart_template"
"400000","hr_400000","expense",0,"Basic materials and raw materials","l10n_hr.l10n_hr_chart_template"
"400100","hr_400100","expense",0,"Parts and assemblies","l10n_hr.l10n_hr_chart_template"
"400200","hr_400200","expense",0,"Semi-finished products for installation","l10n_hr.l10n_hr_chart_template"
"400300","hr_400300","expense",0,"Auxiliary materials (lubricant, glues, drills, saws, knives, grinding plates, etc.)","l10n_hr.l10n_hr_chart_template"
"400400","hr_400400","expense",0,"Consumables for cleaning and maintenance","l10n_hr.l10n_hr_chart_template"
"400500","hr_400500","expense",0,"Material for HTZ protection, work and protective clothing and footwear","l10n_hr.l10n_hr_chart_template"
"400600","hr_400600","expense",0,"Plant administration and management material (office consumables, etc.)","l10n_hr.l10n_hr_chart_template"
"400700","hr_400700","expense",0,"Costs of designing products for special customers","l10n_hr.l10n_hr_chart_template"
"400800","hr_400800","expense",0,"Materials in ancillary activities (for restaurants, etc.)","l10n_hr.l10n_hr_chart_template"
"400900","hr_400900","expense",0,"Other direct and general operating expenses - service units (HSFI, item 10.17 and IAS 2, items 10 to 19)","l10n_hr.l10n_hr_chart_template"
"401000","hr_401000","expense",0,"Material and means for cleaning and maintenance","l10n_hr.l10n_hr_chart_template"
"401100","hr_401100","expense",0,"Small inventory write-off costs","l10n_hr.l10n_hr_chart_template"
"401200","hr_401200","expense",0,"Packaging material, cash register tapes, paper blocks, printers, stickers, labels, etc.","l10n_hr.l10n_hr_chart_template"
"401300","hr_401300","expense",0,"Water (spring) for drinking","l10n_hr.l10n_hr_chart_template"
"401400","hr_401400","expense",0,"Other beverages (juices, coffee, tea) for the needs of employees with VAT","l10n_hr.l10n_hr_chart_template"
"401500","hr_401500","expense",0,"Uniform work clothes and shoes","l10n_hr.l10n_hr_chart_template"
"401600","hr_401600","expense",0,"Costs of ornamental plants and decorations (for holidays)","l10n_hr.l10n_hr_chart_template"
"401700","hr_401700","expense",0,"Other material costs of trade","l10n_hr.l10n_hr_chart_template"
"401800","hr_401800","expense",0,"VAT obligation for advance payment - 5%","l10n_hr.l10n_hr_chart_template"
"402000","hr_402000","expense",0,"Research and development cost","l10n_hr.l10n_hr_chart_template"
"403000","hr_403000","expense",0,"Packaging cost","l10n_hr.l10n_hr_chart_template"
"404000","hr_404000","expense",0,"Small inventory costs,","l10n_hr.l10n_hr_chart_template"
"404100","hr_404100","expense",0,"Packaging costs (returnable, special) - write-off","l10n_hr.l10n_hr_chart_template"
"404200","hr_404200","expense",0,"Car tire costs (for trucks, buses, trucks and machines)","l10n_hr.l10n_hr_chart_template"
"404300","hr_404300","expense",0,"Car tire costs (net + VAT - 50%) for the case of payment in kind","l10n_hr.l10n_hr_chart_template"
"404400","hr_404400","expense",0,"50% of the cost of tires for personal cars and other means for personal transportation","l10n_hr.l10n_hr_chart_template"
"404500","hr_404500","expense",0,"50% of the cost of car tires for passenger cars etc. for personal transport (with VAT)","l10n_hr.l10n_hr_chart_template"
"405000","hr_405000","expense",0,"Used spare parts for repairing your own equipment","l10n_hr.l10n_hr_chart_template"
"405100","hr_405100","expense",0,"Material for maintenance of equipment and facilities","l10n_hr.l10n_hr_chart_template"
"405200","hr_405200","expense",0,"Cost cut. parts for the salary case","l10n_hr.l10n_hr_chart_template"
"405500","hr_405500","expense",0,"50% of the cost of spare parts and materials for the repair of cars, boats and aircraft. for personal transport","l10n_hr.l10n_hr_chart_template"
"405600","hr_405600","expense",0,"50% of the cost of spare parts and materials for car maintenance etc. for personal transport - with 50% VAT","l10n_hr.l10n_hr_chart_template"
"405700","hr_405700","expense",0,"Replacement costs within the warranty period","l10n_hr.l10n_hr_chart_template"
"405800","hr_405800","expense",0,"Consumed own products and goods for maintenance","l10n_hr.l10n_hr_chart_template"
"405900","hr_405900","expense",0,"Other costs of spare parts","l10n_hr.l10n_hr_chart_template"
"406000","hr_406000","expense",0,"Energy used during production of goods and services","l10n_hr.l10n_hr_chart_template"
"407000","hr_407000","expense",0,"Cost of electricity","l10n_hr.l10n_hr_chart_template"
"407100","hr_407100","expense",0,"Gas, thermal energy, briquettes, wood","l10n_hr.l10n_hr_chart_template"
"407400","hr_407400","expense",0,"Personal fuel. cars for the case of salary with 50% VAT","l10n_hr.l10n_hr_chart_template"
"407500","hr_407500","expense",0,"50% of diesel and gasoline costs for driving cars, boats and airplanes for personal transportation","l10n_hr.l10n_hr_chart_template"
"407600","hr_407600","expense",0,"50% fuel for personal transport with 50% VAT","l10n_hr.l10n_hr_chart_template"
"407900","hr_407900","expense",0,"Other energy costs","l10n_hr.l10n_hr_chart_template"
"408000","hr_408000","expense",0,"Costs for samples","l10n_hr.l10n_hr_chart_template"
"410000","hr_410000","expense",0,"Phone, internet, etc. costs.","l10n_hr.l10n_hr_chart_template"
"410100","hr_410100","expense",0,"Postal expenses","l10n_hr.l10n_hr_chart_template"
"410200","hr_410200","expense",0,"Transportation services in road traffic","l10n_hr.l10n_hr_chart_template"
"410300","hr_410300","expense",0,"Transportation services by rail","l10n_hr.l10n_hr_chart_template"
"410400","hr_410400","expense",0,"Transport services of shippers","l10n_hr.l10n_hr_chart_template"
"410500","hr_410500","expense",0,"Aircraft transport services","l10n_hr.l10n_hr_chart_template"
"410600","hr_410600","expense",0,"Special transport costs","l10n_hr.l10n_hr_chart_template"
"410700","hr_410700","expense",0,"Taxi services - transportation","l10n_hr.l10n_hr_chart_template"
"410800","hr_410800","expense",0,"Delivery and logistics services","l10n_hr.l10n_hr_chart_template"
"410900","hr_410900","expense",0,"Other transport services","l10n_hr.l10n_hr_chart_template"
"411000","hr_411000","expense",0,"External service costs used in goods production and providing services","l10n_hr.l10n_hr_chart_template"
"412000","hr_412000","expense",0,"Acquired ongoing maintenance services (without own materials and parts)","l10n_hr.l10n_hr_chart_template"
"412100","hr_412100","expense",0,"Purchased services for investment maintenance and repairs (without own materials and parts)","l10n_hr.l10n_hr_chart_template"
"412200","hr_412200","expense",0,"Cleaning and laundry services","l10n_hr.l10n_hr_chart_template"
"412300","hr_412300","expense",0,"Software and website maintenance services","l10n_hr.l10n_hr_chart_template"
"412400","hr_412400","expense",0,"Repair services for sold but defective goods within the warranty period","l10n_hr.l10n_hr_chart_template"
"412440","hr_412440","expense",0,"Personal service. automobile for the case of payment in kind","l10n_hr.l10n_hr_chart_template"
"412500","hr_412500","expense",0,"50% of car, boat and aircraft maintenance services used for personal transportation of entrepreneurs and employees","l10n_hr.l10n_hr_chart_template"
"412600","hr_412600","expense",0,"50% of vehicle maintenance services for personal transport (with VAT)","l10n_hr.l10n_hr_chart_template"
"412700","hr_412700","expense",0,"Occupational safety and environmental maintenance services","l10n_hr.l10n_hr_chart_template"
"412800","hr_412800","expense",0,"Security guard services for the protection of property and persons","l10n_hr.l10n_hr_chart_template"
"412900","hr_412900","expense",0,"Other service and personal services","l10n_hr.l10n_hr_chart_template"
"413000","hr_413000","expense",0,"50% of the cost of registering passenger cars, boats and aircraft for the transport of entrepreneurs (except insurance)","l10n_hr.l10n_hr_chart_template"
"413100","hr_413100","expense",0,"50% of the cost of registration mid. for personal transport (with 50% VAT) (except insurance costs)","l10n_hr.l10n_hr_chart_template"
"413200","hr_413200","expense",0,"Registration costs (net + VAT) - payment in kind","l10n_hr.l10n_hr_chart_template"
"413300","hr_413300","expense",0,"Shipping registration cost and freight. vehicles and buses (in total) and automob. no tax limit","l10n_hr.l10n_hr_chart_template"
"413600","hr_413600","expense",0,"Costs of permits for traffic directions","l10n_hr.l10n_hr_chart_template"
"413700","hr_413700","expense",0,"Costs of concessions, licenses and other transport rights","l10n_hr.l10n_hr_chart_template"
"413800","hr_413800","expense",0,"Costs of compensation for roads, taxes, etc.","l10n_hr.l10n_hr_chart_template"
"413900","hr_413900","expense",0,"Other costs of vehicle registration","l10n_hr.l10n_hr_chart_template"
"414000","hr_414000","expense",0,"Rents - real estate rents","l10n_hr.l10n_hr_chart_template"
"414100","hr_414100","expense",0,"Equipment rentals","l10n_hr.l10n_hr_chart_template"
"414200","hr_414200","expense",0,"Operational (business) equipment leasing services","l10n_hr.l10n_hr_chart_template"
"414300","hr_414300","expense",0,"50% operational leasing services of cars, ships and aircraft for personal transport","l10n_hr.l10n_hr_chart_template"
"414400","hr_414400","expense",0,"50% of operational leasing services avg. for personal transport (with 50% VAT)","l10n_hr.l10n_hr_chart_template"
"414500","hr_414500","expense",0,"Operative services. rent pers. automobile for the case of salary","l10n_hr.l10n_hr_chart_template"
"414600","hr_414600","expense",0,"50% of rent-a-car services for transporting people","l10n_hr.l10n_hr_chart_template"
"414700","hr_414700","expense",0,"50% rent-á-car passenger transport service (with 50% VAT)","l10n_hr.l10n_hr_chart_template"
"414800","hr_414800","expense",0,"Rent-a-car for cargo transportation","l10n_hr.l10n_hr_chart_template"
"414900","hr_414900","expense",0,"IT equipment rental services","l10n_hr.l10n_hr_chart_template"
"414910","hr_414910","expense",0,"Photocopier rental services","l10n_hr.l10n_hr_chart_template"
"414920","hr_414920","expense",0,"Web site services (hosting)","l10n_hr.l10n_hr_chart_template"
"414930","hr_414930","expense",0,"50% of other leasing costs (insurance, CMV tax)","l10n_hr.l10n_hr_chart_template"
"414940","hr_414940","expense",0,"50% of other leasing costs with 50% VAT (insurance, VAT)","l10n_hr.l10n_hr_chart_template"
"415000","hr_415000","expense",0,"Promotion , sponsorship and fairs costs","l10n_hr.l10n_hr_chart_template"
"416000","hr_416000","expense",0,"Costs of other incomes (work contracts, property surveyors, traveling salesmen, consultants)","l10n_hr.l10n_hr_chart_template"
"416100","hr_416100","expense",0,"Copyright fees (written, spoken, translations, etc.)","l10n_hr.l10n_hr_chart_template"
"416300","hr_416300","expense",0,"Consulting and advisory services","l10n_hr.l10n_hr_chart_template"
"416400","hr_416400","expense",0,"Accounting services","l10n_hr.l10n_hr_chart_template"
"416500","hr_416500","expense",0,"Services of tax advisors","l10n_hr.l10n_hr_chart_template"
"416600","hr_416600","expense",0,"Services of auditing and valuation of companies, due diligence, etc.","l10n_hr.l10n_hr_chart_template"
"416700","hr_416700","expense",0,"Lawyer, notary and legal document drafting services","l10n_hr.l10n_hr_chart_template"
"416800","hr_416800","expense",0,"Fees for the use of intellectual property rights (licenses, industrial rights, trademarks, etc.)","l10n_hr.l10n_hr_chart_template"
"416900","hr_416900","expense",0,"Expertise services, administrative services (eg transcription), and other intellectual services","l10n_hr.l10n_hr_chart_template"
"417000","hr_417000","expense",0,"Utilities and similar costs","l10n_hr.l10n_hr_chart_template"
"418000","hr_418000","expense",0,"50% of external hospitality services (representation) (with 50% VAT) - tax-deductible","l10n_hr.l10n_hr_chart_template"
"418100","hr_418100","expense",0,"50% of external hospitality services (representation) (with 50% VAT) - not tax recognized","l10n_hr.l10n_hr_chart_template"
"418200","hr_418200","expense",0,"50% of the representation - gifts given to business partners (with 50% VAT) on supplier invoices - tax-deductible","l10n_hr.l10n_hr_chart_template"
"418300","hr_418300","expense",0,"50% of the representation - gifts given to business partners (with 50% VAT) on supplier invoices - not recognized for tax purposes","l10n_hr.l10n_hr_chart_template"
"419200","hr_419200","expense",0,"Hotel services (in agency work)","l10n_hr.l10n_hr_chart_template"
"419400","hr_419400","expense",0,"Freight forwarding services for import and export, etc.","l10n_hr.l10n_hr_chart_template"
"419600","hr_419600","expense",0,"Costs of using public warehouses, ports, piers, cooling, etc.","l10n_hr.l10n_hr_chart_template"
"419700","hr_419700","expense",0,"The cost of highways, tunnels and bridge tolls","l10n_hr.l10n_hr_chart_template"
"419800","hr_419800","expense",0,"Costs of photocopying, making labels and photos, etc.","l10n_hr.l10n_hr_chart_template"
"419900","hr_419900","expense",0,"Other unmentioned external costs - services","l10n_hr.l10n_hr_chart_template"
"419920","hr_419920","expense",0,"Costs of other services","l10n_hr.l10n_hr_chart_template"
"420000","hr_420000","expense",0,"Wages and salaries","l10n_hr.l10n_hr_chart_template"
