"id","code_prefix_start","parent_id/id","name","chart_template_id/id"
"hr_group_403","403","hr_group_40","Packaging cost","l10n_hr.l10n_hr_chart_template"
"hr_group_404","404","hr_group_40","Cost of small inventory, packaging and tires","l10n_hr.l10n_hr_chart_template"
"hr_group_405","405","hr_group_40","Spare parts and material used on maintenance","l10n_hr.l10n_hr_chart_template"
"hr_group_406","406","hr_group_40","Energy used during production of goods and services","l10n_hr.l10n_hr_chart_template"
"hr_group_407","407","hr_group_40","Energy - administration and sale department","l10n_hr.l10n_hr_chart_template"
"hr_group_408","408","hr_group_40","Costs for samples","l10n_hr.l10n_hr_chart_template"
"hr_group_409","409","hr_group_40","Standard cost adjustments","l10n_hr.l10n_hr_chart_template"
"hr_group_41","41","hr_group_4","OTHER EXTERNAL COSTS (COST OF SERVICES)","l10n_hr.l10n_hr_chart_template"
"hr_group_410","410","hr_group_41","Telephone and transportation costs","l10n_hr.l10n_hr_chart_template"
"hr_group_411","411","hr_group_41","External service costs used in goods production and providing services","l10n_hr.l10n_hr_chart_template"
"hr_group_412","412","hr_group_41","Maintenance and securities services","l10n_hr.l10n_hr_chart_template"
"hr_group_413","413","hr_group_41","Vehicle registration and permission costs","l10n_hr.l10n_hr_chart_template"
"hr_group_414","414","hr_group_41","Leasing costs","l10n_hr.l10n_hr_chart_template"
"hr_group_415","415","hr_group_41","Promotion , sponsorship and fairs costs","l10n_hr.l10n_hr_chart_template"
"hr_group_416","416","hr_group_41","Intellectual services","l10n_hr.l10n_hr_chart_template"
"hr_group_417","417","hr_group_41","Utilities and similar costs","l10n_hr.l10n_hr_chart_template"
"hr_group_418","418","hr_group_41","Representation costs - hosting","l10n_hr.l10n_hr_chart_template"
"hr_group_419","419","hr_group_41","Other external costs","l10n_hr.l10n_hr_chart_template"
"hr_group_42","42","hr_group_4","STAFF COSTS-SALARIES","l10n_hr.l10n_hr_chart_template"
"hr_group_420","420","hr_group_42","Wages and salaries","l10n_hr.l10n_hr_chart_template"
"hr_group_421","421","hr_group_42","Income tax and surtax costs","l10n_hr.l10n_hr_chart_template"
"hr_group_422","422","hr_group_42","Contributions from salaries costs","l10n_hr.l10n_hr_chart_template"
"hr_group_423","423","hr_group_42","Contributions on salaries costs","l10n_hr.l10n_hr_chart_template"
"hr_group_424","424","hr_group_42","Gross salaries","l10n_hr.l10n_hr_chart_template"
"hr_group_43","43","hr_group_4","DEPRECIATION","l10n_hr.l10n_hr_chart_template"
"hr_group_430","430","hr_group_43","Amortisation of intangible assets","l10n_hr.l10n_hr_chart_template"
"hr_group_431","431","hr_group_43","Depreciation of property, plant and equipment","l10n_hr.l10n_hr_chart_template"
"hr_group_432","432","hr_group_43","Depreciation of cars and other vehicles for personal transportation","l10n_hr.l10n_hr_chart_template"
"hr_group_433","433","hr_group_43","Depreciation of property, plant and - management and selling department","l10n_hr.l10n_hr_chart_template"
"hr_group_434","434","hr_group_43","Depreciation surplus due to revaluation of assets","l10n_hr.l10n_hr_chart_template"
"hr_group_435","435","hr_group_43","Depreciation of biological assets (vineyards, orchards, live stock)","l10n_hr.l10n_hr_chart_template"
"hr_group_436","436","hr_group_43","Tax not-deductable depreciation","l10n_hr.l10n_hr_chart_template"
"hr_group_44","44","hr_group_4","VALUE ADJUSTMENT OF NON-CURRENT AND CURRENT ASSETS","l10n_hr.l10n_hr_chart_template"
"hr_group_440","440","hr_group_44","Value adjustment of non-current intangible assets (acc. 018)","l10n_hr.l10n_hr_chart_template"
"hr_group_441","441","hr_group_44","Value adjustment of property, plant and equipment","l10n_hr.l10n_hr_chart_template"
"hr_group_442","442","hr_group_44","Value adjustment of non-current receivables (acc. 078)","l10n_hr.l10n_hr_chart_template"
"hr_group_444","444","hr_group_44","Value adjustment of deposit on banks, bills of exchange, cheques (acc. 109 and acc. 119)","l10n_hr.l10n_hr_chart_template"
"hr_group_445","445","hr_group_44","Value adjustment of current receivables","l10n_hr.l10n_hr_chart_template"
"hr_group_446","446","hr_group_44","Value adjustment of inventory","l10n_hr.l10n_hr_chart_template"
"hr_group_447","447","hr_group_44","Value adjustment of advance payments","l10n_hr.l10n_hr_chart_template"
"hr_group_448","448","hr_group_44","Value adjustment of receivables from bankruptcy","l10n_hr.l10n_hr_chart_template"
"hr_group_449","449","hr_group_44","Inventory writte off","l10n_hr.l10n_hr_chart_template"
"hr_group_45","45","hr_group_4","PROVISIONS","l10n_hr.l10n_hr_chart_template"
"hr_group_450","450","hr_group_45","Long-term provision for pensions, severance payments and other employment benefits","l10n_hr.l10n_hr_chart_template"
"hr_group_451","451","hr_group_45","Long-term provision for tax obligations","l10n_hr.l10n_hr_chart_template"
"hr_group_452","452","hr_group_45","Long term provision for litigation losses","l10n_hr.l10n_hr_chart_template"
"hr_group_453","453","hr_group_45","Long-term provision for renewal of natural resources","l10n_hr.l10n_hr_chart_template"
"hr_group_454","454","hr_group_45","The cost of long term provision for risks within warranty period","l10n_hr.l10n_hr_chart_template"
"hr_group_455","455","hr_group_45","The costs of long-term provision for Company's restructuring","l10n_hr.l10n_hr_chart_template"
"hr_group_456","456","hr_group_45","The costs of provision for onerous contracts","l10n_hr.l10n_hr_chart_template"
"hr_group_457","457","hr_group_45","The costs of other provision for other risk and charges","l10n_hr.l10n_hr_chart_template"
"hr_group_46","46","hr_group_4","OTHER OPERATING COSTS","l10n_hr.l10n_hr_chart_template"
"hr_group_460","460","hr_group_46","Daily allowances for business trips and other travel expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_461","461","hr_group_46","Cost reimbursements, allowances and scholarships","l10n_hr.l10n_hr_chart_template"
"hr_group_462","462","hr_group_46","Severance payments, gifts, performance awards, grants, insurance premiums and jubilee awards","l10n_hr.l10n_hr_chart_template"
"hr_group_463","463","hr_group_46","Cost of internal representation and promotion","l10n_hr.l10n_hr_chart_template"
"hr_group_464","464","hr_group_46","Insurance premiums","l10n_hr.l10n_hr_chart_template"
"hr_group_465","465","hr_group_46","Bank charges and costs of payment operations","l10n_hr.l10n_hr_chart_template"
"hr_group_466","466","hr_group_46","Fees, compensations and other expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_467","467","hr_group_46","Taxes which does not depend on results and charges","l10n_hr.l10n_hr_chart_template"
"hr_group_468","468","hr_group_46","Cost of usage rights (excluding leases) and expenses of board members","l10n_hr.l10n_hr_chart_template"
"hr_group_469","469","hr_group_46","Other operating costs- intangible","l10n_hr.l10n_hr_chart_template"
"hr_group_47","47","hr_group_4","FINANCIAL EXPENSES","l10n_hr.l10n_hr_chart_template"
"hr_group_470","470","hr_group_47","Interest expense from Group companies ","l10n_hr.l10n_hr_chart_template"
"hr_group_471","471","hr_group_47","Foreign exchange difference and other expenses in a Group ","l10n_hr.l10n_hr_chart_template"
"hr_group_472","472","hr_group_47","Other costs from a Group companies","l10n_hr.l10n_hr_chart_template"
"hr_group_473","473","hr_group_47","Interest expense from operations with third party","l10n_hr.l10n_hr_chart_template"
"hr_group_474","474","hr_group_47","Penalty interest","l10n_hr.l10n_hr_chart_template"
"hr_group_475","475","hr_group_47","Exchange difference on translation of foreign operations with third party","l10n_hr.l10n_hr_chart_template"
"hr_group_476","476","hr_group_47","Loss from sale of investments in shares, stakes, bonds and other securities (which are sold below cost)","l10n_hr.l10n_hr_chart_template"
"hr_group_477","477","hr_group_47","Cost of discounts given","l10n_hr.l10n_hr_chart_template"
"hr_group_478","478","hr_group_47","Unrealized loss (expense) from financial assets","l10n_hr.l10n_hr_chart_template"
"hr_group_479","479","hr_group_47","Other financial expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_48","48","hr_group_4","OTHER EXPENSES","l10n_hr.l10n_hr_chart_template"
"hr_group_480","480","hr_group_48","Additional rebates , discounts, claims and costs of samples","l10n_hr.l10n_hr_chart_template"
"hr_group_481","481","hr_group_48","Bed debts and other assets write off","l10n_hr.l10n_hr_chart_template"
"hr_group_482","482","hr_group_48","Disposals of property, plant and equipment and intangible assets","l10n_hr.l10n_hr_chart_template"
"hr_group_483","483","hr_group_48","Inventory shortages and burglary costs","l10n_hr.l10n_hr_chart_template"
"hr_group_484","484","hr_group_48","Penalties, compensation for damages occurred and contract related costs","l10n_hr.l10n_hr_chart_template"
"hr_group_485","485","hr_group_48","Additionally found operating expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_486","486","hr_group_48","Gifts/donations up to 2% of total income","l10n_hr.l10n_hr_chart_template"
"hr_group_487","487","hr_group_48","Gifts/donations above 2% of total income and other donations","l10n_hr.l10n_hr_chart_template"
"hr_group_488","488","hr_group_48","Expenses from other activities","l10n_hr.l10n_hr_chart_template"
"hr_group_489","489","hr_group_48","Other costs-expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_49","49","hr_group_4","ALLOCATION OF COSTS","l10n_hr.l10n_hr_chart_template"
"hr_group_490","490","hr_group_49","Allocation of costs to cost of conversion (cost of production) - (on acc. 60, 62, 63)","l10n_hr.l10n_hr_chart_template"
"hr_group_491","491","hr_group_49","Allocation of management and administrative overheads to expenses for the year - (on acc. 72)","l10n_hr.l10n_hr_chart_template"
"hr_group_6","6",,"WORK IN PROGRESS, BIOLOGICAL ASSETS, FINISHED GOODS, MERCHANDISE GOODS AND NON-CURRENT ASSETS HELD FOR SALE","l10n_hr.l10n_hr_chart_template"
"hr_group_60","60","hr_group_6","WORK IN PROGRESS - CONVERSION COSTS","l10n_hr.l10n_hr_chart_template"
"hr_group_600","600","hr_group_60","Work in progress (allocation by cost driver, cost centres, working orders)","l10n_hr.l10n_hr_chart_template"
"hr_group_601","601","hr_group_60","Work in progress for services","l10n_hr.l10n_hr_chart_template"
"hr_group_602","602","hr_group_60","Production in cooperation","l10n_hr.l10n_hr_chart_template"
"hr_group_605","605","hr_group_60","Production process in free trade zone","l10n_hr.l10n_hr_chart_template"
"hr_group_606","606","hr_group_60","Production in processing and manipulation phases","l10n_hr.l10n_hr_chart_template"
"hr_group_607","607","hr_group_60","Suspended production","l10n_hr.l10n_hr_chart_template"
"hr_group_608","608","hr_group_60","Work in progress under partnership agreement","l10n_hr.l10n_hr_chart_template"
"hr_group_609","609","hr_group_60","Value adjustments of work in progress","l10n_hr.l10n_hr_chart_template"
"hr_group_61","61","hr_group_6","UNFINISHED GOODS AND SEMI-MANUFACTURE GOODS","l10n_hr.l10n_hr_chart_template"
"hr_group_610","610","hr_group_61","Semi-manufacture goods on stock (analytics by the production stage)","l10n_hr.l10n_hr_chart_template"
"hr_group_611","611","hr_group_61","Unfinished goods and semi-manufacture goods (analytics by products types)","l10n_hr.l10n_hr_chart_template"
"hr_group_619","619","hr_group_61","Value adjustment of unfinished goods and semi-manufacture goods","l10n_hr.l10n_hr_chart_template"
"hr_group_62","62","hr_group_6","BIOLOGICAL ASSETS","l10n_hr.l10n_hr_chart_template"
"hr_group_620","620","hr_group_62","Biological assets in progress","l10n_hr.l10n_hr_chart_template"
"hr_group_621","621","hr_group_62","Biological assets for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_629","629","hr_group_62","Value adjustment of biological assets","l10n_hr.l10n_hr_chart_template"
"hr_group_63","63","hr_group_6","FINISHED GOODS","l10n_hr.l10n_hr_chart_template"
"hr_group_630","630","hr_group_63","Finished goods in warehouse","l10n_hr.l10n_hr_chart_template"
"hr_group_631","631","hr_group_63","Finished goods in public warehouse","l10n_hr.l10n_hr_chart_template"
"hr_group_632","632","hr_group_63","Finished goods given in commission sale","l10n_hr.l10n_hr_chart_template"
"hr_group_633","633","hr_group_63","Finished goods given in consignment sale","l10n_hr.l10n_hr_chart_template"
"hr_group_634","634","hr_group_63","Finished goods in processing, finishing and manipulation phases","l10n_hr.l10n_hr_chart_template"
"hr_group_635","635","hr_group_63","Finished goods in free-trade zone","l10n_hr.l10n_hr_chart_template"
"hr_group_636","636","hr_group_63","Obsolete and slow moving inventory","l10n_hr.l10n_hr_chart_template"
"hr_group_637","637","hr_group_63","Finished goods in storefront","l10n_hr.l10n_hr_chart_template"
"hr_group_638","638","hr_group_63","Finished goods from partnership agreement","l10n_hr.l10n_hr_chart_template"
"hr_group_639","639","hr_group_63","Value adjustment of finished goods","l10n_hr.l10n_hr_chart_template"
"hr_group_64","64","hr_group_6","FINISHED GOODS IN OWN STORES","l10n_hr.l10n_hr_chart_template"
"hr_group_640","640","hr_group_64","Finished goods in own stores","l10n_hr.l10n_hr_chart_template"
"hr_group_641","641","hr_group_64","VAT included in value of goods","l10n_hr.l10n_hr_chart_template"
"hr_group_648","648","hr_group_64","Margin included in sale price of finished goods","l10n_hr.l10n_hr_chart_template"
"hr_group_649","649","hr_group_64","Value adjustment of finished goods in own stores","l10n_hr.l10n_hr_chart_template"
"hr_group_65","65","hr_group_6","TOTAL COST OF MERCHANDISE GOODS - TOTAL PURCHASING COST","l10n_hr.l10n_hr_chart_template"
"hr_group_650","650","hr_group_65","Payables purchase price","l10n_hr.l10n_hr_chart_template"
"hr_group_651","651","hr_group_65","Other dependant costs in relation with bringing merchandise goods on stock","l10n_hr.l10n_hr_chart_template"
"hr_group_652","652","hr_group_65","Duties and other import duties","l10n_hr.l10n_hr_chart_template"
"hr_group_653","653","hr_group_65","Excise duties and other taxes (analitics)","l10n_hr.l10n_hr_chart_template"
"hr_group_659","659","hr_group_65","Total cost of purchasing","l10n_hr.l10n_hr_chart_template"
"hr_group_66","66","hr_group_6","MERCHANDISE GOODS","l10n_hr.l10n_hr_chart_template"
"hr_group_660","660","hr_group_66","Merchandise goods on stock","l10n_hr.l10n_hr_chart_template"
"hr_group_661","661","hr_group_66","Merchandise goods in others warehouse and in storefront","l10n_hr.l10n_hr_chart_template"
"hr_group_662","662","hr_group_66","Merchandise goods given in commission and consignment sale","l10n_hr.l10n_hr_chart_template"
"hr_group_663","663","hr_group_66","Merchandise goods in stores","l10n_hr.l10n_hr_chart_template"
"hr_group_664","664","hr_group_66","Tax included in value of merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_665","665","hr_group_66","Merchadise goods placed in tax-free warehouse or in free-trade area","l10n_hr.l10n_hr_chart_template"
"hr_group_666","666","hr_group_66","Finished goods in processing, finishing and manipulation phases","l10n_hr.l10n_hr_chart_template"
"hr_group_667","667","hr_group_66","Merchandise goods in transit","l10n_hr.l10n_hr_chart_template"
"hr_group_668","668","hr_group_66","Margin included in sale price of merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_669","669","hr_group_66","Value adjustment of merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_67","67","hr_group_6","ADVANCE PAYMENTS FOR MERCHANDISE GOODS","l10n_hr.l10n_hr_chart_template"
"hr_group_670","670","hr_group_67","Advance payments for merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_671","671","hr_group_67","Advance payments for merchandise goods import","l10n_hr.l10n_hr_chart_template"
"hr_group_672","672","hr_group_67","Advance payments to related party for merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_673","673","hr_group_67","Advances for biological asset purchases","l10n_hr.l10n_hr_chart_template"
"hr_group_679","679","hr_group_67","Value adjustment of advance payments for merchandise goods","l10n_hr.l10n_hr_chart_template"
"hr_group_68","68","hr_group_6","PROPERTIES AND ARTS HELD FOR SALE","l10n_hr.l10n_hr_chart_template"
"hr_group_680","680","hr_group_68","Property which is classified as held for sale- at cost","l10n_hr.l10n_hr_chart_template"
"hr_group_681","681","hr_group_68","Additions on the property held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_682","682","hr_group_68","Arts held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_683","683","hr_group_68","Property which is classified as held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_684","684","hr_group_68","Oldtimers for trading","l10n_hr.l10n_hr_chart_template"
"hr_group_685","685","hr_group_68","VAT included in arts and oldtimers","l10n_hr.l10n_hr_chart_template"
"hr_group_687","687","hr_group_68","Advance payments for the purchase of property held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_688","688","hr_group_68","Margin included in the sale price of property and arts held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_689","689","hr_group_68","Margin included in the sale price of property and arts held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_69","69","hr_group_6","NON-CURRENT ASSETS HELD FOR SALE","l10n_hr.l10n_hr_chart_template"
"hr_group_690","690","hr_group_69","Intangible assets held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_691","691","hr_group_69","Other property, plant and equipment held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_699","699","hr_group_69","Impairment of property, plant and equipment held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_7","7",,"EXPENSES AND INCOME FOR THE YEAR","l10n_hr.l10n_hr_chart_template"
"hr_group_70","70","hr_group_7","COST OF FINISHED GOODS SOLD AND COST OF SERVICES","l10n_hr.l10n_hr_chart_template"
"hr_group_700","700","hr_group_70","Cost of goods sold","l10n_hr.l10n_hr_chart_template"
"hr_group_701","701","hr_group_70","Costs of rendering services","l10n_hr.l10n_hr_chart_template"
"hr_group_702","702","hr_group_70","Costs of unused capacity","l10n_hr.l10n_hr_chart_template"
"hr_group_703","703","hr_group_70","Cost of sale of material and obsolete inventory","l10n_hr.l10n_hr_chart_template"
"hr_group_704","704","hr_group_70","Value adjustment of inventory","l10n_hr.l10n_hr_chart_template"
"hr_group_705","705","hr_group_70","Expenses which relates to previous periods- by mistake not show in previous periods","l10n_hr.l10n_hr_chart_template"
"hr_group_706","706","hr_group_70","Construction contracts losses","l10n_hr.l10n_hr_chart_template"
"hr_group_707","707","hr_group_70","Costs in relation with partnership agreement","l10n_hr.l10n_hr_chart_template"
"hr_group_708","708","hr_group_70","Cost of value adjustments of work in progress, semi-finished goods and finished goods","l10n_hr.l10n_hr_chart_template"
"hr_group_71","71","hr_group_7","COST OF GOODS SOLD","l10n_hr.l10n_hr_chart_template"
"hr_group_710","710","hr_group_71","Costs of goods sold","l10n_hr.l10n_hr_chart_template"
"hr_group_711","711","hr_group_71","Cost of property which is classified as held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_712","712","hr_group_71","Costs which relates to property, plant and equipment held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_713","713","hr_group_71","Costs of goods shortages ( due to evaporate), damages , breakage and goods write-off","l10n_hr.l10n_hr_chart_template"
"hr_group_714","714","hr_group_71","Costs of replacement of goods within the warranty period","l10n_hr.l10n_hr_chart_template"
"hr_group_715","715","hr_group_71","Cost of good sold which relates to previous periods- by mistake not show in previous periods","l10n_hr.l10n_hr_chart_template"
"hr_group_718","718","hr_group_71","Costs of value adjustments of merchandise goods and advance payments","l10n_hr.l10n_hr_chart_template"
"hr_group_719","719","hr_group_71","Impairment losses recognized on property, plant and equipment held for sale","l10n_hr.l10n_hr_chart_template"
"hr_group_72","72","hr_group_7","MANAGEMENT AND ADMINISTRATIVE OVERHEADS","l10n_hr.l10n_hr_chart_template"
"hr_group_720","720","hr_group_72","Cost of management, selling costs and administrative overheads","l10n_hr.l10n_hr_chart_template"
"hr_group_721","721","hr_group_72","Other operational expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_73","73","hr_group_7","OTHER EXPENSES ","l10n_hr.l10n_hr_chart_template"
"hr_group_730","730","hr_group_73","Loss on sale of property, plant and equipment (HSFI 8 t. 8.35.)","l10n_hr.l10n_hr_chart_template"
"hr_group_731","731","hr_group_73","Expenses based on material and unespected asset diposals ","l10n_hr.l10n_hr_chart_template"
"hr_group_732","732","hr_group_73","Losses due to dispossession or natural disasters on material assets","l10n_hr.l10n_hr_chart_template"
"hr_group_733","733","hr_group_73","Expenses based on material and unespected events","l10n_hr.l10n_hr_chart_template"
"hr_group_734","734","hr_group_73","Other expenses due to penalties, paid compensations and liabilities from subsequent events","l10n_hr.l10n_hr_chart_template"
"hr_group_735","735","hr_group_73","Unrealised losses","l10n_hr.l10n_hr_chart_template"
"hr_group_736","736","hr_group_73","The costs of goods sold in previous years (returned in this year)","l10n_hr.l10n_hr_chart_template"
"hr_group_737","737","hr_group_73","Losses from biological assets arising from valuation","l10n_hr.l10n_hr_chart_template"
"hr_group_738","738","hr_group_73","Losses from agricultural assets arising from valuation","l10n_hr.l10n_hr_chart_template"
"hr_group_74","74","hr_group_7","SHARE IN PROFIT/LOSS OF A GROUP AND IN ASSOCIATED UNDERTAKING","l10n_hr.l10n_hr_chart_template"
"hr_group_740","740","hr_group_74","Share in loss in a Group and in associated undertaking","l10n_hr.l10n_hr_chart_template"
"hr_group_745","745","hr_group_74","Share in profit in a Group and in associated undertaking","l10n_hr.l10n_hr_chart_template"
"hr_group_75","75","hr_group_7","REVENUE FROM SALE OF GOODS AND RENDERING OF SERVICES","l10n_hr.l10n_hr_chart_template"
"hr_group_750","750","hr_group_75","Sale of goods (analytics by goods or profit centres)","l10n_hr.l10n_hr_chart_template"
"hr_group_751","751","hr_group_75","Revenue from the rendering of services","l10n_hr.l10n_hr_chart_template"
"hr_group_752","752","hr_group_75","Revenue from the rendering of construction services- construction services agreement","l10n_hr.l10n_hr_chart_template"
"hr_group_753","753","hr_group_75","Sales incom from goods- foreign","l10n_hr.l10n_hr_chart_template"
"hr_group_754","754","hr_group_75","Sales incom from services - foreign","l10n_hr.l10n_hr_chart_template"
"hr_group_755","755","hr_group_75","Sale income from internal usage of own goods and services ","l10n_hr.l10n_hr_chart_template"
"hr_group_756","756","hr_group_75","Revenue from leases and rents","l10n_hr.l10n_hr_chart_template"
"hr_group_757","757","hr_group_75","Revenues form partnership agreement","l10n_hr.l10n_hr_chart_template"
"hr_group_758","758","hr_group_75","Other income from other sale","l10n_hr.l10n_hr_chart_template"
"hr_group_759","759","hr_group_75","Sale income from Group companies","l10n_hr.l10n_hr_chart_template"
"hr_group_76","76","hr_group_7","REVENUE FROM SALE OF MERCHANDISE GOODS","l10n_hr.l10n_hr_chart_template"
"hr_group_760","760","hr_group_76","Revenue from sale of goods","l10n_hr.l10n_hr_chart_template"
"hr_group_761","761","hr_group_76","Sales incom from goods- foreign","l10n_hr.l10n_hr_chart_template"
"hr_group_762","762","hr_group_76","Revenue from the rendering of merchandise services","l10n_hr.l10n_hr_chart_template"
"hr_group_763","763","hr_group_76","Income from sale of slow-moving inventory","l10n_hr.l10n_hr_chart_template"
"hr_group_764","764","hr_group_76","Income from sale of goods on commodity loan granted","l10n_hr.l10n_hr_chart_template"
"hr_group_765","765","hr_group_76","Sale income from internal usage of own merchandise goods ","l10n_hr.l10n_hr_chart_template"
"hr_group_766","766","hr_group_76","Income from sale of goods on financial leasing","l10n_hr.l10n_hr_chart_template"
"hr_group_767","767","hr_group_76","Income from sale of property, plan and equipment and arts (held for sale)","l10n_hr.l10n_hr_chart_template"
"hr_group_768","768","hr_group_76","Other income from sale of goods and rendering of merchandise services","l10n_hr.l10n_hr_chart_template"
"hr_group_769","769","hr_group_76","Sale income from Group companies","l10n_hr.l10n_hr_chart_template"
"hr_group_77","77","hr_group_7","FINANCIAL INCOME","l10n_hr.l10n_hr_chart_template"
"hr_group_770","770","hr_group_77","Dividends income, interest income, foreign exchange difference and other financial income from a Group transactions","l10n_hr.l10n_hr_chart_template"
"hr_group_771","771","hr_group_77","Interest income","l10n_hr.l10n_hr_chart_template"
"hr_group_772","772","hr_group_77","Income from exchange difference on translation of foreign operations and other income","l10n_hr.l10n_hr_chart_template"
"hr_group_773","773","hr_group_77","Income from dividends and share in result","l10n_hr.l10n_hr_chart_template"
"hr_group_774","774","hr_group_77","Financial income  from long term financial asset and loans given","l10n_hr.l10n_hr_chart_template"
"hr_group_775","775","hr_group_77","Dividends income from associated undertakings ","l10n_hr.l10n_hr_chart_template"
"hr_group_776","776","hr_group_77","Unrealized gains from financial assets","l10n_hr.l10n_hr_chart_template"
"hr_group_777","777","hr_group_77","Income from negative goodwill","l10n_hr.l10n_hr_chart_template"
"hr_group_778","778","hr_group_77","Financial fees income","l10n_hr.l10n_hr_chart_template"
"hr_group_779","779","hr_group_77","Other financial income","l10n_hr.l10n_hr_chart_template"
"hr_group_78","78","hr_group_7","OTHER OPERATIONAL INCOME","l10n_hr.l10n_hr_chart_template"
"hr_group_780","780","hr_group_78","Income from liability write off and from discounts received","l10n_hr.l10n_hr_chart_template"
"hr_group_781","781","hr_group_78","Net gain on disposal of assets, surpluses and evaluation","l10n_hr.l10n_hr_chart_template"
"hr_group_782","782","hr_group_78","Income from reversal of value adjustment and provisions and collected receivables written off","l10n_hr.l10n_hr_chart_template"
"hr_group_783","783","hr_group_78","Income from grants, subsidies and compensations","l10n_hr.l10n_hr_chart_template"
"hr_group_784","784","hr_group_78","Income from losses and revaluations reversals","l10n_hr.l10n_hr_chart_template"
"hr_group_785","785","hr_group_78","Other operational income","l10n_hr.l10n_hr_chart_template"
"hr_group_786","786","hr_group_78","Income from government grants","l10n_hr.l10n_hr_chart_template"
"hr_group_787","787","hr_group_78","Gains from biological assets arising from valuation","l10n_hr.l10n_hr_chart_template"
"hr_group_788","788","hr_group_78","Revenues from the sale of a significant part of the assets","l10n_hr.l10n_hr_chart_template"
"hr_group_789","789","hr_group_78","Other income (free deliverables, non-operational income)","l10n_hr.l10n_hr_chart_template"
"hr_group_79","79","hr_group_7","DIFFERENCE BETWEEN INCOME AND EXPENSES","l10n_hr.l10n_hr_chart_template"
"hr_group_790","790","hr_group_79","Difference between income and expenses","l10n_hr.l10n_hr_chart_template"
"hr_group_8","8",,"FINANCIAL RESULT","l10n_hr.l10n_hr_chart_template"
"hr_group_80","80","hr_group_8","PROFIT OR LOSS FOR THE YEAR","l10n_hr.l10n_hr_chart_template"
"hr_group_800","800","hr_group_80","Profit before tax","l10n_hr.l10n_hr_chart_template"
"hr_group_801","801","hr_group_80","Loss before tax","l10n_hr.l10n_hr_chart_template"
"hr_group_803","803","hr_group_80","Income tax expense","l10n_hr.l10n_hr_chart_template"
"hr_group_804","804","hr_group_80","Profit or loss for the year","l10n_hr.l10n_hr_chart_template"
"hr_group_81","81","hr_group_8","PROFIT OR LOSS  FROM DISCONTINUED OPERATIONS (APPLICABLE FOR COMPANIES WHICH USE MSFI AND HAVE DISCONTINUED OPERATIONS) ","l10n_hr.l10n_hr_chart_template"
"hr_group_810","810","hr_group_81","Profit before tax from discontinued operations","l10n_hr.l10n_hr_chart_template"
"hr_group_811","811","hr_group_81","Loss before tax from discontinued operations","l10n_hr.l10n_hr_chart_template"
"hr_group_812","812","hr_group_81","Income tax expense from discontinued operations","l10n_hr.l10n_hr_chart_template"
"hr_group_813","813","hr_group_81","Profit or loss for the year from discontinued operations","l10n_hr.l10n_hr_chart_template"
"hr_group_82","82","hr_group_8","TOTAL PROFIT OR LOSS FOR THE YEAR  (APPLICABLE FOR COMPANIES WHICH USE MSFI AND HAVE DISCONTINUED OPERATIONS) ","l10n_hr.l10n_hr_chart_template"
"hr_group_820","820","hr_group_82","Profit before tax","l10n_hr.l10n_hr_chart_template"
"hr_group_821","821","hr_group_82","Loss before tax","l10n_hr.l10n_hr_chart_template"
"hr_group_822","822","hr_group_82","Income tax expense","l10n_hr.l10n_hr_chart_template"
"hr_group_823","823","hr_group_82","Profit or loss for the year","l10n_hr.l10n_hr_chart_template"
"hr_group_83","83","hr_group_8","PROFIT OR LOSS FOR THE YEAR  ATTRIBUTEBLE TO OTHERS ","l10n_hr.l10n_hr_chart_template"
"hr_group_830","830","hr_group_83","Profit for the year attributable to ordinary equity holders of the parent","l10n_hr.l10n_hr_chart_template"
"hr_group_831","831","hr_group_83","Loss for the year attributable to ordinary equity holders of the parent","l10n_hr.l10n_hr_chart_template"
"hr_group_832","832","hr_group_83","Profit for the year attributable to non- controlling interests","l10n_hr.l10n_hr_chart_template"
"hr_group_833","833","hr_group_83","Loss for the year attributable to non- controlling interests","l10n_hr.l10n_hr_chart_template"
