"id","parent_id","active","code","name","account_type","reconcile","name@es"
"l10n_do_31020400","account_group_3102","True","31020400","Surplus from revaluation of furniture and equipment","equity","False","Superávit por Revaluación de Mobiliario y Equipo"
"l10n_do_32010100","account_group_3201","True","32010100","Legal Reserve","equity","False","Reserva Legal"
"l10n_do_33010100","account_group_3301","True","33010100","Utilidades de Ejercicios Anteriores","equity","False",""
"l10n_do_33010200","account_group_3301","True","33010200","Prior Years' Losses","equity","False","Pérdidas de Ejercicios Anteriores"
"l10n_do_33020100","account_group_3302","True","33020100","Profit for the year","equity","False","Utilidad del Ejercicio"
"l10n_do_33020200","account_group_3302","True","33020200","Loss for the year","equity","False","Pérdidas del Ejercicio"
"l10n_do_33040100","account_group_3304","True","33040100","Surplus in Reserve","equity","False","Superávit en Reserva"
"l10n_do_33040200","account_group_3304","True","33040200","Deficit in Reserve","equity","False","Déficit en Reserva"
"l10n_do_41010100","account_group_4101","True","41010100","Sales of Goods","income","False","Ventas de Bienes"
"l10n_do_41010200","account_group_4101","True","41010200","Sales from Exports of Goods","income","False","Ventas por Exportaciones de Bienes"
"l10n_do_41020100","account_group_4102","True","41020100","Sales of Services","income","False","Ventas de Servicios"
"l10n_do_41020200","account_group_4102","True","41020200","Sales from Services Exports","income","False","Ventas por Exportaciones de Servicios"
"l10n_do_41030100","account_group_4103","True","41030100","Return of Goods","income","False","Devoluciones de Bienes"
"l10n_do_41030200","account_group_4103","True","41030200","Returns for Services","income","False","Devoluciones por Servicios"
"l10n_do_41040100","account_group_4104","True","41040100","Sales discounts (per NC)","income","False","Descuentos por Ventas (por NC)"
"l10n_do_42010100","account_group_4201","True","42010100","Interest on Certificates","income","False","Intereses sobre Certificados"
"l10n_do_42010200","account_group_4201","True","42010200","Interest on Bank Accounts","income","False","Intereses por Cuentas Bancarias"
"l10n_do_42010300","account_group_4201","True","42010300","Interest on financing","income","False","Intereses por Financiamientos"
"l10n_do_42020100","account_group_4202","True","42020100","Revenues from Sales of Depreciable Assets (CAT II and III)","income","False","Ingresos por Ventas de Activos Depreciables (CAT II y III)"
"l10n_do_42030100","account_group_4203","True","42030100","Dividend Income Earned","income","False","Ingresos por Dividendos Ganados"
"l10n_do_42040100","account_group_4204","True","42040100","Income from Exchange Differences","income_other","False","Ingresos por Diferencia Cambiaria"
"l10n_do_42040200","account_group_4204","True","42040200","Collection of uncollectible accounts","income_other","False","Cobro de Cuentas Incobrables"
"l10n_do_42040300","account_group_4204","True","42040300","Surplus Cash Revenues","income_other","False","Ingresos por Sobrante en Caja"
"l10n_do_42040400","account_group_4204","True","42040400","Cash Discount Gain","income_other","False","Ganancia por descuento"
"l10n_do_51010100","account_group_5101","True","51010100","Cost of Goods","expense_direct_cost","False","Costos de Bienes"
"l10n_do_51010200","account_group_5101","True","51010200","Cost of Services","expense_direct_cost","False","Costos de Servicios"
"l10n_do_51010300","account_group_5101","True","51010300","Price Difference","expense_direct_cost","False","Diferencia en Precio"
"l10n_do_51010500","account_group_5101","True","51010500","ITBIS carried at Cost","expense_direct_cost","False","ITBIS llevado al Costo"
"l10n_do_51020100","account_group_5102","True","51020100","Raw material costs","expense_direct_cost","False","Costos de Materia Prima"
"l10n_do_51020200","account_group_5102","True","51020200","Labor Costs","expense_direct_cost","False","Costos de Mano de Obra"
"l10n_do_51020300","account_group_5102","True","51020300","Indirect Costs","expense_direct_cost","False","Costos Indirectos"
"l10n_do_51020400","account_group_5102","True","51020400","Import Costs","expense_direct_cost","False","Costos de Importación"
"l10n_do_61010100","account_group_610101","True","61010100","Wages and Salaries","expense","False","Sueldos y Salarios"
"l10n_do_61010102","account_group_610101","True","61010102","Contribution to the Pension Fund Administrators (AFP)","expense","False","Contribución a la Administradora de Fondos de Pensiones (AFP)"
"l10n_do_61010103","account_group_610101","True","61010103","Contribution to Occupational Risk Insurance (SRL)","expense","False","Contribución al Seguro Riesgo Laboral (SRL)"
"l10n_do_61010104","account_group_610101","True","61010104","Contribution to the Family Health Insurance (FHIS)","expense","False","Contribución al Seguro Familiar de Salud (SFS)"
"l10n_do_61010200","account_group_610102","True","61010200","Easter Royalty","expense","False","Regalía Pascual"
"l10n_do_61010201","account_group_610102","True","61010201","Contribution to the Health Risk Management System (ARS)","expense","False","Contribución a la Administradora de Riesgos de Salud (ARS)"
"l10n_do_61010202","account_group_610102","True","61010202","Contribution to Staff Insurance","expense","False","Contribución a Seguros del Personal"
"l10n_do_61010203","account_group_610102","True","61010203","Contribution to Supplemental Health Plans","expense","False","Contribución a Planes Complementarios de Salud"
"l10n_do_61010204","account_group_610102","True","61010204","Life Insurance Contribution","expense","False","Contribución Seguros de Vida"
"l10n_do_61010205","account_group_610102","True","61010205","Contribution to INFOTEP","expense","False","Contribución al INFOTEP"
"l10n_do_61010300","account_group_6101","True","61010300","Supplementary Remuneration","expense","False","Retribuciones Complementarias"
"l10n_do_61010400","account_group_6101","True","61010400","Vacation Bonus","expense","False","Bono Vacacional"
"l10n_do_61010500","account_group_6101","True","61010500","Performance Bonus","expense","False","Bono por Desempeño"
"l10n_do_61010600","account_group_6101","True","61010600","Employee Commissions","expense","False","Comisiones a Empleados"
"l10n_do_61010700","account_group_6101","True","61010700","Indemnifications","expense","False","Indemnizaciones"
"l10n_do_61010800","account_group_6101","True","61010800","Bonuses and Gratuities","expense","False","Bonificaciones y Gratificaciones"
"l10n_do_61010900","account_group_6101","True","61010900","Meals or Per Diems to Personnel","expense","False","Comidas o Dietas al Personal"
"l10n_do_61011000","account_group_6101","True","61011000","Courses and Training","expense","False","Cursos y Entrenamientos"
"l10n_do_61011100","account_group_6101","True","61011100","Labor Benefits (Notice and Severance Pay)","expense","False","Prestaciones Laborales (Preaviso y Cesantia)"
"l10n_do_61011200","account_group_6101","True","61011200","Incentives","expense","False","Incentivos"
"l10n_do_61011300","account_group_6101","True","61011300","Overtime","expense","False","Horas Extras"
"l10n_do_61011400","account_group_6101","True","61011400","Uniforms","expense","False","Uniformes"
"l10n_do_61011500","account_group_6101","True","61011500","Other Personnel Expenses","expense","False","Otros Gastos de Personal"
"l10n_do_61020100","account_group_6102","True","61020100","Electric Power","expense","False","Energía Eléctrica"
"l10n_do_61020200","account_group_6102","True","61020200","Communications","expense","False","Comunicaciones"
"l10n_do_61020300","account_group_6102","True","61020300","Office Supplies (Stationery and supplies)","expense","False","Suministros de Oficina (Papelería y útiles)"
"l10n_do_61020400","account_group_6102","True","61020400","Cleaning and Cleaning Supplies","expense","False","Útiles de Aseo y Limpieza"
"l10n_do_61020500","account_group_6102","True","61020500","Water and Garbage","expense","False","Agua y Basura"
"l10n_do_61020600","account_group_6102","True","61020600","Building and Premises Insurance","expense","False","Seguro de Edificio y Locales"
"l10n_do_61020700","account_group_6102","True","61020700","Fuels and Lubricants","expense","False","Combustibles y Lubricantes"
"l10n_do_61020800","account_group_6102","True","61020800","Rentals / Leases","expense","False","Alquileres / Arrendamientos"
"l10n_do_61020900","account_group_6102","True","61020900","Franchises","expense","False","Franquicias"
"l10n_do_61021000","account_group_6102","True","61021000","Events","expense","False","Eventos"
"l10n_do_61021100","account_group_6102","True","61021100","Insurance","expense","False","Seguros"
"l10n_do_61021200","account_group_6102","True","61021200","Messaging Services","expense","False","Servicios de Mensajería"
"l10n_do_61021300","account_group_6102","True","61021300","Freight and Cargo","expense","False","Flete y Carga"
"l10n_do_61021400","account_group_6102","True","61021400","Fees and Subscriptions","expense","False","Cuotas y Suscripciones"
"l10n_do_61021500","account_group_6102","True","61021500","Hotel Accommodations","expense","False","Alojamiento en Hoteles"
"l10n_do_61030101","account_group_610301","True","61030101","Legal (Individual)","expense","False","Legales (P. Física)"
"l10n_do_61030102","account_group_610301","True","61030102","Accounting and Auditing (Individual)","expense","False","Contabilidad y Auditoría (P. Física)"
"l10n_do_61030103","account_group_610301","True","61030103","Technology (Individual)","expense","False","Tecnología (P. Física)"
"l10n_do_61030104","account_group_610301","True","61030104","Plant Maintenance (Individual)","expense","False","Mantenimientos de Planta (P. Física)"
"l10n_do_61030105","account_group_610301","True","61030105","Premises Maintenance (Personal)","expense","False","Mantenimientos de Local (P. Física)"
"l10n_do_61030106","account_group_610301","True","61030106","Furniture and Equipment Maintenance (Personal)","expense","False","Mantenimientos Mobiliarios y Equipos (P. Física)"
"l10n_do_61030107","account_group_610301","True","61030107","Counseling (Individual)","expense","False","Asesorías (P. Física)"
"l10n_do_61030108","account_group_610301","True","61030108","Fumigation (Individal)","expense","False","Fumigaciones (P. Física)"
"l10n_do_61030109","account_group_610301","True","61030109","Copies and Scans (Individual)","expense","False","Copias y Escaneos (P. Física)"
"l10n_do_61030110","account_group_610301","True","61030110","Surveillance Services (Individual)","expense","False","Servicios de Vigilancia (P. Física)"
"l10n_do_61030111","account_group_610301","True","61030111","Other Professional Services (Individual)","expense","False","Otros Servicios Profesionales (P. Física)"
"l10n_do_61030201","account_group_610302","True","61030201","Legal (Legal)","expense","False","Legales (P. Jurídica)"
"l10n_do_61030202","account_group_610302","True","61030202","Accounting and Auditing (Legal)","expense","False","Contabilidad y Auditoría (P. Jurídica)"
"l10n_do_61030203","account_group_610302","True","61030203","Technology (Legal)","expense","False","Tecnología (P. Jurídica)"
"l10n_do_61030204","account_group_610302","True","61030204","Plant Maintenance (Legal)","expense","False","Mantenimiento de Planta (P. Jurídica)"
"l10n_do_61030205","account_group_610302","True","61030205","Maintenance of Premises (Legal","expense","False","Mantenimiento del Local (P. Jurídica)"
"l10n_do_61030206","account_group_610302","True","61030206","Furniture and Equipment Maintenance (Legal)","expense","False","Mantenimiento Mobiliario y Equipos (P. Jurídica)"
"l10n_do_61030207","account_group_610302","True","61030207","Counseling (Legal)","expense","False","Asesorías (P. Jurídica)"
"l10n_do_61030208","account_group_610302","True","61030208","Fumigation (Legal)","expense","False","Fumigaciones (P. Jurídica)"
"l10n_do_61030209","account_group_610302","True","61030209","Copies and Scans (Legal)","expense","False","Copias y Escaneos (P. Jurídica)"
"l10n_do_61030210","account_group_610302","True","61030210","Surveillance Services (Legal)","expense","False","Servicios de Vigilancia (P. Jurídica)"
"l10n_do_61030211","account_group_610302","True","61030211","Other Professional Services (Legal)","expense","False","Otros Servicios Profesionales  (P. Jurídica)"
"l10n_do_61030301","account_group_610303","True","61030301","Foreign Service Fees - Related","expense","False","Honorarios por Servicios del Exterior - Relacionadas"
"l10n_do_61030302","account_group_610303","True","61030302","Foreign Services Fees - Third Parties","expense","False","Honorarios por Servicios del Exterior - Terceros"
"l10n_do_61040100","account_group_6104","True","61040100","Building Depreciation Expense","expense_depreciation","False","Gastos por Depreciación de Edificios"
"l10n_do_61040200","account_group_6104","True","61040200","Transportation Equipment Depreciation Expense","expense_depreciation","False","Gastos por Depreciación de Equipo de Transporte"
"l10n_do_61040300","account_group_6104","True","61040300","Depreciation and amortization expense","expense_depreciation","False","Gastos por Depreciación de Mobiliario y Equipos"
"l10n_do_61040400","account_group_6104","True","61040400","Machinery Depreciation Expense","expense_depreciation","False","Gastos por Depreciación de Maquinaria"
"l10n_do_61040500","account_group_6104","True","61040500","Tools Depreciation Expense","expense_depreciation","False","Gastos por Depreciación de Herramientas"
"l10n_do_61040600","account_group_6104","True","61040600","Depreciation and amortization expense","expense_depreciation","False","Gastos por Depreciación de Mobiliario y Equipos"
"l10n_do_61050100","account_group_6105","True","61050100","Building Repair Expenses","expense","False","Gastos por Reparación de Edificios"
"l10n_do_61050200","account_group_6105","True","61050200","Transportation Equipment Repair Expenses","expense","False","Gastos por Reparación de Equipo de Transporte"
"l10n_do_61050300","account_group_6105","True","61050300","Furniture and Equipment Repair Expenses","expense","False","Gastos por Reparación de Mobiliario y Equipos"
"l10n_do_61050400","account_group_6105","True","61050400","Machinery Repair Expenses","expense","False","Gastos por Reparación de Maquinaria"
"l10n_do_61050500","account_group_6105","True","61050500","Tool Repair Expenses","expense","False","Gastos por Reparación de Herramientas"
"l10n_do_61050600","account_group_6105","True","61050600","Expenses for Repair of Facilities","expense","False","Gastos por Reparación de Instalaciones"
"l10n_do_61060100","account_group_6106","True","61060100","Public Relations","expense","False","Relaciones Públicas"
"l10n_do_61060200","account_group_6106","True","61060200","Advertising","expense","False","Publicidad"
"l10n_do_61060300","account_group_6106","True","61060300","Travel and Representation Expenses","expense","False","Gastos de Viajes y Representación"
"l10n_do_61060400","account_group_6106","True","61060400","Donations","expense","False","Donaciones"
"l10n_do_61060500","account_group_6106","True","61060500","Donations to ProIndustria (Law 392-07)","expense","False","Donaciones a ProIndustria (Ley 392-07)"
"l10n_do_61060600","account_group_6106","True","61060600","Promotions","expense","False","Promociones"
"l10n_do_61060700","account_group_6106","True","61060700","Restaurant Expenses","expense","False","Gastos en Restaurantes"
"l10n_do_61070100","account_group_6107","True","61070100","Financial Loan Expenses","expense","False",""
"l10n_do_61070200","account_group_6107","True","61070200","Withholding for Checks or Wire Transfers (0.15%)","expense","False","Retención por Cheques o Transferencias Electrónicas (0.15%)"
"l10n_do_61070300","account_group_6107","True","61070300","Bank Interest","expense","False","Intereses Bancarios"
"l10n_do_61070400","account_group_6107","True","61070400","Banking Commissions","expense","False","Comisiones Bancarias"
"l10n_do_61070500","account_group_6107","True","61070500","Credit Card Fees","expense","False","Comisiones de Tarjeta de Crédito"
"l10n_do_61070600","account_group_6107","True","61070600","Bank Charges","expense","False","Cargos Bancarios"
"l10n_do_61070700","account_group_6107","True","61070700","Bank Loan Insurance","expense","False","Seguro sobre Préstamos Bancarios"
"l10n_do_61070800","account_group_6107","True","61070800","Foreign exchange losses","expense","False","Pérdidas por Diferencia Cambiaria"
"l10n_do_61070900","account_group_6107","True","61070900","Other Financial Expenses","expense","False","Otro Gastos Financieros"
"l10n_do_61080100","account_group_6108","True","61080100","Cash Shortage Losses","expense","False","Pérdidas por Faltante en Caja"
"l10n_do_61080200","account_group_6108","True","61080200","Losses on Sales of Fixed Assets","expense","False","Pérdidas por Ventas de Activos Fijos"
"l10n_do_61080300","account_group_6108","True","61080300","Losses on uncollectible accounts","expense","False","Pérdidas por Cuentas Incobrables"
"l10n_do_61080500","account_group_6108","True","61080500","Asset Taxes","expense","False","Impuestos a los Activos"
"l10n_do_61080600","account_group_6108","True","61080600","Penalty Expenses/DGII Charges","expense","False","Gastos por Penalidades/Recargos de DGII"
"l10n_do_61080700","account_group_6108","True","61080700","TSS Penalty Charges/Penalty Expenses","expense","False","Gastos por Penalidades/Recargos de TSS"
"l10n_do_61080800","account_group_6108","True","61080800","Expenses without Vouchers","expense","False","Gastos sin Comprobantes"
"l10n_do_61080900","account_group_6108","True","61080900","Non-Deductible Expenses","expense","False","Gastos No Deducibles"
"l10n_do_61081000","account_group_6108","True","61081000","Cash Discount Loss","expense","False","Pérdida por descuento"
"l10n_do_71010100","account_group_7101","True","71010100","Profit or Loss","equity_unaffected","False","Ganancias o Pérdidas"
"l10n_do_71020100","account_group_71","True","71020100","Tax Expenses","expense","False","Gastos por Impuestos"
"l10n_do_71020200","account_group_71","True","71020200","Income tax expense","expense","False","Gastos por ISR"
