"id","code","exception","name","tax_ipi_id:id","tax_ii_id:id","uoe_id:id","active"
"ncm_29157020","2915.70.20","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácido palmítico, ácido esteárico, seus sais e seus ésteres Ácido esteárico","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29157031","2915.70.31","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácido palmítico, ácido esteárico, seus sais e seus ésteres Sais do ácido esteárico De zinco","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29157039","2915.70.39","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácido palmítico, ácido esteárico, seus sais e seus ésteres Sais do ácido esteárico Outros","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29157040","2915.70.40","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácido palmítico, ácido esteárico, seus sais e seus ésteres Ésteres do ácido esteárico","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159010","2915.90.10","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Cloreto de cloroacetila","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159021","2915.90.21","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanoico, seus sais e seus ésteres Ácido 2-etilexanoico (ácido 2-etilexoico)","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159022","2915.90.22","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanoico, seus sais e seus ésteres 2-Etilexanoato de estanho II","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159023","2915.90.23","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanoico, seus sais e seus ésteres Di(2-etilexanoato) de trietilenoglicol","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159024","2915.90.24","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanoico, seus sais e seus ésteres Cloreto de 2-etilexanoíla","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159029","2915.90.29","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido 2-etilexanoico, seus sais e seus ésteres Outros","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159031","2915.90.31","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido mirístico; ácido caprílico; seus sais e seus ésteres Ácido mirístico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159032","2915.90.32","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido mirístico; ácido caprílico; seus sais e seus ésteres Ácido caprílico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159033","2915.90.33","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido mirístico; ácido caprílico; seus sais e seus ésteres Miristato de isopropila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159039","2915.90.39","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido mirístico; ácido caprílico; seus sais e seus ésteres Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159041","2915.90.41","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido láurico, seus sais e seus ésteres Ácido láurico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29159043","2915.90.43","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido láurico, seus sais e seus ésteres Laurato de pentaclorobifenila","tax_ipi_0","","uom.product_uom_kgm","True"
"ncm_29159049","2915.90.49","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Ácido láurico, seus sais e seus ésteres Outros","tax_ipi_0","","uom.product_uom_kgm","True"
"ncm_29159050","2915.90.50","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Peróxidos de ácidos","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159060","2915.90.60","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Peroxiácidos","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29159090","2915.90.90","","Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161110","2916.11.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácido acrílico e seus sais Ácido acrílico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161120","2916.11.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácido acrílico e seus sais Sais","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161210","2916.12.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido acrílico De metila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161220","2916.12.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido acrílico De etila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161230","2916.12.30","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido acrílico De butila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161240","2916.12.40","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido acrílico De 2-etilexila","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161290","2916.12.90","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido acrílico Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161310","2916.13.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácido metacrílico e seus sais Ácido metacrílico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161320","2916.13.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácido metacrílico e seus sais Sais","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161410","2916.14.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido metacrílico De metila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161420","2916.14.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido metacrílico De etila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161430","2916.14.30","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido metacrílico De n-butila","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161490","2916.14.90","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ésteres do ácido metacrílico Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161511","2916.15.11","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácidos oleico, linoleico ou linolênico, seus sais e seus ésteres Ácido oleico, seus sais e seus ésteres Oleato de manitol","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161519","2916.15.19","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácidos oleico, linoleico ou linolênico, seus sais e seus ésteres Ácido oleico, seus sais e seus ésteres Outros","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161520","2916.15.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Ácidos oleico, linoleico ou linolênico, seus sais e seus ésteres Ácido linoleico; ácido linolênico; seus sais e seus ésteres","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161600","2916.16.00","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Binapacril (ISO)","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161911","2916.19.11","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido sórbico, seus sais e seus ésteres Sorbato de potássio","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29161919","2916.19.19","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido sórbico, seus sais e seus ésteres Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161921","2916.19.21","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido undecilênico, seus sais e seus ésteres Ácido undecilênico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161922","2916.19.22","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido undecilênico, seus sais e seus ésteres Undecilenato de metila","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161923","2916.19.23","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido undecilênico, seus sais e seus ésteres Undecilenato de zinco","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161929","2916.19.29","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Ácido undecilênico, seus sais e seus ésteres Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29161990","2916.19.90","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e peroxiácidos e seus derivados: -- Outros Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162011","2916.20.11","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Ácido 3-(2,2-dibromovinil)-2,2-dimetilciclopropanocarboxílico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162012","2916.20.12","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Cloreto do ácido 3-(2,2-diclorovinil)-2,2-dimetilciclopropanocarboxílico (DVO)","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162013","2916.20.13","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Aletrinas","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162014","2916.20.14","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Permetrina","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29162015","2916.20.15","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Bifentrina","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162019","2916.20.19","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Derivados do ácido ciclopropanocarboxílico Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29162090","2916.20.90","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163110","2916.31.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Ácido benzoico","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163121","2916.31.21","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Sais De sódio","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163122","2916.31.22","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Sais De amônio","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163129","2916.31.29","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Sais Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163131","2916.31.31","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Ésteres De metila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163132","2916.31.32","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Ésteres De benzila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163139","2916.31.39","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido benzoico, seus sais e seus ésteres Ésteres Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163210","2916.32.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Peróxido de benzoíla e cloreto de benzoíla Peróxido de benzoíla","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163220","2916.32.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Peróxido de benzoíla e cloreto de benzoíla Cloreto de benzoíla","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163400","2916.34.00","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Ácido fenilacético e seus sais","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163910","2916.39.10","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Outros Cloreto de 4-cloro-alfa-(1-metiletil)benzenoacetila","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163920","2916.39.20","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Outros Ibuprofeno","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163930","2916.39.30","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Outros Ácido 4-cloro-3-nitrobenzoico","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
"ncm_29163940","2916.39.40","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Outros Perbenzoato de ter-butila","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_29163990","2916.39.90","","Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados: -- Outros Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm","True"
