"id","item","code","segment","name","ncms"
"cest_0802200","22.0","08.022.00","08","Termômetros, suas partes e acessórios","90251190,90259010"
"cest_0802300","23.0","08.023.00","08","Pirômetros, suas partes e acessórios","902519 ,90259090"
"cest_0900100","1.0","09.001.00","09","Lâmpadas elétricas","8539"
"cest_0900200","2.0","09.002.00","09","Lâmpadas eletrônicas","8540"
"cest_0900300","3.0","09.003.00","09","Reatores para lâmpadas ou tubos de descargas","85041000"
"cest_0900400","4.0","09.004.00","09","“Starter”","853650"
"cest_0900500","5.0","09.005.00","09","Lâmpadas de LED (Diodos Emissores de Luz)","85395000"
"cest_1000100","1.0","10.001.00","10","Cal","2522"
"cest_1000200","2.0","10.002.00","10","Argamassas","3816001,38245000"
"cest_1000300","3.0","10.003.00","10","Outras argamassas","32149000"
"cest_1000400","4.0","10.004.00","10","Silicones em formas primárias, para uso na construção","391000"
"cest_1000500","5.0","10.005.00","10","Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção","3916"
"cest_1000600","6.0","10.006.00","10","Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção","3917"
"cest_1000700","7.0","10.007.00","10","Revestimento de pavimento de PVC e outros plásticos","3918"
"cest_1000800","8.0","10.008.00","10","Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plásticos, mesmo em rolos, para uso na construção","3919"
"cest_1000900","9.0","10.009.00","10","Veda rosca, lona plástica para uso na construção, fitas isolantes e afins","3919,3920,3921"
"cest_1001000","10.0","10.010.00","10","Telha de plástico, mesmo reforçada com fibra de vidro","3921"
"cest_1001100","11.0","10.011.00","10","Cumeeira de plástico, mesmo reforçada com fibra de vidro","3921"
"cest_1001200","12.0","10.012.00","10","Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos no CEST 10.010.00 e 10.011.00","3921"
"cest_1001300","13.0","10.013.00","10","Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos","3922"
"cest_1001400","14.0","10.014.00","10","Artefatos de higiene/toucador de plástico, para uso na construção","3924"
"cest_1001500","15.0","10.015.00","10","Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro","39251000"
"cest_1001600","16.0","10.016.00","10","Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro","392590"
"cest_1001700","17.0","10.017.00","10","Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00","39251000,392590"
"cest_1001800","18.0","10.018.00","10","Portas, janelas e seus caixilhos, alizares e soleiras","39252000"
"cest_1001900","19.0","10.019.00","10","Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes","39253000"
"cest_1002000","20.0","10.020.00","10","Outras obras de plástico, para uso na construção","392690"
"cest_1002100","21.0","10.021.00","10","Papel de parede e revestimentos de parede semelhantes; papel para vitrais","4814"
"cest_1002200","22.0","10.022.00","10","Telhas de concreto","68101900"
"cest_1002300","23.0","10.023.00","10","Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose","6811"
"cest_1002400","24.0.","10.024.00","10","Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no CEST 10.023.00","6811"
"cest_1002500","25.0","10.025.00","10","Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes","69010000"
"cest_1002600","26.0","10.026.00","10","Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes","6902"
"cest_1002700","27.0","10.027.00","10","Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica","6904"
"cest_1002800","28.0","10.028.00","10","Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção","6905"
"cest_1002900","29.0","10.029.00","10","Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica","69060000"
"cest_1003000","30.0","10.030.00","10","Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento","6907"
"cest_1003001","30.1.","10.030.01","10","Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte, exceto os descritos CEST 10.030.00","6907"
"cest_1003100","31.0","10.031.00","10","Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica","6910"
"cest_1003200","32.0","10.032.00","10","Artefatos de higiene/toucador de cerâmica","69120000"
"cest_1003300","33.0","10.033.00","10","Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","7003"
"cest_1003400","34.0","10.034.00","10","Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","7004"
"cest_1003500","35.0","10.035.00","10","Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","7005"
"cest_1003600","36.0","10.036.00","10","Vidros temperados","70071900"
"cest_1003700","37.0","10.037.00","10","Vidros laminados","70072900"
"cest_1003800","38.0","10.038.00","10","Vidros isolantes de paredes múltiplas","7008"
"cest_1003900","39.0","10.039.00","10","Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes","7016"
"cest_1004000","40.0","10.040.00","10","Barras próprias para construções, exceto vergalhões","72142000"
"cest_1004100","41.0","10.041.00","10","Outras barras próprias para construções, exceto vergalhões","73089010"
"cest_1004200","42.0","10.042.00","10","Vergalhões","72142000"
"cest_1004300","43.0","10.043.00","10","Outros vergalhões","7213,73089010"
"cest_1004400","44.0","10.044.00","10","Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos","72171090,7312"
"cest_1004500","45.0","10.045.00","10","Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso","72172010"
"cest_1004501","45.1","10.045.01","10","Outros fios de ferro ou aço, não ligados, galvanizados","72172090"
"cest_1004600","46.0","10.046.00","10","Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço","7307"
"cest_1004700","47.0","10.047.00","10","Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço","73083000"
"cest_1004800","48.0","10.048.00","10","Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço","73084000,730890"
"cest_1004900","49.0","10.049.00","10","Treliças de aço","73084000"
"cest_1005000","50.0","10.050.00","10","Telhas metálicas","73089090"
"cest_1005100","51.0","10.051.00","10","Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção","7310"
"cest_1005200","52.0","10.052.00","10","Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas","73130000"
"cest_1005300","53.0","10.053.00","10","Telas metálicas, grades e redes, de fios de ferro ou aço","7314"
"cest_1005400","54.0","10.054.00","10","Correntes de rolos, de ferro fundido, ferro ou aço","73151100"
"cest_1005500","55.0","10.055.00","10","Outras correntes de elos articulados, de ferro fundido, ferro ou aço","73151290"
"cest_1005600","56.0","10.056.00","10","Correntes de elos soldados, de ferro fundido, de ferro ou aço","73158200"
"cest_1005700","57.0","10.057.00","10","Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre","731700"
"cest_1005800","58.0","10.058.00","10","Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço","7318"
"cest_1005900","59.0","10.059.00","10","Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00","7323"
"cest_1005901","59.1","10.059.01","10","Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00","7323"
"cest_1006000","60.0","10.060.00","10","Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção","7324"
"cest_1006100","61.0","10.061.00","10","Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção","7325"
"cest_1006200","62.0","10.062.00","10","Abraçadeiras","7326"
"cest_1006300","63.0","10.063.00","10","Barras de cobre","7407"
"cest_1006400","64.0","10.064.00","10","Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção","74111010"
"cest_1006500","65.0","10.065.00","10","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção","7412"
"cest_1006600","66.0","10.066.00","10","Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre","7415"
"cest_1006700","67.0","10.067.00","10","Artefatos de higiene/toucador de cobre, para uso na construção","74182000"
"cest_1006800","68.0","10.068.00","10","Manta de subcobertura aluminizada","76071990"
"cest_1006900","69.0","10.069.00","10","Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção","7608"
"cest_1007000","70.0","10.070.00","10","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção","76090000"
"cest_1007100","71.0","10.071.00","10","Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções","7610"
"cest_1007200","72.0","10.072.00","10","Artefatos de higiene/toucador de alumínio, para uso na construção","76152000"
"cest_1007300","73.0","10.073.00","10","Outras obras de alumínio, próprias para construções, incluídas as persianas","7616"
"cest_1007400","74.0","10.074.00","10","Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.","83024100, "
"cest_1007500","75.0","10.075.00","10","Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo","8301"
"cest_1007600","76.0","10.076.00","10","Dobradiças de metais comuns, de qualquer tipo","83021000"
"cest_1007700","77.0","10.077.00","10","Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção","8307"
"cest_1007800","78.0","10.078.00","10","Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção","8311"
"cest_1007900","79.0","10.079.00","10","Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes","8481"
"cest_1008000","80.0","10.080.00","10","Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo","7009"
"cest_1100100","1.0","11.001.00","11","Água sanitária, branqueador e outros alvejantes","28289011,28289019,32064100,34022000,38089419"
"cest_1100200","2.0","11.002.00","11","Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas","34012090"
"cest_1100300","3.0","11.003.00","11","Sabões líquidos para lavar roupas","34012090"
"cest_1100400","4.0","11.004.00","11","Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes","34022000"
"cest_1100500","5.0","11.005.00","11","Detergentes líquidos, exceto para lavar roupa","34022000"
"cest_1100600","6.0","11.006.00","11","Detergente líquido para lavar roupa","34022000"
"cest_1100700","7.0","11.007.00","11","Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg","3402"
"cest_1100800","8.0","11.008.00","11","Amaciante/suavizante","38099190"
"cest_1100900","9.0","11.009.00","11","Esponjas para limpeza","39241000,39249000,68053010,68053090"
"cest_1101000","10.0","11.010.00","11","Álcool etílico para limpeza","2207,22089000"
"cest_1101100","11.0","11.011.00","11","Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico","73231000"
"cest_1101200","12.0","11.012.00","11","Sacos de lixo de conteúdo igual ou inferior a 100 litros","39232"
"cest_1200100","1.0","12.001.00","12","Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo","8504"
"cest_1200200","2.0","12.002.00","12","Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00","8516"
"cest_1200300","3.0","12.003.00","12","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo","8535"
"cest_1200400","4.0","12.004.00","12","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto “starter” classificado na subposição 8536.50 e os de uso automotivo","8536"
"cest_1200500","5.0","12.005.00","12","Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536","8538"
"cest_1200600","6.0","12.006.00","12","Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo","74130000"
"cest_1200700","7.0","12.007.00","12","Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo","8544,7605,7614"
"cest_1200800","8.0","12.008.00","12","Isoladores de qualquer matéria, para usos elétricos","8546"
"cest_1200900","9.0","12.009.00","12","Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente","8547"
"cest_1300100","1.0","13.001.00","13","Medicamentos de referência - positiva, exceto para uso veterinário","3003,3004"
"cest_1300101","1.1","13.001.01","13","Medicamentos de referência - negativa, exceto para uso veterinário","3003,3004"
"cest_1300102","1.2","13.001.02","13","Medicamentos de referência - neutra, exceto para uso veterinário","3003,3004"
"cest_1300200","2.0","13.002.00","13","Medicamentos genérico - positiva, exceto para uso veterinário","3003,3004"
"cest_1300201","2.1","13.002.01","13","Medicamentos genérico - negativa, exceto para uso veterinário","3003,3004"
"cest_1300202","2.2","13.002.02","13","Medicamentos genérico - neutra, exceto para uso veterinário","3003,3004"
"cest_1300300","3.0","13.003.00","13","Medicamentos similar - positiva, exceto para uso veterinário","3003,3004"
"cest_1300301","3.1","13.003.01","13","Medicamentos similar - negativa, exceto para uso veterinário","3003,3004"
"cest_1300302","3.2","13.003.02","13","Medicamentos similar - neutra, exceto para uso veterinário","3003,3004"
"cest_1300400","4.0","13.004.00","13","Outros tipos de medicamentos - positiva, exceto para uso veterinário","3003,3004"
"cest_1300401","4.1","13.004.01","13","Outros tipos de medicamentos - negativa, exceto para uso veterinário","3003,3004"
"cest_1300402","4.2","13.004.02","13","Outros tipos de medicamentos - neutra, exceto para uso veterinário","3003,3004"
"cest_1300500","5.0","13.005.00","13","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva","30066000"
"cest_1300501","5.1","13.005.01","13","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa","30066000"
"cest_1300600","6.0","13.006.00","13","Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra","2936"
"cest_1300700","7.0","13.007.00","13","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva","300630"
"cest_1300701","7.1","13.007.01","13","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa","300630"
"cest_1300800","8.0","13.008.00","13","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva","3002"
"cest_1300801","8.1","13.008.01","13","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa","3002"
"cest_1300900","9.0","13.009.00","13","Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;","3002"
"cest_1300901","9.1","13.009.01","13","Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;","3002"
"cest_1301000","10.0","13.010.00","13","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva","30051010"
"cest_1301001","10.1","13.010.01","13","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa","30051010"
"cest_1301100","11.0","13.011.00","13","Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra","3005"
"cest_1301200","12.0","13.012.00","13","Luvas cirúrgicas e luvas de procedimento - neutra","40151100,40151900"
"cest_1301300","13.0","13.013.00","13","Preservativo – neutra","40141000"
"cest_1301400","14.0","13.014.00","13","Seringas, mesmo com agulhas - neutra","901831"
"cest_1301500","15.0","13.015.00","13","Agulhas para seringas - neutra","9018321"
"cest_1301600","16.0","13.016.00","13","Contraceptivos (dispositivos intrauterinos - DIU) - neutra","39269090,90189099"
"cest_1400100","1.0","14.001.00","14","Objetos de vidro para serviço de mesa ou de cozinha","7013"
"cest_1400200","2.0","14.002.00","14","Outros copos, exceto de vitrocerâmica","70133700"
"cest_1400300","3.0","14.003.00","14","Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica","70134290"
"cest_1400400","4.0","14.004.00","14","Lonas plásticas, exceto as para uso na construção","3919,3920,3921"
"cest_1400500","5.0","14.005.00","14","Artefatos de higiene/toucador de plástico, exceto os para uso na construção","3924"
"cest_1400600","6.0","14.006.00","14","Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis","39241000"
"cest_1400601","6.1","14.006.01","14","Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis","39241000"
"cest_1400700","7.0","14.007.00","14","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – estojos","69111010"
"cest_1400800","8.0","14.008.00","14","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – avulsos","69111090"
"cest_1400900","9.0","14.009.00","14","Artigos para serviço de mesa ou de cozinha, de cerâmica","69120000"
"cest_1401000","10.0","14.010.00","14","Velas para filtros","69120000"
"cest_1401100","11.0","14.011.00","14","Filtros descartáveis para coar café ou chá","4823209"
"cest_1401200","12.0","14.012.00","14","Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão","48236"
"cest_1401300","13.0","14.013.00","14","Papel para cigarro","48131000"
"cest_1600100","1.0","16.001.00","15","Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)","40111000"
"cest_1600200","2.0","16.002.00","15","Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira","4011"
"cest_1600300","3.0","16.003.00","15","Pneus novos para motocicletas","40114000"
"cest_1600400","4.0","16.004.00","15","Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00","4011"
"cest_1600500","5.0","16.005.00","15","Pneus novos de borracha dos tipos utilizados em bicicletas","40115000"
"cest_1600600","6.0","16.006.00","15","Pneus recauchutados","40121"
"cest_1600700","7.0","16.007.00","15","Protetores de borracha, exceto os itens classificados no CEST 16.007.01","401290"
"cest_1600701","7.1","16.007.01","15","Protetores de borracha para bicicletas","401290"
"cest_1600800","8.0","16.008.00","15","Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00","4013"
"cest_1600900","9.0","16.009.00","15","Câmaras de ar de borracha dos tipos utilizados em bicicletas","40132000"
"cest_1700100","1.0","17.001.00","16","Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.","17049010"
"cest_1700200","2.0","17.002.00","16","Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg","18063110,18063120"
"cest_1700300","3.0","17.003.00","16","Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg","18063210,18063220"
"cest_1700400","4.0","17.004.00","16","Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.","18069000"
"cest_1700500","5.0","17.005.00","16","Ovos de páscoa de chocolate branco","17049010"
"cest_1700501","5.1","17.005.01","16","Ovos de páscoa de chocolate","18069000"
"cest_1700600","6.0","17.006.00","16","Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02","18069000"
"cest_1700601","6.1","17.006.01","16","Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg","18061000"
"cest_1700602","6.2","17.006.02","16","Achocolatados em pó, em cápsulas","18069000"
"cest_1700700","7.0","17.007.00","16","Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg","18069000"
"cest_1700800","8.0","17.008.00","16","Bombons, inclusive à base de chocolate branco sem cacau","17049090"
"cest_1700900","9.0","17.009.00","16","Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau","18069000"
"cest_1701000","10.0","17.010.00","16","Sucos de frutas ou de produtos hortícolas; mistura de sucos","2009"
"cest_1701100","11.0","17.011.00","16","Água de coco","20098"
"cest_1701200","12.0","17.012.00","16","Leite em pó, blocos ou grânulos, exceto creme de leite","04021,04022,04029"
"cest_1701300","13.0","17.013.00","16","Farinha láctea","19011020"
"cest_1701400","14.0","17.014.00","16","Leite modificado para alimentação de crianças","19011010"
"cest_1701500","15.0","17.015.00","16","Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros","19011090,19011030"
"cest_1701600","16.0","17.016.00","16","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros","04011010,04012010"
"cest_1701601","16.1","17.016.01","16","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros","04011010,04012010"
"cest_1701700","17.0","17.017.00","16","Leite em recipiente de conteúdo inferior ou igual a 1 litro","04014010,04015010"
"cest_1701701","17.1","17.017.01","16","Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros","04014010,04015010"
"cest_1701800","18.0","17.018.00","16","Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro","04011090,04012090"
"cest_1701801","18.1","17.018.01","16","Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros","04011090,04012090"
"cest_1701900","19.0","17.019.00","16","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg","0401402,04022130,04022930,04029"
"cest_1701901","19.1","17.019.01","16","Creme de leite, em recipiente de conteúdo superior a 1 kg","0401402,04022130,04022930,04029"
"cest_1701902","19.2","17.019.02","16","Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg","040110,040120,040150,040210,04022920"
"cest_1702000","20.0","17.020.00","16","Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg","04029"
"cest_1702001","20.1","17.020.01","16","Leite condensado, em recipiente de conteúdo superior a 1 kg","04029"
"cest_1702100","21.0","17.021.00","16","Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros","403"
"cest_1702101","21.1","17.021.01","16","Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros","403"
"cest_1702200","22.0","17.022.00","16","Coalhada","04039000"
"cest_1702300","23.0","17.023.00","16","Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g","406"
"cest_1702301","23.1","17.023.01","16","Requeijão e similares, em recipiente de conteúdo superior a 1 kg","406"
"cest_1702400","24.0","17.024.00","16","Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04","406"
"cest_1702401","24.1","17.024.01","16","Queijo muçarela","04061010"
"cest_1702402","24.2","17.024.02","16","Queijo minas frescal","04061090"
"cest_1702403","24.3","17.024.03","16","Queijo ricota","04061090"
"cest_1702404","24.4","17.024.04","16","Queijo petit suisse","04061090"
"cest_1702500","25.0","17.025.00","16","Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g","04051000"
"cest_1702501","25.1","17.025.01","16","Manteiga, em embalagem de conteúdo superior a 1 kg","04051000"
"cest_1702502","25.2","17.025.02","16","Manteiga de garrafa","04059090"
