"id","parent_id","name","code","account_type","reconcile","non_trade","name@ar_001","description","depreciation_model_id","description@ar_001","active"
"egy_account_423530","egy_account_420000","Professional Liability Insurance","423530","expense","False","","تأمين المسؤولية المهنية","Insurance for damage caused to third parties","","التأمين على الأضرار التي تلحق بأطراف ثالثة",""
"egy_account_423540","egy_account_420000","Gifts & Donations","423540","expense","False","","مصروف هدايا و هبات","Business gifts to clients over 2800+ EGP","","هدايا الأعمال للعملاء فوق 2800 جنيه مصري",""
"egy_account_423600","egy_account_420000","Courier","423600","expense","False","","مصروف شحن","Costs of courier and express delivery services.","","تكاليف خدمات البريد السريع والتوصيل السريع.",""
"egy_account_423700","egy_account_420000","Other - Advertising Expenses","423700","expense","False","","مصروف أخرى مصاريف الإعلان","Publicity fees for your activity, including promotional material","","رسوم الدعاية لنشاطك، بما في ذلك المواد الترويجية",""
"egy_account_423800","egy_account_420000","Amortization on Leasehold Improvement","423800","expense","False","","مصروف إطفاء تحسينات المستأجرة","Amortization expense for leasehold improvements over their useful life.","","نفقات الإهلاك للتحسينات التي تم إجراؤها على العقارات المؤجرة على مدى عمرها الإنتاجي.",""
"egy_account_423900","egy_account_420000","Depreciation on right of use asset (IFRS 16)","423900","expense_depreciation","False","","الاستهلاك في حق الأصول استخدام (IFRS 16)","Depreciation expenses resulting from the systematic allocation of the cost of right-of-use assets in accordance with International Financial Reporting Standard IFRS 16.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة أصول حق الاستخدام وفقًا للمعيار الدولي لإعداد التقارير المالية IFRS 16.",""
"egy_account_424000","egy_account_420000","Depreciation of Furniture & Office Equipment","424000","expense_depreciation","False","","مصروف الاستهلاك الأثاث","Expenses for depreciating office furniture and equipment over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأثاث والمعدات المكتبية على مدى عمرها الإنتاجي.",""
"egy_account_424100","egy_account_420000","Depreciation of Computer Hard & Soft","424100","expense_depreciation","False","","مصروف الاستهلاك اجهزة الكمبيوتر","Expenses for depreciating computer hardware and software over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة أجهزة وبرامج الكمبيوتر على مدى عمرها الإنتاجي.",""
"egy_account_424200","egy_account_420000","Depreciation of Motor Vehicles","424200","expense_depreciation","False","","مصروف استهلاك المركبات","Expenses for depreciating motor vehicles over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة المركبات على مدى عمرها الإنتاجي.",""
"egy_account_424300","egy_account_420000","Depreciation of Construction","424300","expense_depreciation","False","","إهلاك عمليات البناء","Expenses for depreciating construction-related assets over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالإنشاء على مدى عمرها الإنتاجي.",""
"egy_account_424400","egy_account_420000","Depreciation of Installations","424400","expense_depreciation","False","","إهلاك التجهيزات","Expenses for depreciating installation-related assets over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالتركيب على مدى عمرها الإنتاجي.",""
"egy_account_424500","egy_account_420000","Depreciation of Machine & Tools","424500","expense_depreciation","False","","إهلاك الماكينات والأدوات","Expenses for depreciating machinery and tools over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الآلات والأدوات على مدى عمرها الإنتاجي.",""
"egy_account_424600","egy_account_420000","Depreciation of Other Property","424600","expense_depreciation","False","","إهلاك الممتلكات الأخرى","Expenses for depreciating other real property assets over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول العقارية الأخرى على مدى عمرها الإنتاجي.",""
"egy_account_424700","egy_account_420000","Depreciation of Vehicle Accessories","424700","expense_depreciation","False","","إهلاك ملحقات المركبات","Expenses for depreciating vehicle accessories over their useful life.","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة ملحقات المركبات على مدى عمرها الإنتاجي.",""
"egy_account_424800","egy_account_420000","Other Expenses","424800","expense","False","","مصاريف أخرى","Other operating expenses.","","النفقات التشغيلية الأخرى.",""
"egy_account_430000","","Finance Costs","430000","expense","False","","تكاليف التمويل","","","","False"
"egy_account_430100","egy_account_430000","Other Bank Charges","430100","expense","False","","مصروف الرسوم المصرفية الأخرى","Nasty charges and interests from your bank","","رسوم وفوائد باهظة من البنك الخاص بك",""
"egy_account_430200","egy_account_430000","Credit Card Charges","430200","expense","False","","مصروف رسوم بطاقات الائتمان","Fees charged by credit card issuers and processors.","","الرسوم التي تفرضها جهات إصدار البطاقات الائتمانية ومؤسسات معالجة المدفوعات.",""
"egy_account_430300","egy_account_430000","Bank Finance & Loan Charges","430300","expense","False","","مصروف بنك التمويل والقروض","Bank and loan processing fees and charges excluding interest.","","رسوم معالجة البنوك والقروض باستثناء الفوائد.",""
"egy_account_430400","egy_account_430000","Air Miles Card Charges","430400","expense","False","","مصروف رسوم بطاقة Air Miles","Fees associated with loyalty and air-miles card programs.","","الرسوم المتعلقة ببرامج بطاقات الولاء والأميال الجوية.",""
"egy_account_430500","egy_account_430000","Credit Card Swipe Charges","430500","expense","False","","مصروف رسوم بطاقات الائتمان","Merchant service fees on credit and debit card transactions.","","رسوم خدمات التجار على معاملات البطاقات الائتمانية وبطاقات الخصم.",""
"egy_account_430600","egy_account_430000","PayPal Charges","430600","expense","False","","Paypal مصروف رسوم","Fees charged by PayPal for payment processing services.","","الرسوم التي يفرضها PayPal مقابل خدمات معالجة الدفع.",""
"egy_account_430700","egy_account_430000","Loss on Difference on Exchange","430700","expense","False","","مصروف خسارة على الفرق العملات","Losses from foreign currency exchange differences.","","الخسائر الناجمة عن فروق أسعار صرف العملات الأجنبية.",""
"egy_account_430800","egy_account_430000","Cash Discount Loss","430800","expense","False","","خسائر الخصم النقدي","Reductions in revenue from cash discounts granted to customers.","","انخفاض الإيرادات من الخصومات النقدية الممنوحة للعملاء.",""
"egy_account_440000","","Other and Non-Operating Costs","440000","expense","False","","مصاريف أخرى وغير تشغيلية","","","","False"
"egy_account_440100","egy_account_440000","Write Off Receivables & Payables","440100","expense","False","","مصروف شطب المدين و الذمم الدائنة","Expenses recognized from writing off uncollectible receivables and unreconciled payables balances.","","النفقات المعترف بها نتيجة شطب المستحقات غير القابلة للتحصيل والأرصدة مستحقة الدفع التي لم يتم تسويتها.",""
"egy_account_440200","egy_account_440000","Provision for Doubtful Debts","440200","expense","False","","مخصص الديون المعدومة","Amounts set aside for expected credit losses on receivables.","","المبالغ التي تم تخصيصها لتغطية الخسائر الائتمانية المتوقعة على الذمم المدينة.",""
"egy_account_440300","egy_account_440000","Cash Shortage","440300","expense","False","","مصروف نقص نقدي","Losses due to cash shortages identified in cash counts or tills.","","الخسائر الناجمة عن النقص النقدي الذي تم تحديده في عمليات الجرد النقدي أو الصناديق النقدية.",""
"egy_account_440400","egy_account_440000","Others - Provision & Write off","440400","expense","False","","مخصصات و فروقات اخرى","Other Provisions and write-off expenses.","","المخصصات الأخرى والنفقات المشطوبة.",""
"egy_account_440500","egy_account_440000","Amortisation of Preoperating Expenses","440500","expense","False","","مصروف إطفاء مصاريف","Amortization expense for pre-operating costs.","","نفقات إهلاك تكاليف ما قبل التشغيل.",""
"egy_account_440600","egy_account_440000","Loss On Fixed Assets Disposal","440600","expense","False","","مصروف خسارة بيع و تخلص من اصول","Losses recognized on the disposal or retirement of fixed assets.","","الخسائر المعترف بها عند بيع أو سحب الأصول الثابتة.",""
"egy_account_440700","egy_account_440000","Disposal of Business Branch","440700","expense","False","","مصروف وقف فرع من الاعمال","Non-recurring costs and losses from disposing of a business branch.","","التكاليف غير المتكررة والخسائر الناجمة عن التصرف في فرع من فروع الأعمال.",""
"egy_account_440800","egy_account_440000","Income Tax","440800","expense","False","","مصروف ضريبة الدخل","Taxes levied on the company's taxable income.","","الضرائب المفروضة على الدخل الخاضع للضريبة للشركة.",""
"egy_account_440900","egy_account_440000","Previous Year Adjustments Account","440900","expense","False","","مصروف حساب تسويات السنة السابقة","Adjustments to expenses relating to prior financial periods.","","التعديلات على النفقات المتعلقة بالفترات المالية السابقة.",""
"egy_account_441000","egy_account_440000","Property Tax","441000","expense","False","","ضريبة العقارات","Local taxes that must be paid due to property ownership","","الضرائب المحلية التي يجب دفعها بسبب ملكية العقار",""
"egy_account_441100","egy_account_440000","Other Non Operating Expenses","441100","expense","False","","المصاريف غير التشغيلية","Non-operating expenses not related to core business activities.","","النفقات غير التشغيلية غير المتعلقة بالأنشطة التجارية الأساسية.",""
"egy_account_441200","egy_account_440000","Closing Account","441200","expense","False","","حساب ختامي","Temporary expense used to clear residual balances during period closing.","","النفقات المؤقتة المستخدمة لتصفية الأرصدة المتبقية خلال إقفال الفترة.",""
"egy_account_441300","egy_account_440000","Interest Expense","441300","expense","False","","مصروف فائدة","Interest incurred on borrowings and financing arrangements.","","الفوائد المترتبة على القروض وترتيبات التمويل.",""
"egy_account_500000","","Operating Income","500000","income","False","","الإيرادات التشغيلية","","","","False"
"egy_account_500100","egy_account_500000","Sales Account","500100","income","False","","مبيعات","","","",""
"egy_account_500200","egy_account_500000","Sales of I/C","500200","income","False","","مبيعات شركات تابعة","","","",""
"egy_account_500300","egy_account_500000","Management Consultancy Fees","500300","income","False","","مكاسب استشارات ادارية","","","",""
"egy_account_500400","egy_account_500000","Sales from Other Region","500400","income","False","","مبيعات مناطق اخرى","","","",""
"egy_account_500500","egy_account_500000","Advertising Income","500500","income","False","","دخل الإعلانات","","","",""
"egy_account_500600","egy_account_500000","Branding Income","500600","income","False","","دخل علامات تجارية","","","",""
"egy_account_500700","egy_account_500000","Service Income","500700","income","False","","دخل خدمات","","","",""
"egy_account_510000","","Non-operating Income","510000","income_other","False","","إيرادات غير تشغيلية","","","","False"
"egy_account_510100","egy_account_510000","Space Rental Income","510100","income","False","","دخل تأجير","","","",""
"egy_account_510200","egy_account_510000","Gain On Difference of Exchange","510200","income","False","","ربح فرق عملات","","","",""
"egy_account_510300","egy_account_510000","Capital Gain","510300","income","False","","مكاسب رأس المال","","","",""
"egy_account_510400","egy_account_510000","Cash Discount Gain","510400","income_other","False","","أرباح الخصم النقدي","","","",""
"egy_account_510500","egy_account_510000","Other Income","510500","income","False","","دخول اخرى","","","",""
"egy_account_520000","","Investment Income","520000","income_other","False","","إيرادات الاستثمارات","","","","False"
"egy_account_520100","egy_account_520000","Interest Revenue","520100","income","False","","ايراد فائدة","","","",""
"egy_account_600000","","Equity","600000","equity","False","","حقوق الملكية","","","","False"
"egy_account_601000","egy_account_600000","Share Capital","601000","equity","False","","رأس المال","","","",""
"egy_account_602000","egy_account_600000","Capital Contributions","602000","equity","False","","مساهمات رأس المال","","","",""
"egy_account_603000","egy_account_600000","Retained Earnings","603000","equity","False","","الأرباح المحتجزة","","","",""
"egy_account_604000","egy_account_600000","Dividends paid","604000","equity","False","","توزيعات الأرباح المدفوعة","","","",""
"egy_account_990100","","Cash Difference Gain","990100","income","False","","مكاسب الفرق النقدي","","","",""
"egy_account_990200","","Cash Difference Loss","990200","expense","False","","خسارة الفرق النقدي","Reductions in revenue from cash discounts granted to customers.","","الخسائر الناجمة عن الفروق في حساب النقدية والتباينات غير المبررة.",""
"egy_account_999999","","Undistributed Profits/Losses","999999","equity_unaffected","False","","ارباح / خسائر غير موزعة","","","",""
