"id","code","name","account_type","reconcile","non_trade","name@fr","asset_model_ids","tax_ids","description","description@fr","name@ar","description@ar"
"pcg_2948","2948","Provisions for Depreciation of Other Financial Receivables","asset_non_current","False","","Provisions pour dépréciation des autres créances financières","","","","","مؤونات تدني قيمة الديون المالية الأخرى",""
"pcg_2951","2951","Provisions for Depreciation of Equity Securities","asset_non_current","False","","Provisions pour dépréciation des titres de participation","","","","","مؤونات تدني قيمة سندات المساهمة",""
"pcg_2958","2958","Provisions for Depreciation of Other Long-Term Securities","asset_non_current","False","","Provisions pour dépréciation des autres titres immobilisés","","","","","مؤونات تدني قيمة السندات المثبتة الأخرى",""
"pcg_3111","3111","Goods (Group A)","asset_current","False","","Marchandises (Groupe A)","","","","","بضائع (المجموعة أ)",""
"pcg_3112","3112","Goods (Group B)","asset_current","False","","Marchandises (Groupe B)","","","","","بضائع (المجموعة ب)",""
"pcg_3116","3116","Goods in Transit","asset_current","False","","Marchandises en cours de route","","","","","بضائع في الطريق",""
"pcg_3118","3118","Other Goods","asset_current","False","","Autres marchandises","","","","","بضائع أخرى",""
"pcg_31211","31211","Raw Materials (Group A)","asset_current","False","","Matières premières (Groupe A)","","","","","مواد أولية (المجموعة أ)",""
"pcg_31212","31212","Raw Materials (Group B)","asset_current","False","","Matières premières (Groupe B)","","","","","مواد أولية (المجموعة ب)",""
"pcg_31221","31221","Consumable Materials (Group A)","asset_current","False","","Matières consommables (Groupe A)","","","","","مواد مستهلكة (المجموعة أ)",""
"pcg_31222","31222","Consumable Materials (Group B)","asset_current","False","","Matières consommables (Groupe B)","","","","","مواد مستهلكة (المجموعة ب)",""
"pcg_31223","31223","Fuels","asset_current","False","","Combustibles","","","","","محروقات",""
"pcg_31224","31224","Maintenance Products","asset_current","False","","Produits d'entretien","","","","","منتجات الصيانة",""
"pcg_31225","31225","Workshop and Factory Supplies","asset_current","False","","Fournitures d'atelier et d'usine","","","","","لوازم الورشة والمصنع",""
"pcg_31226","31226","Store Supplies","asset_current","False","","Fournitures de magasin","","","","","لوازم المتجر",""
"pcg_31227","31227","Office Supplies","asset_current","False","","Fournitures de bureau","","","","","لوازم المكاتب",""
"pcg_31231","31231","Lost Packaging","asset_current","False","","Emballages perdus","","","","","أغلفة ضائعة",""
"pcg_31232","31232","Unidentifiable Recoverable Packaging","asset_current","False","","Emballages récupérables non identifiables","","","","","أغلفة قابلة للاسترداد غير محددة الهوية",""
"pcg_31233","31233","Mixed-Use Packaging","asset_current","False","","Emballages à usage mixte","","","","","أغلفة ذات استعمال مزدوج",""
"pcg_3126","3126","Consumable Materials and Supplies in Transit","asset_current","False","","Matières et fournitures consommables en cours de route","","","","","مواد ولوازم مستهلكة في الطريق",""
"pcg_3128","3128","Other Consumable Materials and Supplies","asset_current","False","","Autres matières et fournitures consommables","","","","","مواد ولوازم مستهلكة أخرى",""
"pcg_31311","31311","Produced Goods in Progress","asset_current","False","","Biens produits en cours","","","","","سلع مصنعة في طور الإنجاز",""
"pcg_31312","31312","Intermediary Goods in Progress","asset_current","False","","Biens intermédiaires en cours","","","","","سلع وسيطة في طور الإنجاز",""
"pcg_31317","31317","Residual Goods in Progress","asset_current","False","","Biens résiduels en cours","","","","","سلع متبقية في طور الإنجاز",""
"pcg_31341","31341","Work in Progress","asset_current","False","","Travaux en cours","","","","","أشغال في طور الإنجاز",""
"pcg_31342","31342","Studies in Progress","asset_current","False","","Études en cours","","","","","دراسات في طور الإنجاز",""
"pcg_31343","31343","Provided Services in Progress","asset_current","False","","Prestations en cours","","","","","خدمات في طور الإنجاز",""
"pcg_3138","3138","Other Products in Progress","asset_current","False","","Autres produits en cours","","","","","منتجات أخرى في طور الإنجاز",""
"pcg_31411","31411","Intermediary Products (Group A)","asset_current","False","","Produits intermédiaires (Groupe A)","","","","","منتجات وسيطة (المجموعة أ)",""
"pcg_31412","31412","Intermediary Products (Group B)","asset_current","False","","Produits intermédiaires (Groupe B)","","","","","منتجات وسيطة (المجموعة ب)",""
"pcg_31451","31451","Waste","asset_current","False","","Déchets","","","","","نفايات",""
"pcg_31452","31452","Scrap","asset_current","False","","Rebuts","","","","","مرفوضات/خردة",""
"pcg_31453","31453","Recovered Materials","asset_current","False","","Matières de récupération","","","","","مواد استرجاع/مستردة",""
"pcg_3148","3148","Other Intermediary and Residual Products","asset_current","False","","Autres produits intermédiaires et produits résiduels","","","","","منتجات وسيطة ومنتجات متبقية أخرى",""
"pcg_3151","3151","Finished Products (Group A)","asset_current","False","","Produits finis (Groupe A)","","","","","منتجات تامة الصنع (المجموعة أ)",""
"pcg_3152","3152","Finished Products (Group B)","asset_current","False","","Produits finis (Groupe B)","","","","","منتجات تامة الصنع (المجموعة ب)",""
"pcg_3156","3156","Finished Products in Progress","asset_current","False","","Produits finis en cours de route","","","","","منتجات تامة الصنع في الطريق",""
"pcg_3158","3158","Other Finished Products","asset_current","False","","Autres produits finis","","","","","منتجات تامة الصنع أخرى",""
"pcg_3411","3411","Suppliers - Advances Paid on Operating Orders","asset_current","True","","Fournisseurs - Avances acomptes versés sur commandes d'exploit","","","","","موردون - تسبيقات ودفعات على طلبيات الاستغلال",""
"pcg_3413","3413","Suppliers - Receivables for Packaging and Materials to be Returned","asset_current","True","","Fournisseurs - Créances pour emballages et matériel à rendre","","","","","موردون - ديون عن أغلفة ومعدات واجبة الرد",""
"pcg_3417","3417","Discounts, Rebates and Refunds to be Obtained - Credits Not Yet Received","asset_current","True","","Rabais, remises et ristournes à obtenir - Avoirs non encore reçus","","","","","حسومات، تخفيضات، ومردودات واجبة التحصيل - أرصدة دائنة لم يتم استلامها بعد",""
"pcg_3418","3418","Other Supplier Receivables","asset_current","True","","Autres fournisseurs débiteurs","","","","","موردون مدينون آخرون",""
"pcg_34211","34211","Customers - Category A","asset_receivable","True","","Clients - Catégorie A","","","","","زبناء - صنف أ",""
"pcg_34212","34212","Customers - Category B","asset_receivable","True","","Clients - Catégorie B","","","","","زبناء - صنف ب",""
"pcg_34218","34218","Customers (POS)","asset_receivable","True","","Clients (POS)","","","","","زبناء (نظام التشغيل/نقاط البيع)",""
"pcg_3423","3423","Customers - Holdbacks","asset_receivable","True","","Clients - Retenues de garantie","","","","","زبناء - اقتطاعات الضمان",""
"pcg_3424","3424","Doubtful or Contentious Customers","asset_receivable","True","","Clients douteux ou litigieux","","","","","زبناء مشكوك فيهم أو متنازع عليهم",""
"pcg_3425","3425","Customers - Notes Receivable","asset_receivable","True","","Clients - Effets à recevoir","","","","","زبناء - أوراق تجارية واجبة التحصيل",""
"pcg_34271","34271","Customers - Invoices to be Issued","asset_receivable","True","","Clients - Factures à établir","","","","","زبناء - فواتير واجبة الإنشاء",""
"pcg_34272","34272","Receivables on Work Not Yet Billable","asset_receivable","True","","Créances sur travaux non encore facturables","","","","","ديون على أشغال لم يتم فوترتها بعد",""
"pcg_3428","3428","Other Customers and Related Accounts","asset_receivable","True","","Autres clients et comptes rattachés","","","","","زبناء آخرون وحسابات ملحقة",""
"pcg_3431","3431","Advances and Deposits to Personnel","asset_prepayments","False","","Avances et acomptes au personnel","","","","","تسبيقات ودفعات للمستخدمين",""
"pcg_3438","3438","Personnel - Other Receivables","asset_current","False","","Personnel - Autres débiteurs","","","","","مستخدمون - مدينون آخرون",""
"pcg_34511","34511","Investment Grants Receivable","asset_current","False","","Subventions d'investissement à recevoir","","","","","إعانات الاستثمار واجبة التحصيل",""
"pcg_34512","34512","Operating Grants Receivable","asset_current","False","","Subventions d'exploitation à recevoir","","","","","إعانات الاستغلال واجبة التحصيل",""
"pcg_34513","34513","Balancing Grants Receivable","asset_current","False","","Subventions d'équilibre à recevoir","","","","","إعانات التوازن واجبة التحصيل",""
"pcg_3453","3453","Prepayments of Income Taxes","asset_current","False","","Acomptes sur impôts sur les résultats","","","","","دفعات مسبقة على ضريبة النتائج",""
"pcg_34551","34551","Government - Recoverable VAT on Non-Current Assets","asset_current","False","","État - TVA récupérable sur les immobilisations","","","","","الدولة - الضريبة على القيمة المضافة قابلة للاسترجاع على التثبيتات",""
"pcg_34552","34552","Government - Recoverable VAT on Expenses","asset_current","False","","État - TVA récupérable sur les charges","","","","","الدولة - الضريبة على القيمة المضافة قابلة للاسترجاع على الأعباء",""
"pcg_34553","34553","Government - Recoverable VAT on Non-Current Assets (Transient)","asset_current","True","","État - TVA récupérable sur les immobilisations (Transitoire)","","","","","الدولة - الضريبة على القيمة المضافة قابلة للاسترجاع على التثبيتات (انتقالي)",""
"pcg_34554","34554","Government - Recoverable VAT on Expenses (Transient)","asset_current","True","","État - TVA récupérable sur les charges (Transitoire)","","","","","الدولة - الضريبة على القيمة المضافة قابلة للاسترجاع على الأعباء (انتقالي)",""
"pcg_3456","3456","Government - VAT Credit (According to Declarations)","asset_receivable","True","True","État - Crédit de TVA (suivant déclarations)","","","","","الدولة - رصيد دائن للضريبة على القيمة المضافة (حسب التصريحات)",""
"pcg_3458","3458","Government - Other Receivables","asset_current","False","","État - Autres comptes débiteurs","","","","","الدولة - حسابات مدينة أخرى",""
"pcg_3461","3461","Partners - Partnership Contribution Accounts","asset_current","False","","Associés - Comptes d'apport en société","","","","","شركاء - حسابات حصص المساهمة في الشركة",""
"pcg_3462","3462","Shareholders - Unpaid Subscribed and Called Capital","asset_current","False","","Actionnaires - Capital souscrit et appelé non versé","","","","","مساهمون - رأس مال مكتتب ومطلوب غير مدفوع",""
"pcg_3463","3463","Partners' Current Accounts in Debit","asset_current","False","","Comptes courants des associés débiteurs","","","","","حسابات الشركاء الجارية المدينة",""
"pcg_3464","3464","Partners - Joint Operations","asset_current","False","","Associés - Opérations faites en commun","","","","","شركاء - عمليات مشتركة",""
"pcg_3467","3467","Receivables Related to Partners' Accounts","asset_current","False","","Créances rattachées aux comptes d'associés","","","","","ديون مرتبطة بحسابات الشركاء",""
"pcg_3468","3468","Other Partner Accounts Receivable","asset_current","False","","Autres comptes d'associés débiteurs","","","","","حسابات شركاء مدينة أخرى",""
"pcg_3481","3481","Receivables on Disposal of Non-Current Assets","asset_current","False","","Créances sur cessions d'immobilisations","","","","","ديون على تفويت التثبيتات",""
"pcg_3482","3482","Receivables on Disposal of Current Assets","asset_current","False","","Créances sur cessions d'éléments d'actif circulant","","","","","ديون على تفويت عناصر الأصول المتداولة",""
"pcg_3487","3487","Receivables Related to Other Debtors","asset_current","False","","Créances rattachées aux autres débiteurs","","","","","ديون مرتبطة بالمدينين الآخرين",""
"pcg_3488","3488","Various Debtors","asset_current","False","","Divers débiteurs","","","","","مدينون متنوعون",""
"pcg_3491","3491","Prepaid Expenses","asset_current","False","","Charges constatées d'avances","","","","","أعباء معاينة مسبقاً",""
"pcg_3493","3493","Accrued and Unpaid Interest Receivable","asset_current","False","","Intérêts courus et non échus à percevoir","","","","","فوائد جارية وغير مستحقة واجبة التحصيل",""
"pcg_3495","3495","Periodic Expense Allocation Accounts","asset_current","False","","Comptes de répartition périodique des charges","","","","","حسابات التوزيع الدوري للأعباء",""
"pcg_3497","3497","Suspense Accounts - Receivable","asset_current","False","","Comptes transitoires ou d'attente - Débiteurs","","","","","حسابات انتقالية أو في الانتظار - مدينة",""
"pcg_3501","3501","Shares, Paid-Up Portion","asset_non_current","False","","Actions, partie libérée","","","","","أسهم، الجزء المحرر",""
"pcg_3502","3502","Shares, Unpaid Portion","asset_non_current","False","","Actions, partie non libérée","","","","","أسهم، الجزء غير المحرر",""
"pcg_3504","3504","Bonds","asset_non_current","False","","Obligations","","","","","سندات القرض",""
"pcg_35061","35061","Savings Bonds","asset_non_current","False","","Bons de caisse","","","","","سندات الصندوق",""
"pcg_35062","35062","Treasury Bonds","asset_non_current","False","","Bons du Trésor","","","","","سندات الخزينة",""
"pcg_3508","3508","Other Securities and Similar Investments","asset_non_current","False","","Autres titres et valeurs de placement similaires","","","","","سندات وقيم توظيف أخرى مماثلة",""
"pcg_3701","3701","Decrease in Current Receivables (FX)","asset_current","False","","Diminution des créances circulantes (EC)","","","","","انخفاض الديون المتداولة (EC)",""
"pcg_3702","3702","Increase in Current Liabilities (FX)","asset_current","False","","Augmentation des dettes circulantes (EC)","","","","","زيادة الديون المتداولة (EC)",""
"pcg_3911","3911","Provisions for Depreciation of Goods","asset_current","False","","Provisions pour dépréciation des marchandises","","","","","مؤونات تدني قيمة البضائع",""
"pcg_3912","3912","Provisions for Depreciation of Materials and Supplies","asset_current","False","","Provisions pour dépréciation des matières et fournitures","","","","","مؤونات تدني قيمة المواد واللوازم",""
"pcg_3913","3913","Provisions for Depreciation of Products in Progress","asset_current","False","","Provisions pour dépréciation des produits en cours","","","","","مؤونات تدني قيمة المنتجات في طور الإنجاز",""
"pcg_3914","3914","Provisions for Depreciation of Intermediary Products","asset_current","False","","Provisions pour dépréciation des produits intermédiaires","","","","","مؤونات تدني قيمة المنتجات الوسيطة",""
"pcg_3915","3915","Provisions for Depreciation of Finished Products","asset_current","False","","Provisions pour dépréciation des produits finis","","","","","مؤونات تدني قيمة المنتجات تامة الصنع",""
"pcg_3941","3941","Provisions for Depreciation of Supplier Receivables, Advances and Down Payments","asset_current","False","","Provisions pour dépréciation des fournisseurs débiteurs, avances et acomptes","","","","","مؤونات تدني قيمة الموردين المدينين، التسبيقات والدفعات",""
"pcg_3942","3942","Provisions for Depreciation of Customers and Related Accounts","asset_current","False","","Provisions pour dépréciation des clients et comptes rattachés","","","","","مؤونات تدني قيمة الزبناء والحسابات الملحقة",""
"pcg_3943","3943","Provisions for Depreciation of Personnel - Receivables","asset_current","False","","Provisions pour dépréciation du personnel - Débiteur","","","","","مؤونات تدني قيمة المستخدمين - مدينون",""
"pcg_3946","3946","Provisions for Depreciation of Partner Accounts - Receivables","asset_current","False","","Provisions pour dépréciation des comptes d'associés débiteurs","","","","","مؤونات تدني قيمة حسابات الشركاء المدينين",""
"pcg_3948","3948","Provisions for Depreciation of Other Receivables","asset_current","False","","Provisions pour dépréciation des autres débiteurs","","","","","مؤونات تدني قيمة المدينين الآخرين",""
"pcg_3950","3950","Provisions for Depreciation of Securities and Investment Assets","asset_current","False","","Provisions pour dépréciation des titres et valeurs de placement","","","","","مؤونات تدني قيمة السندات وقيم التوظيف",""
"pcg_44111","44111","Suppliers - Category A","liability_payable","True","","Fournisseurs - Catégorie A","","","","","موردون - صنف أ",""
"pcg_44112","44112","Suppliers - Category B","liability_payable","True","","Fournisseurs - Catégorie B","","","","","موردون - صنف ب",""
"pcg_4413","4413","Suppliers - Holdbacks","liability_payable","True","","Fournisseurs - Retenues de garantie","","","","","موردون - اقتطاعات الضمان",""
"pcg_4415","4415","Suppliers - Notes Payable","liability_payable","True","","Fournisseurs - Effets à payer","","","","","موردون - أوراق تجارية واجبة الدفع",""
"pcg_4417","4417","Suppliers - Invoices Not Received","liability_payable","True","","Fournisseurs - Factures non parvenues","","","","","موردون - فواتير لم تصل بعد",""
"pcg_4418","4418","Other Suppliers and Related Accounts","liability_payable","True","","Autres fournisseurs et comptes rattachés","","","","","موردون آخرون وحسابات ملحقة",""
"pcg_4421","4421","Customers - Advances and Deposits Received on Orders in Progress","liability_payable","True","","Clients - Avances et acomptes reçus sur commandes en cours","","","","","زبناء - تسبيقات ودفعات متلقاة على طلبيات في طور الإنجاز",""
"pcg_4425","4425","Customers - Payables for Returnable Packaging and Materials","liability_payable","True","","Clients - Dettes pour emballages et matériel consignés","","","","","زبناء - ديون عن أغلفة ومعدات مودعة",""
"pcg_4427","4427","Discounts, Rebates and Discounts to be Granted - Credit Notes to be Issued","liability_payable","True","","Rabais, remises et ristournes à accorder - Avoirs à établir","","","","","حسومات، تخفيضات، ومردودات واجبة المنح - أرصدة دائنة واجبة الإنشاء",""
"pcg_4428","4428","Other Customer Payables","liability_payable","True","","Autres clients créditeurs","","","","","زبناء دائنون آخرون",""
"pcg_4432","4432","Remuneration Due to Personnel","liability_current","False","","Rémunérations dues au personnel","","","","","أجور مستحقة للمستخدمين",""
"pcg_4433","4433","Personnel Deposits in Credit","liability_current","False","","Dépôts du personnel créditeurs","","","","","إيداعات المستخدمين الدائنة",""
"pcg_4434","4434","Wage Objections","liability_current","False","","Oppositions sur salaires","","","","","حجوزات على الأجور",""
"pcg_4437","4437","Accrued Personnel Expenses","liability_current","False","","Charges du personnel à payer","","","","","أعباء المستخدمين واجبة الدفع",""
"pcg_4438","4438","Personnel - Other Payables","liability_current","False","","Personnel - Autres créditeurs","","","","","مستخدمون - دائنون آخرون",""
"pcg_4441","4441","National Social Security Fund","liability_current","False","","Caisse Nationale de Sécurité Sociale","","","","","الصندوق الوطني للضمان الاجتماعي",""
"pcg_4443","4443","Pension Funds","liability_current","False","","Caisses de retraite","","","","","صناديق التقاعد",""
"pcg_4445","4445","Mutual Insurances","liability_current","False","","Mutuelles","","","","","تعاضديات",""
"pcg_4447","4447","Social Charges to be Paid","liability_current","False","","Charges sociales à payer","","","","","أعباء اجتماعية واجبة الدفع",""
"pcg_4448","4448","Other Social Organizations","liability_current","False","","Autres organismes sociaux","","","","","هيئات اجتماعية أخرى",""
"pcg_44521","44521","Government - City Tax and Municipal Tax","liability_current","False","","État - Taxe urbaine et taxe d'édilité","","","","","الدولة - الضريبة الحضرية والضريبة على الخدمات الجماعية",""
"pcg_44522","44522","Government - Patent","liability_current","False","","État - Patente","","","","","الدولة - الضريبة المهنية (الـ Patente)",""
"pcg_44525","44525","Government - General Income Tax (IGR)","liability_current","False","","État - IGR","","","","","الدولة - الضريبة العامة على الدخل (IGR)",""
"pcg_4453","4453","Government - Income Taxes","liability_current","False","","État - Impôts sur les résultats","","","","","الدولة - الضريبة على النتائج",""
"pcg_4455","4455","Government - VAT Invoiced","liability_current","False","","État - TVA facturée","","","","","الدولة - الضريبة على القيمة المضافة المفوترة",""
"pcg_44551","44551","Government - VAT Invoiced (Transient)","liability_current","True","","État - TVA facturée(Transitoire)","","","","","الدولة - الضريبة على القيمة المضافة المفوترة (انتقالي)",""
"pcg_4456","4456","Government - VAT Due (According to Declarations)","liability_payable","True","True","État - TVA due (suivant déclarations)","","","","","الدولة - الضريبة على القيمة المضافة المستحقة (حسب التصريحات)",""
"pcg_4457","4457","Government - Taxes Payable","liability_current","False","","État - Impôts et taxes à payer","","","","","الدولة - ضرائب ورسوم واجبة الدفع",""
"pcg_4458","4458","Government - Other Accounts Payable","liability_current","False","","État - Autres comptes créditeurs","","","","","الدولة - حسابات دائنة أخرى",""
"pcg_4461","4461","Partners - Capital to be Repaid","liability_current","False","","Associés - Capital à rembourser","","","","","شركاء - رأس مال واجب السداد",""
"pcg_4462","4462","Partners - Payments Received on Capital Increase","liability_current","False","","Associés - Versements reçus sur augmentation de capital","","","","","شركاء - مدفوعات متلقاة على الزيادة في رأس المال",""
"pcg_4463","4463","Partners' Current Accounts in Credit","liability_current","False","","Comptes courants des associés créditeurs","","","","","حسابات الشركاء الجارية الدائنة",""
"pcg_4464","4464","Partners - Joint Operations","liability_current","False","","Associés - Opérations faites en commun","","","","","شركاء - عمليات مشتركة",""
"pcg_4465","4465","Partners - Dividends Payable","liability_current","False","","Associés - Dividendes à payer","","","","","شركاء - أرباح (حصص) واجبة الدفع",""
"pcg_4468","4468","Other Partner Accounts - Payables","liability_current","False","","Autres comptes d'associés - Créditeurs","","","","","حسابات شركاء أخرى - دائنون",""
"pcg_4481","4481","Payables on Acquisition of Non-Current Assets","liability_current","False","","Dettes sur acquisition d'immobilisations","","","","","ديون على اقتناء التثبيتات",""
"pcg_4483","4483","Payables on Purchases of Securities and Investment Assets","liability_current","False","","Dettes sur acquisitions de titres et valeurs de placement","","","","","ديون على اقتناء السندات وقيم التوظيف",""
"pcg_4484","4484","Matured Bonds to be Redeemed","liability_current","False","","Obligations échues à rembourser","","","","","سندات قرض مستحقة واجبة السداد",""
"pcg_4485","4485","Bonds, Coupons Payable","liability_current","False","","Obligations, coupons à payer","","","","","سندات قرض، كوبونات واجبة الدفع",""
"pcg_4487","4487","Payables to Other Creditors","liability_current","False","","Dettes rattachées aux autres créanciers","","","","","ديون مرتبطة بالدائنين الآخرين",""
"pcg_4488","4488","Various Creditors","liability_current","False","","Divers créanciers","","","","","دائنون متنوعون",""
"pcg_4491","4491","Deferred Revenues","liability_current","False","","Produits constatés d'avance","","","","","منتوجات معاينة مسبقاً",""
"pcg_4493","4493","Accrued and Unpaid Interest Payable","liability_current","False","","Intérêts courus et non échus à payer","","","","","فوائد جارية وغير مستحقة واجبة الدفع",""
"pcg_4495","4495","Periodic Revenue Allocation Accounts","liability_current","False","","Comptes de répartition périodique des produits","","","","","حسابات التوزيع الدوري للمنتوجات",""
"pcg_4497","4497","Suspense Accounts - Payable","liability_current","False","","Comptes transitoires ou d'attente - Créditeurs","","","","","حسابات انتقالية أو في الانتظار - دائنة",""
"pcg_4501","4501","Provisions for Disputes","liability_current","False","","Provisions pour litiges","","","","","مؤونات النزاعات",""
"pcg_4502","4502","Provisions for Warranties Given to Customers","liability_current","False","","Provisions pour garanties données aux clients","","","","","مؤونات الضمانات الممنوحة للزبناء",""
"pcg_4505","4505","Provisions for Fines, Double Duties, Penalties","liability_current","False","","Provisions pour amendes, doubles droits et pénalités","","","","","مؤونات الغرامات، الرسوم المضاعفة والعقوبات",""
"pcg_4506","4506","Provisions for Foreign Exchange Losses","liability_current","False","","Provisions pour pertes de change","","","","","مؤونات خسائر الصرف",""
"pcg_4507","4507","Provisions for Taxes","liability_current","False","","Provisions pour impôts","","","","","مؤونات الضرائب",""
"pcg_4508","4508","Other Provisions for Risks and Expenses","liability_current","False","","Autres provisions pour risques et charges","","","","","مؤونات أخرى للمخاطر والأعباء",""
"pcg_4701","4701","Increase in Current Receivables (FX)","liability_current","False","","Augmentation des créances circulantes (EC)","","","","","زيادة الديون المتداولة (EC)",""
"pcg_4702","4702","Decrease in Current Liabilities (FX)","liability_current","False","","Diminution des dettes circulantes (EC)","","","","","انخفاض الديون المتداولة (EC)",""
"pcg_51111","51111","Checks in Portfolio","asset_current","False","","Chèques en portefeuille","","","","","شيكات في الحافظة",""
"pcg_51112","51112","Checks Being Cashed","asset_current","False","","Chèques à l'encaissement","","","","","شيكات قيد التحصيل",""
"pcg_51131","51131","Notes to be Cashed","asset_current","False","","Effets échus à encaisser","","","","","أوراق تجارية مستحقة واجبة التحصيل",""
"pcg_51132","51132","Notes Being Cashed","asset_current","False","","Effets à l'encaissement","","","","","أوراق تجارية قيد التحصيل",""
"pcg_5115","5115","Transfer of Funds","asset_current","True","","Virements de fonds","","","","","تحويلات الأموال",""
"pcg_5118","5118","Other Securities to be Cashed","asset_current","False","","Autres valeurs à encaisser","","","","","قيم أخرى واجبة التحصيل",""
"pcg_5141","5141","Banks (Debit Balance)","asset_cash","False","","Banques (solde débiteurs)","","","","","بنوك (أرصدة مدينة)",""
"pcg_5143","5143","General Treasury","asset_current","False","","Trésorerie Générale","","","","","الخزينة العامة",""
"pcg_5146","5146","Postal Checks","asset_current","False","","Chèques Postaux","","","","","الشيكات البريدية",""
"pcg_5148","5148","Other Financial and Similar Institutions (Debit Balances)","asset_current","False","","Autres établissements financiers et assimilés (Soldes débiteurs)","","","","","مؤسسات مالية أخرى وما يماثلها (أرصدة مدينة)",""
"pcg_51611","51611","Central Cash","asset_cash","False","","Caisses Centrale","","","","","صندوق مركزي",""
"pcg_51613","51613","Cash (Branch or Agency A)","asset_cash","False","","Caisses (Succursale ou agence A)","","","","","صناديق (فرع أو وكالة أ)",""
"pcg_51614","51614","Cash (Branch or Agency B)","asset_cash","False","","Caisses (Succursale ou agence B)","","","","","صناديق (فرع أو وكالة ب)",""
"pcg_5165","5165","Imprest Accounts and Letters of Credit","asset_current","False","","Régies d'avances et accréditifs","","","","","وكالات التسبيقات والاعتمادات",""
"pcg_5520","5520","Discount Credits","liability_current","False","","Crédits d'escompte","","","","","اعتمادات الخصم",""
"pcg_5530","5530","Cash Credits","liability_current","False","","Crédits de trésorerie","","","","","اعتمادات الخزينة",""
"pcg_5541","5541","Banks (Credit Balances)","liability_current","False","","Banques (Soldes créditeurs)","","","","","بنوك (أرصدة دائنة)",""
"pcg_5548","5548","Other Financial and Similar Institutions (Credit Balances)","liability_current","False","","Autres établissements financiers et assimilés (Soldes créditeurs)","","","","","مؤسسات مالية أخرى وما يماثلها (أرصدة دائنة)",""
"pcg_5900","5900","Provisions for Depreciation of Cash Accounts","liability_current","False","","Provisions pour dépréciation des comptes de trésorerie","","","","","مؤونات تدني قيمة حسابات الخزينة",""
"pcg_6111","6111","Purchases of Goods (Group A)","expense","False","","Achats de marchandises (Groupe A)","","vat_in_20_146","Cost of main category A merchandise.","Coût des achats de marchandises de la catégorie A.","مشتريات البضائع (المجموعة أ)","تكلفة مشتريات بضائع الصنف الرئيسي أ"
"pcg_6112","6112","Purchases of Goods (Group B)","expense","False","","Achats de marchandises (Groupe B)","","vat_in_20_146","Cost of secondary category B merchandise.","Coût des achats de marchandises de la catégorie B.","مشتريات البضائع (المجموعة ب)","تكلفة مشتريات بضائع الصنف الثانوي ب"
"pcg_6114","6114","Change in Inventory of Goods","expense","False","","Variation de stocks de marchandises","","","Debit/Credit balance reflects stock variation.","Le solde Débit/Crédit reflète la variation des stocks.","تغير مخزون البضائع","الرصيد المدين/الدائن يعكس تغير المخزون"
"pcg_6118","6118","Purchases of Goods Resold from Previous Years","expense","False","","Achats revendus de marchandises des exercices antérieurs","","vat_in_20_146","Cost of goods bought earlier, sold this period.","Coût des marchandises achetées antérieurement, vendues durant cette période.","مشتريات البضائع المباعة من الدورات السابقة","تكلفة البضائع المشتراة سابقاً والمباعة في هذه الدورة"
"pcg_6119","6119","Discounts, Rebates and Refunds Obtained on Purchases of Goods","expense","False","","Rabais, remises et ristournes obtenus sur achats de marchandises","","","Commercial reductions not on original bill.","Réductions commerciales non inscrites sur la facture initiale.","حسومات، تخفيضات، ومردودات محصل عليها على مشتريات البضائع","حسومات تجارية محصل عليها غير مدرجة في الفاتورة الأصلية"
"pcg_61211","61211","Purchases of Raw Materials A","expense","False","","Achats de matières premières A","","vat_in_20_146","Cost of main category A raw materials.","Coût des achats de matières premières de la catégorie A.","مشتريات المواد الأولية أ","تكلفة مواد أولية الصنف الرئيسي أ"
"pcg_61212","61212","Purchases of Raw Materials B","expense","False","","Achats de matières premières B","","vat_in_20_146","Cost of secondary category B raw materials.","Coût des achats de matières premières de la catégorie B.","مشتريات المواد الأولية ب","تكلفة مواد أولية الصنف الثانوي ب"
"pcg_61221","61221","Purchases of Materials and Supplies A","expense","False","","Achats de matières et fournitures A","","vat_in_20_146","Main category A supplies (e.g., small tools).","Fournitures de la catégorie A (ex : petit outillage).","مشتريات مواد ولوازم أ","لوازم الصنف الرئيسي أ (مثل الأدوات الصغيرة)"
"pcg_61222","61222","Purchases of Materials and Supplies B","expense","False","","Achats de matières et fournitures B","","vat_in_20_146","Secondary category B supplies.","Fournitures de la catégorie B.","مشتريات مواد ولوازم ب","لوازم الصنف الثانوي ب"
"pcg_61223","61223","Purchases of Fuels","expense","False","","Achats de combustibles","","vat_in_10_150","Cost of combustible materials (e.g., gas, oil).","Coût des combustibles (ex : gaz, pétrole).","مشتريات المحروقات","تكلفة مواد المحروقات (مثل الغاز، النفط)"
"pcg_61224","61224","Purchases of Maintenance Products","expense","False","","Achats de produits d'entretien","","vat_in_20_146","e.g. Detergents and sanitizers.","Ex. : Détergents et désinfectants.","مشتريات منتجات الصيانة","على سبيل المثال: المنظفات والمعقمات"
"pcg_61225","61225","Purchases of Workshop and Factory Supplies","expense","False","","Achats de fournitures d'atelier et d'usine","","vat_in_20_146","Materials for workshop and plant.","Fournitures d'atelier et d'usine.","مشتريات لوازم الورشة والمصنع","لوازم الورشة والمصنع"
