"id","name","code","account_type","reconcile","non_trade","tag_ids","name@el"
"l10n_gr_50_03_01","Advances for non-current assets, non-related entities","50.03.01","asset_non_current","False","","","Προκαταβολές σε προμηθευτές για μη κυκλοφορούντο στοιχεία - μη συνδεδεμένες οντότητες"
"l10n_gr_50_03_02","Advances for inventory, non-related entities","50.03.02","asset_current","False","","","Προκαταβολές σε προμηθευτές για αποθέματα - μη συνδεδεμένες οντότητες"
"l10n_gr_50_03_03","Other advances to suppliers, non-related entities","50.03.03","asset_current","False","","","Λοιπές προκαταβολές σε προμηθευτές - μη συνδεδεμένες οντότητες"
"l10n_gr_50_04_01","Advances for non-current assets, related entities","50.04.01","asset_non_current","False","","","Προκαταβολές σε προμηθευτές για μη κυκλοφορούντα στοιχεία - συνδεδεμένες οντότητες"
"l10n_gr_50_04_02","Advances for inventory, related entities","50.04.02","asset_current","False","","","Προκαταβολές σε προμηθευτές για αποθέματα - συνδεδεμένες οντότητες"
"l10n_gr_50_04_03","Other advances to suppliers, related entities","50.04.03","asset_current","False","","","Λοιπές προκαταβολές σε προμηθευτές - συνδεδεμένες οντότητες"
"l10n_gr_51_01_01","Notes payable to non-related entities - short term part","51.01.01","liability_payable","True","","","Αξιόγραφα εμπορικών υποχρεώσεων — μη συνδεδεμένες οντότητες - βραχυπρόθεσμο τμήμα"
"l10n_gr_51_01_02","Notes payable to non-related entities - Long term portion","51.01.02","liability_payable","True","","","Αξιόγραφα εμπορικών υποχρεώσεων — μη συνδεδεμένες οντότητες - μη βραχυπρόθεσμο μέρος"
"l10n_gr_51_02_01","Notes payable to related entities - Short term part","51.02.01","liability_payable","True","","","Αξιόγραφα εμπορικών υποχρεώσεων - συνδεδεμένες οντότητες - βραχυπρόθεσμο τμήμα"
"l10n_gr_51_02_02","Notes payable to related entities - Long term portion","51.02.02","liability_payable","True","","","Αξιόγραφα εμπορικών υποχρεώσεων - συνδεδεμένες οντότητες - μη βραχυπρόθεσμο μέρος"
"l10n_gr_52_01_01","Bank loans from non-related entities - Short term","52.01.01","liability_current","False","","","Τραπεζικά δάνεια από μη συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_52_01_02","Bank loans from non-related entities - Long term","52.01.02","liability_non_current","False","","","Τραπεζικά δάνεια από μη συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_52_01_03","Bank loans from non-related entities - Short term part of long term loans","52.01.03","liability_current","False","","","Τραπεζικά δάνεια από μη συνδεδεμένες οντότητες - βραχυπρόθεσμο μέρος μακροπρόθεσμων δανείων"
"l10n_gr_52_02_01","Bank loans from related entities - Short term","52.02.01","liability_current","False","","","Τραπεζικά δάνεια από συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_52_02_02","Bank loans from related entities - Long term","52.02.02","liability_non_current","False","","","Τραπεζικά δάνεια από συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_52_02_03","Bank loans from related entities - Short term part of long term loans","52.02.03","liability_current","False","","","Τραπεζικά δάνεια από συνδεδεμένες οντότητες - βραχυπρόθεσμο μέρος μακροπρόθεσμων δανείων"
"l10n_gr_53_01_01","Loans received from non-related parties - Short term portion","53.01.01","liability_current","False","","","Δάνεια από μη συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_53_01_02","Loans received from non-related parties - Long term portion","53.01.02","liability_non_current","False","","","Δάνεια από μη συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_53_02_01","Loans received from related parties - Short term portion","53.02.01","liability_current","False","","","Δάνεια από συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_53_02_02","Loans received from related parties - Long term portion","53.02.02","liability_non_current","False","","","Δάνεια από συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_53_03_01","Employee compensation payable - Short term portion","53.03.01","liability_payable","True","","","Αποδοχές προσωπικού πληρωτέες - βραχυπρόθεσμα"
"l10n_gr_53_03_02","Employee compensation payable - Long term portion","53.03.02","liability_payable","True","","","Αποδοχές προσωπικού πληρωτέες - μακροπρόθεσμα"
"l10n_gr_53_04_01","Liabilities to owners and management - Short term portion","53.04.01","liability_current","False","","","Υποχρεώσεις προς ιδιοκτήτες και διευθυντικό προσωπικό - βραχυπρόθεσμα"
"l10n_gr_53_04_02","Liabilities to owners and management - Long term portion","53.04.02","liability_non_current","False","","","Υποχρεώσεις προς ιδιοκτήτες και διευθυντικό προσωπικό - μακροπρόθεσμα"
"l10n_gr_53_05_01","Dividends and amounts of a similar nature payable - Short term portion","53.05.01","liability_payable","True","","","Μερίσματα, προμερίσματα και άλλα ποσά συναφούς φύσης πληρωτέα - βραχυπρόθεσμα"
"l10n_gr_53_05_02","Dividends and amounts of a similar nature payable - Long term portion","53.05.02","liability_payable","True","","","Μερίσματα, προμερίσματα και άλλα ποσά συναφούς φύσης πληρωτέα - μακροπρόθεσμα"
"l10n_gr_53_06_01","Other liabilities to non-related entities - Short term portion","53.06.01","liability_current","False","","","Άλλες υποχρεώσεις προς μη συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_53_06_02","Other liabilities to non-related entities - Long term portion","53.06.02","liability_non_current","False","","","Άλλες υποχρεώσεις προς μη συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_53_07_01","Other liabilities to related entities - Short term portion","53.07.01","liability_current","False","","","Άλλες υποχρεώσεις προς συνδεδεμένες οντότητες - βραχυπρόθεσμα"
"l10n_gr_53_07_02","Other liabilities to related entities - Long term portion","53.07.02","liability_non_current","False","","","Άλλες υποχρεώσεις προς συνδεδεμένες οντότητες - μακροπρόθεσμα"
"l10n_gr_54_01_01","Income tax due as per annual tax return","54.01.01","liability_current","False","","","Φόρος εισοδήματος ετήσιας δήλωσης"
"l10n_gr_54_01_02","Income tax withheld (contra account)","54.01.02","liability_current","False","","","Παρακρατούμενος φόρος εισοδήματος της οντότητας (αντίθετος)"
"l10n_gr_54_01_03","Advance payment of income tax (contra account)","54.01.03","liability_current","False","","","Προκαταβολή φόρου εισοδήματος (αντίθετος)"
"l10n_gr_54_02_01","Value added tax on sales revenue","54.02.01","liability_current","False","","","ΦΠΑ εκροών"
"l10n_gr_54_02_02","Value added tax on purchases","54.02.02","liability_current","False","","","ΦΠΑ εισροών"
"l10n_gr_54_02_03","Value added tax paid","54.02.03","liability_payable","True","True","","Καταβληθείς ΦΠΑ"
"l10n_gr_54_03_01","Income tax of salaries and pensions","54.03.01","liability_current","False","","","Παρακρατούμενος φόρος από μισθωτή εργασία και συντάξεις"
"l10n_gr_54_03_02","Income tax of business income","54.03.02","liability_current","False","","","Παρακρατούμενος φόρος από επιχειρηματική δραστηριότητα"
"l10n_gr_54_03_03","Income tax on dividends","54.03.03","liability_current","False","","","Παρακρατούμενος φόρος διανεμομένων μερισμάτων"
"l10n_gr_54_03_04","Other income tax","54.03.04","liability_current","False","","","Λοιποί παρακρατούμενοι φόροι εισοδήματος"
"l10n_gr_54_04","Fiscal stamp due","54.04.00","liability_current","False","","","Τέλη χαρτοσήμου"
"l10n_gr_54_05","Other taxes, levies and contributions","54.05.00","liability_current","False","","","Λοιποί φόροι, τέλη και εισφορές"
"l10n_gr_55_01","Primary social security","55.01.00","liability_current","False","","","Υποχρεώσεις σε ασφαλιστικούς οργανισμούς κύριας ασφάλισης"
"l10n_gr_55_02","Supplementary social security","55.02.00","liability_current","False","","","Υποχρεώσεις σε ασφαλιστικούς οργανισμούς επικουρικής ασφάλισης"
"l10n_gr_56_01_01","Accrued expenses - Non-related entities","56.01.01","liability_current","False","","","Έξοδα χρήσεως δουλευμένα - μη συνδεδεμένες οντότητες"
"l10n_gr_56_01_02","Accrued expenses - Related entities","56.01.02","liability_current","False","","","Έξοδα χρήσεως δουλευμένα - συνδεδεμένες οντότητες"
"l10n_gr_56_02_01","Unearned revenue - Non-related entities","56.02.01","liability_current","False","","","Έσοδα επόμενων χρήσεων - μη συνδεδεμένες οντότητες"
"l10n_gr_56_02_02","Unearned revenue - Related entities","56.02.02","liability_current","False","","","Έσοδα επόμενων χρήσεων - συνδεδεμένες οντότητες"
"l10n_gr_57_01","Provisions for employee benefits","57.01.00","liability_current","False","","","Προβλέψεις για παροχές σε εργαζομένους"
"l10n_gr_57_02_01","Provisions for judicial expenses","57.02.01","liability_current","False","","","Προβλέψεις για εκκρεμοδικίες"
"l10n_gr_57_02_02","Provisions for guarantees granted","57.02.02","liability_current","False","","","Προβλέψεις για δοσμένες εγγυήσεις"
"l10n_gr_57_02_03","Provisions for environmental restoration","57.02.03","liability_current","False","","","Προβλέψεις για αποκατάσταση περιβάλλοντος"
"l10n_gr_57_02_04","Provisions for tax audit surcharges","57.02.04","liability_current","False","","","Προβλέψεις για διαφορές φορολογικού ελέγχου"
"l10n_gr_57_02_05","Other provisions","57.02.05","liability_current","False","","","Άλλες προβλέψεις"
"l10n_gr_57_03_01","Provisions for related entities - Employee benefits","57.03.01","liability_current","False","","","Προβλέψεις για συνδεδεμένες οντότητες - παροχές σε εργαζομένους"
"l10n_gr_57_03_02","Provisions for related entities - Others","57.03.02","liability_current","False","","","Προβλέψεις για συνδεδεμένες οντότητες - άλλα"
"l10n_gr_58_00","Government grants","58.00.00","liability_current","False","","","Κρατικές επιχορηγήσεις"
"l10n_gr_59_00","Deferred tax liability","59.00.00","liability_current","False","","","Αναβαλλόμενοι φόροι παθητικού"
"l10n_gr_60_01_01","Gross employee remuneration - Cost of sales","60.01.01","expense","False","","","Μικτές αποδοχές - Κόστος πωλήσεων"
"l10n_gr_60_01_02","Gross employee remuneration - Administrative expenses","60.01.02","expense","False","","","Μικτές αποδοχές - Έξοδα διοίκησης"
"l10n_gr_60_01_03","Gross employee remuneration - Selling and distribution expenses","60.01.03","expense","False","","","Μικτές αποδοχές - Έξοδα διάθεσης"
"l10n_gr_60_02_01","Employer's social security contributions - Cost of sales","60.02.01","expense","False","","","Εργοδοτικές εισφορές - Κόστος πωλήσεων"
"l10n_gr_60_02_02","Employer's social security contributions - Administrative expenses","60.02.02","expense","False","","","Εργοδοτικές εισφορές - Έξοδα διοίκησης"
"l10n_gr_60_02_03","Employer's social security contributions - Selling and distribution expenses","60.02.03","expense","False","","","Εργοδοτικές εισφορές - Έξοδα διάθεσης"
"l10n_gr_60_03_01","Other compensation - Cost of sales","60.03.01","expense","False","","","Λοιπές παροχές - Κόστος πωλήσεων"
"l10n_gr_60_03_02","Other compensation - Administrative expenses","60.03.02","expense","False","","","Λοιπές παροχές - Έξοδα διοίκησης"
"l10n_gr_60_03_03","Other compensation - Selling and distribution expenses","60.03.03","expense","False","","","Λοιπές παροχές - Έξοδα διάθεσης"
"l10n_gr_60_04_01","Provision for post-employment benefits - Cost of sales","60.04.01","expense","False","","","Προβλέψεις για παροχές μετά την έξοδο από την υπηρεσία (καθαρό ποσό) - Κόστος πωλήσεων"
"l10n_gr_60_04_02","Provision for post-employment benefits - Administrative expenses","60.04.02","expense","False","","","Προβλέψεις για παροχές μετά την έξοδο από την υπηρεσία (καθαρό ποσό) - Έξοδα διοίκησης"
"l10n_gr_60_04_03","Provision for post-employment benefits - Selling and distribution expenses","60.04.03","expense","False","","","Προβλέψεις για παροχές μετά την έξοδο από την υπηρεσία (καθαρό ποσό) - Έξοδα διάθεσης"
"l10n_gr_60_05_01","Employee compensation - Related entities - Cost of sales","60.05.01","expense","False","","","Παροχές σε εργαζόμενους σε συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_60_05_02","Employee compensation - Related entities - Administrative expenses","60.05.02","expense","False","","","Παροχές σε εργαζόμενους σε συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_60_05_03","Employee compensation - Related entities - Selling and distribution expenses","60.05.03","expense","False","","","Παροχές σε εργαζόμενους σε συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_61_01","Impairment - Tangible fixed assets (other than biological)","61.01.00","expense","False","","","Απομείωση ενσώματων παγίων (πλην βιολογικών)"
"l10n_gr_61_02","Impairment - Biological assets","61.02.00","expense","False","","","Απομείωση βιολογικών περιουσιακών στοιχείων"
"l10n_gr_61_03","Impairment - Intangible assets","61.03.00","expense","False","","","Απομείωση άυλων παγίων"
"l10n_gr_61_04","Impairment - Inventory","61.04.00","expense","False","","","Απομείωση αποθεμάτων"
"l10n_gr_61_05_01","Impairment of accounts receivable","61.05.01","expense","False","","","Απομείωση πελατών"
"l10n_gr_61_05_02","Impairment of notes receivable","61.05.02","expense","False","","","Απομείωση αξιογράφων εμπορικών απαιτήσεων"
"l10n_gr_61_05_03","Impairment of held to maturity financial instruments","61.05.03","expense","False","","","Απομείωση διακρατούμενων μέχρι τη λήξη επενδύσεων"
"l10n_gr_61_05_04","Impairment of investments in subsidiaries","61.05.04","expense","False","","","Απομείωση συμμετοχών σε θυγατρικές"
"l10n_gr_61_05_05","Impairment of investments in associates","61.05.05","expense","False","","","Απομείωση συμμετοχών σε συγγενείς"
"l10n_gr_61_05_06","Impairment of investments in joint ventures","61.05.06","expense","False","","","Απομείωση συμμετοχών σε κοινοπραξίες"
"l10n_gr_61_06","Impairment of other assets","61.06.00","expense","False","","","Απομείωση λοιπών περιουσιακών στοιχείων"
"l10n_gr_61_07_01","Fair value losses - Tangible assets","61.07.01","expense","False","","","Ζημιές εύλογης αξίας ενσώματων πάγιων στοιχείων"
"l10n_gr_61_07_02","Fair value losses - Biological assets","61.07.02","expense","False","","","Ζημιές εύλογης αξίας βιολογικών περιουσιακών στοιχείων"
"l10n_gr_61_07_03","Fair value losses - Financial assets","61.07.03","expense","False","","","Ζημιές εύλογης αξίας χρηματοοικονομικών στοιχείων"
"l10n_gr_62_01_01","Foreign exchange differences on settlement of trade receivables and payable","62.01.01","expense","False","","","Χρεωστικές συν/τικές διαφορές διακανονισμού εμπορικών απαιτήσεων και υποχρεώσεων"
"l10n_gr_62_01_02","Foreign exchange differences on settlement of loans","62.01.02","expense","False","","","Χρεωστικές συν/τικές διαφορές διακανονισμού δανείων"
"l10n_gr_62_01_03","Foreign exchange differences on settlement of other balance sheet items","62.01.03","expense","False","","","Χρεωστικές συν/τικές διαφορές διακανονισμού λοιπών στοιχείων ισολογισμού"
"l10n_gr_62_02_01","Foreign exchange differences from measurement of trade receivables and payable","62.02.01","expense","False","","","Χρεωστικές συν/τικές διαφορές επιμέτρησης εμπορικών απαιτήσεων και υποχρεώσεων"
"l10n_gr_62_02_02","Foreign exchange differences measurement of loans","62.02.02","expense","False","","","Χρεωστικές συν/τικές διαφορές επιμέτρησης δανείων"
"l10n_gr_62_02_03","Foreign exchange differences measurement of other balance sheet items","62.02.03","expense","False","","","Χρεωστικές συν/τικές διαφορές επιμέτρησης λοιπών στοιχείων ισολογισμού"
"l10n_gr_63_01","Losses from the disposal or retirement of tangible assets","63.01.00","expense","False","","","Ζημιές από διάθεση-απόσυρση ενσώματων παγίων"
"l10n_gr_63_02","Losses from the disposal or retirement of intangible assets","63.02.00","expense","False","","","Ζημιές από διάθεση-απόσυρση άυλων πάγιων στοιχείων"
"l10n_gr_63_03","Losses from the disposal or retirement of financial assets","63.03.00","expense","False","","","Ζημιές από διάθεση χρηματοοικονομικών στοιχείων"
"l10n_gr_63_04","Losses from the disposal or retirement of assets to related entities","63.04.00","expense","False","","","Ζημιές από διάθεση - απόσυρση περιουσιακών στοιχείων σε συνδεδεμένες οντότητες"
"l10n_gr_64_01_01_01","Fees for services to non-related entities - Cost of sales","64.01.01.01","expense","False","","","Αμοιβές για υπηρεσίες - μη συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_64_01_01_02","Fees for services to non-related entities - Administrative expenses","64.01.01.02","expense","False","","","Αμοιβές για υπηρεσίες - μη συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_64_01_01_03","Fees for services to non-related entities - Selling and distribution expenses","64.01.01.03","expense","False","","","Αμοιβές για υπηρεσίες - μη συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_64_01_02_01","Fees for services to related entities - Cost of sales","64.01.02.01","expense","False","","","Αμοιβές για υπηρεσίες - συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_64_01_02_02","Fees for services to related entities - Administrative expenses","64.01.02.02","expense","False","","","Αμοιβές για υπηρεσίες - συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_64_01_02_03","Fees for services to related entities - Selling and distribution expenses","64.01.02.03","expense","False","","","Αμοιβές για υπηρεσίες - συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_64_02_01","Energy - Cost of sales","64.02.01","expense","False","","","Ενέργεια - Κόστος πωλήσεων"
"l10n_gr_64_02_02","Energy - Administrative expenses","64.02.02","expense","False","","","Ενέργεια - Έξοδα διοίκησης"
"l10n_gr_64_02_03","Energy - Selling and distribution expenses","64.02.03","expense","False","","","Ενέργεια - Έξοδα διάθεσης"
"l10n_gr_64_03_01","Water - Cost of sales","64.03.01","expense","False","","","Ύδρευση - Κόστος πωλήσεων"
"l10n_gr_64_03_02","Water - Administrative expenses","64.03.02","expense","False","","","Ύδρευση - Έξοδα διοίκησης"
"l10n_gr_64_03_03","Water - Selling and distribution expenses","64.03.03","expense","False","","","Ύδρευση - Έξοδα διάθεσης"
"l10n_gr_64_04_01","Telecommunications - Cost of sales","64.04.01","expense","False","","","Τηλεπικοινωνίες - Κόστος πωλήσεων"
"l10n_gr_64_04_02","Telecommunications - Administrative expenses","64.04.02","expense","False","","","Τηλεπικοινωνίες - Έξοδα διοίκησης"
"l10n_gr_64_04_03","Telecommunications - Selling and distribution expenses","64.04.03","expense","False","","","Τηλεπικοινωνίες - Έξοδα διάθεσης"
"l10n_gr_64_05_01_01","Rents to non-related entities - Cost of sales","64.05.01.01","expense","False","","","Ενοίκια - μη συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_64_05_01_02","Rents to non-related entities - Administrative expenses","64.05.01.02","expense","False","","","Ενοίκια - μη συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_64_05_01_03","Rents to non-related entities - Selling and distribution expenses","64.05.01.03","expense","False","","","Ενοίκια - μη συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_64_05_02_01","Rents to related entities - Cost of sales","64.05.02.01","expense","False","","","Ενοίκια - συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_64_05_02_02","Rents to related entities - Administrative expenses","64.05.02.02","expense","False","","","Ενοίκια - συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_64_05_02_03","Rents to related entities - Selling and distribution expenses","64.05.02.03","expense","False","","","Ενοίκια - συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_64_06_01","Insurance - Cost of sales","64.06.01","expense","False","","","Ασφάλιστρα - Κόστος πωλήσεων"
"l10n_gr_64_06_02","Insurance - Administrative expenses","64.06.02","expense","False","","","Ασφάλιστρα - Έξοδα διοίκησης"
"l10n_gr_64_06_03","Insurance - Selling and distribution expenses","64.06.03","expense","False","","","Ασφάλιστρα - Έξοδα διάθεσης"
"l10n_gr_64_07_01","Transportation - Cost of sales","64.07.01","expense","False","","","Μεταφορικά - Κόστος πωλήσεων"
"l10n_gr_64_07_02","Transportation - Administrative expenses","64.07.02","expense","False","","","Μεταφορικά - Έξοδα διοίκησης"
"l10n_gr_64_07_03","Transportation - Selling and distribution expenses","64.07.03","expense","False","","","Μεταφορικά - Έξοδα διάθεσης"
"l10n_gr_64_08_01","Consumables - Cost of sales","64.08.01","expense","False","","","Αναλώσιμα - Κόστος πωλήσεων"
"l10n_gr_64_08_02","Consumables - Administrative expenses","64.08.02","expense","False","","","Αναλώσιμα - Έξοδα διοίκησης"
"l10n_gr_64_08_03","Consumables - Selling and distribution expenses","64.08.03","expense","False","","","Αναλώσιμα - Έξοδα διάθεσης"
"l10n_gr_64_09_03","Repairs and maintenance - Cost of sales","64.09.01","expense","False","","","Επισκευές και συντηρήσεις - Κόστος πωλήσεων"
"l10n_gr_64_09_02","Repairs and maintenance - Administrative expenses","64.09.02","expense","False","","","Επισκευές και συντηρήσεις - Έξοδα διοίκησης"
"l10n_gr_64_09_01","Repairs and maintenance - Selling and distribution expenses","64.09.03","expense","False","","","Επισκευές και συντηρήσεις - Έξοδα διάθεσης"
"l10n_gr_64_10_01","Advertising - Cost of sales","64.10.01","expense","False","","","Διαφήμιση και προβολή - Κόστος πωλήσεων"
"l10n_gr_64_10_02","Advertising - Administrative expenses","64.10.02","expense","False","","","Διαφήμιση και προβολή - Έξοδα διοίκησης"
"l10n_gr_64_10_03","Advertising - Selling and distribution expenses","64.10.03","expense","False","","","Διαφήμιση και προβολή - Έξοδα διάθεσης"
"l10n_gr_64_11_01","Taxes and levies (other than income tax) - Cost of sales","64.11.01","expense","False","","","Φόροι και τέλη (πλην φόρου εισοδήματος) - Κόστος πωλήσεων"
"l10n_gr_64_11_02","Taxes and levies (other than income tax) - Administrative expenses","64.11.02","expense","False","","","Φόροι και τέλη (πλην φόρου εισοδήματος) - Έξοδα διοίκησης"
"l10n_gr_64_11_03","Taxes and levies (other than income tax) - Selling and distribution expenses","64.11.03","expense","False","","","Φόροι και τέλη (πλην φόρου εισοδήματος) - Έξοδα διάθεσης"
"l10n_gr_64_11_04","Taxes and levies (other than income tax) - Other expenses and losses","64.11.04","expense","False","","","Φόροι και τέλη (πλην φόρου εισοδήματος) - Λοιπά έξοδα και ζημιές"
"l10n_gr_64_12_01","Other expenses - Cost of sales","64.12.01","expense","False","","","Λοιπά έξοδα - Κόστος πωλήσεων"
"l10n_gr_64_12_02","Other expenses - Administrative expenses","64.12.02","expense","False","","","Λοιπά έξοδα - Έξοδα διοίκησης"
"l10n_gr_64_12_03","Other expenses - Selling and distribution expenses","64.12.03","expense","False","","","Λοιπά έξοδα - Έξοδα διάθεσης"
"l10n_gr_64_13_01","Various expenses - Related entities - Cost of sales","64.13.01","expense","False","","","Διάφορα λειτουργικά έξοδα από συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_64_13_02","Various expenses - Related entities - Administrative expenses","64.13.02","expense","False","","","Διάφορα λειτουργικά έξοδα από συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_64_13_03","Various expenses - Related entities - Selling and distribution expenses","64.13.03","expense","False","","","Διάφορα λειτουργικά έξοδα από συνδεδεμένες οντότητες - Έξοδα διάθεσης"
"l10n_gr_64_14","cash difference expense","64.14","expense","False","","","εισόδημα από διαφορά μετρητών"
"l10n_gr_65_01","Interest expense - Bank loans","65.01.00","expense","False","","","Τόκοι τραπεζικών δανείων"
"l10n_gr_65_02","Interest expense - Loans from related parties","65.02.00","expense","False","","","Τόκοι δανείων από συνδεδεμένες οντότητες"
"l10n_gr_65_03","Interest expense - Other loans","65.03.00","expense","False","","","Τόκοι λοιπών δανείων"
"l10n_gr_65_04","Interest expense - Liabilities and provisions","65.04.00","expense","False","","","Τόκοι λοιπών υποχρεώσεων και προβλέψεων"
"l10n_gr_65_05","Other financial expenses","65.05.00","expense","False","","","Λοιπά χρηματοοικονομικά έξοδα"
"l10n_gr_66_01_01","Depreciation of depreciable land improvements - Cost of sales","66.01.01","expense_depreciation","False","","","Αποσβέσεις διαμορφώσεων γης - Κόστος πωλήσεων"
"l10n_gr_66_01_02","Depreciation of depreciable land improvements - Administrative expenses","66.01.02","expense_depreciation","False","","","Αποσβέσεις διαμορφώσεων γης - Έξοδα διοίκησης"
"l10n_gr_66_01_03","Depreciation of depreciable land improvements - Selling and distribution expenses","66.01.03","expense_depreciation","False","","","Αποσβέσεις διαμορφώσεων γης - Έξοδα διάθεσης"
"l10n_gr_66_02_01","Depreciation of buildings and physical infrastructure - Cost of sales","66.02.01","expense_depreciation","False","","","Αποσβέσεις κτηρίων - τεχνικών έργων - Κόστος πωλήσεων"
"l10n_gr_66_02_02","Depreciation of buildings and physical infrastructure - Administrative expenses","66.02.02","expense_depreciation","False","","","Αποσβέσεις κτηρίων - τεχνικών έργων - Έξοδα διοίκησης"
"l10n_gr_66_02_03","Depreciation of buildings and physical infrastructure - Selling and distribution expenses","66.02.03","expense_depreciation","False","","","Αποσβέσεις κτηρίων - τεχνικών έργων - Έξοδα διάθεσης"
"l10n_gr_66_03_01","Depreciation of machinery - Cost of sales","66.03.01","expense_depreciation","False","","","Αποσβέσεις μηχανολογικού εξοπλισμού - Κόστος πωλήσεων"
"l10n_gr_66_03_02","Depreciation of machinery - Administrative expenses","66.03.02","expense_depreciation","False","","","Αποσβέσεις μηχανολογικού εξοπλισμού - Έξοδα διοίκησης"
"l10n_gr_66_03_03","Depreciation of machinery - Selling and distribution expenses","66.03.03","expense_depreciation","False","","","Αποσβέσεις μηχανολογικού εξοπλισμού - Έξοδα διάθεσης"
"l10n_gr_66_04_01","Depreciation of transportation equipment - Cost of sales","66.04.01","expense_depreciation","False","","","Αποσβέσεις μεταφορικών μέσων - Κόστος πωλήσεων"
"l10n_gr_66_04_02","Depreciation of transportation equipment - Administrative expenses","66.04.02","expense_depreciation","False","","","Αποσβέσεις μεταφορικών μέσων - Έξοδα διοίκησης"
"l10n_gr_66_04_03","Depreciation of transportation equipment - Selling and distribution expenses","66.04.03","expense_depreciation","False","","","Αποσβέσεις μεταφορικών μέσων - Έξοδα διάθεσης"
"l10n_gr_66_05_01","Depreciation of other equipment - Cost of sales","66.05.01","expense_depreciation","False","","","Αποσβέσεις λοιπού εξοπλισμού - Κόστος πωλήσεων"
"l10n_gr_66_05_02","Depreciation of other equipment - Administrative expenses","66.05.02","expense_depreciation","False","","","Αποσβέσεις λοιπού εξοπλισμού - Έξοδα διοίκησης"
"l10n_gr_66_05_03","Depreciation of other equipment - Selling and distribution expenses","66.05.03","expense_depreciation","False","","","Αποσβέσεις λοιπού εξοπλισμού - Έξοδα διάθεσης"
"l10n_gr_66_06_01","Depreciation of investment property - Cost of sales","66.06.01","expense_depreciation","False","","","Αποσβέσεις επενδύσεων σε ακίνητα - Κόστος πωλήσεων"
"l10n_gr_66_06_02","Depreciation of investment property - Administrative expenses","66.06.02","expense_depreciation","False","","","Αποσβέσεις επενδύσεων σε ακίνητα - Έξοδα διοίκησης"
"l10n_gr_66_06_03","Depreciation of investment property - Selling and distribution expenses","66.06.03","expense_depreciation","False","","","Αποσβέσεις επενδύσεων σε ακίνητα - Έξοδα διάθεσης"
"l10n_gr_66_07_01","Depreciation of biological fixed assets - Cost of sales","66.07.01","expense_depreciation","False","","","Αποσβέσεις πάγιων βιολογικών περιουσιακών στοιχείων - Κόστος πωλήσεων"
"l10n_gr_66_07_02","Depreciation of biological fixed assets - Administrative expenses","66.07.02","expense_depreciation","False","","","Αποσβέσεις πάγιων βιολογικών περιουσιακών στοιχείων - Έξοδα διοίκησης"
"l10n_gr_66_07_03","Depreciation of biological fixed assets - Selling and distribution expenses","66.07.03","expense_depreciation","False","","","Αποσβέσεις πάγιων βιολογικών περιουσιακών στοιχείων - Έξοδα διάθεσης"
"l10n_gr_66_08_01","Amortization - Cost of sales","66.08.01","expense","False","","","Αποσβέσεις άυλων παγίων - Κόστος πωλήσεων"
"l10n_gr_66_08_02","Amortization - Administrative expenses","66.08.02","expense","False","","","Αποσβέσεις άυλων παγίων - Έξοδα διοίκησης"
"l10n_gr_66_08_03","Amortization - Selling and distribution expenses","66.08.03","expense","False","","","Αποσβέσεις άυλων παγίων - Έξοδα διάθεσης"
"l10n_gr_67_01","Losses from physical disasters","67.01.00","expense","False","","","Ζημιές φυσικών καταστροφών"
"l10n_gr_67_02","Losses from other disasters","67.02.00","expense","False","","","Ζημιές άλλων καταστροφών"
